grid_id,province,centroid_lon,centroid_lat
1,Hainan,108.94171158472,18.9272076757775
2,Hainan,109.869507504004,18.8862461700293
3,Hainan,109.915460145498,19.8067697660373
4,Hainan,110.851115955766,19.7569105027869
5,Guangdong,109.962287613377,20.7237890451249
6,Yunnan,100.452443143395,21.6587700701328
7,Yunnan,101.407330289015,21.6961936250739
8,Guangxi,108.100261616028,21.7120517263781
9,Guangxi,109.055513714425,21.6791541975477
10,Guangdong,110.010015108127,21.6374764910585
11,Guangdong,110.963590468645,21.5870260126852
12,Yunnan,99.4449884888896,22.5229388402479
13,Yunnan,100.408267104391,22.5694310039155
14,Yunnan,101.372411618963,22.6070917055072
15,Yunnan,102.337241133918,22.6359138806773
16,Guangxi,107.165289530209,22.6473151359769
17,Guangxi,108.130401182242,22.6230504512546
18,Guangxi,109.094921382147,22.5899442386144
19,Guangxi,110.058668806674,22.5480027193285
20,Guangdong,111.021463005349,22.4972337456719
21,Guangdong,111.983124601387,22.4376467788576
22,Guangdong,112.943475489589,22.3692528624811
23,Yunnan,99.3905337799542,23.4303078388128
24,Yunnan,100.363225003462,23.4771064996867
25,Yunnan,101.336807819384,23.5150160679507
26,Yunnan,102.311095983686,23.5440290611356
27,Yunnan,103.285902439158,23.5641397340301
28,Yunnan,104.26103952994,23.5753440947374
29,Yunnan,105.236319217771,23.5776399158392
30,Guangxi,106.211553299353,23.5710267406283
31,Guangxi,107.186553624175,23.5555058843861
32,Guangxi,108.161132312204,23.5310804307028
33,Guangxi,109.13510197078,23.4977552228505
34,Guangxi,110.108275910105,23.4555368502427
35,Guangxi,111.080468356721,23.4044336300258
36,Guangdong,112.051494664339,23.3444555838701
37,Guangdong,113.021171521456,23.2756144100391
38,Guangdong,113.989317155175,23.1979234508367
39,Guangdong,114.955751530663,23.1113976555429
40,Guangdong,115.920296545728,23.0160535389648
41,Yunnan,98.3538220052709,24.2787849938541
42,Yunnan,99.3350020540677,24.3348447515265
