species,province,year,event,temp_anom,prec_anom,temp_native_anom,prec_native_anom,temp_grad,prec_grad,temp_grad_z,prec_grad_z,effort_record,n_visits,n_observers,n_birding_days,effort_pc1,log_effort_record_z,log_effort_visits_z,log_effort_observers_z,log_effort_days_z,effort_pc1_z,mig,mig_code
Abroscopus albogularis,Henan,2018,0,1.18733406066895,-25.75,0.473513828265951,31.2696813993191,0.713820232402995,-57.0196813993191,1.32674557252506,-0.567420107921082,44,198,56,118,-0.0114060783551186,-0.479446713217417,0.562427228490178,0.658673165651999,0.707372431128602,-0.0382548355414133,Resident_low,0
Abroscopus albogularis,Henan,2019,0,1.20737457275391,-50.5499877929688,0.868580726317326,-122.0490089767,0.33879384643658,71.4990211837317,0.605565885330041,0.375436821471715,123,275,79,176,0.429166207291661,0.0267076947216188,0.721639497476307,0.87605058753475,0.961975831449087,0.194142821067892,Resident_low,0
Abroscopus albogularis,Henan,2024,0,1.80272936820984,112.600006103516,1.29053864246541,34.5003968549602,0.512190725744429,78.0996092485555,0.939009909162077,0.423860981301408,6436,5004,652,365,5.22036199334855,1.9989231536478,2.13212435162468,2.22244598459521,1.42785233195007,2.72145266172523,Resident_low,0
Abroscopus albogularis,Hubei,2017,0,1.08550024032593,16.0250244140625,0.577060452653036,132.366780243246,0.508439787672891,-116.341755829184,0.931796815773599,-1.00262702969972,937,157,51,111,0.341371814539439,1.03713406297082,0.450130456869195,0.59979901042326,0.668495315906917,0.147832120636292,Resident_low,0
Abroscopus albogularis,Hubei,2018,0,0.845748901367188,-56.875,0.473513828265951,31.2696813993191,0.372235073101237,-88.1446813993191,0.669873716159829,-0.79576369790081,563,159,49,125,0.042351739401933,0.78311499828289,0.45625311261935,0.574647632642749,0.744026750350136,-0.00989810208772286,Resident_low,0
Abroscopus albogularis,Hubei,2019,0,0.867792367935181,-217.824981689453,0.868580726317326,-122.0490089767,-0.000788358382145304,-95.7759727127527,-0.0474542684841417,-0.851749447449101,634,185,69,137,0.306612317461039,0.842323736434346,0.529543655584884,0.790419852358379,0.802364768753523,0.12949681919063,Resident_low,0
Abroscopus albogularis,Hubei,2024,0,1.64177083969116,-71.3499908447266,1.29053864246541,34.5003968549602,0.351232197225752,-105.850387699687,0.629484964805585,-0.925658783515353,12557,9287,1064,365,8.66033875803104,2.33263887575264,2.43307171202928,2.53612897555271,1.42785233195007,4.53600742367321,Resident_low,0
Abroscopus albogularis,Hunan,2017,0,0.713582992553711,56.25,0.577060452653036,132.366780243246,0.136522539900675,-76.1167802432465,0.216596034048278,-0.707522922643013,131,97,28,77,-0.362638695374126,0.0579274645803938,0.217647769434027,0.225326116654512,0.436488041819916,-0.223526673510388,Resident_low,0
Abroscopus albogularis,Hunan,2018,0,0.735916455586751,-27.8249918619792,0.473513828265951,31.2696813993191,0.262402627320801,-59.0946732612983,0.458664766987669,-0.582642954216441,238,148,28,105,0.0362605729502557,0.354374579360533,0.421583498968214,0.225326116654512,0.633186802014555,-0.0131111339907825,Resident_low,0
Abroscopus albogularis,Hunan,2019,0,0.710041999816895,-311.837524414063,0.868580726317326,-122.0490089767,-0.158538726500431,-189.788515437362,-0.350809886626258,-1.54145744773376,313,183,57,121,0.0725850075421682,0.490662894524562,0.52428149931559,0.669826106433522,0.72333863354165,0.0060496569891259,Resident_low,0
Abroscopus albogularis,Hunan,2024,0,1.42280515034993,172.108317057292,1.29053864246541,34.5003968549602,0.132266507884524,137.607920202331,0.208411639688426,0.860434197584628,7811,6196,758,365,5.93855295365492,2.09559723561885,2.23610659847637,2.31890999170187,1.42785233195007,3.10029150749639,Resident_low,0
Abroscopus albogularis,Jiangsu,2017,0,0.913624286651611,107.149963378906,0.577060452653036,132.366780243246,0.336563833998575,-25.2168168643402,0.601277547941893,-0.334103473075907,409,312,108,169,0.4156873527356,0.623872564373052,0.7828731141169,1.07441147715948,0.936099513900024,0.187032854520615,Resident_low,0
Abroscopus albogularis,Jiangsu,2018,0,0.796666145324707,61.050048828125,0.473513828265951,31.2696813993191,0.323152317058756,29.7803674288059,0.575487059716526,0.0693745831577864,505,320,112,174,0.440199964571931,0.728926345085389,0.795157544402136,1.09752309305825,0.954688525711537,0.199963022245018,Resident_low,0
Abroscopus albogularis,Jiangsu,2019,1,1.01331520080566,-65.8700073242188,0.868580726317326,-122.0490089767,0.144734474488338,56.1790016524817,0.23238767068722,0.263043945702231,580,727,173,295,1.2032378132792,0.797944057288965,1.19373328459155,1.37434192180419,1.29172618702449,0.602458171669702,Resident_low,0
Abroscopus albogularis,Jiangxi,2017,0,1.11916732788086,-14.4000244140625,0.577060452653036,132.366780243246,0.542106875227823,-146.766804657309,0.996538979472469,-1.22583553973096,202,155,69,89,0.0263238253243956,0.272851310789928,0.443929803408083,0.790419852358379,0.528255178997018,-0.0183526730929933,Resident_low,0
Abroscopus albogularis,Jiangxi,2018,0,0.90858325958252,-34.6550048828125,0.473513828265951,31.2696813993191,0.435069431316569,-65.9246862821316,0.790704848310865,-0.632750253583039,269,251,96,116,1.05555276590845,0.415274957810181,0.677359465294072,0.999614804868216,0.696503086103796,0.524555725139706,Resident_low,0
Abroscopus albogularis,Jiangxi,2019,0,0.870248794555664,-20.375,0.868580726317326,-122.0490089767,0.00166806823833809,101.6740089767,-0.0427305342401827,0.596810798668212,263,312,118,132,0.623660720246896,0.404053054711,0.7828731141169,1.1307000392922,0.778698761953035,0.296736811899179,Resident_low,0
Abroscopus albogularis,Jiangxi,2024,0,1.48666763305664,175.025024414063,1.29053864246541,34.5003968549602,0.19612899059123,140.524627559102,0.331219866056915,0.881832155135322,5326,4111,1082,355,5.6970805942682,1.90440830432498,2.03646544259743,2.54687690195965,1.41008731768718,2.9729171530814,Resident_low,0
Abroscopus albogularis,Jilin,2017,0,0.85612080792586,28.9272944132487,0.577060452653036,132.366780243246,0.279060355272824,-103.439485829998,0.490697753154396,-0.907971587113309,37,25,18,20,-0.730704902346144,-0.563875599541817,-0.428199647341165,-0.0458426497186698,-0.404985602182823,-0.417678068784377,Resident_low,0
Abroscopus albogularis,Jilin,2018,0,0.97599983215332,147.950012207031,0.473513828265951,31.2696813993191,0.50248600388737,116.680330807712,0.920347626893183,0.706902281376144,92,60,29,31,-0.658760876752223,-0.116947404642602,-0.0131147914544373,0.247066433568388,-0.13487151447305,-0.379728285060414,Resident_low,0
Abroscopus albogularis,Jilin,2019,0,1.63224983215332,59.9750061035156,0.868580726317326,-122.0490089767,0.763669105835994,182.024015080216,1.42260548077337,1.18628578175479,46,56,28,39,-0.595496246312106,-0.457732262875314,-0.0461270817250702,0.225326116654512,0.00822509042925968,-0.346356799064755,Resident_low,0
Abroscopus albogularis,Jilin,2024,0,0.85612080792586,28.9272944132487,1.29053864246541,34.5003968549602,-0.43441783453955,-5.57310244171148,-0.881328314887228,-0.189990500487968,1060,1184,298,315,1.68352981181941,1.09866301910502,1.43087385172655,1.7215222740973,1.33365458161424,0.8558075960101,Resident_low,0
Abroscopus albogularis,Liaoning,2017,0,0.990385721524556,20.8242018054781,0.577060452653036,132.366780243246,0.41332526887152,-111.542578437768,0.748890595081647,-0.967418631482676,154,171,26,133,-0.149669077528448,0.138135246544129,0.491454812370062,0.179501060085685,0.78350234998669,-0.111187241982924,Resident_low,0
Abroscopus albogularis,Liaoning,2018,0,0.859832763671875,-42.3624572753906,0.473513828265951,31.2696813993191,0.386318935405924,-73.6321386747097,0.696957131597968,-0.689294746721003,128,258,25,194,0.0852121735253651,0.0464475642280415,0.690695771154404,0.155299020644249,1.02408330084677,0.0127103659799415,Resident_low,0
Abroscopus albogularis,Liaoning,2019,0,1.3395893573761,-98.5312347412109,0.868580726317326,-122.0490089767,0.471008631058773,23.5177742354895,0.859816307658803,0.0234300687049515,118,193,31,153,-0.0676961819696415,0.00615526007282566,0.550041198485809,0.288453562868731,0.872712052053455,-0.0679473255061546,Resident_low,0
Abroscopus albogularis,Liaoning,2024,0,1.69820833206177,189.537506103516,1.29053864246541,34.5003968549602,0.407669689596357,155.037109248555,0.738014856613117,0.988300658540456,2563,2609,414,362,2.78177223547047,1.53927106734882,1.81521110271711,1.9317555904932,1.42257431035298,1.43511994488094,Resident_low,0
Abroscopus albogularis,Qinghai,2017,0,0.921595306800944,64.0714285714286,0.577060452653036,132.366780243246,0.344534854147908,-68.2953516718179,0.616605903580411,-0.650142261477711,102,346,47,183,0.256207522124468,-0.0659486662152217,0.833067002679636,0.54846938846039,0.986848378594183,0.102908772916012,Resident_low,0
Abroscopus albogularis,Qinghai,2018,0,0.644821104115595,42.8071263227513,0.473513828265951,31.2696813993191,0.171307275849644,11.5374449234322,0.283487447371622,-0.0644617033192901,331,487,54,210,0.534883559976108,0.518497858446928,0.999042387428359,0.635767947544173,1.07465341264667,0.249907711024003,Resident_low,0
Abroscopus albogularis,Qinghai,2019,0,0.262885261327028,142.984390258789,0.868580726317326,-122.0490089767,-0.605695464990298,265.033399235489,-1.21069700086293,1.79527086705669,114,302,54,164,0.341367228585675,-0.0109183234788073,0.767068325835405,0.635767947544173,0.916955524984216,0.14782970158965,Resident_low,0
Abroscopus albogularis,Qinghai,2024,0,0.881388987104098,77.8083368937174,1.29053864246541,34.5003968549602,-0.409149655361312,43.3079400387573,-0.832737340391419,0.168617458449923,2904,1837,402,275,2.44691475746395,1.60162278937269,1.64452326421822,1.91293924019541,1.24686342287806,1.25848583574134,Resident_low,0
Abroscopus albogularis,Shaanxi,2017,0,0.865116882324219,49.52001953125,0.577060452653036,132.366780243246,0.288056429671183,-82.8467607119965,0.507997298902018,-0.756896349172421,127,249,61,181,0.0712116392425043,0.0425615238191205,0.673481000835554,0.712593813082867,0.979839827916005,0.00532521837847919,Resident_low,0
Abroscopus albogularis,Shaanxi,2018,0,0.964458346366883,-74.9749908447266,0.473513828265951,31.2696813993191,0.490944518100932,-106.244672244046,0.898153228256991,-0.928551389084267,354,307,70,213,0.496505629022548,0.551945975881153,0.775034865603397,0.799516145737009,1.08370687130912,0.229663720401607,Resident_low,0
Abroscopus albogularis,Shaanxi,2019,0,1.04311084747314,101.191650390625,0.868580726317326,-122.0490089767,0.174530121155818,223.240659367325,0.289685012814372,1.48866510780896,330,310,58,213,0.814282732973065,0.516991511384859,0.779752945008227,0.680788389288584,1.08370687130912,0.397288095987955,Resident_low,0
Abroscopus albogularis,Shaanxi,2024,0,1.89391708374023,-27.375,1.29053864246541,34.5003968549602,0.603378441274824,-61.8753968549602,1.11436484583613,-0.603043288613809,3377,2663,584,356,3.79725786533526,1.67695050461935,1.82517891960298,2.1519276760516,1.41188612953702,1.97077887847579,Resident_low,0
Abroscopus albogularis,Shandong,2017,0,1.26927057902018,3.48333740234375,0.577060452653036,132.366780243246,0.692210126367146,-128.883442840903,1.28518911118162,-1.09463711280519,22,131,34,107,-0.329577926767543,-0.81459705556253,0.362617110714194,0.345919862579368,0.645173618378587,-0.206087435046731,Resident_low,0
Abroscopus albogularis,Shandong,2018,0,0.975832939147949,80.6500244140625,0.473513828265951,31.2696813993191,0.502319110881999,49.3803430147434,0.920026689887382,0.213166672758043,35,130,32,95,-0.1468780029693,-0.590874265039927,0.358915612159895,0.308186748469812,0.569642183935369,-0.109714976912924,Resident_low,0
Abroscopus albogularis,Shandong,2019,0,1.34137535095215,-93.6749877929688,0.868580726317326,-122.0490089767,0.472794624634823,28.3740211837316,0.863250792102314,0.0590571486082356,41,114,50,85,-0.0782777758909012,-0.513898556964274,0.295509717129426,0.587346620502208,0.499101249417299,-0.0735290148466039,Resident_low,0
Abroscopus albogularis,Shandong,2024,0,1.85278161366781,196.277791341146,1.29053864246541,34.5003968549602,0.562242971202396,161.777394486186,1.03526090395479,1.03774968436047,5513,4343,773,364,4.85944407238712,1.92163704700899,2.0631809394978,2.33145986249731,1.42609781374483,2.53107191878629,Resident_low,0
Abroscopus albogularis,Shanghai,2017,0,0.978233867221408,23.9972178141276,0.577060452653036,132.366780243246,0.401173414568372,-108.369562429119,0.725522451363971,-0.944140306455264,380,856,179,277,1.19034375450323,0.587241085247615,1.27313929394902,1.39608223871807,1.2514935946463,0.595656679289584,Resident_low,0
Abroscopus albogularis,Shanghai,2018,1,0.957163492838542,17.3319295247396,0.473513828265951,31.2696813993191,0.483649664572591,-13.9377518745795,0.884125148146986,-0.251356414718425,824,1324,239,333,1.67363127328657,0.973033748486626,1.48522848056324,1.58056640290542,1.36918048948709,0.85058621183812,Resident_low,0
Abroscopus albogularis,Sichuan,2017,0,0.643283462524414,86.5549926757813,0.577060452653036,132.366780243246,0.0662230098713778,-45.8117875674652,0.0814092979314605,-0.485195185393301,31,692,125,256,1.42407896879873,-0.649689656442091,1.16975086192483,1.16735446865469,1.20112455244731,0.718949763850281,Resident_low,0
Abroscopus albogularis,Sichuan,2018,0,0.844645962119103,68.7000064849854,0.473513828265951,31.2696813993191,0.371132133853152,37.4303250856663,0.667752752377829,0.125497275352498,333,888,158,289,1.90902197818396,0.521496988617955,1.29098302268381,1.31653001285267,1.27859379627698,0.974752551818988,Resident_low,0
Abroscopus albogularis,Sichuan,2019,0,0.18833327293396,39.199951171875,0.868580726317326,-122.0490089767,-0.680247453383366,161.248960148575,-1.35406125916847,1.03387291026509,530,1017,204,281,2.13220469333347,0.753007851686936,1.35693593927466,1.47948243971196,1.26065483622309,1.09247929425424,Resident_low,0
Abroscopus albogularis,Sichuan,2024,0,1.23783302307129,-80.8499755859375,1.29053864246541,34.5003968549602,-0.0527056193941213,-115.350372440898,-0.147291707815657,-0.995353903854654,11179,10072,1546,362,10.7302275208928,2.2745982768603,2.47256390628943,2.77554545618376,1.42257431035298,5.62785390063629,Resident_low,0
Abroscopus albogularis,Taiwan,2017,0,0.990844695547135,72.266104968497,0.577060452653036,132.366780243246,0.413784242894099,-60.1006752747495,0.749773206957558,-0.590023327269558,58,22,7,20,-0.673836985779466,-0.344184310107046,-0.487875679567207,-0.600546416689289,-0.404985602182823,-0.387680788027264,Resident_low,0
Abroscopus albogularis,Taiwan,2018,0,0.827472954130534,7.44582821817109,0.473513828265951,31.2696813993191,0.353959125864583,-23.823853181148,0.634728877277738,-0.32388421755361,144,17,5,17,-0.933210712921732,0.1048326637704,-0.60718774034438,-0.785030580876641,-0.503838734154372,-0.524497942300582,Resident_low,0
Abroscopus albogularis,Taiwan,2019,0,1.00233466784611,-4.11683233365145,0.868580726317326,-122.0490089767,0.133753941528783,117.932176643049,0.211271990240896,0.716086248352593,68,24,3,23,-0.140900315124344,-0.266000974665538,-0.447290122155344,-1.0450464064683,-0.319355124313711,-0.106561803886912,Resident_low,0
Abroscopus albogularis,Taiwan,2024,0,1.50341223534034,118.157477429525,1.29053864246541,34.5003968549602,0.212873592874929,83.6570805745649,0.363419912477767,0.464632481824795,473,301,40,211,0.757644574768755,0.696303895449229,0.7654592509347,0.447385425266934,1.07768545613909,0.36741201056414,Resident_low,0
Abroscopus albogularis,Tibet,2017,1,0.972322810441256,32.8843841552734,0.577060452653036,132.366780243246,0.395262357788219,-99.482396087973,0.714155426964562,-0.878941030404365,14,71,23,59,-0.434571862901086,-1.02804279411441,0.0675837122441514,0.103969398681379,0.268240134713139,-0.261470729708132,Resident_low,0
Abroscopus albogularis,Xinjiang,2017,0,1.06903212233023,14.6977085489215,0.577060452653036,132.366780243246,0.491971669677196,-117.669071694325,0.900128451548448,-1.01236467049275,77,132,29,69,-0.28324631621376,-0.204779054883205,0.366290673164133,0.247066433568388,0.367093266684688,-0.181647954692612,Resident_low,0
Abroscopus albogularis,Xinjiang,2018,0,1.06903212233023,14.6977085489215,0.473513828265951,31.2696813993191,0.595518294064281,-16.5719728503976,1.09924970002579,-0.270681956065195,530,315,57,118,0.563047166721201,0.753007851686936,0.787516183163461,0.669826106433522,0.707372431128602,0.264763743558181,Resident_low,0
Abroscopus albogularis,Xinjiang,2019,0,1.55158337950706,1.20000457763672,0.868580726317326,-122.0490089767,0.683002653189739,123.249013554337,1.26748304335701,0.755092372936055,243,344,45,207,0.704097631499402,0.364713534039664,0.830253441584409,0.521176846984752,1.06547030578512,0.339166511380912,Resident_low,0
Abroscopus albogularis,Xinjiang,2024,0,1.41174983978271,66.7874984741211,1.29053864246541,34.5003968549602,0.121211197317304,32.2871016191609,0.187152161115562,0.0877648380702552,1820,4084,472,357,4.18341181904349,1.36840086033824,2.03325886584672,2.01564556110243,1.41367990973875,2.17447138673347,Resident_low,0
Abroscopus albogularis,Yunnan,2017,0,0.540916601816813,83.5083211263021,0.577060452653036,132.366780243246,-0.0361438508362232,-48.8584591169444,-0.115443252573761,-0.507546604480761,497,719,107,275,1.76097432921777,0.720968349213313,1.18835483523505,1.06850103964371,1.24686342287806,0.896658836423908,Resident_low,0
Abroscopus albogularis,Yunnan,2018,0,0.437500476837158,0.899993896484375,0.473513828265951,31.2696813993191,-0.0360133514287924,-30.3696875028347,-0.115192300839825,-0.37190668529422,1268,1053,139,319,2.29949095858011,1.18805597981566,1.37385155052597,1.23491984213739,1.34172105280288,1.18072119528342,Resident_low,0
Abroscopus albogularis,Yunnan,2019,0,0.897167523701986,-173.224975585938,0.868580726317326,-122.0490089767,0.0285867973846597,-51.1759666092371,0.00903446521553661,-0.524548627953694,984,1218,169,334,2.53255083665068,1.061548309004,1.44464292315138,1.35942780935558,1.37109760901354,1.30365804646038,Resident_low,0
