species,province,year,event,temp_anom,prec_anom,temp_native_anom,prec_native_anom,temp_grad,prec_grad,temp_grad_z,prec_grad_z,effort_record,n_visits,n_observers,n_birding_days,effort_pc1,log_effort_record_z,log_effort_visits_z,log_effort_observers_z,log_effort_days_z,effort_pc1_z,mig,mig_code
Abroscopus albogularis,Anhui,2017,0,1.07052771250407,45.9888509114583,0.577060452653036,132.366780243246,0.493467259851033,-86.3779293317881,0.90300448719314,-0.782802203613127,89,34,20,29,-0.808536387562816,-0.133321123086811,-0.283514039507791,0.0183386635050077,-0.176258519411401,-0.458733431012218,Resident_low,0
Abroscopus albogularis,Anhui,2018,0,0.807582855224609,-72.6500244140625,0.473513828265951,31.2696813993191,0.334069026958659,-103.919705813382,0.596480007747429,-0.91149464430161,68,72,32,60,-0.548608277394665,-0.266000974665538,0.0742975388832059,0.308186748469812,0.278839979417111,-0.321623845007996,Resident_low,0
Abroscopus albogularis,Anhui,2019,0,0.912541611290677,68.3418423160092,0.868580726317326,-122.0490089767,0.0439608849733506,190.39085129271,0.0385989974538467,1.24766773894461,66,194,49,131,0.986771610960237,-0.280688906263035,0.552543747516185,0.574647632642749,0.773858920081906,0.488274325356739,Resident_low,0
Abroscopus albogularis,Anhui,2024,0,1.67020797729492,274.179178873698,1.29053864246541,34.5003968549602,0.379669334829512,239.678782018738,0.684169879705515,1.60926076849171,3745,3083,665,364,4.23043314840892,1.7285860640712,1.89643771446388,2.23508720227033,1.42609781374483,2.19927468714793,Resident_low,0
Abroscopus albogularis,Chongqing,2017,0,0.188204606374105,-60.8395843505859,0.577060452653036,132.366780243246,-0.388855846278932,-193.206364593832,-0.793712131942919,-1.56653195203569,3,95,33,76,-0.511688146806111,-1.68806642683391,0.2076114403777,0.32733079491055,0.428213397928915,-0.302148830101206,Resident_low,0
Abroscopus albogularis,Chongqing,2018,0,0.188204606374105,-60.8395843505859,0.473513828265951,31.2696813993191,-0.285309221891846,-92.109265749905,-0.594590883465573,-0.824849237608127,16,73,28,62,-0.387978868767614,-0.965542119030424,0.0809200181044846,0.225326116654512,0.299528096225596,-0.236893372021791,Resident_low,0
Abroscopus albogularis,Chongqing,2019,0,0.396166801452637,128.862487792969,0.868580726317326,-122.0490089767,-0.472413924864689,250.911496769669,-0.954395196473985,1.69166778572692,13,101,35,80,-0.343871852752281,-1.06249463786127,0.237120154596705,0.363985224273037,0.460690008537927,-0.213627343957986,Resident_low,0
Abroscopus albogularis,Chongqing,2024,0,0.188204606374105,-60.8395843505859,1.29053864246541,34.5003968549602,-1.10233403609131,-95.3399812055461,-2.16573819998454,-0.848550865410347,3071,2467,424,358,3.03316487836624,1.62953437510793,1.7879815737983,1.9470248340216,1.41546868636299,1.56772715373437,Resident_low,0
Abroscopus albogularis,Fujian,2017,0,0.692801475524902,72.854150390625,0.577060452653036,132.366780243246,0.115741022871866,-59.5126298526215,0.176632958085894,-0.585709225976069,426,225,62,128,1.92825489552961,0.644159732881702,0.624355843436974,0.722854478875676,0.759116293701178,0.984897731319618,Resident_low,0
Abroscopus albogularis,Fujian,2018,0,0.692801475524902,72.854150390625,0.473513828265951,31.2696813993191,0.219287647258952,41.5844689913059,0.375754206563239,0.155973488451491,807,384,94,196,0.621471303533471,0.962636541978539,0.8836488097115,0.986254364726359,1.03062699032011,0.295581915574291,Resident_low,0
Abroscopus albogularis,Fujian,2019,0,0.692801475524902,72.854150390625,0.868580726317326,-122.0490089767,-0.175779250792424,194.903159367325,-0.383963596288411,1.2807715662491,514,420,114,187,0.988228461250831,0.7377300658685,0.92715867604604,1.10877387165077,1.00063979193921,0.489042799917202,Resident_low,0
Abroscopus albogularis,Fujian,2024,0,1.46322949727376,99.3416748046875,1.29053864246541,34.5003968549602,0.172690854808353,64.8412779497273,0.286148084270756,0.32659335187442,10706,7816,1177,365,7.74714610982688,2.25301184950888,2.34914602257818,2.60079754939052,1.42785233195007,4.0543070571512,Resident_low,0
Abroscopus albogularis,Gansu,2017,0,0.695457935333252,36.1625061035156,0.577060452653036,132.366780243246,0.118397482680216,-96.2042741397308,0.181741358255378,-0.854891612442824,163,73,20,62,-0.521155248215574,0.166319422419936,0.0809200181044846,0.0183386635050077,0.299528096225596,-0.307142635327089,Resident_low,0
Abroscopus albogularis,Gansu,2018,0,0.569333076477051,12.5499877929688,0.473513828265951,31.2696813993191,0.0958192482111002,-18.7196936063503,0.138323175745652,-0.286438366272046,138,98,24,72,-0.398314283428406,0.0837300728063119,0.222589382580646,0.130147642863739,0.394003900593442,-0.242345204162633,Resident_low,0
Abroscopus albogularis,Gansu,2019,0,0.774625346064568,98.8124961853027,0.868580726317326,-122.0490089767,-0.0939553802527584,220.861505162003,-0.226615432081729,1.47121082307455,164,225,40,162,0.217986853574854,0.169355016402904,0.624355843436974,0.447385425266934,0.909134988987078,0.0827477367039143,Resident_low,0
Abroscopus albogularis,Gansu,2024,0,1.47438354492188,-59.1450042724609,1.29053864246541,34.5003968549602,0.183844902456465,-93.6454011274211,0.307597435289338,-0.836118849392766,2153,1692,372,348,2.49801528160976,1.45226270457366,1.60452456914352,1.86333117075889,1.39735234023242,1.2854408722924,Resident_low,0
Abroscopus albogularis,Guangdong,2017,0,0.646928405761719,71.2033365885417,0.577060452653036,132.366780243246,0.0698679531086824,-61.1634436547048,0.088418562138162,-0.597820157701556,509,410,107,222,0.879259012501442,0.732858284080895,0.915457518476007,1.06850103964371,1.11012472137908,0.431562460466915,Resident_low,0
Abroscopus albogularis,Guangdong,2018,0,0.646928405761719,71.2033365885417,0.473513828265951,31.2696813993191,0.173414577495768,39.9336551892226,0.287539810615507,0.143862556726004,940,854,161,299,4.46165018697347,1.03872859441321,1.27200203942654,1.32851686523536,1.30033404786453,2.32123945815403,Resident_low,0
Abroscopus albogularis,Guangdong,2019,0,0.646928405761719,71.2033365885417,0.868580726317326,-122.0490089767,-0.221652320555607,193.252345565242,-0.472177992236143,1.26866063452362,1043,1292,218,327,2.32028531317025,1.09059727374187,1.47332885747841,1.52184638250038,1.35755583273284,1.19169001795994,Resident_low,0
Abroscopus albogularis,Guangdong,2024,0,1.19333457946777,189.77490234375,1.29053864246541,34.5003968549602,-0.097204062997637,155.27450548879,-0.232862683191034,0.990042278130586,27404,630,384,14,0.884338435518999,2.72231828556462,1.12413113381892,1.88363718170483,-0.620757173535941,0.434241807408756,Resident_low,0
Abroscopus albogularis,Guangxi,2017,0,0.340240478515625,407.449951171875,0.577060452653036,132.366780243246,-0.236819974137411,275.083170928629,-0.501345549706586,1.86899941153502,165,147,53,98,0.0050378160775377,0.172372268316322,0.41830574439875,0.624001049864696,0.589375310241246,-0.0295808388871073,Resident_low,0
Abroscopus albogularis,Guangxi,2018,0,0.489415357983302,25.6715741838728,0.473513828265951,31.2696813993191,0.015901529717351,-5.59810721544632,-0.0153594380153528,-0.190173944015719,388,257,78,137,0.430124237262608,0.597617638826453,0.688812810530779,0.867984092107524,0.802364768753523,0.194648172692275,Resident_low,0
Abroscopus albogularis,Guangxi,2019,0,0.960227966308594,16.5999755859375,0.868580726317326,-122.0490089767,0.0916472399912678,138.648984562638,0.130300360030431,0.868071799943899,257,343,89,176,0.590773029203368,0.392573154358648,0.828840538664328,0.951582248939056,0.961975831449087,0.279388870190621,Resident_low,0
Abroscopus albogularis,Guangxi,2024,0,1.28383445739746,318,1.29053864246541,34.5003968549602,-0.00670418506794945,283.49960314504,-0.0588304654623199,1.93074522188414,4808,3963,719,361,4.82176034923736,1.85332489021426,2.01862337134083,2.28508221827609,1.42080527197874,2.51119411612455,Resident_low,0
Abroscopus albogularis,Guizhou,2017,0,0.76533317565918,53.4749755859375,0.577060452653036,132.366780243246,0.188272723006143,-78.891804657309,0.316112180807161,-0.727881445919749,62,44,18,32,-0.620545437398828,-0.311428066197889,-0.161188069942012,-0.0458426497186698,-0.115138388167173,-0.359570007199186,Resident_low,0
Abroscopus albogularis,Guizhou,2018,0,0.431055704752604,71.5749918619792,0.473513828265951,31.2696813993191,-0.0424581235133464,40.3053104626601,-0.127585665386708,0.146589146264048,150,179,33,115,-0.0527465120929986,0.125079504907947,0.513583382646519,0.32733079491055,0.690998537250129,-0.0600615179789876,Resident_low,0
Abroscopus albogularis,Guizhou,2019,0,0.773458003997803,57.137451171875,0.868580726317326,-122.0490089767,-0.0951227223195232,179.186460148575,-0.228860243161861,1.1654685133257,64,198,25,148,0.0946059361901992,-0.295821993827081,0.562427228490178,0.155299020644249,0.851545906147927,0.0176654857211812,Resident_low,0
Abroscopus albogularis,Guizhou,2024,0,1.3518054485321,9.8249880472819,1.29053864246541,34.5003968549602,0.0612668060666941,-24.6754088076783,0.07187846585327,-0.330131519363389,1465,1306,343,347,2.40024405464152,1.2601169166713,1.47857077429316,1.811428211314,1.39551223565855,1.23386748746662,Resident_low,0
Abroscopus albogularis,Hainan,2017,0,0.51188850402832,500.13330078125,0.577060452653036,132.366780243246,-0.065171948624716,367.766520538004,-0.171264590128518,2.54895599888123,55,102,34,68,-0.332801655914645,-0.370243457600054,0.241868921182089,0.345919862579368,0.357866114628983,-0.20778792126372,Resident_low,0
Abroscopus albogularis,Hainan,2018,0,0.603916529453162,128.022930386966,0.473513828265951,31.2696813993191,0.130402701187211,96.7532489876471,0.204827519793778,0.5607104291476,140,162,50,89,-0.200972753844057,0.0908638180216773,0.465295070105759,0.587346620502208,0.528255178997018,-0.138249439355794,Resident_low,0
Abroscopus albogularis,Hainan,2019,0,1.16701936721802,-30.2312622070313,0.868580726317326,-122.0490089767,0.298438640900692,91.8177467696692,0.527962400364401,0.524501905619696,57,114,30,79,-0.218621209601729,-0.352720478182716,0.295509717129426,0.268093823303856,0.452723744553799,-0.147558830560088,Resident_low,0
Abroscopus albogularis,Hainan,2024,0,1.06463432312012,612.550048828125,1.29053864246541,34.5003968549602,-0.225904319345293,578.049651973165,-0.480354630659057,4.09166459788794,4039,2594,580,343,3.68279756848121,1.76631527406226,1.81240564991207,2.14752781020883,1.38809855766638,1.91040216929483,Resident_low,0
Abroscopus albogularis,Henan,2017,0,1.0973539352417,15.53125,0.577060452653036,132.366780243246,0.520293482588663,-116.835530243246,0.954591595851359,-1.00624952680324,59,130,38,94,-0.117160923443199,-0.335791613853196,0.358915612159895,0.415314846235907,0.562927190599917,-0.0940395023809755,Resident_low,0
