year,temp_native_anom_range,species
2009,0.797644095502505,Cyanistes cyanus
2010,1.20246682273074,Cyanistes cyanus
2011,0.786476870270875,Cyanistes cyanus
2012,1.18638988917491,Cyanistes cyanus
2013,1.10285595338836,Cyanistes cyanus
2014,1.16747344952592,Cyanistes cyanus
2015,1.0879192777664,Cyanistes cyanus
2016,1.18237155657969,Cyanistes cyanus
2017,1.438209763802,Cyanistes cyanus
2018,0.826216356489393,Cyanistes cyanus
2019,1.10249269932896,Cyanistes cyanus
2020,1.16631304950052,Cyanistes cyanus
2021,1.25918256746455,Cyanistes cyanus
2022,1.36785150993438,Cyanistes cyanus
2023,1.50139865896689,Cyanistes cyanus
2024,1.51714017811816,Cyanistes cyanus
2002,1.17134623314362,Cyanoderma pyrrhops
2003,1.06283088139723,Cyanoderma pyrrhops
2004,1.18315755922352,Cyanoderma pyrrhops
2005,1.18075099459425,Cyanoderma pyrrhops
2006,1.18374495739029,Cyanoderma pyrrhops
2007,1.5076562062959,Cyanoderma pyrrhops
2008,1.1380932461524,Cyanoderma pyrrhops
2009,0.797644095502505,Cyanoderma pyrrhops
2010,1.20246682273074,Cyanoderma pyrrhops
2011,0.786476870270875,Cyanoderma pyrrhops
2012,1.18638988917491,Cyanoderma pyrrhops
2013,1.10285595338836,Cyanoderma pyrrhops
2014,1.16747344952592,Cyanoderma pyrrhops
2015,1.0879192777664,Cyanoderma pyrrhops
2016,1.18237155657969,Cyanoderma pyrrhops
2017,1.438209763802,Cyanoderma pyrrhops
2018,0.826216356489393,Cyanoderma pyrrhops
2019,1.10249269932896,Cyanoderma pyrrhops
2020,1.16631304950052,Cyanoderma pyrrhops
2021,1.25918256746455,Cyanoderma pyrrhops
2022,1.36785150993438,Cyanoderma pyrrhops
2023,1.50139865896689,Cyanoderma pyrrhops
2024,1.51714017811816,Cyanoderma pyrrhops
2002,1.17134623314362,Cygnus olor
2003,1.06283088139723,Cygnus olor
2004,1.18315755922352,Cygnus olor
2005,1.18075099459425,Cygnus olor
2006,1.18374495739029,Cygnus olor
2007,1.5076562062959,Cygnus olor
2008,1.1380932461524,Cygnus olor
2009,0.797644095502505,Cygnus olor
2010,1.20246682273074,Cygnus olor
2011,0.786476870270875,Cygnus olor
2012,1.18638988917491,Cygnus olor
2013,1.10285595338836,Cygnus olor
2014,1.16747344952592,Cygnus olor
2015,1.0879192777664,Cygnus olor
2016,1.18237155657969,Cygnus olor
2017,1.438209763802,Cygnus olor
2018,0.826216356489393,Cygnus olor
2019,1.10249269932896,Cygnus olor
2020,1.16631304950052,Cygnus olor
2021,1.25918256746455,Cygnus olor
2022,1.36785150993438,Cygnus olor
2023,1.50139865896689,Cygnus olor
2024,1.51714017811816,Cygnus olor
2002,1.17134623314362,Cyornis glaucicomans
2003,1.06283088139723,Cyornis glaucicomans
2004,1.18315755922352,Cyornis glaucicomans
2005,1.18075099459425,Cyornis glaucicomans
2006,1.18374495739029,Cyornis glaucicomans
2007,1.5076562062959,Cyornis glaucicomans
2008,1.1380932461524,Cyornis glaucicomans
2009,0.797644095502505,Cyornis glaucicomans
2010,1.20246682273074,Cyornis glaucicomans
2011,0.786476870270875,Cyornis glaucicomans
2012,1.18638988917491,Cyornis glaucicomans
2013,1.10285595338836,Cyornis glaucicomans
2014,1.16747344952592,Cyornis glaucicomans
2015,1.0879192777664,Cyornis glaucicomans
2016,1.18237155657969,Cyornis glaucicomans
2017,1.438209763802,Cyornis glaucicomans
2018,0.826216356489393,Cyornis glaucicomans
2019,1.10249269932896,Cyornis glaucicomans
2020,1.16631304950052,Cyornis glaucicomans
2021,1.25918256746455,Cyornis glaucicomans
2022,1.36785150993438,Cyornis glaucicomans
2023,1.50139865896689,Cyornis glaucicomans
2024,1.51714017811816,Cyornis glaucicomans
2002,1.17134623314362,Cyornis hainanus
2003,1.06283088139723,Cyornis hainanus
2004,1.18315755922352,Cyornis hainanus
2005,1.18075099459425,Cyornis hainanus
2006,1.18374495739029,Cyornis hainanus
2007,1.5076562062959,Cyornis hainanus
2008,1.1380932461524,Cyornis hainanus
2009,0.797644095502505,Cyornis hainanus
2010,1.20246682273074,Cyornis hainanus
2011,0.786476870270875,Cyornis hainanus
2012,1.18638988917491,Cyornis hainanus
2013,1.10285595338836,Cyornis hainanus
2014,1.16747344952592,Cyornis hainanus
2015,1.0879192777664,Cyornis hainanus
2016,1.18237155657969,Cyornis hainanus
2017,1.438209763802,Cyornis hainanus
2018,0.826216356489393,Cyornis hainanus
2019,1.10249269932896,Cyornis hainanus
2020,1.16631304950052,Cyornis hainanus
2021,1.25918256746455,Cyornis hainanus
2022,1.36785150993438,Cyornis hainanus
2023,1.50139865896689,Cyornis hainanus
2024,1.51714017811816,Cyornis hainanus
2002,1.17134623314362,Cyornis rubeculoides
2003,1.06283088139723,Cyornis rubeculoides
2004,1.18315755922352,Cyornis rubeculoides
2005,1.18075099459425,Cyornis rubeculoides
2006,1.18374495739029,Cyornis rubeculoides
2007,1.5076562062959,Cyornis rubeculoides
2008,1.1380932461524,Cyornis rubeculoides
2009,0.797644095502505,Cyornis rubeculoides
2010,1.20246682273074,Cyornis rubeculoides
2011,0.786476870270875,Cyornis rubeculoides
2012,1.18638988917491,Cyornis rubeculoides
2013,1.10285595338836,Cyornis rubeculoides
2014,1.16747344952592,Cyornis rubeculoides
2015,1.0879192777664,Cyornis rubeculoides
2016,1.18237155657969,Cyornis rubeculoides
2017,1.438209763802,Cyornis rubeculoides
2018,0.826216356489393,Cyornis rubeculoides
2019,1.10249269932896,Cyornis rubeculoides
2020,1.16631304950052,Cyornis rubeculoides
2021,1.25918256746455,Cyornis rubeculoides
2022,1.36785150993438,Cyornis rubeculoides
2023,1.50139865896689,Cyornis rubeculoides
2024,1.51714017811816,Cyornis rubeculoides
2002,1.17134623314362,Delichon dasypus
2003,1.06283088139723,Delichon dasypus
2004,1.18315755922352,Delichon dasypus
2005,1.18075099459425,Delichon dasypus
2006,1.18374495739029,Delichon dasypus
2007,1.5076562062959,Delichon dasypus
2008,1.1380932461524,Delichon dasypus
2009,0.797644095502505,Delichon dasypus
2010,1.20246682273074,Delichon dasypus
2011,0.786476870270875,Delichon dasypus
2012,1.18638988917491,Delichon dasypus
2013,1.10285595338836,Delichon dasypus
2014,1.16747344952592,Delichon dasypus
2015,1.0879192777664,Delichon dasypus
2016,1.18237155657969,Delichon dasypus
2017,1.438209763802,Delichon dasypus
2018,0.826216356489393,Delichon dasypus
2019,1.10249269932896,Delichon dasypus
2020,1.16631304950052,Delichon dasypus
2021,1.25918256746455,Delichon dasypus
2022,1.36785150993438,Delichon dasypus
2023,1.50139865896689,Delichon dasypus
2024,1.51714017811816,Delichon dasypus
2002,1.17134623314362,Dendrocitta formosae
2003,1.06283088139723,Dendrocitta formosae
2004,1.18315755922352,Dendrocitta formosae
2005,1.18075099459425,Dendrocitta formosae
2006,1.18374495739029,Dendrocitta formosae
2007,1.5076562062959,Dendrocitta formosae
2008,1.1380932461524,Dendrocitta formosae
2009,0.797644095502505,Dendrocitta formosae
2010,1.20246682273074,Dendrocitta formosae
2011,0.786476870270875,Dendrocitta formosae
2012,1.18638988917491,Dendrocitta formosae
2013,1.10285595338836,Dendrocitta formosae
2014,1.16747344952592,Dendrocitta formosae
2015,1.0879192777664,Dendrocitta formosae
2016,1.18237155657969,Dendrocitta formosae
2017,1.438209763802,Dendrocitta formosae
2018,0.826216356489393,Dendrocitta formosae
2019,1.10249269932896,Dendrocitta formosae
2020,1.16631304950052,Dendrocitta formosae
2021,1.25918256746455,Dendrocitta formosae
2022,1.36785150993438,Dendrocitta formosae
2023,1.50139865896689,Dendrocitta formosae
2024,1.51714017811816,Dendrocitta formosae
2002,1.17134623314362,Dendrocopos hyperythrus
2003,1.06283088139723,Dendrocopos hyperythrus
2004,1.18315755922352,Dendrocopos hyperythrus
2005,1.18075099459425,Dendrocopos hyperythrus
2006,1.18374495739029,Dendrocopos hyperythrus
2007,1.5076562062959,Dendrocopos hyperythrus
2008,1.1380932461524,Dendrocopos hyperythrus
2009,0.797644095502505,Dendrocopos hyperythrus
2010,1.20246682273074,Dendrocopos hyperythrus
2011,0.786476870270875,Dendrocopos hyperythrus
2012,1.18638988917491,Dendrocopos hyperythrus
2013,1.10285595338836,Dendrocopos hyperythrus
2014,1.16747344952592,Dendrocopos hyperythrus
2015,1.0879192777664,Dendrocopos hyperythrus
2016,1.18237155657969,Dendrocopos hyperythrus
2017,1.438209763802,Dendrocopos hyperythrus
2018,0.826216356489393,Dendrocopos hyperythrus
2019,1.10249269932896,Dendrocopos hyperythrus
2020,1.16631304950052,Dendrocopos hyperythrus
2021,1.25918256746455,Dendrocopos hyperythrus
2022,1.36785150993438,Dendrocopos hyperythrus
2023,1.50139865896689,Dendrocopos hyperythrus
2024,1.51714017811816,Dendrocopos hyperythrus
2002,1.17134623314362,Dicrurus annectens
2003,1.06283088139723,Dicrurus annectens
2004,1.18315755922352,Dicrurus annectens
2005,1.18075099459425,Dicrurus annectens
2006,1.18374495739029,Dicrurus annectens
2007,1.5076562062959,Dicrurus annectens
2008,1.1380932461524,Dicrurus annectens
2009,0.797644095502505,Dicrurus annectens
2010,1.20246682273074,Dicrurus annectens
2011,0.786476870270875,Dicrurus annectens
2012,1.18638988917491,Dicrurus annectens
2013,1.10285595338836,Dicrurus annectens
2014,1.16747344952592,Dicrurus annectens
2015,1.0879192777664,Dicrurus annectens
2016,1.18237155657969,Dicrurus annectens
2017,1.438209763802,Dicrurus annectens
2018,0.826216356489393,Dicrurus annectens
2019,1.10249269932896,Dicrurus annectens
2020,1.16631304950052,Dicrurus annectens
2021,1.25918256746455,Dicrurus annectens
2022,1.36785150993438,Dicrurus annectens
2023,1.50139865896689,Dicrurus annectens
2024,1.51714017811816,Dicrurus annectens
2002,1.17134623314362,Dicrurus hottentottus
2003,1.06283088139723,Dicrurus hottentottus
2004,1.18315755922352,Dicrurus hottentottus
2005,1.18075099459425,Dicrurus hottentottus
2006,1.18374495739029,Dicrurus hottentottus
2007,1.5076562062959,Dicrurus hottentottus
2008,1.1380932461524,Dicrurus hottentottus
2009,0.797644095502505,Dicrurus hottentottus
2010,1.20246682273074,Dicrurus hottentottus
2011,0.786476870270875,Dicrurus hottentottus
2012,1.18638988917491,Dicrurus hottentottus
2013,1.10285595338836,Dicrurus hottentottus
2014,1.16747344952592,Dicrurus hottentottus
2015,1.0879192777664,Dicrurus hottentottus
2016,1.18237155657969,Dicrurus hottentottus
2017,1.438209763802,Dicrurus hottentottus
2018,0.826216356489393,Dicrurus hottentottus
2019,1.10249269932896,Dicrurus hottentottus
2020,1.16631304950052,Dicrurus hottentottus
2021,1.25918256746455,Dicrurus hottentottus
2022,1.36785150993438,Dicrurus hottentottus
2023,1.50139865896689,Dicrurus hottentottus
2024,1.51714017811816,Dicrurus hottentottus
2002,1.17134623314362,Dicrurus remifer
2003,1.06283088139723,Dicrurus remifer
2004,1.18315755922352,Dicrurus remifer
2005,1.18075099459425,Dicrurus remifer
2006,1.18374495739029,Dicrurus remifer
2007,1.5076562062959,Dicrurus remifer
2008,1.1380932461524,Dicrurus remifer
2009,0.797644095502505,Dicrurus remifer
2010,1.20246682273074,Dicrurus remifer
2011,0.786476870270875,Dicrurus remifer
2012,1.18638988917491,Dicrurus remifer
2013,1.10285595338836,Dicrurus remifer
2014,1.16747344952592,Dicrurus remifer
2015,1.0879192777664,Dicrurus remifer
2016,1.18237155657969,Dicrurus remifer
2017,1.438209763802,Dicrurus remifer
2018,0.826216356489393,Dicrurus remifer
2019,1.10249269932896,Dicrurus remifer
2020,1.16631304950052,Dicrurus remifer
2021,1.25918256746455,Dicrurus remifer
2022,1.36785150993438,Dicrurus remifer
2023,1.50139865896689,Dicrurus remifer
2024,1.51714017811816,Dicrurus remifer
2002,1.17134623314362,Egretta eulophotes
2003,1.06283088139723,Egretta eulophotes
2004,1.18315755922352,Egretta eulophotes
2005,1.18075099459425,Egretta eulophotes
2006,1.18374495739029,Egretta eulophotes
2007,1.5076562062959,Egretta eulophotes
2008,1.1380932461524,Egretta eulophotes
2009,0.797644095502505,Egretta eulophotes
2010,1.20246682273074,Egretta eulophotes
2011,0.786476870270875,Egretta eulophotes
2012,1.18638988917491,Egretta eulophotes
2013,1.10285595338836,Egretta eulophotes
2014,1.16747344952592,Egretta eulophotes
2015,1.0879192777664,Egretta eulophotes
2016,1.18237155657969,Egretta eulophotes
2017,1.438209763802,Egretta eulophotes
2018,0.826216356489393,Egretta eulophotes
2019,1.10249269932896,Egretta eulophotes
2020,1.16631304950052,Egretta eulophotes
2021,1.25918256746455,Egretta eulophotes
2022,1.36785150993438,Egretta eulophotes
2023,1.50139865896689,Egretta eulophotes
2024,1.51714017811816,Egretta eulophotes
2002,1.17134623314362,Elachura formosa
2003,1.06283088139723,Elachura formosa
2004,1.18315755922352,Elachura formosa
2005,1.18075099459425,Elachura formosa
2006,1.18374495739029,Elachura formosa
2007,1.5076562062959,Elachura formosa
2008,1.1380932461524,Elachura formosa
2009,0.797644095502505,Elachura formosa
2010,1.20246682273074,Elachura formosa
2011,0.786476870270875,Elachura formosa
2012,1.18638988917491,Elachura formosa
2013,1.10285595338836,Elachura formosa
2014,1.16747344952592,Elachura formosa
2015,1.0879192777664,Elachura formosa
2016,1.18237155657969,Elachura formosa
2017,1.438209763802,Elachura formosa
2018,0.826216356489393,Elachura formosa
2019,1.10249269932896,Elachura formosa
2020,1.16631304950052,Elachura formosa
2021,1.25918256746455,Elachura formosa
2022,1.36785150993438,Elachura formosa
2023,1.50139865896689,Elachura formosa
2024,1.51714017811816,Elachura formosa
2002,1.17134623314362,Elanus caeruleus
2003,1.06283088139723,Elanus caeruleus
2004,1.18315755922352,Elanus caeruleus
2005,1.18075099459425,Elanus caeruleus
2006,1.18374495739029,Elanus caeruleus
2007,1.5076562062959,Elanus caeruleus
2008,1.1380932461524,Elanus caeruleus
2009,0.797644095502505,Elanus caeruleus
2010,1.20246682273074,Elanus caeruleus
2011,0.786476870270875,Elanus caeruleus
2012,1.18638988917491,Elanus caeruleus
2013,1.10285595338836,Elanus caeruleus
2014,1.16747344952592,Elanus caeruleus
2015,1.0879192777664,Elanus caeruleus
2016,1.18237155657969,Elanus caeruleus
2017,1.438209763802,Elanus caeruleus
2018,0.826216356489393,Elanus caeruleus
2019,1.10249269932896,Elanus caeruleus
2020,1.16631304950052,Elanus caeruleus
2021,1.25918256746455,Elanus caeruleus
2022,1.36785150993438,Elanus caeruleus
2023,1.50139865896689,Elanus caeruleus
2024,1.51714017811816,Elanus caeruleus
2002,1.17134623314362,Emberiza buchanani
2003,1.06283088139723,Emberiza buchanani
2004,1.18315755922352,Emberiza buchanani
2005,1.18075099459425,Emberiza buchanani
2006,1.18374495739029,Emberiza buchanani
2007,1.5076562062959,Emberiza buchanani
2008,1.1380932461524,Emberiza buchanani
2009,0.797644095502505,Emberiza buchanani
2010,1.20246682273074,Emberiza buchanani
2011,0.786476870270875,Emberiza buchanani
2012,1.18638988917491,Emberiza buchanani
2013,1.10285595338836,Emberiza buchanani
2014,1.16747344952592,Emberiza buchanani
2015,1.0879192777664,Emberiza buchanani
2016,1.18237155657969,Emberiza buchanani
2017,1.438209763802,Emberiza buchanani
2018,0.826216356489393,Emberiza buchanani
2019,1.10249269932896,Emberiza buchanani
2020,1.16631304950052,Emberiza buchanani
2021,1.25918256746455,Emberiza buchanani
2022,1.36785150993438,Emberiza buchanani
2023,1.50139865896689,Emberiza buchanani
2024,1.51714017811816,Emberiza buchanani
2002,1.17134623314362,Emberiza citrinella
2003,1.06283088139723,Emberiza citrinella
2004,1.18315755922352,Emberiza citrinella
2005,1.18075099459425,Emberiza citrinella
2006,1.18374495739029,Emberiza citrinella
2007,1.5076562062959,Emberiza citrinella
2008,1.1380932461524,Emberiza citrinella
2009,0.797644095502505,Emberiza citrinella
2010,1.20246682273074,Emberiza citrinella
2011,0.786476870270875,Emberiza citrinella
2012,1.18638988917491,Emberiza citrinella
2013,1.10285595338836,Emberiza citrinella
2014,1.16747344952592,Emberiza citrinella
2015,1.0879192777664,Emberiza citrinella
2016,1.18237155657969,Emberiza citrinella
2017,1.438209763802,Emberiza citrinella
2018,0.826216356489393,Emberiza citrinella
2019,1.10249269932896,Emberiza citrinella
2020,1.16631304950052,Emberiza citrinella
2021,1.25918256746455,Emberiza citrinella
2022,1.36785150993438,Emberiza citrinella
2023,1.50139865896689,Emberiza citrinella
2024,1.51714017811816,Emberiza citrinella
2002,1.17134623314362,Emberiza elegans
2003,1.06283088139723,Emberiza elegans
2004,1.18315755922352,Emberiza elegans
2005,1.18075099459425,Emberiza elegans
2006,1.18374495739029,Emberiza elegans
2007,1.5076562062959,Emberiza elegans
2008,1.1380932461524,Emberiza elegans
2009,0.797644095502505,Emberiza elegans
2010,1.20246682273074,Emberiza elegans
2011,0.786476870270875,Emberiza elegans
2012,1.18638988917491,Emberiza elegans
2013,1.10285595338836,Emberiza elegans
2014,1.16747344952592,Emberiza elegans
2015,1.0879192777664,Emberiza elegans
2016,1.18237155657969,Emberiza elegans
2017,1.438209763802,Emberiza elegans
2018,0.826216356489393,Emberiza elegans
2019,1.10249269932896,Emberiza elegans
2020,1.16631304950052,Emberiza elegans
2021,1.25918256746455,Emberiza elegans
2022,1.36785150993438,Emberiza elegans
2023,1.50139865896689,Emberiza elegans
2024,1.51714017811816,Emberiza elegans
2002,1.17134623314362,Emberiza godlewskii
2003,1.06283088139723,Emberiza godlewskii
2004,1.18315755922352,Emberiza godlewskii
2005,1.18075099459425,Emberiza godlewskii
2006,1.18374495739029,Emberiza godlewskii
2007,1.5076562062959,Emberiza godlewskii
2008,1.1380932461524,Emberiza godlewskii
2009,0.797644095502505,Emberiza godlewskii
2010,1.20246682273074,Emberiza godlewskii
2011,0.786476870270875,Emberiza godlewskii
2012,1.18638988917491,Emberiza godlewskii
2013,1.10285595338836,Emberiza godlewskii
2014,1.16747344952592,Emberiza godlewskii
2015,1.0879192777664,Emberiza godlewskii
2016,1.18237155657969,Emberiza godlewskii
2017,1.438209763802,Emberiza godlewskii
2018,0.826216356489393,Emberiza godlewskii
2019,1.10249269932896,Emberiza godlewskii
2020,1.16631304950052,Emberiza godlewskii
2021,1.25918256746455,Emberiza godlewskii
2022,1.36785150993438,Emberiza godlewskii
2023,1.50139865896689,Emberiza godlewskii
2024,1.51714017811816,Emberiza godlewskii
2002,1.17134623314362,Emberiza hortulana
2003,1.06283088139723,Emberiza hortulana
2004,1.18315755922352,Emberiza hortulana
2005,1.18075099459425,Emberiza hortulana
2006,1.18374495739029,Emberiza hortulana
2007,1.5076562062959,Emberiza hortulana
2008,1.1380932461524,Emberiza hortulana
2009,0.797644095502505,Emberiza hortulana
2010,1.20246682273074,Emberiza hortulana
2011,0.786476870270875,Emberiza hortulana
2012,1.18638988917491,Emberiza hortulana
2013,1.10285595338836,Emberiza hortulana
2014,1.16747344952592,Emberiza hortulana
2015,1.0879192777664,Emberiza hortulana
2016,1.18237155657969,Emberiza hortulana
2017,1.438209763802,Emberiza hortulana
2018,0.826216356489393,Emberiza hortulana
2019,1.10249269932896,Emberiza hortulana
2020,1.16631304950052,Emberiza hortulana
2021,1.25918256746455,Emberiza hortulana
2022,1.36785150993438,Emberiza hortulana
2023,1.50139865896689,Emberiza hortulana
2024,1.51714017811816,Emberiza hortulana
2002,1.17134623314362,Emberiza pallasi
2003,1.06283088139723,Emberiza pallasi
2004,1.18315755922352,Emberiza pallasi
2005,1.18075099459425,Emberiza pallasi
2006,1.18374495739029,Emberiza pallasi
2007,1.5076562062959,Emberiza pallasi
2008,1.1380932461524,Emberiza pallasi
2009,0.797644095502505,Emberiza pallasi
2010,1.20246682273074,Emberiza pallasi
2011,0.786476870270875,Emberiza pallasi
2012,1.18638988917491,Emberiza pallasi
2013,1.10285595338836,Emberiza pallasi
2014,1.16747344952592,Emberiza pallasi
2015,1.0879192777664,Emberiza pallasi
2016,1.18237155657969,Emberiza pallasi
2017,1.438209763802,Emberiza pallasi
2018,0.826216356489393,Emberiza pallasi
2019,1.10249269932896,Emberiza pallasi
2020,1.16631304950052,Emberiza pallasi
2021,1.25918256746455,Emberiza pallasi
2022,1.36785150993438,Emberiza pallasi
2023,1.50139865896689,Emberiza pallasi
2024,1.51714017811816,Emberiza pallasi
2002,1.17134623314362,Emberiza pusilla
2003,1.06283088139723,Emberiza pusilla
2004,1.18315755922352,Emberiza pusilla
2005,1.18075099459425,Emberiza pusilla
2006,1.18374495739029,Emberiza pusilla
2007,1.5076562062959,Emberiza pusilla
2008,1.1380932461524,Emberiza pusilla
2009,0.797644095502505,Emberiza pusilla
2010,1.20246682273074,Emberiza pusilla
2011,0.786476870270875,Emberiza pusilla
2012,1.18638988917491,Emberiza pusilla
2013,1.10285595338836,Emberiza pusilla
2014,1.16747344952592,Emberiza pusilla
2015,1.0879192777664,Emberiza pusilla
2016,1.18237155657969,Emberiza pusilla
2017,1.438209763802,Emberiza pusilla
2018,0.826216356489393,Emberiza pusilla
2019,1.10249269932896,Emberiza pusilla
2020,1.16631304950052,Emberiza pusilla
2021,1.25918256746455,Emberiza pusilla
2022,1.36785150993438,Emberiza pusilla
2023,1.50139865896689,Emberiza pusilla
2024,1.51714017811816,Emberiza pusilla
2002,1.17134623314362,Emberiza rustica
2003,1.06283088139723,Emberiza rustica
2004,1.18315755922352,Emberiza rustica
2005,1.18075099459425,Emberiza rustica
2006,1.18374495739029,Emberiza rustica
2007,1.5076562062959,Emberiza rustica
2008,1.1380932461524,Emberiza rustica
2009,0.797644095502505,Emberiza rustica
2010,1.20246682273074,Emberiza rustica
2011,0.786476870270875,Emberiza rustica
2012,1.18638988917491,Emberiza rustica
2013,1.10285595338836,Emberiza rustica
2014,1.16747344952592,Emberiza rustica
2015,1.0879192777664,Emberiza rustica
2016,1.18237155657969,Emberiza rustica
2017,1.438209763802,Emberiza rustica
2018,0.826216356489393,Emberiza rustica
2019,1.10249269932896,Emberiza rustica
2020,1.16631304950052,Emberiza rustica
2021,1.25918256746455,Emberiza rustica
2022,1.36785150993438,Emberiza rustica
2023,1.50139865896689,Emberiza rustica
2024,1.51714017811816,Emberiza rustica
2002,1.17134623314362,Emberiza siemsseni
2003,1.06283088139723,Emberiza siemsseni
2004,1.18315755922352,Emberiza siemsseni
2005,1.18075099459425,Emberiza siemsseni
2006,1.18374495739029,Emberiza siemsseni
2007,1.5076562062959,Emberiza siemsseni
2008,1.1380932461524,Emberiza siemsseni
2009,0.797644095502505,Emberiza siemsseni
2010,1.20246682273074,Emberiza siemsseni
2011,0.786476870270875,Emberiza siemsseni
2012,1.18638988917491,Emberiza siemsseni
2013,1.10285595338836,Emberiza siemsseni
2014,1.16747344952592,Emberiza siemsseni
2015,1.0879192777664,Emberiza siemsseni
2016,1.18237155657969,Emberiza siemsseni
2017,1.438209763802,Emberiza siemsseni
2018,0.826216356489393,Emberiza siemsseni
2019,1.10249269932896,Emberiza siemsseni
2020,1.16631304950052,Emberiza siemsseni
2021,1.25918256746455,Emberiza siemsseni
2022,1.36785150993438,Emberiza siemsseni
2023,1.50139865896689,Emberiza siemsseni
2024,1.51714017811816,Emberiza siemsseni
2002,1.17134623314362,Emberiza yessoensis
2003,1.06283088139723,Emberiza yessoensis
2004,1.18315755922352,Emberiza yessoensis
2005,1.18075099459425,Emberiza yessoensis
2006,1.18374495739029,Emberiza yessoensis
2007,1.5076562062959,Emberiza yessoensis
2008,1.1380932461524,Emberiza yessoensis
2009,0.797644095502505,Emberiza yessoensis
2010,1.20246682273074,Emberiza yessoensis
2011,0.786476870270875,Emberiza yessoensis
2012,1.18638988917491,Emberiza yessoensis
2013,1.10285595338836,Emberiza yessoensis
2014,1.16747344952592,Emberiza yessoensis
2015,1.0879192777664,Emberiza yessoensis
2016,1.18237155657969,Emberiza yessoensis
2017,1.438209763802,Emberiza yessoensis
2018,0.826216356489393,Emberiza yessoensis
2019,1.10249269932896,Emberiza yessoensis
2020,1.16631304950052,Emberiza yessoensis
2021,1.25918256746455,Emberiza yessoensis
2022,1.36785150993438,Emberiza yessoensis
2023,1.50139865896689,Emberiza yessoensis
2024,1.51714017811816,Emberiza yessoensis
2002,1.17134623314362,Enicurus maculatus
2003,1.06283088139723,Enicurus maculatus
2004,1.18315755922352,Enicurus maculatus
2005,1.18075099459425,Enicurus maculatus
2006,1.18374495739029,Enicurus maculatus
2007,1.5076562062959,Enicurus maculatus
2008,1.1380932461524,Enicurus maculatus
2009,0.797644095502505,Enicurus maculatus
2010,1.20246682273074,Enicurus maculatus
2011,0.786476870270875,Enicurus maculatus
2012,1.18638988917491,Enicurus maculatus
2013,1.10285595338836,Enicurus maculatus
2014,1.16747344952592,Enicurus maculatus
2015,1.0879192777664,Enicurus maculatus
2016,1.18237155657969,Enicurus maculatus
2017,1.438209763802,Enicurus maculatus
2018,0.826216356489393,Enicurus maculatus
2019,1.10249269932896,Enicurus maculatus
2020,1.16631304950052,Enicurus maculatus
2021,1.25918256746455,Enicurus maculatus
2022,1.36785150993438,Enicurus maculatus
2023,1.50139865896689,Enicurus maculatus
2024,1.51714017811816,Enicurus maculatus
2002,1.17134623314362,Enicurus schistaceus
2003,1.06283088139723,Enicurus schistaceus
2004,1.18315755922352,Enicurus schistaceus
2005,1.18075099459425,Enicurus schistaceus
2006,1.18374495739029,Enicurus schistaceus
2007,1.5076562062959,Enicurus schistaceus
2008,1.1380932461524,Enicurus schistaceus
2009,0.797644095502505,Enicurus schistaceus
2010,1.20246682273074,Enicurus schistaceus
2011,0.786476870270875,Enicurus schistaceus
2012,1.18638988917491,Enicurus schistaceus
2013,1.10285595338836,Enicurus schistaceus
2014,1.16747344952592,Enicurus schistaceus
2015,1.0879192777664,Enicurus schistaceus
2016,1.18237155657969,Enicurus schistaceus
2017,1.438209763802,Enicurus schistaceus
2018,0.826216356489393,Enicurus schistaceus
2019,1.10249269932896,Enicurus schistaceus
2020,1.16631304950052,Enicurus schistaceus
2021,1.25918256746455,Enicurus schistaceus
2022,1.36785150993438,Enicurus schistaceus
2023,1.50139865896689,Enicurus schistaceus
2024,1.51714017811816,Enicurus schistaceus
2002,1.17134623314362,Erpornis zantholeuca
2003,1.06283088139723,Erpornis zantholeuca
2004,1.18315755922352,Erpornis zantholeuca
2005,1.18075099459425,Erpornis zantholeuca
2006,1.18374495739029,Erpornis zantholeuca
2007,1.5076562062959,Erpornis zantholeuca
2008,1.1380932461524,Erpornis zantholeuca
2009,0.797644095502505,Erpornis zantholeuca
2010,1.20246682273074,Erpornis zantholeuca
2011,0.786476870270875,Erpornis zantholeuca
2012,1.18638988917491,Erpornis zantholeuca
2013,1.10285595338836,Erpornis zantholeuca
2014,1.16747344952592,Erpornis zantholeuca
2015,1.0879192777664,Erpornis zantholeuca
2016,1.18237155657969,Erpornis zantholeuca
2017,1.438209763802,Erpornis zantholeuca
2018,0.826216356489393,Erpornis zantholeuca
2019,1.10249269932896,Erpornis zantholeuca
2020,1.16631304950052,Erpornis zantholeuca
2021,1.25918256746455,Erpornis zantholeuca
2022,1.36785150993438,Erpornis zantholeuca
2023,1.50139865896689,Erpornis zantholeuca
2024,1.51714017811816,Erpornis zantholeuca
2002,1.17134623314362,Erythrogenys hypoleucos
2003,1.06283088139723,Erythrogenys hypoleucos
2004,1.18315755922352,Erythrogenys hypoleucos
2005,1.18075099459425,Erythrogenys hypoleucos
2006,1.18374495739029,Erythrogenys hypoleucos
2007,1.5076562062959,Erythrogenys hypoleucos
2008,1.1380932461524,Erythrogenys hypoleucos
2009,0.797644095502505,Erythrogenys hypoleucos
2010,1.20246682273074,Erythrogenys hypoleucos
2011,0.786476870270875,Erythrogenys hypoleucos
2012,1.18638988917491,Erythrogenys hypoleucos
