species,province,longitude,latitude,grid_id,pub_year,dist_to_grid
Gavia stellata,Xinjiang,86.62,41.77,2981,2025,0.0671534167539547
Grus canadensis,Anhui,117.09,30.94,1054,2017,0.180999907115791
Grus canadensis,Jilin,123.58,45.94,3456,2011,0.316112554162664
Grus canadensis,Liaoning,122.94,42.37,3082,2013,0.152251733123573
Grus canadensis,Yunnan,103.27,31.05,954,2025,0.152573373006796
Grus vipio,Gansu,101.03,38.35,2235,2022,0.15717231001123
Grus vipio,Shanxi,111.73,38.02,2176,2019,0.252425802390789
Grus vipio,Sichuan,105.51,32.7,1257,2023,0.0614837791670385
Grus japonensis,Fujian,120.17,26.97,528,2024,0.4592935226446
Grus japonensis,Sichuan,105.48,32.67,1257,2024,0.102044498255471
Grus monacha,Ningxia,105.91,37.76,2090,2021,0.272060718658836
Grus nigricollis,Inner Mongolia,110.34,40.49,2624,2023,0.140114025222528
Anthropoides virgo,Anhui,117.27,31.67,1202,2021,0.0625051335939623
Anthropoides virgo,Beijing,116.38,40,2557,2009,0.212081410725299
Anthropoides virgo,Tianjin,117.41,39.3,2486,2002,0.0414232191416885
Leucogeranus leucogeranus,Shaanxi,102.72,36.59,1936,2022,0.133039638232504
Leucogeranus leucogeranus,Yunnan,103.3,26.69,366,2013,0.26161851226708
Amaurornis phoenicurus,Heilongjiang,123.37,45.8,3455,2010,0.188123642381547
Amaurornis phoenicurus,Jilin,123.42,46.39,3486,2002,0.180566516973241
Amaurornis phoenicurus,Inner Mongolia,105.81,38.66,2243,2023,0.278403605424244
Amaurornis phoenicurus,Qinghai,101.07,32.68,1249,2015,0.129080734076588
Coturnicops exquisitus,Yunnan,100.35,25.3,279,2004,0.270335834572086
Crex crex,Yunnan,100.33,24.9,239,2012,0.261878827285692
Gallicrex cinerea,Gansu,108.53,36.08,1873,2020,0.223290092924217
Amaurornis cinerea,Yunnan,100.19,26.6,359,2017,0.307079341288725
Porphyrio porphyrio,Yunnan,102.78,24.92,244,2013,0.318673623485838
Rallina eurizonoides,Jiangxi,113,25,264,2009,0.153018188619307
Rallina eurizonoides,Shandong,117.05,36.22,1961,2022,0.144486283876611
Rallina fasciata,Guangdong,114.67,22.4,116,2001,0.508196021582761
Rallina fasciata,Yunnan,101.28,21.88,27,2025,0.125859727446261
Rallus aquaticus,Anhui,117.35,31.2,1128,2022,0.0923912363695005
Rallus aquaticus,Inner Mongolia,105.67,38.83,2321,2023,0.154033792290566
Rallus aquaticus,Ningxia,106.27,38.2,2166,2023,0.179577260554912
Zapornia bicolor,Hunan,112.89,24.92,264,2025,0.0527956827309419
Tetrax tetrax,Shaanxi,108.65,34.26,1576,2025,0.304371306894913
Acrocephalus agricola,Inner Mongolia,101.12,42.06,2849,2023,0.204304167090234
Acrocephalus bistrigiceps,Guizhou,108.81,26.39,377,2017,0.215524001439461
Acrocephalus bistrigiceps,Tibet,95.33,29.33,723,2024,0.252874904698087
Acrocephalus concinens,Shanghai,121.4,31.62,1287,2006,0.244282026839929
Acrocephalus dumetorum,Sichuan,104.06,30.68,883,2017,0.193582303431538
Acrocephalus orientalis,Tibet,95.33,29.33,723,2024,0.252874904698087
Acrocephalus tangorum,Hubei,114.41,30.44,975,2020,0.188680108048771
Acrocephalus tangorum,Zhejiang,119.75,30.24,985,2024,0.185923668091698
Iduna caligata,Zhejiang,121.53,28.62,774,2022,0.169614563925827
Aegithalos bonvaloti,Shaanxi,107.75,34.16,1496,2007,0.102873635418272
Aegithalos caudatus,Shandong,117.87,38.26,2342,2024,0.073530529130686
Aegithalos caudatus,Tianjin,117.59,39.3,2486,2020,0.190942357622251
Aegithalos concinnus,Gansu,107.67,35.73,1799,2020,0.170111132990586
Aegithalos concinnus,Hebei,115.66,37.74,2182,2023,0.276110885461293
Aegithalos fuliginosus,Hunan,110.6,30.05,824,2010,0.190242899149416
Aegithalos fuliginosus,Shanxi,111.75,35.27,1733,2016,0.0531668491298676
Leptopoecile elegans,Yunnan,98.82,28.4,597,2011,0.185487653730331
Alauda gulgula,Inner Mongolia,38.99,38.99,2959,2023,34.8221719034245
Alaudala cheleensis,Fujian,117.2,23.66,232,2024,0.357489890706082
Alaudala heinei,Yunnan,99.22,25.11,236,2025,0.207309478744157
Calandrella brachydactyla,Hunan,113.25,28.23,625,2024,0.225321799101383
Eremophila alpestris,Shandong,117.96,38.2,2342,2025,0.176180866591356
Galerida cristata,Heilongjiang,124.65,47.02,3555,2010,0.191762337786012
Alcippe morrisonia,Henan,111.82,33.25,1425,2016,0.339352175435235
Artamus fuscus,Guizhou,108.02,25.23,254,2015,0.12096862068261
Artamus fuscus,Hunan,111.56,25.57,301,2025,0.176147050822302
Artamus fuscus,Jiangxi,114.78,24.94,268,2021,0.250741328694755
Bombycilla japonica,Gansu,104.16,35.94,1793,2019,0.280065542561899
Bombycilla japonica,Ningxia,106.27,38.48,2244,2022,0.114950036417284
Bombycilla japonica,Qinghai,101.75,36.66,1934,2013,0.182914872108797
Plectrophenax nivalis,Jiangsu,120.6,21.9,233,2014,3.5059441876517
Plectrophenax nivalis,Liaoning,123.68,39.82,2721,2022,0.164596945750028
Coracina javensis,Zhejiang,119.74,27.37,580,2017,0.0624257765238256
Lalage melaschistos,Liaoning,124.21,39.88,2722,2014,0.125762723707856
Pericrocotus cantonensis,Tianjin,118,39.24,2560,2023,0.40672575921316
Pericrocotus divaricatus,Hainan,108.82,18.7,4,2020,0.119126571353668
Pericrocotus ethologus,Hunan,110.54,30.06,824,2014,0.247447239331874
Pericrocotus ethologus,Jiangsu,120.82,31.85,1285,2024,0.254906179983077
Pericrocotus ethologus,Inner Mongolia,111.28,40.55,2625,2014,0.286014893787741
Pericrocotus solaris,Anhui,117.72,29.85,909,2010,0.128318866729183
Pericrocotus solaris,Chongqing,109.08,31.12,965,2009,0.264589920959932
Certhia familiaris,Jiangsu,120.69,33.37,1520,2024,0.345115681931628
Certhia himalayana,Qinghai,101.05,32.7,1249,2014,0.147799589878895
Certhia tianquanensis,Shaanxi,107.8,34.02,1496,2005,0.0645566734968867
Cisticola exilis,Hainan,109.11,19.01,9,2007,0.156613274160386
Cisticola juncidis,Liaoning,123.62,39.93,2721,2006,0.102146810781175
Prinia atrogularis,Guizhou,108.34,26.35,376,2016,0.206229501615215
Prinia atrogularis,Hunan,111.82,24.98,262,2017,0.114560145976249
Prinia flaviventris,Hubei,114.04,29.57,830,2022,0.232884493134601
Prinia flaviventris,Jiangsu,121.44,32.34,1364,2023,0.328032307880364
Prinia inornata,Shaanxi,108.7,32.75,1263,2023,0.0997303670166768
Prinia rufescens,Hunan,111.95,24.98,262,2025,0.0453264525719428
Prinia superciliaris,Shanxi,110.26,34.87,1655,2025,0.255604396595279
Dendrocitta formosae,Shanghai,121.97,30.93,1210,2018,0.476347993823674
Podoces biddulphi,Gansu,93.47,40.28,2596,2009,0.149725069841578
Temnurus temnurus,Guangdong,111.43,21.79,37,2022,0.213522884800617
Dicaeum cruentatum,Jiangxi,114.38,24.49,226,2011,0.188051030869631
Dicaeum ignipectus,Henan,111.64,33.76,1503,2016,0.157201018686497
Dicaeum minullum,Jiangxi,114.38,24.49,226,2011,0.188051030869631
Dicrurus annectens,Tibet,94.85,30.35,938,2015,0.222810382289715
Dicrurus hottentottus,Hainan,110.33,20,16,2006,0.170161104079263
Dicrurus hottentottus,Heilongjiang,126.66,45.74,3491,2010,0.195463927370726
Dicrurus hottentottus,Qinghai,100.81,36.63,1933,2015,0.198029157884243
Dicrurus remifer,Tibet,95.34,29.3,723,2019,0.251003295445872
Elachura formosa,Hubei,113.85,29.32,759,2019,0.0133682743514761
Elachura formosa,Tibet,95.28,29.32,723,2019,0.203800750178134
Emberiza buchanani,Qinghai,90.85,35.25,1769,2017,0.223287208029895
Emberiza chrysophrys,Gansu,102.57,34.57,1565,2023,0.212843709421367
Emberiza chrysophrys,Gansu,105.76,33,1335,2021,0.29978510305302
Emberiza citrinella,Qinghai,90.86,35.26,1769,2017,0.225245780935576
Emberiza elegans,Heilongjiang,128.57,46.13,3525,2025,0.195616753983192
Emberiza elegans,Qinghai,102.67,35.8,1790,2017,0.0766906258733876
Emberiza elegans,Tibet,98.29,28.56,596,2024,0.00822528117010968
Emberiza godlewskii,Heilongjiang,125.25,49.09,3702,2016,0.271709235772348
Emberiza godlewskii,Hunan,110.72,30.03,824,2010,0.0911965433795671
Emberiza hortulana,Inner Mongolia,108.57,38.98,2326,2023,0.092203896706324
Emberiza leucocephalos,Anhui,115.6,33.25,1432,2013,0.234261790933558
Emberiza melanocephala,Guangxi,109.07,21.46,21,2019,0.214719054727171
Emberiza pallasi,Guizhou,104.25,26.85,410,2014,0.260113734392248
Emberiza pusilla,Tibet,97.83,29.69,799,2014,0.243703620612856
Emberiza rustica,Guizhou,106.63,26.64,372,2024,0.187708568026068
Emberiza siemsseni,Jiangsu,118.83,31.64,1205,2024,0.16436532428352
Emberiza siemsseni,Jiangxi,116.25,28.75,695,2013,0.167285532156012
Emberiza siemsseni,Qinghai,101.78,36.6,1934,2017,0.230586680528562
Emberiza leucocephalos,Xinjiang,75.08,39.33,2886,2013,0.194513924111867
Emberiza sulphurata,Zhejiang,122.07,30.57,1062,2006,0.746091085880075
Emberiza yessoensis,Anhui,117.44,32.29,1279,2017,0.174994846402062
Emberiza yessoensis,Hubei,112.36,30.37,899,2014,0.0657261060526005
Emberiza yessoensis,Hunan,112.9,28.32,624,2016,0.241911246694926
Lonchura striata,Gansu,104.69,32.95,1255,2011,0.30869799627106
Lonchura striata,Tibet,95.15,29.23,723,2006,0.0491498180231804
Psarisomus dalhousiae,Tibet,95.32,29.34,723,2016,0.248491437744786
Acanthis flammea,Qinghai,101.32,34.15,1484,2015,0.222447197289757
Acanthis flammea,Qinghai,101.63,36.9,1934,2015,0.21120696779264
Bucanetes mongolicus,Heilongjiang,128.27,46.43,3560,2006,0.244408653273295
Bucanetes mongolicus,Sichuan,102.75,30.06,809,2015,0.142543419227226
Bucanetes mongolicus,Tibet,79.71,31.71,1522,2014,0.236805304061569
Callacanthis burtoni,Tibet,85.97,27.93,705,2015,0.135451586264782
Carduelis caniceps,Inner Mongolia,101.06,41.97,2849,2023,0.259903255481283
Carduelis caniceps,Qinghai,100.49,36.58,1932,2019,0.0999933712925687
Carpodacus roborowskii,Xinjiang,90.55,36.65,2063,2016,0.213874345298425
Carpodacus vinaceus,Shandong,117.1,36.26,1961,2022,0.204335481824442
Chloris ambigua,Guangxi,105.2,24.97,248,2006,0.282050178679097
Chloris chloris,Xinjiang,82.27,43.33,3257,2000,0.0765733882289355
Chloris sinica,Hainan,109.7,19.9,13,2006,0.313334040645577
Fringilla coelebs,Gansu,98.17,39.07,2381,2024,0.289461468575776
Fringilla coelebs,Hubei,110.49,29.9,823,2025,0.26291878222585
Fringilla coelebs,Hunan,111.18,29.5,754,2023,0.0748457638867196
Fringilla coelebs,Jiangsu,120.24,31.51,1207,2024,0.295405655734173
Fringilla coelebs,Qinghai,102.23,37.16,2008,2017,0.106099386914225
Fringilla coelebs,Yunnan,98.74,25.27,275,2017,0.267338639702493
Fringilla montifringilla,Ningxia,106.63,38.55,2245,2011,0.122220112192165
Linaria cannabina,Inner Mongolia,105.88,38.98,2322,2023,0.286798089776927
Loxia curvirostra,Hubei,110.58,32.1,1189,2024,0.221462665228563
Mycerobas affinis,Shandong,119.22,37.27,2188,2009,0.396928800803369
Mycerobas affinis,Shaanxi,107.78,33.93,1496,2014,0.131322697665505
Mycerobas carnipes,Henan,110.38,34.38,1579,2021,0.151826885207697
Pyrrhula erythaca,Hunan,110.65,30.03,824,2011,0.137630848737192
Pyrrhula nipalensis,Henan,111.93,33.5,1426,2024,0.186848768343732
Pyrrhula nipalensis,Hunan,110.67,30.05,824,2011,0.136260484649926
Pyrrhula nipalensis,Shaanxi,109.51,31.95,1113,2010,0.278022364098678
Pyrrhula pyrrhula,Qinghai,90.86,38.26,2296,2025,0.144451393617939
Rhodospiza obsoleta,Shaanxi,109.74,38.25,2250,2010,0.197792319283728
Spinus spinus,Xinjiang,91.25,40.63,2670,2010,0.192374570806569
Cecropis daurica,Xinjiang,88.16,39.03,2510,2013,0.329244356422874
Cecropis striolata,Chongqing,108.79,30.69,892,2025,0.236373599529225
Delichon dasypus,Henan,111.88,33.48,1426,2018,0.230220581372998
Hirundo rustica,Hainan,112.34,16.84,2,2022,0.840658168646831
Hirundo smithii,Guangdong,110.34,20.83,18,2025,0.379434433264644
Ptyonoprogne rupestris,Hubei,113.69,29.4,759,2025,0.182695618888333
Ptyonoprogne rupestris,Jiangsu,120.48,31.3,1208,2024,0.0250411275403313
Riparia riparia,Hainan,110.01,19.97,16,2006,0.161194545291069
Lanius borealis,Tibet,97.84,29.67,799,2022,0.264898146007911
Lanius collurioides,Sichuan,101.53,26.65,362,2017,0.204212373475679
Lanius isabellinus,Zhejiang,121.54,28.34,774,2022,0.111988298202986
Lanius schach,Beijing,115.91,40.52,2711,2011,0.225411208776573
Lanius schach,Jiangxi,114.4,26.25,388,2009,0.19983818438875
Lanius schach,Tianjin,117,39.14,2485,2001,0.250977249898988
Lanius sphenocercus,Yunnan,103.22,24.6,203,2019,0.221837724976696
Lanius tephronotus,Hubei,110.13,31.45,1041,2013,0.239403227785525
Lanius tephronotus,Xinjiang,75.4,37.37,2564,2004,0.16371868682482
Cutia nipalensis,Hubei,110.28,31.3,1041,2001,0.0422649591633223
Garrulax canorus,Liaoning,121.63,38.87,2640,2003,0.813913998261136
Garrulax maesi,Guangdong,113.23,24.37,224,2008,0.136522605965778
Garrulax monileger,Hubei,110.48,31.32,1041,2016,0.158823323314744
Garrulax monileger,Jiangsu,118.84,32.07,1282,2009,0.201361163986887
Garrulax monileger,Shaanxi,108.71,32.67,1263,2020,0.080829083371731
Heterophasia desgodinsi,Hubei,110.13,30.45,895,2012,0.138986224959408
Heterophasia desgodinsi,Shaanxi,109.26,32.09,1187,2012,0.153480573614822
Ianthocincla lunulata,Ningxia,106.33,35.38,1723,2018,0.219639065906619
Pterorhinus berthemyi,Jiangsu,118.86,32.06,1282,2009,0.179584835153684
Pterorhinus gularis,Yunnan,101.51,22.48,44,2007,0.144972131088227
Pterorhinus lanceolatus,Henan,111.32,33.96,1502,2017,0.27267614473357
Pterorhinus pectoralis,Jiangsu,118.85,32.07,1282,2009,0.193686185579346
Pterorhinus sannio,Henan,115.27,31.72,1198,2017,0.174184380466824
Helopsaltes certhiola,Tibet,95.33,29.33,723,2024,0.252874904698087
Helopsaltes ochotensis,Anhui,117.27,31.84,1202,2013,0.172212991410611
Helopsaltes pleskei,Guangxi,106.77,22.09,45,2005,0.36628529437522
Helopsaltes pleskei,Shanghai,121.91,31.52,1287,2006,0.278710589461253
Helopsaltes pryeri,Shanghai,121.4,31.62,1287,2006,0.244282026839929
Locustella davidi,Guangxi,106.4,22.73,70,2024,0.549315551683527
Locustella davidi,Liaoning,121.63,38.87,2640,2003,0.813913998261136
Locustella mandelli,Guizhou,107.13,28.18,555,2010,0.134137624930464
Locustella mandelli,Hunan,110.63,30.02,824,2014,0.149157085284227
Hypothymis azurea,Jiangsu,120.85,33.07,1520,2020,0.0119108959836502
Anthus godlewskii,Shaanxi,107.98,33.53,1418,2007,0.261867623434489
Anthus gustavi,Anhui,117.26,31.66,1202,2024,0.0743536056671211
Anthus gustavi,Hubei,112.72,30.44,900,2015,0.241934989972433
Anthus gustavi,Xinjiang,93.48,41.22,2755,2010,0.0973749041591336
Anthus pratensis,Jiangsu,120.62,31.76,1285,2025,0.0355896104410344
Anthus richardi,Tibet,95.49,29.66,795,2017,0.0934509444584198
Anthus roseatus,Zhejiang,119.9,30.25,985,2021,0.252244270070004
Anthus trivialis,Jiangsu,120.96,32.76,1442,2024,0.245368682479495
Motacilla citreola,Hunan,111.35,28.7,621,2011,0.200180134055549
Calliope obscura,Hubei,110.36,31.46,1041,2021,0.158053878541583
Copsychus saularis,Guangxi,108.3,22.85,73,2006,0.0801250653830666
Cyornis glaucicomans,Henan,114.24,31.04,1048,2021,0.207887246467786
Cyornis glaucicomans,Jiangsu,120.24,31.51,1207,2024,0.295405655734173
Cyornis glaucicomans,Shanxi,111.9,35.38,1733,2020,0.239136698293614
Cyornis hainanus,Sichuan,104.87,28.99,673,2023,0.241648064116168
Cyornis poliogenys,Guangxi,106.86,22.73,70,2014,0.1643416284025
Cyornis rubeculoides,Hunan,110.67,30.07,824,2010,0.151747913051827
Enicurus leschenaulti,Inner Mongolia,108.85,38.2,2171,2015,0.278453205075407
Enicurus maculatus,Guizhou,105.93,28.33,553,2024,0.0951258991546035
Enicurus maculatus,Zhejiang,119.67,27.71,638,2018,0.210012556255017
Enicurus schistaceus,Anhui,118.2,29.87,910,2024,0.113347529320366
Erithacus rubecula,Xinjiang,88.21,39.33,2510,2010,0.217650445734125
Erithacus rubecula,Gansu,100.34,39.67,2457,2025,0.130384209377799
Erithacus rubecula,Jilin,125.36,43.88,3295,2023,0.233960354305067
Erithacus rubecula,Ningxia,106.93,38.87,2323,2022,0.192280829462893
Eumyias thalassinus,Gansu,105.38,32.87,1257,2020,0.191135656569389
Eumyias thalassinus,Hainan,109.68,18.86,6,2019,0.200596842629556
Eumyias thalassinus,Jiangsu,120.4,31.99,1285,2019,0.30802025525172
Eumyias thalassinus,Inner Mongolia,105.81,38.66,2243,2023,0.278403605424244
Eumyias thalassinus,Qinghai,102.68,35.81,1790,2019,0.0631472774423166
Eumyias thalassinus,Tianjin,117.47,38.71,2414,2018,0.177697132557808
Ficedula albicilla,Tibet,95.16,29.25,723,2017,0.0649969710661103
Ficedula elisae,Hunan,113,28.21,567,2021,0.283320895596461
Ficedula elisae,Jiangxi,114.16,26.57,429,2012,0.0825853193900109
Ficedula elisae,Shanghai,121.48,31.72,1287,2018,0.201745627797541
Ficedula erithacus,Guizhou,104.91,39.42,2393,2024,0.0840040196198984
Ficedula erithacus,Hebei,113.83,38.75,2335,2016,0.103939475547211
Ficedula hyperythra,Hunan,110.57,30.05,824,2022,0.216208513026744
Ficedula hyperythra,Shaanxi,107.98,33.53,1418,2007,0.261867623434489
Ficedula hyperythra,Chongqing,108.89,29.32,680,2009,0.317612235120028
Ficedula hypoleuca,Xinjiang,81.48,36.19,2201,2008,0.16837814353312
Ficedula mugimaki,Guizhou,106.68,26.54,372,2019,0.180828119388443
Ficedula narcissina,Anhui,117.19,31.85,1202,2017,0.221951406228947
Ficedula narcissina,Jiangxi,114.38,24.49,226,2011,0.188051030869631
Ficedula narcissina,Liaoning,124.15,39.87,2722,2022,0.0786764010545901
Ficedula owstoni,Jiangsu,120.87,32,1363,2024,0.270713621405942
Ficedula parva,Hebei,118.91,39.43,2561,2008,0.299234123697757
Ficedula parva,Hunan,112.17,29.37,756,2025,0.129062384496089
Ficedula parva,Shanghai,121.52,31.34,1210,2013,0.179790730008175
Ficedula parva,Hong Kong,114.26,22.17,115,2008,0.782657052275062
Ficedula ruficauda,Sichuan,104.09,30.63,883,2017,0.182790284965177
Ficedula strophiata,Beijing,116.4,39.95,2557,2017,0.177540873703763
Ficedula superciliaris,Hubei,110.45,31.72,1115,2020,0.104114958713497
Ficedula tricolor,Hunan,110.65,30.07,824,2014,0.164509177255325
Ficedula tricolor,Inner Mongolia,118.72,44.22,3236,2009,0.24901005304554
Ficedula tricolor,Qinghai,102.68,35.8,1790,2019,0.068200401472801
Heteroxenicus stellatus,Sichuan,101.99,29.57,736,2018,0.13460355569138
Larvivora akahige,Hubei,114.23,31.2,1048,2022,0.226924035117545
Larvivora akahige,Zhejiang,121.46,29.48,916,2010,0.26154583995665
Larvivora brunnea,Jiangsu,120.85,33.07,1520,2020,0.0119108959836502
Larvivora cyane,Hainan,110.31,20.03,16,2009,0.148457590843564
Larvivora cyane,Hunan,113.21,28.2,567,2007,0.190916338616293
Monticola gularis,Sichuan,104.76,32.58,1256,2013,0.292037299817287
Monticola rufiventris,Shaanxi,107.76,33.6,1418,2007,0.0313664285257388
Monticola solitarius,Qinghai,102.66,35.83,1790,2019,0.0769445325843924
Muscicapa dauurica,Xinjiang,89,45,3361,2011,0.179248984439246
Muscicapa ferruginea,Hunan,112.93,28.18,566,2024,0.276050067116803
Muscicapa ferruginea,Zhejiang,121.93,29.2,917,2013,0.246126978180852
Muscicapa muttui,Henan,111.84,34.26,1581,2020,0.226231330051837
Muscicapa muttui,Hunan,111.07,29.88,825,2015,0.217986289639691
Muscicapa muttui,Jiangsu,120.83,33.19,1520,2024,0.130090766455938
Muscicapa muttui,Shanghai,121.97,30.88,1210,2018,0.502762238914976
Myiomela leucura,Jiangxi,113.99,29.01,690,2018,0.2398218221795
Niltava davidi,Zhejiang,119.15,27.9,637,2018,0.219575986802584
Niltava grandis,Guangxi,106.35,24.52,210,2003,0.217773304361034
Niltava macgrigoriae,Shandong,122.43,36.88,2193,2023,0.20874789237899
Niltava sundara,Hunan,110.38,29.3,752,2015,0.284339085747323
Oenanthe deserti,Shanghai,121.75,31.38,1287,2018,0.246146448930914
Oenanthe deserti,Sichuan,100.78,30.17,805,2012,0.155755692329322
Oenanthe deserti,Zhejiang,120.89,27.86,704,2022,0.233534352061999
Oenanthe oenanthe,Jiangsu,120.83,31.79,1285,2024,0.246574252514407
Phoenicurus erythronotus,Gansu,98.53,39.75,2454,2020,0.0962634094761744
Phoenicurus frontalis,Jiangxi,115.56,29.02,762,2019,0.224865215371796
Phoenicurus frontalis,Shandong,117,35.8,1888,2017,0.166571198241762
Phoenicurus leucocephalus,Xinjiang,75.21,37.8,2642,2010,0.148380013737048
Phoenicurus ochruros,Hunan,110.44,29.1,683,2021,0.25786525074667
Phoenicurus ochruros,Jiangsu,121.04,32.56,1442,2025,0.290075786825874
Phoenicurus ochruros,Shanghai,121.97,30.88,1210,2013,0.502762238914976
Phoenicurus ochruros,Zhejiang,122.19,29.43,917,2020,0.477519849853988
Phoenicurus schisticeps,Shandong,117.12,36.25,1961,2010,0.219960853776933
Saxicola ferreus,Tianjin,117.63,39.07,2486,2019,0.295062154389936
Saxicola rubetra,Xinjiang,87.42,47.76,3573,2023,0.201369489954639
Tarsiger chrysaeus,Guizhou,106.57,26.29,372,2020,0.22174487386264
Tarsiger chrysaeus,Henan,113.9,35.32,1737,2023,0.225742789594541
Tarsiger chrysaeus,Hunan,110.56,29.34,753,2023,0.236220448517357
Tarsiger indicus,Shaanxi,107.83,33.67,1418,2018,0.112709533947117
Aethopyga christinae,Anhui,117.48,30,909,2018,0.181228340635917
Aethopyga christinae,Hubei,110.54,30.07,824,2004,0.252111862022084
Aethopyga gouldiae,Henan,111.32,33.96,1502,2017,0.27267614473357
Anthreptes malacensis,Yunnan,101.23,21.95,27,2010,0.0786003976563424
Oriolus oriolus,Qinghai,93.9,35.62,1847,2017,0.266740281280895
Panurus biarmicus,Henan,112.97,34.72,1660,2024,0.190253119223215
Panurus biarmicus,Shaanxi,109.89,39.07,2328,2020,0.285612776595736
Moupinia poecilotis,Tibet,98.43,28.37,596,2022,0.236149259895533
Paradoxornis guttaticollis,Hunan,110.77,29.97,824,2014,0.0233598051067387
Paradoxornis heudei,Anhui,117.17,33.17,1435,2010,0.210094735563618
Paradoxornis heudei,Henan,112.64,34.85,1660,2008,0.18400356002123
Paradoxornis heudei,Jilin,123.58,45.93,3456,2022,0.309582670769605
Paradoxornis heudei,Tianjin,117.61,39.29,2486,2002,0.208808895032306
Paradoxornis gularis,Shaanxi,109.5,31.89,1113,2011,0.24004807459981
Suthora alphonsiana,Guangxi,105.09,24.49,207,2006,0.240152982570644
Suthora conspicillata,Hunan,110.55,30.05,824,2011,0.23405546648364
Suthora przewalskii,Sichuan,104.76,32.58,1256,2007,0.292037299817287
Suthora webbiana,Qinghai,102.17,37.09,2008,2024,0.0782291778850355
Suthora fulvifrons,Hubei,110.19,31.45,1041,2017,0.194692646474095
Cephalopyrus flammiceps,Guangxi,106.72,22.8,70,2013,0.223201552008675
Cephalopyrus flammiceps,Hubei,110.45,31.52,1041,2019,0.248938471905927
Cyanistes cyanus,Jilin,125.35,43.83,3295,2023,0.194225118866999
Machlolophus xanthogenys,Tibet,85.97,27.98,705,2010,0.094225678215842
Melanochlora sultanea,Tibet,95.26,29.29,723,2019,0.172590079229784
Melanochlora sultanea,Zhejiang,119.15,27.9,637,2018,0.219575986802584
Pardaliparus venustulus,Jilin,123.57,45.93,3456,2012,0.317300551448881
Pardaliparus venustulus,Qinghai,102.67,35.8,1790,2014,0.0766906258733876
Parus major,Liaoning,120.54,41.61,2949,2025,0.266056922419956
Parus monticolus,Guangxi,106.09,23.36,98,2006,0.125318554067503
Pseudopodoces humilis,Inner Mongolia,100.85,39.21,2386,2023,0.122973025399574
Sittiparus varius,Shanghai,121.97,30.88,1210,2013,0.502762238914976
Sylviparus modestus,Gansu,104.63,32.95,1255,2025,0.26462094945572
Passerculus sandwichensis,Qinghai,100.25,34.45,1560,2021,0.244339640413176
Passer cinnamomeus,Beijing,115.48,39.77,2556,2004,0.243133317025522
Passer cinnamomeus,Inner Mongolia,118.47,41.41,2872,2017,0.0869759719673725
Passer domesticus,Hainan,112.34,16.84,2,2022,0.840658168646831
Passer domesticus,Hubei,111.26,30.69,969,2024,0.150886523928359
Passer domesticus,Jiangxi,116.08,29.06,763,2023,0.178466063253356
Passer domesticus,Shaanxi,108.76,34.35,1576,2009,0.163035937345209
Passer domesticus,Yunnan,100.98,22.79,62,2015,0.146315373799023
Passer domesticus,Zhejiang,120.72,27.73,639,2023,0.347287197997962
Passer hispaniolensis,Inner Mongolia,107.8,38.4,2247,2015,0.135004065727291
Passer hispaniolensis,Sichuan,102.98,30.9,953,2019,0.12656461088804
Napothera malacoptila,Yunnan,98.34,27.88,486,2000,0.218248800485829
Pellorneum albiventre,Guangdong,111.41,22.26,54,2025,0.163211536402106
Pellorneum tickelli,Guangxi,106.88,22.35,45,2006,0.0842074933936346
Phylloscopus affinis,Guangxi,110.42,25.86,339,2010,0.102861188316183
Phylloscopus affinis,Heilongjiang,125.25,49.09,3702,2011,0.271709235772348
Phylloscopus borealoides,Hunan,112.89,28.17,566,2025,0.236511186657666
Phylloscopus borealoides,Jiangsu,120.24,31.51,1207,2024,0.295405655734173
Phylloscopus borealoides,Zhejiang,122.07,30.57,1062,2006,0.746091085880075
Phylloscopus burkii,Tianjin,117.21,38.96,2414,2002,0.184673870599003
Phylloscopus cantator,Guangxi,105.79,23.02,98,2014,0.370806912726824
Phylloscopus cantator,Tibet,95.14,29.23,723,2017,0.0393394060787551
Phylloscopus castaniceps,Anhui,118.76,30.1,983,2017,0.100518570952239
Phylloscopus castaniceps,Heilongjiang,125.25,49.09,3702,2003,0.271709235772348
Phylloscopus castaniceps,Shanghai,121.15,31.08,1209,2013,0.197047642572255
Phylloscopus claudiae,Shanghai,121.97,30.91,1210,2018,0.486469314842594
Phylloscopus collybita,Anhui,117.24,32.8,1357,2020,0.329248656824403
Phylloscopus collybita,Guangxi,109.1,21.06,21,2025,0.423416191101252
Phylloscopus collybita,Henan,114.28,32.1,1196,2007,0.197600166299295
Phylloscopus collybita,Hubei,114.54,30.53,975,2010,0.0719130889595546
Phylloscopus collybita,Jiangsu,117.41,34.15,1668,2024,0.31170620830264
Phylloscopus collybita,Jiangxi,117.87,29.22,838,2025,0.2206482235561
Phylloscopus collybita,Inner Mongolia,105.67,38.83,2321,2023,0.154033792290566
Phylloscopus collybita,Sichuan,104.7,31.55,1030,2025,0.2723905698617
Phylloscopus coronatus,Xinjiang,88.16,39.05,2510,2013,0.316596545629452
Phylloscopus emeiensis,Hunan,110.75,30.05,824,2019,0.102095830152231
Phylloscopus humei,Tianjin,117.15,39.08,2486,2025,0.310373291131493
Phylloscopus intermedius,Guangxi,106.42,23.13,99,2008,0.213557316629516
