species,province,longitude,latitude,grid_id,pub_year,dist_to_grid
Phylloscopus intermedius,Hainan,110.34,20.07,16,2019,0.184030360786625
Phylloscopus intermedius,Henan,114.24,31.04,1048,2022,0.207887246467786
Phylloscopus intermedius,Hunan,110.57,30.05,824,2022,0.216208513026744
Phylloscopus intermedius,Shanghai,121.97,30.91,1210,2018,0.486469314842594
Phylloscopus maculipennis,Hunan,112.93,28.18,566,2025,0.276050067116803
Phylloscopus magnirostris,Hunan,110.65,30.05,824,2014,0.150342143002792
Phylloscopus ogilviegranti,Shaanxi,107.78,34.06,1496,2012,0.0329087183918219
Phylloscopus omeiensis,Hunan,110.6,30.05,824,2023,0.190242899149416
Phylloscopus pulcher,Hunan,112.92,28.17,566,2022,0.262467112255074
Phylloscopus ricketti,Anhui,117.29,30.01,908,2017,0.238587215418925
Phylloscopus ricketti,Henan,112.61,34.9,1660,2016,0.239989836687694
Phylloscopus ricketti,Jiangxi,117.73,27.85,634,2010,0.210071037395644
Phylloscopus sibilatrix,Gansu,100.41,39.31,2385,2025,0.140617370160258
Phylloscopus soror,Beijing,115.43,40,2556,2013,0.314955157167343
Phylloscopus soror,Hunan,110.6,30.05,824,2023,0.190242899149416
Phylloscopus soror,Jiangsu,120.86,33.07,1520,2021,0.0196606311453491
Phylloscopus soror,Shanghai,121.97,30.88,1210,2013,0.502762238914976
Phylloscopus subaffinis,Inner Mongolia,105.66,38.83,2321,2023,0.148284959479821
Phylloscopus tenellipes,Henan,114.25,31.97,1196,2011,0.116078041527874
Phylloscopus tephrocephalus,Anhui,117.27,31.84,1202,2024,0.172212991410611
Phylloscopus tephrocephalus,Gansu,105.41,33.14,1335,2016,0.140376636905322
Phylloscopus tephrocephalus,Guizhou,107.17,28.22,555,2012,0.13855007991837
Phylloscopus tephrocephalus,Hunan,113.63,25.9,345,2016,0.215458366376674
Phylloscopus tephrocephalus,Tianjin,118,39.24,2560,2023,0.40672575921316
Phylloscopus valentini,Jiangsu,121.45,33.12,1520,2025,0.610138026367429
Phylloscopus yunnanensis,Jiangxi,114.16,26.57,429,2012,0.0825853193900109
Pitta brachyura,Sichuan,102.76,30.05,809,2025,0.133821878795596
Pitta moluccensis,Hainan,110.31,20.03,16,2017,0.148457590843564
Pitta nympha,Hubei,110.9,30.85,968,2011,0.078641146712866
Pitta nympha,Jilin,126.07,44.07,3339,2020,0.134290309097402
Pitta sordida,Sichuan,102.98,31.5,1027,2007,0.153697153946132
Pnoepyga immaculata,Tibet,85.97,27.98,705,2010,0.094225678215842
Prunella collaris,Hunan,110.78,30.1,824,2022,0.152712382282491
Prunella himalayana,Shandong,117.12,36.25,1961,2010,0.219960853776933
Prunella immaculata,Shaanxi,107.77,33.92,1496,2007,0.139043903210902
Prunella montanella,Jiangsu,121.04,32.56,1442,2025,0.290075786825874
Prunella montanella,Xinjiang,87.54,44.18,3265,2008,0.30962171607772
Prunella strophiata,Guizhou,107.13,28.18,555,2010,0.134137624930464
Prunella strophiata,Henan,111.32,33.96,1502,2017,0.27267614473357
Hemixos castanonotus,Anhui,117.45,30,909,2010,0.201140595224802
Hemixos castanonotus,Shandong,119.39,35.68,1892,2023,0.357882990185268
Hypsipetes leucocephalus,Gansu,105.75,32.99,1335,2021,0.299350970790293
Ixos mcclellandii,Gansu,105.57,32.94,1257,2016,0.186871112693377
Ixos mcclellandii,Ningxia,106.33,35.37,1723,2024,0.221273371279458
Pycnonotus aurigaster,Hainan,110.33,20,16,2006,0.170161104079263
Pycnonotus blanfordi,Yunnan,101.58,21.32,20,2023,0.172714280191777
Pycnonotus goiavier,Yunnan,101.27,21.93,27,2020,0.111627087191621
Pycnonotus jocosus,Hainan,110.33,20,16,2011,0.170161104079263
Pycnonotus jocosus,Henan,113.7,34.71,1662,2013,0.194660538820386
Pycnonotus jocosus,Sichuan,104.67,30.63,884,2018,0.22692110910403
Pycnonotus sinensis,Beijing,116.62,40.36,2634,2003,0.278521904868594
Pycnonotus sinensis,Jilin,125.41,43.81,3295,2020,0.237120504281247
Pycnonotus sinensis,Liaoning,121.59,38.92,2640,2006,0.767146204356666
Pycnonotus sinensis,Inner Mongolia,121.95,45.15,3372,2024,0.26502376332946
Pycnonotus sinensis,Ningxia,106.73,38.75,2323,2011,0.194502823241365
Pycnonotus sinensis,Qinghai,101.75,36.63,1934,2006,0.191288872395257
Pycnonotus xanthorrhous,Ningxia,106.39,35.41,1723,2019,0.277438114098913
Pycnonotus xanthorrhous,Shanghai,121.96,30.88,1210,2018,0.494537574074706
Spizixos semitorques,Beijing,116.33,39.94,2557,2022,0.139486310630259
Spizixos semitorques,Hebei,114.01,37.14,2104,2020,0.244874192498691
Spizixos semitorques,Shandong,119.55,35.5,1966,2017,0.421558696977666
Regulus regulus,Anhui,117.19,31.88,1202,2011,0.24577758027439
Regulus regulus,Hunan,112.97,28.19,567,2023,0.2924820362245
Remiz consobrinus,Guangxi,108.32,22.58,48,2015,0.196702360445675
Remiz consobrinus,Guizhou,106.66,26.73,414,2024,0.266166226937427
Remiz consobrinus,Shaanxi,109.44,34.8,1654,2015,0.0945114394645815
Remiz consobrinus,Sichuan,105.29,28.96,610,2021,0.30275090734908
Remiz coronatus,Gansu,103.45,38.97,2317,2022,0.221924053336294
Remiz coronatus,Inner Mongolia,101.65,39.21,2387,2022,0.245149818017804
Remiz pendulinus,Xinjiang,82.88,44.79,3392,2024,0.278959772905326
Abroscopus albogularis,Hebei,118.28,39.26,2560,2024,0.437722988272141
Abroscopus albogularis,Jiangsu,118.55,32.06,1281,2019,0.101720664183015
Abroscopus albogularis,Ningxia,106.18,35.67,1796,2024,0.193402048131825
Abroscopus albogularis,Shanghai,121.97,30.88,1210,2018,0.502762238914976
Abroscopus albogularis,Tibet,95.39,29.41,724,2017,0.27114814931497
Cettia brunnifrons,Shaanxi,107.8,33.99,1496,2018,0.0854248814126039
Cettia castaneocoronata,Hubei,110.29,31.46,1041,2021,0.156602960441101
Hemitesia pallidipes,Hunan,111.48,24.84,261,2024,0.138926329966427
Phyllergates cucullatus,Guizhou,104.91,25.09,248,2025,0.108672680452474
Urosphena squameiceps,Anhui,118.5,31.69,1204,2017,0.16535118594885
Sitta cinnamoventris,Tibet,95.4,29.41,724,2017,0.262758537933882
Sitta formosa,Tibet,95.36,29.33,724,2019,0.267056948472646
Sitta villosa,Heilongjiang,126.66,45.74,3491,2006,0.195463927370726
Sitta villosa,Shandong,117.87,38.26,2342,2024,0.073530529130686
Acridotheres cristatellus,Jilin,125.55,43.8,3296,2023,0.30848500373237
Acridotheres tristis,Guizhou,106.52,26.68,372,2018,0.179295012341485
Acridotheres tristis,Jiangxi,115.35,26.3,432,2022,0.282433395197032
Acridotheres tristis,Shandong,121.01,121.01,3791,2025,67.7158007237205
Acridotheres tristis,Chongqing,106.53,29.45,745,2010,0.186542634334282
Agropsar philippensis,Shandong,122.59,37.19,2270,2025,0.311858698282514
Agropsar sturninus,Tibet,94.81,29.96,866,2023,0.239099217718141
Gracupica nigricollis,Hainan,110.59,19.97,17,2006,0.0502867259218301
Gracupica nigricollis,Shandong,122.69,37.4,2270,2022,0.369345076964402
Gracupica nigricollis,Chongqing,106.5,29.51,745,2006,0.137474853152004
Pastor roseus,Jiangxi,114.78,24.94,268,2025,0.250741328694755
Spodiopsar cineraceus,Tibet,91.56,29.84,859,2018,0.22907506674663
Spodiopsar sericeus,Gansu,105.49,33,1335,2015,0.205570195379742
Spodiopsar sericeus,Jilin,123.79,44.23,3336,2025,0.307190410794881
Spodiopsar sericeus,Liaoning,124.15,39.97,2722,2014,0.173146871386298
Spodiopsar sericeus,Ningxia,105.05,37.47,2088,2024,0.168408704257498
Spodiopsar sericeus,Tianjin,117.31,39.08,2486,2001,0.202025582932358
Sturnia pagodarum,Xinjiang,75.45,37.15,2487,2023,0.258190438521325
Sturnia sinensis,Jiangsu,119.78,33.86,1596,2019,0.234807262745816
Sturnus vulgaris,Heilongjiang,124.22,47.2,3554,2008,0.150781951301142
Sturnus vulgaris,Inner Mongolia,121.5,51.33,3755,2014,0.335066276870529
Sturnus vulgaris,Shaanxi,109.54,34.81,1654,2013,0.124530359905217
Sturnus vulgaris,Tianjin,117.2,39.09,2486,2002,0.264576293389535
Curruca communis,Tibet,89.01,27.32,581,2025,0.333324864387072
Curruca crassirostris,Tibet,81.21,30.21,1211,2016,0.190829897367101
Curruca curruca,Guizhou,105.29,27.29,454,2024,0.241895912824914
Curruca curruca,Hainan,110.33,20.07,16,2022,0.174355758734358
Sylvia atricapilla,Xinjiang,76,39.47,2888,2013,0.251656811355826
Cyanoderma pyrrhops,Tibet,85.98,28,705,2010,0.0886535023869677
Cyanoderma rufifrons,Guangxi,106.85,22.34,45,2006,0.109257039432295
Mixornis gularis,Guangxi,106.96,22.47,45,2005,0.0610733482762912
Pomatorhinus schisticeps,Tibet,95.35,29.33,723,2016,0.271075540962715
Stachyris humei,Tibet,95.47,29.6,795,2015,0.147595393110713
Timalia pileata,Jiangxi,114.38,24.49,226,2011,0.188051030869631
Geokichla citrina,Jiangxi,117.66,27.84,634,2018,0.261218138948332
Geokichla citrina,Chongqing,109,30.67,893,2009,0.298042826948474
Geokichla wardii,Tibet,85.37,28.28,775,2024,0.138974536351879
Grandala coelicolor,Chongqing,107.57,29.27,678,2009,0.10223895281752
Otocichla mupinensis,Anhui,116.85,32.35,1278,2014,0.176453965716636
Otocichla mupinensis,Guangxi,104.96,24.61,207,2006,0.104573920656375
Otocichla mupinensis,Jiangsu,119.33,32.09,1283,2021,0.288564208996725
Otocichla mupinensis,Jiangxi,114.57,28.57,628,2015,0.316391928590816
Otocichla mupinensis,Liaoning,123.9,39.82,2722,2022,0.212950604685494
Otocichla mupinensis,Shanghai,121.65,31.2,1210,2018,0.101840685554743
Turdus boulboul,Anhui,115.68,31.27,1125,2023,0.121977123096617
Turdus boulboul,Fujian,117.78,27.86,634,2020,0.179064680372702
Turdus boulboul,Henan,111.92,33.5,1426,2020,0.196320418281673
Turdus boulboul,Hunan,110.65,28.8,620,2010,0.189463592051613
Turdus boulboul,Jiangxi,114.04,26.3,387,2018,0.156625660181494
Turdus boulboul,Ningxia,106.35,35.27,1723,2019,0.276161562641027
Turdus boulboul,Qinghai,102.68,35.81,1790,2025,0.0631472774423166
Turdus boulboul,Shaanxi,107.98,33.53,1418,2007,0.261867623434489
Turdus boulboul,Tibet,91.96,27.99,584,2020,0.186987377278731
Turdus boulboul,Zhejiang,119.72,30.25,985,2022,0.196805632062777
Turdus cardis,Beijing,116.33,40,2557,2014,0.198432094506997
Turdus cardis,Shaanxi,109.05,34.32,1576,2019,0.234504998514552
Turdus feae,Anhui,117.27,31.83,1202,2024,0.162918948144207
Turdus feae,Guizhou,107.15,28.2,555,2016,0.133396077654809
Turdus feae,Sichuan,104.07,30.64,883,2012,0.172452206823067
Turdus mandarinus,Beijing,116.3,40,2557,2011,0.195993262495306
Turdus mandarinus,Ningxia,106.22,37.35,2015,2021,0.188216360435177
Turdus naumanni,Heilongjiang,129.16,46.08,3562,2025,0.235747894905828
Turdus pilaris,Heilongjiang,125.14,51.14,3761,2012,0.269913902395064
Turdus pilaris,Shaanxi,108.75,34.14,1498,2023,0.14937868790961
Turdus rubrocanus,Henan,114.25,31.94,1196,2020,0.1191104335635
Turdus rubrocanus,Jiangxi,115.28,29.01,762,2018,0.205525385284001
Turdus rubrocanus,Inner Mongolia,103.7,38.3,2240,2023,0.241288075327395
Turdus rubrocanus,Shanxi,111.92,37.65,2100,2018,0.207280050626279
Turdus ruficollis,Jiangsu,119.49,31.55,1206,2021,0.116877242218822
Turdus viscivorus,Gansu,98.53,39.75,2454,2019,0.0962634094761744
Turdus viscivorus,Inner Mongolia,101.07,42.13,2849,2023,0.276235277401381
Zoothera dixoni,Hubei,109.71,29.99,822,2020,0.0066432896215871
Zoothera dixoni,Hunan,110.1,29.78,823,2016,0.237082817746996
Zoothera mollissima,Hunan,110.74,29.87,824,2014,0.0812212640281153
Zoothera mollissima,Shaanxi,107.89,34.1,1496,2007,0.149073274941023
Zoothera monticola,Tibet,91.96,27.99,584,2020,0.186987377278731
Zoothera monticola,Yunnan,97.83,24.02,154,2007,0.193594026246688
Turdus migratorius,Heilongjiang,126.56,45.75,3491,2024,0.101557995701568
Tephrodornis virgatus,Zhejiang,119.87,27.75,638,2020,0.0292782867638442
Erpornis zantholeuca,Tibet,95.34,29.3,723,2019,0.251003295445872
Pteruthius rufiventer,Tibet,95.26,29.29,723,2019,0.172590079229784
Pteruthius xanthochlorus,Anhui,118.53,29.57,911,2016,0.196878367444692
Pteruthius xanthochlorus,Guizhou,106.19,28.34,553,2018,0.174195907406355
Pteruthius xanthochlorus,Hunan,110.68,29.98,824,2014,0.0868171440401019
Parayuhina diademata,Tibet,98.47,28.84,660,2014,0.273907521688578
Staphida castaniceps,Henan,114.25,32.04,1196,2025,0.137149613638627
Staphida torqueola,Gansu,105.47,32.88,1257,2022,0.138918226926355
Yuhina nigrimenta,Gansu,105.38,32.88,1257,2017,0.197230450731784
Yuhina nigrimenta,Shaanxi,107.25,32.55,1260,2007,0.208834851315804
Zosterops erythropleurus,Qinghai,102.67,35.8,1790,2019,0.0766906258733876
Zosterops japonicus,Hubei,113.33,33.57,1428,2024,0.240249328527728
Ardea intermedia,Jilin,125.37,43.96,3338,2023,0.200449174527659
Ardea intermedia,Liaoning,124.19,39.97,2722,2006,0.18604131960224
Ardeola bacchus,Xinjiang,83.67,39.17,2579,2001,0.163350075873618
Ardeola grayii,Guangdong,110.89,21.73,36,2025,0.180119238346627
Ardeola grayii,Yunnan,102.65,25.01,243,2016,0.184551160839966
Ardeola speciosa,Guangxi,110.22,22.67,77,2025,0.131265273373713
Bubulcus ibis,Heilongjiang,125.13,46.81,3555,2010,0.334321811611343
Bubulcus ibis,Shanxi,111.43,36.06,1878,2017,0.227571927600366
Bubulcus ibis,Tianjin,117.4,39.24,2486,2002,0.0194079324684573
Egretta eulophotes,Tianjin,117.81,39.26,2486,2006,0.406509629096122
Egretta garzetta,Tibet,97.82,30.17,871,2015,0.244039315579634
Egretta picata,Jiangsu,121.45,32.27,1364,2025,0.292580500009919
Gorsachius goisagi,Hainan,110.76,19.6,15,2025,0.166908612151502
Gorsachius melanolophus,Jiangsu,119.37,34.75,1747,2019,0.1973781947229
Gorsachius melanolophus,Shandong,118.45,36.68,2037,2019,0.315349904416511
Oroanassa magnifica,Guangdong,114.15,24.9,266,2000,0.27080950526173
Oroanassa magnifica,Guizhou,108.28,26.43,376,2008,0.238308479008861
Oroanassa magnifica,Hunan,113.64,28.16,568,2006,0.201457976710037
Oroanassa magnifica,Shaanxi,108.35,33,1340,2022,0.180740314257698
Oroanassa magnifica,Sichuan,105.76,32.66,1257,2016,0.245893034424659
Oroanassa magnifica,Yunnan,101.55,24.03,160,2006,0.172309708194461
Ixobrychus cinnamomeus,Qinghai,101.89,36.56,1935,2019,0.29271359155256
Ixobrychus eurhythmus,Shaanxi,108.73,34.42,1576,2015,0.148782215823444
Ixobrychus minutus,Gansu,98.55,39.73,2454,2020,0.099344502441881
Nycticorax nycticorax,Tibet,91.09,29.28,786,2014,0.184597201032707
Mycteria leucocephala,Guizhou,106.71,26.6,372,2009,0.228957674801393
Pelecanus crispus,Guizhou,104.25,29.32,672,2024,0.25401864169468
Pelecanus onocrotalus,Anhui,117.46,33.77,1592,2013,0.239207686325172
Pelecanus onocrotalus,Anhui,117.4,30.48,980,2010,0.292088859610662
Pelecanus onocrotalus,Jiangsu,120.16,33.35,1519,2017,0.263608146823957
Pelecanus onocrotalus,Liaoning,122.87,41.7,3019,2024,0.124965294281543
Pelecanus onocrotalus,Shandong,119.05,35.43,1892,2021,0.0888615081860797
Pelecanus onocrotalus,Sichuan,106.09,30.82,959,2004,0.160577155300904
Nipponia nippon,Gansu,106.37,34.32,1571,2024,0.339345265694848
Platalea minor,Anhui,116.91,30.51,980,2017,0.274144262285363
Plegadis falcinellus,Hainan,109.32,19.75,12,2022,0.183366104669228
Plegadis falcinellus,Henan,114.33,31.95,1196,2015,0.196762220827063
Plegadis falcinellus,Hubei,114.15,30.75,974,2018,0.196349059269798
Plegadis falcinellus,Jiangsu,120.78,32.98,1520,2021,0.10210711341289
Plegadis falcinellus,Jiangxi,116.31,28.76,695,2017,0.139038482704074
Plegadis falcinellus,Tianjin,117.33,38.76,2414,2017,0.0600237324349067
Plegadis falcinellus,Tibet,89.07,31.01,1075,2019,0.217197799440437
Plegadis falcinellus,Yunnan,102.5,24.34,162,2013,0.116727133334077
Phoenicopterus roseus,Anhui,117.02,30.33,980,2024,0.118696809010013
Phoenicopterus roseus,Beijing,116.63,39.71,2558,2016,0.262056209575539
Phoenicopterus roseus,Liaoning,121.27,40.27,2640,2022,0.710745797798895
Phoenicopterus roseus,Inner Mongolia,101.29,42.3,2930,2017,0.150678999773546
Phoenicopterus roseus,Ningxia,106.26,36.1,1869,2016,0.237728798541361
Phoenicopterus roseus,Qinghai,97.42,36.67,1927,2014,0.222386228801109
Phoenicopterus roseus,Shandong,118.52,35.42,1891,2016,0.157479601237784
Phoenicopterus roseus,Shaanxi,109.01,34.38,1576,2010,0.166597612752491
Phoenicopterus roseus,Shanghai,121.86,31.6,1287,2019,0.216393262572912
Phoenicopterus roseus,Sichuan,30.98,30.98,2959,2018,43.6299433707506
Phoenicopterus roseus,Tianjin,117.33,38.76,2414,2017,0.0600237324349067
Phoenicopterus roseus,Xinjiang,87.93,43.98,3266,2000,0.159882977166183
Phoenicopterus roseus,Yunnan,103.27,26.7,366,2021,0.289982012899036
Indicator xanthonotus,Sichuan,103.02,29.17,669,2022,0.106319043494117
Psilopogon faber,Zhejiang,119.47,26.28,440,2018,0.294067988385702
Psilopogon faiostrictus,Guangxi,106.85,22.34,45,2008,0.109257039432295
Psilopogon faiostrictus,Yunnan,103.69,22.94,67,2016,0.158749089149066
Psilopogon virens,Gansu,105.51,32.97,1257,2017,0.214684804211223
Dendrocopos hyperythrus,Qinghai,101.03,32.68,1249,2015,0.168774827682295
Picumnus innominatus,Guangxi,106.42,23.13,99,2006,0.213557316629516
Picumnus innominatus,Shandong,117.07,33.93,1591,2017,0.0569071128118912
Picus chlorolophus,Tibet,95.28,27.27,535,2019,0.782804839575019
Sasia ochracea,Guangdong,111.58,23.45,144,2014,0.280982834544753
Sasia ochracea,Hunan,109.83,26.07,338,2018,0.208710960576744
Podiceps auritus,Gansu,100.44,38.97,2312,2021,0.17371218327004
Podiceps auritus,Shaanxi,109.03,32.71,1263,2017,0.244711638132105
Podiceps grisegena,Gansu,101.1,38.86,2313,2008,0.218809064329115
Podiceps nigricollis,Shaanxi,106.9,32.95,1260,2007,0.335337501018401
Podiceps nigricollis,Tibet,97.8,29.3,728,2014,0.156599943231746
Phoebastria immutabilis,Fujian,119.3,26.1,439,2005,0.228734746955344
Oceanites oceanicus,Zhejiang,120.15,30.25,1060,2022,0.260095271928753
Ardenna pacifica,Shanghai,121.32,31.35,1210,2013,0.299838424694178
Ardenna pacifica,Zhejiang,119.12,28.05,636,2019,0.299532218858597
Ardenna tenuirostris,Fujian,120.26,26.72,528,2024,0.569410140590341
Ardenna tenuirostris,Hebei,118.75,39.17,2561,2014,0.423494195005855
Bulweria bulwerii,Yunnan,103.23,22.9,66,2006,0.174781703174059
Calonectris leucomelas,Anhui,117.2,31.89,1202,2012,0.248565991268776
Calonectris leucomelas,Tianjin,117.42,38.79,2414,2019,0.0944391156608715
Syrrhaptes paradoxus,Guangxi,107.13,22.2,45,2006,0.307896559416444
Asio flammeus,Guangxi,107.08,22.14,45,2005,0.326751044704719
Athene noctua,Yunnan,99.26,28.35,540,2002,0.20303779533986
Athene noctua,Zhejiang,119.69,30.63,1059,2023,0.186797452100865
Bubo nipalensis,Guangxi,106.88,22.35,45,2014,0.0842074933936346
Bubo nipalensis,Chongqing,107.33,28.83,614,2019,0.267935251693133
Glaucidium cuculoides,Beijing,116.37,39.91,2557,2008,0.127591461824393
Ketupa flavipes,Shanxi,111.86,35.59,1806,2024,0.143703405532122
Ninox japonica,Hunan,111.63,29.53,755,2023,0.16358185418316
Otus lettia,Gansu,105.16,32.64,1256,2024,0.205480176852806
Otus semitorques,Henan,114.25,31.95,1196,2012,0.117258549783966
Otus semitorques,Inner Mongolia,110.82,40.85,2703,2022,0.282303541925837
Otus semitorques,Zhejiang,119.12,30.3,984,2015,0.207414366905308
Otus spilocephalus,Anhui,118.15,30.09,982,2023,0.154612033860805
Otus spilocephalus,Jiangxi,114.38,24.49,226,2011,0.188051030869631
Tyto alba,Guangxi,109.51,18.25,3,2004,0.1056574462666
Tyto alba,Hainan,109.57,18.29,3,2019,0.0925567556694899
Tyto alba,Tibet,95.46,29.49,795,2021,0.244807104436991
Tyto longimembris,Hebei,117.5,38.15,2341,2005,0.33435254440962
Anhinga melanogaster,Yunnan,97.84,24,154,2024,0.203092223708337
Fregata andrewsi,Fujian,119.23,25.89,439,2006,0.236932212740204
Fregata andrewsi,Liaoning,121.68,38.87,2640,2021,0.812955551485398
Fregata ariel,Beijing,116.3,40.13,2634,2011,0.132080307524402
Fregata ariel,Jiangxi,116.61,27.67,574,2012,0.154505742451642
Fregata ariel,Liaoning,119.76,41.1,2874,2021,0.246559774042003
Fregata ariel,Shaanxi,107.88,33.36,1339,2017,0.24946845979127
Urile pelagicus,Jiangsu,121.54,31.77,1287,2024,0.197409384720644
Sula dactylatra,Guangdong,116.53,22.16,153,2025,1.11036743304781
Sula dactylatra,Zhejiang,122.29,30.25,989,2021,0.677121296035059
Sula granti,Taiwan,124.8,26.44,774,2025,3.82226576022052
Sula sula,Fujian,116.09,37.45,2183,2001,0.195624835717792
Sula sula,Hebei,118.55,24.78,315,2018,0.175432454161617
Sula sula,Jiangsu,121.11,32.02,1364,2024,0.131668499104704
Sula sula,Zhejiang,121.63,29.97,989,2017,0.267623532029359
Harpactes wardi,Tibet,89.01,27.31,581,2020,0.342903209079575
