species,province,longitude,latitude,discovery_year,centroid_lon,centroid_lat,delta_lon,delta_lat,bearing,direction_8,dist_to_centroid_km,dist_to_edge_km,outside_range
Alcedo hercules,Fujian,117.3,26.51,2006,92.382915387529,29.8534304410039,24.917084612471,-3.34343044100393,92.5602996057566,East,2465.39380611307,873.780436922135,TRUE
Alcippe morrisonia,Henan,111.82,33.25,2015,105.089424246549,29.8151539095426,6.73057575345084,3.43484609045741,57.3597972321313,Northeast,743.238164980202,58.7429943120532,TRUE
Amaurornis cinerea,Yunnan,100.19,26.6,2016,105.605050998318,28.2827921990085,-5.41505099831787,-1.68279219900846,251.964277696975,West,566.117591301667,105.614108276309,TRUE
Amaurornis phoenicurus,Heilongjiang,123.37,45.8,2008,105.826167403891,32.2407841721546,17.5438325961091,13.5592158278455,39.8537409876353,Northeast,2128.65426646412,0,FALSE
Amaurornis phoenicurus,Inner Mongolia,105.81,38.66,2018,105.826167403891,32.2407841721546,-0.0161674038908757,6.41921582784545,359.887081224543,North,713.785731444179,3.90490545161438,TRUE
Amaurornis phoenicurus,Jilin,123.42,46.39,2000,105.826167403891,32.2407841721546,17.5938325961091,14.1492158278455,38.547403346432,Northeast,2173.42001093384,15.8127553451801,TRUE
Amaurornis phoenicurus,Qinghai,101.07,32.68,2013,105.826167403891,32.2407841721546,-4.75616740389089,0.439215827845452,277.519257616458,West,448.85928090366,0,FALSE
Anas carolinensis,Shandong,119.43,35.37,2023,,,,,,,,,
Anastomus oscitans,Hebei,114.16,38.24,2021,106.317834091094,30.5457559056026,7.84216590890588,7.6942440943974,37.9085363112819,Northeast,1116.97344485884,0,FALSE
Anastomus oscitans,Hunan,113.24,28.23,2025,106.317834091094,30.5457559056026,6.92216590890588,-2.3157559056026,109.279303906159,East,718.221471617057,59.7809710266148,TRUE
Anastomus oscitans,Qinghai,96.57,32.58,2023,106.317834091094,30.5457559056026,-9.74783409109412,2.0342440943974,286.285299830539,West,950.461920685182,78.713959515231,TRUE
Anastomus oscitans,Shaanxi,107.53,33.23,2020,106.317834091094,30.5457559056026,1.21216590890589,2.6842440943974,20.6607154445459,North,319.654974484122,0,FALSE
Anastomus oscitans,Sichuan,103.09,28.41,2017,106.317834091094,30.5457559056026,-3.22783409109411,-2.1357559056026,233.566312767752,Southwest,392.427184933551,0,FALSE
Anhinga melanogaster,Yunnan,97.84,24,2021,,,,,,,,,
Anous stolidus,Anhui,118.73,30.6,2023,116.817470268908,26.4221061308868,1.91252973109206,4.17789386911325,21.4622603298032,North,500.707591588196,33.4454307884333,TRUE
Anous stolidus,Jiangsu,120.62,31.76,2019,116.817470268908,26.4221061308868,3.80252973109207,5.33789386911325,30.9953039325195,Northeast,699.008184437999,0,FALSE
Anser albifrons,Gansu,105.76,33,2019,114.537796467178,32.9120371169596,-8.77779646717831,0.0879628830403831,273.073732801223,West,818.810087112649,337.84013659254,TRUE
Anser anser,Hainan,110.58,19.9,2007,,,,,,,,,
Anser caerulescens,Guizhou,104.22,26.86,2023,116.815221581547,34.6660395614672,-12.5952215815467,-7.80603956146715,237.567981511076,Southwest,1481.7419461736,451.226541751615,TRUE
Anser caerulescens,Jilin,122.07,44.9,2001,116.815221581547,34.6660395614672,5.25477841845328,10.2339604385329,19.8845141028405,North,1222.64965709706,0,FALSE
Anser caerulescens,Liaoning,122.27,40.7,2018,116.815221581547,34.6660395614672,5.45477841845329,6.03396043853286,33.9441431538901,Northeast,824.578261567171,0,FALSE
Anser caerulescens,Shandong,118.98,37.77,1997,116.815221581547,34.6660395614672,2.1647784184533,3.10396043853286,28.7309928032026,Northeast,395.996304973886,0,FALSE
Anser erythropus,Yunnan,100.08,26.73,2004,113.47382777924,27.6208006930459,-13.3938277792396,-0.890800693045883,268.813669727555,West,1327.96627788522,860.635786126819,TRUE
Anser fabalis,Tibet,95.83,29.27,2016,91.2366525867244,38.9305563963654,4.59334741327555,-9.6605563963654,157.183135081077,Southeast,1154.01592385199,263.767847499584,TRUE
Anser indicus,Chongqing,106.43,29.84,2006,94.397547678229,35.6578125382228,12.032452321771,-5.8178125382228,116.525165485641,Southeast,1296.51172622101,35.797526959367,TRUE
Anser indicus,Henan,111.13,34.77,2019,94.397547678229,35.6578125382228,16.732452321771,-0.887812538222796,88.8420207662145,East,1521.45228483614,69.7862195738017,TRUE
Anthreptes malacensis,Yunnan,101.23,21.95,2009,,,,,,,,,
Anthropoides virgo,Anhui,117.27,31.67,2020,99.0985049469097,36.9716555277682,18.1714950530903,-5.30165552776818,104.141053460713,East,1766.38823719978,128.189497084461,TRUE
Anthropoides virgo,Beijing,116.38,40,2009,99.0985049469097,36.9716555277682,17.2814950530903,3.02834447223182,72.0712233461633,East,1538.73700028355,0,FALSE
Anthropoides virgo,Tianjin,117.41,39.3,1999,99.0985049469097,36.9716555277682,18.3114950530903,2.32834447223181,75.2097099715763,East,1619.42831443064,0,FALSE
Anthus godlewskii,Shaanxi,107.98,33.53,2005,94.3693968510723,36.5832290176491,13.6106031489277,-3.05322901764908,101.332153654674,East,1283.26726069728,123.3096267751,TRUE
Anthus gustavi,Anhui,117.26,31.66,2020,123.469870990261,41.6826198388699,-6.20987099026088,-10.0226198388699,208.339410287733,Southwest,1243.61285116214,315.053561343523,TRUE
Anthus gustavi,Hubei,112.72,30.44,2014,123.469870990261,41.6826198388699,-10.7498709902609,-11.2426198388699,221.013858468164,Southwest,1577.27348416716,518.064785755743,TRUE
Anthus gustavi,Xinjiang,93.48,41.22,2010,123.469870990261,41.6826198388699,-29.9898709902609,-0.46261983886987,278.902981666524,West,2487.26624407276,1929.14771779083,TRUE
Anthus pratensis,Jiangsu,120.62,31.76,2021,,,,,,,,,
Anthus richardi,Tibet,95.49,29.66,2016,,,,,,,,,
Anthus roseatus,Zhejiang,119.9,30.25,2020,100.61455651776,32.9390507489254,19.2854434822401,-2.68905074892537,94.1213978496795,East,1848.19107297139,187.996899963797,TRUE
Anthus trivialis,Jiangsu,120.96,32.76,2023,121.469264939024,31.2045240127431,-0.509264939024448,1.55547598725693,344.614048117916,North,179.505735699234,105.310666188934,TRUE
Aquila fasciata,Liaoning,121.14,38.73,2019,117.683248517012,35.9766250134939,3.45675148298768,2.75337498650607,43.904265135876,Northeast,432.470553286563,174.754281203547,TRUE
Aquila fasciata,Shaanxi,110.01,32.85,2020,117.683248517012,35.9766250134939,-7.67324851701231,-3.12662501349393,245.92271569354,Southwest,784.73448189018,518.655702940327,TRUE
Aquila heliaca,Hunan,110.87,29.98,2023,102.441079849356,35.3614976980126,8.42892015064385,-5.38149769801261,124.838273466029,Southeast,989.543000876831,11.0612323019512,TRUE
Aquila heliaca,Ningxia,106.51,38.55,2019,102.441079849356,35.3614976980126,4.06892015064385,3.18850230198739,44.3520597485808,Northeast,506.26872085495,122.610075153244,TRUE
Ardea intermedia,Jilin,125.37,43.96,2020,104.527936174004,31.2038213408215,20.8420638259957,12.7561786591785,46.2459553213051,Northeast,2309.17077956334,579.495563448272,TRUE
Ardea intermedia,Liaoning,124.19,39.97,2005,104.527936174004,31.2038213408215,19.6620638259957,8.76617865917855,55.7532479596285,Northeast,2021.17414046954,316.134930203167,TRUE
Ardenna pacifica,Shanghai,121.32,31.35,2012,117.039887277328,24.3121966114169,4.28011272267223,7.03780338858312,27.2967241603278,Northeast,888.325099927151,0,FALSE
Ardenna pacifica,Zhejiang,119.12,28.05,2018,117.039887277328,24.3121966114169,2.08011272267224,3.73780338858312,26.0854725493122,Northeast,464.543890568639,32.9555256859488,TRUE
Ardenna tenuirostris,Fujian,120.26,26.72,2024,117.055982326721,32.3979808311756,3.20401767327924,-5.67798083117559,153.049498954072,Southeast,703.204807157031,53.3421096511715,TRUE
Ardenna tenuirostris,Hebei,118.75,39.17,2013,117.055982326721,32.3979808311756,1.69401767327923,6.77201916882441,10.9823131681028,North,768.316582634767,0,FALSE
Ardeola bacchus,Xinjiang,83.67,39.17,2001,108.160557518131,32.3432660681124,-24.4905575181312,6.82673393188761,295.918402424371,Northwest,2327.98390760732,554.779221520605,TRUE
Ardeola grayii,Guangdong,110.89,21.73,2022,89.0332506591,35.6257723765613,21.8567493409,-13.8957723765613,120.197770336521,Southeast,2622.69370121728,532.219651697576,TRUE
Ardeola grayii,Yunnan,102.65,25.01,2015,89.0332506591,35.6257723765613,13.6167493409,-10.6157723765613,128.446896786978,Southeast,1757.77191998402,0,FALSE
Ardeola speciosa,Guangxi,110.22,22.67,2025,119.741378045336,28.9323700346686,-9.52137804533622,-6.26237003466857,236.005715269895,Southwest,1179.62584626543,951.186122684172,TRUE
Arenaria interpres,Xinjiang,83.82,42.89,1999,,,,,,,,,
Arenaria interpres,Yunnan,103.38,23.42,2013,,,,,,,,,
Artamus fuscus,Guizhou,108.02,25.23,2014,98.4901426874439,28.7422463651889,9.52985731255608,-3.51224636518892,110.252184541374,East,1021.41523785479,0,FALSE
Artamus fuscus,Hunan,111.56,25.57,2022,98.4901426874439,28.7422463651889,13.0698573125561,-3.17224636518892,102.199111287881,East,1339.49506073791,23.0248621259904,TRUE
Artamus fuscus,Jiangxi,114.78,24.94,2020,98.4901426874439,28.7422463651889,16.2898573125561,-3.80224636518891,100.863150308285,East,1668.9943968944,0,FALSE
Asarcornis scutulata,Yunnan,97.57,24.72,2019,,,,,,,,,
Asio flammeus,Guangxi,107.08,22.14,2004,,,,,,,,,
Athene noctua,Yunnan,99.26,28.35,2000,96.4114364812737,31.7768251851671,2.84856351872628,-3.42682518516713,143.544161228047,Southeast,469.357672387865,0,FALSE
Athene noctua,Zhejiang,119.69,30.63,2022,96.4114364812737,31.7768251851671,23.2785635187263,-1.14682518516713,87.159394767784,East,2213.45843329077,21.6257052289774,TRUE
Aviceda jerdoni,Guangdong,111.44,21.83,2014,106.1040322922,27.6172083049529,5.33596770779974,-5.78720830495294,138.903111548344,Southeast,839.120855301037,84.8324937755329,TRUE
Aviceda jerdoni,Hunan,110.88,29.98,2017,106.1040322922,27.6172083049529,4.77596770779974,2.36279169504706,59.4179348109688,Northeast,534.339557281654,0,FALSE
Aviceda leuphotes,Gansu,105.63,33.55,2018,104.027534446149,30.9305874200139,1.60246555385055,2.61941257998608,26.9349464697262,Northeast,327.934192318706,0,FALSE
Aviceda leuphotes,Jiangsu,119.07,32.25,2008,104.027534446149,30.9305874200139,15.0424655538505,1.31941257998609,80.1979207465382,East,1431.13034284821,0,FALSE
Aviceda leuphotes,Ningxia,106.31,35.35,2002,104.027534446149,30.9305874200139,2.28246555385056,4.41941257998609,22.7697139389585,Northeast,535.349829416803,4.41138753770257,TRUE
Aviceda leuphotes,Shanxi,111.38,35.01,2018,104.027534446149,30.9305874200139,7.35246555385055,4.07941257998608,54.5595445570075,Northeast,821.929536052329,20.178653346313,TRUE
Aythya collaris,Shandong,120.08,36.25,2014,,,,,,,,,
Aythya fuligula,Hainan,109.17,18.75,2005,,,,,,,,,
Aythya nyroca,Fujian,119.52,25.96,2004,97.2093699310782,34.5047130288728,22.3106300689218,-8.54471302887281,107.931756374148,East,2337.70077313391,152.191302653403,TRUE
Aythya nyroca,Jilin,123.88,46.01,2010,97.2093699310782,34.5047130288728,26.6706300689218,11.5052869711272,52.2571744688405,Northeast,2581.76245956813,889.469664936171,TRUE
Bombycilla japonica,Gansu,104.16,35.94,2019,106.499792166522,34.0068903314021,-2.33979216652206,1.93310966859791,315.901139949542,Northwest,302.723945063316,101.019178754391,TRUE
Bombycilla japonica,Ningxia,106.27,38.48,2019,106.499792166522,34.0068903314021,-0.22979216652206,4.47310966859791,357.694849446079,North,497.813263557981,130.73424190577,TRUE
Bombycilla japonica,Qinghai,101.75,36.66,2014,106.499792166522,34.0068903314021,-4.74979216652206,2.65310966859791,305.755915457203,Northwest,522.072771877921,0,FALSE
Brachyramphus perdix,Jiangsu,119.62,34.87,2016,123.952123127554,42.0389438747044,-4.33212312755349,-7.16894387470435,206.69961839392,Southwest,881.581572744774,28.6939106792148,TRUE
Branta bernicla,Anhui,117.09,30.75,2017,117.560868831817,35.7662163816721,-0.470868831817015,-5.01621638167209,184.618883452748,South,559.490998757609,176.308806846016,TRUE
Branta bernicla,Henan,112.66,34.84,2018,117.560868831817,35.7662163816721,-4.90086883181702,-0.926216381672084,258.386077313321,West,456.451894335923,193.409589947898,TRUE
Branta canadensis,Heilongjiang,124.39,47.03,2023,118.977476315303,33.0438160070797,5.41252368469668,13.9861839929203,14.7998800441997,North,1620.98356971283,398.824267580703,TRUE
Branta canadensis,Liaoning,123.8,39.83,2020,118.977476315303,33.0438160070797,4.82252368469668,6.78618399292034,28.3511481064535,Northeast,868.854434130824,0,FALSE
Branta canadensis,Tianjin,117.43,39.26,2014,118.977476315303,33.0438160070797,-1.54747631530331,6.21618399292034,349.085440388373,North,704.998816433286,0,FALSE
Branta canadensis,Zhejiang,120.71,30.2,2016,118.977476315303,33.0438160070797,1.73252368469667,-2.84381600707966,152.122470564927,Southeast,356.21913725136,0,FALSE
Branta hutchinsii,Hebei,118.33,39.24,2025,115.537759942068,32.8639495037472,2.79224005793165,6.3760504962528,18.6866734110486,North,751.995566279877,403.310965559777,TRUE
Branta hutchinsii,Hubei,114.15,30.75,2015,115.537759942068,32.8639495037472,-1.38775994206834,-2.11394950374721,209.525215303922,Southwest,269.158546964136,0,FALSE
Branta leucopsis,Jilin,122.3,45,2018,112.895345772038,32.3492506899504,9.40465422796223,12.6507493100496,27.2762686830415,Northeast,1623.83165288353,1127.28911040396,TRUE
Branta ruficollis,Hebei,115.61,37.67,2020,100.512634529996,36.2876300674896,15.0973654700039,1.38236993251041,78.9412713286404,East,1348.37573611375,49.7835073957166,TRUE
Branta ruficollis,Henan,112.78,35,2008,100.512634529996,36.2876300674896,12.2673654700039,-1.28763006748959,93.7480522505924,East,1116.95211416681,0,FALSE
Branta ruficollis,Sichuan,104.22,31.01,2011,100.512634529996,36.2876300674896,3.70736547000385,-5.27763006748959,148.636218672729,Southeast,679.666294841977,0,FALSE
Branta ruficollis,Xinjiang,83.57,45.95,2021,100.512634529996,36.2876300674896,-16.9426345299962,9.66236993251042,312.5059545421,Northwest,1773.85354695575,0,FALSE
Bubo nipalensis,Chongqing,107.33,28.83,2018,104.277702413699,26.9303333479648,3.05229758630149,1.89966665203523,54.1443753011261,Northeast,366.882393200416,0.314199557207168,TRUE
Bubo nipalensis,Guangxi,106.88,22.35,2013,104.277702413699,26.9303333479648,2.60229758630149,-4.58033334796476,152.134368321296,Southeast,573.158580252976,0,FALSE
Bubulcus ibis,Heilongjiang,125.13,46.81,2007,116.40866614672,40.1838492440431,8.72133385328004,6.62615075595691,40.7366779322156,Northeast,1017.47484397049,919.130865837951,TRUE
Bubulcus ibis,Shanxi,111.43,36.06,2015,116.40866614672,40.1838492440431,-4.97866614671995,-4.12384924404309,225.086828519964,Southwest,632.191946745707,532.17279157148,TRUE
Bubulcus ibis,Tianjin,117.4,39.24,2002,116.40866614672,40.1838492440431,0.991333853280054,-0.943849244043093,140.745170582488,Southeast,134.925038843248,64.3628717662657,TRUE
Bucanetes mongolicus,Heilongjiang,128.27,46.43,2002,95.3846302246352,38.9822432071572,32.8853697753649,7.44775679284282,61.9857805825224,Northeast,2788.8690813449,0,FALSE
Bucanetes mongolicus,Sichuan,102.75,30.06,2014,95.3846302246352,38.9822432071572,7.36536977536484,-8.92224320715718,143.619465536465,Southeast,1198.82344486902,327.739100184345,TRUE
Bucanetes mongolicus,Tibet,79.71,31.71,2012,95.3846302246352,38.9822432071572,-15.6746302246352,-7.27224320715718,245.1015181923,Southwest,1632.16875654739,0,FALSE
Bulweria bulwerii,Yunnan,103.23,22.9,2005,116.234114055663,24.9332720410979,-13.0041140556626,-2.03327204109791,262.981216387407,West,1340.45893369261,691.028428704847,TRUE
Burhinus indicus,Tibet,95.3,29.33,2024,,,,,,,,,
Butastur indicus,Anhui,116.82,31.47,2013,95.6898827433522,34.3143379249755,21.1301172566478,-2.84433792497548,93.2194548088298,East,1994.3652346733,93.0655626028809,TRUE
Butastur indicus,Gansu,105.5,32.98,2022,95.6898827433522,34.3143379249755,9.81011725664776,-1.33433792497548,96.5344934740427,East,919.740050310331,0,FALSE
Cacomantis merulinus,Shaanxi,107.5,33.65,2015,101.594915832523,28.9746442087247,5.90508416747652,4.67535579127529,45.6742472008558,Northeast,764.540813202747,113.375031786071,TRUE
Calandrella brachydactyla,Hunan,113.25,28.23,2023,97.2004706568679,37.4459716841954,16.0495293431321,-9.21597168419538,119.7600986225,Southeast,1811.97266182947,392.06763235483,TRUE
Calidris acuminata,Shaanxi,109.39,34.79,2015,100.62165161429,39.9613362534928,8.76834838571031,-5.17133625349278,123.851048052534,Southeast,964.064379637442,93.266672812934,TRUE
Calidris acuminata,Xinjiang,84.92,44.48,2009,100.62165161429,39.9613362534928,-15.7016516142897,4.51866374650722,296.407742636787,Northwest,1384.38071936738,0,FALSE
Calidris alba,Yunnan,102.71,24.93,2016,120.973371588975,23.7519935426755,-18.2633715889751,1.17800645732452,277.80576937274,West,1853.51390111632,1712.3989327145,TRUE
Calidris alpina,Chongqing,106.5,29.78,2009,97.1696001845122,37.5115360188936,9.33039981548781,-7.73153601889355,132.187773497624,Southeast,1217.33851952533,35.9646391261163,TRUE
Calidris alpina,Shaanxi,109.03,32.71,2016,97.1696001845122,37.5115360188936,11.8603998154878,-4.80153601889355,112.820108508305,Southeast,1202.453830706,0,FALSE
Calidris alpina,Tibet,91.16,29.9,2019,97.1696001845122,37.5115360188936,-6.0096001845122,-7.61153601889355,215.013195570112,Southwest,1012.03424946674,667.224158189362,TRUE
Calidris alpina,Yunnan,102.83,24.82,2010,97.1696001845122,37.5115360188936,5.66039981548781,-12.6915360188936,157.582505764164,South,1509.6622984558,155.232222724808,TRUE
Calidris bairdii,Zhejiang,120.64,27.54,2022,,,,,,,,,
Calidris canutus,Jilin,123.91,45.79,2009,,,,,,,,,
Calidris falcinellus,Jilin,122.58,45.82,2010,100.792831423459,40.3985147029781,21.7871685765413,5.42148529702186,63.8954706216864,Northeast,1861.54188775673,66.1356480335842,TRUE
Calidris falcinellus,Shaanxi,109.4,34.8,2019,100.792831423459,40.3985147029781,8.60716857654131,-5.59851470297814,126.688684800667,Southeast,980.236184502414,415.672107736938,TRUE
Calidris melanotos,Hainan,110.58,19.9,2013,100.792474092392,35.9961455100276,9.78752590760783,-16.0961455100276,149.299810835697,Southeast,2028.77904500587,0,FALSE
Calidris melanotos,Hunan,112.82,28.5,2022,100.792474092392,35.9961455100276,12.0275259076078,-7.49614551002755,123.042967751684,Southeast,1403.14435704522,106.119398793216,TRUE
Calidris melanotos,Liaoning,121.61,40.86,2010,100.792474092392,35.9961455100276,20.8175259076078,4.86385448997245,67.0517422559237,Northeast,1887.09244535122,0,FALSE
Calidris melanotos,Tianjin,117.68,39.11,2006,100.792474092392,35.9961455100276,16.8875259076078,3.11385448997245,71.8282412669455,East,1525.98430035158,0,FALSE
Calidris melanotos,Yunnan,102.77,24.89,2015,100.792474092392,35.9961455100276,1.97752590760783,-11.1061455100276,170.755015242428,South,1249.32078847307,0,FALSE
Calidris melanotos,Zhejiang,121.28,28.15,2021,100.792474092392,35.9961455100276,20.4875259076078,-7.84614551002755,108.579857453914,East,2112.73035184341,0,FALSE
Calidris minuta,Hainan,108.7,18.52,2019,101.044331360854,35.8314808839813,7.65566863914604,-17.3114808839813,156.650645574225,Southeast,2066.61651739771,0,FALSE
Calidris minuta,Hubei,114.1,30.45,2019,101.044331360854,35.8314808839813,13.055668639146,-5.38148088398128,112.519499765544,Southeast,1353.2537991396,0,FALSE
Calidris minuta,Hunan,112.91,27.77,2022,101.044331360854,35.8314808839813,11.865668639146,-8.06148088398128,125.373328714597,Southeast,1433.59898477988,165.265724592829,TRUE
