species,province,longitude,latitude,discovery_year,centroid_lon,centroid_lat,delta_lon,delta_lat,bearing,direction_8,dist_to_centroid_km,dist_to_edge_km,outside_range
Abroscopus albogularis,Hebei,118.28,39.26,2024,103.691990288287,30.6484070804526,14.5880097117134,8.61159291954739,50.2036919776882,Northeast,1634.97261088972,125.948834753018,TRUE
Abroscopus albogularis,Jiangsu,118.55,32.06,2017,103.691990288287,30.6484070804526,14.8580097117134,1.4115929195474,79.8056525549063,East,1418.42946377454,0,FALSE
Abroscopus albogularis,Ningxia,106.18,35.67,2021,103.691990288287,30.6484070804526,2.48800971171345,5.0215929195474,21.8561273144243,North,604.435288416233,20.3142774960826,TRUE
Abroscopus albogularis,Shanghai,121.97,30.88,2013,103.691990288287,30.6484070804526,18.2780097117134,0.231592919547392,84.4582578745041,East,1744.65485682078,0.622228554735413,TRUE
Abroscopus albogularis,Tibet,95.39,29.41,2016,103.691990288287,30.6484070804526,-8.30199028828656,-1.23840708045261,262.32122118085,West,810.799403656571,0,FALSE
Acanthis flammea,Qinghai,101.32,34.15,2014,86.5807966956308,40.7282787191326,14.7392033043692,-6.57827871913256,114.688769749489,Southeast,1489.91454322728,408.356354463202,TRUE
Acanthis flammea,Qinghai,101.63,36.9,2013,86.5807966956308,40.7282787191326,15.0492033043692,-3.82827871913256,103.244575809013,East,1369.52576974736,238.814584723438,TRUE
Accipiter badius,Hunan,111.63,25.19,2024,95.4954667438299,34.9109515670697,16.1345332561701,-9.72095156706971,120.555208126903,Southeast,1887.94255289138,22.3230295026541,TRUE
Accipiter gularis,Xinjiang,88.36,36.47,2012,,,,,,,,,
Accipiter soloensis,Gansu,116.22,33.7,2012,110.617564154199,30.082204069779,5.60243584580054,3.61779593022097,51.290029456566,Northeast,664.328129470207,0,FALSE
Accipiter soloensis,Heilongjiang,125.25,49.09,2018,110.617564154199,30.082204069779,14.6324358458005,19.007795930221,26.1904997773088,Northeast,2447.79569378204,924.108580925601,TRUE
Accipiter soloensis,Inner Mongolia,105.66,38.11,2020,110.617564154199,30.082204069779,-4.95756415419946,8.02779593022096,334.275218090954,Northwest,1002.17759088493,153.775284352718,TRUE
Accipiter trivirgatus,Anhui,117.82,30.23,2007,103.059862866445,30.1183148055148,14.7601371335553,0.11168519448518,85.7764580242068,East,1417.92329102084,0,FALSE
Accipiter trivirgatus,Beijing,116.17,39.99,2013,103.059862866445,30.1183148055148,13.1101371335553,9.87168519448518,43.7615012455943,Northeast,1618.08397514091,0,FALSE
Accipiter trivirgatus,Gansu,105.4,32.6,2020,103.059862866445,30.1183148055148,2.3401371335553,2.48168519448518,38.2385699860823,Northeast,354.264872981721,0,FALSE
Accipiter trivirgatus,Henan,114.25,31.95,2008,103.059862866445,30.1183148055148,11.1901371335553,1.83168519448518,76.3273815464838,East,1084.92253127462,0,FALSE
Accipiter trivirgatus,Liaoning,121.14,38.73,2017,103.059862866445,30.1183148055148,18.0801371335553,8.61168519448518,55.0725964334575,Northeast,1909.77057323829,356.535301545034,TRUE
Accipiter trivirgatus,Shaanxi,107.67,33.55,1997,103.059862866445,30.1183148055148,4.6101371335553,3.43168519448518,47.5787301676263,Northeast,578.903840812726,0,FALSE
Accipiter virgatus,Anhui,117.12,31.77,2012,110.358343106803,17.7878288549739,6.76165689319717,13.9821711450261,22.3527483888331,North,1696.86070597469,1417.20741810378,TRUE
Acridotheres cristatellus,Jilin,125.55,43.8,2017,,,,,,,,,
Acridotheres tristis,Chongqing,106.53,29.45,2010,96.7400555089436,35.4436219726596,9.7899444910564,-5.99362197265959,123.246860773358,Southeast,1133.92864712939,0,FALSE
Acridotheres tristis,Guizhou,106.52,26.68,2017,96.7400555089436,35.4436219726596,9.7799444910564,-8.76362197265959,133.657595398115,Southeast,1346.57807035228,124.420897584063,TRUE
Acridotheres tristis,Jiangxi,115.35,26.3,2019,96.7400555089436,35.4436219726596,18.6099444910564,-9.14362197265958,114.723201734876,Southeast,2041.35893281616,91.4365766858577,TRUE
Acridotheres tristis,Shandong,121.01,121.01,2022,96.7400555089436,35.4436219726596,24.2699444910564,85.5663780273404,347.692386773465,North,9277.10787269522,,
Acrocephalus agricola,Inner Mongolia,101.12,42.06,2020,,,,,,,,,
Acrocephalus bistrigiceps,Guizhou,108.81,26.39,2015,112.796047529775,30.2106506331141,-3.98604752977505,-3.82065063311412,223.532796372003,Southwest,576.769562988698,69.6347006683849,TRUE
Acrocephalus bistrigiceps,Tibet,95.33,29.33,2023,112.796047529775,30.2106506331141,-17.4660475297751,-0.880650633114122,271.063100298631,West,1687.00942645744,1035.19608974195,TRUE
Acrocephalus concinens,Shanghai,121.4,31.62,2005,109.280331710268,29.6475395271511,12.1196682897323,1.97246047284895,76.232069239379,East,1179.46196783702,7.52508530478906,TRUE
Acrocephalus dumetorum,Sichuan,104.06,30.68,2017,89.0612412638023,39.3636588975095,14.9987587361977,-8.68365889750955,120.745793934283,Southeast,1668.95074234093,350.452645175848,TRUE
Acrocephalus orientalis,Tibet,95.33,29.33,2023,85.9447572596377,40.7887555254391,9.38524274036229,-11.4587555254391,143.343949684435,Southeast,1531.86709100767,855.98066336871,TRUE
Acrocephalus tangorum,Hubei,114.41,30.44,2020,120.007279583341,38.5927433611734,-5.59727958334057,-8.15274336117345,211.127562652139,Southwest,1040.99499239568,398.667587966715,TRUE
Acrocephalus tangorum,Zhejiang,119.75,30.24,2023,120.007279583341,38.5927433611734,-0.257279583340562,-8.35274336117345,181.529766134914,South,929.081199793685,86.9281621270885,TRUE
Aegithalos bonvaloti,Shaanxi,107.75,34.16,2006,95.4040876249329,30.0984353311246,12.3459123750671,4.0615646688754,65.5548842799109,Northeast,1246.10964778734,175.252854267389,TRUE
Aegithalos caudatus,Shandong,117.87,38.26,2023,99.358292154929,43.6063635988447,18.511707845071,-5.3463635988447,104.64668160433,East,1660.38693007059,2.79470544730181,TRUE
Aegithalos caudatus,Tianjin,117.59,39.3,2016,99.358292154929,43.6063635988447,18.231707845071,-4.3063635988447,101.281606675951,East,1589.26772414184,18.7102858489055,TRUE
Aegithalos concinnus,Gansu,107.67,35.73,2017,108.857998071773,37.4238939912452,-1.18799807177258,-1.69389399124525,209.744749161392,Southwest,216.166589729675,0,FALSE
Aegithalos concinnus,Hebei,115.66,37.74,2022,108.857998071773,37.4238939912452,6.80200192822741,0.316106008754758,84.5720644602812,East,600.288951911493,132.381594649947,TRUE
Aegithalos fuliginosus,Hunan,110.6,30.05,2012,104.747564674528,33.742918161213,5.85243532547223,-3.692918161213,125.044279703362,Southeast,688.166075147956,1.06098434085696,TRUE
Aegithalos fuliginosus,Shanxi,111.75,35.27,2016,104.747564674528,33.742918161213,7.00243532547223,1.527081838787,73.2098962523378,East,663.563718145097,109.242794403972,TRUE
Aethopyga christinae,Anhui,117.48,30,2017,108.618115371316,27.552267698526,8.86188462868354,2.447732301474,70.4063228298566,East,905.266986979493,17.775278813134,TRUE
Aethopyga christinae,Hubei,110.54,30.07,2003,108.618115371316,27.552267698526,1.92188462868354,2.517732301474,33.3178755605767,Northeast,336.790941367955,1.02738814471473,TRUE
Aethopyga gouldiae,Henan,111.32,33.96,2016,105.089424246549,29.8151539095426,6.23057575345084,4.14484609045741,50.3075571827029,Northeast,747.018829533648,84.9579907030192,TRUE
Agropsar philippensis,Shandong,122.59,37.19,2021,,,,,,,,,
Agropsar sturninus,Tibet,94.81,29.96,2020,,,,,,,,,
Aix galericulata,Tibet,91.18,29.65,2021,90.9801283319071,35.1756468078951,0.199871668092953,-5.52564680789505,178.196628835812,South,614.709800161718,0,FALSE
Aix galericulata,Xinjiang,82.94,37.26,2015,90.9801283319071,35.1756468078951,-8.04012833190706,2.08435319210495,290.16381317296,West,757.302754485762,0,FALSE
Alauda gulgula,Inner Mongolia,38.99,38.99,2020,,,,,,,,,
Alaudala cheleensis,Fujian,117.2,23.66,2019,93.0366064257266,36.1098689988502,24.1633935742734,-12.4498689988502,114.17303905722,Southeast,2698.22465802485,233.038253590657,TRUE
Alaudala heinei,Yunnan,99.22,25.11,2020,,,,,,,,,
