species,bio1_native,bio12_native
Ciconia nigra,1.22396555328392,29.0930752907752
Circaetus gallicus,1.50830659045659,14.9946744860826
Clamator jacobinus,0.490944611675026,23.6359580434454
Dendrocygna javanica,0.664758202567562,103.814458549238
Grus monacha,1.03169811917739,60.9805477423824
Gyps tenuirostris,0.55956777091729,-75.9923129818053
Hypsipetes leucocephalus,0.911297235288739,1.2764881812127
Melanitta fusca,0.531998897353383,29.6181741367162
Mycerobas carnipes,1.01399084074698,3.47040894727576
Phasianus colchicus,1.34694347322961,27.0671312380434
Sula dactylatra,0.381517682917131,5.61001534311367
Syrmaticus reevesii,1.01935528619157,220.148736640083
Tragopan temminckii,1.01520103300669,62.5385917733349
Turdus ruficollis,1.33788757511202,46.9943521790464
Carpodacus vinaceus,0.862051742814964,-22.5214658316521
Coracias garrulus,1.66252888604526,-12.5493236981623
Curruca curruca,1.80603701717583,17.9940456260167
Hirundo rustica,1.46575407109058,1.75776988976247
Iduna caligata,1.37368497734124,4.21083323319891
Indicator xanthonotus,0.581290469808772,-29.0834382837011
Lanius borealis,1.39988103097528,47.648167848262
Lanius isabellinus,1.11289206863703,-15.4255023877781
Moupinia poecilotis,0.781066349342945,-18.5023863694655
Phylloscopus pulcher,0.708216697955627,-7.40472007489132
Prinia flaviventris,0.616626333208963,146.823114913392
Prunella collaris,1.22486072243163,4.12477347438454
Rallus aquaticus,1.75324407049414,8.95161391586652
Remiz coronatus,1.58126381842314,3.58310443854225
Staphida torqueola,0.769966856610868,-26.5977298057965
Syrmaticus humiae,0.564565432525029,-23.6776004947278
Temnurus temnurus,0.293501949218474,83.9150780012954
Tragopan caboti,0.899581740294053,36.3577484897812
Acridotheres cristatellus,1.28502539622834,16.1499950255568
Acrocephalus agricola,2.24565052573472,5.09589739063483
Agropsar sturninus,1.35308191709383,21.7948767354617
Alauda gulgula,1.09307724691753,29.9414213583279
Circus macrourus,2.19732557974892,35.0333602173413
Clanga clanga,1.92293257350679,34.7285820171671
Cyanistes cyanus,1.85696106920423,22.634388913925
Cyornis hainanus,1.07702645110376,16.8869620883543
Emberiza hortulana,1.97806707137126,47.4856126114212
Grus nigricollis,0.931344605441235,2.83034270746643
Ibidorhyncha struthersii,1.36150674567799,-3.03994342342736
Linaria cannabina,1.98326520712306,45.5635756952308
Merops philippinus,0.763592606571873,33.4606480796113
Niltava macgrigoriae,1.11366973242565,-35.6676678115591
Ninox japonica,1.41206768504805,37.4919880556764
Pericrocotus cantonensis,1.28710948118075,26.5034266725211
