species,province,longitude,latitude,grid_id,pub_year,dist_to_grid
Grus monacha,Ningxia,105.91,37.76,531,2021,0.533646123286412
Grus nigricollis,Inner Mongolia,110.34,40.49,647,2023,0.270171190117443
Anthropoides virgo,Anhui,117.27,31.67,314,2021,0.308801234724943
Anthropoides virgo,Beijing,116.38,40,652,2009,0.346656278955975
Anthropoides virgo,Tianjin,117.41,39.3,616,2002,0.408113097502443
Leucogeranus leucogeranus,Shaanxi,102.72,36.59,490,2022,0.448724176377547
Leucogeranus leucogeranus,Yunnan,103.3,26.69,86,2013,0.422392279588306
Amaurornis phoenicurus,Heilongjiang,123.37,45.8,855,2010,0.257206095955134
Amaurornis phoenicurus,Jilin,123.42,46.39,871,2002,0.264576995851163
Amaurornis phoenicurus,Inner Mongolia,105.81,38.66,569,2023,0.531390309133194
Amaurornis phoenicurus,Qinghai,101.07,32.68,299,2015,0.249872923944808
Coturnicops exquisitus,Yunnan,100.35,25.3,63,2004,0.0811201378165368
Crex crex,Yunnan,100.33,24.9,63,2012,0.38876282912194
Gallicrex cinerea,Gansu,108.53,36.08,459,2020,0.144942127567346
Amaurornis cinerea,Yunnan,100.19,26.6,83,2017,0.417379425768861
Porphyrio porphyrio,Yunnan,102.78,24.92,66,2013,0.653500712785839
Rallina eurizonoides,Jiangxi,113,25,76,2009,0.198021527390329
Rallina eurizonoides,Shandong,117.05,36.22,502,2022,0.442228293116191
Rallina fasciata,Guangdong,114.67,22.4,39,2001,0.766642394854457
Rallina fasciata,Yunnan,101.28,21.88,7,2025,0.22360184696043
Rallus aquaticus,Anhui,117.35,31.2,278,2022,0.410901892956031
Rallus aquaticus,Inner Mongolia,105.67,38.83,569,2023,0.398209836385903
Rallus aquaticus,Ningxia,106.27,38.2,531,2023,0.396158326431469
Zapornia bicolor,Hunan,112.89,24.92,76,2025,0.332197315691615
Tetrax tetrax,Shaanxi,108.65,34.26,384,2025,0.0668219726162826
Acrocephalus agricola,Inner Mongolia,101.12,42.06,719,2023,0.523395800526271
Acrocephalus bistrigiceps,Guizhou,108.81,26.39,92,2017,0.487022929790161
Acrocephalus bistrigiceps,Tibet,95.33,29.33,185,2024,0.5214818818023
Acrocephalus concinens,Shanghai,121.4,31.62,318,2006,0.210390877731996
Acrocephalus dumetorum,Sichuan,104.06,30.68,230,2017,0.157447140881906
Acrocephalus orientalis,Tibet,95.33,29.33,185,2024,0.5214818818023
Acrocephalus tangorum,Hubei,114.41,30.44,240,2020,0.35195977086042
Acrocephalus tangorum,Zhejiang,119.75,30.24,245,2024,0.487282610118922
Iduna caligata,Zhejiang,121.53,28.62,210,2022,0.720228652834608
Aegithalos bonvaloti,Shaanxi,107.75,34.16,383,2007,0.298509222750422
Aegithalos caudatus,Shandong,117.87,38.26,580,2024,0.28331903082989
Aegithalos caudatus,Tianjin,117.59,39.3,616,2020,0.565249992555474
Aegithalos concinnus,Gansu,107.67,35.73,458,2020,0.351260934682742
Aegithalos concinnus,Hebei,115.66,37.74,539,2023,0.330217610031507
Aegithalos fuliginosus,Hunan,110.6,30.05,200,2010,0.332079572550728
Aegithalos fuliginosus,Shanxi,111.75,35.27,425,2016,0.346462832245061
Leptopoecile elegans,Yunnan,98.82,28.4,155,2011,0.474923846266595
Alauda gulgula,Inner Mongolia,38.99,38.99,735,2023,35.0157294677749
Alaudala cheleensis,Fujian,117.2,23.66,60,2024,0.252152373382824
Alaudala heinei,Yunnan,99.22,25.11,62,2025,0.139510259356028
Calandrella brachydactyla,Hunan,113.25,28.23,140,2024,0.497580271551351
Eremophila alpestris,Shandong,117.96,38.2,580,2025,0.176274103889652
Galerida cristata,Heilongjiang,124.65,47.02,888,2010,0.584251778429081
Alcippe morrisonia,Henan,111.82,33.25,348,2016,0.0177597855336111
Artamus fuscus,Guizhou,108.02,25.23,71,2015,0.231639313436615
Artamus fuscus,Hunan,111.56,25.57,74,2025,0.507355631554704
Artamus fuscus,Jiangxi,114.78,24.94,78,2021,0.374846515201117
Bombycilla japonica,Gansu,104.16,35.94,455,2019,0.137782874454754
Bombycilla japonica,Ningxia,106.27,38.48,570,2022,0.307134670573853
Bombycilla japonica,Qinghai,101.75,36.66,489,2013,0.282644682518195
Plectrophenax nivalis,Jiangsu,120.6,21.9,81,2014,3.6789708089465
Plectrophenax nivalis,Liaoning,123.68,39.82,695,2022,0.505725162816287
Coracina javensis,Zhejiang,119.74,27.37,146,2017,0.324616358247117
Lalage melaschistos,Liaoning,124.21,39.88,695,2014,0.956076173254964
Pericrocotus cantonensis,Tianjin,118,39.24,654,2023,0.713295299522496
Pericrocotus divaricatus,Hainan,108.82,18.7,1,2020,0.257753831760593
Pericrocotus ethologus,Hunan,110.54,30.06,200,2014,0.326151930941821
Pericrocotus ethologus,Jiangsu,120.82,31.85,317,2024,0.611142539158173
Pericrocotus ethologus,Inner Mongolia,111.28,40.55,648,2014,0.192519732860244
Pericrocotus solaris,Anhui,117.72,29.85,243,2010,0.259474030027413
Pericrocotus solaris,Chongqing,109.08,31.12,235,2009,0.604647178358871
Certhia familiaris,Jiangsu,120.69,33.37,395,2024,0.0920393268482718
Certhia himalayana,Qinghai,101.05,32.7,299,2014,0.257786888704453
Certhia tianquanensis,Shaanxi,107.8,34.02,383,2005,0.416140687318196
Cisticola exilis,Hainan,109.11,19.01,1,2007,0.187551485378332
Cisticola juncidis,Liaoning,123.62,39.93,695,2006,0.392062418325328
Prinia atrogularis,Guizhou,108.34,26.35,91,2016,0.138534715752353
Prinia atrogularis,Hunan,111.82,24.98,75,2017,0.409158251046946
Prinia flaviventris,Hubei,114.04,29.57,203,2022,0.429911219605886
Prinia flaviventris,Jiangsu,121.44,32.34,318,2023,0.926300885194498
Prinia inornata,Shaanxi,108.7,32.75,306,2023,0.328749428191595
Prinia rufescens,Hunan,111.95,24.98,75,2025,0.295814436388909
Prinia superciliaris,Shanxi,110.26,34.87,423,2025,0.5709719379077
Dendrocitta formosae,Shanghai,121.97,30.93,318,2018,0.800913384229883
Podoces biddulphi,Gansu,93.47,40.28,633,2009,0.306315659784917
Temnurus temnurus,Guangdong,111.43,21.79,11,2022,0.508661272818435
Dicaeum cruentatum,Jiangxi,114.38,24.49,57,2011,0.492561133629412
Dicaeum ignipectus,Henan,111.64,33.76,387,2016,0.43634069583971
Dicaeum minullum,Jiangxi,114.38,24.49,57,2011,0.492561133629412
Dicrurus annectens,Tibet,94.85,30.35,221,2015,0.147460619068638
Dicrurus hottentottus,Hainan,110.33,20,3,2006,0.457363328534127
Dicrurus hottentottus,Heilongjiang,126.66,45.74,873,2010,0.545314544481016
Dicrurus hottentottus,Qinghai,100.81,36.63,488,2015,0.282839163344631
Dicrurus remifer,Tibet,95.34,29.3,185,2019,0.537280438799926
Elachura formosa,Hubei,113.85,29.32,203,2019,0.331103418786917
Elachura formosa,Tibet,95.28,29.32,185,2019,0.474355868063932
Emberiza buchanani,Qinghai,90.85,35.25,443,2017,0.176848388085861
Emberiza chrysophrys,Gansu,102.57,34.57,379,2023,0.559702059404883
Emberiza chrysophrys,Gansu,105.76,33,342,2021,0.650981421405277
Emberiza citrinella,Qinghai,90.86,35.26,443,2017,0.186356980695511
Emberiza elegans,Heilongjiang,128.57,46.13,875,2025,0.491747066636093
Emberiza elegans,Qinghai,102.67,35.8,454,2017,0.432597565075702
Emberiza elegans,Tibet,98.29,28.56,154,2024,0.347218742053889
Emberiza godlewskii,Heilongjiang,125.25,49.09,916,2016,0.549964108203826
Emberiza godlewskii,Hunan,110.72,30.03,200,2010,0.374540202651554
Emberiza hortulana,Inner Mongolia,108.57,38.98,572,2023,0.375529135785221
Emberiza leucocephalos,Anhui,115.6,33.25,351,2013,0.581868037762148
Emberiza melanocephala,Guangxi,109.07,21.46,9,2019,0.219632453823509
Emberiza pallasi,Guizhou,104.25,26.85,107,2014,0.33300486802721
Emberiza pusilla,Tibet,97.83,29.69,188,2014,0.11082617194988
Emberiza rustica,Guizhou,106.63,26.64,89,2024,0.524757131402715
Emberiza siemsseni,Jiangsu,118.83,31.64,316,2024,0.397382444627105
Emberiza siemsseni,Jiangxi,116.25,28.75,172,2013,0.50252742010685
Emberiza siemsseni,Qinghai,101.78,36.6,489,2017,0.332351698611016
Emberiza leucocephalos,Xinjiang,75.08,39.33,736,2013,0.510522176543462
Emberiza sulphurata,Zhejiang,122.07,30.57,318,2006,1.12263534037719
Emberiza yessoensis,Anhui,117.44,32.29,314,2017,0.498238663270583
Emberiza yessoensis,Hubei,112.36,30.37,238,2014,0.322584139936537
Emberiza yessoensis,Hunan,112.9,28.32,168,2016,0.579511735207855
Lonchura striata,Gansu,104.69,32.95,302,2011,0.65823589525587
Lonchura striata,Tibet,95.15,29.23,185,2006,0.38428860620694
Psarisomus dalhousiae,Tibet,95.32,29.34,185,2016,0.509955415979698
Acanthis flammea,Qinghai,101.32,34.15,377,2015,0.480612397729521
Acanthis flammea,Qinghai,101.63,36.9,489,2015,0.218195958946387
Bucanetes mongolicus,Heilongjiang,128.27,46.43,890,2006,0.58037779366046
Bucanetes mongolicus,Sichuan,102.75,30.06,193,2015,0.458633202180011
Bucanetes mongolicus,Tibet,79.71,31.71,357,2014,0.41388239962513
Callacanthis burtoni,Tibet,85.97,27.93,177,2015,0.795511383105601
Carduelis caniceps,Inner Mongolia,101.06,41.97,719,2023,0.613643073846067
Carduelis caniceps,Qinghai,100.49,36.58,488,2019,0.378944300748115
Carpodacus roborowskii,Xinjiang,90.55,36.65,517,2016,0.41840611347044
Carpodacus vinaceus,Shandong,117.1,36.26,502,2022,0.470715684204916
Chloris ambigua,Guangxi,105.2,24.97,68,2006,0.418145937115782
Chloris chloris,Xinjiang,82.27,43.33,796,2000,0.47865303202421
Chloris sinica,Hainan,109.7,19.9,3,2006,0.234765736049277
Fringilla coelebs,Gansu,98.17,39.07,600,2024,0.374306167766929
Fringilla coelebs,Hubei,110.49,29.9,200,2025,0.161522955922352
Fringilla coelebs,Hunan,111.18,29.5,201,2023,0.394142606031503
Fringilla coelebs,Jiangsu,120.24,31.51,317,2024,0.0655384009938807
Fringilla coelebs,Qinghai,102.23,37.16,489,2017,0.449303624484143
Fringilla coelebs,Yunnan,98.74,25.27,61,2017,0.461385952686928
Fringilla montifringilla,Ningxia,106.63,38.55,570,2011,0.248329048879769
Linaria cannabina,Inner Mongolia,105.88,38.98,570,2023,0.628227571223768
Loxia curvirostra,Hubei,110.58,32.1,308,2024,0.314524909364851
Mycerobas affinis,Shandong,119.22,37.27,542,2009,0.240991866505004
Mycerobas affinis,Shaanxi,107.78,33.93,383,2014,0.465198111903648
Mycerobas carnipes,Henan,110.38,34.38,386,2021,0.458485454130184
Pyrrhula erythaca,Hunan,110.65,30.03,200,2011,0.335029503888284
Pyrrhula nipalensis,Henan,111.93,33.5,348,2024,0.290758844329161
Pyrrhula nipalensis,Hunan,110.67,30.05,200,2011,0.362370580251924
Pyrrhula nipalensis,Shaanxi,109.51,31.95,271,2010,0.389129300686695
Pyrrhula pyrrhula,Qinghai,90.86,38.26,557,2025,0.521685096153096
Rhodospiza obsoleta,Shaanxi,109.74,38.25,573,2010,0.449020327771318
Spinus spinus,Xinjiang,91.25,40.63,669,2010,0.424263871349764
Cecropis daurica,Xinjiang,88.16,39.03,629,2013,0.680052687378829
Cecropis striolata,Chongqing,108.79,30.69,234,2025,0.359937765253804
Delichon dasypus,Henan,111.88,33.48,348,2018,0.25544755737244
Hirundo rustica,Hainan,112.34,16.84,2,2022,3.20787414982759
Hirundo smithii,Guangdong,110.34,20.83,5,2025,0.392361330846868
Ptyonoprogne rupestris,Hubei,113.69,29.4,203,2025,0.168603078933372
Ptyonoprogne rupestris,Jiangsu,120.48,31.3,317,2024,0.327338033798947
Riparia riparia,Hainan,110.01,19.97,3,2006,0.188631634061675
Lanius borealis,Tibet,97.84,29.67,188,2022,0.0960179452139935
Lanius collurioides,Sichuan,101.53,26.65,84,2017,0.524650599789391
Lanius isabellinus,Zhejiang,121.54,28.34,210,2022,0.837489476737151
Lanius schach,Beijing,115.91,40.52,690,2011,0.485245718057427
Lanius schach,Jiangxi,114.4,26.25,97,2009,0.377874151876512
Lanius schach,Tianjin,117,39.14,616,2001,0.104957400923781
Lanius sphenocercus,Yunnan,103.22,24.6,46,2019,0.139269438275932
Lanius tephronotus,Hubei,110.13,31.45,272,2013,0.477342564985758
Lanius tephronotus,Xinjiang,75.4,37.37,617,2004,0.476385246782428
Cutia nipalensis,Hubei,110.28,31.3,272,2001,0.388520593684229
Garrulax canorus,Liaoning,121.63,38.87,655,2003,0.624975810524005
Garrulax maesi,Guangdong,113.23,24.37,56,2008,0.230740277634369
Garrulax monileger,Hubei,110.48,31.32,272,2016,0.231539917379074
Garrulax monileger,Jiangsu,118.84,32.07,316,2009,0.538746428578198
Garrulax monileger,Shaanxi,108.71,32.67,306,2020,0.275857752617754
Heterophasia desgodinsi,Hubei,110.13,30.45,236,2012,0.449894231307041
Heterophasia desgodinsi,Shaanxi,109.26,32.09,307,2012,0.484236011831934
Ianthocincla lunulata,Ningxia,106.33,35.38,420,2018,0.201814919006314
Pterorhinus berthemyi,Jiangsu,118.86,32.06,316,2009,0.517523945979318
Pterorhinus gularis,Yunnan,101.51,22.48,14,2007,0.187304202315681
Pterorhinus lanceolatus,Henan,111.32,33.96,386,2017,0.571966854031166
Pterorhinus pectoralis,Jiangsu,118.85,32.07,316,2009,0.531665879294572
Pterorhinus sannio,Henan,115.27,31.72,312,2017,0.507754582551336
Helopsaltes certhiola,Tibet,95.33,29.33,185,2024,0.5214818818023
Helopsaltes ochotensis,Anhui,117.27,31.84,314,2013,0.192065201528044
Helopsaltes pleskei,Guangxi,106.77,22.09,16,2005,0.683267131861179
Helopsaltes pleskei,Shanghai,121.91,31.52,318,2006,0.582610884884381
Helopsaltes pryeri,Shanghai,121.4,31.62,318,2006,0.210390877731996
Locustella davidi,Guangxi,106.4,22.73,16,2024,0.769743367484263
Locustella davidi,Liaoning,121.63,38.87,655,2003,0.624975810524005
Locustella mandelli,Guizhou,107.13,28.18,134,2010,0.208846637196335
Locustella mandelli,Hunan,110.63,30.02,200,2014,0.316710986560083
Hypothymis azurea,Jiangsu,120.85,33.07,395,2020,0.337964551789834
Anthus godlewskii,Shaanxi,107.98,33.53,344,2007,0.544760916086465
Anthus gustavi,Anhui,117.26,31.66,314,2024,0.311885591042323
Anthus gustavi,Hubei,112.72,30.44,238,2015,0.0985068406413235
Anthus gustavi,Xinjiang,93.48,41.22,671,2010,0.435481976459442
Anthus pratensis,Jiangsu,120.62,31.76,317,2025,0.392677706033389
Anthus richardi,Tibet,95.49,29.66,186,2017,0.394511448585176
Anthus roseatus,Zhejiang,119.9,30.25,245,2021,0.453391077778541
Anthus trivialis,Jiangsu,120.96,32.76,356,2024,0.605284671059137
Motacilla citreola,Hunan,111.35,28.7,167,2011,0.144777316882213
Calliope obscura,Hubei,110.36,31.46,272,2021,0.249164354487192
Copsychus saularis,Guangxi,108.3,22.85,17,2006,0.283319354546514
Cyornis glaucicomans,Henan,114.24,31.04,275,2021,0.527218262800747
Cyornis glaucicomans,Jiangsu,120.24,31.51,317,2024,0.0655384009938807
Cyornis glaucicomans,Shanxi,111.9,35.38,425,2020,0.385368944803145
Cyornis hainanus,Sichuan,104.87,28.99,161,2023,0.381413372802935
Cyornis poliogenys,Guangxi,106.86,22.73,16,2014,0.316288608700578
Cyornis rubeculoides,Hunan,110.67,30.07,200,2010,0.379697164078906
Enicurus leschenaulti,Inner Mongolia,108.85,38.2,533,2015,0.417366374508931
Enicurus maculatus,Guizhou,105.93,28.33,133,2024,0.428880499481674
Enicurus maculatus,Zhejiang,119.67,27.71,175,2018,0.324229608790547
Enicurus schistaceus,Anhui,118.2,29.87,243,2024,0.362449210555011
Erithacus rubecula,Xinjiang,88.21,39.33,629,2010,0.473627181905313
Erithacus rubecula,Gansu,100.34,39.67,602,2025,0.245567640355138
Erithacus rubecula,Jilin,125.36,43.88,817,2023,0.432132131419923
Erithacus rubecula,Ningxia,106.93,38.87,570,2022,0.497020823693146
Eumyias thalassinus,Gansu,105.38,32.87,303,2020,0.354507333665614
Eumyias thalassinus,Hainan,109.68,18.86,2,2019,0.191316375449234
Eumyias thalassinus,Jiangsu,120.4,31.99,317,2019,0.445477159593064
Eumyias thalassinus,Inner Mongolia,105.81,38.66,569,2023,0.531390309133194
Eumyias thalassinus,Qinghai,102.68,35.81,454,2019,0.418576438790848
Eumyias thalassinus,Tianjin,117.47,38.71,616,2018,0.532131060706021
Ficedula albicilla,Tibet,95.16,29.25,185,2017,0.383678803766386
Ficedula elisae,Hunan,113,28.21,140,2021,0.619491155420174
Ficedula elisae,Jiangxi,114.16,26.57,117,2012,0.296863273558284
Ficedula elisae,Shanghai,121.48,31.72,318,2018,0.33313258038742
Ficedula erithacus,Guizhou,104.91,39.42,606,2024,0.426100268937672
Ficedula erithacus,Hebei,113.83,38.75,576,2016,0.470642138477892
Ficedula hyperythra,Hunan,110.57,30.05,200,2022,0.322895629479425
Ficedula hyperythra,Shaanxi,107.98,33.53,344,2007,0.544760916086465
Ficedula hyperythra,Chongqing,108.89,29.32,164,2009,0.661028638506049
Ficedula hypoleuca,Xinjiang,81.48,36.19,548,2008,0.455168037210206
Ficedula mugimaki,Guizhou,106.68,26.54,89,2019,0.503991032660181
Ficedula narcissina,Anhui,117.19,31.85,314,2017,0.119373927751009
Ficedula narcissina,Jiangxi,114.38,24.49,57,2011,0.492561133629412
Ficedula narcissina,Liaoning,124.15,39.87,695,2022,0.901517298232381
Ficedula owstoni,Jiangsu,120.87,32,356,2024,0.608717716529689
Ficedula parva,Hebei,118.91,39.43,654,2008,0.650006650298587
Ficedula parva,Hunan,112.17,29.37,202,2025,0.472634223881322
Ficedula parva,Shanghai,121.52,31.34,318,2013,0.200351464416465
Ficedula parva,Hong Kong,114.26,22.17,38,2008,1.06296557952861
Ficedula ruficauda,Sichuan,104.09,30.63,230,2017,0.165788923630883
Ficedula strophiata,Beijing,116.4,39.95,652,2017,0.376408092278207
Ficedula superciliaris,Hubei,110.45,31.72,272,2020,0.254545366815287
Ficedula tricolor,Hunan,110.65,30.07,200,2014,0.370350869353003
Ficedula tricolor,Inner Mongolia,118.72,44.22,812,2009,0.528556069250033
Ficedula tricolor,Qinghai,102.68,35.8,454,2019,0.424720948715487
Heteroxenicus stellatus,Sichuan,101.99,29.57,192,2018,0.28924796858422
Larvivora akahige,Hubei,114.23,31.2,275,2022,0.451853924868781
Larvivora akahige,Zhejiang,121.46,29.48,246,2010,0.50051970719187
Larvivora brunnea,Jiangsu,120.85,33.07,395,2020,0.337964551789834
Larvivora cyane,Hainan,110.31,20.03,3,2009,0.453313836260821
Larvivora cyane,Hunan,113.21,28.2,140,2007,0.486849434779003
Monticola gularis,Sichuan,104.76,32.58,303,2013,0.504015083336684
Monticola rufiventris,Shaanxi,107.76,33.6,344,2007,0.368611535632314
Monticola solitarius,Qinghai,102.66,35.83,454,2019,0.423259347020493
Muscicapa dauurica,Xinjiang,89,45,827,2011,0.357085605392196
Muscicapa ferruginea,Hunan,112.93,28.18,139,2024,0.618181584865368
Muscicapa ferruginea,Zhejiang,121.93,29.2,246,2013,1.04406420205017
Muscicapa muttui,Henan,111.84,34.26,387,2020,0.151486791055771
Muscicapa muttui,Hunan,111.07,29.88,201,2015,0.498127869335656
Muscicapa muttui,Jiangsu,120.83,33.19,395,2024,0.247018385820784
Muscicapa muttui,Shanghai,121.97,30.88,318,2018,0.83241608541171
Myiomela leucura,Jiangxi,113.99,29.01,169,2018,0.585617624168483
Niltava davidi,Zhejiang,119.15,27.9,175,2018,0.520587172799128
Niltava grandis,Guangxi,106.35,24.52,49,2003,0.133691738811682
Niltava macgrigoriae,Shandong,122.43,36.88,544,2023,1.10028658916881
Niltava sundara,Hunan,110.38,29.3,200,2015,0.45089772796249
Oenanthe deserti,Shanghai,121.75,31.38,318,2018,0.415769534194095
Oenanthe deserti,Sichuan,100.78,30.17,191,2012,0.466949707728669
Oenanthe deserti,Zhejiang,120.89,27.86,176,2022,0.227631318075082
Oenanthe oenanthe,Jiangsu,120.83,31.79,317,2024,0.594322460791429
Phoenicurus erythronotus,Gansu,98.53,39.75,600,2020,0.458271391125996
Phoenicurus frontalis,Jiangxi,115.56,29.02,205,2019,0.377060363683826
Phoenicurus frontalis,Shandong,117,35.8,466,2017,0.531028326654499
Phoenicurus leucocephalus,Xinjiang,75.21,37.8,656,2010,0.701331415899509
Phoenicurus ochruros,Hunan,110.44,29.1,166,2021,0.253019456071887
Phoenicurus ochruros,Jiangsu,121.04,32.56,356,2025,0.605005819255372
Phoenicurus ochruros,Shanghai,121.97,30.88,318,2013,0.83241608541171
Phoenicurus ochruros,Zhejiang,122.19,29.43,246,2020,1.21849843150034
Phoenicurus schisticeps,Shandong,117.12,36.25,502,2010,0.492988889233058
Saxicola ferreus,Tianjin,117.63,39.07,616,2019,0.554874319242674
Saxicola rubetra,Xinjiang,87.42,47.76,879,2023,0.618716719477067
Tarsiger chrysaeus,Guizhou,106.57,26.29,89,2020,0.321820826201343
Tarsiger chrysaeus,Henan,113.9,35.32,427,2023,0.546141492111719
Tarsiger chrysaeus,Hunan,110.56,29.34,200,2023,0.405604843225512
Tarsiger indicus,Shaanxi,107.83,33.67,344,2018,0.465938218231317
Aethopyga christinae,Anhui,117.48,30,243,2018,0.408439730081301
Aethopyga christinae,Hubei,110.54,30.07,200,2004,0.336011653883914
Aethopyga gouldiae,Henan,111.32,33.96,386,2017,0.571966854031166
Anthreptes malacensis,Yunnan,101.23,21.95,7,2010,0.309618648267942
Oriolus oriolus,Qinghai,93.9,35.62,446,2017,0.112514672003252
Panurus biarmicus,Henan,112.97,34.72,426,2024,0.240107662541001
Panurus biarmicus,Shaanxi,109.89,39.07,573,2020,0.436307919229104
Moupinia poecilotis,Tibet,98.43,28.37,154,2022,0.576377532283579
Paradoxornis guttaticollis,Hunan,110.77,29.97,200,2014,0.367332671317868
Paradoxornis heudei,Anhui,117.17,33.17,353,2010,0.366973701147597
Paradoxornis heudei,Henan,112.64,34.85,426,2008,0.447480633387131
Paradoxornis heudei,Jilin,123.58,45.93,855,2022,0.402492475804503
Paradoxornis heudei,Tianjin,117.61,39.29,616,2002,0.579600235496232
Paradoxornis gularis,Shaanxi,109.5,31.89,271,2011,0.330211817717812
Suthora alphonsiana,Guangxi,105.09,24.49,48,2006,0.14881958463372
Suthora conspicillata,Hunan,110.55,30.05,200,2011,0.318200279003452
Suthora przewalskii,Sichuan,104.76,32.58,303,2007,0.504015083336684
Suthora webbiana,Qinghai,102.17,37.09,489,2024,0.362711193089569
Suthora fulvifrons,Hubei,110.19,31.45,272,2017,0.418008214755763
Cephalopyrus flammiceps,Guangxi,106.72,22.8,16,2013,0.470739241422999
Cephalopyrus flammiceps,Hubei,110.45,31.52,272,2019,0.1527524230233
Cyanistes cyanus,Jilin,125.35,43.83,817,2023,0.385045404142294
Machlolophus xanthogenys,Tibet,85.97,27.98,177,2010,0.767336468100341
Melanochlora sultanea,Tibet,95.26,29.29,185,2019,0.462418707790297
Melanochlora sultanea,Zhejiang,119.15,27.9,175,2018,0.520587172799128
Pardaliparus venustulus,Jilin,123.57,45.93,855,2012,0.39912956685412
Pardaliparus venustulus,Qinghai,102.67,35.8,454,2014,0.432597565075702
Parus major,Liaoning,120.54,41.61,730,2025,0.628574698669414
Parus monticolus,Guangxi,106.09,23.36,30,2006,0.2435312913032
Pseudopodoces humilis,Inner Mongolia,100.85,39.21,602,2023,0.44849169114461
Sittiparus varius,Shanghai,121.97,30.88,318,2013,0.83241608541171
Sylviparus modestus,Gansu,104.63,32.95,302,2025,0.612976007320658
Passerculus sandwichensis,Qinghai,100.25,34.45,376,2021,0.564850671846611
Passer cinnamomeus,Beijing,115.48,39.77,652,2004,0.622722801169477
Passer cinnamomeus,Inner Mongolia,118.47,41.41,729,2017,0.311695863665311
Passer domesticus,Hainan,112.34,16.84,2,2022,3.20787414982759
Passer domesticus,Hubei,111.26,30.69,237,2024,0.357056694849506
Passer domesticus,Jiangxi,116.08,29.06,205,2023,0.505240107090572
Passer domesticus,Shaanxi,108.76,34.35,384,2009,0.199577259671509
Passer domesticus,Yunnan,100.98,22.79,14,2015,0.432946096981395
Passer domesticus,Zhejiang,120.72,27.73,176,2023,0.176245297594457
Passer hispaniolensis,Inner Mongolia,107.8,38.4,571,2015,0.353881349613314
Passer hispaniolensis,Sichuan,102.98,30.9,229,2019,0.223387703804095
Napothera malacoptila,Yunnan,98.34,27.88,126,2000,0.762952355100251
Pellorneum albiventre,Guangdong,111.41,22.26,20,2025,0.455237131941083
Pellorneum tickelli,Guangxi,106.88,22.35,16,2006,0.412051460533552
Phylloscopus affinis,Guangxi,110.42,25.86,93,2010,0.340201591366044
Phylloscopus affinis,Heilongjiang,125.25,49.09,916,2011,0.549964108203826
Phylloscopus borealoides,Hunan,112.89,28.17,139,2025,0.579465979654266
Phylloscopus borealoides,Jiangsu,120.24,31.51,317,2024,0.0655384009938807
Phylloscopus borealoides,Zhejiang,122.07,30.57,318,2006,1.12263534037719
Phylloscopus burkii,Tianjin,117.21,38.96,616,2002,0.171978190941399
Phylloscopus cantator,Guangxi,105.79,23.02,30,2014,0.693785019356028
Phylloscopus cantator,Tibet,95.14,29.23,185,2017,0.37564338294904
Phylloscopus castaniceps,Anhui,118.76,30.1,244,2017,0.236701664742398
Phylloscopus castaniceps,Heilongjiang,125.25,49.09,916,2003,0.549964108203826
Phylloscopus castaniceps,Shanghai,121.15,31.08,318,2013,0.387205673410275
Phylloscopus claudiae,Shanghai,121.97,30.91,318,2018,0.813292054015039
Phylloscopus collybita,Anhui,117.24,32.8,353,2020,0.0123409178727019
Phylloscopus collybita,Guangxi,109.1,21.06,9,2025,0.620750312078212
Phylloscopus collybita,Henan,114.28,32.1,311,2007,0.404189439777653
Phylloscopus collybita,Hubei,114.54,30.53,240,2010,0.274971657199992
Phylloscopus collybita,Jiangsu,117.41,34.15,430,2024,0.427353711814338
Phylloscopus collybita,Jiangxi,117.87,29.22,207,2025,0.131005367657526
Phylloscopus collybita,Inner Mongolia,105.67,38.83,569,2023,0.398209836385903
Phylloscopus collybita,Sichuan,104.7,31.55,266,2025,0.519408689005583
Phylloscopus coronatus,Xinjiang,88.16,39.05,629,2013,0.666416817005194
Phylloscopus emeiensis,Hunan,110.75,30.05,200,2019,0.4090881535174
Phylloscopus humei,Tianjin,117.15,39.08,616,2025,0.076034236041818
Phylloscopus intermedius,Guangxi,106.42,23.13,30,2008,0.487805917307124
Phylloscopus intermedius,Hainan,110.34,20.07,3,2019,0.499524017573368
Phylloscopus intermedius,Henan,114.24,31.04,275,2022,0.527218262800747
Phylloscopus intermedius,Hunan,110.57,30.05,200,2022,0.322895629479425
Phylloscopus intermedius,Shanghai,121.97,30.91,318,2018,0.813292054015039
Phylloscopus maculipennis,Hunan,112.93,28.18,139,2025,0.618181584865368
Phylloscopus magnirostris,Hunan,110.65,30.05,200,2014,0.352565266940856
Phylloscopus ogilviegranti,Shaanxi,107.78,34.06,383,2012,0.375722604581359
Phylloscopus omeiensis,Hunan,110.6,30.05,200,2023,0.332079572550728
Phylloscopus pulcher,Hunan,112.92,28.17,139,2022,0.604330660699504
Phylloscopus ricketti,Anhui,117.29,30.01,242,2017,0.471474817867924
Phylloscopus ricketti,Henan,112.61,34.9,426,2016,0.470798214852668
Phylloscopus ricketti,Jiangxi,117.73,27.85,173,2010,0.442930428984165
Phylloscopus sibilatrix,Gansu,100.41,39.31,602,2025,0.273289938422551
Phylloscopus soror,Beijing,115.43,40,651,2013,0.596186829738869
Phylloscopus soror,Hunan,110.6,30.05,200,2023,0.332079572550728
Phylloscopus soror,Jiangsu,120.86,33.07,395,2021,0.344945889456051
