species,match_status,n_raw,n_clean,n_cell_unique,model_status,skip_reason,cv_strategy,maxent_engine
Perdix hodgsoniae,matched,246,206,206,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pericrocotus cantonensis,matched,1977,1146,1146,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pericrocotus divaricatus,matched,679,485,485,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pericrocotus ethologus,matched,966,610,610,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pericrocotus solaris,matched,2114,1230,1230,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Periparus rubidiventris,matched,610,380,380,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pernis ptilorhynchus,matched,1854,1195,1195,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phalaropus fulicarius,matched,27,8,8,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Phalaropus lobatus,matched,251,163,163,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phasianus colchicus,matched,8354,4978,4978,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phoebastria immutabilis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Phoenicopterus roseus,matched,113,65,65,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phoenicurus erythronotus,matched,172,127,127,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phoenicurus frontalis,matched,1164,776,776,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phoenicurus leucocephalus,matched,1857,1195,1195,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phoenicurus ochruros,matched,1148,884,884,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phoenicurus schisticeps,matched,577,392,392,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phyllergates cucullatus,matched,419,225,225,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus affinis,matched,245,182,182,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus borealoides,matched,111,71,71,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus burkii,matched,57,42,42,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus cantator,matched,48,26,26,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus castaniceps,matched,798,464,464,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus claudiae,matched,1163,725,725,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus collybita,matched,176,140,140,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus coronatus,matched,1124,710,710,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus emeiensis,matched,173,101,101,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus humei,matched,870,639,639,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus intermedius,matched,212,121,121,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus maculipennis,matched,333,173,173,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus magnirostris,matched,604,417,417,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus ogilviegranti,matched,296,190,190,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus omeiensis,matched,187,107,107,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus proregulus,matched,7419,3687,3687,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus pulcher,matched,487,329,329,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus ricketti,matched,675,446,446,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus sibilatrix,matched,25,10,10,modeled,NA,random_repeated,maxnet::maxnet
Phylloscopus soror,matched,226,156,156,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus subaffinis,matched,559,367,367,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus tenellipes,matched,717,452,452,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus tephrocephalus,matched,415,268,268,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus valentini,matched,425,276,276,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Phylloscopus yunnanensis,matched,476,321,321,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Picumnus innominatus,matched,2651,1516,1516,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Picus chlorolophus,matched,62,35,35,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pitta brachyura,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pitta moluccensis,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pitta nympha,matched,154,96,96,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pitta sordida,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Platalea minor,matched,710,340,340,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Plectrophenax nivalis,matched,40,33,33,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Plegadis falcinellus,matched,159,91,91,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pluvialis apricaria,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Pnoepyga immaculata,matched,12,8,8,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Podiceps auritus,matched,231,133,133,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Podiceps grisegena,matched,59,37,37,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Podiceps nigricollis,matched,980,595,595,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Podoces biddulphi,matched,40,37,37,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pomatorhinus schisticeps,matched,577,392,392,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pomatorhinus superciliaris,matched,53,19,19,modeled,NA,random_repeated,maxnet::maxnet
Porphyrio porphyrio,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Prinia atrogularis,matched,74,46,46,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prinia flaviventris,matched,3059,1532,1532,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prinia inornata,matched,7794,4046,4046,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prinia rufescens,matched,133,77,77,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prinia striata,matched,218,175,175,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prunella collaris,matched,240,185,185,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prunella himalayana,matched,48,40,40,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prunella immaculata,matched,162,118,118,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prunella montanella,matched,633,392,392,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Prunella strophiata,matched,797,513,513,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Psarisomus dalhousiae,matched,88,37,37,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pseudopodoces humilis,matched,655,533,533,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Psilopogon faber,matched,590,382,382,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Psilopogon faiostrictus,matched,10,6,6,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Psilopogon virens,matched,1899,994,994,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pterorhinus berthemyi,matched,222,127,127,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pterorhinus gularis,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pterorhinus lanceolatus,matched,641,398,398,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pterorhinus pectoralis,matched,1096,582,582,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pterorhinus sannio,matched,6729,3177,3177,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pteruthius rufiventer,matched,21,10,10,modeled,NA,random_repeated,maxnet::maxnet
Pteruthius xanthochlorus,matched,367,250,250,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Ptyonoprogne rupestris,matched,658,520,520,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pycnonotus aurigaster,matched,2689,1392,1392,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pycnonotus blanfordi,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pycnonotus goiavier,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Pycnonotus jocosus,matched,4183,1753,1753,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pycnonotus sinensis,matched,24978,9967,9967,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pycnonotus xanthorrhous,matched,4138,2575,2575,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pyrrhula erythaca,matched,690,452,452,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pyrrhula nipalensis,matched,314,183,183,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Pyrrhula pyrrhula,matched,229,148,148,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Rallina eurizonoides,matched,84,60,60,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Rallina fasciata,matched,3,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Rallus aquaticus,matched,154,74,74,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Recurvirostra avosetta,matched,2621,1428,1428,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Regulus regulus,matched,1393,813,813,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Remiz consobrinus,matched,1427,869,869,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Remiz coronatus,matched,131,79,79,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Remiz pendulinus,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Rhodospiza obsoleta,matched,194,156,156,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Riparia riparia,matched,1246,923,923,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Rissa tridactyla,matched,101,63,63,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Rubigula flaviventris,matched,127,61,61,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sasia ochracea,matched,126,53,53,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Saxicola ferreus,matched,969,631,631,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Saxicola rubetra,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Sibirionetta formosa,matched,868,530,530,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sitta cinnamoventris,matched,60,28,28,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sitta formosa,matched,41,15,15,modeled,NA,random_repeated,maxnet::maxnet
Sitta villosa,matched,957,469,469,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sittiparus varius,matched,62,43,43,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spilopelia chinensis,matched,22525,9404,9404,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spilopelia senegalensis,matched,69,63,63,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spilornis cheela,matched,1631,1079,1079,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spinus spinus,matched,2022,1174,1174,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spizixos semitorques,matched,8535,4846,4846,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spodiopsar cineraceus,matched,9316,4309,4309,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Spodiopsar sericeus,matched,9393,4392,4392,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Stachyris humei,matched,45,14,14,modeled,NA,random_repeated,maxnet::maxnet
Stachyris nonggangensis,matched,57,11,11,modeled,NA,random_repeated,maxnet::maxnet
Staphida castaniceps,matched,60,35,35,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Staphida torqueola,matched,1444,915,915,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Stercorarius longicaudus,matched,3,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Stercorarius parasiticus,matched,10,9,9,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Stercorarius pomarinus,matched,8,7,7,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Streptopelia decaocto,matched,2763,1824,1824,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sturnia pagodarum,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Sturnia sinensis,matched,693,388,388,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sturnus vulgaris,matched,1147,767,767,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Sula dactylatra,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Sula granti,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sula sula,matched,4,3,3,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Suthora alphonsiana,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Suthora conspicillata,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Suthora fulvifrons,matched,57,31,31,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Suthora przewalskii,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Suthora webbiana,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sylvia atricapilla,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Sylviparus modestus,matched,323,323,323,failed,runtime_error,NA,maxnet::maxnet
Synthliboramphus antiquus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Syrmaticus humiae,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Syrmaticus reevesii,matched,94,50,50,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Syrrhaptes paradoxus,matched,216,181,181,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tarsiger chrysaeus,matched,161,95,95,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tarsiger indicus,matched,162,91,91,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Temnurus temnurus,matched,33,9,9,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Tephrodornis virgatus,matched,116,64,64,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tetrax tetrax,matched,11,10,10,modeled,NA,random_repeated,maxnet::maxnet
Thalasseus bengalensis,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Thalasseus bergii,matched,114,82,82,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Timalia pileata,matched,104,36,36,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Todiramphus chloris,matched,2,2,2,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Tragopan caboti,matched,86,48,48,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tragopan temminckii,matched,213,130,130,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Treron curvirostra,matched,66,26,26,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Treron seimundi,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Treron sieboldii,matched,149,92,92,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Treron sphenurus,matched,104,60,60,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tringa brevipes,matched,362,238,238,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tringa guttifer,matched,140,95,95,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tringa stagnatilis,matched,1552,908,908,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus boulboul,matched,300,188,188,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus cardis,matched,1395,702,702,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus feae,matched,56,47,47,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus mandarinus,matched,17012,6571,6571,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus migratorius,matched,4,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Turdus naumanni,matched,3636,1904,1904,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus pilaris,matched,149,85,85,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus rubrocanus,matched,960,598,598,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus ruficollis,matched,1373,780,780,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turdus viscivorus,matched,468,299,299,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Turnix suscitator,matched,98,50,50,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Tyto alba,unmatched,NA,NA,NA,unmatched,taxonomy_unmatched,NA,maxnet::maxnet
Tyto longimembris,matched,93,56,56,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Urile pelagicus,matched,25,12,12,modeled,NA,random_repeated,maxnet::maxnet
Urosphena squameiceps,matched,444,267,267,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Vanellus cinereus,matched,3810,2247,2247,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Vanellus indicus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Vanellus leucurus,matched,1,1,1,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
Vanellus vanellus,matched,2508,1556,1556,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Yuhina nigrimenta,matched,901,518,518,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Zapornia bicolor,matched,50,26,26,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Zoothera dixoni,matched,64,46,46,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Zoothera mollissima,matched,29,26,26,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Zoothera monticola,matched,27,15,15,modeled,NA,random_repeated,maxnet::maxnet
Zosterops erythropleurus,matched,1027,634,634,modeled,NA,spatial_kmeans_blocks,maxnet::maxnet
Zosterops meyeni,matched,8,7,7,skipped,insufficient_occurrence_points,NA,maxnet::maxnet
