species,algorithm,fold,available,auc,tss,threshold
Spilopelia chinensis,GBM,1,TRUE,0.6410856847253574,0.4407750188111361,0.043710806456856134
Spilopelia chinensis,GBM,2,TRUE,0.8228855163727959,0.6581744332493704,0.15779416925045603
Spilopelia chinensis,GBM,3,TRUE,0.5639323538186157,0.2778233890214796,0.029986684089427715
Spilopelia chinensis,GBM,4,TRUE,0.8120363328934345,0.6290996370834709,0.14872834187802514
Spilopelia chinensis,GBM,5,TRUE,0.6477599421547361,0.4032107736804049,0.06453829954311925
Spilopelia chinensis,RF,1,TRUE,0.48606706170052677,0.09570278404815658,0.0033333333333333335
Spilopelia chinensis,RF,2,TRUE,0.6747047858942066,0.4150843828715365,0.01
Spilopelia chinensis,RF,3,TRUE,0.6018890960620525,0,0
Spilopelia chinensis,RF,4,TRUE,0.6956192263279445,0.4633182118112833,0.023333333333333334
Spilopelia chinensis,RF,5,TRUE,0.5013233911785973,0.1648006146059291,0.0033333333333333335
Spilopelia chinensis,MaxEnt,1,TRUE,NA,NA,NA
Spilopelia chinensis,MaxEnt,2,TRUE,NA,NA,NA
Spilopelia chinensis,MaxEnt,3,TRUE,NA,NA,NA
Spilopelia chinensis,MaxEnt,4,TRUE,NA,NA,NA
Spilopelia chinensis,MaxEnt,5,TRUE,NA,NA,NA
Egretta garzetta,GLM,1,TRUE,0.8678417394757745,0.6311032565528196,0.20373552357520594
Egretta garzetta,GLM,2,TRUE,0.877788472145615,0.6960402647545503,0.19732832282005106
Egretta garzetta,GLM,3,TRUE,0.6520765347334411,0.3883574313408724,0.027236012061446102
Egretta garzetta,GLM,4,TRUE,0.8781616465863454,0.7038112449799196,0.2602651640136335
Egretta garzetta,GLM,5,TRUE,0.7921476151315789,0.48734868421052635,0.1686833644400129
Egretta garzetta,GAM,1,TRUE,0.7195333598093725,0.5413347895154885,0.07908871794707827
Egretta garzetta,GAM,2,TRUE,0.8906509928295643,0.6687868174296745,0.17899789447629666
Egretta garzetta,GAM,3,TRUE,0.5226754846526656,0.131,0.04518808927294914
Egretta garzetta,GAM,4,TRUE,0.889467453145917,0.6792550200803213,0.2202788261059666
Egretta garzetta,GAM,5,TRUE,0.7399490131578947,0.44701315789473695,0.06392052440832473
Egretta garzetta,GBM,1,TRUE,0.6892678713264495,0.47666878474980146,0.045633872180507074
Egretta garzetta,GBM,2,TRUE,0.8638121207942636,0.7032544125758411,0.19970831792205176
Egretta garzetta,GBM,3,TRUE,0.6088034127625201,0.3830686591276251,0.021645790203530857
Egretta garzetta,GBM,4,TRUE,0.8673219126506024,0.6730244310575637,0.11550681918351768
Egretta garzetta,GBM,5,TRUE,0.6854673108552631,0.4802565789473685,0.05820627526264255
Egretta garzetta,RF,1,TRUE,0.4873149324861001,0.06237430500397134,0.0033333333333333335
Egretta garzetta,RF,2,TRUE,0.706411472697187,0.43526861555432994,0.02
Egretta garzetta,RF,3,TRUE,0.6128953957996769,0,0
Egretta garzetta,RF,4,TRUE,0.7388598560910308,0.5118192771084338,0.023333333333333334
Egretta garzetta,RF,5,TRUE,0.5394110814144737,0.21987500000000004,0.0033333333333333335
Egretta garzetta,MaxEnt,1,TRUE,NA,NA,NA
Egretta garzetta,MaxEnt,2,TRUE,NA,NA,NA
Egretta garzetta,MaxEnt,3,TRUE,NA,NA,NA
Egretta garzetta,MaxEnt,4,TRUE,NA,NA,NA
Egretta garzetta,MaxEnt,5,TRUE,NA,NA,NA
Turdus mandarinus,GLM,1,TRUE,0.8620489513894422,0.6623732947352581,0.1913327103550465
Turdus mandarinus,GLM,2,TRUE,0.5876428638234193,0.3005050505050506,0.006179184587233148
Turdus mandarinus,GLM,3,TRUE,0.8921402178234072,0.6645898234683281,0.33681881085014886
Turdus mandarinus,GLM,4,TRUE,0.7538853180724746,0.4130288786239209,0.10612305209932801
Turdus mandarinus,GLM,5,TRUE,0.8202517323028882,0.5593479362293923,0.1593787245457254
Turdus mandarinus,GAM,1,TRUE,0.8930092998344532,0.6651800653334394,0.27101693778030844
Turdus mandarinus,GAM,2,TRUE,0.5629353722409278,0.25690235690235697,0.03034720578721204
Turdus mandarinus,GAM,3,TRUE,0.9237895176615157,0.7066460758641049,0.3630464992975307
Turdus mandarinus,GAM,4,TRUE,0.6945266232097888,0.43930003566600573,0.010698691604372212
Turdus mandarinus,GAM,5,TRUE,0.6418367211284083,0.37271211201363696,0.012332553870488797
Turdus mandarinus,GBM,1,TRUE,0.836278926424632,0.6271456900291255,0.16166314328328352
Turdus mandarinus,GBM,2,TRUE,0.5441487794612795,0.27188552188552184,0.014182268800645138
Turdus mandarinus,GBM,3,TRUE,0.856417076013669,0.6517456176157228,0.1612113288885751
Turdus mandarinus,GBM,4,TRUE,0.6704832364352641,0.47267864712010565,0.05504243108943027
Turdus mandarinus,GBM,5,TRUE,0.6303855749502577,0.40488988742800847,0.0224778248722588
Turdus mandarinus,RF,1,TRUE,0.7127225364955426,0.45799847732363075,0.01
Turdus mandarinus,RF,2,TRUE,0.5762847222222223,0,0
Turdus mandarinus,RF,3,TRUE,0.6988589796468656,0.45472314855965634,0.01
Turdus mandarinus,RF,4,TRUE,0.5103966677760349,0.1484627301080712,0.0033333333333333335
Turdus mandarinus,RF,5,TRUE,0.4492527943585494,0,0
Turdus mandarinus,MaxEnt,1,TRUE,NA,NA,NA
Turdus mandarinus,MaxEnt,2,TRUE,NA,NA,NA
Turdus mandarinus,MaxEnt,3,TRUE,NA,NA,NA
Turdus mandarinus,MaxEnt,4,TRUE,NA,NA,NA
Turdus mandarinus,MaxEnt,5,TRUE,NA,NA,NA
Hirundo rustica,GLM,1,TRUE,0.741420766590389,0.40352803203661325,0.2652419571675042
Hirundo rustica,GLM,2,TRUE,0.585404296875,0.16674999999999995,0.029753622453883525
Hirundo rustica,GLM,3,TRUE,0.5169813762626263,0.13748484848484854,0.025100831226981236
Hirundo rustica,GLM,4,TRUE,0.7563882175226586,0.43946148036253785,0.2422824271284349
Hirundo rustica,GLM,5,TRUE,0.8929328344069724,0.7045926487305798,0.3195509818110779
Hirundo rustica,GAM,1,TRUE,0.6394017448512586,0.23593764302059483,0.10575190222323158
Hirundo rustica,GAM,2,TRUE,0.57009453125,0.11418749999999989,0.04317668611528784
Hirundo rustica,GAM,3,TRUE,0.6514943181818181,-0.01095202020202024,0.6484576320319807
Hirundo rustica,GAM,4,TRUE,0.511228663141994,0.08157930513595169,0.05402479396382344
Hirundo rustica,GAM,5,TRUE,0.8285445244410762,0.5259382341796135,0.32388132037226425
Hirundo rustica,GBM,1,TRUE,0.6331266447368421,0.29841590389016015,0.11466441512104569
Hirundo rustica,GBM,2,TRUE,0.61996328125,0.08787499999999993,0.028819985813369337
Hirundo rustica,GBM,3,TRUE,0.59069586489899,0.04192424242424231,0.04009979756306699
Hirundo rustica,GBM,4,TRUE,0.5569930135951662,0.050665407854984856,0.02404015945343416
Hirundo rustica,GBM,5,TRUE,0.7690615763546799,0.5269118984463812,0.13769898085555912
Hirundo rustica,RF,1,TRUE,0.46879204805491986,0.09451659038901594,0.0033333333333333335
Hirundo rustica,RF,2,TRUE,0.755210546875,0,0
Hirundo rustica,RF,3,TRUE,0.6874580965909091,0,0
Hirundo rustica,RF,4,TRUE,0.667252171450151,0,0
Hirundo rustica,RF,5,TRUE,0.5033659056460781,0.10523095869647592,0.006666666666666667
Hirundo rustica,MaxEnt,1,TRUE,NA,NA,NA
Hirundo rustica,MaxEnt,2,TRUE,NA,NA,NA
Hirundo rustica,MaxEnt,3,TRUE,NA,NA,NA
Hirundo rustica,MaxEnt,4,TRUE,NA,NA,NA
Hirundo rustica,MaxEnt,5,TRUE,NA,NA,NA
Lanius schach,GLM,1,TRUE,0.6346455696202532,0.37837456846950523,0.006722886814130207
Lanius schach,GLM,2,TRUE,0.8860559973492379,0.6720053015241882,0.3518132335210199
Lanius schach,GLM,3,TRUE,0.8441339150227618,0.589019726858877,0.2118700308116357
Lanius schach,GLM,4,TRUE,0.8821518346689161,0.6798030366933783,0.20181673443785558
Lanius schach,GLM,5,TRUE,0.7704311630218688,0.4568593439363817,0.08835730522865187
Lanius schach,GAM,1,TRUE,0.6524398734177216,0.3557324510932105,0.041334325533465804
Lanius schach,GAM,2,TRUE,0.907219350563287,0.6628783962889331,0.3576807971610075
Lanius schach,GAM,3,TRUE,0.6451786798179059,0.4066680576631261,0.014912483358710048
Lanius schach,GAM,4,TRUE,0.9047405103331928,0.6780197174188105,0.30223676880892064
Lanius schach,GAM,5,TRUE,0.7145755467196819,0.45810337972167003,0.046989924571363195
Lanius schach,GBM,1,TRUE,0.5399204545454546,0.23538319907940153,0.01599681730710638
Lanius schach,GBM,2,TRUE,0.840171802518224,0.6638573558648111,0.13190347341277578
Lanius schach,GBM,3,TRUE,0.5805630690440061,0.2936908194233687,0.01918755715637254
Lanius schach,GBM,4,TRUE,0.84147390341628,0.6717418810628426,0.18111646985343435
Lanius schach,GBM,5,TRUE,0.6784613568588469,0.5028886679920479,0.06203769496069099
Lanius schach,RF,1,TRUE,0.41013492520138084,0,0
Lanius schach,RF,2,TRUE,0.6942676441351889,0.47461166335321403,0.01
Lanius schach,RF,3,TRUE,0.5632166160849772,0,0
Lanius schach,RF,4,TRUE,0.7329539751159848,0.4992877477857445,0.01
Lanius schach,RF,5,TRUE,0.543653578528827,0.23175397614314108,0.0033333333333333335
Lanius schach,MaxEnt,1,TRUE,NA,NA,NA
Lanius schach,MaxEnt,2,TRUE,NA,NA,NA
Lanius schach,MaxEnt,3,TRUE,NA,NA,NA
Lanius schach,MaxEnt,4,TRUE,NA,NA,NA
Lanius schach,MaxEnt,5,TRUE,NA,NA,NA
Acridotheres cristatellus,GLM,1,TRUE,0.8940309459305503,0.682756516584246,0.2686089861428463
Acridotheres cristatellus,GLM,2,TRUE,0.8220941444540335,0.5506874758087568,0.14222860050449004
Acridotheres cristatellus,GLM,3,TRUE,0.7707327053833198,0.4948686919094256,0.07942310711521056
Acridotheres cristatellus,GLM,4,TRUE,0.6348269210791567,0.3812396993545162,0.004296577396157639
Acridotheres cristatellus,GLM,5,TRUE,0.8902051338932192,0.7246730191978403,0.26955094310758554
Acridotheres cristatellus,GAM,1,TRUE,0.9106408738855816,0.6841335004277127,0.3314146701881684
Acridotheres cristatellus,GAM,2,TRUE,0.6833809065954731,0.49978978408076014,0.01588717153777747
Acridotheres cristatellus,GAM,3,TRUE,0.6927043852535713,0.4872709126068242,0.014075103189429942
Acridotheres cristatellus,GAM,4,TRUE,0.6829599597941415,0.4732914615896475,0.003917573566055896
Acridotheres cristatellus,GAM,5,TRUE,0.9128248944281415,0.72745902841361465,0.35426905514413765
Acridotheres cristatellus,GBM,1,TRUE,0.870038387938309,0.7000345645923405,0.25516404955030214
Acridotheres cristatellus,GBM,2,TRUE,0.6501977014386866,0.4553802008608321,0.013943832449560439
Acridotheres cristatellus,GBM,3,TRUE,0.66978229679995,0.5009469153515065,0.04622256229158319
Acridotheres cristatellus,GBM,4,TRUE,0.5717581920840504,0.2995471225576767,0.011221791966572445
Acridotheres cristatellus,GBM,5,TRUE,0.8654306755905705,0.6703209096537392,0.1482910124792881
Acridotheres cristatellus,RF,1,TRUE,0.722500004827457,0.518227898453476,0.006666666666666667
Acridotheres cristatellus,RF,2,TRUE,0.5175779898324974,0.12787939049692754,0.0033333333333333335
Acridotheres cristatellus,RF,3,TRUE,0.499032125257314,0.15188073108352573,0.0033333333333333335
Acridotheres cristatellus,RF,4,TRUE,0.4418840038521255,0,0
Acridotheres cristatellus,RF,5,TRUE,0.7496802448509889,0.50863572202939,0.013333333333333334
Acridotheres cristatellus,MaxEnt,1,TRUE,NA,NA,NA
Acridotheres cristatellus,MaxEnt,2,TRUE,NA,NA,NA
Acridotheres cristatellus,MaxEnt,3,TRUE,NA,NA,NA
Acridotheres cristatellus,MaxEnt,4,TRUE,NA,NA,NA
Acridotheres cristatellus,MaxEnt,5,TRUE,NA,NA,NA
Copsychus saularis,GLM,1,TRUE,0.8858068860181184,0.668465774999039,0.31870465805824255
Copsychus saularis,GLM,2,TRUE,0.6994970216042327,0.415201318752044,0.021723858331232568
Copsychus saularis,GLM,3,TRUE,0.7565158390781196,0.5562978216627492,0.1017361865443248
Copsychus saularis,GLM,4,TRUE,0.8149043071376519,0.5920760940436467,0.1898092985634997
Copsychus saularis,GLM,5,TRUE,0.889251011209499,0.5962940538358688,0.22302837013958204
Copsychus saularis,GAM,1,TRUE,0.7890691784168824,0.5510875298767044,0.11599341244749131
Copsychus saularis,GAM,2,TRUE,0.6497017764969375,0.35145244566308076,0.002601244731739236
Copsychus saularis,GAM,3,TRUE,0.6939069164752588,0.4530368980220383,0.02356316056849817
Copsychus saularis,GAM,4,TRUE,0.7922929676467819,0.5968068674316518,0.17817956772041368
Copsychus saularis,GAM,5,TRUE,0.8561969693147321,0.5553710781469428,0.13280531458428682
Copsychus saularis,GBM,1,TRUE,0.7734330260489591,0.5980627649569787,0.14046720635846976
Copsychus saularis,GBM,2,TRUE,0.6648764647225801,0.4504653012617563,0.0213294844432045
Copsychus saularis,GBM,3,TRUE,0.6619186871960978,0.4584339484151738,0.03568575395561825
Copsychus saularis,GBM,4,TRUE,0.6445183627786321,0.4083534691059718,0.021354434808534214
Copsychus saularis,GBM,5,TRUE,0.7534554037690153,0.5983206774472953,0.11009057845853513
Copsychus saularis,RF,1,TRUE,0.6799995402821795,0.4327494256499558,0.01
Copsychus saularis,RF,2,TRUE,0.547777886750807,0.23954420266005094,0.0033333333333333335
Copsychus saularis,RF,3,TRUE,0.575439402486095,0.27961049238948155,0.0033333333333333335
Copsychus saularis,RF,4,TRUE,0.5409486651115923,0.20885137184757485,0.0033333333333333335
Copsychus saularis,RF,5,TRUE,0.6845389010822674,0.4463412506201805,0.016666666666666666
Copsychus saularis,MaxEnt,1,TRUE,NA,NA,NA
Copsychus saularis,MaxEnt,2,TRUE,NA,NA,NA
Copsychus saularis,MaxEnt,3,TRUE,NA,NA,NA
Copsychus saularis,MaxEnt,4,TRUE,NA,NA,NA
Copsychus saularis,MaxEnt,5,TRUE,NA,NA,NA
Chloris sinica,GLM,1,TRUE,0.8176951851203558,0.5899118968434565,0.2313555360896403
Chloris sinica,GLM,2,TRUE,0.8507330786139079,0.6269323420279349,0.2189417424980548
Chloris sinica,GLM,3,TRUE,0.5490803409162123,0.22702038514221257,0.042924118583924656
Chloris sinica,GLM,4,TRUE,0.6096035250721233,0.28096013455577507,0.06441349786271534
Chloris sinica,GLM,5,TRUE,0.855241463691006,0.5768818456939369,0.3314594294891936
Chloris sinica,GAM,1,TRUE,0.765885040183424,0.4456366571367445,0.22853715276486958
Chloris sinica,GAM,2,TRUE,0.8609293569206279,0.6329378329710416,0.2542097047461504
Chloris sinica,GAM,3,TRUE,0.4683831099651743,0.20228023527515915,0.012409354455900148
Chloris sinica,GAM,4,TRUE,0.5983306514674777,0.3176955835064983,0.026877058279018765
Chloris sinica,GAM,5,TRUE,0.7178787913510788,0.38881058872808705,0.0913173679539896
Chloris sinica,GBM,1,TRUE,0.705674841654187,0.4122547017523388,0.08090893695490502
Chloris sinica,GBM,2,TRUE,0.7738131441224567,0.5725721269153121,0.1378284557678595
Chloris sinica,GBM,3,TRUE,0.5316755297719765,0.22685118040447994,0.03986614695088223
Chloris sinica,GBM,4,TRUE,0.5809158000439092,0.2625174560495611,0.05473755763028155
Chloris sinica,GBM,5,TRUE,0.5842656145162132,0.41533142611966056,0.07728128642346746
Chloris sinica,RF,1,TRUE,0.5834167471631734,0.22419627749576998,0.016666666666666666
Chloris sinica,RF,2,TRUE,0.6228508301898881,0.29187594247606574,0.013333333333333334
Chloris sinica,RF,3,TRUE,0.5962298230064728,0,0
Chloris sinica,RF,4,TRUE,0.4866074157710723,0.13799701566007672,0.0033333333333333335
Chloris sinica,RF,5,TRUE,0.6723800320585048,0,0
Chloris sinica,MaxEnt,1,TRUE,NA,NA,NA
Chloris sinica,MaxEnt,2,TRUE,NA,NA,NA
Chloris sinica,MaxEnt,3,TRUE,NA,NA,NA
Chloris sinica,MaxEnt,4,TRUE,NA,NA,NA
Chloris sinica,MaxEnt,5,TRUE,NA,NA,NA
Nycticorax nycticorax,GLM,1,TRUE,0.8965931666872474,0.7396725101963995,0.24218571075400525
Nycticorax nycticorax,GLM,2,TRUE,0.9042359485565152,0.7249976457610245,0.1877699583879746
Nycticorax nycticorax,GLM,3,TRUE,0.7875804645215506,0.42808561319293204,0.5730789076721658
Nycticorax nycticorax,GLM,4,TRUE,0.656570596388651,0.39416463349283504,0.018048121166658403
Nycticorax nycticorax,GLM,5,TRUE,0.8354399613545748,0.5769677924408496,0.12849765537950963
Nycticorax nycticorax,GAM,1,TRUE,0.9216350191022794,0.7332445678359094,0.22351940054594033
Nycticorax nycticorax,GAM,2,TRUE,0.9009679285387575,0.7145071568864854,0.13961981079213873
Nycticorax nycticorax,GAM,3,TRUE,0.725042962273305,0.3900868616304958,0.0219639278988991
Nycticorax nycticorax,GAM,4,TRUE,0.5325141196379825,0.10444524300367553,4.058562161364248e-4
Nycticorax nycticorax,GAM,5,TRUE,0.6649990531060653,0.3423026637594828,0.023455281053671014
Nycticorax nycticorax,GBM,1,TRUE,0.9042012686069006,0.7194704056348593,0.20108147536365034
Nycticorax nycticorax,GBM,2,TRUE,0.8877429910942503,0.7236863346517071,0.13771987144781528
Nycticorax nycticorax,GBM,3,TRUE,0.6656394010522545,0.39402336966296714,0.07683729833948577
Nycticorax nycticorax,GBM,4,TRUE,0.5988000897028188,0.37155565042199035,0.026311789680609116
Nycticorax nycticorax,GBM,5,TRUE,0.6054396777927548,0.33753933154351823,0.01980900187141041
Nycticorax nycticorax,RF,1,TRUE,0.7652861484264903,0.5140208324509477,0.023333333333333334
Nycticorax nycticorax,RF,2,TRUE,0.7333059232652622,0.4019721796217075,0.02666666666666667
Nycticorax nycticorax,RF,3,TRUE,0.49484490505979956,0.12108861941849414,0.0033333333333333335
Nycticorax nycticorax,RF,4,TRUE,0.5943133726548703,0,0
Nycticorax nycticorax,RF,5,TRUE,0.4763405638221702,0.019171310835403466,0.05
Nycticorax nycticorax,MaxEnt,1,TRUE,NA,NA,NA
Nycticorax nycticorax,MaxEnt,2,TRUE,NA,NA,NA
Nycticorax nycticorax,MaxEnt,3,TRUE,NA,NA,NA
Nycticorax nycticorax,MaxEnt,4,TRUE,NA,NA,NA
Nycticorax nycticorax,MaxEnt,5,TRUE,NA,NA,NA
Ardeola bacchus,GLM,1,TRUE,0.8760872864308813,0.7055418226262318,0.22780233458778437
Ardeola bacchus,GLM,2,TRUE,0.7227167403930065,0.3854073824824029,0.15925234687600204
Ardeola bacchus,GLM,3,TRUE,0.8720982217440407,0.6286078013378686,0.2087246635448296
Ardeola bacchus,GLM,4,TRUE,0.5800120409391932,0.312307976151172,0.01285702885174753
Ardeola bacchus,GLM,5,TRUE,0.8615403482953152,0.6726496646864923,0.24054969117550956
Ardeola bacchus,GAM,1,TRUE,0.8906980368191888,0.6724177933949531,0.19087387973120534
Ardeola bacchus,GAM,2,TRUE,0.6785706664915837,0.354127717547416,0.02376307757225122
Ardeola bacchus,GAM,3,TRUE,0.6982588328065169,0.5097834149731693,0.06210341650881155
Ardeola bacchus,GAM,4,TRUE,0.558056262259424,0.09049445534171019,2.3012454940368336e-5
Ardeola bacchus,GAM,5,TRUE,0.8848112851989447,0.6732368372248843,0.12818663206104364
Ardeola bacchus,GBM,1,TRUE,0.8581131056960253,0.6694412955465587,0.11024656147074162
Ardeola bacchus,GBM,2,TRUE,0.6448764981219617,0.3929463452800097,0.05564930928522988
Ardeola bacchus,GBM,3,TRUE,0.5280290829384995,0.19318535695431072,0.023832519391106626
Ardeola bacchus,GBM,4,TRUE,0.5438969917072887,0.09812394399021196,0.013882256433853286
Ardeola bacchus,GBM,5,TRUE,0.869773177312347,0.704324676800852,0.22794789131398707
Ardeola bacchus,RF,1,TRUE,0.7203628956280396,0.44185022789193584,0.023333333333333334
Ardeola bacchus,RF,2,TRUE,0.4919054223739608,0.09484517468628684,0.0033333333333333335
Ardeola bacchus,RF,3,TRUE,0.616899278940932,0,0
Ardeola bacchus,RF,4,TRUE,0.6644122273795421,0,0
Ardeola bacchus,RF,5,TRUE,0.7164634146341463,0.46733669544200973,0.02666666666666667
Ardeola bacchus,MaxEnt,1,TRUE,NA,NA,NA
Ardeola bacchus,MaxEnt,2,TRUE,NA,NA,NA
Ardeola bacchus,MaxEnt,3,TRUE,NA,NA,NA
Ardeola bacchus,MaxEnt,4,TRUE,NA,NA,NA
Ardeola bacchus,MaxEnt,5,TRUE,NA,NA,NA
Spodiopsar sericeus,GLM,1,TRUE,0.8975331127450557,0.6672374518075728,0.31638779634909486
Spodiopsar sericeus,GLM,2,TRUE,0.7187291201467865,0.4331181157789663,0.04889914923686735
Spodiopsar sericeus,GLM,3,TRUE,0.5939354477350697,0.34481551494784,0.009194689100806123
Spodiopsar sericeus,GLM,4,TRUE,0.8902896859621531,0.6699781406541923,0.2683218435566444
Spodiopsar sericeus,GLM,5,TRUE,0.7376660479518258,0.4255754475703324,0.15277569952993175
Spodiopsar sericeus,GAM,1,TRUE,0.9013173029191336,0.667921529150689,0.348543938354221
Spodiopsar sericeus,GAM,2,TRUE,0.6519037810204659,0.4074431808346748,0.006696907102675684
Spodiopsar sericeus,GAM,3,TRUE,0.5277154659385284,0.21030595813204522,2.6332997740084163e-8
Spodiopsar sericeus,GAM,4,TRUE,0.8931263276078464,0.6661321310325508,0.26489916993188056
Spodiopsar sericeus,GAM,5,TRUE,0.5382083500842536,0.22663182475258536,0.007062492438833888
Spodiopsar sericeus,GBM,1,TRUE,0.8553611715047914,0.695755088203601,0.2663370164155142
Spodiopsar sericeus,GBM,2,TRUE,0.6539192097534519,0.49837115507780716,0.02709495717868878
Spodiopsar sericeus,GBM,3,TRUE,0.5196100259049219,0.30756843800322065,0.014386356069021068
Spodiopsar sericeus,GBM,4,TRUE,0.8184598976956147,0.5641685397471727,0.11483812411046518
Spodiopsar sericeus,GBM,5,TRUE,0.5549179276189172,0.4086956521739131,0.015761599851253125
Spodiopsar sericeus,RF,1,TRUE,0.6820063731908561,0.44552461208231064,0.013333333333333334
Spodiopsar sericeus,RF,2,TRUE,0.512419437664803,0.20109628244851807,0.0033333333333333335
Spodiopsar sericeus,RF,3,TRUE,0.40111321151018686,0,0
Spodiopsar sericeus,RF,4,TRUE,0.7188129338506638,0.4469620803215153,0.013333333333333334
Spodiopsar sericeus,RF,5,TRUE,0.5835312080335988,0,0
Spodiopsar sericeus,MaxEnt,1,TRUE,NA,NA,NA
Spodiopsar sericeus,MaxEnt,2,TRUE,NA,NA,NA
Spodiopsar sericeus,MaxEnt,3,TRUE,NA,NA,NA
Spodiopsar sericeus,MaxEnt,4,TRUE,NA,NA,NA
Spodiopsar sericeus,MaxEnt,5,TRUE,NA,NA,NA
Spodiopsar cineraceus,GLM,1,TRUE,0.857838739252661,0.6378574151394307,0.2517508061328025
Spodiopsar cineraceus,GLM,2,TRUE,0.8484320829055648,0.590961229393205,0.19118270494056416
Spodiopsar cineraceus,GLM,3,TRUE,0.5322044783365023,0.17427383793842788,0.012364225137159887
Spodiopsar cineraceus,GLM,4,TRUE,0.6956998861323113,0.42898539311563066,0.07002239392582177
Spodiopsar cineraceus,GLM,5,TRUE,0.6891432734084346,0.27458322854425576,0.6426503661318399
Spodiopsar cineraceus,GAM,1,TRUE,0.7924226963802525,0.5436053388753939,0.3242040946106105
Spodiopsar cineraceus,GAM,2,TRUE,0.8725136124444349,0.6653429583483388,0.18783503347328284
Spodiopsar cineraceus,GAM,3,TRUE,0.6415029936486104,-0.05303612605687935,0.6726372701806423
Spodiopsar cineraceus,GAM,4,TRUE,0.7385243170099504,0.426528770558688,0.04800132502251918
Spodiopsar cineraceus,GAM,5,TRUE,0.6547007657552185,0.29920707188964335,0.15321382860266985
Spodiopsar cineraceus,GBM,1,TRUE,0.7375591544429774,0.49721290064553214,0.16220045607179526
Spodiopsar cineraceus,GBM,2,TRUE,0.8220377815881275,0.6042721306364658,0.15672388416404887
Spodiopsar cineraceus,GBM,3,TRUE,0.6105538755613091,0.05447226829564311,0.028837501350660953
Spodiopsar cineraceus,GBM,4,TRUE,0.7014827448995631,0.4691275148448957,0.054617480421266254
Spodiopsar cineraceus,GBM,5,TRUE,0.6073540252014118,0.2378720734940003,0.10098367232821023
Spodiopsar cineraceus,RF,1,TRUE,0.5816795532070836,0.21986973301159396,0.016666666666666666
