species,scenario,cell_threshold,n_provinces,suitable_area_km2
Abroscopus albogularis,current,3,31,2207415.942288658
Abroscopus albogularis,current,10,30,2207415.942288658
Abroscopus albogularis,current,20,30,2207415.942288658
Abroscopus albogularis,current,50,29,2207415.942288658
Abroscopus albogularis,current,100,25,2207415.942288658
Abroscopus albogularis,current,200,23,2207415.942288658
Acanthis flammea,current,3,28,2568647.3853933783
Acanthis flammea,current,10,27,2568647.3853933783
Acanthis flammea,current,20,27,2568647.3853933783
Acanthis flammea,current,50,25,2568647.3853933783
Acanthis flammea,current,100,22,2568647.3853933783
Acanthis flammea,current,200,20,2568647.3853933783
Accipiter badius,current,3,22,437205.14136134053
Accipiter badius,current,10,22,437205.14136134053
Accipiter badius,current,20,22,437205.14136134053
Accipiter badius,current,50,21,437205.14136134053
Accipiter badius,current,100,18,437205.14136134053
Accipiter badius,current,200,17,437205.14136134053
Accipiter gularis,current,3,32,2817265.790375667
Accipiter gularis,current,10,32,2817265.790375667
Accipiter gularis,current,20,32,2817265.790375667
Accipiter gularis,current,50,31,2817265.790375667
Accipiter gularis,current,100,30,2817265.790375667
Accipiter gularis,current,200,29,2817265.790375667
Accipiter soloensis,current,3,32,3092963.831233578
Accipiter soloensis,current,10,32,3092963.831233578
Accipiter soloensis,current,20,32,3092963.831233578
Accipiter soloensis,current,50,32,3092963.831233578
Accipiter soloensis,current,100,29,3092963.831233578
Accipiter soloensis,current,200,28,3092963.831233578
Accipiter trivirgatus,current,3,24,2051410.7722390378
Accipiter trivirgatus,current,10,23,2051410.7722390378
Accipiter trivirgatus,current,20,23,2051410.7722390378
Accipiter trivirgatus,current,50,22,2051410.7722390378
Accipiter trivirgatus,current,100,20,2051410.7722390378
Accipiter trivirgatus,current,200,20,2051410.7722390378
Accipiter virgatus,current,3,27,2306011.864008288
Accipiter virgatus,current,10,26,2306011.864008288
Accipiter virgatus,current,20,25,2306011.864008288
Accipiter virgatus,current,50,25,2306011.864008288
Accipiter virgatus,current,100,24,2306011.864008288
Accipiter virgatus,current,200,22,2306011.864008288
Acridotheres cristatellus,current,3,26,2220082.49590683
Acridotheres cristatellus,current,10,26,2220082.49590683
Acridotheres cristatellus,current,20,25,2220082.49590683
Acridotheres cristatellus,current,50,25,2220082.49590683
Acridotheres cristatellus,current,100,24,2220082.49590683
Acridotheres cristatellus,current,200,24,2220082.49590683
Acridotheres tristis,current,3,30,1392416.4697166502
Acridotheres tristis,current,10,29,1392416.4697166502
Acridotheres tristis,current,20,29,1392416.4697166502
Acridotheres tristis,current,50,29,1392416.4697166502
Acridotheres tristis,current,100,27,1392416.4697166502
Acridotheres tristis,current,200,24,1392416.4697166502
Acrocephalus agricola,current,3,30,2658424.465716287
Acrocephalus agricola,current,10,30,2658424.465716287
Acrocephalus agricola,current,20,30,2658424.465716287
Acrocephalus agricola,current,50,29,2658424.465716287
Acrocephalus agricola,current,100,27,2658424.465716287
Acrocephalus agricola,current,200,22,2658424.465716287
Acrocephalus bistrigiceps,current,3,30,2425664.175317491
Acrocephalus bistrigiceps,current,10,30,2425664.175317491
Acrocephalus bistrigiceps,current,20,29,2425664.175317491
Acrocephalus bistrigiceps,current,50,28,2425664.175317491
Acrocephalus bistrigiceps,current,100,26,2425664.175317491
Acrocephalus bistrigiceps,current,200,25,2425664.175317491
Acrocephalus concinens,current,3,29,1279444.9767470288
Acrocephalus concinens,current,10,29,1279444.9767470288
Acrocephalus concinens,current,20,28,1279444.9767470288
Acrocephalus concinens,current,50,28,1279444.9767470288
Acrocephalus concinens,current,100,26,1279444.9767470288
Acrocephalus concinens,current,200,25,1279444.9767470288
Acrocephalus orientalis,current,3,33,4554956.767666699
Acrocephalus orientalis,current,10,33,4554956.767666699
Acrocephalus orientalis,current,20,33,4554956.767666699
Acrocephalus orientalis,current,50,33,4554956.767666699
Acrocephalus orientalis,current,100,30,4554956.767666699
Acrocephalus orientalis,current,200,30,4554956.767666699
Acrocephalus tangorum,current,3,33,2878243.6951134074
Acrocephalus tangorum,current,10,33,2878243.6951134074
Acrocephalus tangorum,current,20,33,2878243.6951134074
Acrocephalus tangorum,current,50,33,2878243.6951134074
Acrocephalus tangorum,current,100,31,2878243.6951134074
Acrocephalus tangorum,current,200,31,2878243.6951134074
Aegithalos bonvaloti,current,3,8,492646.46581116016
Aegithalos bonvaloti,current,10,6,492646.46581116016
Aegithalos bonvaloti,current,20,6,492646.46581116016
Aegithalos bonvaloti,current,50,6,492646.46581116016
Aegithalos bonvaloti,current,100,6,492646.46581116016
Aegithalos bonvaloti,current,200,6,492646.46581116016
Aegithalos caudatus,current,3,24,3008066.423497943
Aegithalos caudatus,current,10,23,3008066.423497943
Aegithalos caudatus,current,20,23,3008066.423497943
Aegithalos caudatus,current,50,21,3008066.423497943
Aegithalos caudatus,current,100,19,3008066.423497943
Aegithalos caudatus,current,200,17,3008066.423497943
Aegithalos concinnus,current,3,27,2228889.4333252553
Aegithalos concinnus,current,10,26,2228889.4333252553
Aegithalos concinnus,current,20,25,2228889.4333252553
Aegithalos concinnus,current,50,25,2228889.4333252553
Aegithalos concinnus,current,100,24,2228889.4333252553
Aegithalos concinnus,current,200,23,2228889.4333252553
Aegithalos fuliginosus,current,3,22,677988.5130160798
Aegithalos fuliginosus,current,10,22,677988.5130160798
Aegithalos fuliginosus,current,20,21,677988.5130160798
Aegithalos fuliginosus,current,50,19,677988.5130160798
Aegithalos fuliginosus,current,100,16,677988.5130160798
Aegithalos fuliginosus,current,200,15,677988.5130160798
Aerodramus brevirostris,current,3,31,4329807.40672193
Aerodramus brevirostris,current,10,29,4329807.40672193
Aerodramus brevirostris,current,20,27,4329807.40672193
Aerodramus brevirostris,current,50,27,4329807.40672193
Aerodramus brevirostris,current,100,26,4329807.40672193
Aerodramus brevirostris,current,200,26,4329807.40672193
Aethopyga christinae,current,3,21,1725541.0293122488
Aethopyga christinae,current,10,21,1725541.0293122488
Aethopyga christinae,current,20,21,1725541.0293122488
Aethopyga christinae,current,50,19,1725541.0293122488
Aethopyga christinae,current,100,17,1725541.0293122488
Aethopyga christinae,current,200,17,1725541.0293122488
Aethopyga gouldiae,current,3,28,2351496.65116277
Aethopyga gouldiae,current,10,26,2351496.65116277
Aethopyga gouldiae,current,20,26,2351496.65116277
Aethopyga gouldiae,current,50,25,2351496.65116277
Aethopyga gouldiae,current,100,22,2351496.65116277
Aethopyga gouldiae,current,200,22,2351496.65116277
Agropsar philippensis,current,3,16,225821.0189629612
Agropsar philippensis,current,10,15,225821.0189629612
Agropsar philippensis,current,20,13,225821.0189629612
Agropsar philippensis,current,50,13,225821.0189629612
Agropsar philippensis,current,100,10,225821.0189629612
Agropsar philippensis,current,200,9,225821.0189629612
Agropsar sturninus,current,3,32,4263032.099692375
Agropsar sturninus,current,10,32,4263032.099692375
Agropsar sturninus,current,20,32,4263032.099692375
Agropsar sturninus,current,50,31,4263032.099692375
Agropsar sturninus,current,100,30,4263032.099692375
Agropsar sturninus,current,200,30,4263032.099692375
Aix galericulata,current,3,33,3312111.5887789074
Aix galericulata,current,10,33,3312111.5887789074
Aix galericulata,current,20,33,3312111.5887789074
Aix galericulata,current,50,33,3312111.5887789074
Aix galericulata,current,100,32,3312111.5887789074
Aix galericulata,current,200,32,3312111.5887789074
Alauda gulgula,current,3,33,6218588.042866702
Alauda gulgula,current,10,33,6218588.042866702
Alauda gulgula,current,20,33,6218588.042866702
Alauda gulgula,current,50,33,6218588.042866702
Alauda gulgula,current,100,32,6218588.042866702
Alauda gulgula,current,200,32,6218588.042866702
Alaudala cheleensis,current,3,26,5803641.138786719
Alaudala cheleensis,current,10,26,5803641.138786719
Alaudala cheleensis,current,20,24,5803641.138786719
Alaudala cheleensis,current,50,23,5803641.138786719
Alaudala cheleensis,current,100,22,5803641.138786719
Alaudala cheleensis,current,200,22,5803641.138786719
Alaudala heinei,current,3,28,1504764.2603427398
Alaudala heinei,current,10,28,1504764.2603427398
Alaudala heinei,current,20,28,1504764.2603427398
Alaudala heinei,current,50,26,1504764.2603427398
Alaudala heinei,current,100,24,1504764.2603427398
Alaudala heinei,current,200,23,1504764.2603427398
Alcedo hercules,current,3,27,495013.58990465594
Alcedo hercules,current,10,25,495013.58990465594
Alcedo hercules,current,20,25,495013.58990465594
Alcedo hercules,current,50,25,495013.58990465594
Alcedo hercules,current,100,22,495013.58990465594
Alcedo hercules,current,200,21,495013.58990465594
Alcippe morrisonia,current,3,29,5628996.687307857
Alcippe morrisonia,current,10,28,5628996.687307857
Alcippe morrisonia,current,20,28,5628996.687307857
Alcippe morrisonia,current,50,25,5628996.687307857
Alcippe morrisonia,current,100,23,5628996.687307857
Alcippe morrisonia,current,200,23,5628996.687307857
Amaurornis cinerea,current,3,19,419439.75992616476
Amaurornis cinerea,current,10,18,419439.75992616476
Amaurornis cinerea,current,20,17,419439.75992616476
Amaurornis cinerea,current,50,14,419439.75992616476
Amaurornis cinerea,current,100,12,419439.75992616476
Amaurornis cinerea,current,200,11,419439.75992616476
Amaurornis phoenicurus,current,3,25,2229435.036678338
Amaurornis phoenicurus,current,10,24,2229435.036678338
Amaurornis phoenicurus,current,20,24,2229435.036678338
Amaurornis phoenicurus,current,50,24,2229435.036678338
Amaurornis phoenicurus,current,100,22,2229435.036678338
Amaurornis phoenicurus,current,200,21,2229435.036678338
Anastomus oscitans,current,3,28,2351079.719174321
Anastomus oscitans,current,10,28,2351079.719174321
Anastomus oscitans,current,20,28,2351079.719174321
Anastomus oscitans,current,50,27,2351079.719174321
Anastomus oscitans,current,100,27,2351079.719174321
Anastomus oscitans,current,200,26,2351079.719174321
Anser albifrons,current,3,33,3669167.420769647
Anser albifrons,current,10,32,3669167.420769647
Anser albifrons,current,20,32,3669167.420769647
Anser albifrons,current,50,31,3669167.420769647
Anser albifrons,current,100,29,3669167.420769647
Anser albifrons,current,200,29,3669167.420769647
Anser anser,current,3,33,7156711.362350824
Anser anser,current,10,33,7156711.362350824
Anser anser,current,20,33,7156711.362350824
Anser anser,current,50,33,7156711.362350824
Anser anser,current,100,32,7156711.362350824
Anser anser,current,200,32,7156711.362350824
Anser caerulescens,current,3,33,4629149.36509903
Anser caerulescens,current,10,33,4629149.36509903
Anser caerulescens,current,20,33,4629149.36509903
Anser caerulescens,current,50,32,4629149.36509903
Anser caerulescens,current,100,31,4629149.36509903
Anser caerulescens,current,200,31,4629149.36509903
Anser erythropus,current,3,26,1397021.4711009
Anser erythropus,current,10,25,1397021.4711009
Anser erythropus,current,20,23,1397021.4711009
Anser erythropus,current,50,23,1397021.4711009
Anser erythropus,current,100,23,1397021.4711009
Anser erythropus,current,200,22,1397021.4711009
Anser fabalis,current,3,31,2297802.9043438677
Anser fabalis,current,10,30,2297802.9043438677
Anser fabalis,current,20,28,2297802.9043438677
Anser fabalis,current,50,28,2297802.9043438677
Anser fabalis,current,100,27,2297802.9043438677
Anser fabalis,current,200,27,2297802.9043438677
Anser indicus,current,3,32,4285900.860814102
Anser indicus,current,10,32,4285900.860814102
Anser indicus,current,20,32,4285900.860814102
Anser indicus,current,50,31,4285900.860814102
Anser indicus,current,100,30,4285900.860814102
Anser indicus,current,200,30,4285900.860814102
Anthus godlewskii,current,3,31,1187310.3855936204
Anthus godlewskii,current,10,31,1187310.3855936204
Anthus godlewskii,current,20,31,1187310.3855936204
Anthus godlewskii,current,50,29,1187310.3855936204
Anthus godlewskii,current,100,29,1187310.3855936204
Anthus godlewskii,current,200,28,1187310.3855936204
Anthus gustavi,current,3,27,1415838.3565222428
Anthus gustavi,current,10,25,1415838.3565222428
Anthus gustavi,current,20,24,1415838.3565222428
Anthus gustavi,current,50,23,1415838.3565222428
Anthus gustavi,current,100,22,1415838.3565222428
Anthus gustavi,current,200,21,1415838.3565222428
Anthus pratensis,current,3,33,6738259.616351812
Anthus pratensis,current,10,32,6738259.616351812
Anthus pratensis,current,20,32,6738259.616351812
Anthus pratensis,current,50,31,6738259.616351812
Anthus pratensis,current,100,30,6738259.616351812
Anthus pratensis,current,200,30,6738259.616351812
Anthus richardi,current,3,27,2366300.6724674255
Anthus richardi,current,10,27,2366300.6724674255
Anthus richardi,current,20,27,2366300.6724674255
Anthus richardi,current,50,26,2366300.6724674255
Anthus richardi,current,100,25,2366300.6724674255
Anthus richardi,current,200,23,2366300.6724674255
Anthus roseatus,current,3,32,6223394.2630648995
Anthus roseatus,current,10,32,6223394.2630648995
Anthus roseatus,current,20,32,6223394.2630648995
Anthus roseatus,current,50,32,6223394.2630648995
Anthus roseatus,current,100,31,6223394.2630648995
Anthus roseatus,current,200,30,6223394.2630648995
Anthus trivialis,current,3,33,2647294.6561938557
Anthus trivialis,current,10,33,2647294.6561938557
Anthus trivialis,current,20,33,2647294.6561938557
Anthus trivialis,current,50,32,2647294.6561938557
Anthus trivialis,current,100,30,2647294.6561938557
Anthus trivialis,current,200,27,2647294.6561938557
Aquila fasciata,current,3,19,1616463.510876371
Aquila fasciata,current,10,18,1616463.510876371
Aquila fasciata,current,20,18,1616463.510876371
Aquila fasciata,current,50,18,1616463.510876371
Aquila fasciata,current,100,17,1616463.510876371
Aquila fasciata,current,200,17,1616463.510876371
Aquila heliaca,current,3,29,2084204.0947708096
Aquila heliaca,current,10,28,2084204.0947708096
Aquila heliaca,current,20,28,2084204.0947708096
Aquila heliaca,current,50,26,2084204.0947708096
Aquila heliaca,current,100,22,2084204.0947708096
Aquila heliaca,current,200,21,2084204.0947708096
Ardea intermedia,current,3,29,2594121.686769237
Ardea intermedia,current,10,28,2594121.686769237
Ardea intermedia,current,20,28,2594121.686769237
Ardea intermedia,current,50,28,2594121.686769237
Ardea intermedia,current,100,27,2594121.686769237
Ardea intermedia,current,200,27,2594121.686769237
Ardea purpurea,current,3,31,2962386.694393053
Ardea purpurea,current,10,30,2962386.694393053
Ardea purpurea,current,20,30,2962386.694393053
Ardea purpurea,current,50,30,2962386.694393053
Ardea purpurea,current,100,29,2962386.694393053
Ardea purpurea,current,200,29,2962386.694393053
Ardeola bacchus,current,3,28,2510446.992016675
Ardeola bacchus,current,10,28,2510446.992016675
Ardeola bacchus,current,20,28,2510446.992016675
Ardeola bacchus,current,50,28,2510446.992016675
Ardeola bacchus,current,100,26,2510446.992016675
Ardeola bacchus,current,200,26,2510446.992016675
Arenaria interpres,current,3,33,1436653.2584238339
Arenaria interpres,current,10,33,1436653.2584238339
Arenaria interpres,current,20,33,1436653.2584238339
Arenaria interpres,current,50,33,1436653.2584238339
Arenaria interpres,current,100,31,1436653.2584238339
Arenaria interpres,current,200,28,1436653.2584238339
Artamus fuscus,current,3,21,737401.7097490743
Artamus fuscus,current,10,21,737401.7097490743
Artamus fuscus,current,20,20,737401.7097490743
Artamus fuscus,current,50,19,737401.7097490743
Artamus fuscus,current,100,17,737401.7097490743
Artamus fuscus,current,200,14,737401.7097490743
Asio flammeus,current,3,30,1944259.6367686458
Asio flammeus,current,10,30,1944259.6367686458
Asio flammeus,current,20,29,1944259.6367686458
Asio flammeus,current,50,29,1944259.6367686458
Asio flammeus,current,100,28,1944259.6367686458
Asio flammeus,current,200,27,1944259.6367686458
Athene noctua,current,3,28,5803466.100913731
Athene noctua,current,10,28,5803466.100913731
Athene noctua,current,20,28,5803466.100913731
Athene noctua,current,50,27,5803466.100913731
Athene noctua,current,100,26,5803466.100913731
Athene noctua,current,200,25,5803466.100913731
Aviceda jerdoni,current,3,25,1043408.4172726986
Aviceda jerdoni,current,10,24,1043408.4172726986
Aviceda jerdoni,current,20,23,1043408.4172726986
Aviceda jerdoni,current,50,21,1043408.4172726986
Aviceda jerdoni,current,100,18,1043408.4172726986
Aviceda jerdoni,current,200,18,1043408.4172726986
Aviceda leuphotes,current,3,25,1978583.1608154068
Aviceda leuphotes,current,10,24,1978583.1608154068
Aviceda leuphotes,current,20,24,1978583.1608154068
Aviceda leuphotes,current,50,24,1978583.1608154068
Aviceda leuphotes,current,100,22,1978583.1608154068
Aviceda leuphotes,current,200,21,1978583.1608154068
Aythya fuligula,current,3,33,3253644.215169846
Aythya fuligula,current,10,33,3253644.215169846
Aythya fuligula,current,20,33,3253644.215169846
Aythya fuligula,current,50,33,3253644.215169846
Aythya fuligula,current,100,32,3253644.215169846
Aythya fuligula,current,200,32,3253644.215169846
Aythya nyroca,current,3,33,4139580.9391561416
Aythya nyroca,current,10,33,4139580.9391561416
Aythya nyroca,current,20,33,4139580.9391561416
Aythya nyroca,current,50,32,4139580.9391561416
Aythya nyroca,current,100,32,4139580.9391561416
Aythya nyroca,current,200,32,4139580.9391561416
Bombycilla japonica,current,3,33,5268198.635825368
Bombycilla japonica,current,10,33,5268198.635825368
Bombycilla japonica,current,20,33,5268198.635825368
Bombycilla japonica,current,50,33,5268198.635825368
Bombycilla japonica,current,100,32,5268198.635825368
Bombycilla japonica,current,200,32,5268198.635825368
Branta bernicla,current,3,33,7338527.348983086
Branta bernicla,current,10,33,7338527.348983086
Branta bernicla,current,20,33,7338527.348983086
Branta bernicla,current,50,33,7338527.348983086
Branta bernicla,current,100,32,7338527.348983086
Branta bernicla,current,200,32,7338527.348983086
Branta hutchinsii,current,3,28,1497291.2448081304
Branta hutchinsii,current,10,27,1497291.2448081304
Branta hutchinsii,current,20,27,1497291.2448081304
Branta hutchinsii,current,50,25,1497291.2448081304
Branta hutchinsii,current,100,24,1497291.2448081304
Branta hutchinsii,current,200,22,1497291.2448081304
Branta leucopsis,current,3,21,956933.4456798343
Branta leucopsis,current,10,18,956933.4456798343
Branta leucopsis,current,20,18,956933.4456798343
Branta leucopsis,current,50,17,956933.4456798343
Branta leucopsis,current,100,16,956933.4456798343
Branta leucopsis,current,200,15,956933.4456798343
Branta ruficollis,current,3,30,1860386.845845986
Branta ruficollis,current,10,29,1860386.845845986
Branta ruficollis,current,20,29,1860386.845845986
Branta ruficollis,current,50,27,1860386.845845986
Branta ruficollis,current,100,26,1860386.845845986
Branta ruficollis,current,200,25,1860386.845845986
Bubo nipalensis,current,3,32,5041617.874060971
Bubo nipalensis,current,10,31,5041617.874060971
Bubo nipalensis,current,20,31,5041617.874060971
Bubo nipalensis,current,50,30,5041617.874060971
Bubo nipalensis,current,100,29,5041617.874060971
Bubo nipalensis,current,200,27,5041617.874060971
Bucanetes mongolicus,current,3,24,1694652.618104099
Bucanetes mongolicus,current,10,23,1694652.618104099
Bucanetes mongolicus,current,20,21,1694652.618104099
Bucanetes mongolicus,current,50,17,1694652.618104099
Bucanetes mongolicus,current,100,14,1694652.618104099
Bucanetes mongolicus,current,200,14,1694652.618104099
Bulweria bulwerii,current,3,14,676018.0543977383
Bulweria bulwerii,current,10,12,676018.0543977383
Bulweria bulwerii,current,20,9,676018.0543977383
Bulweria bulwerii,current,50,9,676018.0543977383
Bulweria bulwerii,current,100,8,676018.0543977383
Bulweria bulwerii,current,200,7,676018.0543977383
Butastur indicus,current,3,32,2486920.378381045
Butastur indicus,current,10,32,2486920.378381045
Butastur indicus,current,20,31,2486920.378381045
Butastur indicus,current,50,31,2486920.378381045
Butastur indicus,current,100,29,2486920.378381045
Butastur indicus,current,200,29,2486920.378381045
Cacomantis merulinus,current,3,17,807418.3625538886
Cacomantis merulinus,current,10,17,807418.3625538886
Cacomantis merulinus,current,20,17,807418.3625538886
Cacomantis merulinus,current,50,17,807418.3625538886
Cacomantis merulinus,current,100,15,807418.3625538886
Cacomantis merulinus,current,200,13,807418.3625538886
Calandrella brachydactyla,current,3,20,567649.4519694468
Calandrella brachydactyla,current,10,17,567649.4519694468
Calandrella brachydactyla,current,20,17,567649.4519694468
Calandrella brachydactyla,current,50,13,567649.4519694468
Calandrella brachydactyla,current,100,11,567649.4519694468
Calandrella brachydactyla,current,200,10,567649.4519694468
Calidris acuminata,current,3,30,2129630.846432902
Calidris acuminata,current,10,30,2129630.846432902
Calidris acuminata,current,20,29,2129630.846432902
Calidris acuminata,current,50,29,2129630.846432902
Calidris acuminata,current,100,28,2129630.846432902
Calidris acuminata,current,200,27,2129630.846432902
Calidris alba,current,3,32,1230383.9464058073
Calidris alba,current,10,32,1230383.9464058073
Calidris alba,current,20,32,1230383.9464058073
Calidris alba,current,50,29,1230383.9464058073
Calidris alba,current,100,27,1230383.9464058073
Calidris alba,current,200,25,1230383.9464058073
Calidris alpina,current,3,31,1876237.946636081
Calidris alpina,current,10,30,1876237.946636081
Calidris alpina,current,20,29,1876237.946636081
Calidris alpina,current,50,29,1876237.946636081
Calidris alpina,current,100,27,1876237.946636081
Calidris alpina,current,200,26,1876237.946636081
Calidris canutus,current,3,30,984702.9567728945
Calidris canutus,current,10,29,984702.9567728945
Calidris canutus,current,20,29,984702.9567728945
Calidris canutus,current,50,28,984702.9567728945
Calidris canutus,current,100,26,984702.9567728945
Calidris canutus,current,200,25,984702.9567728945
Calidris falcinellus,current,3,29,1089045.6885226152
Calidris falcinellus,current,10,29,1089045.6885226152
Calidris falcinellus,current,20,28,1089045.6885226152
Calidris falcinellus,current,50,27,1089045.6885226152
Calidris falcinellus,current,100,25,1089045.6885226152
Calidris falcinellus,current,200,24,1089045.6885226152
Calidris melanotos,current,3,32,2733120.119497309
Calidris melanotos,current,10,32,2733120.119497309
Calidris melanotos,current,20,32,2733120.119497309
Calidris melanotos,current,50,29,2733120.119497309
Calidris melanotos,current,100,29,2733120.119497309
Calidris melanotos,current,200,28,2733120.119497309
Calidris minuta,current,3,33,2616934.0476357457
Calidris minuta,current,10,33,2616934.0476357457
Calidris minuta,current,20,33,2616934.0476357457
Calidris minuta,current,50,32,2616934.0476357457
Calidris minuta,current,100,32,2616934.0476357457
Calidris minuta,current,200,32,2616934.0476357457
Calidris pugnax,current,3,33,4079239.018489943
Calidris pugnax,current,10,33,4079239.018489943
Calidris pugnax,current,20,33,4079239.018489943
Calidris pugnax,current,50,33,4079239.018489943
Calidris pugnax,current,100,32,4079239.018489943
Calidris pugnax,current,200,31,4079239.018489943
Calidris pygmaea,current,3,24,713114.1312272447
Calidris pygmaea,current,10,23,713114.1312272447
Calidris pygmaea,current,20,22,713114.1312272447
Calidris pygmaea,current,50,19,713114.1312272447
Calidris pygmaea,current,100,17,713114.1312272447
Calidris pygmaea,current,200,16,713114.1312272447
Calidris subminuta,current,3,33,2812378.250658572
Calidris subminuta,current,10,33,2812378.250658572
Calidris subminuta,current,20,33,2812378.250658572
Calidris subminuta,current,50,33,2812378.250658572
Calidris subminuta,current,100,32,2812378.250658572
Calidris subminuta,current,200,32,2812378.250658572
Calidris tenuirostris,current,3,27,1169268.9094500316
Calidris tenuirostris,current,10,26,1169268.9094500316
Calidris tenuirostris,current,20,25,1169268.9094500316
Calidris tenuirostris,current,50,25,1169268.9094500316
Calidris tenuirostris,current,100,24,1169268.9094500316
Calidris tenuirostris,current,200,22,1169268.9094500316
Calliope obscura,current,3,23,1216129.7307247561
Calliope obscura,current,10,18,1216129.7307247561
Calliope obscura,current,20,18,1216129.7307247561
Calliope obscura,current,50,18,1216129.7307247561
Calliope obscura,current,100,16,1216129.7307247561
Calliope obscura,current,200,14,1216129.7307247561
Calonectris leucomelas,current,3,32,3094670.246480928
Calonectris leucomelas,current,10,31,3094670.246480928
Calonectris leucomelas,current,20,30,3094670.246480928
Calonectris leucomelas,current,50,27,3094670.246480928
Calonectris leucomelas,current,100,26,3094670.246480928
Calonectris leucomelas,current,200,23,3094670.246480928
Caprimulgus macrurus,current,3,12,227158.55703038693
Caprimulgus macrurus,current,10,12,227158.55703038693
Caprimulgus macrurus,current,20,12,227158.55703038693
Caprimulgus macrurus,current,50,11,227158.55703038693
Caprimulgus macrurus,current,100,10,227158.55703038693
Caprimulgus macrurus,current,200,10,227158.55703038693
Carduelis carduelis,current,3,10,386333.81602561724
Carduelis carduelis,current,10,8,386333.81602561724
Carduelis carduelis,current,20,7,386333.81602561724
Carduelis carduelis,current,50,6,386333.81602561724
Carduelis carduelis,current,100,4,386333.81602561724
Carduelis carduelis,current,200,2,386333.81602561724
Carpodacus roborowskii,current,3,30,3247606.5671474775
Carpodacus roborowskii,current,10,30,3247606.5671474775
Carpodacus roborowskii,current,20,30,3247606.5671474775
Carpodacus roborowskii,current,50,27,3247606.5671474775
Carpodacus roborowskii,current,100,25,3247606.5671474775
Carpodacus roborowskii,current,200,23,3247606.5671474775
Carpodacus vinaceus,current,3,23,1198969.8073927104
Carpodacus vinaceus,current,10,23,1198969.8073927104
Carpodacus vinaceus,current,20,23,1198969.8073927104
Carpodacus vinaceus,current,50,22,1198969.8073927104
Carpodacus vinaceus,current,100,21,1198969.8073927104
Carpodacus vinaceus,current,200,20,1198969.8073927104
Cecropis daurica,current,3,32,2947259.318932538
Cecropis daurica,current,10,32,2947259.318932538
Cecropis daurica,current,20,32,2947259.318932538
Cecropis daurica,current,50,32,2947259.318932538
Cecropis daurica,current,100,29,2947259.318932538
Cecropis daurica,current,200,29,2947259.318932538
Cecropis striolata,current,3,15,847347.9369178147
Cecropis striolata,current,10,14,847347.9369178147
Cecropis striolata,current,20,14,847347.9369178147
Cecropis striolata,current,50,13,847347.9369178147
Cecropis striolata,current,100,11,847347.9369178147
Cecropis striolata,current,200,11,847347.9369178147
Centropus bengalensis,current,3,23,2176524.523037946
Centropus bengalensis,current,10,23,2176524.523037946
Centropus bengalensis,current,20,23,2176524.523037946
Centropus bengalensis,current,50,23,2176524.523037946
Centropus bengalensis,current,100,20,2176524.523037946
Centropus bengalensis,current,200,20,2176524.523037946
Cephalopyrus flammiceps,current,3,33,4220485.76036251
Cephalopyrus flammiceps,current,10,33,4220485.76036251
Cephalopyrus flammiceps,current,20,33,4220485.76036251
Cephalopyrus flammiceps,current,50,32,4220485.76036251
Cephalopyrus flammiceps,current,100,30,4220485.76036251
Cephalopyrus flammiceps,current,200,30,4220485.76036251
Certhia familiaris,current,3,24,2792302.047492628
Certhia familiaris,current,10,24,2792302.047492628
Certhia familiaris,current,20,23,2792302.047492628
Certhia familiaris,current,50,22,2792302.047492628
Certhia familiaris,current,100,21,2792302.047492628
Certhia familiaris,current,200,20,2792302.047492628
Certhia himalayana,current,3,17,955711.4471397443
Certhia himalayana,current,10,17,955711.4471397443
Certhia himalayana,current,20,17,955711.4471397443
Certhia himalayana,current,50,15,955711.4471397443
Certhia himalayana,current,100,15,955711.4471397443
Certhia himalayana,current,200,14,955711.4471397443
Certhia tianquanensis,current,3,24,701329.683745989
Certhia tianquanensis,current,10,24,701329.683745989
Certhia tianquanensis,current,20,24,701329.683745989
Certhia tianquanensis,current,50,24,701329.683745989
Certhia tianquanensis,current,100,23,701329.683745989
Certhia tianquanensis,current,200,21,701329.683745989
Ceryle rudis,current,3,25,2274831.367867561
Ceryle rudis,current,10,25,2274831.367867561
Ceryle rudis,current,20,24,2274831.367867561
Ceryle rudis,current,50,23,2274831.367867561
Ceryle rudis,current,100,23,2274831.367867561
Ceryle rudis,current,200,22,2274831.367867561
Cettia brunnifrons,current,3,32,2030246.6527173386
Cettia brunnifrons,current,10,31,2030246.6527173386
Cettia brunnifrons,current,20,30,2030246.6527173386
Cettia brunnifrons,current,50,29,2030246.6527173386
Cettia brunnifrons,current,100,29,2030246.6527173386
Cettia brunnifrons,current,200,27,2030246.6527173386
Cettia castaneocoronata,current,3,32,2854931.872134425
Cettia castaneocoronata,current,10,30,2854931.872134425
Cettia castaneocoronata,current,20,28,2854931.872134425
Cettia castaneocoronata,current,50,27,2854931.872134425
Cettia castaneocoronata,current,100,26,2854931.872134425
Cettia castaneocoronata,current,200,26,2854931.872134425
Chalcophaps indica,current,3,11,367567.4569659016
Chalcophaps indica,current,10,11,367567.4569659016
Chalcophaps indica,current,20,10,367567.4569659016
Chalcophaps indica,current,50,10,367567.4569659016
Chalcophaps indica,current,100,8,367567.4569659016
Chalcophaps indica,current,200,8,367567.4569659016
Charadrius atrifrons,current,3,28,1917297.5219502577
