algorithm,mean_auc,mean_tss,mean_threshold,available,species
MaxEnt,NA,NA,NA,TRUE,Pterorhinus sannio
RF,0.5688688839491604,0.2586822955438826,0.006,TRUE,Pterorhinus sannio
GAM,0.6656450790656726,0.3147486433980202,0.1061652734356981,TRUE,Fringilla montifringilla
GBM,0.6643953271458288,0.26497748052097714,0.053841268121484195,TRUE,Fringilla montifringilla
GLM,0.6609102538703836,0.3454336952480077,0.11964424333473082,TRUE,Fringilla montifringilla
MaxEnt,NA,NA,NA,TRUE,Fringilla montifringilla
RF,0.6287256215728648,0.09103482702462307,0.006,TRUE,Fringilla montifringilla
GAM,0.7186068619731899,0.4396455818333766,0.06917243765752297,TRUE,Gracupica nigricollis
GBM,0.6774610957209545,0.5249839283853329,0.0403815829430981,TRUE,Gracupica nigricollis
GLM,0.7937048293879015,0.5671906445085904,0.18704159593576522,TRUE,Gracupica nigricollis
MaxEnt,NA,NA,NA,TRUE,Gracupica nigricollis
RF,0.6488890535268812,0.3011445825296769,0.007333333333333333,TRUE,Gracupica nigricollis
GAM,0.6845363370472397,0.43454594468814994,0.07233860526334869,TRUE,Lonchura striata
GBM,0.624826012286236,0.45462422759920396,0.06492052287443802,TRUE,Lonchura striata
GLM,0.7363990474931328,0.4727517675010295,0.11545423663084368,TRUE,Lonchura striata
MaxEnt,NA,NA,NA,TRUE,Lonchura striata
RF,0.5755224869138728,0.26873963146033375,0.006666666666666667,TRUE,Lonchura striata
GAM,0.6989142725186334,0.4632838168283968,0.0820133127324327,TRUE,Hypsipetes leucocephalus
GBM,0.6603372467541547,0.471388289917528,0.05912028568257312,TRUE,Hypsipetes leucocephalus
GLM,0.734405864233086,0.5422924172746114,0.15241575184312608,TRUE,Hypsipetes leucocephalus
MaxEnt,NA,NA,NA,TRUE,Hypsipetes leucocephalus
RF,0.611471535608711,0.33336261622436186,0.007333333333333333,TRUE,Hypsipetes leucocephalus
GAM,0.7095829059488348,0.4465760935307267,0.09921991843344752,TRUE,Pardaliparus venustulus
GBM,0.6735716872240464,0.43500858954502347,0.06338344736380573,TRUE,Pardaliparus venustulus
GLM,0.7371376538397912,0.4397135161515766,0.16901110704854636,TRUE,Pardaliparus venustulus
MaxEnt,NA,NA,NA,TRUE,Pardaliparus venustulus
RF,0.6127310592673114,0.24421521637046686,0.010666666666666666,TRUE,Pardaliparus venustulus
GAM,0.820262241712674,0.62996551571133,0.23489974885346293,TRUE,Pycnonotus jocosus
GBM,0.7743818737415047,0.5159794456474179,0.1563924909040347,TRUE,Pycnonotus jocosus
GLM,0.8357796928272697,0.6293643554907982,0.24461199265647487,TRUE,Pycnonotus jocosus
MaxEnt,NA,NA,NA,TRUE,Pycnonotus jocosus
RF,0.7381422589826898,0.4437631703877773,0.03740000000000009,TRUE,Pycnonotus jocosus
GAM,0.6681842315262837,0.3587670097069626,0.10683267246231153,TRUE,Pycnonotus xanthorrhous
GBM,0.611933878275975,0.3072339970735486,0.06631236416963812,TRUE,Pycnonotus xanthorrhous
GLM,0.6584151935432339,0.3694758224819705,0.1500862227103703,TRUE,Pycnonotus xanthorrhous
MaxEnt,NA,NA,NA,TRUE,Pycnonotus xanthorrhous
