species,threshold_type,threshold_name,algorithm,threshold_value
Spinus spinus,algorithm_mean_threshold,mean_threshold,GAM,0.11188949493988527
Spinus spinus,algorithm_mean_threshold,mean_threshold,GBM,0.030622776140242867
Spinus spinus,algorithm_mean_threshold,mean_threshold,GLM,0.10319109721509741
Spinus spinus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Spinus spinus,algorithm_mean_threshold,mean_threshold,RF,0.002666666666666667
Spinus spinus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.10319109721509741
Emberiza chrysophrys,model_config,presence_cell_threshold,NA,10
Emberiza chrysophrys,model_config,presence_cell_maximum,NA,10000
Emberiza chrysophrys,model_config,pseudoabsence_multiplier,NA,3
Emberiza chrysophrys,model_config,pseudoabsence_minimum,NA,1000
Emberiza chrysophrys,model_config,pseudoabsence_maximum,NA,20000
Emberiza chrysophrys,model_config,cv_folds,NA,5
Emberiza chrysophrys,model_config,cv_presence_threshold_spatial,NA,20
Emberiza chrysophrys,model_config,tss_selection_threshold,NA,0.6
Emberiza chrysophrys,model_config,buffer_km,NA,500
Emberiza chrysophrys,algorithm_mean_threshold,mean_threshold,GAM,0.27699833383030087
Emberiza chrysophrys,algorithm_mean_threshold,mean_threshold,GBM,0.08411387498263496
Emberiza chrysophrys,algorithm_mean_threshold,mean_threshold,GLM,0.13918057253413144
Emberiza chrysophrys,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Emberiza chrysophrys,algorithm_mean_threshold,mean_threshold,RF,0.028
Emberiza chrysophrys,ensemble_binary_threshold,ensemble_binary_threshold,GBM,0.08411387498263496
Pericrocotus cantonensis,model_config,presence_cell_threshold,NA,10
Pericrocotus cantonensis,model_config,presence_cell_maximum,NA,10000
Pericrocotus cantonensis,model_config,pseudoabsence_multiplier,NA,3
Pericrocotus cantonensis,model_config,pseudoabsence_minimum,NA,1000
Pericrocotus cantonensis,model_config,pseudoabsence_maximum,NA,20000
Pericrocotus cantonensis,model_config,cv_folds,NA,5
Pericrocotus cantonensis,model_config,cv_presence_threshold_spatial,NA,20
Pericrocotus cantonensis,model_config,tss_selection_threshold,NA,0.6
Pericrocotus cantonensis,model_config,buffer_km,NA,500
Pericrocotus cantonensis,algorithm_mean_threshold,mean_threshold,GAM,0.1499769118938787
Pericrocotus cantonensis,algorithm_mean_threshold,mean_threshold,GBM,0.057034756475121996
Pericrocotus cantonensis,algorithm_mean_threshold,mean_threshold,GLM,0.2224832041221248
Pericrocotus cantonensis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Pericrocotus cantonensis,algorithm_mean_threshold,mean_threshold,RF,0.017333333333333333
Pericrocotus cantonensis,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.2224832041221248
Anser fabalis,model_config,presence_cell_threshold,NA,10
Anser fabalis,model_config,presence_cell_maximum,NA,10000
Anser fabalis,model_config,pseudoabsence_multiplier,NA,3
Anser fabalis,model_config,pseudoabsence_minimum,NA,1000
Anser fabalis,model_config,pseudoabsence_maximum,NA,20000
Anser fabalis,model_config,cv_folds,NA,5
Anser fabalis,model_config,cv_presence_threshold_spatial,NA,20
Anser fabalis,model_config,tss_selection_threshold,NA,0.6
Anser fabalis,model_config,buffer_km,NA,500
Anser fabalis,algorithm_mean_threshold,mean_threshold,GAM,0.15093559964039427
Anser fabalis,algorithm_mean_threshold,mean_threshold,GBM,0.08855766103711164
Anser fabalis,algorithm_mean_threshold,mean_threshold,GLM,0.14134786395345203
Anser fabalis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Anser fabalis,algorithm_mean_threshold,mean_threshold,RF,0.020666666666666667
Anser fabalis,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.15093559964039427
Cisticola juncidis,model_config,presence_cell_threshold,NA,10
Cisticola juncidis,model_config,presence_cell_maximum,NA,10000
Cisticola juncidis,model_config,pseudoabsence_multiplier,NA,3
Cisticola juncidis,model_config,pseudoabsence_minimum,NA,1000
Cisticola juncidis,model_config,pseudoabsence_maximum,NA,20000
Cisticola juncidis,model_config,cv_folds,NA,5
Cisticola juncidis,model_config,cv_presence_threshold_spatial,NA,20
Cisticola juncidis,model_config,tss_selection_threshold,NA,0.6
Cisticola juncidis,model_config,buffer_km,NA,500
Cisticola juncidis,algorithm_mean_threshold,mean_threshold,GAM,0.15830308666008458
Cisticola juncidis,algorithm_mean_threshold,mean_threshold,GBM,0.0728776698212596
Cisticola juncidis,algorithm_mean_threshold,mean_threshold,GLM,0.17760805327046575
Cisticola juncidis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Cisticola juncidis,algorithm_mean_threshold,mean_threshold,RF,0.018666666666666668
Cisticola juncidis,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17760805327046575
Psilopogon virens,model_config,presence_cell_threshold,NA,10
Psilopogon virens,model_config,presence_cell_maximum,NA,10000
Psilopogon virens,model_config,pseudoabsence_multiplier,NA,3
Psilopogon virens,model_config,pseudoabsence_minimum,NA,1000
Psilopogon virens,model_config,pseudoabsence_maximum,NA,20000
Psilopogon virens,model_config,cv_folds,NA,5
Psilopogon virens,model_config,cv_presence_threshold_spatial,NA,20
Psilopogon virens,model_config,tss_selection_threshold,NA,0.6
Psilopogon virens,model_config,buffer_km,NA,500
Psilopogon virens,algorithm_mean_threshold,mean_threshold,GAM,0.09502100607992671
Psilopogon virens,algorithm_mean_threshold,mean_threshold,GBM,0.04520097188448581
Psilopogon virens,algorithm_mean_threshold,mean_threshold,GLM,0.17842083713829926
Psilopogon virens,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Psilopogon virens,algorithm_mean_threshold,mean_threshold,RF,0.010666666666666666
Psilopogon virens,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17842083713829926
Megaceryle lugubris,model_config,presence_cell_threshold,NA,10
Megaceryle lugubris,model_config,presence_cell_maximum,NA,10000
Megaceryle lugubris,model_config,pseudoabsence_multiplier,NA,3
Megaceryle lugubris,model_config,pseudoabsence_minimum,NA,1000
Megaceryle lugubris,model_config,pseudoabsence_maximum,NA,20000
Megaceryle lugubris,model_config,cv_folds,NA,5
Megaceryle lugubris,model_config,cv_presence_threshold_spatial,NA,20
Megaceryle lugubris,model_config,tss_selection_threshold,NA,0.6
Megaceryle lugubris,model_config,buffer_km,NA,500
Megaceryle lugubris,algorithm_mean_threshold,mean_threshold,GAM,0.036246946436174265
Megaceryle lugubris,algorithm_mean_threshold,mean_threshold,GBM,0.03647716700342093
Megaceryle lugubris,algorithm_mean_threshold,mean_threshold,GLM,0.04764912972812667
Megaceryle lugubris,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Megaceryle lugubris,algorithm_mean_threshold,mean_threshold,RF,0.006
Megaceryle lugubris,ensemble_binary_threshold,ensemble_binary_threshold,GBM,0.03647716700342093
Anser anser,model_config,presence_cell_threshold,NA,10
Anser anser,model_config,presence_cell_maximum,NA,10000
Anser anser,model_config,pseudoabsence_multiplier,NA,3
Anser anser,model_config,pseudoabsence_minimum,NA,1000
Anser anser,model_config,pseudoabsence_maximum,NA,20000
Anser anser,model_config,cv_folds,NA,5
Anser anser,model_config,cv_presence_threshold_spatial,NA,20
Anser anser,model_config,tss_selection_threshold,NA,0.6
Anser anser,model_config,buffer_km,NA,500
Anser anser,algorithm_mean_threshold,mean_threshold,GAM,0.01560733532240018
Anser anser,algorithm_mean_threshold,mean_threshold,GBM,0.12648549825696262
Anser anser,algorithm_mean_threshold,mean_threshold,GLM,0.05155232056906787
Anser anser,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Anser anser,algorithm_mean_threshold,mean_threshold,RF,0
Anser anser,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.05155232056906787
Phoenicurus leucocephalus,model_config,presence_cell_threshold,NA,10
Phoenicurus leucocephalus,model_config,presence_cell_maximum,NA,10000
Phoenicurus leucocephalus,model_config,pseudoabsence_multiplier,NA,3
Phoenicurus leucocephalus,model_config,pseudoabsence_minimum,NA,1000
Phoenicurus leucocephalus,model_config,pseudoabsence_maximum,NA,20000
Phoenicurus leucocephalus,model_config,cv_folds,NA,5
Phoenicurus leucocephalus,model_config,cv_presence_threshold_spatial,NA,20
Phoenicurus leucocephalus,model_config,tss_selection_threshold,NA,0.6
Phoenicurus leucocephalus,model_config,buffer_km,NA,500
Phoenicurus leucocephalus,algorithm_mean_threshold,mean_threshold,GAM,0.17346026871907033
Phoenicurus leucocephalus,algorithm_mean_threshold,mean_threshold,GBM,0.09980968498717457
Phoenicurus leucocephalus,algorithm_mean_threshold,mean_threshold,GLM,0.23847176891426827
Phoenicurus leucocephalus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Phoenicurus leucocephalus,algorithm_mean_threshold,mean_threshold,RF,0.01
Phoenicurus leucocephalus,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.17346026871907033
Pernis ptilorhynchus,model_config,presence_cell_threshold,NA,10
Pernis ptilorhynchus,model_config,presence_cell_maximum,NA,10000
Pernis ptilorhynchus,model_config,pseudoabsence_multiplier,NA,3
Pernis ptilorhynchus,model_config,pseudoabsence_minimum,NA,1000
Pernis ptilorhynchus,model_config,pseudoabsence_maximum,NA,20000
Pernis ptilorhynchus,model_config,cv_folds,NA,5
Pernis ptilorhynchus,model_config,cv_presence_threshold_spatial,NA,20
Pernis ptilorhynchus,model_config,tss_selection_threshold,NA,0.6
Pernis ptilorhynchus,model_config,buffer_km,NA,500
Pernis ptilorhynchus,algorithm_mean_threshold,mean_threshold,GAM,0.2182536852105073
Pernis ptilorhynchus,algorithm_mean_threshold,mean_threshold,GBM,0.06655678417014335
Pernis ptilorhynchus,algorithm_mean_threshold,mean_threshold,GLM,0.22045997263216366
Pernis ptilorhynchus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Pernis ptilorhynchus,algorithm_mean_threshold,mean_threshold,RF,0.008
Pernis ptilorhynchus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.22045997263216366
Circus spilonotus,model_config,presence_cell_threshold,NA,10
Circus spilonotus,model_config,presence_cell_maximum,NA,10000
Circus spilonotus,model_config,pseudoabsence_multiplier,NA,3
Circus spilonotus,model_config,pseudoabsence_minimum,NA,1000
Circus spilonotus,model_config,pseudoabsence_maximum,NA,20000
Circus spilonotus,model_config,cv_folds,NA,5
Circus spilonotus,model_config,cv_presence_threshold_spatial,NA,20
Circus spilonotus,model_config,tss_selection_threshold,NA,0.6
Circus spilonotus,model_config,buffer_km,NA,500
Circus spilonotus,algorithm_mean_threshold,mean_threshold,GAM,0.08456454551747847
Circus spilonotus,algorithm_mean_threshold,mean_threshold,GBM,0.07542452971648397
Circus spilonotus,algorithm_mean_threshold,mean_threshold,GLM,0.23448772765891435
Circus spilonotus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Circus spilonotus,algorithm_mean_threshold,mean_threshold,RF,0.023333333333333334
Circus spilonotus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.23448772765891435
Charadrius placidus,model_config,presence_cell_threshold,NA,10
Charadrius placidus,model_config,presence_cell_maximum,NA,10000
Charadrius placidus,model_config,pseudoabsence_multiplier,NA,3
Charadrius placidus,model_config,pseudoabsence_minimum,NA,1000
Charadrius placidus,model_config,pseudoabsence_maximum,NA,20000
Charadrius placidus,model_config,cv_folds,NA,5
Charadrius placidus,model_config,cv_presence_threshold_spatial,NA,20
Charadrius placidus,model_config,tss_selection_threshold,NA,0.6
Charadrius placidus,model_config,buffer_km,NA,500
Charadrius placidus,algorithm_mean_threshold,mean_threshold,GAM,0.03817688594422361
Charadrius placidus,algorithm_mean_threshold,mean_threshold,GBM,0.05586301160863518
Charadrius placidus,algorithm_mean_threshold,mean_threshold,GLM,0.19624883941130816
Charadrius placidus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Charadrius placidus,algorithm_mean_threshold,mean_threshold,RF,0.01
Charadrius placidus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.19624883941130816
Emberiza pallasi,model_config,presence_cell_threshold,NA,10
Emberiza pallasi,model_config,presence_cell_maximum,NA,10000
Emberiza pallasi,model_config,pseudoabsence_multiplier,NA,3
Emberiza pallasi,model_config,pseudoabsence_minimum,NA,1000
Emberiza pallasi,model_config,pseudoabsence_maximum,NA,20000
Emberiza pallasi,model_config,cv_folds,NA,5
Emberiza pallasi,model_config,cv_presence_threshold_spatial,NA,20
Emberiza pallasi,model_config,tss_selection_threshold,NA,0.6
Emberiza pallasi,model_config,buffer_km,NA,500
Emberiza pallasi,algorithm_mean_threshold,mean_threshold,GAM,0.0369788480181621
Emberiza pallasi,algorithm_mean_threshold,mean_threshold,GBM,0.032648596833113754
Emberiza pallasi,algorithm_mean_threshold,mean_threshold,GLM,0.07642034216038734
Emberiza pallasi,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Emberiza pallasi,algorithm_mean_threshold,mean_threshold,RF,0.007333333333333334
Emberiza pallasi,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.07642034216038734
Accipiter virgatus,model_config,presence_cell_threshold,NA,10
Accipiter virgatus,model_config,presence_cell_maximum,NA,10000
Accipiter virgatus,model_config,pseudoabsence_multiplier,NA,3
Accipiter virgatus,model_config,pseudoabsence_minimum,NA,1000
Accipiter virgatus,model_config,pseudoabsence_maximum,NA,20000
Accipiter virgatus,model_config,cv_folds,NA,5
Accipiter virgatus,model_config,cv_presence_threshold_spatial,NA,20
Accipiter virgatus,model_config,tss_selection_threshold,NA,0.6
Accipiter virgatus,model_config,buffer_km,NA,500
Accipiter virgatus,algorithm_mean_threshold,mean_threshold,GAM,0.08815430187422992
Accipiter virgatus,algorithm_mean_threshold,mean_threshold,GBM,0.0631042389402194
Accipiter virgatus,algorithm_mean_threshold,mean_threshold,GLM,0.1548674772287169
Accipiter virgatus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Accipiter virgatus,algorithm_mean_threshold,mean_threshold,RF,0.012666666666666666
Accipiter virgatus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1548674772287169
Cygnus columbianus,model_config,presence_cell_threshold,NA,10
Cygnus columbianus,model_config,presence_cell_maximum,NA,10000
Cygnus columbianus,model_config,pseudoabsence_multiplier,NA,3
Cygnus columbianus,model_config,pseudoabsence_minimum,NA,1000
Cygnus columbianus,model_config,pseudoabsence_maximum,NA,20000
Cygnus columbianus,model_config,cv_folds,NA,5
Cygnus columbianus,model_config,cv_presence_threshold_spatial,NA,20
Cygnus columbianus,model_config,tss_selection_threshold,NA,0.6
Cygnus columbianus,model_config,buffer_km,NA,500
Cygnus columbianus,algorithm_mean_threshold,mean_threshold,GAM,0.11079359775495005
Cygnus columbianus,algorithm_mean_threshold,mean_threshold,GBM,0.06349734230883519
Cygnus columbianus,algorithm_mean_threshold,mean_threshold,GLM,0.11345440533809986
Cygnus columbianus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Cygnus columbianus,algorithm_mean_threshold,mean_threshold,RF,0.015333333333333334
Cygnus columbianus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.11345440533809986
Spilornis cheela,model_config,presence_cell_threshold,NA,10
Spilornis cheela,model_config,presence_cell_maximum,NA,10000
Spilornis cheela,model_config,pseudoabsence_multiplier,NA,3
Spilornis cheela,model_config,pseudoabsence_minimum,NA,1000
Spilornis cheela,model_config,pseudoabsence_maximum,NA,20000
Spilornis cheela,model_config,cv_folds,NA,5
Spilornis cheela,model_config,cv_presence_threshold_spatial,NA,20
Spilornis cheela,model_config,tss_selection_threshold,NA,0.6
Spilornis cheela,model_config,buffer_km,NA,500
Spilornis cheela,algorithm_mean_threshold,mean_threshold,GAM,0.11598899510933872
Spilornis cheela,algorithm_mean_threshold,mean_threshold,GBM,0.06452158609486433
Spilornis cheela,algorithm_mean_threshold,mean_threshold,GLM,0.20140472701506956
Spilornis cheela,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Spilornis cheela,algorithm_mean_threshold,mean_threshold,RF,0.016
Spilornis cheela,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.20140472701506956
Accipiter soloensis,model_config,presence_cell_threshold,NA,10
Accipiter soloensis,model_config,presence_cell_maximum,NA,10000
Accipiter soloensis,model_config,pseudoabsence_multiplier,NA,3
Accipiter soloensis,model_config,pseudoabsence_minimum,NA,1000
Accipiter soloensis,model_config,pseudoabsence_maximum,NA,20000
Accipiter soloensis,model_config,cv_folds,NA,5
Accipiter soloensis,model_config,cv_presence_threshold_spatial,NA,20
Accipiter soloensis,model_config,tss_selection_threshold,NA,0.6
Accipiter soloensis,model_config,buffer_km,NA,500
Accipiter soloensis,algorithm_mean_threshold,mean_threshold,GAM,0.07511819514314777
Accipiter soloensis,algorithm_mean_threshold,mean_threshold,GBM,0.04372134098663553
Accipiter soloensis,algorithm_mean_threshold,mean_threshold,GLM,0.1293641052212737
Accipiter soloensis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Accipiter soloensis,algorithm_mean_threshold,mean_threshold,RF,0.009333333333333334
Accipiter soloensis,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.07511819514314777
Alauda gulgula,model_config,presence_cell_threshold,NA,10
Alauda gulgula,model_config,presence_cell_maximum,NA,10000
Alauda gulgula,model_config,pseudoabsence_multiplier,NA,3
Alauda gulgula,model_config,pseudoabsence_minimum,NA,1000
Alauda gulgula,model_config,pseudoabsence_maximum,NA,20000
Alauda gulgula,model_config,cv_folds,NA,5
Alauda gulgula,model_config,cv_presence_threshold_spatial,NA,20
Alauda gulgula,model_config,tss_selection_threshold,NA,0.6
Alauda gulgula,model_config,buffer_km,NA,500
Alauda gulgula,algorithm_mean_threshold,mean_threshold,GAM,0.012383769953194462
Alauda gulgula,algorithm_mean_threshold,mean_threshold,GBM,0.032963018294075726
Alauda gulgula,algorithm_mean_threshold,mean_threshold,GLM,0.16477229157857198
Alauda gulgula,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Alauda gulgula,algorithm_mean_threshold,mean_threshold,RF,6.666666666666668e-4
Alauda gulgula,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.012383769953194462
Tringa stagnatilis,model_config,presence_cell_threshold,NA,10
Tringa stagnatilis,model_config,presence_cell_maximum,NA,10000
Tringa stagnatilis,model_config,pseudoabsence_multiplier,NA,3
Tringa stagnatilis,model_config,pseudoabsence_minimum,NA,1000
Tringa stagnatilis,model_config,pseudoabsence_maximum,NA,20000
Tringa stagnatilis,model_config,cv_folds,NA,5
Tringa stagnatilis,model_config,cv_presence_threshold_spatial,NA,20
Tringa stagnatilis,model_config,tss_selection_threshold,NA,0.6
Tringa stagnatilis,model_config,buffer_km,NA,500
Tringa stagnatilis,algorithm_mean_threshold,mean_threshold,GAM,0.11825336015041608
Tringa stagnatilis,algorithm_mean_threshold,mean_threshold,GBM,0.06188620133311809
Tringa stagnatilis,algorithm_mean_threshold,mean_threshold,GLM,0.11676403008124946
Tringa stagnatilis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Tringa stagnatilis,algorithm_mean_threshold,mean_threshold,RF,0.06800000000000007
Tringa stagnatilis,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.11676403008124946
Ciconia nigra,model_config,presence_cell_threshold,NA,10
Ciconia nigra,model_config,presence_cell_maximum,NA,10000
Ciconia nigra,model_config,pseudoabsence_multiplier,NA,3
Ciconia nigra,model_config,pseudoabsence_minimum,NA,1000
Ciconia nigra,model_config,pseudoabsence_maximum,NA,20000
Ciconia nigra,model_config,cv_folds,NA,5
Ciconia nigra,model_config,cv_presence_threshold_spatial,NA,20
Ciconia nigra,model_config,tss_selection_threshold,NA,0.6
Ciconia nigra,model_config,buffer_km,NA,500
Ciconia nigra,algorithm_mean_threshold,mean_threshold,GAM,0.1590394262874888
Ciconia nigra,algorithm_mean_threshold,mean_threshold,GBM,0.04059455066622495
Ciconia nigra,algorithm_mean_threshold,mean_threshold,GLM,0.13780837190706813
Ciconia nigra,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Ciconia nigra,algorithm_mean_threshold,mean_threshold,RF,6.333333333333448e-4
Ciconia nigra,ensemble_binary_threshold,ensemble_binary_threshold,GBM,0.04059455066622495
Motacilla citreola,model_config,presence_cell_threshold,NA,10
Motacilla citreola,model_config,presence_cell_maximum,NA,10000
Motacilla citreola,model_config,pseudoabsence_multiplier,NA,3
Motacilla citreola,model_config,pseudoabsence_minimum,NA,1000
Motacilla citreola,model_config,pseudoabsence_maximum,NA,20000
Motacilla citreola,model_config,cv_folds,NA,5
Motacilla citreola,model_config,cv_presence_threshold_spatial,NA,20
Motacilla citreola,model_config,tss_selection_threshold,NA,0.6
Motacilla citreola,model_config,buffer_km,NA,500
Motacilla citreola,algorithm_mean_threshold,mean_threshold,GAM,0.06080207439396204
Motacilla citreola,algorithm_mean_threshold,mean_threshold,GBM,0.1246318708923312
Motacilla citreola,algorithm_mean_threshold,mean_threshold,GLM,0.23709161151878552
Motacilla citreola,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Motacilla citreola,algorithm_mean_threshold,mean_threshold,RF,0
Motacilla citreola,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.23709161151878552
Lanius sphenocercus,model_config,presence_cell_threshold,NA,10
Lanius sphenocercus,model_config,presence_cell_maximum,NA,10000
Lanius sphenocercus,model_config,pseudoabsence_multiplier,NA,3
Lanius sphenocercus,model_config,pseudoabsence_minimum,NA,1000
Lanius sphenocercus,model_config,pseudoabsence_maximum,NA,20000
Lanius sphenocercus,model_config,cv_folds,NA,5
Lanius sphenocercus,model_config,cv_presence_threshold_spatial,NA,20
Lanius sphenocercus,model_config,tss_selection_threshold,NA,0.6
Lanius sphenocercus,model_config,buffer_km,NA,500
Lanius sphenocercus,algorithm_mean_threshold,mean_threshold,GAM,0.10599599734734798
Lanius sphenocercus,algorithm_mean_threshold,mean_threshold,GBM,0.030187450431177022
Lanius sphenocercus,algorithm_mean_threshold,mean_threshold,GLM,0.07726077273608617
Lanius sphenocercus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Lanius sphenocercus,algorithm_mean_threshold,mean_threshold,RF,0.09543333333333338
Lanius sphenocercus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.07726077273608617
Glaucidium cuculoides,model_config,presence_cell_threshold,NA,10
Glaucidium cuculoides,model_config,presence_cell_maximum,NA,10000
Glaucidium cuculoides,model_config,pseudoabsence_multiplier,NA,3
Glaucidium cuculoides,model_config,pseudoabsence_minimum,NA,1000
Glaucidium cuculoides,model_config,pseudoabsence_maximum,NA,20000
Glaucidium cuculoides,model_config,cv_folds,NA,5
Glaucidium cuculoides,model_config,cv_presence_threshold_spatial,NA,20
Glaucidium cuculoides,model_config,tss_selection_threshold,NA,0.6
Glaucidium cuculoides,model_config,buffer_km,NA,500
Glaucidium cuculoides,algorithm_mean_threshold,mean_threshold,GAM,0.0643063809800805
Glaucidium cuculoides,algorithm_mean_threshold,mean_threshold,GBM,0.06269578333267689
Glaucidium cuculoides,algorithm_mean_threshold,mean_threshold,GLM,0.1302266955142853
Glaucidium cuculoides,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Glaucidium cuculoides,algorithm_mean_threshold,mean_threshold,RF,0.019333333333333334
Glaucidium cuculoides,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1302266955142853
Acrocephalus bistrigiceps,model_config,presence_cell_threshold,NA,10
Acrocephalus bistrigiceps,model_config,presence_cell_maximum,NA,10000
Acrocephalus bistrigiceps,model_config,pseudoabsence_multiplier,NA,3
Acrocephalus bistrigiceps,model_config,pseudoabsence_minimum,NA,1000
Acrocephalus bistrigiceps,model_config,pseudoabsence_maximum,NA,20000
Acrocephalus bistrigiceps,model_config,cv_folds,NA,5
Acrocephalus bistrigiceps,model_config,cv_presence_threshold_spatial,NA,20
Acrocephalus bistrigiceps,model_config,tss_selection_threshold,NA,0.6
Acrocephalus bistrigiceps,model_config,buffer_km,NA,500
Acrocephalus bistrigiceps,algorithm_mean_threshold,mean_threshold,GAM,0.1762163039315337
Acrocephalus bistrigiceps,algorithm_mean_threshold,mean_threshold,GBM,0.08615322479417374
Acrocephalus bistrigiceps,algorithm_mean_threshold,mean_threshold,GLM,0.2312855683703416
Acrocephalus bistrigiceps,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Acrocephalus bistrigiceps,algorithm_mean_threshold,mean_threshold,RF,0.03530000000000003
Acrocephalus bistrigiceps,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.2312855683703416
Staphida torqueola,model_config,presence_cell_threshold,NA,10
Staphida torqueola,model_config,presence_cell_maximum,NA,10000
Staphida torqueola,model_config,pseudoabsence_multiplier,NA,3
Staphida torqueola,model_config,pseudoabsence_minimum,NA,1000
Staphida torqueola,model_config,pseudoabsence_maximum,NA,20000
Staphida torqueola,model_config,cv_folds,NA,5
Staphida torqueola,model_config,cv_presence_threshold_spatial,NA,20
Staphida torqueola,model_config,tss_selection_threshold,NA,0.6
Staphida torqueola,model_config,buffer_km,NA,500
Staphida torqueola,algorithm_mean_threshold,mean_threshold,GAM,0.07343592790139679
Staphida torqueola,algorithm_mean_threshold,mean_threshold,GBM,0.05456635032546683
Staphida torqueola,algorithm_mean_threshold,mean_threshold,GLM,0.11929170985360263
Staphida torqueola,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Staphida torqueola,algorithm_mean_threshold,mean_threshold,RF,0.018666666666666668
Staphida torqueola,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.11929170985360263
Ciconia boyciana,model_config,presence_cell_threshold,NA,10
Ciconia boyciana,model_config,presence_cell_maximum,NA,10000
Ciconia boyciana,model_config,pseudoabsence_multiplier,NA,3
Ciconia boyciana,model_config,pseudoabsence_minimum,NA,1000
Ciconia boyciana,model_config,pseudoabsence_maximum,NA,20000
Ciconia boyciana,model_config,cv_folds,NA,5
Ciconia boyciana,model_config,cv_presence_threshold_spatial,NA,20
Ciconia boyciana,model_config,tss_selection_threshold,NA,0.6
Ciconia boyciana,model_config,buffer_km,NA,500
Ciconia boyciana,algorithm_mean_threshold,mean_threshold,GAM,0.1726207867287028
Ciconia boyciana,algorithm_mean_threshold,mean_threshold,GBM,0.0626448241068435
Ciconia boyciana,algorithm_mean_threshold,mean_threshold,GLM,0.2506958478127367
Ciconia boyciana,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Ciconia boyciana,algorithm_mean_threshold,mean_threshold,RF,0.03073333333333335
Ciconia boyciana,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.2506958478127367
Remiz consobrinus,model_config,presence_cell_threshold,NA,10
Remiz consobrinus,model_config,presence_cell_maximum,NA,10000
Remiz consobrinus,model_config,pseudoabsence_multiplier,NA,3
Remiz consobrinus,model_config,pseudoabsence_minimum,NA,1000
Remiz consobrinus,model_config,pseudoabsence_maximum,NA,20000
Remiz consobrinus,model_config,cv_folds,NA,5
Remiz consobrinus,model_config,cv_presence_threshold_spatial,NA,20
Remiz consobrinus,model_config,tss_selection_threshold,NA,0.6
Remiz consobrinus,model_config,buffer_km,NA,500
Remiz consobrinus,algorithm_mean_threshold,mean_threshold,GAM,0.14064308819286322
Remiz consobrinus,algorithm_mean_threshold,mean_threshold,GBM,0.1253387324330612
Remiz consobrinus,algorithm_mean_threshold,mean_threshold,GLM,0.19302340857631164
Remiz consobrinus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Remiz consobrinus,algorithm_mean_threshold,mean_threshold,RF,0.025366666666666676
Remiz consobrinus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.19302340857631164
Turdus cardis,model_config,presence_cell_threshold,NA,10
Turdus cardis,model_config,presence_cell_maximum,NA,10000
