"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn","tree_label_direct","target_tree_label","bridge_type","bridge_note","tree_label_final","exact_match","bridged_match","unresolved","match_status"
"Accipiter badius","褐耳鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Accipiter","鹰属","Accipiter_badius",NA,NA,NA,"Accipiter_badius",TRUE,FALSE,FALSE,"Exact match"
"Accipiter gentilis","苍鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Accipiter","鹰属","Accipiter_gentilis",NA,NA,NA,"Accipiter_gentilis",TRUE,FALSE,FALSE,"Exact match"
"Accipiter gularis","日本松雀鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Accipiter","鹰属","Accipiter_gularis",NA,NA,NA,"Accipiter_gularis",TRUE,FALSE,FALSE,"Exact match"
"Accipiter nisus","雀鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Accipiter","鹰属","Accipiter_nisus",NA,NA,NA,"Accipiter_nisus",TRUE,FALSE,FALSE,"Exact match"
"Accipiter soloensis","赤腹鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Accipiter","鹰属","Accipiter_soloensis",NA,NA,NA,"Accipiter_soloensis",TRUE,FALSE,FALSE,"Exact match"
"Accipiter trivirgatus","凤头鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Accipiter","鹰属","Accipiter_trivirgatus",NA,NA,NA,"Accipiter_trivirgatus",TRUE,FALSE,FALSE,"Exact match"
"Accipiter virgatus","松雀鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Accipiter","鹰属","Accipiter_virgatus",NA,NA,NA,"Accipiter_virgatus",TRUE,FALSE,FALSE,"Exact match"
"Aegypius monachus","秃鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Aegypius","秃鹫属","Aegypius_monachus",NA,NA,NA,"Aegypius_monachus",TRUE,FALSE,FALSE,"Exact match"
"Aquila chrysaetos","金雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Aquila","鵰属","Aquila_chrysaetos",NA,NA,NA,"Aquila_chrysaetos",TRUE,FALSE,FALSE,"Exact match"
"Aquila fasciata","白腹隼雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Aquila","鵰属","Aquila_fasciata",NA,NA,NA,"Aquila_fasciata",TRUE,FALSE,FALSE,"Exact match"
"Aquila heliaca","白肩雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Aquila","鵰属","Aquila_heliaca",NA,NA,NA,"Aquila_heliaca",TRUE,FALSE,FALSE,"Exact match"
"Aquila nipalensis","草原雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Aquila","鵰属","Aquila_nipalensis",NA,NA,NA,"Aquila_nipalensis",TRUE,FALSE,FALSE,"Exact match"
"Aviceda jerdoni","褐冠鹃隼","Accipitriformes","鹰形目","Accipitridae","鹰科","Aviceda","鹃隼属","Aviceda_jerdoni",NA,NA,NA,"Aviceda_jerdoni",TRUE,FALSE,FALSE,"Exact match"
"Aviceda leuphotes","黑冠鹃隼","Accipitriformes","鹰形目","Accipitridae","鹰科","Aviceda","鹃隼属","Aviceda_leuphotes",NA,NA,NA,"Aviceda_leuphotes",TRUE,FALSE,FALSE,"Exact match"
"Butastur indicus","灰脸鵟鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Butastur","鵟鹰属","Butastur_indicus",NA,NA,NA,"Butastur_indicus",TRUE,FALSE,FALSE,"Exact match"
"Butastur liventer","棕翅鵟鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Butastur","鵟鹰属","Butastur_liventer",NA,NA,NA,"Butastur_liventer",TRUE,FALSE,FALSE,"Exact match"
"Butastur teesa","白眼鵟鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Butastur","鵟鹰属","Butastur_teesa",NA,NA,NA,"Butastur_teesa",TRUE,FALSE,FALSE,"Exact match"
"Buteo buteo","欧亚鵟","Accipitriformes","鹰形目","Accipitridae","鹰科","Buteo","鵟属","Buteo_buteo",NA,NA,NA,"Buteo_buteo",TRUE,FALSE,FALSE,"Exact match"
"Buteo hemilasius","大鵟","Accipitriformes","鹰形目","Accipitridae","鹰科","Buteo","鵟属","Buteo_hemilasius",NA,NA,NA,"Buteo_hemilasius",TRUE,FALSE,FALSE,"Exact match"
"Buteo japonicus","普通鵟","Accipitriformes","鹰形目","Accipitridae","鹰科","Buteo","鵟属","Buteo_japonicus",NA,NA,NA,"Buteo_japonicus",TRUE,FALSE,FALSE,"Exact match"
"Buteo lagopus","毛脚鵟","Accipitriformes","鹰形目","Accipitridae","鹰科","Buteo","鵟属","Buteo_lagopus",NA,NA,NA,"Buteo_lagopus",TRUE,FALSE,FALSE,"Exact match"
"Buteo refectus","喜山鵟","Accipitriformes","鹰形目","Accipitridae","鹰科","Buteo","鵟属","Buteo_refectus",NA,NA,NA,"Buteo_refectus",TRUE,FALSE,FALSE,"Exact match"
"Buteo rufinus","棕尾鵟","Accipitriformes","鹰形目","Accipitridae","鹰科","Buteo","鵟属","Buteo_rufinus",NA,NA,NA,"Buteo_rufinus",TRUE,FALSE,FALSE,"Exact match"
"Circaetus gallicus","短趾雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Circaetus","短趾鵰属","Circaetus_gallicus",NA,NA,NA,"Circaetus_gallicus",TRUE,FALSE,FALSE,"Exact match"
"Circus aeruginosus","白头鹞","Accipitriformes","鹰形目","Accipitridae","鹰科","Circus","鹞属","Circus_aeruginosus",NA,NA,NA,"Circus_aeruginosus",TRUE,FALSE,FALSE,"Exact match"
"Circus cyaneus","白尾鹞","Accipitriformes","鹰形目","Accipitridae","鹰科","Circus","鹞属","Circus_cyaneus",NA,NA,NA,"Circus_cyaneus",TRUE,FALSE,FALSE,"Exact match"
"Circus macrourus","草原鹞","Accipitriformes","鹰形目","Accipitridae","鹰科","Circus","鹞属","Circus_macrourus",NA,NA,NA,"Circus_macrourus",TRUE,FALSE,FALSE,"Exact match"
"Circus melanoleucos","鹊鹞","Accipitriformes","鹰形目","Accipitridae","鹰科","Circus","鹞属","Circus_melanoleucos",NA,NA,NA,"Circus_melanoleucos",TRUE,FALSE,FALSE,"Exact match"
"Circus pygargus","乌灰鹞","Accipitriformes","鹰形目","Accipitridae","鹰科","Circus","鹞属","Circus_pygargus",NA,NA,NA,"Circus_pygargus",TRUE,FALSE,FALSE,"Exact match"
"Circus spilonotus","白腹鹞","Accipitriformes","鹰形目","Accipitridae","鹰科","Circus","鹞属","Circus_spilonotus",NA,NA,NA,"Circus_spilonotus",TRUE,FALSE,FALSE,"Exact match"
"Clanga clanga","乌雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Clanga",NA,"Clanga_clanga",NA,NA,NA,"Clanga_clanga",TRUE,FALSE,FALSE,"Exact match"
"Elanus caeruleus","黑翅鸢","Accipitriformes","鹰形目","Accipitridae","鹰科","Elanus","黑翅鸢属","Elanus_caeruleus",NA,NA,NA,"Elanus_caeruleus",TRUE,FALSE,FALSE,"Exact match"
"Gypaetus barbatus","胡兀鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Gypaetus","胡兀鹫属","Gypaetus_barbatus",NA,NA,NA,"Gypaetus_barbatus",TRUE,FALSE,FALSE,"Exact match"
"Gyps bengalensis","白背兀鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Gyps","兀鹫属","Gyps_bengalensis",NA,NA,NA,"Gyps_bengalensis",TRUE,FALSE,FALSE,"Exact match"
"Gyps fulvus","兀鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Gyps","兀鹫属","Gyps_fulvus",NA,NA,NA,"Gyps_fulvus",TRUE,FALSE,FALSE,"Exact match"
"Gyps himalayensis","高山兀鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Gyps","兀鹫属","Gyps_himalayensis",NA,NA,NA,"Gyps_himalayensis",TRUE,FALSE,FALSE,"Exact match"
"Gyps tenuirostris","长嘴兀鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Gyps","兀鹫属","Gyps_tenuirostris",NA,NA,NA,"Gyps_tenuirostris",TRUE,FALSE,FALSE,"Exact match"
"Haliaeetus albicilla","白尾海雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Haliaeetus","海鵰属","Haliaeetus_albicilla",NA,NA,NA,"Haliaeetus_albicilla",TRUE,FALSE,FALSE,"Exact match"
"Haliaeetus humilis","渔雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Haliaeetus","海鵰属","Haliaeetus_humilis","Icthyophaga_humilis","Genus update","Checklist genus differs from McTavish/Clements tree taxonomy.","Icthyophaga_humilis",FALSE,TRUE,FALSE,"Bridged match"
"Haliaeetus leucogaster","白腹海雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Haliaeetus","海鵰属","Haliaeetus_leucogaster","Icthyophaga_leucogaster","Genus update","Checklist genus differs from McTavish/Clements tree taxonomy.","Icthyophaga_leucogaster",FALSE,TRUE,FALSE,"Bridged match"
"Haliaeetus leucoryphus","玉带海雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Haliaeetus","海鵰属","Haliaeetus_leucoryphus",NA,NA,NA,"Haliaeetus_leucoryphus",TRUE,FALSE,FALSE,"Exact match"
"Haliaeetus pelagicus","虎头海雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Haliaeetus","海鵰属","Haliaeetus_pelagicus",NA,NA,NA,"Haliaeetus_pelagicus",TRUE,FALSE,FALSE,"Exact match"
"Haliastur indus","栗鸢","Accipitriformes","鹰形目","Accipitridae","鹰科","Haliastur","栗鸢属","Haliastur_indus",NA,NA,NA,"Haliastur_indus",TRUE,FALSE,FALSE,"Exact match"
"Hieraaetus pennatus","靴隼雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Hieraaetus","隼鵰属","Hieraaetus_pennatus",NA,NA,NA,"Hieraaetus_pennatus",TRUE,FALSE,FALSE,"Exact match"
"Ictinaetus malaiensis","林雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Ictinaetus","林鵰属","Ictinaetus_malaiensis",NA,NA,NA,"Ictinaetus_malaiensis",TRUE,FALSE,FALSE,"Exact match"
"Lophotriorchis kienerii","棕腹隼雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Lophotriorchis",NA,"Lophotriorchis_kienerii",NA,NA,NA,"Lophotriorchis_kienerii",TRUE,FALSE,FALSE,"Exact match"
"Milvus migrans","黑鸢","Accipitriformes","鹰形目","Accipitridae","鹰科","Milvus","鸢属","Milvus_migrans",NA,NA,NA,"Milvus_migrans",TRUE,FALSE,FALSE,"Exact match"
"Neophron percnopterus","白兀鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Neophron",NA,"Neophron_percnopterus",NA,NA,NA,"Neophron_percnopterus",TRUE,FALSE,FALSE,"Exact match"
"Nisaetus cirrhatus","凤头鹰雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Nisaetus",NA,"Nisaetus_cirrhatus",NA,NA,NA,"Nisaetus_cirrhatus",TRUE,FALSE,FALSE,"Exact match"
"Nisaetus nipalensis","鹰雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Nisaetus",NA,"Nisaetus_nipalensis",NA,NA,NA,"Nisaetus_nipalensis",TRUE,FALSE,FALSE,"Exact match"
"Pernis apivorus","鹃头蜂鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Pernis","蜂鹰属","Pernis_apivorus",NA,NA,NA,"Pernis_apivorus",TRUE,FALSE,FALSE,"Exact match"
"Pernis ptilorhynchus","凤头蜂鹰","Accipitriformes","鹰形目","Accipitridae","鹰科","Pernis","蜂鹰属","Pernis_ptilorhynchus",NA,NA,NA,"Pernis_ptilorhynchus",TRUE,FALSE,FALSE,"Exact match"
"Sarcogyps calvus","黑兀鹫","Accipitriformes","鹰形目","Accipitridae","鹰科","Sarcogyps","黑兀鹫属","Sarcogyps_calvus",NA,NA,NA,"Sarcogyps_calvus",TRUE,FALSE,FALSE,"Exact match"
"Spilornis cheela","蛇雕","Accipitriformes","鹰形目","Accipitridae","鹰科","Spilornis","蛇鵰属","Spilornis_cheela",NA,NA,NA,"Spilornis_cheela",TRUE,FALSE,FALSE,"Exact match"
"Pandion haliaetus","鹗","Accipitriformes","鹰形目","Pandionidae","鹗科","Pandion","鹗属","Pandion_haliaetus",NA,NA,NA,"Pandion_haliaetus",TRUE,FALSE,FALSE,"Exact match"
"Aix galericulata","鸳鸯","Anseriformes","雁形目","Anatidae","鸭科","Aix","鸳鸯属","Aix_galericulata",NA,NA,NA,"Aix_galericulata",TRUE,FALSE,FALSE,"Exact match"
"Anas acuta","针尾鸭","Anseriformes","雁形目","Anatidae","鸭科","Anas","(河)鸭属","Anas_acuta",NA,NA,NA,"Anas_acuta",TRUE,FALSE,FALSE,"Exact match"
"Anas crecca","绿翅鸭","Anseriformes","雁形目","Anatidae","鸭科","Anas","(河)鸭属","Anas_crecca",NA,NA,NA,"Anas_crecca",TRUE,FALSE,FALSE,"Exact match"
"Anas luzonica","棕颈鸭","Anseriformes","雁形目","Anatidae","鸭科","Anas","(河)鸭属","Anas_luzonica",NA,NA,NA,"Anas_luzonica",TRUE,FALSE,FALSE,"Exact match"
"Anas platyrhynchos","绿头鸭","Anseriformes","雁形目","Anatidae","鸭科","Anas","(河)鸭属","Anas_platyrhynchos",NA,NA,NA,"Anas_platyrhynchos",TRUE,FALSE,FALSE,"Exact match"
"Anas poecilorhyncha","南亚斑嘴鸭","Anseriformes","雁形目","Anatidae","鸭科","Anas","(河)鸭属","Anas_poecilorhyncha",NA,NA,NA,"Anas_poecilorhyncha",TRUE,FALSE,FALSE,"Exact match"
"Anas zonorhyncha","斑嘴鸭","Anseriformes","雁形目","Anatidae","鸭科","Anas","(河)鸭属","Anas_zonorhyncha",NA,NA,NA,"Anas_zonorhyncha",TRUE,FALSE,FALSE,"Exact match"
"Anser albifrons","白额雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_albifrons",NA,NA,NA,"Anser_albifrons",TRUE,FALSE,FALSE,"Exact match"
"Anser anser","灰雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_anser",NA,NA,NA,"Anser_anser",TRUE,FALSE,FALSE,"Exact match"
"Anser caerulescens","雪雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_caerulescens",NA,NA,NA,"Anser_caerulescens",TRUE,FALSE,FALSE,"Exact match"
"Anser cygnoides","鸿雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_cygnoides",NA,NA,NA,"Anser_cygnoides",TRUE,FALSE,FALSE,"Exact match"
"Anser erythropus","小白额雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_erythropus",NA,NA,NA,"Anser_erythropus",TRUE,FALSE,FALSE,"Exact match"
"Anser fabalis","豆雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_fabalis",NA,NA,NA,"Anser_fabalis",TRUE,FALSE,FALSE,"Exact match"
"Anser indicus","斑头雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_indicus",NA,NA,NA,"Anser_indicus",TRUE,FALSE,FALSE,"Exact match"
"Anser serrirostris","短嘴豆雁","Anseriformes","雁形目","Anatidae","鸭科","Anser","雁属","Anser_serrirostris",NA,NA,NA,"Anser_serrirostris",TRUE,FALSE,FALSE,"Exact match"
"Asarcornis scutulata","白翅栖鸭","Anseriformes","雁形目","Anatidae","鸭科","Asarcornis",NA,"Asarcornis_scutulata",NA,NA,NA,"Asarcornis_scutulata",TRUE,FALSE,FALSE,"Exact match"
"Aythya affinis","小潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_affinis",NA,NA,NA,"Aythya_affinis",TRUE,FALSE,FALSE,"Exact match"
"Aythya baeri","青头潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_baeri",NA,NA,NA,"Aythya_baeri",TRUE,FALSE,FALSE,"Exact match"
"Aythya collaris","环颈潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_collaris",NA,NA,NA,"Aythya_collaris",TRUE,FALSE,FALSE,"Exact match"
"Aythya ferina","红头潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_ferina",NA,NA,NA,"Aythya_ferina",TRUE,FALSE,FALSE,"Exact match"
"Aythya fuligula","凤头潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_fuligula",NA,NA,NA,"Aythya_fuligula",TRUE,FALSE,FALSE,"Exact match"
"Aythya marila","斑背潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_marila",NA,NA,NA,"Aythya_marila",TRUE,FALSE,FALSE,"Exact match"
"Aythya nyroca","白眼潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_nyroca",NA,NA,NA,"Aythya_nyroca",TRUE,FALSE,FALSE,"Exact match"
"Aythya valisineria","帆背潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Aythya","潜鸭属","Aythya_valisineria",NA,NA,NA,"Aythya_valisineria",TRUE,FALSE,FALSE,"Exact match"
"Branta bernicla","黑雁","Anseriformes","雁形目","Anatidae","鸭科","Branta","黑雁属","Branta_bernicla",NA,NA,NA,"Branta_bernicla",TRUE,FALSE,FALSE,"Exact match"
"Branta canadensis","加拿大黑雁","Anseriformes","雁形目","Anatidae","鸭科","Branta","黑雁属","Branta_canadensis",NA,NA,NA,"Branta_canadensis",TRUE,FALSE,FALSE,"Exact match"
"Branta hutchinsii","小美洲黑雁","Anseriformes","雁形目","Anatidae","鸭科","Branta","黑雁属","Branta_hutchinsii",NA,NA,NA,"Branta_hutchinsii",TRUE,FALSE,FALSE,"Exact match"
"Branta leucopsis","白颊黑雁","Anseriformes","雁形目","Anatidae","鸭科","Branta","黑雁属","Branta_leucopsis",NA,NA,NA,"Branta_leucopsis",TRUE,FALSE,FALSE,"Exact match"
"Branta ruficollis","红胸黑雁","Anseriformes","雁形目","Anatidae","鸭科","Branta","黑雁属","Branta_ruficollis",NA,NA,NA,"Branta_ruficollis",TRUE,FALSE,FALSE,"Exact match"
"Bucephala clangula","鹊鸭","Anseriformes","雁形目","Anatidae","鸭科","Bucephala","鹊鸭属","Bucephala_clangula",NA,NA,NA,"Bucephala_clangula",TRUE,FALSE,FALSE,"Exact match"
"Clangula hyemalis","长尾鸭","Anseriformes","雁形目","Anatidae","鸭科","Clangula","长尾鸭属","Clangula_hyemalis",NA,NA,NA,"Clangula_hyemalis",TRUE,FALSE,FALSE,"Exact match"
"Cygnus columbianus","小天鹅","Anseriformes","雁形目","Anatidae","鸭科","Cygnus","天鹅属","Cygnus_columbianus",NA,NA,NA,"Cygnus_columbianus",TRUE,FALSE,FALSE,"Exact match"
"Cygnus cygnus","大天鹅","Anseriformes","雁形目","Anatidae","鸭科","Cygnus","天鹅属","Cygnus_cygnus",NA,NA,NA,"Cygnus_cygnus",TRUE,FALSE,FALSE,"Exact match"
"Cygnus olor","疣鼻天鹅","Anseriformes","雁形目","Anatidae","鸭科","Cygnus","天鹅属","Cygnus_olor",NA,NA,NA,"Cygnus_olor",TRUE,FALSE,FALSE,"Exact match"
"Dendrocygna javanica","栗树鸭","Anseriformes","雁形目","Anatidae","鸭科","Dendrocygna","树鸭属","Dendrocygna_javanica",NA,NA,NA,"Dendrocygna_javanica",TRUE,FALSE,FALSE,"Exact match"
"Histrionicus histrionicus","丑鸭","Anseriformes","雁形目","Anatidae","鸭科","Histrionicus","丑鸭属","Histrionicus_histrionicus",NA,NA,NA,"Histrionicus_histrionicus",TRUE,FALSE,FALSE,"Exact match"
"Mareca americana","绿眉鸭","Anseriformes","雁形目","Anatidae","鸭科","Mareca",NA,"Mareca_americana",NA,NA,NA,"Mareca_americana",TRUE,FALSE,FALSE,"Exact match"
"Mareca falcata","罗纹鸭","Anseriformes","雁形目","Anatidae","鸭科","Mareca",NA,"Mareca_falcata",NA,NA,NA,"Mareca_falcata",TRUE,FALSE,FALSE,"Exact match"
"Mareca penelope","赤颈鸭","Anseriformes","雁形目","Anatidae","鸭科","Mareca",NA,"Mareca_penelope",NA,NA,NA,"Mareca_penelope",TRUE,FALSE,FALSE,"Exact match"
"Mareca strepera","赤膀鸭","Anseriformes","雁形目","Anatidae","鸭科","Mareca",NA,"Mareca_strepera",NA,NA,NA,"Mareca_strepera",TRUE,FALSE,FALSE,"Exact match"
"Marmaronetta angustirostris","云石斑鸭","Anseriformes","雁形目","Anatidae","鸭科","Marmaronetta","云石斑鸭属","Marmaronetta_angustirostris",NA,NA,NA,"Marmaronetta_angustirostris",TRUE,FALSE,FALSE,"Exact match"
"Melanitta americana","黑海番鸭","Anseriformes","雁形目","Anatidae","鸭科","Melanitta","海番鸭属","Melanitta_americana",NA,NA,NA,"Melanitta_americana",TRUE,FALSE,FALSE,"Exact match"
"Melanitta fusca","丝绒海番鸭","Anseriformes","雁形目","Anatidae","鸭科","Melanitta","海番鸭属","Melanitta_fusca",NA,NA,NA,"Melanitta_fusca",TRUE,FALSE,FALSE,"Exact match"
"Melanitta stejnegeri","斑脸海番鸭","Anseriformes","雁形目","Anatidae","鸭科","Melanitta","海番鸭属","Melanitta_stejnegeri",NA,NA,NA,"Melanitta_stejnegeri",TRUE,FALSE,FALSE,"Exact match"
"Mergellus albellus","斑头秋沙鸭","Anseriformes","雁形目","Anatidae","鸭科","Mergellus",NA,"Mergellus_albellus",NA,NA,NA,"Mergellus_albellus",TRUE,FALSE,FALSE,"Exact match"
"Mergus merganser","普通秋沙鸭","Anseriformes","雁形目","Anatidae","鸭科","Mergus","秋沙鸭属","Mergus_merganser",NA,NA,NA,"Mergus_merganser",TRUE,FALSE,FALSE,"Exact match"
"Mergus serrator","红胸秋沙鸭","Anseriformes","雁形目","Anatidae","鸭科","Mergus","秋沙鸭属","Mergus_serrator",NA,NA,NA,"Mergus_serrator",TRUE,FALSE,FALSE,"Exact match"
"Mergus squamatus","中华秋沙鸭","Anseriformes","雁形目","Anatidae","鸭科","Mergus","秋沙鸭属","Mergus_squamatus",NA,NA,NA,"Mergus_squamatus",TRUE,FALSE,FALSE,"Exact match"
"Netta rufina","赤嘴潜鸭","Anseriformes","雁形目","Anatidae","鸭科","Netta","狭嘴潜鸭属","Netta_rufina",NA,NA,NA,"Netta_rufina",TRUE,FALSE,FALSE,"Exact match"
"Nettapus coromandelianus","棉凫","Anseriformes","雁形目","Anatidae","鸭科","Nettapus","棉凫属","Nettapus_coromandelianus",NA,NA,NA,"Nettapus_coromandelianus",TRUE,FALSE,FALSE,"Exact match"
"Oxyura leucocephala","白头硬尾鸭","Anseriformes","雁形目","Anatidae","鸭科","Oxyura","硬尾鸭属","Oxyura_leucocephala",NA,NA,NA,"Oxyura_leucocephala",TRUE,FALSE,FALSE,"Exact match"
"Polysticta stelleri","小绒鸭","Anseriformes","雁形目","Anatidae","鸭科","Polysticta","小绒鸭属","Polysticta_stelleri",NA,NA,NA,"Polysticta_stelleri",TRUE,FALSE,FALSE,"Exact match"
"Sarkidiornis melanotos","瘤鸭","Anseriformes","雁形目","Anatidae","鸭科","Sarkidiornis","瘤鸭属","Sarkidiornis_melanotos",NA,NA,NA,"Sarkidiornis_melanotos",TRUE,FALSE,FALSE,"Exact match"
"Sibirionetta formosa","花脸鸭","Anseriformes","雁形目","Anatidae","鸭科","Sibirionetta",NA,"Sibirionetta_formosa",NA,NA,NA,"Sibirionetta_formosa",TRUE,FALSE,FALSE,"Exact match"
"Spatula clypeata","琵嘴鸭","Anseriformes","雁形目","Anatidae","鸭科","Spatula",NA,"Spatula_clypeata",NA,NA,NA,"Spatula_clypeata",TRUE,FALSE,FALSE,"Exact match"
"Spatula querquedula","白眉鸭","Anseriformes","雁形目","Anatidae","鸭科","Spatula",NA,"Spatula_querquedula",NA,NA,NA,"Spatula_querquedula",TRUE,FALSE,FALSE,"Exact match"
"Tadorna ferruginea","赤麻鸭","Anseriformes","雁形目","Anatidae","鸭科","Tadorna","麻鸭属","Tadorna_ferruginea",NA,NA,NA,"Tadorna_ferruginea",TRUE,FALSE,FALSE,"Exact match"
"Tadorna tadorna","翘鼻麻鸭","Anseriformes","雁形目","Anatidae","鸭科","Tadorna","麻鸭属","Tadorna_tadorna",NA,NA,NA,"Tadorna_tadorna",TRUE,FALSE,FALSE,"Exact match"
"Aceros nipalensis","棕颈犀鸟","Bucerotiformes","犀鸟目","Bucerotidae","犀鸟科","Aceros","无盔犀鸟属","Aceros_nipalensis",NA,NA,NA,"Aceros_nipalensis",TRUE,FALSE,FALSE,"Exact match"
"Anorrhinus austeni","白喉犀鸟","Bucerotiformes","犀鸟目","Bucerotidae","犀鸟科","Anorrhinus","小盔犀鸟属","Anorrhinus_austeni",NA,NA,NA,"Anorrhinus_austeni",TRUE,FALSE,FALSE,"Exact match"
"Anthracoceros albirostris","冠斑犀鸟","Bucerotiformes","犀鸟目","Bucerotidae","犀鸟科","Anthracoceros","斑犀鸟属","Anthracoceros_albirostris",NA,NA,NA,"Anthracoceros_albirostris",TRUE,FALSE,FALSE,"Exact match"
"Buceros bicornis","双角犀鸟","Bucerotiformes","犀鸟目","Bucerotidae","犀鸟科","Buceros","犀鸟属","Buceros_bicornis",NA,NA,NA,"Buceros_bicornis",TRUE,FALSE,FALSE,"Exact match"
"Rhyticeros undulatus","花冠皱盔犀鸟","Bucerotiformes","犀鸟目","Bucerotidae","犀鸟科","Rhyticeros",NA,"Rhyticeros_undulatus",NA,NA,NA,"Rhyticeros_undulatus",TRUE,FALSE,FALSE,"Exact match"
"Upupa epops","戴胜","Bucerotiformes","犀鸟目","Upupidae","戴胜科","Upupa","戴胜属","Upupa_epops",NA,NA,NA,"Upupa_epops",TRUE,FALSE,FALSE,"Exact match"
"Aerodramus brevirostris","短嘴金丝燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Aerodramus","金丝燕属","Aerodramus_brevirostris",NA,NA,NA,"Aerodramus_brevirostris",TRUE,FALSE,FALSE,"Exact match"
"Aerodramus fuciphagus","爪哇金丝燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Aerodramus","金丝燕属","Aerodramus_fuciphagus",NA,NA,NA,"Aerodramus_fuciphagus",TRUE,FALSE,FALSE,"Exact match"
"Apus acuticauda","暗背雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Apus","雨燕属","Apus_acuticauda",NA,NA,NA,"Apus_acuticauda",TRUE,FALSE,FALSE,"Exact match"
"Apus apus","普通雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Apus","雨燕属","Apus_apus",NA,NA,NA,"Apus_apus",TRUE,FALSE,FALSE,"Exact match"
"Apus cooki","库氏白腰雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Apus","雨燕属","Apus_cooki",NA,NA,NA,"Apus_cooki",TRUE,FALSE,FALSE,"Exact match"
"Apus nipalensis","小白腰雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Apus","雨燕属","Apus_nipalensis",NA,NA,NA,"Apus_nipalensis",TRUE,FALSE,FALSE,"Exact match"
"Apus pacificus","白腰雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Apus","雨燕属","Apus_pacificus",NA,NA,NA,"Apus_pacificus",TRUE,FALSE,FALSE,"Exact match"
"Apus salimalii","华西白腰雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Apus","雨燕属","Apus_salimalii",NA,NA,NA,"Apus_salimalii",TRUE,FALSE,FALSE,"Exact match"
