"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn","tree_label_direct","target_tree_label","bridge_type","bridge_note","tree_label_final","exact_match","bridged_match","unresolved","match_status"
"Ianthocincla rufogularis","棕颏噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA,"Ianthocincla_rufogularis",NA,NA,NA,"Ianthocincla_rufogularis",TRUE,FALSE,FALSE,"Exact match"
"Ianthocincla sukatschewi","黑额山噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Ianthocincla",NA,"Ianthocincla_sukatschewi",NA,NA,NA,"Ianthocincla_sukatschewi",TRUE,FALSE,FALSE,"Exact match"
"Leioptila annectens","栗背奇鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Leioptila",NA,"Leioptila_annectens",NA,NA,NA,"Leioptila_annectens",TRUE,FALSE,FALSE,"Exact match"
"Leiothrix argentauris","银耳相思鸟","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Leiothrix","相思鸟属","Leiothrix_argentauris",NA,NA,NA,"Leiothrix_argentauris",TRUE,FALSE,FALSE,"Exact match"
"Leiothrix lutea","红嘴相思鸟","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Leiothrix","相思鸟属","Leiothrix_lutea",NA,NA,NA,"Leiothrix_lutea",TRUE,FALSE,FALSE,"Exact match"
"Liocichla bugunorum","黑冠薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属","Liocichla_bugunorum",NA,NA,NA,"Liocichla_bugunorum",TRUE,FALSE,FALSE,"Exact match"
"Liocichla omeiensis","灰胸薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属","Liocichla_omeiensis",NA,NA,NA,"Liocichla_omeiensis",TRUE,FALSE,FALSE,"Exact match"
"Liocichla phoenicea","灰头薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属","Liocichla_phoenicea",NA,NA,NA,"Liocichla_phoenicea",TRUE,FALSE,FALSE,"Exact match"
"Liocichla ripponi","红翅薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属","Liocichla_ripponi",NA,NA,NA,"Liocichla_ripponi",TRUE,FALSE,FALSE,"Exact match"
"Liocichla steerii","黄痣薮鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Liocichla","薮鹛属","Liocichla_steerii",NA,NA,NA,"Liocichla_steerii",TRUE,FALSE,FALSE,"Exact match"
"Minla ignotincta","火尾希鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Minla","希鹛属","Minla_ignotincta",NA,NA,NA,"Minla_ignotincta",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus albogularis","白喉噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_albogularis",NA,NA,NA,"Pterorhinus_albogularis",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus berthemyi","棕噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_berthemyi",NA,NA,NA,"Pterorhinus_berthemyi",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus caerulatus","灰胁噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_caerulatus",NA,NA,NA,"Pterorhinus_caerulatus",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus chinensis","黑喉噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_chinensis",NA,NA,NA,"Pterorhinus_chinensis",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus courtoisi","蓝冠噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_courtoisi",NA,NA,NA,"Pterorhinus_courtoisi",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus davidi","山噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_davidi",NA,NA,NA,"Pterorhinus_davidi",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus gularis","栗臀噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_gularis",NA,NA,NA,"Pterorhinus_gularis",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus koslowi","棕草鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_koslowi",NA,NA,NA,"Pterorhinus_koslowi",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus lanceolatus","矛纹草鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_lanceolatus",NA,NA,NA,"Pterorhinus_lanceolatus",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus pectoralis","黑领噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_pectoralis",NA,NA,NA,"Pterorhinus_pectoralis",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus perspicillatus","黑脸噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_perspicillatus",NA,NA,NA,"Pterorhinus_perspicillatus",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus poecilorhynchus","台湾棕噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_poecilorhynchus",NA,NA,NA,"Pterorhinus_poecilorhynchus",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus ruficeps","台湾白喉噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_ruficeps",NA,NA,NA,"Pterorhinus_ruficeps",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus ruficollis","栗颈噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_ruficollis",NA,NA,NA,"Pterorhinus_ruficollis",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus sannio","白颊噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_sannio",NA,NA,NA,"Pterorhinus_sannio",TRUE,FALSE,FALSE,"Exact match"
"Pterorhinus waddelli","大草鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Pterorhinus",NA,"Pterorhinus_waddelli",NA,NA,NA,"Pterorhinus_waddelli",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron affine","黑顶噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_affine",NA,NA,NA,"Trochalopteron_affine",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron chrysopterum","红顶噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_chrysopterum",NA,NA,NA,"Trochalopteron_chrysopterum",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron elliotii","橙翅噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_elliotii",NA,NA,NA,"Trochalopteron_elliotii",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron erythrocephalum","红头噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_erythrocephalum",NA,NA,NA,"Trochalopteron_erythrocephalum",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron formosum","红翅噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_formosum",NA,NA,NA,"Trochalopteron_formosum",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron henrici","灰腹噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_henrici",NA,NA,NA,"Trochalopteron_henrici",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron imbricatum","丽星噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_imbricatum",NA,NA,NA,"Trochalopteron_imbricatum",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron lineatum","细纹噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_lineatum",NA,NA,NA,"Trochalopteron_lineatum",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron melanostigma","银耳噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_melanostigma",NA,NA,NA,"Trochalopteron_melanostigma",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron milnei","红尾噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_milnei",NA,NA,NA,"Trochalopteron_milnei",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron morrisonianum","台湾噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_morrisonianum",NA,NA,NA,"Trochalopteron_morrisonianum",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron squamatum","蓝翅噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_squamatum",NA,NA,NA,"Trochalopteron_squamatum",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron subunicolor","纯色噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_subunicolor",NA,NA,NA,"Trochalopteron_subunicolor",TRUE,FALSE,FALSE,"Exact match"
"Trochalopteron Variegatum","杂色噪鹛","Passeriformes","雀形目","Leiothrichidae","噪鹛科","Trochalopteron",NA,"Trochalopteron_Variegatum",NA,NA,NA,"Trochalopteron_Variegatum",FALSE,FALSE,TRUE,"Unresolved"
"Helopsaltes amnicola","库页岛蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA,"Helopsaltes_amnicola",NA,NA,NA,"Helopsaltes_amnicola",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes certhiola","小蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA,"Helopsaltes_certhiola",NA,NA,NA,"Helopsaltes_certhiola",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes fasciolatus","苍眉蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA,"Helopsaltes_fasciolatus",NA,NA,NA,"Helopsaltes_fasciolatus",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes ochotensis","北蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA,"Helopsaltes_ochotensis",NA,NA,NA,"Helopsaltes_ochotensis",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes pleskei","东亚蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA,"Helopsaltes_pleskei",NA,NA,NA,"Helopsaltes_pleskei",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes pryeri","斑背大尾莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Helopsaltes",NA,"Helopsaltes_pryeri",NA,NA,NA,"Helopsaltes_pryeri",TRUE,FALSE,FALSE,"Exact match"
"Locustella alishanensis","台湾短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_alishanensis",NA,NA,NA,"Locustella_alishanensis",TRUE,FALSE,FALSE,"Exact match"
"Locustella chengi","四川短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_chengi",NA,NA,NA,"Locustella_chengi",TRUE,FALSE,FALSE,"Exact match"
"Locustella davidi","北短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_davidi",NA,NA,NA,"Locustella_davidi",TRUE,FALSE,FALSE,"Exact match"
"Locustella lanceolata","矛斑蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_lanceolata",NA,NA,NA,"Locustella_lanceolata",TRUE,FALSE,FALSE,"Exact match"
"Locustella luscinioides","鸲蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_luscinioides",NA,NA,NA,"Locustella_luscinioides",TRUE,FALSE,FALSE,"Exact match"
"Locustella luteoventris","棕褐短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_luteoventris",NA,NA,NA,"Locustella_luteoventris",TRUE,FALSE,FALSE,"Exact match"
"Locustella major","巨嘴短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_major",NA,NA,NA,"Locustella_major",TRUE,FALSE,FALSE,"Exact match"
"Locustella mandelli","高山短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_mandelli",NA,NA,NA,"Locustella_mandelli",TRUE,FALSE,FALSE,"Exact match"
"Locustella naevia","黑斑蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_naevia",NA,NA,NA,"Locustella_naevia",TRUE,FALSE,FALSE,"Exact match"
"Locustella tacsanowskia","中华短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_tacsanowskia",NA,NA,NA,"Locustella_tacsanowskia",TRUE,FALSE,FALSE,"Exact match"
"Locustella thoracica","斑胸短翅蝗莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Locustella","蝗莺属","Locustella_thoracica",NA,NA,NA,"Locustella_thoracica",TRUE,FALSE,FALSE,"Exact match"
"Megalurus palustris","沼泽大尾莺","Passeriformes","雀形目","Locustellidae","蝗莺科","Megalurus","大尾莺属","Megalurus_palustris",NA,NA,NA,"Megalurus_palustris",TRUE,FALSE,FALSE,"Exact match"
"Hypothymis azurea","黑枕王鹟","Passeriformes","雀形目","Monarchidae","王鹟科","Hypothymis","黑枕王鹟属","Hypothymis_azurea",NA,NA,NA,"Hypothymis_azurea",TRUE,FALSE,FALSE,"Exact match"
"Terpsiphone affinis","东方寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属","Terpsiphone_affinis",NA,NA,NA,"Terpsiphone_affinis",TRUE,FALSE,FALSE,"Exact match"
"Terpsiphone atrocaudata","紫寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属","Terpsiphone_atrocaudata",NA,NA,NA,"Terpsiphone_atrocaudata",TRUE,FALSE,FALSE,"Exact match"
"Terpsiphone incei","寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属","Terpsiphone_incei",NA,NA,NA,"Terpsiphone_incei",TRUE,FALSE,FALSE,"Exact match"
"Terpsiphone paradisi","印度寿带","Passeriformes","雀形目","Monarchidae","王鹟科","Terpsiphone","寿带属","Terpsiphone_paradisi",NA,NA,NA,"Terpsiphone_paradisi",TRUE,FALSE,FALSE,"Exact match"
"Anthus campestris","平原鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_campestris",NA,NA,NA,"Anthus_campestris",TRUE,FALSE,FALSE,"Exact match"
"Anthus cervinus","红喉鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_cervinus",NA,NA,NA,"Anthus_cervinus",TRUE,FALSE,FALSE,"Exact match"
"Anthus godlewskii","布氏鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_godlewskii",NA,NA,NA,"Anthus_godlewskii",TRUE,FALSE,FALSE,"Exact match"
"Anthus gustavi","北鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_gustavi",NA,NA,NA,"Anthus_gustavi",TRUE,FALSE,FALSE,"Exact match"
"Anthus hodgsoni","树鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_hodgsoni",NA,NA,NA,"Anthus_hodgsoni",TRUE,FALSE,FALSE,"Exact match"
"Anthus pratensis","草地鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_pratensis",NA,NA,NA,"Anthus_pratensis",TRUE,FALSE,FALSE,"Exact match"
"Anthus richardi","田鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_richardi",NA,NA,NA,"Anthus_richardi",TRUE,FALSE,FALSE,"Exact match"
"Anthus roseatus","粉红胸鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_roseatus",NA,NA,NA,"Anthus_roseatus",TRUE,FALSE,FALSE,"Exact match"
"Anthus rubescens","黄腹鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_rubescens",NA,NA,NA,"Anthus_rubescens",TRUE,FALSE,FALSE,"Exact match"
"Anthus rufulus","东方田鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_rufulus",NA,NA,NA,"Anthus_rufulus",TRUE,FALSE,FALSE,"Exact match"
"Anthus spinoletta","水鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_spinoletta",NA,NA,NA,"Anthus_spinoletta",TRUE,FALSE,FALSE,"Exact match"
"Anthus sylvanus","山鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_sylvanus",NA,NA,NA,"Anthus_sylvanus",TRUE,FALSE,FALSE,"Exact match"
"Anthus trivialis","林鹨","Passeriformes","雀形目","Motacillidae","鹡鸰科","Anthus","鹨属","Anthus_trivialis",NA,NA,NA,"Anthus_trivialis",TRUE,FALSE,FALSE,"Exact match"
"Dendronanthus indicus","山鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Dendronanthus","山鹡鸰属","Dendronanthus_indicus",NA,NA,NA,"Dendronanthus_indicus",TRUE,FALSE,FALSE,"Exact match"
"Motacilla alba","白鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属","Motacilla_alba",NA,NA,NA,"Motacilla_alba",TRUE,FALSE,FALSE,"Exact match"
"Motacilla cinerea","灰鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属","Motacilla_cinerea",NA,NA,NA,"Motacilla_cinerea",TRUE,FALSE,FALSE,"Exact match"
"Motacilla citreola","黄头鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属","Motacilla_citreola",NA,NA,NA,"Motacilla_citreola",TRUE,FALSE,FALSE,"Exact match"
"Motacilla flava","西黄鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属","Motacilla_flava",NA,NA,NA,"Motacilla_flava",TRUE,FALSE,FALSE,"Exact match"
"Motacilla grandis","日本鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属","Motacilla_grandis",NA,NA,NA,"Motacilla_grandis",TRUE,FALSE,FALSE,"Exact match"
"Motacilla tschutschensis","黄鹡鸰","Passeriformes","雀形目","Motacillidae","鹡鸰科","Motacilla","鹡鸰属","Motacilla_tschutschensis",NA,NA,NA,"Motacilla_tschutschensis",TRUE,FALSE,FALSE,"Exact match"
"Anthipes monileger","白喉姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Anthipes",NA,"Anthipes_monileger",NA,NA,NA,"Anthipes_monileger",TRUE,FALSE,FALSE,"Exact match"
"Brachypteryx cruralis","喜山蓝短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属","Brachypteryx_cruralis",NA,NA,NA,"Brachypteryx_cruralis",TRUE,FALSE,FALSE,"Exact match"
"Brachypteryx goodfellowi","台湾蓝短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属","Brachypteryx_goodfellowi",NA,NA,NA,"Brachypteryx_goodfellowi",TRUE,FALSE,FALSE,"Exact match"
"Brachypteryx hyperythra","锈腹短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属","Brachypteryx_hyperythra",NA,NA,NA,"Brachypteryx_hyperythra",TRUE,FALSE,FALSE,"Exact match"
"Brachypteryx leucophris","白喉短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属","Brachypteryx_leucophris",NA,NA,NA,"Brachypteryx_leucophris",TRUE,FALSE,FALSE,"Exact match"
"Brachypteryx sinensis","蓝短翅鸫","Passeriformes","雀形目","Muscicapidae","鹟科","Brachypteryx","短翅鸫属","Brachypteryx_sinensis",NA,NA,NA,"Brachypteryx_sinensis",TRUE,FALSE,FALSE,"Exact match"
"Calliope calliope","红喉歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA,"Calliope_calliope",NA,NA,NA,"Calliope_calliope",TRUE,FALSE,FALSE,"Exact match"
"Calliope obscura","黑喉歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA,"Calliope_obscura",NA,NA,NA,"Calliope_obscura",TRUE,FALSE,FALSE,"Exact match"
"Calliope pectardens","金胸歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA,"Calliope_pectardens",NA,NA,NA,"Calliope_pectardens",TRUE,FALSE,FALSE,"Exact match"
"Calliope pectoralis","黑胸歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA,"Calliope_pectoralis",NA,NA,NA,"Calliope_pectoralis",TRUE,FALSE,FALSE,"Exact match"
"Calliope tschebaiewi","白须黑胸歌鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Calliope",NA,"Calliope_tschebaiewi",NA,NA,NA,"Calliope_tschebaiewi",TRUE,FALSE,FALSE,"Exact match"
"Cercotrichas galactotes","棕薮鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Cercotrichas",NA,"Cercotrichas_galactotes",NA,NA,NA,"Cercotrichas_galactotes",TRUE,FALSE,FALSE,"Exact match"
"Cinclidium frontale","蓝额地鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Cinclidium","地鸲属","Cinclidium_frontale",NA,NA,NA,"Cinclidium_frontale",TRUE,FALSE,FALSE,"Exact match"
"Copsychus malabaricus","白腰鹊鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Copsychus","鹊鸲属","Copsychus_malabaricus",NA,NA,NA,"Copsychus_malabaricus",TRUE,FALSE,FALSE,"Exact match"
"Copsychus saularis","鹊鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Copsychus","鹊鸲属","Copsychus_saularis",NA,NA,NA,"Copsychus_saularis",TRUE,FALSE,FALSE,"Exact match"
"Cyanoptila cumatilis","白腹暗蓝鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyanoptila",NA,"Cyanoptila_cumatilis",NA,NA,NA,"Cyanoptila_cumatilis",TRUE,FALSE,FALSE,"Exact match"
"Cyanoptila cyanomelana","白腹蓝鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyanoptila",NA,"Cyanoptila_cyanomelana",NA,NA,NA,"Cyanoptila_cyanomelana",TRUE,FALSE,FALSE,"Exact match"
"Cyornis brunneatus","白喉林鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_brunneatus",NA,NA,NA,"Cyornis_brunneatus",TRUE,FALSE,FALSE,"Exact match"
"Cyornis concretus","白尾蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_concretus",NA,NA,NA,"Cyornis_concretus",FALSE,FALSE,TRUE,"Unresolved"
"Cyornis glaucicomans","中华仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_glaucicomans",NA,NA,NA,"Cyornis_glaucicomans",TRUE,FALSE,FALSE,"Exact match"
"Cyornis hainanus","海南蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_hainanus",NA,NA,NA,"Cyornis_hainanus",TRUE,FALSE,FALSE,"Exact match"
"Cyornis poliogenys","灰颊仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_poliogenys",NA,NA,NA,"Cyornis_poliogenys",TRUE,FALSE,FALSE,"Exact match"
"Cyornis rubeculoides","蓝喉仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_rubeculoides",NA,NA,NA,"Cyornis_rubeculoides",TRUE,FALSE,FALSE,"Exact match"
"Cyornis unicolor","纯蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_unicolor",NA,NA,NA,"Cyornis_unicolor",TRUE,FALSE,FALSE,"Exact match"
"Cyornis whitei","山蓝仙鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Cyornis",NA,"Cyornis_whitei",NA,NA,NA,"Cyornis_whitei",TRUE,FALSE,FALSE,"Exact match"
"Enicurus immaculatus","黑背燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属","Enicurus_immaculatus",NA,NA,NA,"Enicurus_immaculatus",TRUE,FALSE,FALSE,"Exact match"
"Enicurus leschenaulti","白额燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属","Enicurus_leschenaulti",NA,NA,NA,"Enicurus_leschenaulti",TRUE,FALSE,FALSE,"Exact match"
"Enicurus maculatus","斑背燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属","Enicurus_maculatus",NA,NA,NA,"Enicurus_maculatus",TRUE,FALSE,FALSE,"Exact match"
"Enicurus schistaceus","灰背燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属","Enicurus_schistaceus",NA,NA,NA,"Enicurus_schistaceus",TRUE,FALSE,FALSE,"Exact match"
"Enicurus scouleri","小燕尾","Passeriformes","雀形目","Muscicapidae","鹟科","Enicurus","燕尾属","Enicurus_scouleri",NA,NA,NA,"Enicurus_scouleri",TRUE,FALSE,FALSE,"Exact match"
"Erithacus rubecula","欧亚鸲","Passeriformes","雀形目","Muscicapidae","鹟科","Erithacus","欧亚鸲属","Erithacus_rubecula",NA,NA,NA,"Erithacus_rubecula",TRUE,FALSE,FALSE,"Exact match"
"Eumyias thalassinus","铜蓝鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Eumyias",NA,"Eumyias_thalassinus",NA,NA,NA,"Eumyias_thalassinus",TRUE,FALSE,FALSE,"Exact match"
"Ficedula albicilla","红喉姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属","Ficedula_albicilla",NA,NA,NA,"Ficedula_albicilla",TRUE,FALSE,FALSE,"Exact match"
"Ficedula elisae","绿背姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属","Ficedula_elisae",NA,NA,NA,"Ficedula_elisae",TRUE,FALSE,FALSE,"Exact match"
"Ficedula erithacus","锈胸蓝姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属","Ficedula_erithacus",NA,NA,NA,"Ficedula_erithacus",TRUE,FALSE,FALSE,"Exact match"
"Ficedula hodgsoni","侏蓝姬鹟","Passeriformes","雀形目","Muscicapidae","鹟科","Ficedula","姬鹟属","Ficedula_hodgsoni",NA,NA,NA,"Ficedula_hodgsoni",TRUE,FALSE,FALSE,"Exact match"
