"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn"
"Remiz coronatus","白冠攀雀","Passeriformes","雀形目","Remizidae","攀雀科","Remiz","攀雀属"
"Remiz macronyx","黑头攀雀","Passeriformes","雀形目","Remizidae","攀雀科","Remiz","攀雀属"
"Rhipidura albicollis","白喉扇尾鹟","Passeriformes","雀形目","Rhipiduridae","扇尾鹟科","Rhipidura","扇尾鹟属"
"Rhipidura aureola","白眉扇尾鹟","Passeriformes","雀形目","Rhipiduridae","扇尾鹟科","Rhipidura","扇尾鹟属"
"Rhipidura nigritorquis","菲律宾斑扇尾鹟","Passeriformes","雀形目","Rhipiduridae","扇尾鹟科","Rhipidura","扇尾鹟属"
"Abroscopus albogularis","棕脸鹟莺","Passeriformes","雀形目","Scotocercidae","树莺科","Abroscopus","拟鹟莺属"
"Abroscopus schisticeps","黑脸鹟莺","Passeriformes","雀形目","Scotocercidae","树莺科","Abroscopus","拟鹟莺属"
"Abroscopus superciliaris","黄腹鹟莺","Passeriformes","雀形目","Scotocercidae","树莺科","Abroscopus","拟鹟莺属"
"Cettia brunnifrons","棕顶树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Cettia","树莺属"
"Cettia castaneocoronata","栗头树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Cettia","树莺属"
"Cettia cetti","宽尾树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Cettia","树莺属"
"Cettia major","大树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Cettia","树莺属"
"Hemitesia pallidipes","淡脚树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Hemitesia",NA
"Horornis acanthizoides","黄腹树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Horornis",NA
"Horornis brunnescens","喜山黄腹树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Horornis",NA
"Horornis canturians","远东树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Horornis",NA
"Horornis diphone","短翅树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Horornis",NA
"Horornis flavolivaceus","异色树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Horornis",NA
"Horornis fortipes","强脚树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Horornis",NA
"Phyllergates cucullatus","栗头织叶莺","Passeriformes","雀形目","Scotocercidae","树莺科","Phyllergates",NA
"Tesia cyaniventer","灰腹地莺","Passeriformes","雀形目","Scotocercidae","树莺科","Tesia","地莺属"
"Tesia olivea","金冠地莺","Passeriformes","雀形目","Scotocercidae","树莺科","Tesia","地莺属"
"Tickellia hodgsoni","宽嘴鶲莺","Passeriformes","雀形目","Scotocercidae","树莺科","Tickellia","宽嘴鶲莺属"
"Urosphena squameiceps","鳞头树莺","Passeriformes","雀形目","Scotocercidae","树莺科","Urosphena",NA
"Sitta cinnamoventris","栗腹䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta europaea","普通䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta formosa","丽䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta frontalis","绒额䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta himalayensis","白尾䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta magna","巨䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta nagaensis","栗臀䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta przewalskii","白脸䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta solangiae","淡紫䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta villosa","黑头䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Sitta yunnanensis","滇䴓","Passeriformes","雀形目","Sittidae","䴓科","Sitta","鳾属"
"Tichodroma muraria","红翅旋壁雀","Passeriformes","雀形目","Sittidae","䴓科","Tichodroma","旋壁雀属"
"Chelidorhynx hypoxanthus","黄腹扇尾鹟","Passeriformes","雀形目","Stenostiridae","玉鹟科","Chelidorhynx",NA
"Culicicapa ceylonensis","方尾鹟","Passeriformes","雀形目","Stenostiridae","玉鹟科","Culicicapa","方尾鹟属"
"Acridotheres albocinctus","白领八哥","Passeriformes","雀形目","Sturnidae","椋鸟科","Acridotheres","八哥属"
"Acridotheres burmannicus","红嘴椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Acridotheres","八哥属"
"Acridotheres cristatellus","八哥","Passeriformes","雀形目","Sturnidae","椋鸟科","Acridotheres","八哥属"
"Acridotheres grandis","林八哥","Passeriformes","雀形目","Sturnidae","椋鸟科","Acridotheres","八哥属"
"Acridotheres javanicus","爪哇八哥","Passeriformes","雀形目","Sturnidae","椋鸟科","Acridotheres","八哥属"
"Acridotheres tristis","家八哥","Passeriformes","雀形目","Sturnidae","椋鸟科","Acridotheres","八哥属"
"Agropsar philippensis","紫背椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Agropsar",NA
"Agropsar sturninus","北椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Agropsar",NA
"Ampeliceps coronatus","金冠树八哥","Passeriformes","雀形目","Sturnidae","椋鸟科","Ampeliceps","树八哥属"
"Aplonis panayensis","亚洲辉椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Aplonis",NA
"Gracula religiosa","鹩哥","Passeriformes","雀形目","Sturnidae","椋鸟科","Gracula","鹩哥属"
"Gracupica contra","斑椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Gracupica",NA
"Gracupica floweri","暹罗斑椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Gracupica",NA
"Gracupica nigricollis","黑领椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Gracupica",NA
"Pastor roseus","粉红椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Pastor",NA
"Saroglossa spilopterus","斑翅椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Saroglossa",NA
"Spodiopsar cineraceus","灰椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Spodiopsar",NA
"Spodiopsar sericeus","丝光椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Spodiopsar",NA
"Sturnia malabarica","灰头椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Sturnia",NA
"Sturnia pagodarum","黑冠椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Sturnia",NA
"Sturnia sinensis","灰背椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Sturnia",NA
"Sturnus vulgaris","紫翅椋鸟","Passeriformes","雀形目","Sturnidae","椋鸟科","Sturnus","椋鸟属"
"Curruca althaea","休氏白喉林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Curruca",NA
"Curruca communis","灰白喉林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Curruca",NA
"Curruca crassirostris","东歌林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Curruca",NA
"Curruca curruca","白喉林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Curruca",NA
"Curruca minula","漠白喉林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Curruca",NA
"Curruca nana","荒漠林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Curruca",NA
"Curruca nisoria","横斑林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Curruca",NA
"Sylvia atricapilla","黑顶林莺","Passeriformes","雀形目","Sylviidae","莺鹛科","Sylvia","莺属"
"Cyanoderma ambiguum","黄喉穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Cyanoderma",NA
"Cyanoderma chrysaeum","金头穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Cyanoderma",NA
"Cyanoderma pyrrhops","黑颏穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Cyanoderma",NA
"Cyanoderma ruficeps","红头穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Cyanoderma",NA
"Erythrogenys erythrocnemis","台湾斑胸钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Erythrogenys",NA
"Erythrogenys erythrogenys","锈脸钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Erythrogenys",NA
"Erythrogenys gravivox","斑胸钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Erythrogenys",NA
"Erythrogenys hypoleucos","长嘴钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Erythrogenys",NA
"Erythrogenys swinhoei","华南斑胸钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Erythrogenys",NA
"Mixornis gularis","纹胸鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Mixornis",NA
"Pomatorhinus ferruginosus","红嘴钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Pomatorhinus","钩嘴鹛属"
"Pomatorhinus musicus","台湾棕颈钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Pomatorhinus","钩嘴鹛属"
"Pomatorhinus ochraceiceps","棕头钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Pomatorhinus","钩嘴鹛属"
"Pomatorhinus ruficollis","棕颈钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Pomatorhinus","钩嘴鹛属"
"Pomatorhinus schisticeps","灰头钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Pomatorhinus","钩嘴鹛属"
"Pomatorhinus superciliaris","细嘴钩嘴鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Pomatorhinus","钩嘴鹛属"
"Spelaeornis badeigularis","锈喉鹩鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Spelaeornis","鹩鹛属"
"Spelaeornis caudatus","棕喉鹩鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Spelaeornis","鹩鹛属"
"Spelaeornis chocolatinus","长尾鹩鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Spelaeornis","鹩鹛属"
"Spelaeornis kinneari","淡喉鹩鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Spelaeornis","鹩鹛属"
"Spelaeornis troglodytoides","斑翅鹩鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Spelaeornis","鹩鹛属"
"Stachyris humei","黑胸楔嘴穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Stachyris","穗鹛属"
"Stachyris nigriceps","黑头穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Stachyris","穗鹛属"
"Stachyris nonggangensis","弄岗穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Stachyris","穗鹛属"
"Stachyris roberti","楔嘴穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Stachyris","穗鹛属"
"Stachyris strialata","斑颈穗鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Stachyris","穗鹛属"
"Timalia pileata","红顶鹛","Passeriformes","雀形目","Timaliidae","林鹛科","Timalia","鹛属"
"Troglodytes troglodytes","鹪鹩","Passeriformes","雀形目","Troglodytidae","鹪鹩科","Troglodytes","鹪鹩属"
"Cochoa purpurea","紫宽嘴鸫","Passeriformes","雀形目","Turdidae","鸫科","Cochoa","宽嘴鸫属"
"Cochoa viridis","绿宽嘴鸫","Passeriformes","雀形目","Turdidae","鸫科","Cochoa","宽嘴鸫属"
"Geokichla citrina","橙头地鸫","Passeriformes","雀形目","Turdidae","鸫科","Geokichla",NA
"Geokichla sibirica","白眉地鸫","Passeriformes","雀形目","Turdidae","鸫科","Geokichla",NA
"Grandala coelicolor","蓝大翅鸲","Passeriformes","雀形目","Turdidae","鸫科","Grandala","大翅鸲属"
"Turdus albocinctus","白颈鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus atrogularis","黑喉鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus boulboul","灰翅鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus cardis","乌灰鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus chrysolaus","赤胸鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus dissimilis","黑胸鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus eunomus","斑鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus feae","褐头鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus hortulorum","灰背鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus iliacus","白眉歌鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus kessleri","棕背黑头鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus mandarinus","乌鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus maximus","藏乌鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus merula","欧乌鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus mupinensis","宝兴歌鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus naumanni","红尾斑鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus niveiceps","白头鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus obscurus","白眉鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus pallidus","白腹鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus philomelos","欧歌鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus pilaris","田鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus rubrocanus","灰头鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus ruficollis","赤颈鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus unicolor","蒂氏鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Turdus viscivorus","槲鸫","Passeriformes","雀形目","Turdidae","鸫科","Turdus","鸫属"
"Zoothera aurea","虎斑地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Zoothera dauma","小虎斑地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Zoothera dixoni","长尾地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Zoothera griseiceps","四川淡背地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Zoothera marginata","长嘴地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Zoothera mollissima","淡背地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Zoothera monticola","大长嘴地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Zoothera salimalii","喜山淡背地鸫","Passeriformes","雀形目","Turdidae","鸫科","Zoothera","地鸫属"
"Urocynchramus pylzowi","朱鹀","Passeriformes","雀形目","Urocynchramidae","朱鹀科","Urocynchramus","朱鹀属"
"Hemipus picatus","褐背鹟鵙","Passeriformes","雀形目","Vangidae","钩嘴鵙科","Hemipus","鹊鵙属"
"Tephrodornis virgatus","钩嘴林鵙","Passeriformes","雀形目","Vangidae","钩嘴鵙科","Tephrodornis","钩嘴林鵙属"
"Erpornis zantholeuca","白腹凤鹛","Passeriformes","雀形目","Vireonidae","莺雀科","Erpornis",NA
"Pteruthius aeralatus","红翅鵙鹛","Passeriformes","雀形目","Vireonidae","莺雀科","Pteruthius","鵙鹛属"
"Pteruthius intermedius","栗额鵙鹛","Passeriformes","雀形目","Vireonidae","莺雀科","Pteruthius","鵙鹛属"
"Pteruthius melanotis","栗喉鵙鹛","Passeriformes","雀形目","Vireonidae","莺雀科","Pteruthius","鵙鹛属"
"Pteruthius rufiventer","棕腹鵙鹛","Passeriformes","雀形目","Vireonidae","莺雀科","Pteruthius","鵙鹛属"
"Pteruthius xanthochlorus","淡绿鵙鹛","Passeriformes","雀形目","Vireonidae","莺雀科","Pteruthius","鵙鹛属"
"Parayuhina bakeri","白颈凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Parayuhina",NA
"Parayuhina diademata","白领凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Parayuhina",NA
"Staphida castaniceps","栗耳凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Staphida",NA
"Staphida torqueola","栗颈凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Staphida",NA
"Yuhina brunneiceps","褐头凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Yuhina","凤鹛属"
"Yuhina flavicollis","黄颈凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Yuhina","凤鹛属"
"Yuhina gularis","纹喉凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Yuhina","凤鹛属"
"Yuhina nigrimenta","黑颏凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Yuhina","凤鹛属"
"Yuhina occipitalis","棕臀凤鹛","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Yuhina","凤鹛属"
"Zosterops erythropleurus","红胁绣眼鸟","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Zosterops","绣眼鸟属"
"Zosterops japonicus","日本绣眼鸟","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Zosterops","绣眼鸟属"
"Zosterops meyeni","低地绣眼鸟","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Zosterops","绣眼鸟属"
"Zosterops palpebrosus","灰腹绣眼鸟","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Zosterops","绣眼鸟属"
"Zosterops simplex","暗绿绣眼鸟","Passeriformes","雀形目","Zosteropidae","绣眼鸟科","Zosterops","绣眼鸟属"
"Ardea alba","大白鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardea","鹭属"
"Ardea cinerea","苍鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardea","鹭属"
"Ardea insignis","白腹鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardea","鹭属"
"Ardea intermedia","中白鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardea","鹭属"
"Ardea purpurea","草鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardea","鹭属"
"Ardeola bacchus","池鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardeola","池鹭属"
"Ardeola grayii","印度池鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardeola","池鹭属"
"Ardeola speciosa","爪哇池鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ardeola","池鹭属"
"Botaurus stellaris","大麻鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Botaurus","麻鳽属"
"Bubulcus coromandus","牛背鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Bubulcus","牛背鹭属"
"Butorides striata","绿鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Butorides","绿鹭属"
"Egretta eulophotes","黄嘴白鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Egretta","白鹭属"
"Egretta garzetta","白鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Egretta","白鹭属"
"Egretta novaehollandiae","白脸鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Egretta","白鹭属"
"Egretta picata","斑鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Egretta","白鹭属"
"Egretta sacra","岩鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Egretta","白鹭属"
"Gorsachius goisagi","栗头鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Gorsachius","鳽属"
"Gorsachius magnificus","海南鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Gorsachius","鳽属"
"Gorsachius melanolophus","黑冠鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Gorsachius","鳽属"
"Ixobrychus cinnamomeus","栗苇鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ixobrychus","苇鳽属"
"Ixobrychus eurhythmus","紫背苇鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ixobrychus","苇鳽属"
"Ixobrychus flavicollis","黑苇鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ixobrychus","苇鳽属"
"Ixobrychus minutus","小苇鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ixobrychus","苇鳽属"
"Ixobrychus sinensis","黄斑苇鳽","Pelecaniformes","鹈形目","Ardeidae","鹭科","Ixobrychus","苇鳽属"
"Nycticorax caledonicus","棕夜鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Nycticorax","夜鹭属"
"Nycticorax nycticorax","夜鹭","Pelecaniformes","鹈形目","Ardeidae","鹭科","Nycticorax","夜鹭属"
"Pelecanus crispus","卷羽鹈鹕","Pelecaniformes","鹈形目","Pelecanidae","鹈鹕科","Pelecanus","鹈鹕属"
"Pelecanus onocrotalus","白鹈鹕","Pelecaniformes","鹈形目","Pelecanidae","鹈鹕科","Pelecanus","鹈鹕属"
"Pelecanus philippensis","斑嘴鹈鹕","Pelecaniformes","鹈形目","Pelecanidae","鹈鹕科","Pelecanus","鹈鹕属"
"Nipponia nippon","朱鹮","Pelecaniformes","鹈形目","Threskiornithidae","鹮科","Nipponia","朱鹮属"
"Platalea leucorodia","白琵鹭","Pelecaniformes","鹈形目","Threskiornithidae","鹮科","Platalea","琵鹭属"
"Platalea minor","黑脸琵鹭","Pelecaniformes","鹈形目","Threskiornithidae","鹮科","Platalea","琵鹭属"
"Plegadis falcinellus","彩鹮","Pelecaniformes","鹈形目","Threskiornithidae","鹮科","Plegadis","彩鹮属"
"Pseudibis davisoni","白肩黑鹮","Pelecaniformes","鹈形目","Threskiornithidae","鹮科","Pseudibis","黑鹮属"
"Threskiornis melanocephalus","黑头白鹮","Pelecaniformes","鹈形目","Threskiornithidae","鹮科","Threskiornis","白鹮属"
"Phaethon aethereus","红嘴鹲","Phaethontiformes","鹲形目","Phaethontidae","鹲科","Phaethon","鹲属"
"Phaethon lepturus","白尾鹲","Phaethontiformes","鹲形目","Phaethontidae","鹲科","Phaethon","鹲属"
"Phaethon rubricauda","红尾鹲","Phaethontiformes","鹲形目","Phaethontidae","鹲科","Phaethon","鹲属"
"Phoenicopterus roseus","大红鹳","Phoenicopteriformes","红鹳目","Phoenicopteridae","红鹳科","Phoenicopterus","红鹳属"
"Indicator xanthonotus","黄腰响蜜鴷","Piciformes","啄木鸟目","Indicatoridae","响蜜鴷科","Indicator","响密鴷属"
"Psilopogon asiaticus","蓝喉拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon duvaucelii","蓝耳拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon faber","黑眉拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon faiostrictus","黄纹拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon franklinii","金喉拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon haemacephalus","赤胸拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon lineatus","绿拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon nuchalis","台湾拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Psilopogon virens","大拟啄木鸟","Piciformes","啄木鸟目","Megalaimidae","拟啄木鸟科","Psilopogon",NA
"Blythipicus pyrrhotis","黄嘴栗啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Blythipicus","噪啄木鸟属"
"Chrysocolaptes guttacristatus","大金背啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Chrysocolaptes","大金背啄木鸟属"
"Chrysophlegma flavinucha","大黄冠啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Chrysophlegma",NA
"Dendrocopos atratus","纹胸啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dendrocopos",NA
"Dendrocopos darjellensis","黄颈啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dendrocopos",NA
"Dendrocopos hyperythrus","棕腹啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dendrocopos",NA
"Dendrocopos leucopterus","白翅啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dendrocopos",NA
"Dendrocopos leucotos","白背啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dendrocopos",NA
"Dendrocopos macei","纹腹啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dendrocopos",NA
"Dendrocopos major","大斑啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dendrocopos",NA
"Dinopium benghalense","小金背啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dinopium","金背三趾啄木鸟属"
"Dinopium javanense","金背啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dinopium","金背三趾啄木鸟属"
"Dinopium shorii","喜山金背啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dinopium","金背三趾啄木鸟属"
"Dryobates cathpharius","赤胸啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dryobates",NA
"Dryobates minor","小斑啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dryobates",NA
"Dryocopus javensis","白腹黑啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dryocopus","黑啄木鸟属"
"Dryocopus martius","黑啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Dryocopus","黑啄木鸟属"
"Gecinulus grantia","竹啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Gecinulus","竹啄木鸟属"
"Jynx torquilla","蚁鴷","Piciformes","啄木鸟目","Picidae","啄木鸟科","Jynx","蚁属"
"Leiopicus auriceps","褐额啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Leiopicus",NA
"Micropternus brachyurus","栗啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Micropternus",NA
"Mulleripicus pulverulentus","大灰啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Mulleripicus","灰啄木鸟属"
"Picoides canicapillus","星头啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picoides","啄木鸟属"
"Picoides kizuki","小星头啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picoides","啄木鸟属"
"Picoides tridactylus","三趾啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picoides","啄木鸟属"
"Picumnus innominatus","斑姬啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picumnus","姬啄木鸟属"
"Picus canus","灰头绿啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picus","绿啄木鸟属"
"Picus chlorolophus","黄冠啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picus","绿啄木鸟属"
"Picus rabieri","红颈绿啄木鸟","Piciformes","啄木鸟目","Picidae","啄木鸟科","Picus","绿啄木鸟属"
