"tree_label_final","order","family","genus","species_examples","pool_species_concepts","bridge_in_pool","new_record_species_concepts","new_record_species_list","new_record_species_cn","new_record_iucn","order_new","bridge_in_new_records","is_new_record","tip_index"
"Urocissa_erythroryncha","Passeriformes","Corvidae","Urocissa","Urocissa erythroryncha",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,757
"Urocissa_flavirostris","Passeriformes","Corvidae","Urocissa","Urocissa flavirostris",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,758
"Urocissa_whiteheadi","Passeriformes","Corvidae","Urocissa","Urocissa whiteheadi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,759
"Cissa_chinensis","Passeriformes","Corvidae","Cissa","Cissa chinensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,760
"Cissa_hypoleuca","Passeriformes","Corvidae","Cissa","Cissa hypoleuca",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,761
"Dendrocitta_formosae","Passeriformes","Corvidae","Dendrocitta","Dendrocitta formosae",1,FALSE,1,"Dendrocitta formosae","灰树鹊","LC","Passeriformes",FALSE,TRUE,762
"Dendrocitta_vagabunda","Passeriformes","Corvidae","Dendrocitta","Dendrocitta vagabunda",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,763
"Dendrocitta_frontalis","Passeriformes","Corvidae","Dendrocitta","Dendrocitta frontalis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,764
"Temnurus_temnurus","Passeriformes","Corvidae","Temnurus","Temnurus temnurus",1,FALSE,1,"Temnurus temnurus","塔尾树鹊","LC","Passeriformes",FALSE,TRUE,765
"Pyrrhocorax_graculus","Passeriformes","Corvidae","Pyrrhocorax","Pyrrhocorax graculus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,766
"Pyrrhocorax_pyrrhocorax","Passeriformes","Corvidae","Pyrrhocorax","Pyrrhocorax pyrrhocorax",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,767
"Lanius_bucephalus","Passeriformes","Laniidae","Lanius","Lanius bucephalus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,768
"Lanius_cristatus","Passeriformes","Laniidae","Lanius","Lanius cristatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,769
"Lanius_schach","Passeriformes","Laniidae","Lanius","Lanius schach",1,FALSE,1,"Lanius schach","棕背伯劳","LC","Passeriformes",FALSE,TRUE,770
"Lanius_tephronotus","Passeriformes","Laniidae","Lanius","Lanius tephronotus",1,FALSE,1,"Lanius tephronotus","灰背伯劳","LC","Passeriformes",FALSE,TRUE,771
"Lanius_collurio","Passeriformes","Laniidae","Lanius","Lanius collurio",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,772
"Lanius_phoenicuroides","Passeriformes","Laniidae","Lanius","Lanius phoenicuroides",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,773
"Lanius_isabellinus","Passeriformes","Laniidae","Lanius","Lanius isabellinus",1,FALSE,1,"Lanius isabellinus","荒漠伯劳","LC","Passeriformes",FALSE,TRUE,774
"Lanius_vittatus","Passeriformes","Laniidae","Lanius","Lanius vittatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,775
"Lanius_tigrinus","Passeriformes","Laniidae","Lanius","Lanius tigrinus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,776
"Lanius_collurioides","Passeriformes","Laniidae","Lanius","Lanius collurioides",1,FALSE,1,"Lanius collurioides","栗背伯劳","LC","Passeriformes",FALSE,TRUE,777
"Lanius_minor","Passeriformes","Laniidae","Lanius","Lanius minor",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,778
"Lanius_borealis","Passeriformes","Laniidae","Lanius","Lanius borealis",1,FALSE,1,"Lanius borealis","灰伯劳","LC","Passeriformes",FALSE,TRUE,779
"Lanius_giganteus","Passeriformes","Laniidae","Lanius","Lanius giganteus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,780
"Lanius_sphenocercus","Passeriformes","Laniidae","Lanius","Lanius sphenocercus",1,FALSE,1,"Lanius sphenocercus","楔尾伯劳","LC","Passeriformes",FALSE,TRUE,781
"Lanius_excubitor","Passeriformes","Laniidae","Lanius","Lanius excubitor",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,782
"Terpsiphone_paradisi","Passeriformes","Monarchidae","Terpsiphone","Terpsiphone paradisi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,783
"Terpsiphone_atrocaudata","Passeriformes","Monarchidae","Terpsiphone","Terpsiphone atrocaudata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,784
"Terpsiphone_incei","Passeriformes","Monarchidae","Terpsiphone","Terpsiphone incei",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,785
"Terpsiphone_affinis","Passeriformes","Monarchidae","Terpsiphone","Terpsiphone affinis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,786
"Hypothymis_azurea","Passeriformes","Monarchidae","Hypothymis","Hypothymis azurea",1,FALSE,1,"Hypothymis azurea","黑枕王鹟","LC","Passeriformes",FALSE,TRUE,787
"Dicrurus_hottentottus","Passeriformes","Dicruridae","Dicrurus","Dicrurus hottentottus",1,FALSE,1,"Dicrurus hottentottus","发冠卷尾","LC","Passeriformes",FALSE,TRUE,788
"Dicrurus_paradiseus","Passeriformes","Dicruridae","Dicrurus","Dicrurus paradiseus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,789
"Dicrurus_annectens","Passeriformes","Dicruridae","Dicrurus","Dicrurus annectens",1,FALSE,1,"Dicrurus annectens","鸦嘴卷尾","LC","Passeriformes",FALSE,TRUE,790
"Dicrurus_remifer","Passeriformes","Dicruridae","Dicrurus","Dicrurus remifer",1,FALSE,1,"Dicrurus remifer","小盘尾","LC","Passeriformes",FALSE,TRUE,791
"Dicrurus_macrocercus","Passeriformes","Dicruridae","Dicrurus","Dicrurus macrocercus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,792
"Dicrurus_leucophaeus","Passeriformes","Dicruridae","Dicrurus","Dicrurus leucophaeus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,793
"Dicrurus_aeneus","Passeriformes","Dicruridae","Dicrurus","Dicrurus aeneus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,794
"Rhipidura_albicollis","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura albicollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,795
"Rhipidura_aureola","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura aureola",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,796
"Rhipidura_nigritorquis","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura nigritorquis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,797
"Oriolus_chinensis","Passeriformes","Oriolidae","Oriolus","Oriolus chinensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,798
"Oriolus_tenuirostris","Passeriformes","Oriolidae","Oriolus","Oriolus tenuirostris",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,799
"Oriolus_oriolus","Passeriformes","Oriolidae","Oriolus","Oriolus oriolus",1,FALSE,1,"Oriolus oriolus","金黄鹂","LC","Passeriformes",FALSE,TRUE,800
"Oriolus_kundoo","Passeriformes","Oriolidae","Oriolus","Oriolus kundoo",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,801
"Oriolus_xanthornus","Passeriformes","Oriolidae","Oriolus","Oriolus xanthornus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,802
"Oriolus_mellianus","Passeriformes","Oriolidae","Oriolus","Oriolus mellianus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,803
"Oriolus_traillii","Passeriformes","Oriolidae","Oriolus","Oriolus traillii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,804
"Erpornis_zantholeuca","Passeriformes","Vireonidae","Erpornis","Erpornis zantholeuca",1,FALSE,1,"Erpornis zantholeuca","白腹凤鹛","LC","Passeriformes",FALSE,TRUE,805
"Pteruthius_intermedius","Passeriformes","Vireonidae","Pteruthius","Pteruthius intermedius",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,806
"Pteruthius_melanotis","Passeriformes","Vireonidae","Pteruthius","Pteruthius melanotis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,807
"Pteruthius_xanthochlorus","Passeriformes","Vireonidae","Pteruthius","Pteruthius xanthochlorus",1,FALSE,1,"Pteruthius xanthochlorus","淡绿鵙鹛","LC","Passeriformes",FALSE,TRUE,808
"Pteruthius_aeralatus","Passeriformes","Vireonidae","Pteruthius","Pteruthius aeralatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,809
"Pteruthius_rufiventer","Passeriformes","Vireonidae","Pteruthius","Pteruthius rufiventer",1,FALSE,1,"Pteruthius rufiventer","棕腹鵙鹛","LC","Passeriformes",FALSE,TRUE,810
"Aegithina_lafresnayei","Passeriformes","Aegithinidae","Aegithina","Aegithina lafresnayei",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,811
"Aegithina_tiphia","Passeriformes","Aegithinidae","Aegithina","Aegithina tiphia",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,812
"Tephrodornis_virgatus","Passeriformes","Vangidae","Tephrodornis","Tephrodornis virgatus",1,FALSE,1,"Tephrodornis virgatus","钩嘴林鵙","LC","Passeriformes",FALSE,TRUE,813
"Hemipus_picatus","Passeriformes","Vangidae","Hemipus","Hemipus picatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,814
"Artamus_fuscus","Passeriformes","Artamidae","Artamus","Artamus fuscus",1,FALSE,1,"Artamus fuscus","灰燕鵙","LC","Passeriformes",FALSE,TRUE,815
"Coracina_macei","Passeriformes","Campephagidae","Coracina","Coracina macei",1,FALSE,1,"Coracina macei","大鹃鵙","LC","Passeriformes",FALSE,TRUE,816
"Lalage_melaschistos","Passeriformes","Campephagidae","Lalage","Lalage melaschistos",1,FALSE,1,"Lalage melaschistos","暗灰鹃鵙","LC","Passeriformes",FALSE,TRUE,817
"Lalage_nigra","Passeriformes","Campephagidae","Lalage","Lalage nigra",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,818
"Pericrocotus_divaricatus","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus divaricatus",1,FALSE,1,"Pericrocotus divaricatus","灰山椒鸟","LC","Passeriformes",FALSE,TRUE,819
"Pericrocotus_roseus","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus roseus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,820
"Pericrocotus_cantonensis","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus cantonensis",1,FALSE,1,"Pericrocotus cantonensis","小灰山椒鸟","LC","Passeriformes",FALSE,TRUE,821
"Pericrocotus_tegimae","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus tegimae",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,822
"Pericrocotus_speciosus","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus speciosus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,823
"Pericrocotus_brevirostris","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus brevirostris",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,824
"Pericrocotus_ethologus","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus ethologus",1,FALSE,1,"Pericrocotus ethologus","长尾山椒鸟","LC","Passeriformes",FALSE,TRUE,825
"Pericrocotus_solaris","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus solaris",1,FALSE,1,"Pericrocotus solaris","灰喉山椒鸟","LC","Passeriformes",FALSE,TRUE,826
"Pitta_sordida","Passeriformes","Pittidae","Pitta","Pitta sordida",1,FALSE,1,"Pitta sordida","绿胸八色鸫","LC","Passeriformes",FALSE,TRUE,827
"Pitta_nympha","Passeriformes","Pittidae","Pitta","Pitta nympha",1,FALSE,1,"Pitta nympha","仙八色鸫","VU","Passeriformes",FALSE,TRUE,828
"Pitta_moluccensis","Passeriformes","Pittidae","Pitta","Pitta moluccensis",1,FALSE,1,"Pitta moluccensis","蓝翅八色鸫","LC","Passeriformes",FALSE,TRUE,829
"Hydrornis_nipalensis","Passeriformes","Pittidae","Hydrornis","Hydrornis nipalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,830
"Hydrornis_soror","Passeriformes","Pittidae","Hydrornis","Hydrornis soror",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,831
"Hydrornis_oatesi","Passeriformes","Pittidae","Hydrornis","Hydrornis oatesi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,832
"Hydrornis_cyaneus","Passeriformes","Pittidae","Hydrornis","Hydrornis cyaneus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,833
"Hydrornis_phayrei","Passeriformes","Pittidae","Hydrornis","Hydrornis phayrei",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,834
"Serilophus_lunatus","Passeriformes","Eurylaimidae","Serilophus","Serilophus lunatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,835
"Psarisomus_dalhousiae","Passeriformes","Eurylaimidae","Psarisomus","Psarisomus dalhousiae",1,FALSE,1,"Psarisomus dalhousiae","长尾阔嘴鸟","LC","Passeriformes",FALSE,TRUE,836
"Loriculus_vernalis","Psittaciformes","Psittacidae","Loriculus","Loriculus vernalis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,837
"Psittacula_alexandri","Psittaciformes","Psittacidae","Psittacula","Psittacula alexandri",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,838
"Psittacula_derbiana","Psittaciformes","Psittacidae","Psittacula","Psittacula derbiana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,839
"Psittacula_krameri","Psittaciformes","Psittacidae","Psittacula","Psittacula krameri",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,840
"Psittacula_eupatria","Psittaciformes","Psittacidae","Psittacula","Psittacula eupatria",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,841
"Psittacula_finschii","Psittaciformes","Psittacidae","Psittacula","Psittacula finschii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,842
"Psittacula_himalayana","Psittaciformes","Psittacidae","Psittacula","Psittacula himalayana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,843
"Psittacula_roseata","Psittaciformes","Psittacidae","Psittacula","Psittacula roseata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,844
"Psittinus_cyanurus","Psittaciformes","Psittacidae","Psittinus","Psittinus cyanurus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,845
"Falco_cherrug","Falconiformes","Falconidae","Falco","Falco cherrug",1,FALSE,1,"Falco cherrug","猎隼","EN","Falconiformes",FALSE,TRUE,846
"Falco_rusticolus","Falconiformes","Falconidae","Falco","Falco rusticolus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,847
"Falco_peregrinus","Falconiformes","Falconidae","Falco","Falco peregrinus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,848
"Falco_subbuteo","Falconiformes","Falconidae","Falco","Falco subbuteo",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,849
"Falco_severus","Falconiformes","Falconidae","Falco","Falco severus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,850
"Falco_columbarius","Falconiformes","Falconidae","Falco","Falco columbarius",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,851
"Falco_amurensis","Falconiformes","Falconidae","Falco","Falco amurensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,852
"Falco_vespertinus","Falconiformes","Falconidae","Falco","Falco vespertinus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,853
"Falco_tinnunculus","Falconiformes","Falconidae","Falco","Falco tinnunculus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,854
"Falco_naumanni","Falconiformes","Falconidae","Falco","Falco naumanni",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,855
"Microhierax_caerulescens","Falconiformes","Falconidae","Microhierax","Microhierax caerulescens",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,856
"Microhierax_melanoleucos","Falconiformes","Falconidae","Microhierax","Microhierax melanoleucos",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,857
"Buteo_hemilasius","Accipitriformes","Accipitridae","Buteo","Buteo hemilasius",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,858
"Buteo_rufinus","Accipitriformes","Accipitridae","Buteo","Buteo rufinus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,859
"Buteo_japonicus","Accipitriformes","Accipitridae","Buteo","Buteo japonicus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,860
"Buteo_refectus","Accipitriformes","Accipitridae","Buteo","Buteo refectus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,861
"Buteo_buteo","Accipitriformes","Accipitridae","Buteo","Buteo buteo",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,862
"Buteo_lagopus","Accipitriformes","Accipitridae","Buteo","Buteo lagopus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,863
"Butastur_indicus","Accipitriformes","Accipitridae","Butastur","Butastur indicus",1,FALSE,1,"Butastur indicus","灰脸鵟鹰","LC","Accipitriformes",FALSE,TRUE,864
"Butastur_teesa","Accipitriformes","Accipitridae","Butastur","Butastur teesa",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,865
"Butastur_liventer","Accipitriformes","Accipitridae","Butastur","Butastur liventer",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,866
"Icthyophaga_humilis","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus humilis",1,TRUE,0,NA,NA,"NotNew",NA,NA,FALSE,867
"Icthyophaga_leucogaster","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucogaster",1,TRUE,0,NA,NA,"NotNew",NA,NA,FALSE,868
"Haliaeetus_albicilla","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus albicilla",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,869
"Haliaeetus_leucoryphus","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucoryphus",1,FALSE,1,"Haliaeetus leucoryphus","玉带海雕","EN","Accipitriformes",FALSE,TRUE,870
"Haliaeetus_pelagicus","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus pelagicus",1,FALSE,1,"Haliaeetus pelagicus","虎头海雕","VU","Accipitriformes",FALSE,TRUE,871
"Haliastur_indus","Accipitriformes","Accipitridae","Haliastur","Haliastur indus",1,FALSE,1,"Haliastur indus","栗鸢","LC","Accipitriformes",FALSE,TRUE,872
"Milvus_migrans","Accipitriformes","Accipitridae","Milvus","Milvus migrans",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,873
"Circus_spilonotus","Accipitriformes","Accipitridae","Circus","Circus spilonotus",1,FALSE,1,"Circus spilonotus","白腹鹞","LC","Accipitriformes",FALSE,TRUE,874
"Circus_aeruginosus","Accipitriformes","Accipitridae","Circus","Circus aeruginosus",1,FALSE,1,"Circus aeruginosus","白头鹞","LC","Accipitriformes",FALSE,TRUE,875
"Circus_melanoleucos","Accipitriformes","Accipitridae","Circus","Circus melanoleucos",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,876
"Circus_pygargus","Accipitriformes","Accipitridae","Circus","Circus pygargus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,877
"Circus_cyaneus","Accipitriformes","Accipitridae","Circus","Circus cyaneus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,878
"Circus_macrourus","Accipitriformes","Accipitridae","Circus","Circus macrourus",1,FALSE,1,"Circus macrourus","草原鹞","NT","Accipitriformes",FALSE,TRUE,879
"Accipiter_gentilis","Accipitriformes","Accipitridae","Accipiter","Accipiter gentilis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,880
"Accipiter_nisus","Accipitriformes","Accipitridae","Accipiter","Accipiter nisus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,881
"Accipiter_soloensis","Accipitriformes","Accipitridae","Accipiter","Accipiter soloensis",1,FALSE,1,"Accipiter soloensis","赤腹鹰","LC","Accipitriformes",FALSE,TRUE,882
"Accipiter_badius","Accipitriformes","Accipitridae","Accipiter","Accipiter badius",1,FALSE,1,"Accipiter badius","褐耳鹰","LC","Accipitriformes",FALSE,TRUE,883
"Accipiter_gularis","Accipitriformes","Accipitridae","Accipiter","Accipiter gularis",1,FALSE,1,"Accipiter gularis","日本松雀鹰","LC","Accipitriformes",FALSE,TRUE,884
"Accipiter_virgatus","Accipitriformes","Accipitridae","Accipiter","Accipiter virgatus",1,FALSE,1,"Accipiter virgatus","松雀鹰","LC","Accipitriformes",FALSE,TRUE,885
"Accipiter_trivirgatus","Accipitriformes","Accipitridae","Accipiter","Accipiter trivirgatus",1,FALSE,1,"Accipiter trivirgatus","凤头鹰","LC","Accipitriformes",FALSE,TRUE,886
"Aquila_fasciata","Accipitriformes","Accipitridae","Aquila","Aquila fasciata",1,FALSE,1,"Aquila fasciata","白腹隼雕","LC","Accipitriformes",FALSE,TRUE,887
"Aquila_chrysaetos","Accipitriformes","Accipitridae","Aquila","Aquila chrysaetos",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,888
"Aquila_heliaca","Accipitriformes","Accipitridae","Aquila","Aquila heliaca",1,FALSE,1,"Aquila heliaca","白肩雕","VU","Accipitriformes",FALSE,TRUE,889
"Aquila_nipalensis","Accipitriformes","Accipitridae","Aquila","Aquila nipalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,890
"Hieraaetus_pennatus","Accipitriformes","Accipitridae","Hieraaetus","Hieraaetus pennatus",1,FALSE,1,"Hieraaetus pennatus","靴隼雕","LC","Accipitriformes",FALSE,TRUE,891
"Clanga_clanga","Accipitriformes","Accipitridae","Clanga","Clanga clanga",1,FALSE,1,"Clanga clanga","乌雕","VU","Accipitriformes",FALSE,TRUE,892
"Ictinaetus_malaiensis","Accipitriformes","Accipitridae","Ictinaetus","Ictinaetus malaiensis",1,FALSE,1,"Ictinaetus malaiensis","林雕","LC","Accipitriformes",FALSE,TRUE,893
"Lophotriorchis_kienerii","Accipitriformes","Accipitridae","Lophotriorchis","Lophotriorchis kienerii",1,FALSE,1,"Lophotriorchis kienerii","棕腹隼雕","NT","Accipitriformes",FALSE,TRUE,894
"Nisaetus_nipalensis","Accipitriformes","Accipitridae","Nisaetus","Nisaetus nipalensis",1,FALSE,1,"Nisaetus nipalensis","鹰雕","EN","Accipitriformes",FALSE,TRUE,895
"Nisaetus_cirrhatus","Accipitriformes","Accipitridae","Nisaetus","Nisaetus cirrhatus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,896
"Circaetus_gallicus","Accipitriformes","Accipitridae","Circaetus","Circaetus gallicus",1,FALSE,1,"Circaetus gallicus","短趾雕","LC","Accipitriformes",FALSE,TRUE,897
"Spilornis_cheela","Accipitriformes","Accipitridae","Spilornis","Spilornis cheela",1,FALSE,1,"Spilornis cheela","蛇雕","LC","Accipitriformes",FALSE,TRUE,898
"Gyps_fulvus","Accipitriformes","Accipitridae","Gyps","Gyps fulvus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,899
"Gyps_tenuirostris","Accipitriformes","Accipitridae","Gyps","Gyps tenuirostris",1,FALSE,1,"Gyps tenuirostris","细嘴兀鹫","CR","Accipitriformes",FALSE,TRUE,900
"Gyps_bengalensis","Accipitriformes","Accipitridae","Gyps","Gyps bengalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,901
"Gyps_himalayensis","Accipitriformes","Accipitridae","Gyps","Gyps himalayensis",1,FALSE,1,"Gyps himalayensis","高山兀鹫","NT","Accipitriformes",FALSE,TRUE,902
"Aegypius_monachus","Accipitriformes","Accipitridae","Aegypius","Aegypius monachus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,903
"Sarcogyps_calvus","Accipitriformes","Accipitridae","Sarcogyps","Sarcogyps calvus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,904
"Pernis_ptilorhynchus","Accipitriformes","Accipitridae","Pernis","Pernis ptilorhynchus",1,FALSE,1,"Pernis ptilorhynchus","凤头蜂鹰","LC","Accipitriformes",FALSE,TRUE,905
"Pernis_apivorus","Accipitriformes","Accipitridae","Pernis","Pernis apivorus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,906
"Aviceda_leuphotes","Accipitriformes","Accipitridae","Aviceda","Aviceda leuphotes",1,FALSE,1,"Aviceda leuphotes","黑冠鹃隼","LC","Accipitriformes",FALSE,TRUE,907
"Aviceda_jerdoni","Accipitriformes","Accipitridae","Aviceda","Aviceda jerdoni",1,FALSE,1,"Aviceda jerdoni","褐冠鹃隼","LC","Accipitriformes",FALSE,TRUE,908
"Gypaetus_barbatus","Accipitriformes","Accipitridae","Gypaetus","Gypaetus barbatus",1,FALSE,1,"Gypaetus barbatus","胡兀鹫","NT","Accipitriformes",FALSE,TRUE,909
"Neophron_percnopterus","Accipitriformes","Accipitridae","Neophron","Neophron percnopterus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,910
"Elanus_caeruleus","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus",1,FALSE,1,"Elanus caeruleus","黑翅鸢","LC","Accipitriformes",FALSE,TRUE,911
"Pandion_haliaetus","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,912
"Glaucidium_passerinum","Strigiformes","Strigidae","Glaucidium","Glaucidium passerinum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,913
"Glaucidium_cuculoides","Strigiformes","Strigidae","Glaucidium","Glaucidium cuculoides",1,FALSE,1,"Glaucidium cuculoides","斑头鸺鹠","LC","Strigiformes",FALSE,TRUE,914
"Surnia_ulula","Strigiformes","Strigidae","Surnia","Surnia ulula",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,915
"Athene_brama","Strigiformes","Strigidae","Athene","Athene brama",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,916
"Athene_noctua","Strigiformes","Strigidae","Athene","Athene noctua",1,FALSE,1,"Athene noctua","纵纹腹小鸮","LC","Strigiformes",FALSE,TRUE,917
"Aegolius_funereus","Strigiformes","Strigidae","Aegolius","Aegolius funereus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,918
"Ninox_scutulata","Strigiformes","Strigidae","Ninox","Ninox scutulata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,919
"Ninox_japonica","Strigiformes","Strigidae","Ninox","Ninox japonica",1,FALSE,1,"Ninox japonica","日本鹰鸮","LC","Strigiformes",FALSE,TRUE,920
"Otus_elegans","Strigiformes","Strigidae","Otus","Otus elegans",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,921
"Otus_scops","Strigiformes","Strigidae","Otus","Otus scops",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,922
"Otus_brucei","Strigiformes","Strigidae","Otus","Otus brucei",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,923
"Otus_lettia","Strigiformes","Strigidae","Otus","Otus lettia",1,FALSE,1,"Otus lettia","领角鸮","LC","Strigiformes",FALSE,TRUE,924
