record_id,species,order_raw,order_cn,province_cn,province_en_raw,year,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,order,province,iucn,discover_reason,discovery_method,paper_id,species_cn,english_name,naming_time,identity_source,identity_change_flag,duplicate_group_size,keep_record
902,Geokichla citrina,PASSERIFORMES,雀形目,江西省,NA,2018,LC,NA,红外相机,117.661344444444,27.8444805555556,Passeriformes,Jiangxi,LC,Unclear,红外相机,江西省鸟类新纪录——橙头地鸫,橙头地鸫,Orange-headed Thrush,NA,raw_table,FALSE,1,TRUE
672,Myiomela leucura,PASSERIFORMES,雀形目,江西省,Jiangxi,2018,LC,NA,环志时被捉到,113.985833333333,29.0066416666667,Passeriformes,Jiangxi,LC,Unclear,环志时被捉到,江西遂川发现白尾蓝地鸲,白尾蓝地鸲,White-tailed Blue Robin,NA,raw_table,FALSE,1,TRUE
916,Turdus boulboul,PASSERIFORMES,雀形目,江西省,Jiangxi,2018,LC,NA,观察拍摄,114.042777777778,26.3013888888889,Passeriformes,Jiangxi,LC,Unclear,观察拍摄,江西吉安发现灰翅鸫,灰翅鸫,Grey-winged Blackbird,NA,raw_table,FALSE,1,TRUE
933,Turdus rubrocanus,PASSERIFORMES,雀形目,江西省,Jiangxi,2018,LC,NA,红外相机拍摄,115.277191666667,29.0066416666667,Passeriformes,Jiangxi,LC,Unclear,红外相机拍摄,江西九岭山发现灰头鸫,灰头鸫,Chestnut Thrush,NA,raw_table,FALSE,1,TRUE
77,Anser caerulescens,ANSERIFORMES,雁形目,辽宁省,Liaoning,2018,LC,分布变化,观察拍摄,122.27,40.7,Anseriformes,Liaoning,LC,Range shift or distribution change,观察拍摄,辽宁省越冬鸟类新纪录——雪雁,雪雁,Snow Goose,NA,raw_table,FALSE,1,TRUE
359,Eudynamys scolopaceus,CUCULIFORMES,鹃形目,辽宁省,Liaoning,2018,LC,NA,观察并记录鸣声,120.033333333333,31.0833333333333,Cuculiformes,Liaoning,LC,Unclear,观察并记录鸣声,辽宁朝阳和大连发现噪鹃,噪鹃,Western Koel,NA,raw_table,FALSE,1,TRUE
305,Ciconia boyciana,CICONIIFORMES,鹳形目,宁夏回族自治区,Ningxia,2018,EN,NA,观察拍摄,105.716666666667,37.25,Ciconiiformes,Ningxia,EN,Unclear,观察拍摄,宁夏鸟类新纪录——东方白鹳 - 道客巴巴,东方白鹳,Oriental Stork,NA,raw_table,FALSE,1,TRUE
580,Ianthocincla lunulata,PASSERIFORMES,雀形目,宁夏回族自治区,Ningxia,2018,LC,NA,红外相机拍摄,106.15,35.25,Passeriformes,Ningxia,LC,Unclear,红外相机拍摄,宁夏六盘山发现斑背噪鹛,斑背噪鹛,Barred Laughingthrush,NA,raw_table,FALSE,2,TRUE
249,Calidris minuta,CHARADRIIFORMES,鸻形目,陕西省,Shaanxi,2018,LC,分布变化,观察拍摄,107.513333333333,34.2627777777778,Charadriiformes,Shaanxi,LC,Range shift or distribution change,观察拍摄,陕西省鸟类新纪录———小滨鹬,小滨鹬,Little Stint,NA,format_mismatch,FALSE,1,TRUE
383,Gavia arctica,GAVIIFORMES,潜鸟目,陕西省,Shaanxi,2018,LC,分布变化,观察拍摄,109.15,34.4308333333333,Gaviiformes,Shaanxi,LC,Range shift or distribution change,观察拍摄,陕西省鸟类新纪录———黑喉潜鸟,黑喉潜鸟,Arctic Loon,NA,raw_table,FALSE,1,TRUE
855,Cettia brunnifrons,PASSERIFORMES,雀形目,陕西省,Shaanxi,2018,LC,分布变化,观察拍摄,107.798611111111,33.9913888888889,Passeriformes,Shaanxi,LC,Range shift or distribution change,观察拍摄,陕西省鸟类新纪录———棕顶树莺,棕顶树莺,Grey-sided Bush-warbler,NA,raw_table,FALSE,1,TRUE
697,Tarsiger indicus,PASSERIFORMES,雀形目,陕西省,Shaanxi,2018,LC,NA,观察和拍摄，捡到尸体,107.833333333333,33.6666666666667,Passeriformes,Shaanxi,LC,Unclear,观察和拍摄，捡到尸体,陕西秦岭南坡发现白眉林鸲,白眉林鸲,White-browed Bush-robin,NA,raw_table,FALSE,1,TRUE
258,Calidris pygmaea,CHARADRIIFORMES,鸻形目,山东省,Shandong,2018,CR,分布变化,观察拍摄,117.868055555556,38.2644444444444,Charadriiformes,Shandong,CR,Range shift or distribution change,观察拍摄,山东省滨州市发现极危鸟类———勺嘴鹬,勺嘴鹬,Spoon-billed Sandpiper,NA,raw_table,FALSE,1,TRUE
69,Spilornis cheela,ACCIPITRIFORMES,鹰形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.970433333333,30.8868833333333,Accipitriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,蛇雕,Crested Serpent-eagle,NA,raw_table,FALSE,1,TRUE
133,Netta rufina,ANSERIFORMES,雁形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.902094444444,31.048175,Anseriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,赤嘴潜鸭,Red-crested Pochard,NA,raw_table,FALSE,1,TRUE
200,Larus glaucescens,CHARADRIIFORMES,鸻形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.489463888889,31.2421527777778,Charadriiformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,灰翅鸥,Glaucous-winged Gull,NA,raw_table,FALSE,1,TRUE
853,Abroscopus albogularis,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.967933333333,30.8839083333333,Passeriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,棕脸鹟莺,Rufous-faced Warbler,NA,raw_table,FALSE,1,TRUE
481,Dendrocitta formosae,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.969461111111,30.9282083333333,Passeriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,灰树鹊,Grey Treepie,NA,raw_table,FALSE,1,TRUE
633,Ficedula elisae,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.483333333333,31.7214833333333,Passeriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,绿背姬鹟,Green-backed Flycatcher,NA,raw_table,FALSE,1,TRUE
671,Oenanthe deserti,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.967933333333,30.8839083333333,Passeriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,漠䳭,Desert Wheatear,NA,true_mismatch,TRUE,2,TRUE
911,Otocichla mupinensis,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分布变化,观察和拍摄，捡到尸体,121.65,31.2,Passeriformes,Shanghai,LC,Range shift or distribution change,观察和拍摄，捡到尸体,白眶鹟莺等12种上海市鸟类新记录,宝兴歌鸫,Chinese Thrush,NA,raw_table,FALSE,1,TRUE
761,Phylloscopus claudiae,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分类变动或误认,观察拍摄,121.972161111111,30.9116583333333,Passeriformes,Shanghai,LC,Taxonomic revision,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,冠纹柳莺,Claudia's Leaf-warbler,NA,raw_table,FALSE,1,TRUE
777,Phylloscopus intermedius,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.972097222222,30.9102277777778,Passeriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,白眶鹟莺,White-spectacled Warbler,NA,raw_table,FALSE,1,TRUE
835,Pycnonotus xanthorrhous,PASSERIFORMES,雀形目,上海市,Shanghai,2018,LC,分布变化,观察拍摄,121.961080555556,30.8794777777778,Passeriformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,黄臀鹎,Brown-breasted Bulbul,NA,raw_table,FALSE,1,TRUE
935,Turdus rubrocanus,PASSERIFORMES,雀形目,山西省,Shanxi,2018,LC,NA,红外相机拍摄，环志时观测，拍摄并记录鸣声,111.916666666667,37.65,Passeriformes,Shanxi,LC,Unclear,红外相机拍摄，环志时观测，拍摄并记录鸣声,山西芦芽山和历山发现灰头鸫,灰头鸫,Chestnut Thrush,NA,raw_table,FALSE,1,TRUE
303,Anastomus oscitans,CICONIIFORMES,鹳形目,四川省,Sichuan,2018,LC,分布变化,观察拍摄,103.09,28.41,Ciconiiformes,Sichuan,LC,Range shift or distribution change,观察拍摄,四川省六种鸟类的确认与分布,钳嘴鹳,Asian Openbill,NA,raw_table,FALSE,1,TRUE
655,Heteroxenicus stellatus,PASSERIFORMES,雀形目,四川省,Sichuan,2018,LC,分布变化,标本采集,101.991111111111,29.5722222222222,Passeriformes,Sichuan,LC,Range shift or distribution change,标本采集,四川省六种鸟类的确认与分布,栗背短翅鸫,Gould's Shortwing,NA,raw_table,FALSE,1,TRUE
827,Pycnonotus jocosus,PASSERIFORMES,雀形目,四川省,Sichuan,2018,LC,分布变化,观察拍摄,104.67,30.63,Passeriformes,Sichuan,LC,Range shift or distribution change,观察拍摄,四川省六种鸟类的确认与分布,红耳鹎,Red-whiskered Bulbul,NA,raw_table,FALSE,1,TRUE
628,Eumyias thalassinus,PASSERIFORMES,雀形目,天津市,Tianjin,2018,LC,NA,观察拍摄,117.467152777778,38.7111638888889,Passeriformes,Tianjin,LC,Unclear,观察拍摄,天津发现铜蓝鹟,铜蓝鹟,Verditer Flycatcher,NA,raw_table,FALSE,1,TRUE
198,Larus fuscus,CHARADRIIFORMES,鸻形目,西藏自治区,Tibet,2018,LC,NA,观察和拍摄,91.0842416666667,29.9214222222222,Charadriiformes,Xizang,LC,Unclear,观察和拍摄,西藏发现蓝翡翠和小黑背银鸥,小黑背银鸥,Lesser Black-backed Gull,NA,raw_table,FALSE,1,TRUE
875,Spodiopsar cineraceus,PASSERIFORMES,雀形目,西藏自治区,Tibet,2018,LC,NA,观察拍摄,91.5588166666667,29.8368555555556,Passeriformes,Xizang,LC,Unclear,观察拍摄,西藏达孜县发现灰椋鸟,灰椋鸟,White-cheeked Starling,NA,raw_table,FALSE,1,TRUE
107,Clangula hyemalis,ANSERIFORMES,雁形目,云南省,Yunnan,2018,VU,分布变化,观察拍摄,100.129136111111,25.8842944444444,Anseriformes,Yunnan,VU,Range shift or distribution change,观察拍摄,云南省鸟类新纪录———长尾鸭,长尾鸭,Long-tailed Duck,NA,raw_table,FALSE,1,TRUE
364,Falco cherrug,FALCONIFORMES,隼形目,云南省,Yunnan,2018,EN,NA,观察拍摄,99.9166666666667,26.4666666666667,Falconiformes,Yunnan,EN,Unclear,观察拍摄,云南剑湖发现猎隼分布,猎隼,Saker Falcon,NA,raw_table,FALSE,1,TRUE
617,Enicurus maculatus,PASSERIFORMES,雀形目,浙江省,Zhejiang,2018,LC,分布变化,观察拍摄,119.673055555556,27.7102777777778,Passeriformes,Zhejiang,LC,Range shift or distribution change,观察拍摄,浙江省鸟类新纪录———斑背燕尾,斑背燕尾,Spotted Forktail,NA,raw_table,FALSE,1,TRUE
724,Melanochlora sultanea,PASSERIFORMES,雀形目,浙江省,Zhejiang,2018,LC,NA,观察拍摄,119.151813888889,27.89745,Passeriformes,Zhejiang,LC,Unclear,观察拍摄,浙江龙泉市凤阳山发现棕腹大仙鹟和冕雀,冕雀,Sultan Tit,NA,raw_table,FALSE,1,TRUE
674,Niltava davidi,PASSERIFORMES,雀形目,浙江省,Zhejiang,2018,LC,NA,观察拍摄,119.151813888889,27.89745,Passeriformes,Zhejiang,LC,Unclear,观察拍摄,浙江龙泉市凤阳山发现棕腹大仙鹟和冕雀,棕腹大仙鹟,Fujian Niltava,NA,raw_table,FALSE,1,TRUE
1020,Psilopogon faber,PICIFORMES,啄木鸟目,浙江省,Zhejiang,2018,LC,NA,观察和拍摄，记录鸣声,119.466666666667,26.2833333333333,Piciformes,Zhejiang,LC,Unclear,观察和拍摄，记录鸣声,浙江丽水发现黑眉拟啄木鸟,黑眉拟啄木鸟,Chinese Barbet,NA,raw_table,FALSE,1,TRUE
164,Glareola lactea,CHARADRIIFORMES,鸻形目,重庆市,Chongqing,2019,LC,NA,观察和拍摄,106.68,29.74,Charadriiformes,Chongqing,LC,Unclear,观察和拍摄,重庆市发现肉垂麦鸡,灰燕鸻,Small Pratincole,NA,true_mismatch,TRUE,1,TRUE
1049,Bubo nipalensis,STRIGIFORMES,鸮形目,重庆市,Chongqing,2019,LC,NA,观察拍摄,107.333333333333,28.8333333333333,Strigiformes,Chongqing,LC,Unclear,观察拍摄,重庆南川金佛山发现林雕鸮,林雕鸮,Spot-bellied Eagle-owl,NA,raw_table,FALSE,1,TRUE
20,Aviceda leuphotes,ACCIPITRIFORMES,鹰形目,甘肃省,Gansu,2019,LC,NA,观察和拍摄,105.633333333333,33.55,Accipitriformes,Gansu,LC,Unclear,观察和拍摄,甘肃东南部发现黑冠鹃隼,黑冠鹃隼,Black Baza,NA,raw_table,FALSE,1,TRUE
118,Mareca falcata,ANSERIFORMES,雁形目,甘肃省,Gansu,2019,LC,NA,观察和拍摄,101.65,37.9833333333333,Anseriformes,Gansu,LC,Unclear,观察和拍摄,甘肃永登及高台发现罗纹鸭,罗纹鸭,Falcated Duck,NA,true_mismatch,FALSE,1,TRUE
453,Bombycilla japonica,PASSERIFORMES,雀形目,甘肃省,Gansu,2019,NT,NA,观察拍摄,104.156477777778,35.93935,Passeriformes,Gansu,NT,Unclear,观察拍摄,甘肃兰州发现小太平鸟,小太平鸟,Japanese Waxwing,NA,raw_table,FALSE,1,TRUE
937,Turdus viscivorus,PASSERIFORMES,雀形目,甘肃省,Gansu,2019,LC,NA,观察拍摄,101.333333333333,39.2666666666667,Passeriformes,Gansu,LC,Unclear,观察拍摄,甘肃酒泉及榆中县发现槲鸫,槲鸫,Mistle Thrush,NA,raw_table,FALSE,1,TRUE
505,Emberiza melanocephala,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2019,LC,NA,观察拍摄,109.068611111111,21.4575,Passeriformes,Guangxi,LC,Unclear,观察拍摄,广西发现黑头鹀,黑头鹀,Black-headed Bunting,NA,raw_table,FALSE,1,TRUE
140,Caprimulgus macrurus,CAPRIMULGIFORMES,夜鹰目,贵州省,Guizhou,2019,LC,NA,网捕，拍摄,106.803055555556,26.5416666666667,Caprimulgiformes,Guizhou,LC,Unclear,网捕，拍摄,贵州贵阳发现长尾夜鹰,长尾夜鹰,Large-tailed Nightjar,NA,raw_table,FALSE,1,TRUE
640,Ficedula mugimaki,PASSERIFORMES,雀形目,贵州省,Guizhou,2019,LC,分布变化，调查不足,观察拍摄,106.678577777778,26.5376,Passeriformes,Guizhou,LC,Mixed: range change + survey/technology,观察拍摄,贵州省鸟类新记录———鸲姬鹟( Ficedulamugimaki),鸲姬鹟,Mugimaki Flycatcher,NA,raw_table,FALSE,1,TRUE
168,Hydrophasianus chirurgus,CHARADRIIFORMES,鸻形目,海南省,Hainan,2019,LC,NA,观察和拍摄,110.166666666667,20.0611111111111,Charadriiformes,Hainan,LC,Unclear,观察和拍摄,海南海口发现灰燕鸻,水雉,Pheasant-tailed Jacana,NA,true_mismatch,TRUE,1,TRUE
624,Eumyias thalassinus,PASSERIFORMES,雀形目,海南省,Hainan,2019,LC,分布变化,观察拍摄,109.678444444444,18.8645027777778,Passeriformes,Hainan,LC,Range shift or distribution change,观察拍摄,海南岛鸟类新记录———铜蓝鹟,铜蓝鹟,Verditer Flycatcher,NA,raw_table,FALSE,1,TRUE
774,Phylloscopus intermedius,PASSERIFORMES,雀形目,海南省,Hainan,2019,LC,分布变化,观察拍摄,110.335044444444,20.0713694444444,Passeriformes,Hainan,LC,Range shift or distribution change,观察拍摄,海南鸟类新记录———白眶鹟莺,白眶鹟莺,White-spectacled Warbler,NA,raw_table,FALSE,1,TRUE
1060,Tyto alba,STRIGIFORMES,鸮形目,海南省,Hainan,2019,LC,分布变化，调查不足,总结救助记录时发现登记为“白脸猴面鹰”，查阅标本,107.11063,21.88059,Strigiformes,Hainan,LC,Mixed: range change + survey/technology,总结救助记录时发现登记为“白脸猴面鹰”，查阅标本,海南岛鸟类新记录———仓鸮,仓鸮,Common Barn-owl,NA,raw_table,FALSE,1,TRUE
81,Anser indicus,ANSERIFORMES,雁形目,河南省,Henan,2019,LC,NA,观察和拍摄,111.133333333333,34.7666666666667,Anseriformes,Henan,LC,Unclear,观察和拍摄,河南三门峡湿地发现斑头雁,斑头雁,Bar-headed Goose,NA,raw_table,FALSE,1,TRUE
254,Calidris pugnax,CHARADRIIFORMES,鸻形目,河南省,Henan,2019,LC,NA,观察拍摄,112.169813888889,32.953625,Charadriiformes,Henan,LC,Unclear,观察拍摄,河南省鸟类新纪录——流苏鹬,流苏鹬,Ruff,NA,raw_table,FALSE,1,TRUE
719,Cephalopyrus flammiceps,PASSERIFORMES,雀形目,湖北省,Hubei,2019,LC,NA,观察拍摄,110.45,31.5166666666667,Passeriformes,Hubei,LC,Unclear,观察拍摄,湖北兴山、神农架发现火冠雀,火冠雀,Fire-capped Tit,NA,raw_table,FALSE,1,TRUE
492,Elachura formosa,PASSERIFORMES,雀形目,湖北省,Hubei,2019,LC,NA,记录到鸣声,113.85,29.3166666666667,Passeriformes,Hubei,LC,Unclear,记录到鸣声,湖北通城记录到丽星鹩鹛鸣声,丽星鹩鹛,Spotted Elachura,NA,raw_table,FALSE,1,TRUE
290,Stercorarius parasiticus,CHARADRIIFORMES,鸻形目,湖南省,Hunan,2019,LC,NA,观察拍摄,110.770527777778,29.9308055555556,Charadriiformes,Hunan,LC,Unclear,观察拍摄,湖南首次发现短尾贼鸥,短尾贼鸥,Parasitic Jaeger,NA,true_mismatch,FALSE,1,TRUE
771,Phylloscopus affinis,PASSERIFORMES,雀形目,湖南省,Hunan,2019,LC,NA,观察拍摄,110.75,30.05,Passeriformes,Hunan,LC,Unclear,观察拍摄,湖南壶瓶山发现峨眉柳莺,黄腹柳莺,Tickell's Leaf-warbler,NA,duplicate_audit,TRUE,1,TRUE
291,Stercorarius parasiticus,CHARADRIIFORMES,鸻形目,内蒙古自治区,Inner Mongolia,2019,LC,分布变化,观察拍摄,123.081944444444,46.2208333333333,Charadriiformes,Inner Mongolia,LC,Range shift or distribution change,观察拍摄,内蒙古鸟类新纪录—短尾贼鸥Stercorarius parasiticus,短尾贼鸥,Arctic Jaeger,NA,true_mismatch,FALSE,1,TRUE
289,Stercorarius parasiticus,CHARADRIIFORMES,鸻形目,江苏省,Juangsu,2019,LC,分布变化，调查不足,观察拍摄,120.640501640717,32.6722923316346,Charadriiformes,Jiangsu,LC,Mixed: range change + survey/technology,观察拍摄,江苏鸟类一个科的新记录———贼鸥科,短尾贼鸥,Arctic Jaeger,NA,true_mismatch,TRUE,1,TRUE
851,Abroscopus albogularis,PASSERIFORMES,雀形目,江苏省,Juangsu,2019,LC,NA,观察拍摄,118.547222222222,32.0633333333333,Passeriformes,Jiangsu,LC,Unclear,观察拍摄,江苏省南部发现棕脸鹟莺,棕脸鹟莺,Rufous-faced Warbler,NA,raw_table,FALSE,1,TRUE
625,Eumyias thalassinus,PASSERIFORMES,雀形目,江苏省,Juangsu,2019,LC,分布变化,观察拍摄,120.396025,31.9918055555556,Passeriformes,Jiangsu,LC,Range shift or distribution change,观察拍摄,江苏省鸟类新记录———铜蓝鹟,铜蓝鹟,Verditer Flycatcher,NA,raw_table,FALSE,1,TRUE
882,Sturnia sinensis,PASSERIFORMES,雀形目,江苏省,Juangsu,2019,LC,NA,观察拍摄,119.776855555556,33.8610333333333,Passeriformes,Jiangsu,LC,Unclear,观察拍摄,江苏阜宁县发现灰背椋鸟,灰背椋鸟,White-shouldered Starling,NA,raw_table,FALSE,1,TRUE
975,Pelecanus onocrotalus,PELECANIFORMES,鹈形目,江苏省,Juangsu,2019,LC,NA,观察拍摄,119.365277777778,34.7477777777778,Pelecaniformes,Jiangsu,LC,Unclear,观察拍摄,江苏省连云港发现黑冠鳽,白鹈鹕,Great White Pelican,NA,duplicate_audit,TRUE,1,TRUE
683,Phoenicurus frontalis,PASSERIFORMES,雀形目,江西省,Jiangxi,2019,LC,NA,观察拍摄,115.556944444444,29.0161111111111,Passeriformes,Jiangxi,LC,Unclear,观察拍摄,江西永修发现蓝额红尾鸲,蓝额红尾鸲,Blue-fronted Redstart,NA,raw_table,FALSE,1,TRUE
96,Branta leucopsis,ANSERIFORMES,雁形目,吉林省,Jilin,2019,LC,NA,观察和拍摄,122.297805555556,44.9976388888889,Anseriformes,Jilin,LC,Unclear,观察和拍摄,吉林向海发现白颊黑雁,白颊黑雁,Barnacle Goose,NA,raw_table,FALSE,1,TRUE
240,Calidris melanotos,CHARADRIIFORMES,鸻形目,辽宁省,Liaoning,2019,LC,NA,观察和拍摄,121.606388888889,40.8622222222222,Charadriiformes,Liaoning,LC,Unclear,观察和拍摄,辽宁鸟类分布新记录4种：小滨鹬、长嘴半蹼鹬、斑胸滨鹬、流苏鹬,斑胸滨鹬,Pectoral Sandpiper,NA,format_mismatch,FALSE,1,TRUE
248,Calidris minuta,CHARADRIIFORMES,鸻形目,辽宁省,Liaoning,2019,LC,NA,观察和拍摄,124.083333333333,39.8166666666667,Charadriiformes,Liaoning,LC,Unclear,观察和拍摄,辽宁鸟类分布新记录4种：小滨鹬、长嘴半蹼鹬、斑胸滨鹬、流苏鹬,小滨鹬,Little Stint,NA,format_mismatch,FALSE,1,TRUE
255,Calidris pugnax,CHARADRIIFORMES,鸻形目,辽宁省,Liaoning,2019,LC,NA,观察和拍摄,124.116666666667,39.8333333333333,Charadriiformes,Liaoning,LC,Unclear,观察和拍摄,辽宁鸟类分布新记录4种：小滨鹬、长嘴半蹼鹬、斑胸滨鹬、流苏鹬,流苏鹬,Ruff,NA,raw_table,FALSE,1,TRUE
267,Limnodromus scolopaceus,CHARADRIIFORMES,鸻形目,辽宁省,Liaoning,2019,VU,NA,观察和捕捉,123.928611111111,39.8197222222222,Charadriiformes,Liaoning,VU,Unclear,观察和捕捉,辽宁鸟类分布新记录4种：小滨鹬、长嘴半蹼鹬、斑胸滨鹬、流苏鹬,长嘴半蹼鹬,Long-billed Dowitcher,NA,raw_table,FALSE,1,TRUE
191,Larus relictus,CHARADRIIFORMES,鸻形目,宁夏回族自治区,Ningxia,2019,VU,NA,观察拍摄,106.770277777778,37.7238888888889,Charadriiformes,Ningxia,VU,Unclear,观察拍摄,宁夏鸟类新纪录遗鸥繁殖群及其生境初探,遗鸥,Relict Gull,NA,raw_table,FALSE,1,TRUE
511,Lonchura striata,PASSERIFORMES,雀形目,宁夏回族自治区,Ningxia,2019,LC,NA,红外相机拍摄,106.372777777778,35.6583333333333,Passeriformes,Ningxia,LC,Unclear,红外相机拍摄,宁夏六盘山发现蓝鹀,白腰文鸟,White-rumped Munia,NA,duplicate_audit,TRUE,1,TRUE
834,Remiz coronatus,PASSERIFORMES,雀形目,宁夏回族自治区,Ningxia,2019,LC,NA,红外相机拍摄,106.38696666666701,35.4053833333333,Passeriformes,Ningxia,LC,Unclear,红外相机拍摄,宁夏泾源发现灰翅鸫和黄臀鹎,白冠攀雀,White-crowned Penduline-tit,NA,duplicate_audit,TRUE,1,TRUE
917,Turdus boulboul,PASSERIFORMES,雀形目,宁夏回族自治区,Ningxia,2019,LC,NA,红外相机拍摄,106.349122222222,35.2734305555556,Passeriformes,Ningxia,LC,Unclear,红外相机拍摄,宁夏泾源发现灰翅鸫和黄臀鹎,灰翅鸫,Grey-winged Blackbird,NA,raw_table,FALSE,1,TRUE
218,Rissa tridactyla,CHARADRIIFORMES,鸻形目,青海省,Qinghai,2019,VU,分布变化,观察拍摄,101.783333333333,36.6,Charadriiformes,Qinghai,VU,Range shift or distribution change,观察拍摄,青海鸟类二新记录,三趾鸥,Black-legged Kittiwake,NA,raw_table,FALSE,1,TRUE
343,Megaceryle lugubris,CORACIIFORMES,佛法僧目,青海省,Qinghai,2019,LC,NA,观察和拍摄,102.658311111111,36.4078472222222,Coraciiformes,Qinghai,LC,Unclear,观察和拍摄,青海省六种分布新记录鸟类,冠鱼狗,Crested Kingfisher,NA,raw_table,FALSE,1,TRUE
530,Carduelis carduelis,PASSERIFORMES,雀形目,青海省,Qinghai,2019,LC,NA,观察拍摄,100.487452777778,36.5759027777778,Passeriformes,Qinghai,LC,Unclear,观察拍摄,青海省六种分布新记录鸟类,红额金翅雀,European Goldfinch,NA,raw_table,FALSE,1,TRUE
627,Eumyias thalassinus,PASSERIFORMES,雀形目,青海省,Qinghai,2019,LC,NA,观察拍摄,102.677716666667,35.8062083333333,Passeriformes,Qinghai,LC,Unclear,观察拍摄,青海省六种分布新记录鸟类,铜蓝鹟,Verditer Flycatcher,NA,raw_table,FALSE,1,TRUE
654,Ficedula tricolor,PASSERIFORMES,雀形目,青海省,Qinghai,2019,LC,NA,观察拍摄,102.681430555556,35.7969083333333,Passeriformes,Qinghai,LC,Unclear,观察拍摄,青海省六种分布新记录鸟类,灰蓝姬鹟,Slaty-blue Flycatcher,NA,raw_table,FALSE,1,TRUE
663,Monticola solitarius,PASSERIFORMES,雀形目,青海省,Qinghai,2019,LC,NA,观察拍摄,102.659555555556,35.8289916666667,Passeriformes,Qinghai,LC,Unclear,观察拍摄,青海省六种分布新记录鸟类,蓝矶鸫,Blue Rock-thrush,NA,raw_table,FALSE,1,TRUE
958,Zosterops erythropleurus,PASSERIFORMES,雀形目,青海省,Qinghai,2019,LC,NA,观察拍摄,102.666666666667,35.8,Passeriformes,Qinghai,LC,Unclear,观察拍摄,青海省六种分布新记录鸟类,红胁绣眼鸟,Chestnut-flanked White-eye,NA,raw_table,FALSE,1,TRUE
984,Ixobrychus cinnamomeus,PELECANIFORMES,鹈形目,青海省,Qinghai,2019,LC,分布变化,观察拍摄,101.894991666667,36.5647555555555,Pelecaniformes,Qinghai,LC,Range shift or distribution change,观察拍摄,青海鸟类二新记录,栗苇鳽,Cinnamon Bittern,NA,raw_table,FALSE,1,TRUE
134,Sibirionetta formosa,ANSERIFORMES,雁形目,陕西省,Shaanxi,2019,EN,分布变化,观察拍摄,109.536241666667,34.8118416666667,Anseriformes,Shaanxi,EN,Range shift or distribution change,观察拍摄,陕西省鸟类新记录———白头硬尾鸭,花脸鸭,Falcated Duck,NA,true_mismatch,TRUE,1,TRUE
268,Limnodromus scolopaceus,CHARADRIIFORMES,鸻形目,陕西省,Shaanxi,2019,VU,分布变化,观察拍摄,110.204358333333,34.9455527777778,Charadriiformes,Shaanxi,VU,Range shift or distribution change,观察拍摄,陕西省鸟类新记录———长嘴半蹼鹬,长嘴半蹼鹬,Long-billed Dowitcher,NA,raw_table,FALSE,1,TRUE
923,Turdus cardis,PASSERIFORMES,雀形目,陕西省,Shaanxi,2019,LC,分布变化,观察拍摄,109.049166666667,34.3230555555556,Passeriformes,Shaanxi,LC,Range shift or distribution change,观察拍摄,陕西省鸟类新记录———乌灰鸫,乌灰鸫,Japanese Thrush,NA,raw_table,FALSE,1,TRUE
206,Onychoprion aleuticus,CHARADRIIFORMES,鸻形目,山东省,Shandong,2019,VU,NA,观察和拍摄,120.808333333333,36.2041666666667,Charadriiformes,Shandong,VU,Unclear,观察和拍摄,山东发现褐翅燕鸥和白腰燕鸥,白腰燕鸥,Aleutian Tern,NA,raw_table,FALSE,1,TRUE
210,Onychoprion anaethetus,CHARADRIIFORMES,鸻形目,山东省,Shandong,2019,LC,NA,观察和拍摄,120.680833333333,36.0091666666667,Charadriiformes,Shandong,LC,Unclear,观察和拍摄,山东发现褐翅燕鸥和白腰燕鸥,褐翅燕鸥,Bridled Tern,NA,raw_table,FALSE,1,TRUE
