record_id,species,order_raw,order_cn,province_cn,province_en_raw,year,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,order,province,iucn,discover_reason,discovery_method,paper_id,species_cn,english_name,naming_time,identity_source,identity_change_flag,duplicate_group_size,keep_record
977,Oroanassa magnifica,PELECANIFORMES,鹈形目,广东省,Guangdong,2000,EN,分布变化,当地鸟贩和村民捕获,114.15,24.9,Pelecaniformes,Guangdong,EN,Range shift or distribution change,当地鸟贩和村民捕获,广东发现濒危鸟类海南鳽,海南鳽,White-eared Night Heron,NA,raw_table,FALSE,2,TRUE
78,Anser caerulescens,ANSERIFORMES,雁形目,山东省,Shandong,2000,LC,分布变化,观察,118.983333333333,37.7666666666667,Anseriformes,Shandong,LC,Range shift or distribution change,观察,雪雁在中国的重新发现,雪雁,Snow Goose,NA,raw_table,FALSE,1,TRUE
225,Arenaria interpres,CHARADRIIFORMES,鸻形目,新疆维吾尔自治区,Xinjiang,2000,NT,分布变化,观察拍摄,83.82097,42.89432,Charadriiformes,Xinjiang,NT,Range shift or distribution change,观察拍摄,新疆鸟类新纪录－－－翻石鹬,翻石鹬,Ruddy Turnstone,NA,raw_table,FALSE,1,TRUE
534,Chloris chloris,PASSERIFORMES,雀形目,新疆维吾尔自治区,Xinjiang,2000,LC,分布变化,观察拍摄，标本采集,82.27,43.33,Passeriformes,Xinjiang,LC,Range shift or distribution change,观察拍摄，标本采集,中国鸟类新纪录－－－欧金翅,欧金翅雀,European Greenfinch,NA,raw_table,FALSE,1,TRUE
1017,Phoenicopterus roseus,PHOENICOPTERIFORMES,红鹳目,新疆维吾尔自治区,Xinjiang,2000,LC,分布变化,观察拍摄，标本采集，救助,87.9333333333333,43.9833333333333,Phoenicopteriformes,Xinjiang,LC,Range shift or distribution change,观察拍摄，标本采集，救助,中国鸟类一新纪录 (鸟纲：红鹳目：红鹳科),大红鹳,Greater Flamingo,NA,raw_table,FALSE,1,TRUE
745,Napothera malacoptila,PASSERIFORMES,雀形目,云南省,Yunnan,2000,LC,分布变化,网捕,98.34,27.88,Passeriformes,Yunnan,LC,Range shift or distribution change,网捕,中国鸟类种的新记录———长嘴鹩鹛Rimator malacoptilus,长嘴鹩鹛,Long-billed Wren-babbler,NA,raw_table,FALSE,1,TRUE
8,Accipiter trivirgatus,ACCIPITRIFORMES,鹰形目,福建省,Fujian,2001,LC,分布变化,观察，标本采集,119.33,25.6,Accipitriformes,Fujian,LC,Range shift or distribution change,观察，标本采集,福建鸟类亚种新纪录——凤头鹰,凤头鹰,Crested Goshawk,NA,raw_table,FALSE,1,TRUE
1074,Sula sula,SULIFORMES,鲣鸟目,福建省,Fujian,2001,LC,分布变化,救助,116.09428,37.44656,Suliformes,Fujian,LC,Range shift or distribution change,救助,福建省鸟类新记录种－－－红脚鲣鸟,红脚鲣鸟,Red-footed Booby,NA,raw_table,FALSE,1,TRUE
419,Rallina fasciata,GRUIFORMES,鹤形目,广东省,Guangdong,2001,LC,分布变化,红外相机拍摄,114.669444444444,22.4025,Gruiformes,Guangdong,LC,Range shift or distribution change,红外相机拍摄,中国大陆鸟类新记录———红脚斑秧鸡,红脚斑秧鸡,Red-legged Crake,NA,raw_table,FALSE,1,TRUE
145,Charadrius atrifrons,CHARADRIIFORMES,鸻形目,湖北省,Hubei,2001,LC,分布变化,网捕，枪击,94.332486,39.951323,Charadriiformes,Hubei,LC,Range shift or distribution change,网捕，枪击,湖北省鸟类1新纪录,青藏沙鸻,Caspian Plover,NA,true_mismatch,TRUE,1,TRUE
572,Ianthocincla lunulata,PASSERIFORMES,雀形目,湖北省,Hubei,2001,LC,分布变化,观察,110.27643,31.299174,Passeriformes,Hubei,LC,Range shift or distribution change,观察,巴东发现三峡库区一鸟类新记录种——斑胁姬鹤 2022年 月 日,斑背噪鹛,Barred Laughingthrush,NA,duplicate_audit,TRUE,1,TRUE
76,Anser caerulescens,ANSERIFORMES,雁形目,吉林省,Jilin,2001,LC,分布变化,观察,122.074222222222,44.9,Anseriformes,Jilin,LC,Range shift or distribution change,观察,东北鸟类新纪录－－－雪雁,雪雁,Snow Goose,NA,raw_table,FALSE,1,TRUE
67,Pernis ptilorhynchus,ACCIPITRIFORMES,鹰形目,天津市,Tianjin,2001,LC,分布变化,标本采集,117.82,39.33,Accipitriformes,Tianjin,LC,Range shift or distribution change,标本采集,天津鸟类新记录,凤头蜂鹰,Oriental Honey-buzzard,NA,raw_table,FALSE,2,TRUE
306,Ciconia boyciana,CICONIIFORMES,鹳形目,天津市,Tianjin,2001,EN,分布变化,观察,117.483333333333,38.75,Ciconiiformes,Tianjin,EN,Range shift or distribution change,观察,天津北大港水库发现大群东方白鹳,东方白鹳,Oriental Stork,NA,raw_table,FALSE,1,TRUE
568,Lanius schach,PASSERIFORMES,雀形目,天津市,Tianjin,2001,LC,分布变化,标本采集,117,39.14,Passeriformes,Tianjin,LC,Range shift or distribution change,标本采集,天津鸟类新记录,棕背伯劳,Long-tailed Shrike,NA,raw_table,FALSE,1,TRUE
880,Spodiopsar sericeus,PASSERIFORMES,雀形目,天津市,Tianjin,2001,LC,分布变化,标本采集,117.31,39.08,Passeriformes,Tianjin,LC,Range shift or distribution change,标本采集,天津鸟类新记录,丝光椋鸟,Red-billed Starling,NA,raw_table,FALSE,1,TRUE
963,Oroanassa magnifica,PELECANIFORMES,鹈形目,新疆维吾尔自治区,Xinjiang,2001,LC,分布变化,观察拍摄,83.6666666666667,39.1666666666667,Pelecaniformes,Xinjiang,LC,Range shift or distribution change,观察拍摄,新疆鸟类新纪录——— 池鹭,海南鳽,White-eared Night Heron,NA,duplicate_audit,TRUE,1,TRUE
673,Myophonus caeruleus,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2002,LC,分布变化,标本采集,108.26,22.08,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类亚种新记录——紫啸鸫西南亚种,紫啸鸫,Blue Whistling-thrush,NA,raw_table,FALSE,1,TRUE
407,Amaurornis phoenicurus,GRUIFORMES,鹤形目,吉林省,Jilin,2002,LC,分布变化,标本采集,123.418532374497,46.3862863090179,Gruiformes,Jilin,LC,Range shift or distribution change,标本采集,吉林省鸟类新记录－－－白胸苦恶鸟,白胸苦恶鸟,White-breasted Waterhen,NA,raw_table,FALSE,2,TRUE
403,Grus virgo,GRUIFORMES,鹤形目,天津市,Tianjin,2002,LC,分布变化，调查不足,标本采集,117.41,39.3,Gruiformes,Tianjin,LC,Mixed: range change + survey/technology,标本采集,天津鸟类新记录,蓑羽鹤,Demoiselle Crane,NA,raw_table,FALSE,1,TRUE
711,Paradoxornis heudei,PASSERIFORMES,雀形目,天津市,Tianjin,2002,NT,分布变化,标本采集,117.61,39.29,Passeriformes,Tianjin,NT,Range shift or distribution change,标本采集,天津鸟类新记录,震旦鸦雀,Reed Parrotbill,NA,raw_table,FALSE,1,TRUE
754,Phylloscopus burkii,PASSERIFORMES,雀形目,天津市,Tianjin,2002,LC,分布变化,标本采集,117.21,38.96,Passeriformes,Tianjin,LC,Range shift or distribution change,标本采集,天津地区鸟类新记录：金眶鹟莺,金眶鹟莺,Green-crowned Warbler,NA,raw_table,FALSE,1,TRUE
886,Sturnus vulgaris,PASSERIFORMES,雀形目,天津市,Tianjin,2002,LC,分布变化,标本采集,117.19937,39.085099,Passeriformes,Tianjin,LC,Range shift or distribution change,标本采集,天津鸟类新记录,紫翅椋鸟,Common Starling,NA,raw_table,FALSE,1,TRUE
969,Bubulcus ibis,PELECANIFORMES,鹈形目,天津市,Tianjin,2002,NR,分布变化,标本采集,117.4,39.24,Pelecaniformes,Tianjin,NR,Range shift or distribution change,标本采集,天津地区鸟类新记录：牛背鹭,牛背鹭,Cattle Egret,NA,raw_table,FALSE,1,TRUE
1046,Athene noctua,STRIGIFORMES,鸮形目,云南省,Yunnan,2002,LC,分布变化,观察拍摄,99.26,28.35,Strigiformes,Yunnan,LC,Range shift or distribution change,观察拍摄,云南省鸟类新纪录－－－纵纹腹小鸮,纵纹腹小鸮,Little Owl,NA,raw_table,FALSE,1,TRUE
353,Clamator jacobinus,CUCULIFORMES,鹃形目,北京市,Beijing,2003,LC,分布变化，调查不足,录制鸣声,115.433333333333,39.9666666666667,Cuculiformes,Beijing,LC,Mixed: range change + survey/technology,录制鸣声,北京2种鸟类的新分布记录,斑翅凤头鹃,Jacobin Cuckoo,NA,duplicate_audit,TRUE,1,TRUE
828,Pycnonotus sinensis,PASSERIFORMES,雀形目,北京市,Beijing,2003,LC,分布变化,观察拍摄,116.62,40.36,Passeriformes,Beijing,LC,Range shift or distribution change,观察拍摄,北京2种鸟类的新分布记录,白头鹎,Light-vented Bulbul,NA,raw_table,FALSE,1,TRUE
675,Niltava grandis,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2003,LC,分布变化,听到鸣声，标本采集,106.34503,24.516148,Passeriformes,Guangxi,LC,Range shift or distribution change,听到鸣声，标本采集,广西鸟类新纪录——大仙鹟,大仙鹟,Large Niltava,NA,raw_table,FALSE,1,TRUE
970,Egretta eulophotes,PELECANIFORMES,鹈形目,广西壮族自治区,Guangxi,2003,VU,分布变化,观察,108.305833333333,21.6741666666667,Pelecaniformes,Guangxi,VU,Range shift or distribution change,观察,广西防城发现黄嘴白鹭的繁殖种群,黄嘴白鹭,Chinese Egret,NA,raw_table,FALSE,1,TRUE
349,Clamator coromandus,CUCULIFORMES,鹃形目,河北省,Hebei,2003,LC,分布变化,观察拍摄,117.304166666667,38.3847222222222,Cuculiformes,Hebei,LC,Range shift or distribution change,观察拍摄,河北省鸟类新纪录---小鸦鹃,红翅凤头鹃,Chestnut-winged Cuckoo,NA,format_mismatch,TRUE,1,TRUE
758,Phylloscopus castaniceps,PASSERIFORMES,雀形目,黑龙江省,Heilongjiang,2003,LC,分布变化,环志雾网捕捉,125.25,49.09,Passeriformes,Heilongjiang,LC,Range shift or distribution change,环志雾网捕捉,东北鸟类新纪录——栗头鹟莺,栗头鹟莺,Chestnut-crowned Warbler,NA,raw_table,FALSE,2,TRUE
46,Gyps himalayensis,ACCIPITRIFORMES,鹰形目,辽宁省,Liaoning,2003,NT,分布变化,救助,121.02,42.05,Accipitriformes,Liaoning,NT,Range shift or distribution change,救助,东北鸟类分布新记录一高山兀鹜,高山兀鹫,Himalayan Griffon,NA,raw_table,FALSE,1,TRUE
593,Anthus gustavi,PASSERIFORMES,雀形目,辽宁省,Liaoning,2003,LC,分布变化,环志网捕,121.633333333333,38.8666666666667,Passeriformes,Liaoning,LC,Range shift or distribution change,环志网捕,辽宁鸟类分布新记录—北短翅莺,北鹨,Pechora Pipit,NA,duplicate_audit,TRUE,1,TRUE
573,Ianthocincla lunulata,PASSERIFORMES,雀形目,辽宁省,Liaoning,2003,LC,分布变化，调查不足,听到鸣声，网捕,121.633333333333,38.8666666666667,Passeriformes,Liaoning,LC,Mixed: range change + survey/technology,听到鸣声，网捕,东北鸟类分布新记录——画眉,斑背噪鹛,Barred Laughingthrush,NA,duplicate_audit,TRUE,1,TRUE
352,Clamator jacobinus,CUCULIFORMES,鹃形目,浙江省,Zhejiang,2003,LC,分布变化,标本采集,102.27,30.18,Cuculiformes,Zhejiang,LC,Range shift or distribution change,标本采集,浙江省鸟类新记录,斑翅凤头鹃,Jacobin Cuckoo,NA,duplicate_audit,TRUE,1,TRUE
735,Passer cinnamomeus,PASSERIFORMES,雀形目,北京市,Beijing,2004,LC,分布变化,观察拍摄,115.475194444444,39.7685555555556,Passeriformes,Beijing,LC,Range shift or distribution change,观察拍摄,北京市鸟类新记录－－－山麻雀,山麻雀,Russet Sparrow,NA,raw_table,FALSE,1,TRUE
1059,Tyto alba,STRIGIFORMES,鸮形目,广西壮族自治区,Guangxi,2004,LC,分布变化,标本采集,109.51209,18.25248,Strigiformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类新纪录——仓鸮,仓鸮,Common Barn-owl,NA,raw_table,FALSE,1,TRUE
699,Aethopyga christinae,PASSERIFORMES,雀形目,湖北省,Hubei,2004,LC,分布变化,观察拍摄,110.537333333333,30.0736666666667,Passeriformes,Hubei,LC,Range shift or distribution change,观察拍摄,湖北省鸟类新记录———叉尾太阳鸟,叉尾太阳鸟,Hainan Sunbird,NA,raw_table,FALSE,1,TRUE
995,Phoenicopterus roseus,PELECANIFORMES,鹈形目,四川省,Sichuan,2004,LC,分布变化,观察拍摄,106.089,30.815447,Pelecaniformes,Sichuan,LC,Range shift or distribution change,观察拍摄,四川鸟类一新纪录——白鹈鹕,大红鹳,Greater Flamingo,NA,format_mismatch,TRUE,2,TRUE
571,Lanius tephronotus,PASSERIFORMES,雀形目,新疆维吾尔自治区,Xinjiang,2004,LC,分布变化,观察和拍照,75.4027222222222,37.3726388888889,Passeriformes,Xinjiang,LC,Range shift or distribution change,观察和拍照,新疆发现灰背伯劳,灰背伯劳,Grey-backed Shrike,NA,raw_table,FALSE,1,TRUE
79,Anser erythropus,ANSERIFORMES,雁形目,云南省,Yunnan,2004,VU,分布变化,观察拍摄,100.083333333333,26.7333333333333,Anseriformes,Yunnan,VU,Range shift or distribution change,观察拍摄,云南鸟类新纪录———小白额雁（Anser erythropus）,小白额雁,Lesser White-fronted Goose,NA,raw_table,FALSE,1,TRUE
411,Coturnicops exquisitus,GRUIFORMES,鹤形目,云南省,Yunnan,2004,LC,分布变化,环志捕获,100.353888888889,25.2958333333333,Gruiformes,Yunnan,LC,Range shift or distribution change,环志捕获,云南省鸟类种的新纪录－－－花田鸡,花田鸡,Swinhoe's Rail,NA,raw_table,FALSE,1,TRUE
1035,Phoebastria immutabilis,PROCELLARIIFORMES,鹱形目,福建省,Fujian,2005,NT,分布变化,查阅标本,119.29659,26.09982,Procellariiformes,Fujian,NT,Range shift or distribution change,查阅标本,中国鸟类一新纪录种———黑背信天翁（鹱形目 信天翁科）,黑背信天翁,Laysan Albatross,NA,raw_table,FALSE,1,TRUE
589,Helopsaltes pleskei,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2005,LC,分布变化,标本采集,106.76649,22.09439,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类新纪录—史氏蝗莺,史氏蝗莺,Pleske's Grasshopper Warbler,NA,raw_table,FALSE,1,TRUE
896,Mixornis gularis,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2005,LC,分布变化,标本采集,106.957666666667,22.4744,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类新记录——纹胸鹛（Macronous gularis）,纹胸鹛,Pin-striped Tit-babbler,NA,raw_table,FALSE,1,TRUE
1045,Asio flammeus,STRIGIFORMES,鸮形目,广西壮族自治区,Guangxi,2005,LC,分布变化,标本采集,107.07668,22.14016,Strigiformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类新纪录——短耳鸮,短耳鸮,Short-eared Owl,NA,raw_table,FALSE,1,TRUE
1062,Tyto longimembris,STRIGIFORMES,鸮形目,河北省,Hebei,2005,LC,分布变化,环志网捕,117.5,38.15,Strigiformes,Hebei,LC,Range shift or distribution change,环志网捕,河北鸟类新纪录——草鴞,草鸮,Eastern Grass-owl,NA,raw_table,FALSE,1,TRUE
469,Prinia flaviventris,PASSERIFORMES,雀形目,陕西省,Shaanxi,2005,LC,重新认定为独立物种,录音回放和捕捉辨认,107.8,34.0166666666667,Passeriformes,Shaanxi,LC,Taxonomic revision,录音回放和捕捉辨认,陕西秦岭发现四川旋木雀,黄腹山鹪莺,Yellow-Bellied Prinia,NA,format_mismatch,TRUE,1,TRUE
188,Hydroprogne caspia,CHARADRIIFORMES,鸻形目,云南省,Yunnan,2005,LC,分布变化,查阅标本,102.64068,25.00224,Charadriiformes,Yunnan,LC,Range shift or distribution change,查阅标本,红嘴巨燕鸥云南鸟类种的新记录,红嘴巨燕鸥,Caspian Tern,NA,raw_table,FALSE,1,TRUE
873,Gracupica nigricollis,PASSERIFORMES,雀形目,重庆市,Chongqing,2006,LC,分布变化,观察,106.5,29.51,Passeriformes,Chongqing,LC,Range shift or distribution change,观察,重庆市鸟类一新纪录——黑领椋鸟,黑领椋鸟,Black-collared Starling,NA,raw_table,FALSE,1,TRUE
86,Aythya nyroca,ANSERIFORMES,雁形目,福建省,Fujian,2006,NT,分布变化,观察,119.52324,25.96283,Anseriformes,Fujian,NT,Range shift or distribution change,观察,福建省5种鸟类新纪录种和亚种,白眼潜鸭,Ferruginous Duck,NA,raw_table,FALSE,1,TRUE
184,Gygis alba,CHARADRIIFORMES,鸻形目,福建省,Fujian,2006,LC,分布变化,观察,119.73637,25.61351,Charadriiformes,Fujian,LC,Range shift or distribution change,观察,福建省5种鸟类新纪录种和亚种,白玄鸥,Atlantic White Tern,NA,raw_table,FALSE,1,TRUE
193,Larus cachinnans,CHARADRIIFORMES,鸻形目,福建省,Fujian,2006,LC,分布变化,观察,119.29659,26.09982,Charadriiformes,Fujian,LC,Range shift or distribution change,观察,福建省5种鸟类新纪录种和亚种,黄腿银鸥,Caspian Gull,NA,raw_table,FALSE,1,TRUE
331,Alcedo hercules,CORACIIFORMES,佛法僧目,福建省,Fujian,2006,NT,分布变化,观察,117.29652,26.508325,Coraciiformes,Fujian,NT,Range shift or distribution change,观察,福建省5种鸟类新纪录种和亚种,斑头大翠鸟,Blyth's Kingfisher,NA,raw_table,FALSE,1,TRUE
345,Todiramphus chloris,CORACIIFORMES,佛法僧目,福建省,Fujian,2006,LC,分布变化,观察,119.67,26.01,Coraciiformes,Fujian,LC,Range shift or distribution change,观察,福建省5种鸟类新纪录种和亚种,白领翡翠,Collared Kingfisher,NA,raw_table,FALSE,1,TRUE
1064,Fregata andrewsi,SULIFORMES,鲣鸟目,福建省,Fujian,2006,VU,分布变化,发现尸体、制成标本,119.22736,25.888656,Suliformes,Fujian,VU,Range shift or distribution change,发现尸体、制成标本,福建鸟类新纪录——白腹军舰鸟,白腹军舰鸟,Christmas Island Frigatebird,NA,raw_table,FALSE,1,TRUE
533,Chloris ambigua,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,105.19576,24.973891,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类新记录2种,黑头金翅雀,Black-headed Greenfinch,NA,raw_table,FALSE,1,TRUE
608,Copsychus saularis,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,108.3,22.85,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类5个新记录,鹊鸲,Oriental Magpie-robin,NA,raw_table,FALSE,1,TRUE
894,Cyanoderma rufifrons,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,106.85455,22.34262,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类5个新记录,黄喉穗鹛,Rufous-fronted Babbler,NA,raw_table,FALSE,1,TRUE
907,Otocichla mupinensis,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,104.955,24.61493,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类5个新记录,宝兴歌鸫,Chinese Thrush,NA,raw_table,FALSE,1,TRUE
729,Parus monticolus,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,106.085,23.36,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类新记录2种,绿背山雀,Green-backed Tit,NA,raw_table,FALSE,1,TRUE
747,Phylloscopus castaniceps,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,106.88,22.35,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类5个新记录,栗头鹟莺,Chestnut-crowned Warbler,NA,duplicate_audit,TRUE,1,TRUE
713,Suthora alphonsiana,PASSERIFORMES,雀形目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,105.09383,24.48957,Passeriformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类新记录——灰喉鸦雀,灰喉鸦雀,Ashy-throated Parrotbill,NA,raw_table,FALSE,1,TRUE
1025,Picumnus innominatus,PICIFORMES,啄木鸟目,广西壮族自治区,Guangxi,2006,LC,分布变化,标本采集,106.41769,23.13402,Piciformes,Guangxi,LC,Range shift or distribution change,标本采集,广西鸟类5个新记录,斑姬啄木鸟,Speckled Piculet,NA,raw_table,FALSE,1,TRUE
1044,Syrrhaptes paradoxus,PTEROCLIFORMES,沙鸡目,广西壮族自治区,Guangxi,2006,LC,分布变化,观察和拍照，采集标本,107.133333333333,22.2,Pterocliformes,Guangxi,LC,Range shift or distribution change,观察和拍照，采集标本,毛腿沙鸡越冬区的新发现,毛腿沙鸡,Pallas's Sandgrouse,NA,raw_table,FALSE,1,TRUE
85,Aythya fuligula,ANSERIFORMES,雁形目,海南省,Hainan,2006,LC,分布变化,观察,109.17361,18.74986,Anseriformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,凤头潜鸭,Tufted Duck,NA,raw_table,FALSE,1,TRUE
143,Charadrius asiaticus,CHARADRIIFORMES,鸻形目,海南省,Hainan,2006,LC,分布变化,观察，标本采集,110.5865823,19.9672118,Charadriiformes,Hainan,LC,Range shift or distribution change,观察，标本采集,海南省12 种鸟类新记录,红胸鸻,Caspian Plover,NA,true_mismatch,TRUE,1,TRUE
157,Charadrius placidus,CHARADRIIFORMES,鸻形目,海南省,Hainan,2006,LC,分布变化,观察,108.94,18.09,Charadriiformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,长嘴剑鸻,Long-billed Plover,NA,raw_table,FALSE,1,TRUE
158,Charadrius veredus,CHARADRIIFORMES,鸻形目,海南省,Hainan,2006,LC,分布变化,观察,110.7949011,19.5388959,Charadriiformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,东方鸻,Oriental Plover,NA,raw_table,FALSE,1,TRUE
195,Larus crassirostris,CHARADRIIFORMES,鸻形目,海南省,Hainan,2006,LC,分布变化,观察,109.69077,19.91243,Charadriiformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,黑尾鸥,Black-tailed Gull,NA,raw_table,FALSE,1,TRUE
163,Vanellus cinereus,CHARADRIIFORMES,鸻形目,海南省,Hainan,2006,LC,分布变化,观察,110.12,19,Charadriiformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,灰头麦鸡,Grey-headed Lapwing,NA,raw_table,FALSE,1,TRUE
166,Vanellus vanellus,CHARADRIIFORMES,鸻形目,海南省,Hainan,2006,NT,分布变化,观察拍摄,110.5865823,19.9672118,Charadriiformes,Hainan,NT,Range shift or distribution change,观察拍摄,海南省12 种鸟类新记录,凤头麦鸡,Northern Lapwing,NA,raw_table,FALSE,1,TRUE
535,Chloris sinica,PASSERIFORMES,雀形目,海南省,Hainan,2006,LC,分布变化,观察,109.7,19.9,Passeriformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,金翅雀,Oriental Greenfinch,NA,raw_table,FALSE,1,TRUE
488,Emberiza chrysophrys,PASSERIFORMES,雀形目,海南省,Hainan,2006,LC,分布变化,观察拍摄,110.333333333333,20,Passeriformes,Hainan,LC,Range shift or distribution change,观察拍摄,海南省12 种鸟类新记录,黄眉鹀,Yellow-browed Bunting,NA,duplicate_audit,TRUE,1,TRUE
871,Gracupica nigricollis,PASSERIFORMES,雀形目,海南省,Hainan,2006,LC,分布变化,观察拍摄,110.5865823,19.9672118,Passeriformes,Hainan,LC,Range shift or distribution change,观察拍摄,海南省12 种鸟类新记录,黑领椋鸟,Black-collared Starling,NA,raw_table,FALSE,1,TRUE
822,Pycnonotus aurigaster,PASSERIFORMES,雀形目,海南省,Hainan,2006,LC,分布变化,观察拍摄,110.333333333333,20,Passeriformes,Hainan,LC,Range shift or distribution change,观察拍摄,海南省12 种鸟类新记录,白喉红臀鹎,Sooty-headed Bulbul,NA,raw_table,FALSE,1,TRUE
562,Riparia riparia,PASSERIFORMES,雀形目,海南省,Hainan,2006,LC,分布变化,观察,110.01,19.97,Passeriformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,崖沙燕,Collared Sand Martin,NA,raw_table,FALSE,1,TRUE
324,Streptopelia decaocto,COLUMBIFORMES,鸽形目,黑龙江省,Heilongjiang,2006,LC,分布变化,环志时捕获,125.262222222222,49.1,Columbiformes,Heilongjiang,LC,Range shift or distribution change,环志时捕获,黑龙江省鸟类新纪录——灰斑鸠,灰斑鸠,Eurasian Collared-dove,NA,raw_table,FALSE,1,TRUE
525,Bucanetes mongolicus,PASSERIFORMES,雀形目,黑龙江省,Heilongjiang,2006,LC,分布变化,环志捕获，标本采集,101.06188,41.971086,Passeriformes,Heilongjiang,LC,Range shift or distribution change,环志捕获，标本采集,黑龙江省发现二种鸟类新纪录,蒙古沙雀,Mongolian Finch,NA,raw_table,FALSE,1,TRUE
862,Spodiopsar sericeus,PASSERIFORMES,雀形目,黑龙江省,Heilongjiang,2006,LC,分布变化,环志捕获,126.66285,45.74208,Passeriformes,Heilongjiang,LC,Range shift or distribution change,环志捕获,黑龙江省发现二种鸟类新纪录,丝光椋鸟,Red-billed Starling,NA,format_mismatch,TRUE,1,TRUE
980,Oroanassa magnifica,PELECANIFORMES,鹈形目,湖南省,Hunan,2006,EN,分布变化,救助,113.64317,28.16378,Pelecaniformes,Hunan,EN,Range shift or distribution change,救助,湖南首次发现珍稀鸟类海南鳽,海南鳽,White-eared Night Heron,NA,raw_table,FALSE,1,TRUE
322,Spilopelia chinensis,COLUMBIFORMES,鸽形目,内蒙古自治区,Inner Mongolia,2006,LC,分布变化,观察拍摄,111.724833333333,40.8074166666667,Columbiformes,Inner Mongolia,LC,Range shift or distribution change,观察拍摄,呼和浩特市鸟类种的新记录－－－珠颈斑鸠,珠颈斑鸠,Eastern Spotted Dove,NA,raw_table,FALSE,1,TRUE
287,Stercorarius parasiticus,CHARADRIIFORMES,鸻形目,辽宁省,Liaoning,2006,EN,分布变化,观察拍摄,124.03,39.82,Charadriiformes,Liaoning,EN,Range shift or distribution change,观察拍摄,东北鸟类新记录——中白鹭与小青脚鹬,短尾贼鸥,Arctic Jaeger,NA,true_mismatch,TRUE,1,TRUE
471,Prinia inornata,PASSERIFORMES,雀形目,辽宁省,Liaoning,2006,LC,分布变化,观察,123.619033768175,39.933110384813,Passeriformes,Liaoning,LC,Range shift or distribution change,观察,东北鸟类新纪录种——棕扇苇莺,纯色山鹪莺,Plain Prinia,NA,true_mismatch,TRUE,1,TRUE
830,Pycnonotus sinensis,PASSERIFORMES,雀形目,辽宁省,Liaoning,2006,LC,分布变化,"观察拍摄, 网捕",121.59,38.92,Passeriformes,Liaoning,LC,Range shift or distribution change,"观察拍摄, 网捕",东北鸟类新记录———白头鹎,白头鹎,Light-vented Bulbul,NA,raw_table,FALSE,1,TRUE
961,Ardea intermedia,PELECANIFORMES,鹈形目,辽宁省,Liaoning,2006,LC,分布变化,观察拍摄,124.19,39.97,Pelecaniformes,Liaoning,LC,Range shift or distribution change,观察拍摄,东北鸟类新记录——中白鹭与小青脚鹬,中白鹭,Intermediate Egret,NA,raw_table,FALSE,1,TRUE
833,Remiz coronatus,PASSERIFORMES,雀形目,青海省,Qinghai,2006,LC,分布变化,观察和拍照，采集标本,101.75,36.63,Passeriformes,Qinghai,LC,Range shift or distribution change,观察和拍照，采集标本,青海省鸟类新纪录——⽩头鹎,白冠攀雀,White-crowned Penduline-tit,NA,duplicate_audit,TRUE,1,TRUE
