record_id,workbook_seq,species_cn,english_name,scientific_name_raw,scientific_name_field,scientific_name_draft,naming_time,order_raw,order_latin,family_raw,genus_raw,title,title_en,newdistribution_province_text,province_cn,province_en_raw,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,recordingtime,year,quote,authors,journal,migratory_status,species_raw_binomial,order,province,iucn,discover_reason,discovery_method,paper_id,correction_sources,correction_source_primary,canonical_species,canonical_species_cn,canonical_english_name,species,identity_change_flag,identity_source,identity_notes,duplicate_rank,earliest_year_in_group,keep_record,duplicate_group_size,duplicate_rule
563,563,灰伯劳,Northern Grey Shrike,Lanius borealis,Lanius borealis,Lanius borealis,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,灰伯劳在昌都的发现及西藏伯劳科鸟类分布,NA,西藏左贡县美玉乡美玉草原,西藏自治区,Tibet,LC,分布变化,观察拍摄,97.4223305555556,39.1733555555556,2020 年 7 月 17 日,2022,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJBgWU8WuIuaSTEjlTCpGfJWEBCcZiYL cpl-SUzVaDw3JT4HDGBLJmkSN7zZTLOTXgsmghKJbKOsDkK3fn9MnR-2XuSXSYeF7KC1aHALpFEqZYvufTobpYKuOJB wB SzK4e4HcohsUPeG2Idif1-5AnHOe EW3uTVDGbimZlz0A==&uniplatform=NZKPT&language=CHS,刘善思,高原农业,Full Migrant,Lanius borealis,Passeriformes,Xizang,LC,Range shift or distribution change,观察拍摄,灰伯劳在昌都的发现及西藏伯劳科鸟类分布,NA,NA,NA,NA,NA,Lanius borealis,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
564,564,栗背伯劳,Burmese Shrike,Lanius collurioides,Lanius collurioides,Lanius collurioides,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,四川攀枝花发现栗背伯劳,NA,四川攀枝花市西区格里坪镇竹林坡村,四川省,Sichuan,LC,NA,观察拍摄,101.526280555556,26.6450722222222,2014 年4 月17 日,2017,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/17100?st=article issue,巫嘉伟,动物学杂志 Chinese Journal of Zoology,Full Migrant,Lanius collurioides,Passeriformes,Sichuan,LC,Unclear,观察拍摄,四川攀枝花发现栗背伯劳,NA,NA,NA,NA,NA,Lanius collurioides,FALSE,raw_table,No external row-level identity correction applied.,1,2017,TRUE,1,Unique species-province combination; retained.
565,565,荒漠伯劳,Isabelline Shrike,Lanius isabellinus,Lanius isabellinus,Lanius isabellinus,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,浙江省鸟类分布新记录——荒漠伯劳,NA,温岭市东浦农场一带,浙江省,Zhejiang,LC,分布变化,观察拍摄,121.538465,28.3372386111111,2022 年 1 月 30 日,2022,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKbd0kkaeJfPkTpA7r7linuuXG6Fmrcdc0adOgC9UQgpFFSJuFhKk9cuicoMeRnO-t4Boucwc867k07MzS-Bh4txtpOxN5b7o g96VEGkiLSSRejC3DCWRS0PDkd5PwJYYFUnK8uuCQQGsaPobDGR9jT8BqmBlTP5 9dVfz78aupg==&uniplatform=NZKPT&language=CHS,"温超然, 钱程, 严福彬, 张芬耀, 金伟",浙江林业科技,Full Migrant,Lanius isabellinus,Passeriformes,Zhejiang,LC,Range shift or distribution change,观察拍摄,浙江省鸟类分布新记录——荒漠伯劳,NA,NA,NA,NA,NA,Lanius isabellinus,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
566,566,棕背伯劳,Long-tailed Shrike,Lanius schach,Lanius schach,Lanius schach,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,北京4种鸟类分布新纪录,NA,北京丰台卢沟桥下永定河，延庆区野鸭湖自然保护区,北京市,Beijing,LC,分布变化，调查不足,观察拍摄,115.9133,40.517869,2009 年 12 月 6 日,2011,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/20110223?st=article issue,"朱雷, 崔月, 洪宛萍, 陈炜, 丁长青",动物学杂志,Full Migrant,Lanius schach,Passeriformes,Beijing,LC,Mixed: range change + survey/technology,观察拍摄,北京4种鸟类分布新纪录,NA,NA,NA,NA,NA,Lanius schach,FALSE,raw_table,No external row-level identity correction applied.,1,2011,TRUE,1,Unique species-province combination; retained.
559,559,黑伯劳,Long-tailed Shrike,Hirundo smithii,Hirundo smithii,Hirundo smithii,NA,PASSERIFORMES,雀形目,燕科,燕属,广东省鸟类新纪录——线尾燕,NA,广东省雷州市东里镇龙仔村北部的盐沼湿地,广东省,Guangdong,LC,分布变化,观察拍摄,110.338647222222,20.8312111111111,45581,2025,DOI:10.3969/j.issn.1673-3290.2025.03.17,李至瀚，韩婉诗，黄宇亮，刘一鸣,湿地科学与管理,NA,Hirundo smithii,Passeriformes,Guangdong,LC,Range shift or distribution change,观察拍摄,广东省鸟类新纪录——线尾燕,true_mismatch,true_mismatch,Lanius schach,黑伯劳,Long-tailed Shrike,Lanius schach,TRUE,true_mismatch,Canonical species updated from audit tables.,1,2025,TRUE,1,Unique species-province combination; retained.
558,558,棕背伯劳,Long-tailed Shrike,Hirundo rustica,Hirundo rustica,Hirundo rustica,NA,PASSERIFORMES,雀形目,燕科,燕属,海南永兴岛发现家麻雀和家燕tytleri 亚种,NA,海南省三沙市永兴岛,海南省,Hainan,LC,NA,观察拍摄,112.34,16.84,2018年9月8日和2021年4月25日,2022,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/21252?st=article issue,"贾陈喜, 刘振江, 姜志永, 熊鹰, 宋刚, 雷富民",动物学杂志 Chinese Journal of Zoology,Full Migrant,Hirundo rustica,Passeriformes,Hainan,LC,Unclear,观察拍摄,海南永兴岛发现家麻雀和家燕tytleri 亚种,true_mismatch,true_mismatch,Lanius schach,棕背伯劳,Long-tailed Shrike,Lanius schach,TRUE,true_mismatch,Canonical species updated from audit tables.,1,2022,TRUE,1,Unique species-province combination; retained.
560,560,棕背伯劳,Long-tailed Shrike,Ptyonoprogne rupestris,Ptyonoprogne rupestris,Ptyonoprogne rupestris,NA,PASSERIFORMES,雀形目,燕科,岩燕属,湖北通城发现岩燕,NA,湖北省通城县大坪乡药姑山主峰附近的三仙坦,湖北省,Hubei,LC,NA,观察拍摄,113.687222222222,29.395,42852,2025,10.13859/j.cjz.202321075,赵世东，张坤，张菁，杨晓菁,动物学杂志,Full Migrant,Ptyonoprogne rupestris,Passeriformes,Hubei,LC,Unclear,观察拍摄,湖北通城发现岩燕,true_mismatch,true_mismatch,Lanius schach,棕背伯劳,Long-tailed Shrike,Lanius schach,TRUE,true_mismatch,Canonical species updated from audit tables.,1,2025,TRUE,1,Unique species-province combination; retained.
567,567,黑伯劳,Long-tailed Shrike,Lanius schach,Lanius schach,Lanius schach,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,江西省鸟类新纪录——黑伯劳,NA,江西省遂川县草林镇和泉江镇,江西省,Jiangxi,LC,分布变化,观察拍摄,114.39875,26.24847,2008 年 1 月 17 日 和 10 月 19 日,2009,https://www.scdwzz.com/thesisDetails?columnId=29099102&Fpath=home&index=0&lang=zh,"钟平华, 刘双华, 邵明勤, 戴年华",四川动物,Full Migrant,Lanius schach,Passeriformes,Jiangxi,LC,Range shift or distribution change,观察拍摄,江西省鸟类新纪录——黑伯劳,NA,NA,NA,NA,NA,Lanius schach,FALSE,raw_table,No external row-level identity correction applied.,1,2009,TRUE,1,Unique species-province combination; retained.
568,568,棕背伯劳,Long-tailed Shrike,Lanius schach,Lanius schach,Lanius schach,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,天津鸟类新记录,NA,天津西青区,天津市,Tianjin,LC,分布变化,标本采集,117,39.14,2000 年 9 月，2001 年 8 月,2001,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJotakAeq9d WDac9jRTleRv7MXKQo7utoIxuUf6AKPw031BCPIJQz7LolsGnCrnOmYfV037bzLkgE T51hFQZcNpDN1Fnl 1tuCKlry1U21uupGYwWCKgm0Pt0Z1HujdStsi3vQ8kNiugSxJ-0yqw6edM0H2i2u1hp1ezLhAPy3g==&uniplatform=NZKPT&language=CHS,"刘来顺,赵慧生",动物科学与动物医学,Full Migrant,Lanius schach,Passeriformes,Tianjin,LC,Range shift or distribution change,标本采集,天津鸟类新记录,NA,NA,NA,NA,NA,Lanius schach,FALSE,raw_table,No external row-level identity correction applied.,1,2001,TRUE,1,Unique species-province combination; retained.
569,569,楔尾伯劳,Chinese Grey Shrike,Lanius sphenocercus,Lanius sphenocercus,Lanius sphenocercus,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,云南省寻甸县和开远市发现楔尾伯劳,NA,昆明市寻甸县多姑小村后山、云南省红河州开远市羊街乡三角海,云南省,Yunnan,LC,NA,观察拍摄,103.216666666667,24.6,2017年12月28日、2019年1月14日,2019,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/18302?st=article issue,黄光旭、白皓天、张文、李德品,动物学杂志 Chinese Journal of Zoology,Full Migrant,Lanius sphenocercus,Passeriformes,Yunnan,LC,Unclear,观察拍摄,云南省寻甸县和开远市发现楔尾伯劳,NA,NA,NA,NA,NA,Lanius sphenocercus,FALSE,raw_table,No external row-level identity correction applied.,1,2019,TRUE,1,Unique species-province combination; retained.
570,570,灰背伯劳,Grey-backed Shrike,Lanius tephronotus,Lanius tephronotus,Lanius tephronotus,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,湖北神农架发现灰背伯劳,NA,神农架国家级自然保护区的坪阡村,湖北省,Hubei,LC,分布变化,观察拍摄,109.75,31.4166666666667,2011 年 7 月23 日，2012 年 4 月 5 日,2013,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/20130326?st=article issue,"章波, 周权, 杨开华, 王敏, 周青春",动物学杂志,Full Migrant,Lanius tephronotus,Passeriformes,Hubei,LC,Range shift or distribution change,观察拍摄,湖北神农架发现灰背伯劳,NA,NA,NA,NA,NA,Lanius tephronotus,FALSE,raw_table,No external row-level identity correction applied.,1,2013,TRUE,1,Unique species-province combination; retained.
571,571,灰背伯劳,Grey-backed Shrike,Lanius tephronotus,Lanius tephronotus,Lanius tephronotus,NA,PASSERIFORMES,雀形目,伯劳科,伯劳属,新疆发现灰背伯劳,NA,达布达尔地区,新疆维吾尔自治区,Xinjiang,LC,分布变化,观察和拍照,75.4027222222222,37.3726388888889,38115,2004,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/04040021?st=article issue,"马鸣,李锦昌,林超英,黄天华,林美嫦",动物学杂志,Full Migrant,Lanius tephronotus,Passeriformes,Xinjiang,LC,Range shift or distribution change,观察和拍照,新疆发现灰背伯劳,NA,NA,NA,NA,NA,Lanius tephronotus,FALSE,raw_table,No external row-level identity correction applied.,1,2004,TRUE,1,Unique species-province combination; retained.
192,192,西伯利亚银鸥,European Herring Gull,Larus argentatus,Larus argentatus,Larus argentatus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,西藏拉萨发现西伯利亚银鸥和普通海鸥,NA,拉萨市拉鲁湿地国家级自然保护区,西藏自治区,Tibet,LC,NA,观察和拍摄,91.1072222222222,29.6766666666667,44190,2025,10.13859/j.cjz.202421062,杨永炳，邢家华，益西多吉，刘善思，周生灵，乔慧捷，宋刚，杨乐,动物学杂志,Full Migrant,Larus argentatus,Charadriiformes,Xizang,LC,Unclear,观察和拍摄,西藏拉萨发现西伯利亚银鸥和普通海鸥,NA,NA,NA,NA,NA,Larus argentatus,FALSE,raw_table,No external row-level identity correction applied.,1,2025,TRUE,1,Unique species-province combination; retained.
179,179,棕头鸥,Brown-headed Gull,Larus brunnicephalus,Larus brunnicephalus,Chroicocephalus brunnicephalus,NA,CHARADRIIFORMES,鸻形目,鸥科,NA,福建发现细嘴鸥、棕头鸥和短趾百灵,NA,晋江市金井镇近海,福建省,Fujian,LC,NA,观察和拍摄,118.59,24.57,43563,2024,10.13859/j.cjz.202320237,江航东，董国泰,动物学杂志,Full Migrant,Larus brunnicephalus,Charadriiformes,Fujian,LC,Unclear,观察和拍摄,福建发现细嘴鸥、棕头鸥和短趾百灵,NA,NA,NA,NA,NA,Larus brunnicephalus,FALSE,raw_table,No external row-level identity correction applied.,1,2024,TRUE,1,Unique species-province combination; retained.
193,193,黄腿银鸥,Caspian Gull,Larus cachinnans,Larus cachinnans,Larus cachinnans,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,福建省5种鸟类新纪录种和亚种,NA,"闽江河口,兴化湾",福建省,Fujian,LC,分布变化,观察,119.29659,26.09982,2003~2005 年冬季,2006,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKd6cnDZU2FerrGxNoL8a6lbhPrTJv oleM1HHJHqCeBIMtwy imFvp5FsI7C60ieRnVlDxogSnHQdsnIUGG-qzFgKmkNRQMPtBbrT7Fy8o83A2PX1Y0 dTBV8QsAiJXpbXaXgAOmEH9zdRYY1qH1KPnhSF2psp1eDRBoeOAHk nQ==&uniplatform=NZKPT&language=CHS,"刘伯锋,余希,杨金,郑丁团,王晓燕,黄丽",野生动物杂志,Full Migrant,Larus cachinnans,Charadriiformes,Fujian,LC,Range shift or distribution change,观察,福建省5种鸟类新纪录种和亚种,NA,NA,NA,NA,NA,Larus cachinnans,FALSE,raw_table,No external row-level identity correction applied.,1,2006,TRUE,1,Unique species-province combination; retained.
194,194,普通海鸥,Mew Gull,Larus canus,Larus canus,Larus canus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,西藏拉萨发现西伯利亚银鸥和普通海鸥,NA,拉萨市林周县卡孜水库,西藏自治区,Tibet,LC,NA,观察和拍摄,91.1647222222222,29.9033333333333,44192,2025,10.13859/j.cjz.202421062,杨永炳，邢家华，益西多吉，刘善思，周生灵，乔慧捷，宋刚，杨乐,动物学杂志,Full Migrant,Larus canus,Charadriiformes,Xizang,LC,Unclear,观察和拍摄,西藏拉萨发现西伯利亚银鸥和普通海鸥,NA,NA,NA,NA,NA,Larus canus,FALSE,raw_table,No external row-level identity correction applied.,1,2025,TRUE,1,Unique species-province combination; retained.
195,195,黑尾鸥,Black-tailed Gull,Larus crassirostris,Larus crassirostris,Larus crassirostris,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,海南省12 种鸟类新记录,NA,清澜港、临高,海南省,Hainan,LC,分布变化,观察,109.69077,19.91243,2006 年1 月,2006,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULSQxiOG9zwAIxWN13uQFIuS9ng41x9BIwZWb5bDbb9uRKqGcGqTN-ioGsti6bzZ3zL7ZUuPjH9r4pTG-O3 n1rrRbAX5oMA6HNqIevZ g34VUOEhUf6KAr4TFpYiwnsWtJMzM-Z0bVABwcXYlkR3ydHO1 Zxw-tOhyhscI8xsg==&uniplatform=NZKPT&language=CHS,"梁伟, 卢刚, 杨灿朝, 黄仲琪",海南师范学院学报(自然科学版),Full Migrant,Larus crassirostris,Charadriiformes,Hainan,LC,Range shift or distribution change,观察,海南省12 种鸟类新记录,NA,NA,NA,NA,NA,Larus crassirostris,FALSE,raw_table,No external row-level identity correction applied.,1,2006,TRUE,1,Unique species-province combination; retained.
196,196,小黑背银鸥,Lesser Black-backed Gull,Larus fuscus,Larus fuscus,Larus fuscus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,湖北省鸟类新记录———小黑背银鸥,NA,湖北省武汉市江夏区铁板洲洲头南侧沙滩,湖北省,Hubei,LC,分布变化,观察拍摄,114.118288888889,30.3340111111111,2022 年 1 月 16 日,2022,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIyPWLpcGquRZstefPxrezOrHrcghYY1C060C4glACRugLk2FBa76mlXy3PYxMrLGgzxqiwGQrFPMmg7p-H088LkhHN2JC 5hCPCsLAFT8C2BEMPbwfcMjE2iZabKIo3xjhyNAgKkKJZ1PHZba6X5YxdeMpOc0mUWmVulFx8SWDwA==&uniplatform=NZKPT&language=CHS,"舒实, 陈韬, 李兴宇, 颜军",湖北林业科技,Full Migrant,Larus fuscus,Charadriiformes,Hubei,LC,Range shift or distribution change,观察拍摄,湖北省鸟类新记录———小黑背银鸥,NA,NA,NA,NA,NA,Larus fuscus,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
197,197,小黑背银鸥,Lesser Black-backed Gull,Larus fuscus,Larus fuscus,Larus fuscus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,内蒙古自治区西部和宁夏回族自治区鸟类新记录,NA,内蒙古自治区额济纳旗居延海,内蒙古自治区,Inner Mongolia,LC,分布变化,观察拍摄,100.68725,42.422608,43586,2023,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULaevfwHJT5Cd2UzmPQa47dDoqOPeDTUd5nk80HBvXQw9egR0HHrKUP1-99 aqhrpAKVVc4VuzB7HDFqboDLgKLF bomc8gpOyEUJbEN5i81WUg3cT5wqhk44q6EBc51dDiliQxnb61a621 jJgeqMcRADvRbsZNdsQ9oCoYcI9rA==&uniplatform=NZKPT&language=CHS,"王志芳, 韩佳文, 肖敏, 白玉玺, 朱东宁, 白小龙, 魏虹, 梁斌, 杨贵生",四川动物,Full Migrant,Larus fuscus,Charadriiformes,Inner Mongolia,LC,Range shift or distribution change,观察拍摄,内蒙古自治区西部和宁夏回族自治区鸟类新记录,NA,NA,NA,NA,NA,Larus fuscus,FALSE,raw_table,No external row-level identity correction applied.,1,2023,TRUE,1,Unique species-province combination; retained.
198,198,小黑背银鸥,Lesser Black-backed Gull,Larus fuscus,Larus fuscus,Larus fuscus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,西藏发现蓝翡翠和小黑背银鸥,NA,拉萨市林周县虎头山水库西南侧的沙洲,西藏自治区,Tibet,LC,NA,观察和拍摄,91.0842416666667,29.9214222222222,2017 年12 月23 日,2018,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/18029?st=article issue,"杨乐, 阙品甲, 范丽卿, 刘宇, 潘翰, 张正旺",动物学杂志 Chinese Journal of Zoology,Full Migrant,Larus fuscus,Charadriiformes,Xizang,LC,Unclear,观察和拍摄,西藏发现蓝翡翠和小黑背银鸥,NA,NA,NA,NA,NA,Larus fuscus,FALSE,raw_table,No external row-level identity correction applied.,1,2018,TRUE,1,Unique species-province combination; retained.
180,180,细嘴鸥,Slender-billed Gull,Larus genei,Larus genei,Chroicocephalus genei,NA,CHARADRIIFORMES,鸻形目,鸥科,NA,福建发现细嘴鸥、棕头鸥和短趾百灵,NA,福建省晋江市金井镇塔溪入海口处,福建省,Fujian,LC,NA,观察和拍摄,118.565,24.3961111111111,43477,2024,10.13859/j.cjz.202423179,江航东，董国泰,动物学杂志,Full Migrant,Larus genei,Charadriiformes,Fujian,LC,Unclear,观察和拍摄,福建发现细嘴鸥、棕头鸥和短趾百灵,NA,NA,NA,NA,NA,Larus genei,FALSE,raw_table,No external row-level identity correction applied.,1,2024,TRUE,1,Unique species-province combination; retained.
181,181,细嘴鸥,Slender-billed Gull,Larus genei,Larus genei,Chroicocephalus genei,NA,CHARADRIIFORMES,鸻形目,鸥科,NA,江西省鸟类新记录——细嘴鸥,NA,九江市都昌县北山乡矶山湖下坝内湖,江西省,Jiangxi,LC,分布变化,观察拍摄,116.3,29.3,2022 年 1 月 2 日,2022,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIYk0vw-Lgc1WVE sUY6MmPwyaDyv1nxI5A5yO HNQIJ3wO9JR7W5Dz-MfwQr9tES1j-pRNo-EBg6JpSwM9Rk47e2OJ4-BSOhlYx6CY QTbUJQ4sUUUQXrqGYXnOwo Ckn9C4u4EnmngdNe-WpCmQoODhOS7D2iR5L9QtmzEp5Hg==&uniplatform=NZKPT&language=CHS,"詹慧英, 余定坤, 高翔, 罗浩, 祁红艳",湿地科学与管理,Full Migrant,Larus genei,Charadriiformes,Jiangxi,LC,Range shift or distribution change,观察拍摄,江西省鸟类新记录——细嘴鸥,NA,NA,NA,NA,NA,Larus genei,FALSE,raw_table,No external row-level identity correction applied.,1,2022,TRUE,1,Unique species-province combination; retained.
199,199,灰翅鸥,Glaucous-winged Gull,Larus glaucescens,Larus glaucescens,Larus glaucescens,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,内蒙古鸟类新纪录———灰翅鸥Larus glaucescens,NA,内蒙古乌兰察布凉城县岱海电厂出水口东侧,内蒙古自治区,Inner Mongolia,LC,分布变化,观察拍摄,112.693930555556,40.5507638888889,2016 年 11 月 6 日,2018,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIxhyh6gKWqoQXAkVn1lGD-zK3pyOMWmHNW3cjdq7UViTipJQ8qwr2TI7FR0VL8UMQWxV MtXIfzBL5D1YyP7YncgIqAqfVKuH0GqJISHmJCT3GAXmcn726ty-yhMJ0XTu1ox4Y1rg1CnPxlnlL5XmsTGwxTpmJ9nysE5Y- eYMiQ==&uniplatform=NZKPT&language=CHS,"何晓萍,张晓丽,孙涛,毕俊怀",内蒙古师范大学学报（自然科学汉文版）,Full Migrant,Larus glaucescens,Charadriiformes,Inner Mongolia,LC,Range shift or distribution change,观察拍摄,内蒙古鸟类新纪录———灰翅鸥Larus glaucescens,NA,NA,NA,NA,NA,Larus glaucescens,FALSE,raw_table,No external row-level identity correction applied.,1,2018,TRUE,1,Unique species-province combination; retained.
200,200,灰翅鸥,Glaucous-winged Gull,Larus glaucescens,Larus glaucescens,Larus glaucescens,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,白眶鹟莺等12种上海市鸟类新记录,NA,陆家嘴,上海市,Shanghai,LC,分布变化,观察拍摄,121.489463888889,31.2421527777778,2015 年 1 月 27 日、3 月 20 日,2018,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPULN7Pj6glk6gdg4DSFs17DHO0UmTzT3V7h8Cj4c13dOgZJy iHZMz it6tnf8rK9KHa6pyoYTc4bOGiShTXfXbReoeUtRL5coDQ5UAjktO31HX6hWlr78uaCRAcHAVEKYE3VahiRFLBJTpEkpwu6c8gYlah-GQA6JhHbuu1TDyXdA==&uniplatform=NZKPT&language=CHS,"施宏亮, 施剑勇, 袁晓, 薄顺奇",华东师范大学学报（自然科学版）,Full Migrant,Larus glaucescens,Charadriiformes,Shanghai,LC,Range shift or distribution change,观察拍摄,白眶鹟莺等12种上海市鸟类新记录,NA,NA,NA,NA,NA,Larus glaucescens,FALSE,raw_table,No external row-level identity correction applied.,1,2018,TRUE,1,Unique species-province combination; retained.
201,201,北极鸥,Glaucous Gull,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,甘肃省3种鸟类新记录——北极鸥、白头鹞和黄眉林雀,NA,兰州市城关区雁北街道滩尖子原生态湿地公园河中沙洲,甘肃省,Gansu,LC,分布变化,观察拍摄,103.87696,36.07986,45263,2025,NA,王凯韬，杨雨涵，熊能，段卓玲，肖霞，黄嘉莹，吴昊，窦梓瀚,四川动物,NA,Larus hyperboreus,Charadriiformes,Gansu,LC,Range shift or distribution change,观察拍摄,甘肃省3种鸟类新记录——北极鸥、白头鹞和黄眉林雀,NA,NA,NA,NA,NA,Larus hyperboreus,FALSE,raw_table,No external row-level identity correction applied.,1,2025,TRUE,1,Unique species-province combination; retained.
202,202,北极鸥,Glaucous Gull,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,山西省鸟类分布新记录3 种,NA,庞泉沟镇庞泉沟自然保护区大草坪沟口,山西省,Shanxi,LC,NA,观察和拍摄，记录鸣声,111.498333333333,37.7994444444444,2019 年4 月6 日,2020,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/20001?st=article issue,杨向明 赵占合,动物学杂志 Chinese Journal of Zoology,Full Migrant,Larus hyperboreus,Charadriiformes,Shanxi,LC,Unclear,观察和拍摄，记录鸣声,山西省鸟类分布新记录3 种,NA,NA,NA,NA,NA,Larus hyperboreus,FALSE,raw_table,No external row-level identity correction applied.,1,2020,TRUE,1,Unique species-province combination; retained.
203,203,北极鸥,Glaucous Gull,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,NA,CHARADRIIFORMES,鸻形目,鸥科,鸥属,西藏墨竹工卡县发现北极鸥,NA,尼玛加热乡直孔电站水库,西藏自治区,Tibet,LC,分布变化,观察拍摄,91.8436083333333,30.0289972222222,2015 年4 月5 至6 日,2015,http://dwxzz.ioz.ac.cn/dwxb/article/abstract/15106?st=article issue,"吴建普, 吕永磊, 舒服, 梁丹, 李炳章, 罗红","动物学杂志 Chinese Journal of Zoology 2015, 50(5): 820",Full Migrant,Larus hyperboreus,Charadriiformes,Xizang,LC,Range shift or distribution change,观察拍摄,西藏墨竹工卡县发现北极鸥,NA,NA,NA,NA,NA,Larus hyperboreus,FALSE,raw_table,No external row-level identity correction applied.,1,2015,TRUE,1,Unique species-province combination; retained.
189,189,渔鸥,Pallas's Gull,Larus ichthyaetus,Larus ichthyaetus,Ichthyaetus ichthyaetus,NA,CHARADRIIFORMES,鸻形目,鸥科,NA,安徽桐城发现渔鸥,NA,安徽省菜子湖于桐城市金神镇大幸福圩,安徽省,Anhui,LC,NA,观察和拍摄,117.023055555556,30.8491666666667,44255,2025,10.13859/j.cjz.202321139,魏振华，冀祥林，韩金迪，夏珊珊，周立志,动物学杂志,Full Migrant,Larus ichthyaetus,Charadriiformes,Anhui,LC,Unclear,观察和拍摄,安徽桐城发现渔鸥,NA,NA,NA,NA,NA,Larus ichthyaetus,FALSE,raw_table,No external row-level identity correction applied.,1,2025,TRUE,1,Unique species-province combination; retained.
190,190,渔鸥,Pallas's Gull,Larus ichthyaetus,Larus ichthyaetus,Ichthyaetus ichthyaetus,NA,CHARADRIIFORMES,鸻形目,鸥科,NA,辽宁鸟类新记录3种——暗灰鹃鵙、丝光椋鸟和渔鸥,NA,大连市金州区毛茔子垃圾场海滩,辽宁省,Liaoning,LC,分布变化,观察拍摄,121.666666666667,39.1061111111111,2010 年 2 月 9 日、3 月 13 日,2014,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUI7w3tTkchRRcYix1LsSUdep4 wcy3xfEeFPkXPklLROv54-Td3RLYiFk2Q45znWqNej1Q8gDJayuiMgtYXDDqYD-ulG YOPLBhf02le6zLCbd9LpcJilTG38 57YHn5IZoLJk N3tt3fqb8x3U1mQXD5yyyrE5XcecErxIPfxfJg==&uniplatform=NZKPT&language=CHS,白清泉,辽宁林业科技,Full Migrant,Larus ichthyaetus,Charadriiformes,Liaoning,LC,Range shift or distribution change,观察拍摄,辽宁鸟类新记录3种——暗灰鹃鵙、丝光椋鸟和渔鸥,NA,NA,NA,NA,NA,Larus ichthyaetus,FALSE,raw_table,No external row-level identity correction applied.,1,2014,TRUE,1,Unique species-province combination; retained.
191,191,遗鸥,Relict Gull,Larus relictus,Larus relictus,Larus relictus,NA,CHARADRIIFORMES,鸻形目,鸥科,NA,宁夏鸟类新纪录遗鸥繁殖群及其生境初探,NA,宁夏吴忠市盐池县冯记沟乡回六庄村,宁夏回族自治区,Ningxia,VU,NA,观察拍摄,106.770277777778,37.7238888888889,2016/5/25，7/21,2019,https://ysdwxb.nefu.edu.cn/#/digest?ArticleID=89,翟昊，于洪贤，马国东，韦宏，李亚丽，冯启东，史红宁，段志刚，田瑞,野生动物学报,Full Migrant,Larus relictus,Charadriiformes,Ningxia,VU,Unclear,观察拍摄,宁夏鸟类新纪录遗鸥繁殖群及其生境初探,NA,NA,NA,NA,NA,Larus relictus,FALSE,raw_table,No external row-level identity correction applied.,1,2019,TRUE,1,Unique species-province combination; retained.
