record_id,species,province,longitude,latitude,longitude_out_of_range,latitude_out_of_range
546,Mycerobas affinis,Shaanxi,107.775833333333,33.9269444444444,FALSE,FALSE
106,Clangula hyemalis,Shandong,117.644805555556,37.2333333333333,FALSE,FALSE
286,Tringa brevipes,Sichuan,102.756388888889,30.0530555555556,FALSE,FALSE
337,Halcyon smyrnensis,Xizang,95.3166666666667,29.3304444444444,FALSE,FALSE
365,Lophura nycthemera,Xizang,95.2833333333333,29.3231138888889,FALSE,FALSE
527,Bucanetes mongolicus,Xizang,79.7086666666667,31.7093055555556,FALSE,FALSE
507,Emberiza pusilla,Xizang,97.8292055555555,29.68515,FALSE,FALSE
953,Parayuhina diademata,Xizang,98.4702638888889,28.8366944444444,FALSE,FALSE
987,Nycticorax nycticorax,Xizang,91.0869722222222,29.2831666666667,FALSE,FALSE
1034,Podiceps nigricollis,Xizang,97.8,29.3,FALSE,FALSE
226,Arenaria interpres,Yunnan,103.383333333333,23.4166666666667,FALSE,FALSE
310,Columba oenas,Yunnan,103.383333333333,23.4166666666667,FALSE,FALSE
3,Accipiter soloensis,Gansu,116.216666666667,33.7,FALSE,FALSE
876,Spodiopsar sericeus,Gansu,105.485,32.9983333333333,FALSE,FALSE
842,Remiz consobrinus,Guangxi,108.316666666667,22.5833333333333,FALSE,FALSE
450,Artamus fuscus,Guizhou,108.022941666667,25.2279666666667,FALSE,FALSE
782,Phylloscopus proregulus,Heilongjiang,125.25,49.1,FALSE,FALSE
282,Phalaropus lobatus,Henan,112.505319444444,32.9527916666667,FALSE,FALSE
999,Phoenicopterus roseus,Henan,114.330555555556,31.95,FALSE,FALSE
599,Anthus gustavi,Hubei,112.720555555556,30.4397222222222,FALSE,FALSE
677,Niltava sundara,Hunan,110.375277777778,29.3002777777778,FALSE,FALSE
669,Oenanthe deserti,Hunan,111.066666666667,29.8833333333333,FALSE,FALSE
342,Megaceryle lugubris,Inner Mongolia,117.232986111111,42.9492944444444,FALSE,FALSE
615,Enicurus leschenaulti,Inner Mongolia,108.85,38.2,FALSE,FALSE
743,Passer hispaniolensis,Inner Mongolia,107.8,38.4,FALSE,FALSE
909,Otocichla mupinensis,Jiangxi,114.566666666667,32.3166666666667,FALSE,FALSE
410,Rallina eurizonoides,Qinghai,101.066666666667,32.6833333333333,FALSE,FALSE
523,Acanthis flammea,Qinghai,101.316666666667,34.15,FALSE,FALSE
490,Dicrurus hottentottus,Qinghai,100.811286111111,36.6323805555556,FALSE,FALSE
1024,Dendrocopos hyperythrus,Qinghai,101.033333333333,32.6833333333333,FALSE,FALSE
844,Remiz consobrinus,Shaanxi,109.437777777778,34.7969444444444,FALSE,FALSE
985,Ixobrychus eurhythmus,Shaanxi,108.733333333333,34.4166666666667,FALSE,FALSE
526,Bucanetes mongolicus,Sichuan,102.754444444444,30.055,FALSE,FALSE
172,Hydrophasianus chirurgus,Tianjin,117.316666666667,39.1166666666667,FALSE,FALSE
32,Circus spilonotus,Xinjiang,86.8236111111111,47.7758333333333,FALSE,FALSE
71,Aix galericulata,Xinjiang,82.9405555555556,37.2622222222222,FALSE,FALSE
203,Larus hyperboreus,Xizang,91.8436083333333,30.0289972222222,FALSE,FALSE
528,Callacanthis burtoni,Xizang,85.9666666666667,27.9333333333333,FALSE,FALSE
487,Dicrurus annectens,Xizang,94.8465777777778,30.3509833333333,FALSE,FALSE
899,Stachyris humei,Xizang,95.4736111111111,29.5958333333333,FALSE,FALSE
972,Egretta garzetta,Xizang,97.8166666666667,30.1666666666667,FALSE,FALSE
263,Calidris tenuirostris,Yunnan,102.716988888889,24.7718861111111,FALSE,FALSE
741,Phylloscopus borealoides,Yunnan,100.98,22.79,FALSE,FALSE
1056,Sula dactylatra,Zhejiang,119.118808333333,30.3010138888889,FALSE,FALSE
950,Pteruthius xanthochlorus,Anhui,118.533333333333,29.5666666666667,FALSE,FALSE
1007,Phoenicopterus roseus,Beijing,116.630833333333,39.7069444444444,FALSE,FALSE
820,Ixos mcclellandii,Gansu,105.565277777778,32.9405555555556,FALSE,FALSE
665,Muscicapa ferruginea,Gansu,105.27,33.07,FALSE,FALSE
796,Phylloscopus tephrocephalus,Gansu,105.410277777778,33.1425,FALSE,FALSE
477,Prinia inornata,Gansu,105.27,33.07,FALSE,FALSE
472,Prinia atrogularis,Guizhou,108.341944444444,26.3475,FALSE,FALSE
925,Turdus feae,Guizhou,107.15,28.2,FALSE,FALSE
635,Ficedula erithacus,Hebei,113.825833333333,38.7497222222222,FALSE,FALSE
501,Emberiza godlewskii,Heilongjiang,125.253333333333,49.0919444444444,FALSE,FALSE
449,Alcippe morrisonia,Henan,111.816666666667,33.25,FALSE,FALSE
485,Dicaeum ignipectus,Henan,111.6425,33.7572222222222,FALSE,FALSE
786,Phylloscopus ricketti,Henan,112.614808333333,34.8989444444444,FALSE,FALSE
95,Branta hutchinsii,Hubei,114.154166666667,30.7527777777778,FALSE,FALSE
575,Garrulax monileger,Hubei,110.483333333333,31.3166666666667,FALSE,FALSE
721,Lophophanes dichrous,Hubei,110.3,31.4833333333333,FALSE,FALSE
518,Emberiza yessoensis,Hunan,112.898333333333,28.3205555555556,FALSE,FALSE
798,Phylloscopus tephrocephalus,Hunan,113.6275,25.9005555555556,FALSE,FALSE
473,Prinia atrogularis,Hunan,113.6275,25.9005555555556,FALSE,FALSE
940,Zoothera dixoni,Hunan,110.095730555556,29.779475,FALSE,FALSE
142,Brachyramphus perdix,Jiangsu,119.616666666667,34.8666666666667,FALSE,FALSE
1010,Phoenicopterus roseus,Ningxia,106.263888888889,36.0963888888889,FALSE,FALSE
40,Elanus caeruleus,Shaanxi,109.057777777778,34.4394444444444,FALSE,FALSE
112,Cygnus olor,Shaanxi,107.663611111111,34.3052777777778,FALSE,FALSE
227,Calidris acuminata,Shaanxi,109.39,34.7947222222222,FALSE,FALSE
284,Phalaropus lobatus,Shaanxi,109.39,34.7947222222222,FALSE,FALSE
348,Clamator coromandus,Shaanxi,107.49845,33.6450694444444,FALSE,FALSE
363,Hierococcyx nisicolor,Shaanxi,107.49845,33.6450694444444,FALSE,FALSE
1012,Phoenicopterus roseus,Shandong,118.516666666667,35.4166666666667,FALSE,FALSE
441,Aegithalos fuliginosus,Shanxi,111.75,35.2666666666667,FALSE,FALSE
41,Elanus caeruleus,Sichuan,101.890516666667,26.4744666666667,FALSE,FALSE
982,Oroanassa magnifica,Sichuan,105.760555555556,32.6611111111111,FALSE,FALSE
531,Carpodacus roborowskii,Xinjiang,90.55,36.65,FALSE,FALSE
58,Hieraaetus pennatus,Xizang,85.35,28.35,FALSE,FALSE
80,Anser fabalis,Xizang,95.828945,29.2748983333333,FALSE,FALSE
362,Eudynamys scolopaceus,Xizang,86.6,30.5333333333333,FALSE,FALSE
888,Curruca crassirostris,Xizang,81.2092,30.2108,FALSE,FALSE
897,Pomatorhinus schisticeps,Xizang,95.35,29.3333333333333,FALSE,FALSE
522,Psarisomus dalhousiae,Xizang,95.3203333333333,29.3361027777778,FALSE,FALSE
965,Ardeola grayii,Yunnan,102.646519444444,25.013625,FALSE,FALSE
1022,Psilopogon faiostrictus,Yunnan,103.688719444444,22.9394361111111,FALSE,FALSE
320,Macropygia unchall,Zhejiang,119.18525,27.9053611111111,FALSE,FALSE
88,Branta bernicla,Anhui,117.090733333333,30.7539166666667,FALSE,FALSE
130,Netta rufina,Anhui,117.933733333333,33.2236916666667,FALSE,FALSE
389,Grus canadensis,Anhui,117.087061111111,30.9436,FALSE,FALSE
515,Acanthis flammea,Anhui,117.439758333333,32.286175,FALSE,FALSE
641,Ficedula narcissina,Anhui,117.188455555556,31.8464305555556,FALSE,FALSE
757,Phylloscopus castaniceps,Anhui,118.760858333333,30.0965777777778,FALSE,FALSE
784,Phylloscopus ricketti,Anhui,117.289772222222,30.0064527777778,FALSE,FALSE
859,Urosphena squameiceps,Anhui,118.500280555556,31.691575,FALSE,FALSE
114,Histrionicus histrionicus,Beijing,116.402291666667,39.9750666666667,FALSE,FALSE
650,Ficedula strophiata,Beijing,116.4,39.95,FALSE,FALSE
956,Yuhina nigrimenta,Gansu,105.381944444444,32.875725,FALSE,FALSE
1023,Psilopogon virens,Gansu,105.514675,32.9659833333333,FALSE,FALSE
109,Cygnus olor,Guangxi,108.156975,21.5811,FALSE,FALSE
427,Acrocephalus bistrigiceps,Guizhou,108.810277777778,26.3913888888889,FALSE,FALSE
804,Pitta moluccensis,Hainan,110.30825,20.0288694444444,FALSE,FALSE
700,Aethopyga gouldiae,Henan,111.315875,33.9608777777778,FALSE,FALSE
584,Locustella davidi,Henan,111.319411111111,33.9622916666667,FALSE,FALSE
816,Prunella strophiata,Henan,111.319927777778,33.9599277777778,FALSE,FALSE
586,Pterorhinus sannio,Henan,115.266666666667,31.7166666666667,FALSE,FALSE
717,Suthora fulvifrons,Hubei,110.1925,31.4538888888889,FALSE,FALSE
316,Columba oenas,Inner Mongolia,101.15,42.05,FALSE,FALSE
736,Passer cinnamomeus,Inner Mongolia,118.465555555556,41.405,FALSE,FALSE
1009,Phoenicopterus roseus,Inner Mongolia,101.29235,42.3047,FALSE,FALSE
371,Lophura nycthemera,Jiangsu,119.583333333333,31.2333333333333,FALSE,FALSE
992,Phoenicopterus roseus,Jiangsu,120.16164,33.34951,FALSE,FALSE
1002,Phoenicopterus roseus,Jiangxi,116.306666666667,28.755,FALSE,FALSE
56,Hieraaetus pennatus,Qinghai,96.3666666666667,37.4333333333333,FALSE,FALSE
494,Emberiza buchanani,Qinghai,90.85,35.25,FALSE,FALSE
499,Emberiza elegans,Qinghai,102.666666666667,35.8,FALSE,FALSE
497,Emberiza leucocephalos,Qinghai,90.8613888888889,35.2594444444444,FALSE,FALSE
540,Fringilla coelebs,Qinghai,102.226447222222,37.1623027777778,FALSE,FALSE
512,Lonchura striata,Qinghai,101.775277777778,36.5994444444444,FALSE,FALSE
703,Oriolus oriolus,Qinghai,93.9,35.6166666666667,FALSE,FALSE
125,Melanitta stejnegeri,Shaanxi,109.041111111111,32.7094444444445,FALSE,FALSE
128,Mergus serrator,Shaanxi,109.166666666667,33.4166666666667,FALSE,FALSE
230,Calidris alpina,Shaanxi,109.034722222222,32.7102777777778,FALSE,FALSE
1031,Podiceps auritus,Shaanxi,109.028888888889,32.7072222222222,FALSE,FALSE
1069,Fregata ariel,Shaanxi,107.883525,33.3640222222222,FALSE,FALSE
684,Phoenicurus frontalis,Shandong,116.995641666667,35.798175,FALSE,FALSE
839,Spizixos semitorques,Shandong,119.55375,35.49675,FALSE,FALSE
1026,Picumnus innominatus,Shandong,117.066666666667,33.9333333333333,FALSE,FALSE
968,Bubulcus ibis,Shanxi,111.42963,36.060552,FALSE,FALSE
269,Limnodromus scolopaceus,Sichuan,104.304722222222,30.9788888888889,FALSE,FALSE
292,Stercorarius parasiticus,Sichuan,104.179166666667,31.0216666666667,FALSE,FALSE
430,Acrocephalus dumetorum,Sichuan,104.061111111111,30.6838888888889,FALSE,FALSE
649,Ficedula ruficauda,Sichuan,104.086111111111,30.6305555555556,FALSE,FALSE
564,Lanius collurioides,Sichuan,101.526280555556,26.6450722222222,FALSE,FALSE
92,Branta canadensis,Tianjin,117.433888888889,39.2566666666667,FALSE,FALSE
1003,Phoenicopterus roseus,Tianjin,117.33,38.76,FALSE,FALSE
319,Macropygia unchall,Xizang,93.8,29.3833333333333,FALSE,FALSE
854,Abroscopus albogularis,Xizang,95.3938888888889,29.4111111111111,FALSE,FALSE
603,Anthus richardi,Xizang,95.4933333333333,29.6644444444444,FALSE,FALSE
629,Ficedula albicilla,Xizang,95.1633333333333,29.2511111111111,FALSE,FALSE
730,Periparus rubidiventris,Xizang,85.2175,28.5208333333333,FALSE,FALSE
756,Phylloscopus cantator,Xizang,95.14,29.2305555555556,FALSE,FALSE
860,Sitta cinnamoventris,Xizang,95.395,29.4111111111111,FALSE,FALSE
129,Mergus serrator,Yunnan,103.304469444444,23.5910027777778,FALSE,FALSE
229,Calidris alba,Yunnan,102.70598,24.9327,FALSE,FALSE
294,Stercorarius parasiticus,Yunnan,100.516666666667,25.0333333333333,FALSE,FALSE
414,Amaurornis cinerea,Yunnan,100.190833333333,26.6036111111111,FALSE,FALSE
541,Fringilla coelebs,Yunnan,98.7377641666667,25.2707672222222,FALSE,FALSE
185,Hydrocoloeus minutus,Zhejiang,119.954166666667,28.4827777777778,FALSE,FALSE
458,Coracina macei,Zhejiang,119.74392,27.36772,FALSE,FALSE
1077,Sula sula,Zhejiang,121.629166666667,29.9733333333333,FALSE,FALSE
698,Aethopyga christinae,Anhui,117.476317,30.000014,FALSE,FALSE
685,Tarsiger chrysaeus,Gansu,105.429722222222,32.9838888888889,FALSE,FALSE
65,Pernis ptilorhynchus,Guizhou,105.833333333333,28.1166666666667,FALSE,FALSE
951,Pteruthius xanthochlorus,Guizhou,106.187086111111,28.3380861111111,FALSE,FALSE
865,Spodiopsar sericeus,Guizhou,106.516666666667,26.6833333333333,FALSE,FALSE
221,Thalasseus bengalensis,Hebei,119.366666666667,39.55,FALSE,FALSE
1075,Sula sula,Hebei,118.55199,24.78144,FALSE,FALSE
557,Delichon dasypus,Henan,111.881372222222,33.4820916666667,FALSE,FALSE
1000,Phoenicopterus roseus,Hubei,114.154166666667,30.7502777777778,FALSE,FALSE
19,Aviceda jerdoni,Hunan,110.878416666667,29.9801194444444,FALSE,FALSE
312,Chalcophaps indica,Hunan,111.593611111111,25.9533333333333,FALSE,FALSE
1029,Sasia ochracea,Hunan,109.833111111111,26.0694944444444,FALSE,FALSE
141,Hemiprocne coronata,Inner Mongolia,120.7225,51.2789277777778,FALSE,FALSE
199,Larus glaucescens,Inner Mongolia,112.693930555556,40.5507638888889,FALSE,FALSE
150,Charadrius hiaticula,Jiangsu,120.805713888889,31.9008777777778,FALSE,FALSE
104,Clangula hyemalis,Jiangxi,117.086388888889,28.0277777777778,FALSE,FALSE
902,Geokichla citrina,Jiangxi,117.661344444444,27.8444805555556,FALSE,FALSE
672,Myiomela leucura,Jiangxi,113.985833333333,29.0066416666667,FALSE,FALSE
916,Turdus boulboul,Jiangxi,114.042777777778,26.3013888888889,FALSE,FALSE
933,Turdus rubrocanus,Jiangxi,115.277191666667,29.0066416666667,FALSE,FALSE
77,Anser caerulescens,Liaoning,122.27,40.7,FALSE,FALSE
359,Eudynamys scolopaceus,Liaoning,120.033333333333,31.0833333333333,FALSE,FALSE
305,Ciconia boyciana,Ningxia,105.716666666667,37.25,FALSE,FALSE
580,Ianthocincla lunulata,Ningxia,106.15,35.25,FALSE,FALSE
249,Calidris minuta,Shaanxi,107.513333333333,34.2627777777778,FALSE,FALSE
383,Gavia arctica,Shaanxi,109.15,34.4308333333333,FALSE,FALSE
855,Cettia brunnifrons,Shaanxi,107.798611111111,33.9913888888889,FALSE,FALSE
697,Tarsiger indicus,Shaanxi,107.833333333333,33.6666666666667,FALSE,FALSE
258,Calidris pygmaea,Shandong,117.868055555556,38.2644444444444,FALSE,FALSE
69,Spilornis cheela,Shanghai,121.970433333333,30.8868833333333,FALSE,FALSE
133,Netta rufina,Shanghai,121.902094444444,31.048175,FALSE,FALSE
200,Larus glaucescens,Shanghai,121.489463888889,31.2421527777778,FALSE,FALSE
853,Abroscopus albogularis,Shanghai,121.967933333333,30.8839083333333,FALSE,FALSE
481,Dendrocitta formosae,Shanghai,121.969461111111,30.9282083333333,FALSE,FALSE
633,Ficedula elisae,Shanghai,121.483333333333,31.7214833333333,FALSE,FALSE
671,Oenanthe deserti,Shanghai,121.967933333333,30.8839083333333,FALSE,FALSE
911,Otocichla mupinensis,Shanghai,121.65,31.2,FALSE,FALSE
761,Phylloscopus claudiae,Shanghai,121.972161111111,30.9116583333333,FALSE,FALSE
777,Phylloscopus intermedius,Shanghai,121.972097222222,30.9102277777778,FALSE,FALSE
835,Pycnonotus xanthorrhous,Shanghai,121.961080555556,30.8794777777778,FALSE,FALSE
935,Turdus rubrocanus,Shanxi,111.916666666667,37.65,FALSE,FALSE
303,Anastomus oscitans,Sichuan,103.09,28.41,FALSE,FALSE
655,Heteroxenicus stellatus,Sichuan,101.991111111111,29.5722222222222,FALSE,FALSE
827,Pycnonotus jocosus,Sichuan,104.67,30.63,FALSE,FALSE
628,Eumyias thalassinus,Tianjin,117.467152777778,38.7111638888889,FALSE,FALSE
198,Larus fuscus,Xizang,91.0842416666667,29.9214222222222,FALSE,FALSE
875,Spodiopsar cineraceus,Xizang,91.5588166666667,29.8368555555556,FALSE,FALSE
107,Clangula hyemalis,Yunnan,100.129136111111,25.8842944444444,FALSE,FALSE
364,Falco cherrug,Yunnan,99.9166666666667,26.4666666666667,FALSE,FALSE
617,Enicurus maculatus,Zhejiang,119.673055555556,27.7102777777778,FALSE,FALSE
724,Melanochlora sultanea,Zhejiang,119.151813888889,27.89745,FALSE,FALSE
674,Niltava davidi,Zhejiang,119.151813888889,27.89745,FALSE,FALSE
1020,Psilopogon faber,Zhejiang,119.466666666667,26.2833333333333,FALSE,FALSE
164,Glareola lactea,Chongqing,106.68,29.74,FALSE,FALSE
1049,Bubo nipalensis,Chongqing,107.333333333333,28.8333333333333,FALSE,FALSE
20,Aviceda leuphotes,Gansu,105.633333333333,33.55,FALSE,FALSE
118,Mareca falcata,Gansu,101.65,37.9833333333333,FALSE,FALSE
453,Bombycilla japonica,Gansu,104.156477777778,35.93935,FALSE,FALSE
937,Turdus viscivorus,Gansu,101.333333333333,39.2666666666667,FALSE,FALSE
505,Emberiza melanocephala,Guangxi,109.068611111111,21.4575,FALSE,FALSE
140,Caprimulgus macrurus,Guizhou,106.803055555556,26.5416666666667,FALSE,FALSE
640,Ficedula mugimaki,Guizhou,106.678577777778,26.5376,FALSE,FALSE
168,Hydrophasianus chirurgus,Hainan,110.166666666667,20.0611111111111,FALSE,FALSE
624,Eumyias thalassinus,Hainan,109.678444444444,18.8645027777778,FALSE,FALSE
774,Phylloscopus intermedius,Hainan,110.335044444444,20.0713694444444,FALSE,FALSE
1060,Tyto alba,Hainan,107.11063,21.88059,FALSE,FALSE
81,Anser indicus,Henan,111.133333333333,34.7666666666667,FALSE,FALSE
254,Calidris pugnax,Henan,112.169813888889,32.953625,FALSE,FALSE
719,Cephalopyrus flammiceps,Hubei,110.45,31.5166666666667,FALSE,FALSE
492,Elachura formosa,Hubei,113.85,29.3166666666667,FALSE,FALSE
290,Stercorarius parasiticus,Hunan,110.770527777778,29.9308055555556,FALSE,FALSE
771,Phylloscopus affinis,Hunan,110.75,30.05,FALSE,FALSE
291,Stercorarius parasiticus,Inner Mongolia,123.081944444444,46.2208333333333,FALSE,FALSE
289,Stercorarius parasiticus,Jiangsu,120.640501640717,32.6722923316346,FALSE,FALSE
851,Abroscopus albogularis,Jiangsu,118.547222222222,32.0633333333333,FALSE,FALSE
625,Eumyias thalassinus,Jiangsu,120.396025,31.9918055555556,FALSE,FALSE
882,Sturnia sinensis,Jiangsu,119.776855555556,33.8610333333333,FALSE,FALSE
975,Pelecanus onocrotalus,Jiangsu,119.365277777778,34.7477777777778,FALSE,FALSE
683,Phoenicurus frontalis,Jiangxi,115.556944444444,29.0161111111111,FALSE,FALSE
96,Branta leucopsis,Jilin,122.297805555556,44.9976388888889,FALSE,FALSE
240,Calidris melanotos,Liaoning,121.606388888889,40.8622222222222,FALSE,FALSE
248,Calidris minuta,Liaoning,124.083333333333,39.8166666666667,FALSE,FALSE
255,Calidris pugnax,Liaoning,124.116666666667,39.8333333333333,FALSE,FALSE
267,Limnodromus scolopaceus,Liaoning,123.928611111111,39.8197222222222,FALSE,FALSE
191,Larus relictus,Ningxia,106.770277777778,37.7238888888889,FALSE,FALSE
511,Lonchura striata,Ningxia,106.372777777778,35.6583333333333,FALSE,FALSE
834,Remiz coronatus,Ningxia,106.38696666666701,35.4053833333333,FALSE,FALSE
917,Turdus boulboul,Ningxia,106.349122222222,35.2734305555556,FALSE,FALSE
218,Rissa tridactyla,Qinghai,101.783333333333,36.6,FALSE,FALSE
343,Megaceryle lugubris,Qinghai,102.658311111111,36.4078472222222,FALSE,FALSE
530,Carduelis carduelis,Qinghai,100.487452777778,36.5759027777778,FALSE,FALSE
627,Eumyias thalassinus,Qinghai,102.677716666667,35.8062083333333,FALSE,FALSE
654,Ficedula tricolor,Qinghai,102.681430555556,35.7969083333333,FALSE,FALSE
663,Monticola solitarius,Qinghai,102.659555555556,35.8289916666667,FALSE,FALSE
958,Zosterops erythropleurus,Qinghai,102.666666666667,35.8,FALSE,FALSE
984,Ixobrychus cinnamomeus,Qinghai,101.894991666667,36.5647555555555,FALSE,FALSE
134,Sibirionetta formosa,Shaanxi,109.536241666667,34.8118416666667,FALSE,FALSE
268,Limnodromus scolopaceus,Shaanxi,110.204358333333,34.9455527777778,FALSE,FALSE
923,Turdus cardis,Shaanxi,109.049166666667,34.3230555555556,FALSE,FALSE
206,Onychoprion aleuticus,Shandong,120.808333333333,36.2041666666667,FALSE,FALSE
210,Onychoprion anaethetus,Shandong,120.680833333333,36.0091666666667,FALSE,FALSE
976,Pelecanus onocrotalus,Shandong,118.448055555556,36.6763888888889,FALSE,FALSE
1014,Phoenicopterus roseus,Shanghai,121.861883,31.603876,FALSE,FALSE
394,Grus vipio,Shanxi,111.732611111111,38.02315,FALSE,FALSE
744,Passer hispaniolensis,Sichuan,102.981138888889,30.8959972222222,FALSE,FALSE
692,Saxicola ferreus,Tianjin,117.630555555556,39.0683333333333,FALSE,FALSE
1043,Calonectris leucomelas,Tianjin,117.417772222222,38.7875916666667,FALSE,FALSE
962,Ardea purpurea,Xinjiang,74.5727777777778,38.9425,FALSE,FALSE
61,Lophotriorchis kienerii,Xizang,95.35,29.45,FALSE,FALSE
231,Calidris alpina,Xizang,91.1627777777778,29.8961111111111,FALSE,FALSE
344,Megaceryle lugubris,Xizang,95.2,29.25,FALSE,FALSE
491,Dicrurus remifer,Xizang,95.3405555555556,29.3044444444444,FALSE,FALSE
493,Elachura formosa,Xizang,95.2833333333333,29.3166666666667,FALSE,FALSE
948,Erpornis zantholeuca,Xizang,95.3405555555556,29.3044444444444,FALSE,FALSE
723,Melanochlora sultanea,Xizang,95.2613888888889,29.2855555555556,FALSE,FALSE
949,Pteruthius rufiventer,Xizang,95.2613888888889,29.2855555555556,FALSE,FALSE
861,Sitta formosa,Xizang,95.36,29.33,FALSE,FALSE
1004,Plegadis falcinellus,Xizang,89.0688888888889,31.0052777777778,FALSE,FALSE
1027,Picus chlorolophus,Xizang,95.2833333333333,27.2666666666667,FALSE,FALSE
83,Asarcornis scutulata,Yunnan,97.5690833333333,24.7162222222222,FALSE,FALSE
895,Erythrogenys hypoleucos,Yunnan,97.5833333333333,24.45,FALSE,FALSE
569,Lanius sphenocercus,Yunnan,103.216666666667,24.6,FALSE,FALSE
93,Branta hutchinsii,Zhejiang,120.706669444444,30.1995722222222,FALSE,FALSE
153,Charadrius atrifrons,Zhejiang,121.268055555556,30.3852777777778,FALSE,FALSE
314,Chalcophaps indica,Zhejiang,120.14045,27.5185611111111,FALSE,FALSE
1038,Ardenna pacifica,Zhejiang,119.115969444444,28.0531444444444,FALSE,FALSE
762,Phylloscopus collybita,Anhui,117.236380555556,32.7977166666667,FALSE,FALSE
913,Turdus boulboul,Fujian,117.783823079207,27.8627283514116,FALSE,FALSE
413,Rallina fasciata,Gansu,108.53,36.08,FALSE,FALSE
438,Aegithalos concinnus,Gansu,107.67,35.73,FALSE,FALSE
623,Eumyias thalassinus,Gansu,105.380833333333,32.8730555555556,FALSE,FALSE
682,Phoenicurus erythronotus,Gansu,98.5308888888889,39.7467777777778,FALSE,FALSE
986,Ixobrychus minutus,Gansu,98.5466666666667,39.7340555555556,FALSE,FALSE
694,Tarsiger chrysaeus,Guizhou,106.5673,26.2910944444444,FALSE,FALSE
461,Pericrocotus divaricatus,Hainan,108.819183333333,18.7011194444444,FALSE,FALSE
838,Spizixos semitorques,Hebei,114.008055555556,37.1405555555556,FALSE,FALSE
4,Accipiter soloensis,Heilongjiang,125.250472222222,49.0878333333333,FALSE,FALSE
89,Branta bernicla,Henan,112.660555555556,34.8430555555556,FALSE,FALSE
668,Muscicapa muttui,Henan,111.842711111111,34.2597583333333,FALSE,FALSE
914,Turdus boulboul,Henan,111.923612725831,33.4952944929414,FALSE,FALSE
932,Turdus rubrocanus,Henan,114.248333333333,31.9361111111111,FALSE,FALSE
432,Aegithalos concinnus,Hubei,114.41255,30.4422333333333,FALSE,FALSE
651,Ficedula superciliaris,Hubei,110.453888888889,31.7172222222222,FALSE,FALSE
939,Zoothera dixoni,Hubei,109.711111111111,29.9852777777778,FALSE,FALSE
183,Gelochelidon nilotica,Hunan,113.240675,28.184213888888898,FALSE,FALSE
175,Anous stolidus,Jiangsu,120.620833333333,31.7591666666667,FALSE,FALSE
596,Hypothymis azurea,Jiangsu,120.848611111111,33.0666666666667,FALSE,FALSE
658,Larvivora brunnea,Jiangsu,120.848611111111,33.0666666666667,FALSE,FALSE
259,Calidris subminuta,Jilin,128.238055555556,42.5738888888889,FALSE,FALSE
806,Pitta nympha,Jilin,126.067022222222,44.0724111111111,FALSE,FALSE
829,Pycnonotus sinensis,Jilin,107.766666666667,33.9166666666667,FALSE,FALSE
15,Aquila fasciata,Shaanxi,110.007222222222,32.8530555555556,FALSE,FALSE
155,Charadrius mongolus,Shaanxi,107.533002777778,33.6059972222222,FALSE,FALSE
270,Limnodromus semipalmatus,Shaanxi,109.418736111111,34.8011583333333,FALSE,FALSE
334,Ceryle rudis,Shaanxi,109.008047222222,34.4150361111111,FALSE,FALSE
577,Garrulax monileger,Shaanxi,108.711583333333,32.6683055555556,FALSE,FALSE
705,Panurus biarmicus,Shaanxi,109.8925,39.0738888888889,FALSE,FALSE
202,Larus hyperboreus,Shanxi,111.498333333333,37.7994444444444,FALSE,FALSE
361,Eudynamys scolopaceus,Shanxi,111.916666666667,35.4166666666667,FALSE,FALSE
611,Erithacus rubecula,Shanxi,111.9025,35.3763888888889,FALSE,FALSE
437,Aegithalos caudatus,Tianjin,117.586388888889,39.2988888888889,FALSE,FALSE
898,Pomatorhinus superciliaris,Xizang,88.95,27.46,FALSE,FALSE
920,Turdus boulboul,Xizang,90.435,27.74,FALSE,FALSE
944,Zoothera monticola,Xizang,91.96,27.99,FALSE,FALSE
1078,Harpactes wardi,Xizang,89.0075,27.3102777777778,FALSE,FALSE
824,Pycnonotus goiavier,Yunnan,101.266388888889,21.9322222222222,FALSE,FALSE
690,Phoenicurus ochruros,Zhejiang,122.19341,29.42679,FALSE,FALSE
947,Tephrodornis virgatus,Zhejiang,119.870804,27.753049,FALSE,FALSE
386,Gavia stellata,Anhui,116.196372222222,30.922775,FALSE,FALSE
400,Amaurornis phoenicurus,Anhui,117.267338888889,31.6669861111111,FALSE,FALSE
496,Emberiza chrysophrys,Gansu,105.761180555556,33,FALSE,FALSE
819,Hypsipetes leucocephalus,Gansu,105.753294444444,32.9887972222222,FALSE,FALSE
1030,Podiceps auritus,Gansu,100.437777777778,38.9716666666667,FALSE,FALSE
26,Circaetus gallicus,Guangxi,109.05,21.4530555555556,FALSE,FALSE
264,Limnodromus scolopaceus,Guangxi,108.830116666667,21.6231138888889,FALSE,FALSE
220,Thalasseus bengalensis,Guangxi,108.515461111111,21.5888888888889,FALSE,FALSE
376,Gavia adamsii,Guangxi,106.281666666667,24.7966666666667,FALSE,FALSE
113,Dendrocygna javanica,Guizhou,106.650036111111,26.5079055555556,FALSE,FALSE
253,Calidris pugnax,Guizhou,106.803055555556,26.5416666666667,FALSE,FALSE
97,Branta ruficollis,Hebei,115.607816666667,37.6676666666667,FALSE,FALSE
378,Tragopan temminckii,Henan,110.383333333333,34.3833333333333,FALSE,FALSE
609,Cyornis glaucicomans,Henan,114.240277777778,31.0444444444444,FALSE,FALSE
