direction,count,proportion
East,210,0.3511705685618729
North,51,0.08528428093645485
Northeast,128,0.2140468227424749
Northwest,38,0.06354515050167224
South,24,0.04013377926421405
Southeast,69,0.11538461538461539
Southwest,56,0.09364548494983277
West,22,0.03678929765886288
