direction,count,proportion
East,234,0.3611111111111111
North,59,0.09104938271604938
Northeast,138,0.21296296296296297
Northwest,38,0.05864197530864197
South,23,0.035493827160493825
Southeast,72,0.1111111111111111
Southwest,61,0.0941358024691358
West,23,0.035493827160493825
