n_species_total_order,lower_count,upper_count,lower_prop,upper_prop
599,211,257,0.35225375626043404,0.4290484140233723
600,211,258,0.3516666666666667,0.43
601,211,258,0.35108153078202997,0.4292845257903494
602,212,259,0.3521594684385382,0.43023255813953487
603,212,259,0.351575456053068,0.4295190713101161
604,212,259,0.3509933774834437,0.4288079470198676
605,213,260,0.35206611570247937,0.4297520661157025
606,213,260,0.35148514851485146,0.429042904290429
607,213,261,0.35090609555189456,0.4299835255354201
608,214,261,0.3519736842105263,0.4292763157894737
609,214,261,0.35139573070607555,0.42857142857142855
610,215,262,0.3524590163934426,0.42950819672131146
611,215,262,0.3518821603927987,0.4288052373158756
612,215,263,0.35130718954248363,0.4297385620915033
613,216,263,0.3523654159869494,0.4290375203915171
614,216,263,0.3517915309446254,0.42833876221498374
615,216,264,0.35121951219512193,0.4292682926829268
616,217,264,0.3522727272727273,0.42857142857142855
617,217,265,0.35170178282009723,0.42949756888168555
618,218,265,0.35275080906148865,0.42880258899676377
619,218,265,0.35218093699515346,0.4281098546042003
620,218,266,0.35161290322580646,0.4290322580645161
621,219,266,0.3526570048309179,0.428341384863124
622,219,267,0.3520900321543408,0.4292604501607717
623,219,267,0.35152487961476725,0.42857142857142855
624,220,268,0.3525641025641026,0.42948717948717946
625,220,268,0.352,0.4288
626,221,268,0.35303514376996803,0.4281150159744409
627,221,269,0.3524720893141946,0.42902711323763953
628,221,269,0.3519108280254777,0.428343949044586
629,222,270,0.35294117647058826,0.4292527821939587
630,222,270,0.3523809523809524,0.42857142857142855
631,222,270,0.3518225039619651,0.42789223454833597
632,223,271,0.3528481012658228,0.4287974683544304
633,223,271,0.3522906793048973,0.42812006319115326
634,223,272,0.35173501577287064,0.42902208201892744
635,224,272,0.352755905511811,0.4283464566929134
636,224,272,0.3522012578616352,0.4276729559748428
637,225,273,0.3532182103610675,0.42857142857142855
638,225,273,0.35266457680250785,0.4278996865203762
639,225,274,0.352112676056338,0.4287949921752739
640,226,274,0.353125,0.428125
641,226,274,0.35257410296411856,0.42745709828393136
642,226,275,0.35202492211838005,0.42834890965732086
643,227,275,0.35303265940902023,0.4276827371695179
644,227,276,0.35248447204968947,0.42857142857142855
645,228,276,0.35348837209302325,0.42790697674418604
646,228,277,0.35294117647058826,0.42879256965944273
647,228,277,0.35239567233384855,0.4281298299845441
648,229,277,0.3533950617283951,0.42746913580246915
649,229,278,0.35285053929121724,0.4283513097072419
650,229,278,0.3523076923076923,0.4276923076923077
651,230,279,0.3533026113671275,0.42857142857142855
652,230,279,0.35276073619631904,0.4279141104294479
653,231,279,0.3537519142419602,0.42725880551301687
654,231,280,0.3532110091743119,0.42813455657492355
655,231,280,0.3526717557251908,0.42748091603053434
656,232,281,0.35365853658536583,0.42835365853658536
657,232,281,0.3531202435312024,0.4277016742770167
658,232,281,0.3525835866261398,0.4270516717325228
659,233,282,0.3535660091047041,0.4279210925644917
660,233,282,0.353030303030303,0.42727272727272725
661,234,283,0.3540090771558245,0.4281391830559758
662,234,283,0.35347432024169184,0.42749244712990936
663,234,283,0.35294117647058826,0.42684766214177977
664,235,284,0.3539156626506024,0.42771084337349397
665,235,284,0.3533834586466165,0.4270676691729323
666,235,285,0.35285285285285284,0.42792792792792794
667,236,285,0.3538230884557721,0.4272863568215892
668,236,286,0.3532934131736527,0.4281437125748503
669,237,286,0.3542600896860987,0.42750373692077726
670,237,286,0.3537313432835821,0.42686567164179107
671,237,287,0.353204172876304,0.4277198211624441
672,238,287,0.3541666666666667,0.4270833333333333
673,238,288,0.3536404160475483,0.4279346210995542
674,238,288,0.35311572700296734,0.42729970326409494
675,239,288,0.3540740740740741,0.4266666666666667
676,239,289,0.35355029585798814,0.4275147928994083
677,239,289,0.35302806499261447,0.42688330871491875
678,240,290,0.35398230088495575,0.4277286135693215
679,240,290,0.35346097201767307,0.4270986745213549
680,241,290,0.35441176470588237,0.4264705882352941
681,241,291,0.35389133627019087,0.42731277533039647
682,241,291,0.3533724340175953,0.42668621700879766
683,242,292,0.35431918008784774,0.42752562225475843
684,242,292,0.3538011695906433,0.4269005847953216
685,242,292,0.3532846715328467,0.42627737226277373
686,243,293,0.35422740524781343,0.4271137026239067
687,243,293,0.3537117903930131,0.4264919941775837
688,244,294,0.3546511627906977,0.4273255813953488
689,244,294,0.35413642960812775,0.42670537010159654
690,244,295,0.3536231884057971,0.427536231884058
691,245,295,0.3545586107091172,0.426917510853835
692,245,295,0.3540462427745665,0.4263005780346821
693,245,296,0.35353535353535354,0.42712842712842713
694,246,296,0.35446685878962536,0.4265129682997118
695,246,297,0.3539568345323741,0.4273381294964029
696,247,297,0.35488505747126436,0.4267241379310345
697,247,297,0.35437589670014347,0.4261119081779053
698,247,298,0.3538681948424069,0.4269340974212034
699,248,298,0.3547925608011445,0.4263233190271817
700,248,299,0.35428571428571426,0.42714285714285716
701,248,299,0.3537803138373752,0.42653352353780316
702,249,299,0.3547008547008547,0.42592592592592593
703,249,300,0.3541963015647226,0.4267425320056899
704,250,300,0.35511363636363635,0.42613636363636365
705,250,301,0.3546099290780142,0.4269503546099291
706,250,301,0.35410764872521244,0.4263456090651558
707,251,301,0.355021216407355,0.42574257425742573
708,251,302,0.3545197740112994,0.4265536723163842
709,251,302,0.3540197461212976,0.42595204513399154
710,252,303,0.35492957746478876,0.4267605633802817
711,252,303,0.35443037974683544,0.42616033755274263
712,253,304,0.3553370786516854,0.42696629213483145
713,253,304,0.3548387096774194,0.426367461430575
714,253,304,0.3543417366946779,0.4257703081232493
715,254,305,0.35524475524475524,0.42657342657342656
716,254,305,0.3547486033519553,0.4259776536312849
717,254,306,0.3542538354253835,0.42677824267782427
718,255,306,0.3551532033426184,0.42618384401114207
719,255,306,0.35465924895688455,0.42559109874826145
720,255,307,0.3541666666666667,0.4263888888888889
721,256,307,0.3550624133148405,0.42579750346740636
722,256,308,0.3545706371191136,0.4265927977839335
723,257,308,0.355463347164592,0.4260027662517289
724,257,308,0.35497237569060774,0.425414364640884
725,257,309,0.3544827586206897,0.4262068965517241
726,258,309,0.35537190082644626,0.4256198347107438
727,258,310,0.35488308115543327,0.4264099037138927
728,258,310,0.3543956043956044,0.4258241758241758
729,259,310,0.355281207133059,0.4252400548696845
730,259,311,0.3547945205479452,0.426027397260274
731,260,311,0.35567715458276333,0.42544459644322846
732,260,312,0.3551912568306011,0.4262295081967213
733,260,312,0.35470668485675305,0.4256480218281037
734,261,312,0.3555858310626703,0.4250681198910082
735,261,313,0.3551020408163265,0.42585034013605444
736,261,313,0.3546195652173913,0.42527173913043476
737,262,314,0.35549525101763907,0.4260515603799186
738,262,314,0.35501355013550134,0.4254742547425474
739,263,315,0.35588633288227334,0.42625169147496617
740,263,315,0.3554054054054054,0.42567567567567566
741,263,315,0.3549257759784076,0.4251012145748988
742,264,316,0.3557951482479784,0.42587601078167114
743,264,316,0.3553162853297443,0.4253028263795424
744,264,317,0.3548387096774194,0.4260752688172043
745,265,317,0.35570469798657717,0.425503355704698
746,265,317,0.3552278820375335,0.4249329758713137
747,266,318,0.35609103078982596,0.42570281124497994
748,266,318,0.35561497326203206,0.42513368983957217
749,266,319,0.35514018691588783,0.4259012016021362
750,267,319,0.356,0.42533333333333334
751,267,319,0.355525965379494,0.4247669773635153
752,267,320,0.3550531914893617,0.425531914893617
753,268,320,0.3559096945551129,0.4249667994687915
754,268,321,0.35543766578249336,0.42572944297082227
755,269,321,0.3562913907284768,0.4251655629139073
756,269,321,0.3558201058201058,0.4246031746031746
757,269,322,0.35535006605019814,0.42536327608982827
758,270,322,0.3562005277044855,0.42480211081794195
759,270,323,0.3557312252964427,0.42555994729907776
760,270,323,0.35526315789473684,0.425
761,271,323,0.35611038107752957,0.4244415243101183
762,271,324,0.3556430446194226,0.4251968503937008
763,272,324,0.3564875491480996,0.42463958060288337
764,272,325,0.35602094240837695,0.42539267015706805
765,272,325,0.35555555555555557,0.42483660130718953
766,273,326,0.3563968668407311,0.4255874673629243
767,273,326,0.3559322033898305,0.42503259452411996
768,273,326,0.35546875,0.4244791666666667
769,274,327,0.3563068920676203,0.42522756827048114
770,274,327,0.35584415584415585,0.42467532467532465
771,274,328,0.3553826199740597,0.4254215304798962
772,275,328,0.35621761658031087,0.42487046632124353
773,275,328,0.35575679172056923,0.4243208279430789
774,276,329,0.35658914728682173,0.42506459948320413
775,276,329,0.3561290322580645,0.42451612903225805
776,276,330,0.3556701030927835,0.4252577319587629
777,277,330,0.3564993564993565,0.4247104247104247
778,277,330,0.3560411311053985,0.4241645244215938
779,277,331,0.355584082156611,0.4249037227214377
780,278,331,0.3564102564102564,0.42435897435897435
781,278,332,0.3559539052496799,0.42509603072983354
782,279,332,0.3567774936061381,0.42455242966751916
783,279,332,0.3563218390804598,0.4240102171136654
784,279,333,0.35586734693877553,0.4247448979591837
785,280,333,0.35668789808917195,0.42420382165605097
786,280,334,0.356234096692112,0.42493638676844786
787,280,334,0.35578144853875476,0.4243964421855146
788,281,334,0.3565989847715736,0.42385786802030456
789,281,335,0.3561470215462611,0.42458808618504434
790,282,335,0.3569620253164557,0.4240506329113924
791,282,336,0.35651074589127685,0.4247787610619469
792,282,336,0.3560606060606061,0.42424242424242425
793,283,337,0.35687263556116017,0.424968474148802
794,283,337,0.35642317380352645,0.4244332493702771
795,283,337,0.3559748427672956,0.4238993710691824
796,284,338,0.35678391959798994,0.42462311557788945
797,284,338,0.35633626097867,0.424090338770389
798,285,339,0.35714285714285715,0.424812030075188
799,285,339,0.3566958698372966,0.42428035043804757
800,285,339,0.35625,0.42375
801,286,340,0.3570536828963795,0.42446941323345816
802,286,340,0.3566084788029925,0.4239401496259352
803,286,341,0.3561643835616438,0.4246575342465753
804,287,341,0.35696517412935325,0.42412935323383083
805,287,341,0.3565217391304348,0.4236024844720497
806,288,342,0.3573200992555831,0.42431761786600497
807,288,342,0.35687732342007433,0.42379182156133827
808,288,343,0.3564356435643564,0.4245049504950495
809,289,343,0.3572311495673671,0.42398022249690975
810,289,343,0.3567901234567901,0.42345679012345677
811,289,344,0.3563501849568434,0.4241676942046856
812,290,344,0.35714285714285715,0.4236453201970443
813,290,345,0.35670356703567035,0.42435424354243545
814,291,345,0.3574938574938575,0.4238329238329238
815,291,345,0.3570552147239264,0.4233128834355828
816,291,346,0.35661764705882354,0.42401960784313725
817,292,346,0.3574051407588739,0.423500611995104
818,292,347,0.3569682151589242,0.4242053789731051
819,292,347,0.35653235653235654,0.4236874236874237
820,293,348,0.3573170731707317,0.424390243902439
821,293,348,0.3568818514007308,0.4238733252131547
822,294,348,0.35766423357664234,0.4233576642335766
823,294,349,0.3572296476306197,0.4240583232077764
824,294,349,0.3567961165048544,0.42354368932038833
825,295,350,0.3575757575757576,0.42424242424242425
826,295,350,0.35714285714285715,0.423728813559322
827,295,350,0.3567110036275695,0.42321644498186217
828,296,351,0.357487922705314,0.42391304347826086
829,296,351,0.35705669481302776,0.4234016887816647
830,297,352,0.3578313253012048,0.42409638554216866
831,297,352,0.3574007220216607,0.42358604091456076
832,297,352,0.35697115384615385,0.4230769230769231
833,298,353,0.3577430972388956,0.4237695078031212
834,298,353,0.35731414868105515,0.42326139088729015
835,298,354,0.3568862275449102,0.4239520958083832
836,299,354,0.3576555023923445,0.423444976076555
837,299,354,0.35722819593787336,0.4229390681003584
838,300,355,0.35799522673031026,0.4236276849642005
839,300,355,0.3575685339690107,0.4231227651966627
840,300,356,0.35714285714285715,0.4238095238095238
841,301,356,0.3579072532699168,0.4233055885850178
842,301,356,0.35748218527315917,0.42280285035629456
843,301,357,0.3570581257413998,0.4234875444839858
844,302,357,0.3578199052132701,0.42298578199052134
845,302,358,0.357396449704142,0.4236686390532544
846,303,358,0.35815602836879434,0.4231678486997636
847,303,359,0.3577331759149941,0.42384887839433294
848,303,359,0.357311320754717,0.4233490566037736
849,304,359,0.3580683156654888,0.42285041224970554
850,304,360,0.35764705882352943,0.4235294117647059
851,304,360,0.3572267920094007,0.42303172737955347
852,305,361,0.357981220657277,0.42370892018779344
853,305,361,0.35756154747948415,0.4232121922626026
854,305,361,0.35714285714285715,0.42271662763466045
855,306,362,0.35789473684210527,0.4233918128654971
856,306,362,0.3574766355140187,0.42289719626168226
857,307,363,0.35822637106184363,0.4235705950991832
858,307,363,0.3578088578088578,0.4230769230769231
859,307,363,0.3573923166472643,0.42258440046565776
