"focal_resid","response_resid","province","term","predictor"
-0.280195946642003,0.345312280254539,"Anhui","z_hist_report_density","Historical survey effort"
-0.711279938148577,-0.26276628156559,"Beijing","z_hist_report_density","Historical survey effort"
-0.410551082951876,-0.481993517106389,"Chongqing","z_hist_report_density","Historical survey effort"
-1.21948026202631,-0.795546461165321,"Fujian","z_hist_report_density","Historical survey effort"
0.63338368455047,0.163347066356673,"Gansu","z_hist_report_density","Historical survey effort"
-0.490265490995192,-1.10607259522161,"Guangdong","z_hist_report_density","Historical survey effort"
0.229372065347684,0.0398789074375226,"Guangxi","z_hist_report_density","Historical survey effort"
0.362674029447632,0.127243628044525,"Guizhou","z_hist_report_density","Historical survey effort"
0.0947827535982035,1.24261606099605,"Hainan","z_hist_report_density","Historical survey effort"
0.230094983527524,-0.805955240120535,"Hebei","z_hist_report_density","Historical survey effort"
0.163624193465367,-0.711094279575304,"Heilongjiang","z_hist_report_density","Historical survey effort"
-0.172361793230087,0.168122414224314,"Henan","z_hist_report_density","Historical survey effort"
-0.29328766190024,-0.0885452122217572,"Hubei","z_hist_report_density","Historical survey effort"
0.0331703994840199,0.438045301964011,"Hunan","z_hist_report_density","Historical survey effort"
-0.398107549677783,-0.0506038177666993,"Inner Mongolia","z_hist_report_density","Historical survey effort"
3.84615521117248,0.239492767341699,"Jiangsu","z_hist_report_density","Historical survey effort"
0.13236346668875,-0.0188418344621999,"Jiangxi","z_hist_report_density","Historical survey effort"
0.0102907938030074,-0.284129720068475,"Jilin","z_hist_report_density","Historical survey effort"
-0.178761476307428,0.10932948404279,"Liaoning","z_hist_report_density","Historical survey effort"
0.0460272598631075,0.492518662491396,"Ningxia","z_hist_report_density","Historical survey effort"
-0.266430716308024,-0.438021696688637,"Qinghai","z_hist_report_density","Historical survey effort"
-0.0640037618730609,0.418257432102514,"Shaanxi","z_hist_report_density","Historical survey effort"
-0.7899652574891,-0.164527121735011,"Shandong","z_hist_report_density","Historical survey effort"
0.389943840013603,0.0336885288111692,"Shanghai","z_hist_report_density","Historical survey effort"
-0.0288815192620145,-0.913764931999161,"Shanxi","z_hist_report_density","Historical survey effort"
0.374680715918536,-0.300666726410753,"Sichuan","z_hist_report_density","Historical survey effort"
-0.996595571868767,1.57367096630124,"Tianjin","z_hist_report_density","Historical survey effort"
-0.00832505500395592,0.584420000397572,"Xinjiang","z_hist_report_density","Historical survey effort"
0.50459418042198,0.275911785885106,"Yunnan","z_hist_report_density","Historical survey effort"
-0.742664493617945,0.170674149456323,"Zhejiang","z_hist_report_density","Historical survey effort"
-0.20002192810366,0.27315104114044,"Anhui","z_curr_report_density","Current survey effort"
0.114317724035888,-0.167262644952742,"Beijing","z_curr_report_density","Current survey effort"
-0.432172317599091,-0.650039636801253,"Chongqing","z_curr_report_density","Current survey effort"
-1.24756653635755,-1.27851334451634,"Fujian","z_curr_report_density","Current survey effort"
0.681559295467244,0.429241548986916,"Gansu","z_curr_report_density","Current survey effort"
-0.455318956357896,-1.27952459224675,"Guangdong","z_curr_report_density","Current survey effort"
0.334544322091167,0.175470000269797,"Guangxi","z_curr_report_density","Current survey effort"
0.420056120312651,0.292842984112915,"Guizhou","z_curr_report_density","Current survey effort"
0.189217870547764,1.32148248018305,"Hainan","z_curr_report_density","Current survey effort"
0.292936299768818,-0.689049282240709,"Hebei","z_curr_report_density","Current survey effort"
0.297908961460203,-0.587821592348184,"Heilongjiang","z_curr_report_density","Current survey effort"
-0.0347172702059985,0.163301946547897,"Henan","z_curr_report_density","Current survey effort"
-0.319584664769438,-0.213454574418767,"Hubei","z_curr_report_density","Current survey effort"
0.0541319850959062,0.460230617423458,"Hunan","z_curr_report_density","Current survey effort"
-0.443309340272438,-0.22441408547782,"Inner Mongolia","z_curr_report_density","Current survey effort"
6.19725926123402e-17,-1.28474842092389e-16,"Jiangsu","z_curr_report_density","Current survey effort"
