"term","estimate","std.error","statistic","p.value","conf.low","conf.high","predictor"
"z_hist_report_density",0.154051512829128,0.116648574597328,1.32064633760777,0.200193624622579,-0.0745796933816351,0.382682719039892,"Historical survey effort"
"z_curr_report_density",0.597345927591676,0.167259797214063,3.57136584846615,0.00170510653560885,0.269516725052114,0.925175130131239,"Current survey effort"
"z_gdp_per_capita",-0.0481591808694229,0.174381402288803,-0.276171542591817,0.784994076349309,-0.389946729355477,0.293628367616631,"Per capita GDP"
"z_area_km2",-0.705211901024324,0.153285570615114,-4.60064113141509,0.000139129213289508,-1.00565161942995,-0.404772182618702,"Area"
"z_habitat_heterogeneity",0.0742888176546657,0.10606660680487,0.700397796182301,0.491020356842764,-0.13360173168288,0.282179366992211,"Habitat heterogeneity"
