"term","estimate","std.error","statistic","p.value","conf.low","conf.high","predictor"
"z_hist_report_density",-0.0450832395796185,0.171937366661351,-0.262207340120632,0.793161594723715,-0.382080478235866,0.291913999076629,"Historical survey effort"
"z_curr_report_density",0.303217202665253,0.245262447000559,1.23629689898903,0.216348223376895,-0.177497193455843,0.783931598786348,"Current survey effort"
"z_gdp_per_capita",0.442489347130078,0.251617872691077,1.75857677516153,0.0786494206199515,-0.050681683344433,0.935660377604589,"Per capita GDP"
"z_habitat_heterogeneity",-0.133850453313047,0.155210905963531,-0.862377888216807,0.388479604320079,-0.438063829001568,0.170362922375473,"Habitat heterogeneity"
