"predictor","vif"
"z_hist_report_density",1.37687834904419
"z_curr_report_density",372.070501208247
"z_curr_user_density",383.08536993541
"z_gdp_per_capita",3.01337959319806
"z_area_km2",1.22481047357765
"z_habitat_heterogeneity",1.16046523530512
