"term","independent_r2","percent","iteration","predictor"
"z_gdp_per_capita",0.21639357600029,31.3432531113839,66,"Per capita GDP"
"z_area_km2",0.241472882561947,34.9758334677387,66,"Area"
"z_habitat_heterogeneity",0.0698537500101881,10.1178778400784,66,"Habitat heterogeneity"
"z_hist_report_density",0.0132678759925236,2.1290105345728,67,"Historical survey effort"
"z_curr_report_density",0.178819317329636,28.6939831661404,67,"Current survey effort"
"z_gdp_per_capita",0.080045590022251,12.8443998496442,67,"Per capita GDP"
"z_area_km2",0.325494239281277,52.2299624116995,67,"Area"
"z_habitat_heterogeneity",0.025567450913444,4.10264403794308,67,"Habitat heterogeneity"
"z_hist_report_density",0.00839315255289609,1.29121211973992,68,"Historical survey effort"
"z_curr_report_density",0.165581987257692,25.473320949466,68,"Current survey effort"
"z_gdp_per_capita",0.051853138524927,7.97714571348236,68,"Per capita GDP"
"z_area_km2",0.346025251699931,53.2329176570058,68,"Area"
"z_habitat_heterogeneity",0.0781676728778823,12.0254035603059,68,"Habitat heterogeneity"
"z_hist_report_density",0.0276221451904196,3.70589512389276,69,"Historical survey effort"
"z_curr_report_density",0.151621092460706,20.3420792757367,69,"Current survey effort"
"z_gdp_per_capita",0.141391855735227,18.969684834944,69,"Per capita GDP"
"z_area_km2",0.421826142255944,56.5938464568997,69,"Area"
"z_habitat_heterogeneity",0.00289566915334317,0.388494308526879,69,"Habitat heterogeneity"
"z_hist_report_density",0.00881280105880234,1.32401356707708,70,"Historical survey effort"
"z_curr_report_density",0.261014340389133,39.2141528636584,70,"Current survey effort"
"z_gdp_per_capita",0.157567157276437,23.6725023710136,70,"Per capita GDP"
"z_area_km2",0.226256775385355,33.9922617399957,70,"Area"
"z_habitat_heterogeneity",0.01196152065074,1.79706945825516,70,"Habitat heterogeneity"
"z_hist_report_density",0.0109163357601122,1.460902448351,71,"Historical survey effort"
"z_curr_report_density",0.208315102768125,27.8782230915289,71,"Current survey effort"
"z_gdp_per_capita",0.204927693539313,27.4248956614566,71,"Per capita GDP"
"z_area_km2",0.277411386995106,37.1251840697716,71,"Area"
"z_habitat_heterogeneity",0.0456618353244627,6.11079472889187,71,"Habitat heterogeneity"
"z_hist_report_density",0.0291400127136473,4.05557654900445,72,"Historical survey effort"
"z_curr_report_density",0.246186592744454,34.2631481332922,72,"Current survey effort"
"z_gdp_per_capita",0.185827242577805,25.8626039243886,72,"Per capita GDP"
"z_area_km2",0.249914855568077,34.7820310666867,72,"Area"
"z_habitat_heterogeneity",0.00744843844824921,1.03664032662811,72,"Habitat heterogeneity"
"z_hist_report_density",0.00503627356133678,0.723104073028805,73,"Historical survey effort"
"z_curr_report_density",0.369956384186159,53.1180375708213,73,"Current survey effort"
"z_gdp_per_capita",0.0738320250791709,10.6007422759105,73,"Per capita GDP"
"z_area_km2",0.21717575503272,31.1819187569275,73,"Area"
"z_habitat_heterogeneity",0.030479328910806,4.37619732331188,73,"Habitat heterogeneity"
"z_hist_report_density",0,0,74,"Historical survey effort"
"z_curr_report_density",0.369572377927544,47.2571271433373,74,"Current survey effort"
