"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners"
"Pandion haliaetus","Aves","ACCIPITRIFORMES","Pandionidae","Pandion","Pandion haliaetus","Accipitriformes","Pandionidae","Pandion",1,0,0,0,1483.2,44.9,"Marine",3,"3","Carnivore","Aquatic predator",31298390.01,49.18,25.45,"否","食肉","2-3","RSW",34,2.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.17119971680042,3.8264651170665,3.55534806148941,1.25276296849537,0,"Pandion_haliaetus",1.63727157624982,0.917931111654151,1.38421084243174,-0.889910430137798,-1.47201845540291
"Aix galericulata","Aves","ANSERIFORMES","Anatidae","Aix","Aix galericulata","Anseriformes","Anatidae","Aix",1,0,2,1,567.04,50.1,"Forest",3,"3","Herbivore","Herbivore aquatic",1904941.91,45.58,131.94,"否","杂食性","7-12","SWPV",32,9.5,"Non_endemic","Long_distance_migrant","Plant_seed","Forest_primary",2.75361369587094,3.93378449720966,3.49650756146648,2.35137525716348,0,"Aix_galericulata",1.0918031086372,1.13419349351615,1.32521950303364,2.14364223841262,-1.47201845540291
"Anas acuta","Aves","ANSERIFORMES","Anatidae","Anas","Anas acuta","Anseriformes","Anatidae","Anas",6,5,0,0,944.62,57.8,"Wetland",3,"3","Herbivore","Herbivore aquatic",28403500.77,59.6,26.95,"否","杂食性","6-11","SWP",34,8.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",2.97525713645314,4.07414185490458,3.55534806148941,2.2512917986065,1.79175946922805,"Anas_acuta",1.38132311608778,1.41703165794152,1.38421084243174,1.86728592425618,0.298690797068234
"Anas crecca","Aves","ANSERIFORMES","Anatidae","Anas","Anas crecca","Anseriformes","Anatidae","Anas",6,5,0,0,341.89,53.5,"Wetland",3,"2","Herbivore","Herbivore aquatic",31784516.68,58.18,22.29,"否","杂食性","8-11","SWP",34,9.5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.53388639822762,3.9982007016692,3.55534806148941,2.35137525716348,1.79175946922805,"Anas_crecca",0.804786047885536,1.26400044719353,1.38421084243174,2.14364223841262,0.298690797068234
"Anas luzonica","Aves","ANSERIFORMES","Anatidae","Anas","Anas luzonica","Anseriformes","Anatidae","Anas",6,5,0,0,832.04,44.3,"Wetland",3,"1","Omnivore","Herbivore aquatic",279937.11,11.81,122.91,"否","杂食性","10","V",2,10,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.92014420533123,3.81330703248899,1.09861228866811,2.39789527279837,1.79175946922805,"Anas_luzonica",1.30933228167767,0.891415875471477,-1.07882284575047,2.27209603328262,0.298690797068234
"Anas platyrhynchos","Aves","ANSERIFORMES","Anatidae","Anas","Anas platyrhynchos","Anseriformes","Anatidae","Anas",6,5,0,0,843.42,50.7,"Wetland",3,"2","Herbivore","Herbivore aquatic",39707247.47,51.63,11.04,"否","杂食性","7-11","RSWP",34,9,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.92604389521649,3.94545778151438,3.55534806148941,2.30258509299405,1.79175946922805,"Anas_platyrhynchos",1.31703870536002,1.1577166657943,1.38421084243174,2.00891997629899,0.298690797068234
"Anas poecilorhyncha","Aves","ANSERIFORMES","Anatidae","Anas","Anas poecilorhyncha","Anseriformes","Anatidae","Anas",6,5,0,0,999.96,46.6,"Wetland",3,"2","Herbivore","Herbivore aquatic",5228716.82,21.93,88.08,"否","杂食性","9-10","VR",5,9.5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.99998262787328,3.86283276123737,1.79175946922805,2.35137525716348,1.79175946922805,"Anas_poecilorhyncha",1.41362059550506,0.991216601568568,-0.383898761738348,2.14364223841262,0.298690797068234
"Anas zonorhyncha","Aves","ANSERIFORMES","Anatidae","Anas","Anas zonorhyncha","Anseriformes","Anatidae","Anas",6,5,0,0,1156,49.3,"Wetland",3,"2","Herbivore","Herbivore aquatic",8223090.75,41.57,115.32,"否","杂食性","9-10","RSWPV",34,9.5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",3.06295783408451,3.91800507710569,3.55534806148941,2.35137525716348,1.79175946922805,"Anas_zonorhyncha",1.49588146514137,1.10239592842089,1.38421084243174,2.14364223841262,0.298690797068234
"Anser albifrons","Aves","ANSERIFORMES","Anatidae","Anser","Anser albifrons","Anseriformes","Anatidae","Anser",8,7,1,1,2506.39,52.6,"Grassland",3,"3","Herbivore","Herbivore terrestrial",5891602.97,68.29,12.71,"否","杂食性","4-5","WP",21,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.39904864912808,3.98154906807676,3.09104245335832,1.70474809223843,2.07944154167984,"Anser_albifrons",1.93489745866634,1.23044525951177,0.918714973038544,0.358137395668069,0.582993079941005
"Anser anser","Aves","ANSERIFORMES","Anatidae","Anser","Anser anser","Anseriformes","Anatidae","Anser",8,7,1,1,3302.41,47.2,"Wetland",3,"3","Herbivore","Herbivore terrestrial",13285537.12,51.74,74.51,"否","杂食性","4-5","SWP",34,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.51883099069656,3.87535902105655,3.55534806148941,1.70474809223843,2.07944154167984,"Anser_anser",2.0913622037193,1.01645862943627,1.38421084243174,0.358137395668069,0.582993079941005
"Anser caerulescens","Aves","ANSERIFORMES","Anatidae","Anser","Anser caerulescens","Anseriformes","Anatidae","Anser",8,7,4,1,2636.15,52.5,"Grassland",3,"3","Herbivore","Herbivore terrestrial",582038.07,72.41,-90.29,"否","杂食性","4-5","W",9,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.42097011848603,3.97968165390196,2.30258509299405,1.70474809223843,2.07944154167984,"Anser_caerulescens",1.96353220623735,1.22668217928501,0.128236378736056,0.358137395668069,0.582993079941005
"Anser erythropus","Aves","ANSERIFORMES","Anatidae","Anser","Anser erythropus","Anseriformes","Anatidae","Anser",8,7,1,1,1755.5,53.1,"Grassland",3,"3","Herbivore","Herbivore terrestrial",2594919.27,68.29,95.41,"否","杂食性","4-5","WPV",23,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.24440083380137,3.99083418585244,3.17805383034795,1.70474809223843,2.07944154167984,"Anser_erythropus",1.73288996172442,1.24915596845696,1.0059494062859,0.358137395668069,0.582993079941005
"Anser fabalis","Aves","ANSERIFORMES","Anatidae","Anser","Anser fabalis","Anseriformes","Anatidae","Anser",8,7,1,1,2754.73,50.2,"Wetland",3,"3","Herbivore","Herbivore terrestrial",13919541.37,62.77,105.89,"否","杂食性","3-8","WP",23,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.44007903866642,3.93573953204546,3.17805383034795,1.87180217690159,2.07944154167984,"Anser_fabalis",1.98849308348445,1.13813314066701,1.0059494062859,0.819416929448424,0.582993079941005
"Anser indicus","Aves","ANSERIFORMES","Anatidae","Anser","Anser indicus","Anseriformes","Anatidae","Anser",8,7,2,1,2212.55,50.3,"Wetland",3,"3","Herbivore","Herbivore terrestrial",2371478,41.25,86.98,"否","杂食性","4-6","SWP",17,5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.34489309382353,3.93769075217672,2.89037175789616,1.79175946922805,2.07944154167984,"Anser_indicus",1.86415718891561,1.14206510069661,0.71752985226887,0.598398311719844,0.582993079941005
"Aythya baeri","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya baeri","Anseriformes","Anatidae","Aythya",8,7,0,0,681.23,48.8,"Wetland",3,"3","Omnivore","Herbivore aquatic",2258041.25,49.45,125.01,"否","杂食性","6-9/9-15","SWPV",32,6,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",2.8332937651678,3.90801498403061,3.49650756146648,1.94591014905531,2.07944154167984,"Aythya_baeri",1.19588457477891,1.08226460339312,1.32521950303364,1.02404820747675,0.582993079941005
"Aythya ferina","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya ferina","Anseriformes","Anatidae","Aythya",8,7,0,0,822.99,50.1,"Wetland",3,"1","Herbivore","Herbivore aquatic",16611109.18,53.5,67.94,"否","杂食性","8","SWP",33,8,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.91539455821202,3.93378449720966,3.52636052461616,2.19722457733622,2.07944154167984,"Aythya_ferina",1.3031280923467,1.13419349351615,1.35514899514393,1.71799234265571,0.582993079941005
"Aythya fuligula","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya fuligula","Anseriformes","Anatidae","Aythya",8,7,1,1,701.17,50.1,"Wetland",3,"2","Omnivore","Herbivore aquatic",20377977.97,57.84,83.37,"否","食肉","8-10","SWP",34,9,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.84582332625636,3.93378449720966,3.55534806148941,2.30258509299405,2.07944154167984,"Aythya_fuligula",1.21225121576853,1.13419349351615,1.38421084243174,2.00891997629899,0.582993079941005
"Aythya marila","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya marila","Anseriformes","Anatidae","Aythya",8,7,0,0,1005.37,48.9,"Wetland",3,"3","Omnivore","Aquatic predator",11929401.28,64.6,26.26,"否","杂食性","7-10","WP",24,8.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.00232592184208,3.91002100275747,3.2188758248682,2.2512917986065,2.07944154167984,"Aythya_marila",1.41668150488963,1.08630698965507,1.04687604920555,1.86728592425618,0.582993079941005
"Aythya nyroca","Aves","ANSERIFORMES","Anatidae","Aythya","Aythya nyroca","Anseriformes","Anatidae","Aythya",8,7,2,1,574,48.9,"Wetland",3,"3","Herbivore","Herbivore aquatic",6827514.86,46.16,49.61,"否","杂食性","7-11","SWP",29,9,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",2.75891189239797,3.91002100275747,3.40119738166216,2.30258509299405,2.07944154167984,"Aythya_nyroca",1.09872383633369,1.08630698965507,1.22966499274327,2.00891997629899,0.582993079941005
"Branta bernicla","Aves","ANSERIFORMES","Anatidae","Branta","Branta bernicla","Anseriformes","Anatidae","Branta",5,4,2,1,1277.91,52.3,"Grassland",3,"3","Herbivore","Herbivore terrestrial",3125724.3,74.79,-22.74,"否","杂食性","3-6","PWV",13,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.10650026862698,3.9759363311718,2.63905732961526,1.70474809223843,1.6094379124341,"Branta_bernicla",1.55275842906162,1.21913487130218,0.465571171962248,0.358137395668069,0.118511217674641
"Branta canadensis","Aves","ANSERIFORMES","Anatidae","Branta","Branta canadensis","Anseriformes","Anatidae","Branta",5,4,3,1,2811.68,49.4,"Grassland",3,"3","Herbivore","Herbivore terrestrial",12236810.45,53.3,-104.21,"否","杂食性","4-7","V",1,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.44896589168836,3.91999117507732,0.693147180559945,1.87180217690159,1.6094379124341,"Branta_canadensis",2.00010146560651,1.10639817179374,-1.48532737574557,0.819416929448424,0.118511217674641
"Branta hutchinsii","Aves","ANSERIFORMES","Anatidae","Branta","Branta hutchinsii","Anseriformes","Anatidae","Branta",5,4,3,1,2811.68,44.6,"Grassland",3,"3","Herbivore","Herbivore terrestrial",1274687.67,66.72,-124.78,"否","杂食性","4-5","V",3,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.44896589168836,3.81990771652034,1.38629436111989,1.70474809223843,1.6094379124341,"Branta_hutchinsii",2.00010146560651,0.904717104463244,-0.79040329173344,0.358137395668069,0.118511217674641
"Branta leucopsis","Aves","ANSERIFORMES","Anatidae","Branta","Branta leucopsis","Anseriformes","Anatidae","Branta",5,4,1,1,1683.97,50.6,"Grassland",3,"3","Herbivore","Herbivore terrestrial",178673.97,72.42,-0.02,"否","杂食性","4-7","V",2,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.22633435025715,3.94352167248752,1.09861228866811,1.87180217690159,1.6094379124341,"Branta_leucopsis",1.70929075916472,1.15381515658752,-1.07882284575047,0.819416929448424,0.118511217674641
"Branta ruficollis","Aves","ANSERIFORMES","Anatidae","Branta","Branta ruficollis","Anseriformes","Anatidae","Branta",5,4,4,1,1226.47,53.2,"Grassland",3,"3","Herbivore","Herbivore terrestrial",754114,71.96,90.31,"否","杂食性","3-8","VW",8,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.08865692963674,3.9926809084456,2.19722457733622,1.87180217690159,1.6094379124341,"Branta_ruficollis",1.52945070732697,1.25287735248009,0.0226057682567446,0.819416929448424,0.118511217674641
"Bucephala clangula","Aves","ANSERIFORMES","Anatidae","Bucephala","Bucephala clangula","Anseriformes","Anatidae","Bucephala",1,0,0,0,918.56,51.4,"Wetland",3,"3","Carnivore","Aquatic predator",22082935.41,58.51,35.56,"否","食肉，食虫","8-12","SWP",33,10,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.96310752952354,3.958906591327,3.52636052461616,2.39789527279837,0,"Bucephala_clangula",1.36545278724097,1.18481775079316,1.35514899514393,2.27209603328262,-1.47201845540291
"Clangula hyemalis","Aves","ANSERIFORMES","Anatidae","Clangula","Clangula hyemalis","Anseriformes","Anatidae","Clangula",1,0,7,1,871,50.9,"Wetland",3,"3","Carnivore","Aquatic predator",9492361.68,68.24,-27.99,"否","食肉，食虫","6-8","WP",19,7,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.94001815500766,3.94931879017184,2.99573227355399,2.07944154167984,0,"Clangula_hyemalis",1.33529247270918,1.16549709582975,0.823160462748181,1.39276291839853,-1.47201845540291
"Cygnus columbianus","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus columbianus","Anseriformes","Anatidae","Cygnus",3,2,1,1,6377.96,45.3,"Wetland",3,"3","Herbivore","Herbivore aquatic",5272186.12,67.98,51.4,"否","杂食性","2-5","WP",27,3.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.80468179119516,3.83514196109219,3.3322045101752,1.50407739677627,1.09861228866811,"Cygnus_columbianus",2.46475257192834,0.935416070601336,1.16049525597437,-0.195966294958842,-0.386313048046404
"Cygnus cygnus","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus cygnus","Anseriformes","Anatidae","Cygnus",3,2,0,0,9349.99,44.8,"Wetland",3,"3","Herbivore","Herbivore aquatic",17099815.6,58.93,97.43,"否","杂食性","4-5","SWPV",27,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.97081114638619,3.82428409112014,3.3322045101752,1.70474809223843,1.09861228866811,"Cygnus_cygnus",2.68175774034807,0.91353606329072,1.16049525597437,0.358137395668069,-0.386313048046404
"Cygnus olor","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus olor","Anseriformes","Anatidae","Cygnus",3,2,3,1,10682.04,42.1,"Wetland",3,"3","Herbivore","Herbivore aquatic",4915289.2,49.96,41.72,"否","杂食性","5-6","SPV",18,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",4.02865419989662,3.7635229971097,2.94443897916644,1.87180217690159,1.09861228866811,"Cygnus_olor",2.75731477573479,0.791094628223642,0.771735676472,0.819416929448424,-0.386313048046404
"Dendrocygna javanica","Aves","ANSERIFORMES","Anatidae","Dendrocygna","Dendrocygna javanica","Anseriformes","Anatidae","Dendrocygna",1,0,1,1,519.61,32.9,"Wetland",3,"2","Herbivore","Herbivore aquatic",7094720.18,20.14,92.69,"否","杂食性","10","RSPV",9,10,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.71567750056694,3.5234150143864,2.30258509299405,2.39789527279837,0,"Dendrocygna_javanica",1.04224925079142,0.307246098922119,0.128236378736056,2.27209603328262,-1.47201845540291
"Histrionicus histrionicus","Aves","ANSERIFORMES","Anatidae","Histrionicus","Histrionicus histrionicus","Anseriformes","Anatidae","Histrionicus",1,0,3,1,561.57,50,"Marine",3,"2","Carnivore","Aquatic predator",7912681.94,59.49,20.66,"否","食肉，食虫","4-8","P",9,6,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.74940389901053,3.93182563272433,2.30258509299405,1.94591014905531,0,"Histrionicus_histrionicus",1.08630409447648,1.13024612912792,0.128236378736056,1.02404820747675,-1.47201845540291
"Mareca americana","Aves","ANSERIFORMES","Anatidae","Mareca","Mareca americana","Anseriformes","Anatidae","Mareca",4,3,0,0,754.61,53.7,"Wetland",3,"3","Herbivore","Omnivore",8979266.49,55.41,-116.72,"否","杂食性","7-9","V",1,8,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",2.8777225561208,4.00186370942794,0.693147180559945,2.19722457733622,1.38629436111989,"Mareca_americana",1.25391933481487,1.27138187990053,-1.48532737574557,1.71799234265571,-0.102010765173633
"Mareca falcata","Aves","ANSERIFORMES","Anatidae","Mareca","Mareca falcata","Anseriformes","Anatidae","Mareca",4,3,3,1,645.83,54.5,"Wetland",3,"3","Herbivore","Herbivore aquatic",5490157.81,54.68,122.38,"否","杂食性","8","SWP",32,8,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",2.81011821493299,4.01638302075239,3.49650756146648,2.19722457733622,1.38629436111989,"Mareca_falcata",1.16561169388956,1.30064016340751,1.32521950303364,1.71799234265571,-0.102010765173633
"Mareca penelope","Aves","ANSERIFORMES","Anatidae","Mareca","Mareca penelope","Anseriformes","Anatidae","Mareca",4,3,0,0,770.03,57.2,"Wetland",3,"3","Herbivore","Omnivore",16342850.08,61.69,93.37,"否","杂食性","8-9","SWP",34,8.5,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",2.8865076454071,4.06388535473739,3.55534806148941,2.2512917986065,1.38629436111989,"Mareca_penelope",1.26539478885467,1.39636348828972,1.38421084243174,1.86728592425618,-0.102010765173633
"Mareca strepera","Aves","ANSERIFORMES","Anatidae","Mareca","Mareca strepera","Anseriformes","Anatidae","Mareca",4,3,0,0,915.58,54.8,"Wetland",3,"2","Herbivore","Herbivore aquatic",18552362.65,49.62,29.99,"否","杂食性","8-12","SWP",34,10,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.96169629734402,4.02177386938726,3.55534806148941,2.39789527279837,1.38629436111989,"Mareca_strepera",1.36360937626496,1.31150341815685,1.38421084243174,2.27209603328262,-0.102010765173633
"Marmaronetta angustirostris","Aves","ANSERIFORMES","Anatidae","Marmaronetta","Marmaronetta angustirostris","Anseriformes","Anatidae","Marmaronetta",1,0,0,0,477,47.7,"Wetland",3,"2","Herbivore","Herbivore aquatic",1461550.24,37.8,47.74,"否","杂食性","7-13","S",1,10,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.67851837904011,3.88567903008854,0.693147180559945,2.39789527279837,0,"Marmaronetta_angustirostris",0.993710439477875,1.03725477763539,-1.48532737574557,2.27209603328262,-1.47201845540291
"Melanitta americana","Aves","ANSERIFORMES","Anatidae","Melanitta","Melanitta americana","Anseriformes","Anatidae","Melanitta",3,2,0,0,1117,47.9,"Wetland",3,"3","Carnivore","Aquatic predator",3674284.73,62.61,22.94,"否","杂食性","4-6","V",8,5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.04805317311561,3.88977739648083,2.19722457733622,1.79175946922805,1.09861228866811,"Melanitta_americana",1.47641236854447,1.04551351409619,0.0226057682567446,0.598398311719844,-0.386313048046404
"Melanitta fusca","Aves","ANSERIFORMES","Anatidae","Melanitta","Melanitta fusca","Anseriformes","Anatidae","Melanitta",3,2,2,1,1800.17,49.9,"Wetland",3,"3","Carnivore","Aquatic predator",5118144.61,62.27,68.59,"否","杂食性","6-10","WPV",21,8,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.2553135198676,3.92986292355648,3.09104245335832,2.19722457733622,1.09861228866811,"Melanitta_fusca",1.74714457238603,1.12629101720895,0.918714973038544,1.71799234265571,-0.386313048046404
