"term","estimate","std.error","statistic","p.value","conf.low","conf.high","predictor","significant"
"z_hist_report_density",0.0622680974095921,0.139267390933794,0.447111825618916,0.65880337939038,-0.210695988820645,0.335232183639829,"Historical survey effort",FALSE
"z_curr_report_density",0.447993419836136,0.196822207907061,2.27613247813823,0.0320493810240451,0.0622218923382965,0.833764947333975,"Current survey effort",TRUE
"z_gdp_per_capita",0.148626124639252,0.203748413405246,0.729459052736974,0.472780686672055,-0.25072076563503,0.547973014913534,"Per capita GDP",FALSE
"z_area_km2",-0.578269251480314,0.123645255856262,-4.67684139982331,9.44471496976744e-05,-0.820613952958589,-0.33592455000204,"Area",TRUE
"z_habitat_heterogeneity",-0.0304417553690589,0.125595387391691,-0.242379565056166,0.810545369337452,-0.276608714656774,0.215725203918656,"Habitat heterogeneity",FALSE
