algorithm,mean_auc,mean_tss,mean_threshold,available,species
MaxEnt,NA,NA,NA,TRUE,Pseudopodoces humilis
RF,0.5867670454545455,0.1842164502164502,0.0088,TRUE,Pseudopodoces humilis
GAM,0.8567172619047619,0.5322142857142858,0.030633187032381916,TRUE,Crossoptilon mantchuricum
GBM,0.8128601190476191,0.5704999999999999,0.007940350634666228,TRUE,Crossoptilon mantchuricum
GLM,0.8158571428571428,0.4649285714285714,0.038031751280796076,TRUE,Crossoptilon mantchuricum
MaxEnt,NA,NA,NA,TRUE,Crossoptilon mantchuricum
RF,0.8312321428571429,0.5202619047619048,0.023200000000000023,TRUE,Crossoptilon mantchuricum
GAM,0.8172516339869281,0.6288562091503268,0.06167464453627828,TRUE,Parayuhina diademata
GBM,0.7535607843137255,0.546124183006536,0.01354956452052869,TRUE,Parayuhina diademata
GLM,0.7769,0.5110784313725489,0.05269825452570211,TRUE,Parayuhina diademata
MaxEnt,NA,NA,NA,TRUE,Parayuhina diademata
RF,0.7406098039215686,0.5095228758169935,0.05420000000000003,TRUE,Parayuhina diademata
GAM,0.6807869281045752,0.09722222222222221,0.03736411086629725,TRUE,Aythya nyroca
GBM,0.6867205882352941,0.09890196078431372,0.030909727357557867,TRUE,Aythya nyroca
GLM,0.6614303921568627,0.09066666666666665,0.04242154513990322,TRUE,Aythya nyroca
MaxEnt,NA,NA,NA,TRUE,Aythya nyroca
RF,0.6537248366013072,0.08422222222222224,0.0036,TRUE,Aythya nyroca
GAM,0.6756,0.35409523809523813,0.03939349745710755,TRUE,Otus semitorques
GBM,0.5564791666666666,0.2521904761904762,0.006681215424397686,TRUE,Otus semitorques
GLM,0.7059559523809524,0.3765238095238096,0.030962743831357897,TRUE,Otus semitorques
MaxEnt,NA,NA,NA,TRUE,Otus semitorques
RF,0.6064517857142857,0.2043809523809524,0.0208,TRUE,Otus semitorques
GAM,0.6920747474747475,0.37912121212121214,0.03491046224304723,TRUE,Spizixos semitorques
GBM,0.6639909090909091,0.24050505050505047,0.007967096337629447,TRUE,Spizixos semitorques
GLM,0.7025929292929293,0.4037575757575757,0.04321006038943107,TRUE,Spizixos semitorques
MaxEnt,NA,NA,NA,TRUE,Spizixos semitorques
RF,0.6234287878787879,0.29339393939393943,0.030000000000000013,TRUE,Spizixos semitorques
GAM,0.6380916666666667,0.11749999999999997,0.046291284778769606,TRUE,Haliaeetus leucoryphus
GBM,0.6926708333333333,0.048833333333333305,0.02052212687514635,TRUE,Haliaeetus leucoryphus
GLM,0.7357,-0.011000000000000032,0.059671741651152015,TRUE,Haliaeetus leucoryphus
MaxEnt,NA,NA,NA,TRUE,Haliaeetus leucoryphus
RF,0.6813833333333333,0.02949999999999999,0.0254,TRUE,Haliaeetus leucoryphus
GAM,0.6992428571428572,0.12642857142857145,0.046005387991794135,TRUE,Cygnus columbianus
GBM,0.7176535714285714,0.17828571428571424,0.045979702203106744,TRUE,Cygnus columbianus
GLM,0.6662285714285714,0.19942857142857137,0.018595469570279428,TRUE,Cygnus columbianus
MaxEnt,NA,NA,NA,TRUE,Cygnus columbianus
RF,0.6229750000000001,0.14142857142857138,0.004160000000000002,TRUE,Cygnus columbianus
GAM,0.8460421245421246,-0.003333333333333366,0.04080904393409832,TRUE,Ficedula albicilla
GBM,0.8013937728937729,-0.044769230769230804,0.08360779264622085,TRUE,Ficedula albicilla
GLM,0.8305329670329671,-0.003333333333333366,0.0380809021830804,TRUE,Ficedula albicilla
MaxEnt,NA,NA,NA,TRUE,Ficedula albicilla
RF,0.7784020146520146,0,0,TRUE,Ficedula albicilla
GAM,0.7618945887445887,0.3133333333333333,0.053959657681261895,TRUE,Carpodacus vinaceus
GBM,0.7133813852813853,0.26609523809523805,0.008436365025949364,TRUE,Carpodacus vinaceus
GLM,0.6608794372294372,0.29173160173160173,0.014773371780132624,TRUE,Carpodacus vinaceus
MaxEnt,NA,NA,NA,TRUE,Carpodacus vinaceus
RF,0.6285483766233766,0.3701861471861472,0.011600000000000011,TRUE,Carpodacus vinaceus
GAM,0.7503166666666666,0.126,0.03317138974641693,TRUE,Grus japonensis
GBM,0.7527166666666667,0.041000000000000036,0.00224262232092614,TRUE,Grus japonensis
GLM,0.7390833333333333,0.050999999999999976,0.049305586590300876,TRUE,Grus japonensis
MaxEnt,NA,NA,NA,TRUE,Grus japonensis
RF,0.6667083333333333,0.0793333333333333,0.027959999999999978,TRUE,Grus japonensis
GAM,0.63215,0.425,0.0021776045996300944,TRUE,Gypaetus barbatus
GBM,0.58905,0.362,4.434657022423026e-4,TRUE,Gypaetus barbatus
GLM,0.66315,0.456,0.023275351106166377,TRUE,Gypaetus barbatus
MaxEnt,NA,NA,NA,TRUE,Gypaetus barbatus
RF,0.5903,0.344,0.0156,TRUE,Gypaetus barbatus
GAM,0.6171542207792208,0.11839393939393938,0.04456108298706219,TRUE,Aquila heliaca
GBM,0.6118606601731602,0.0754285714285714,8.448002710053067e-4,TRUE,Aquila heliaca
GLM,0.6116866883116883,0.15772727272727274,0.035482351660079584,TRUE,Aquila heliaca
MaxEnt,NA,NA,NA,TRUE,Aquila heliaca
RF,0.6123547077922078,0.14136796536796536,0.022440000000000113,TRUE,Aquila heliaca
GAM,0.7520686274509804,0.07319607843137255,0.014538480350680926,TRUE,Clanga clanga
GBM,0.7982166666666667,0.04299999999999995,0.008802911007284163,TRUE,Clanga clanga
GLM,0.7076607843137255,0.09652941176470589,0.03098926130130083,TRUE,Clanga clanga
MaxEnt,NA,NA,NA,TRUE,Clanga clanga
RF,0.7247519607843137,0.03300000000000001,8e-4,TRUE,Clanga clanga
GAM,0.7095333333333333,0.4109999999999999,0.011073051016240877,TRUE,Garrulax canorus
GBM,0.6765833333333333,0.38433333333333336,0.006978278691053997,TRUE,Garrulax canorus
GLM,0.6747166666666666,0.39,0.02833438261256192,TRUE,Garrulax canorus
MaxEnt,NA,NA,NA,TRUE,Garrulax canorus
RF,0.6426916666666667,0.38866666666666666,0.022080000000000006,TRUE,Garrulax canorus
GAM,0.8578,-0.03300000000000003,0.05408432572845503,TRUE,Sibirionetta formosa
GBM,0.6845111111111111,0.09811111111111108,0.012971962182233369,TRUE,Sibirionetta formosa
GLM,0.8438222222222223,0.06999999999999995,0.054240839820736825,TRUE,Sibirionetta formosa
MaxEnt,NA,NA,NA,TRUE,Sibirionetta formosa
RF,0.6993333333333334,0.023333333333333338,0.0313,TRUE,Sibirionetta formosa
GAM,0.6139696969696969,0.363,0.03246972825693067,TRUE,Leucogeranus leucogeranus
GBM,0.6746306818181819,0.15115151515151515,0.001392158524594588,TRUE,Leucogeranus leucogeranus
GLM,0.6155795454545454,0.3316363636363636,0.028146385672551164,TRUE,Leucogeranus leucogeranus
MaxEnt,NA,NA,NA,TRUE,Leucogeranus leucogeranus
RF,0.6496439393939394,0.09533333333333331,0.0032,TRUE,Leucogeranus leucogeranus
GAM,0.6115555555555555,0.28900000000000003,0.009390980336513649,TRUE,Grus monacha
GBM,0.6834138888888889,0.20499999999999993,7.960262613571937e-4,TRUE,Grus monacha
GLM,0.6940305555555555,0.25299999999999995,0.00981223256989142,TRUE,Grus monacha
MaxEnt,NA,NA,NA,TRUE,Grus monacha
RF,0.7084416666666666,0.01499999999999999,0.0016,TRUE,Grus monacha
GAM,0.6048246753246753,0.2417619047619047,0.009283249502178665,TRUE,Sitta villosa
GBM,0.6341796536796537,0.11966666666666666,0.023644716163061782,TRUE,Sitta villosa
GLM,0.5980584415584416,0.22842857142857143,0.011866917992842554,TRUE,Sitta villosa
MaxEnt,NA,NA,NA,TRUE,Sitta villosa
RF,0.556340909090909,0.1799393939393939,0.0082,TRUE,Sitta villosa
GAM,0.7799772727272727,0.5883333333333334,0.008301024170169665,TRUE,Emberiza siemsseni
GBM,0.7565757575757576,0.5090909090909091,9.697352950908648e-4,TRUE,Emberiza siemsseni
GLM,0.8570378787878787,0.6827878787878787,0.026430589957121945,TRUE,Emberiza siemsseni
MaxEnt,NA,NA,NA,TRUE,Emberiza siemsseni
RF,0.68975,0.4926060606060606,0.035600000000000034,TRUE,Emberiza siemsseni
GAM,0.6904428571428571,0.4332857142857143,0.016716759054543923,TRUE,Glaucidium cuculoides
GBM,0.7081047619047619,0.42999999999999994,0.0012051924399180496,TRUE,Glaucidium cuculoides
GLM,0.6889190476190477,0.16642857142857143,0.011832430638941318,TRUE,Glaucidium cuculoides
MaxEnt,NA,NA,NA,TRUE,Glaucidium cuculoides
RF,0.6270821428571428,0.32533333333333336,0.011600000000000011,TRUE,Glaucidium cuculoides
GAM,0.6176666666666667,0.28900000000000003,0.004430485769072479,TRUE,Emberiza yessoensis
GBM,0.576875,0.23266666666666663,0.001761856478911811,TRUE,Emberiza yessoensis
GLM,0.61875,0.3643333333333333,0.015001373795411199,TRUE,Emberiza yessoensis
MaxEnt,NA,NA,NA,TRUE,Emberiza yessoensis
RF,0.5697291666666666,0.13033333333333333,0.01060000000000008,TRUE,Emberiza yessoensis
GAM,0.70495,0.14299999999999996,0.025544704909700927,TRUE,Bombycilla japonica
GBM,0.7663571428571428,0.178,0.02039517562867046,TRUE,Bombycilla japonica
GLM,0.6926452380952381,0.13099999999999995,0.03711746050365803,TRUE,Bombycilla japonica
MaxEnt,NA,NA,NA,TRUE,Bombycilla japonica
RF,0.5803904761904761,0.13399999999999998,0.0036200000000000047,TRUE,Bombycilla japonica
GAM,0.834302380952381,0.6444285714285715,0.011278725038246836,TRUE,Syrrhaptes paradoxus
GBM,0.661347619047619,0.4256190476190476,6.821884819102345e-4,TRUE,Syrrhaptes paradoxus
GLM,0.7144095238095238,0.45376190476190476,0.018802538479309745,TRUE,Syrrhaptes paradoxus
MaxEnt,NA,NA,NA,TRUE,Syrrhaptes paradoxus
RF,0.7297738095238095,0.4505238095238095,0.016320000000000015,TRUE,Syrrhaptes paradoxus
GAM,0.6890555555555555,0.40455555555555556,0.013789938709215514,TRUE,Otocichla mupinensis
GBM,0.6609722222222222,0.2393333333333333,0.0021280065864275935,TRUE,Otocichla mupinensis
GLM,0.7285833333333332,0.3035555555555555,0.008946830205709709,TRUE,Otocichla mupinensis
MaxEnt,NA,NA,NA,TRUE,Otocichla mupinensis
RF,0.560875,0.01499999999999999,0.0016,TRUE,Otocichla mupinensis
GAM,0.8396388888888889,0.7196666666666667,0.005170201694903525,TRUE,Phylloscopus omeiensis
GBM,0.8832777777777778,0.655,9.014351783785395e-4,TRUE,Phylloscopus omeiensis
GLM,0.7670277777777778,0.6497777777777777,0.0203132435796999,TRUE,Phylloscopus omeiensis
MaxEnt,NA,NA,NA,TRUE,Phylloscopus omeiensis
RF,0.713125,0.5278888888888889,0.012380000000000042,TRUE,Phylloscopus omeiensis
GAM,0.6249047619047619,0.15642857142857142,0.00853426705909597,TRUE,Grus vipio
GBM,0.696872619047619,0.18785714285714286,4.8192670832022857e-4,TRUE,Grus vipio
GLM,0.5757380952380953,0.24742857142857147,0.01129246802567539,TRUE,Grus vipio
MaxEnt,NA,NA,NA,TRUE,Grus vipio
RF,0.6214047619047619,0.1362857142857143,0.0032,TRUE,Grus vipio
GAM,0.8365833333333333,0.671,0.0423463811845388,TRUE,Aegithalos fuliginosus
GBM,0.7133999999999999,0.537,0.00280421807228291,TRUE,Aegithalos fuliginosus
GLM,0.8240833333333334,0.6200000000000001,0.028404818445814106,TRUE,Aegithalos fuliginosus
MaxEnt,NA,NA,NA,TRUE,Aegithalos fuliginosus
RF,0.8214333333333333,0.643,0.013840000000000009,TRUE,Aegithalos fuliginosus
GAM,0.8441666666666666,-0.016444444444444484,0.041154968815926986,TRUE,Cygnus olor
GBM,0.6893611111111111,0.2773333333333333,0.0011790790419945597,TRUE,Cygnus olor
GLM,0.9395555555555556,-0.05500000000000005,0.06364783788051985,TRUE,Cygnus olor
MaxEnt,NA,NA,NA,TRUE,Cygnus olor
RF,0.5413888888888889,0.32033333333333336,0.0152,TRUE,Cygnus olor
GAM,0.7863721550325096,0.6425834299252552,0.020767026032997293,TRUE,Gyps himalayensis
GBM,0.7301454019865781,0.5759368402719721,0.0025074381041356093,TRUE,Gyps himalayensis
GLM,0.7064438692344046,0.5113889326655221,0.018079758908611545,TRUE,Gyps himalayensis
MaxEnt,NA,NA,NA,TRUE,Gyps himalayensis
RF,0.7264195617805514,0.51994893946767,0.028820000000000016,TRUE,Gyps himalayensis
GAM,0.6578933740388965,0.22366289763304686,0.01791571723390866,TRUE,Platalea minor
GBM,0.6459736356098297,0.35225086687773255,0.005593166635097728,TRUE,Platalea minor
GLM,0.6303664631388513,0.2761569425599276,0.014126480752576115,TRUE,Platalea minor
MaxEnt,NA,NA,NA,TRUE,Platalea minor
RF,0.6389222259912558,0.3886589778380823,0.037240000000000044,TRUE,Platalea minor
GAM,0.7151347150090394,0.5776731950326961,0.02129910757009601,TRUE,Ciconia nigra
GBM,0.6497210273491161,0.41545154828240644,0.0010218228706214845,TRUE,Ciconia nigra
GLM,0.6516063228688428,0.38565999969081133,0.01635170645289073,TRUE,Ciconia nigra
MaxEnt,NA,NA,NA,TRUE,Ciconia nigra
RF,0.662363499077726,0.47083048331083766,0.012200000000000011,TRUE,Ciconia nigra
GAM,0.6043626090652267,0.3945523388084702,0.016493224167886577,TRUE,Circus macrourus
GBM,0.5365825395634891,0.2665338883472087,6.561583594167358e-4,TRUE,Circus macrourus
GLM,0.6225223130578265,0.4310747768694217,0.02017751084290786,TRUE,Circus macrourus
MaxEnt,NA,NA,NA,TRUE,Circus macrourus
RF,0.5329626740668516,0.2696169904247606,0.02711999999999998,TRUE,Circus macrourus
GAM,0.5548245652524562,0.30407985976933677,0.020833976627038297,TRUE,Larus relictus
GBM,0.5252153724528392,0.31583431083239,0.006070558919058849,TRUE,Larus relictus
GLM,0.5417321732218432,0.2931529146413939,0.010727693795622276,TRUE,Larus relictus
MaxEnt,NA,NA,NA,TRUE,Larus relictus
RF,0.6181930845066812,0.3472691766532741,0.010000000000000028,TRUE,Larus relictus
GAM,0.7027341734173418,0.549147514751475,0.017338244192222574,TRUE,Anser erythropus
GBM,0.7051399139913992,0.5283516351635164,5.065133435716085e-4,TRUE,Anser erythropus
GLM,0.703984498449845,0.5693475347534753,0.01675761489648589,TRUE,Anser erythropus
MaxEnt,NA,NA,NA,TRUE,Anser erythropus
RF,0.7438858135813581,0.5718828882888288,0.021839999999999984,TRUE,Anser erythropus
GAM,0.6881861452476906,0.3852041395094283,0.012456158679306396,TRUE,Limnodromus semipalmatus
GBM,0.7752884720632868,0.44370136159344575,8.5050682453153e-4,TRUE,Limnodromus semipalmatus
GLM,0.6723846625868617,0.30261644857953135,0.0184209327924268,TRUE,Limnodromus semipalmatus
MaxEnt,NA,NA,NA,TRUE,Limnodromus semipalmatus
RF,0.6589346401976881,0.45069849246231153,0.017400000000000023,TRUE,Limnodromus semipalmatus
GAM,0.8103436646829876,0.5625320650465501,0.007792929399265172,TRUE,Dicrurus remifer
GBM,0.6794517319309886,0.41722509163617416,8.681435264168728e-5,TRUE,Dicrurus remifer
GLM,0.8037700085109996,0.5582391325328819,0.00863920825070483,TRUE,Dicrurus remifer
MaxEnt,NA,NA,NA,TRUE,Dicrurus remifer
RF,0.6224643437310552,0.3664070139190028,0.018924999999999984,TRUE,Dicrurus remifer
GAM,0.6502460952612924,0.4401170177769295,0.01255955053183164,TRUE,Tetrax tetrax
GBM,0.6860536983721622,0.47723861413367014,0.0012441697232989074,TRUE,Tetrax tetrax
GLM,0.6301379192895663,0.4305250576808974,0.015406036974669853,TRUE,Tetrax tetrax
MaxEnt,NA,NA,NA,TRUE,Tetrax tetrax
RF,0.5619861907438775,0.3276456911422786,0.0048000000000000004,TRUE,Tetrax tetrax
GAM,0.6247253225322532,0.35837583758375835,0.015127890948260399,TRUE,Egretta eulophotes
GBM,0.657015201520152,0.45614551455145513,0.0012136265307661775,TRUE,Egretta eulophotes
GLM,0.6488572357235723,0.33081018101810183,0.014986498723528191,TRUE,Egretta eulophotes
MaxEnt,NA,NA,NA,TRUE,Egretta eulophotes
RF,0.6282909290929093,0.39093719371937186,0.02475999999999999,TRUE,Egretta eulophotes
GAM,0.604432553840215,0.32068284461708435,0.009040775128410594,TRUE,Tringa guttifer
GBM,0.7991539508961557,0.4741970798663784,2.9203913488469446e-4,TRUE,Tringa guttifer
GLM,0.6253480259844443,0.2806828446170843,0.008975990840005438,TRUE,Tringa guttifer
MaxEnt,NA,NA,NA,TRUE,Tringa guttifer
RF,0.7130551681881561,0.5594395370088334,0.020540000000000055,TRUE,Tringa guttifer
GAM,0.6161834920873022,0.46320103002575064,0.010331427522196006,TRUE,Accipiter trivirgatus
GBM,0.7415285132128303,0.6220558013950348,3.356185030351768e-4,TRUE,Accipiter trivirgatus
GLM,0.802305632640816,0.18384477111927797,0.009478670554687405,TRUE,Accipiter trivirgatus
MaxEnt,NA,NA,NA,TRUE,Accipiter trivirgatus
RF,0.726754381359534,0.5637386934673366,0.008340000000000009,TRUE,Accipiter trivirgatus
GAM,0.7354265650445642,0.5511010802572794,0.016947746355592125,TRUE,Crex crex
GBM,0.7399247014253664,0.6939781291561993,0.0011042445822511055,TRUE,Crex crex
GLM,0.6895008903875463,0.571604623148882,0.01764840772836672,TRUE,Crex crex
MaxEnt,NA,NA,NA,TRUE,Crex crex
RF,0.658607241321147,0.4812021500657528,0.016080000000000007,TRUE,Crex crex
GAM,0.8058103015075377,0.6690326633165828,0.019249686908214998,TRUE,Garrulax maesi
GBM,0.7747340871021775,0.5852805695142378,1.9893082002978723e-4,TRUE,Garrulax maesi
GLM,0.8079355108877722,0.6941582914572864,0.020953344557979623,TRUE,Garrulax maesi
MaxEnt,NA,NA,NA,TRUE,Garrulax maesi
RF,0.6221367252931324,0.3969011725293132,0.03035000000000005,TRUE,Garrulax maesi
GAM,0.8866900094532066,0.7958633762873775,0.012923782535336133,TRUE,Moupinia poecilotis
GBM,0.7601150305985372,0.6110667860755925,1.2846904109586944e-4,TRUE,Moupinia poecilotis
GLM,0.8392816806806309,0.7254643514602717,0.012608359779495667,TRUE,Moupinia poecilotis
MaxEnt,NA,NA,NA,TRUE,Moupinia poecilotis
RF,0.751784371527605,0.573444234373186,0.0064,TRUE,Moupinia poecilotis
GAM,0.9537797256484443,0.883233211512106,0.005238359813568589,TRUE,Parus monticolus
GBM,0.8017089868534593,0.7311121262880057,6.961047377987465e-6,TRUE,Parus monticolus
GLM,0.953914426932643,0.8959222882087203,0.014576333135757433,TRUE,Parus monticolus
MaxEnt,NA,NA,NA,TRUE,Parus monticolus
RF,0.9281308531292828,0.8343197680320795,0.0075,TRUE,Parus monticolus
GAM,0.7901498702240283,0.6569769424159846,0.004123207827445707,TRUE,Certhia tianquanensis
GBM,0.7505556275270518,0.3387192378673103,3.1455911235435684e-4,TRUE,Certhia tianquanensis
GLM,0.7420922028732536,0.5840034703519104,0.01391577268101992,TRUE,Certhia tianquanensis
MaxEnt,NA,NA,NA,TRUE,Certhia tianquanensis
RF,0.5979758982610929,0.34696398659966493,0.015300000000000069,TRUE,Certhia tianquanensis
GAM,0.94503950098752465,0.9050090502262557,0.021499192948611384,TRUE,Pericrocotus ethologus
GBM,0.8909930998274957,0.7712876071901797,7.259551988201936e-4,TRUE,Pericrocotus ethologus
GLM,0.9465045751143779,0.8949592989824746,0.019619556683349613,TRUE,Pericrocotus ethologus
MaxEnt,NA,NA,NA,TRUE,Pericrocotus ethologus
RF,0.9637871196779919,0.9099542238555964,0.039539999999999985,TRUE,Pericrocotus ethologus
