new_record_species,new_record_order,record_count_new_record,first_year,provinces_recorded,matched_species,match_status,match_type,taxonomy_source,review_flag,avibase_ioc_review,birdlife_review,candidate_species,note,model_ready
Clamator coromandus,Cuculiformes,3,2003,Beijing | Heilongjiang | Liaoning,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Clamator jacobinus,Cuculiformes,1,2021,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Clanga clanga,Accipitriformes,1,2023,Gansu,Aquila clanga,matched,auto_epithet_unique,Auto candidate; cross-check with Avibase/IOC + BirdLife recommended,auto_medium_confidence,candidate,candidate,,NA,TRUE
Clangula hyemalis,Anseriformes,7,2008,Gansu | Hubei | Jiangsu | Jiangxi | Ningxia | Shandong | Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Columba oenas,Columbiformes,2,2017,Gansu | Inner Mongolia,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Columba punicea | Columba janthina | Columba leuconota gradaris | Columba rupestris turkestanica | Columba eversmanni,same genus Columba punicea | Columba janthina | Columba leuconota gradaris | Columba rupestris turkestanica | Columba eversmanni,FALSE
Copsychus saularis,Passeriformes,1,2006,Guangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Coracias garrulus,Coraciiformes,1,2022,Qinghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Coracina macei,Passeriformes,1,2017,Zhejiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Coracina novaehollandiae siamensis,same genus Coracina novaehollandiae siamensis,FALSE
Coturnicops exquisitus,Gruiformes,1,2004,Yunnan,Coturnicops exquisitus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Crex crex,Gruiformes,1,2012,Yunnan,Crex crex,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Crossoptilon mantchuricum,Galliformes,1,2024,Henan,Crossoptilon mantchuricum,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Curruca communis,Passeriformes,1,2025,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Curruca crassirostris,Passeriformes,1,2016,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Curruca curruca,Passeriformes,2,2022,Guizhou | Hainan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Cutia nipalensis,Passeriformes,1,2001,Hubei,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Aethopyga nipalensis koelzi | Carpodacus nipalensis nipalensis | Certhia nipalensis | Cutia nipalensis nipalensis | Paradoxornis nipalensis poliotis,same epithet Aethopyga nipalensis koelzi | Carpodacus nipalensis nipalensis | Certhia nipalensis | Cutia nipalensis nipalensis | Paradoxornis nipalensis poliotis,FALSE
Cyanistes cyanus,Passeriformes,1,2023,Jilin,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Cyanoderma pyrrhops,Passeriformes,1,2010,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Cyanoderma rufifrons,NA,1,2006,Guangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Cygnus columbianus,Anseriformes,1,2011,Yunnan,Cygnus columbianus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Cygnus cygnus,Anseriformes,1,2017,Guangxi,Cygnus cygnus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Cygnus olor,Anseriformes,3,2010,Jilin | Shaanxi,Cygnus olor,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Cyornis glaucicomans,Passeriformes,3,2020,Henan | Jiangsu | Shanxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Cyornis hainanus,Passeriformes,1,2023,Sichuan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Cyornis poliogenys,Passeriformes,1,2014,Guangxi,Seicercus poliogenys,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Cyornis rubeculoides,Passeriformes,1,2010,Hunan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Delichon dasypus,Passeriformes,1,2018,Henan,Delichon dasypus cashmeriensis,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Dendrocitta formosae,Passeriformes,1,2018,Shanghai,Treron formosae,matched,auto_epithet_unique,Auto candidate; cross-check with Avibase/IOC + BirdLife recommended,auto_medium_confidence,candidate,candidate,,NA,TRUE
Dendrocopos hyperythrus,Piciformes,1,2015,Qinghai,Picoides hyperythrus hyperythrus,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Dendrocygna javanica,Anseriformes,1,2021,Guizhou,Dendrocygna javanica,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Dicaeum cruentatum,Passeriformes,1,2011,Jiangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Dicaeum ignipectus ignipectus | Dicaeum melanozanthum,same genus Dicaeum ignipectus ignipectus | Dicaeum melanozanthum,FALSE
Dicaeum ignipectus,Passeriformes,1,2016,Henan,Dicaeum ignipectus ignipectus,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Dicaeum minullum,Passeriformes,1,2011,Jiangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Dicaeum ignipectus ignipectus | Dicaeum melanozanthum,same genus Dicaeum ignipectus ignipectus | Dicaeum melanozanthum,FALSE
Dicrurus annectens,Passeriformes,1,2015,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Dicrurus paradiseus | Dicrurus remifer | Dicrurus leucophaeus hopwoodi | Dicrurus macrocercus cathoecus,same genus Dicrurus paradiseus | Dicrurus remifer | Dicrurus leucophaeus hopwoodi | Dicrurus macrocercus cathoecus,FALSE
Dicrurus hottentottus,Passeriformes,3,2006,Hainan | Heilongjiang | Qinghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Dicrurus paradiseus | Dicrurus remifer | Dicrurus leucophaeus hopwoodi | Dicrurus macrocercus cathoecus,same genus Dicrurus paradiseus | Dicrurus remifer | Dicrurus leucophaeus hopwoodi | Dicrurus macrocercus cathoecus,FALSE
Dicrurus remifer,Passeriformes,1,2019,Tibet,Dicrurus remifer,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Egretta eulophotes,Pelecaniformes,2,2003,Guangxi | Tianjin,Egretta eulophotes,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Egretta garzetta,Pelecaniformes,1,2015,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Egretta eulophotes | Egretta sacra,same genus Egretta eulophotes | Egretta sacra,FALSE
Egretta picata,Pelecaniformes,1,2025,Jiangsu,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Egretta eulophotes | Egretta sacra,same genus Egretta eulophotes | Egretta sacra,FALSE
Elachura formosa,Passeriformes,2,2019,Hubei | Tibet,Sitta formosa,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Elanus caeruleus,Accipitriformes,8,2006,Beijing | Gansu | Henan | Inner Mongolia | Liaoning | Shaanxi | Sichuan | Tianjin,Elanus caeruleus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Emberiza buchanani,Passeriformes,1,2017,Qinghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza chrysophrys,Passeriformes,2,2021,Gansu,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza citrinella,Passeriformes,1,2017,Qinghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza elegans,Passeriformes,3,2017,Heilongjiang | Qinghai | Tibet,Emberiza elegans,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Emberiza godlewskii,Passeriformes,2,2010,Heilongjiang | Hunan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza hortulana,Passeriformes,1,2023,Inner Mongolia,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza leucocephalos,Passeriformes,1,2013,Anhui,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza melanocephala,Passeriformes,1,2019,Guangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza pallasi,Passeriformes,1,2014,Guizhou,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza pusilla,Passeriformes,1,2014,Tibet,Emberiza pusilla,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Emberiza rustica,Passeriformes,1,2024,Guizhou,Hirundo rustica gutturalis,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Emberiza siemsseni,Passeriformes,4,2013,Jiangsu | Jiangxi | Ningxia | Qinghai,Latoucheornis siemsseni,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Emberiza stewarti,Passeriformes,1,2013,Xinjiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,same genus Emberiza sulphurata | Emberiza pusilla | Emberiza elegans elegantula | Emberiza cia yunnanensis | Emberiza fucata arcuata,FALSE
Emberiza sulphurata,Passeriformes,1,2006,Zhejiang,Emberiza sulphurata,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Emberiza yessoensis,Passeriformes,3,2014,Anhui | Hubei | Hunan,Emberiza yessoensis,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Enicurus leschenaulti,Passeriformes,1,2015,Inner Mongolia,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Enicurus maculatus guttatus,same genus Enicurus maculatus guttatus,FALSE
Enicurus maculatus,Passeriformes,2,2018,Guizhou | Zhejiang,Enicurus maculatus guttatus,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Enicurus schistaceus,Passeriformes,1,2024,Anhui,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Enicurus maculatus guttatus,same genus Enicurus maculatus guttatus,FALSE
Eremophila alpestris,Passeriformes,1,2025,Shandong,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Erithacus rubecula,Passeriformes,4,2010,Gansu | Jilin | Ningxia | Xinjiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Erpornis zantholeuca,Passeriformes,1,2019,Tibet,Yuhina zantholeuca zantholeuca,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Erythrogenys hypoleucos,Passeriformes,1,2019,Yunnan,Tringa hypoleucos,matched,auto_epithet_unique,Auto candidate; cross-check with Avibase/IOC + BirdLife recommended,auto_medium_confidence,candidate,candidate,,NA,TRUE
Eudynamys scolopaceus,Cuculiformes,4,2016,Liaoning | Qinghai | Shanxi | Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Eumyias thalassinus,Passeriformes,6,2018,Gansu | Hainan | Inner Mongolia | Jiangsu | Qinghai | Tianjin,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Falco cherrug,Falconiformes,1,2018,Yunnan,Falco cherrug,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Falco severus,Falconiformes,1,2014,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Falco subbuteo | Falco tinnunculus | Falco naumanni | Falco tinnunculus interstinctus | Falco columbarius,same genus Falco subbuteo | Falco tinnunculus | Falco naumanni | Falco tinnunculus interstinctus | Falco columbarius,FALSE
Ficedula albicilla,Passeriformes,1,2017,Tibet,Haliaeetus albicilla,matched,auto_epithet_unique,Auto candidate; cross-check with Avibase/IOC + BirdLife recommended,auto_medium_confidence,candidate,candidate,,NA,TRUE
Ficedula elisae,Passeriformes,3,2012,Hunan | Jiangxi | Shanghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Ficedula erithacus,Passeriformes,2,2016,Guizhou | Hebei,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Ficedula hyperythra,Passeriformes,3,2007,Chongqing | Hunan | Shaanxi,Brachypteryx hyperythra,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Ficedula hypoleuca,Passeriformes,1,2008,Xinjiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Ficedula mugimaki,Passeriformes,1,2019,Guizhou,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Ficedula narcissina,Passeriformes,3,2011,Anhui | Jiangxi | Liaoning,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Ficedula owstoni,Passeriformes,1,2024,Jiangsu,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Ficedula parva,Passeriformes,4,2008,Hebei | Hong Kong | Hunan | Shanghai,Ficedula parva albicilla,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Ficedula ruficauda,Passeriformes,1,2017,Sichuan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Ficedula strophiata,Passeriformes,1,2017,Beijing,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Prunella strophiata strophiata,same epithet Ficedula strophiata strophiata | Prunella strophiata strophiata,FALSE
Ficedula superciliaris,Passeriformes,1,2020,Hubei,Ficedula superciliaris aestigma,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Ficedula tricolor,Passeriformes,3,2009,Hunan | Inner Mongolia | Qinghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,same genus Ficedula strophiata strophiata | Ficedula leucomelanura | Ficedula leucomelanura leucomelanura | Ficedula parva albicilla | Ficedula sapphira laotiana,FALSE
Fregata andrewsi,Suliformes,2,2006,Fujian | Liaoning,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Fregata ariel,Suliformes,4,2011,Beijing | Jiangxi | Liaoning | Shaanxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Fringilla coelebs,Passeriformes,6,2017,Gansu | Hubei | Hunan | Jiangsu | Qinghai | Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Fringilla montifringilla,same genus Fringilla montifringilla,FALSE
Fringilla montifringilla,Passeriformes,1,2011,Ningxia,Fringilla montifringilla,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Galerida cristata,Passeriformes,1,2010,Heilongjiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Gallicrex cinerea,Gruiformes,1,2020,Gansu,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Motacilla cinerea | Motacilla cinerea robusta,same epithet Motacilla cinerea | Motacilla cinerea robusta,FALSE
Garrulax canorus,Passeriformes,1,2003,Liaoning,Garrulax canorus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Garrulax maesi,Passeriformes,1,2008,Guangdong,Garrulax maesi,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Garrulax monileger,Passeriformes,3,2009,Hubei | Jiangsu | Shaanxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Garrulax canorus | Garrulax maesi | Garrulax morrisonianus | Garrulax maximus | Garrulax bieti,same genus Garrulax canorus | Garrulax maesi | Garrulax morrisonianus | Garrulax maximus | Garrulax bieti,FALSE
Gavia adamsii,Gaviiformes,3,2006,Jiangsu | Jilin | Sichuan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Gavia arctica,Gaviiformes,3,2018,Liaoning | Shaanxi | Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Gavia pacifica,Gaviiformes,1,2025,Zhejiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Gavia stellata,Gaviiformes,2,2021,Anhui | Xinjiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Gelochelidon nilotica,Charadriiformes,2,2020,Hubei | Hunan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Geokichla citrina,Passeriformes,2,2009,Chongqing | Jiangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Geokichla wardii,NA,1,2024,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Geopelia striata,Columbiformes,1,2021,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Glareola lactea,Charadriiformes,2,2019,Guangxi | Hainan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Glaucidium cuculoides,Strigiformes,1,2008,Beijing,Glaucidium cuculoides,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Gorsachius goisagi,Pelecaniformes,1,2025,Hainan,Gorsachius goisagi,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Gorsachius melanolophus,Pelecaniformes,2,2019,Jiangsu | Shandong,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Gorsachius magnificus | Gorsachius goisagi,same genus Gorsachius magnificus | Gorsachius goisagi,FALSE
Gracupica nigricollis,Passeriformes,4,2006,Anhui | Chongqing | Hainan | Shandong,Grus nigricollis,matched,auto_epithet_unique,Auto candidate; cross-check with Avibase/IOC + BirdLife recommended,auto_medium_confidence,candidate,candidate,,NA,TRUE
Grandala coelicolor,Passeriformes,1,2009,Chongqing,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Grus canadensis,NA,4,2011,Anhui | Jilin | Liaoning | Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Grus antigone | Grus japonensis | Grus nigricollis | Grus grus | Grus leucogeranus,same genus Grus antigone | Grus japonensis | Grus nigricollis | Grus grus | Grus leucogeranus,FALSE
Grus japonensis,Gruiformes,2,2024,Fujian | Sichuan,Grus japonensis,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Grus monacha,Gruiformes,1,2021,Ningxia,Grus monacha,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Grus nigricollis,Gruiformes,1,2023,Inner Mongolia,Grus nigricollis,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Grus vipio,NA,3,2019,Gansu | Shanxi | Sichuan,Grus vipio,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Grus virgo,Gruiformes,3,2002,Anhui | Beijing | Tianjin,Anthropoides virgo,matched,auto_epithet_same_order,High-confidence auto candidate; review basis Avibase/IOC + BirdLife,auto_high_confidence,candidate,candidate,,NA,TRUE
Gygis alba,Charadriiformes,1,2006,Fujian,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Motacilla alba alboides | Motacilla alba baicalensis,same epithet Motacilla alba alboides | Motacilla alba baicalensis,FALSE
Gypaetus barbatus,Accipitriformes,2,2010,Chongqing | Shaanxi,Gypaetus barbatus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Gyps himalayensis,Accipitriformes,2,2003,Guangxi | Liaoning,Gyps himalayensis,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Gyps tenuirostris,Accipitriformes,1,2021,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Gyps bengalensis | Gyps himalayensis | Gyps fulvus,same genus Gyps bengalensis | Gyps himalayensis | Gyps fulvus,FALSE
Halcyon coromanda,Coraciiformes,1,2008,Shandong,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Halcyon pileata,Coraciiformes,1,2018,Tibet,Timalia pileata smithi,matched,auto_epithet_unique,Auto candidate; cross-check with Avibase/IOC + BirdLife recommended,auto_medium_confidence,candidate,candidate,,NA,TRUE
Halcyon smyrnensis,Coraciiformes,5,2009,Jiangsu | Shandong | Shanghai | Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Haliaeetus leucoryphus,Accipitriformes,1,2010,Yunnan,Haliaeetus leucoryphus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
Haliaeetus pelagicus,Accipitriformes,1,2024,Jiangsu,Haliaeetus pelagicus,matched,direct_exact,Direct match in SHP,not_required,not_required,not_required,,NA,TRUE
