"record_id","species","order_raw","order_cn","family","genus","province_cn","province_en_raw","year","iucn_raw","longitude","latitude","order","province","iucn"
162,"Pluvialis apricaria","CHARADRIIFORMES","鸻形目","Charadriidae","Pluvialis","山东省","Shandong",2021,"LC",117.941666666667,38.2280555555556,"Charadriiformes","Shandong","LC"
224,"Recurvirostra avosetta","CHARADRIIFORMES","鸻形目","Recurvirostridae","Recurvirostra","云南省","Yunnan",2010,"LC",99.64,27.9,"Charadriiformes","Yunnan","LC"
223,"Recurvirostra avosetta","CHARADRIIFORMES","鸻形目","Recurvirostridae","Recurvirostra","宁夏回族自治区","Ningxia",2011,"LC",106.385277777778,38.3777777777778,"Charadriiformes","Ningxia","LC"
214,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","Laridae","Rissa","甘肃省","Gansu",2008,"VU",103.79047,29.48523,"Charadriiformes","Gansu","VU"
219,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","Laridae","Rissa","云南省","Yunnan",2009,"VU",102.65135,24.973304,"Charadriiformes","Yunnan","VU"
218,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","Laridae","Rissa","青海省","Qinghai",2019,"VU",101.783333333333,36.6,"Charadriiformes","Qinghai","VU"
216,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","Laridae","Rissa","湖南省","Hunan",2022,"VU",113.005127777778,28.2203916666667,"Charadriiformes","Hunan","VU"
217,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","Laridae","Rissa","吉林省","Jilin",2023,"VU",125.348911111111,43.8122277777778,"Charadriiformes","Jilin","VU"
215,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","Laridae","Rissa","贵州省","Guizhou",2024,"VU",107.896666666667,27.9355555555556,"Charadriiformes","Guizhou","VU"
213,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","Laridae","Rissa","安徽省","Anhui",2025,"VU",117.09229544,30.74935613,"Charadriiformes","Anhui","VU"
289,"Stercorarius longicaudus","CHARADRIIFORMES","鸻形目","Stercorariidae","Stercorarius","江苏省","Juangsu",2019,"LC",120.640501640717,32.6722923316346,"Charadriiformes","Jiangsu","LC"
292,"Stercorarius parasiticus","CHARADRIIFORMES","鸻形目","Stercorariidae","Stercorarius","四川省","Sichuan",2017,"LC",104.179166666667,31.0216666666667,"Charadriiformes","Sichuan","LC"
294,"Stercorarius parasiticus","CHARADRIIFORMES","鸻形目","Stercorariidae","Stercorarius","云南省","Yunnan",2017,"LC",100.516666666667,25.0333333333333,"Charadriiformes","Yunnan","LC"
290,"Stercorarius parasiticus","CHARADRIIFORMES","鸻形目","Stercorariidae","Stercorarius","湖南省","Hunan",2019,"LC",110.770527777778,29.9308055555556,"Charadriiformes","Hunan","LC"
291,"Stercorarius parasiticus","CHARADRIIFORMES","鸻形目","Stercorariidae","Stercorarius","内蒙古自治区","Inner Mongolia",2019,"LC",123.081944444444,46.2208333333333,"Charadriiformes","Inner Mongolia","LC"
293,"Stercorarius parasiticus","CHARADRIIFORMES","鸻形目","Stercorariidae","Stercorarius","西藏自治区","Tibet",2025,"LC",86.0015277777778,28.0813888888889,"Charadriiformes","Tibet","LC"
295,"Stercorarius pomarinus","CHARADRIIFORMES","鸻形目","Stercorariidae","Stercorarius","内蒙古自治区","Inner Mongolia",2007,"LC",110.01,41.53,"Charadriiformes","Inner Mongolia","LC"
143,"Synthliboramphus antiquus","CHARADRIIFORMES","鸻形目","Alcidae","Synthliboramphus","海南省","Hainan",2006,"LC",110.5865823,19.9672118,"Charadriiformes","Hainan","LC"
221,"Thalasseus bengalensis","CHARADRIIFORMES","鸻形目","Laridae","Thalasseus","河北省","Hebei",2018,"LC",119.366666666667,39.55,"Charadriiformes","Hebei","LC"
220,"Thalasseus bengalensis","CHARADRIIFORMES","鸻形目","Laridae","Thalasseus","广西壮族自治区","Guangxi",2021,"LC",108.515461111111,21.5888888888889,"Charadriiformes","Guangxi","LC"
222,"Thalasseus bergii","CHARADRIIFORMES","鸻形目","Laridae","Thalasseus","上海市","Shanghai",2013,"LC",121.983305555556,31.2946416666667,"Charadriiformes","Shanghai","LC"
286,"Tringa brevipes","CHARADRIIFORMES","鸻形目","Scolopacidae","Tringa","四川省","Sichuan",2014,"LC",102.756388888889,30.0530555555556,"Charadriiformes","Sichuan","LC"
287,"Tringa guttifer","CHARADRIIFORMES","鸻形目","Scolopacidae","Tringa","辽宁省","Liaoning",2006,"EN",124.03,39.82,"Charadriiformes","Liaoning","EN"
288,"Tringa stagnatilis","CHARADRIIFORMES","鸻形目","Scolopacidae","Tringa","贵州省","Guizhou",2025,"LC",109.224166666667,27.8233333333333,"Charadriiformes","Guizhou","LC"
297,"Turnix suscitator","CHARADRIIFORMES","鸻形目","Turnicidae","Turnix","浙江省","Zhejiang",2023,"LC",121.021666666667,28.8588888888889,"Charadriiformes","Zhejiang","LC"
296,"Turnix suscitator","CHARADRIIFORMES","鸻形目","Turnicidae","Turnix","安徽省","Anhui",2025,"LC",117.085833333333,30.2638888888889,"Charadriiformes","Anhui","LC"
298,"Turnix suscitator","CHARADRIIFORMES","鸻形目","Turnicidae","Turnix","浙江省","Zhejiang",2025,"LC",121.021666666667,28.8588888888889,"Charadriiformes","Zhejiang","LC"
163,"Vanellus cinereus","CHARADRIIFORMES","鸻形目","Charadriidae","Vanellus","海南省","Hainan",2006,"LC",110.12,19,"Charadriiformes","Hainan","LC"
164,"Vanellus indicus","CHARADRIIFORMES","鸻形目","Charadriidae","Vanellus","重庆市","Chongqing",2019,"LC",106.68,29.74,"Charadriiformes","Chongqing","LC"
165,"Vanellus leucurus","CHARADRIIFORMES","鸻形目","Charadriidae","Vanellus","新疆维吾尔自治区","Xinjiang",2012,"LC",77.1166666666667,38.4333333333333,"Charadriiformes","Xinjiang","LC"
166,"Vanellus vanellus","CHARADRIIFORMES","鸻形目","Charadriidae","Vanellus","海南省","Hainan",2006,"NT",110.5865823,19.9672118,"Charadriiformes","Hainan","NT"
303,"Anastomus oscitans","CICONIIFORMES","鹳形目","Ciconiidae","Anastomus","四川省","Sichuan",2018,"LC",103.09,28.41,"Ciconiiformes","Sichuan","LC"
302,"Anastomus oscitans","CICONIIFORMES","鹳形目","Ciconiidae","Anastomus","陕西省","Shaanxi",2021,"LC",107.5325,33.2330555555556,"Ciconiiformes","Shaanxi","LC"
299,"Anastomus oscitans","CICONIIFORMES","鹳形目","Ciconiidae","Anastomus","河北省","Hebei",2023,"LC",114.161388888889,38.2444444444444,"Ciconiiformes","Hebei","LC"
301,"Anastomus oscitans","CICONIIFORMES","鹳形目","Ciconiidae","Anastomus","青海省","Qinghai",2024,"LC",96.56756,32.584536,"Ciconiiformes","Qinghai","LC"
300,"Anastomus oscitans","CICONIIFORMES","鹳形目","Ciconiidae","Anastomus","湖南省","Hunan",2025,"LC",113.244308333333,28.2276888888889,"Ciconiiformes","Hunan","LC"
306,"Ciconia boyciana","CICONIIFORMES","鹳形目","Ciconiidae","Ciconia","天津市","Tianjin",2001,"EN",117.483333333333,38.75,"Ciconiiformes","Tianjin","EN"
305,"Ciconia boyciana","CICONIIFORMES","鹳形目","Ciconiidae","Ciconia","宁夏回族自治区","Ningxia",2018,"EN",105.716666666667,37.25,"Ciconiiformes","Ningxia","EN"
304,"Ciconia boyciana","CICONIIFORMES","鹳形目","Ciconiidae","Ciconia","甘肃省","Gansu",2024,"EN",105.0175,33.3477777777778,"Ciconiiformes","Gansu","EN"
307,"Ciconia episcopus","CICONIIFORMES","鹳形目","Ciconiidae","Ciconia","云南省","Yunnan",2011,"NT",99.6230361111111,27.8940722222222,"Ciconiiformes","Yunnan","NT"
308,"Ciconia nigra","CICONIIFORMES","鹳形目","Ciconiidae","Ciconia","西藏自治区","Tibet",2021,"LC",98.8682388888889,29.5520888888889,"Ciconiiformes","Tibet","LC"
310,"Leptoptilos javanicus","CICONIIFORMES","鹳形目","Ciconiidae","Leptoptilos","云南省","Yunnan",2014,"NT",103.383333333333,23.4166666666667,"Ciconiiformes","Yunnan","NT"
313,"Chalcophaps indica","COLUMBIFORMES","鸽形目","Columbidae","Chalcophaps","江西省","Jiangxi",2011,"LC",114.380555555556,24.4883333333333,"Columbiformes","Jiangxi","LC"
312,"Chalcophaps indica","COLUMBIFORMES","鸽形目","Columbidae","Chalcophaps","湖南省","Hunan",2018,"LC",111.593611111111,25.9533333333333,"Columbiformes","Hunan","LC"
314,"Chalcophaps indica","COLUMBIFORMES","鸽形目","Columbidae","Chalcophaps","浙江省","Zhejiang",2019,"LC",120.14045,27.5185611111111,"Columbiformes","Zhejiang","LC"
311,"Chalcophaps indica","COLUMBIFORMES","鸽形目","Columbidae","Chalcophaps","安徽省","Anhui",2023,"LC",117.90538,31.63939,"Columbiformes","Anhui","LC"
316,"Columba oenas","COLUMBIFORMES","鸽形目","Columbidae","Columba","内蒙古自治区","Inner Mongolia",2017,"LC",101.15,42.05,"Columbiformes","Inner Mongolia","LC"
315,"Columba oenas","COLUMBIFORMES","鸽形目","Columbidae","Columba","甘肃省","Gansu",2022,"LC",98.4442555555556,39.9136666666667,"Columbiformes","Gansu","LC"
317,"Geopelia striata","COLUMBIFORMES","鸽形目","Columbidae","Geopelia","云南省","Yunnan",2021,"LC",101.263888888889,21.9169444444444,"Columbiformes","Yunnan","LC"
320,"Macropygia unchall","COLUMBIFORMES","鸽形目","Columbidae","Macropygia","浙江省","Zhejiang",2016,"LC",119.18525,27.9053611111111,"Columbiformes","Zhejiang","LC"
319,"Macropygia unchall","COLUMBIFORMES","鸽形目","Columbidae","Macropygia","西藏自治区","Tibet",2017,"LC",93.8,29.3833333333333,"Columbiformes","Tibet","LC"
318,"Macropygia unchall","COLUMBIFORMES","鸽形目","Columbidae","Macropygia","江苏省","Juangsu",2024,"LC",120.733333333333,31.6544444444444,"Columbiformes","Jiangsu","LC"
322,"Spilopelia chinensis","COLUMBIFORMES","鸽形目","Columbidae","Spilopelia","内蒙古自治区","Inner Mongolia",2006,"LC",111.724833333333,40.8074166666667,"Columbiformes","Inner Mongolia","LC"
321,"Spilopelia chinensis","COLUMBIFORMES","鸽形目","Columbidae","Spilopelia","吉林省","Jilin",2022,"LC",125.401111111111,43.81,"Columbiformes","Jilin","LC"
323,"Spilopelia senegalensis","COLUMBIFORMES","鸽形目","Columbidae","Spilopelia","甘肃省","Gansu",2023,"LC",97.1088888888889,40.4672222222222,"Columbiformes","Gansu","LC"
324,"Streptopelia decaocto","COLUMBIFORMES","鸽形目","Columbidae","Streptopelia","黑龙江省","Heilongjiang",2006,"LC",125.262222222222,49.1,"Columbiformes","Heilongjiang","LC"
325,"Treron curvirostra","COLUMBIFORMES","鸽形目","Columbidae","Treron","广东省","Guangdong",2023,"LC",112.552894444444,23.1676138888889,"Columbiformes","Guangdong","LC"
326,"Treron seimundi","COLUMBIFORMES","鸽形目","Columbidae","Treron","云南省","Yunnan",2022,"LC",100.329722222222,24.8994444444444,"Columbiformes","Yunnan","LC"
328,"Treron sieboldii","COLUMBIFORMES","鸽形目","Columbidae","Treron","江西省","Jiangxi",2011,"LC",114.380555555556,24.4883333333333,"Columbiformes","Jiangxi","LC"
329,"Treron sieboldii","COLUMBIFORMES","鸽形目","Columbidae","Treron","浙江省","Zhejiang",2021,"LC",119.673055555556,27.7102777777778,"Columbiformes","Zhejiang","LC"
327,"Treron sieboldii","COLUMBIFORMES","鸽形目","Columbidae","Treron","河南省","Henan",2024,"LC",111.301111111111,33.0366666666667,"Columbiformes","Henan","LC"
330,"Treron sphenurus","COLUMBIFORMES","鸽形目","Columbidae","Treron","广东省","Guangdong",2023,"LC",112.55,23.17,"Columbiformes","Guangdong","LC"
331,"Alcedo hercules","CORACIIFORMES","佛法僧目","Alcedinidae","Alcedo","福建省","Fujian",2006,"NT",117.29652,26.508325,"Coraciiformes","Fujian","NT"
332,"Ceryle rudis","CORACIIFORMES","佛法僧目","Alcedinidae","Ceryle","北京市","Beijing",2011,"LC",116.23231,40.268082,"Coraciiformes","Beijing","LC"
334,"Ceryle rudis","CORACIIFORMES","佛法僧目","Alcedinidae","Ceryle","陕西省",NA,2020,"LC",109.008047222222,34.4150361111111,"Coraciiformes","Shaanxi","LC"
333,"Ceryle rudis","CORACIIFORMES","佛法僧目","Alcedinidae","Ceryle","辽宁省","Liaoning",2025,"LC",123.521111111111,41.9833333333333,"Coraciiformes","Liaoning","LC"
346,"Coracias garrulus","CORACIIFORMES","佛法僧目","Coraciidae","Coracias","青海省","Qinghai",2022,"LC",97.2940194444444,37.1853833333333,"Coraciiformes","Qinghai","LC"
335,"Halcyon coromanda","CORACIIFORMES","佛法僧目","Alcedinidae","Halcyon","山东省","Shandong",2008,"LC",119.547665645881,35.4666666666667,"Coraciiformes","Shandong","LC"
336,"Halcyon pileata","CORACIIFORMES","佛法僧目","Alcedinidae","Halcyon","西藏自治区","Tibet",2018,"VU",97.4901277777778,28.8238777777778,"Coraciiformes","Tibet","VU"
340,"Halcyon smyrnensis","CORACIIFORMES","佛法僧目","Alcedinidae","Halcyon","上海市","Shanghai",2009,"LC",121,31.0666666666667,"Coraciiformes","Shanghai","LC"
338,"Halcyon smyrnensis","CORACIIFORMES","佛法僧目","Alcedinidae","Halcyon","江苏省","Juangsu",2010,"LC",118.623055555556,32.1208333333333,"Coraciiformes","Jiangsu","LC"
337,"Halcyon smyrnensis","CORACIIFORMES","佛法僧目","Alcedinidae","Halcyon","西藏自治区",NA,2014,"LC",95.3166666666667,29.3304444444444,"Coraciiformes","Tibet","LC"
341,"Halcyon smyrnensis","CORACIIFORMES","佛法僧目","Alcedinidae","Halcyon","西藏自治区","Tibet",2017,"LC",85.2947222222222,28.8433333333333,"Coraciiformes","Tibet","LC"
339,"Halcyon smyrnensis","CORACIIFORMES","佛法僧目","Alcedinidae","Halcyon","山东省","Shandong",2024,"LC",119.711111111111,35.6202777777778,"Coraciiformes","Shandong","LC"
342,"Megaceryle lugubris","CORACIIFORMES","佛法僧目","Alcedinidae","Megaceryle","内蒙古自治区","Inner Mongolia",2015,"LC",117.232986111111,42.9492944444444,"Coraciiformes","Inner Mongolia","LC"
343,"Megaceryle lugubris","CORACIIFORMES","佛法僧目","Alcedinidae","Megaceryle","青海省","Qinghai",2019,"LC",102.658311111111,36.4078472222222,"Coraciiformes","Qinghai","LC"
344,"Megaceryle lugubris","CORACIIFORMES","佛法僧目","Alcedinidae","Megaceryle","西藏自治区","Tibet",2019,"LC",95.2,29.25,"Coraciiformes","Tibet","LC"
347,"Merops philippinus","CORACIIFORMES","佛法僧目","Meropidae","Merops","河南省","Henan",2023,"LC",111.238,33.0619916666667,"Coraciiformes","Henan","LC"
345,"Todiramphus chloris","CORACIIFORMES","佛法僧目","Alcedinidae","Todiramphus","福建省","Fujian",2006,"LC",119.67,26.01,"Coraciiformes","Fujian","LC"
348,"Cacomantis merulinus","CUCULIFORMES","鹃形目","Cuculidae","Cacomantis","陕西省","Shaanxi",2016,"LC",107.49845,33.6450694444444,"Cuculiformes","Shaanxi","LC"
349,"Centropus bengalensis","CUCULIFORMES","鹃形目","Cuculidae","Centropus","河北省","Hebei",2003,"LC",117.304166666667,38.3847222222222,"Cuculiformes","Hebei","LC"
352,"Centropus bengalensis","CUCULIFORMES","鹃形目","Cuculidae","Centropus","浙江省","Zhejiang",2003,"LC",102.27,30.18,"Cuculiformes","Zhejiang","LC"
350,"Centropus bengalensis","CUCULIFORMES","鹃形目","Cuculidae","Centropus","辽宁省","Liaoning",2022,"LC",124.016666666667,41.8666666666667,"Cuculiformes","Liaoning","LC"
351,"Centropus bengalensis","CUCULIFORMES","鹃形目","Cuculidae","Centropus","西藏自治区","Tibet",2024,"LC",95.3377777777778,29.3411111111111,"Cuculiformes","Tibet","LC"
353,"Clamator coromandus","CUCULIFORMES","鹃形目","Cuculidae","Clamator","北京市","Beijing",2003,"LC",115.433333333333,39.9666666666667,"Cuculiformes","Beijing","LC"
354,"Clamator coromandus","CUCULIFORMES","鹃形目","Cuculidae","Clamator","黑龙江省","Heilongjiang",2013,"LC",126.26374242608,49.8739376167821,"Cuculiformes","Heilongjiang","LC"
356,"Clamator coromandus","CUCULIFORMES","鹃形目","Cuculidae","Clamator","辽宁省","Liaoning",2022,"LC",123.633333333333,39.85,"Cuculiformes","Liaoning","LC"
357,"Clamator jacobinus","CUCULIFORMES","鹃形目","Cuculidae","Clamator","云南省","Yunnan",2021,"LC",98.9,25.0333333333333,"Cuculiformes","Yunnan","LC"
362,"Eudynamys scolopaceus","CUCULIFORMES","鹃形目","Cuculidae","Eudynamys","西藏自治区","Tibet",2016,"LC",86.6,30.5333333333333,"Cuculiformes","Tibet","LC"
359,"Eudynamys scolopaceus","CUCULIFORMES","鹃形目","Cuculidae","Eudynamys","辽宁省","Liaoning",2018,"LC",120.033333333333,31.0833333333333,"Cuculiformes","Liaoning","LC"
361,"Eudynamys scolopaceus","CUCULIFORMES","鹃形目","Cuculidae","Eudynamys","山西省","Shanxi",2020,"LC",111.916666666667,35.4166666666667,"Cuculiformes","Shanxi","LC"
360,"Eudynamys scolopaceus","CUCULIFORMES","鹃形目","Cuculidae","Eudynamys","青海省","Qinghai",2024,"LC",90.8591666666667,38.2522222222222,"Cuculiformes","Qinghai","LC"
363,"Hierococcyx nisicolor","CUCULIFORMES","鹃形目","Cuculidae","Hierococcyx","陕西省","Shaanxi",2016,"LC",107.49845,33.6450694444444,"Cuculiformes","Shaanxi","LC"
364,"Falco cherrug","FALCONIFORMES","隼形目","Falconidae","Falco","云南省","Yunnan",2018,"EN",99.9166666666667,26.4666666666667,"Falconiformes","Yunnan","EN"
365,"Falco severus","FALCONIFORMES","隼形目","Falconidae","Falco","西藏自治区","Tibet",2014,"LC",95.2833333333333,29.3231138888889,"Falconiformes","Tibet","LC"
366,"Chrysolophus pictus","GALLIFORMES","鸡形目","Phasianidae","Chrysolophus","山西省","Shanxi",2007,"LC",111.316666666667,34.9666666666667,"Galliformes","Shanxi","LC"
367,"Chrysolophus pictus","GALLIFORMES","鸡形目","Phasianidae","Chrysolophus","四川省","Sichuan",2007,"LC",111.316666666667,34.9666666666667,"Galliformes","Sichuan","LC"
368,"Crossoptilon mantchuricum","GALLIFORMES","鸡形目","Phasianidae","Crossoptilon","河南省","Henan",2024,"LC",112.2,35.2166666666667,"Galliformes","Henan","LC"
369,"Lophura leucomelanos","GALLIFORMES","鸡形目","Phasianidae","Lophura","西藏自治区","Tibet",2024,"LC",88.48,28.18,"Galliformes","Tibet","LC"
371,"Lophura nycthemera","GALLIFORMES","鸡形目","Phasianidae","Lophura","江苏省","Juangsu",2017,"LC",119.583333333333,31.2333333333333,"Galliformes","Jiangsu","LC"
370,"Lophura nycthemera","GALLIFORMES","鸡形目","Phasianidae","Lophura","广东省","Guangdong",2024,"LC",114.233333333333,22.9,"Galliformes","Guangdong","LC"
372,"Pavo cristatus","GALLIFORMES","鸡形目","Phasianidae","Pavo","西藏自治区","Tibet",2025,"LC",89.0186111111111,27.2286111111111,"Galliformes","Tibet","LC"
373,"Perdix hodgsoniae","GALLIFORMES","鸡形目","Phasianidae","Perdix","云南省","Yunnan",2013,"LC",99.95,28.04115,"Galliformes","Yunnan","LC"
374,"Phasianus colchicus","GALLIFORMES","鸡形目","Phasianidae","Phasianus","山东省","Shandong",2021,"LC",116.81,35.47,"Galliformes","Shandong","LC"
375,"Syrmaticus humiae","GALLIFORMES","鸡形目","Phasianidae","Syrmaticus","云南省","Yunnan",2022,"VU",104.366666666667,23.1,"Galliformes","Yunnan","VU"
376,"Syrmaticus reevesii","GALLIFORMES","鸡形目","Phasianidae","Syrmaticus","广西壮族自治区","Guangxi",2021,"VU",106.281666666667,24.7966666666667,"Galliformes","Guangxi","VU"
377,"Tragopan caboti","GALLIFORMES","鸡形目","Phasianidae","Tragopan","安徽省","Anhui",2022,"VU",118.233055555556,29.4302777777778,"Galliformes","Anhui","VU"
378,"Tragopan temminckii","GALLIFORMES","鸡形目","Phasianidae","Tragopan","河南省","Henan",2021,"LC",110.383333333333,34.3833333333333,"Galliformes","Henan","LC"
381,"Gavia adamsii","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","四川省","Sichuan",2006,"NT",104.28249,30.97706,"Gaviiformes","Sichuan","NT"
380,"Gavia adamsii","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","江苏省","Juangsu",2009,"NT",119.820966666667,34,"Gaviiformes","Jiangsu","NT"
379,"Gavia adamsii","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","吉林省","Jilin",2012,"NT",127.663061111111,42.0517888888889,"Gaviiformes","Jilin","NT"
383,"Gavia arctica","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","陕西省","Shaanxi",2018,"LC",109.15,34.4308333333333,"Gaviiformes","Shaanxi","LC"
382,"Gavia arctica","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","辽宁省","Liaoning",2023,"LC",123.333333333333,41.8333333333333,"Gaviiformes","Liaoning","LC"
384,"Gavia arctica","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","云南省","Yunnan",2023,"LC",99.7572222222222,27.5894444444444,"Gaviiformes","Yunnan","LC"
385,"Gavia pacifica","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","浙江省","Zhejiang",2025,"LC",122.374166666667,29.8958333333333,"Gaviiformes","Zhejiang","LC"
386,"Gavia stellata","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","安徽省","Anhui",2021,"LC",116.196372222222,30.922775,"Gaviiformes","Anhui","LC"
388,"Gavia stellata","GAVIIFORMES","潜鸟目","Gaviidae","Gavia","新疆维吾尔自治区","Xinjiang",2025,"LC",86.6166666666667,41.7666666666667,"Gaviiformes","Xinjiang","LC"
414,"Amaurornis cinerea","GRUIFORMES","鹤形目","Rallidae","Poliolimnas","云南省","Yunnan",2017,"LC",100.190833333333,26.6036111111111,"Gruiformes","Yunnan","LC"
407,"Amaurornis phoenicurus","GRUIFORMES","鹤形目","Rallidae","Amaurornis","吉林省","Jilin",2002,"LC",123.418532374497,46.3862863090179,"Gruiformes","Jilin","LC"
408,"Amaurornis phoenicurus","GRUIFORMES","鹤形目","Rallidae","Amaurornis","吉林省","Jilin",2007,"LC",122.335972222222,45.0195,"Gruiformes","Jilin","LC"
406,"Amaurornis phoenicurus","GRUIFORMES","鹤形目","Rallidae","Amaurornis","黑龙江省","Heilongjiang",2010,"LC",123.37122,45.803323,"Gruiformes","Heilongjiang","LC"
410,"Amaurornis phoenicurus","GRUIFORMES","鹤形目","Rallidae","Amaurornis","青海省","Qinghai",2015,"LC",101.066666666667,32.6833333333333,"Gruiformes","Qinghai","LC"
409,"Amaurornis phoenicurus","GRUIFORMES","鹤形目","Rallidae","Amaurornis","内蒙古自治区","Inner Mongolia",2023,"LC",105.80718,38.663652,"Gruiformes","Inner Mongolia","LC"
411,"Coturnicops exquisitus","GRUIFORMES","鹤形目","Rallidae","Coturnicops","云南省","Yunnan",2004,"LC",100.353888888889,25.2958333333333,"Gruiformes","Yunnan","LC"
412,"Crex crex","GRUIFORMES","鹤形目","Rallidae","Crex","云南省","Yunnan",2012,"LC",100.329994444444,24.8993472222222,"Gruiformes","Yunnan","LC"
413,"Gallicrex cinerea","GRUIFORMES","鹤形目","Rallidae","Gallicrex","甘肃省","Gansu",2020,"LC",108.53,36.08,"Gruiformes","Gansu","LC"
390,"Grus canadensis","GRUIFORMES","鹤形目","Gruidae","Antigone","吉林省","Jilin",2011,"LC",123.58,45.94,"Gruiformes","Jilin","LC"
391,"Grus canadensis","GRUIFORMES","鹤形目","Gruidae","Antigone","辽宁省","Liaoning",2013,"LC",122.94,42.37,"Gruiformes","Liaoning","LC"
389,"Grus canadensis","GRUIFORMES","鹤形目","Gruidae","Antigone","安徽省","Anhui",2017,"LC",117.087061111111,30.9436,"Gruiformes","Anhui","LC"
392,"Grus canadensis","GRUIFORMES","鹤形目","Gruidae","Antigone","云南省","Yunnan",2025,"LC",103.266666666667,31.05,"Gruiformes","Yunnan","LC"
396,"Grus japonensis","GRUIFORMES","鹤形目","Gruidae","Grus","福建省","Fujian",2024,"VU",120.17,26.971,"Gruiformes","Fujian","VU"
397,"Grus japonensis","GRUIFORMES","鹤形目","Gruidae","Grus","四川省","Sichuan",2024,"VU",105.48,32.67,"Gruiformes","Sichuan","VU"
398,"Grus monacha","GRUIFORMES","鹤形目","Gruidae","Grus","宁夏回族自治区","Ningxia",2021,"VU",105.913333333333,37.7594444444444,"Gruiformes","Ningxia","VU"
399,"Grus nigricollis","GRUIFORMES","鹤形目","Gruidae","Grus","内蒙古自治区","Inner Mongolia",2023,"NT",110.335238888889,40.4862861111111,"Gruiformes","Inner Mongolia","NT"
394,"Grus vipio","GRUIFORMES","鹤形目","Gruidae","Antigone","山西省",NA,2019,"VU",111.732611111111,38.02315,"Gruiformes","Shanxi","VU"
393,"Grus vipio","GRUIFORMES","鹤形目","Gruidae","Antigone","甘肃省","Gansu",2022,"VU",101.026944444444,38.3527777777778,"Gruiformes","Gansu","VU"
395,"Grus vipio","GRUIFORMES","鹤形目","Gruidae","Antigone","四川省","Sichuan",2023,"VU",105.511388888889,32.7005555555556,"Gruiformes","Sichuan","VU"
403,"Grus virgo","GRUIFORMES","鹤形目","Gruidae","Grus","天津市","Tianjin",2002,"LC",117.41,39.3,"Gruiformes","Tianjin","LC"
402,"Grus virgo","GRUIFORMES","鹤形目","Gruidae","Grus","北京市","Beijing",2009,"LC",116.116666666667,33,"Gruiformes","Beijing","LC"
400,"Grus virgo","GRUIFORMES","鹤形目","Gruidae","Grus","安徽省","Anhui",2021,"LC",117.267338888889,31.6669861111111,"Gruiformes","Anhui","LC"
405,"Leucogeranus leucogeranus","GRUIFORMES","鹤形目","Gruidae","Leucogeranus","云南省","Yunnan",2013,"CR",103.3,26.6894444444444,"Gruiformes","Yunnan","CR"
404,"Leucogeranus leucogeranus","GRUIFORMES","鹤形目","Gruidae","Leucogeranus","陕西省","Shaanxi",2022,"CR",102.72,36.59,"Gruiformes","Shaanxi","CR"
415,"Porphyrio porphyrio","GRUIFORMES","鹤形目","Rallidae","Porphyrio","云南省","Yunnan",2013,"NR",102.7833,24.9167,"Gruiformes","Yunnan","NA"
416,"Rallina eurizonoides","GRUIFORMES","鹤形目","Rallidae","Rallina","江西省","Jiangxi",2009,"LC",113,25,"Gruiformes","Jiangxi","LC"
417,"Rallina eurizonoides","GRUIFORMES","鹤形目","Rallidae","Rallina","江西省","Jiangxi",2011,"LC",114.380555555556,24.4883333333333,"Gruiformes","Jiangxi","LC"
418,"Rallina eurizonoides","GRUIFORMES","鹤形目","Rallidae","Rallina","山东省","Shandong",2022,"LC",117.050277777778,36.2238888888889,"Gruiformes","Shandong","LC"
419,"Rallina fasciata","GRUIFORMES","鹤形目","Rallidae","Rallina","广东省","Guangdong",2001,"LC",114.669444444444,22.4025,"Gruiformes","Guangdong","LC"
420,"Rallina fasciata","GRUIFORMES","鹤形目","Rallidae","Rallina","云南省","Yunnan",2025,"LC",101.283333333333,21.8833333333333,"Gruiformes","Yunnan","LC"
421,"Rallus aquaticus","GRUIFORMES","鹤形目","Rallidae","Rallus","安徽省","Anhui",2022,"LC",117.354980555556,31.20475,"Gruiformes","Anhui","LC"
422,"Rallus aquaticus","GRUIFORMES","鹤形目","Rallidae","Rallus","内蒙古自治区","Inner Mongolia",2023,"LC",106.25318,38.27749,"Gruiformes","Inner Mongolia","LC"
423,"Rallus aquaticus","GRUIFORMES","鹤形目","Rallidae","Rallus","宁夏回族自治区","Ningxia",2023,"LC",106.27,38.2,"Gruiformes","Ningxia","LC"
424,"Zapornia bicolor","GRUIFORMES","鹤形目","Rallidae","Zapornia","湖南省",NA,2025,"LC",112.894097222222,24.9211111111111,"Gruiformes","Hunan","LC"
