"order","province","n_records","x_order","y_order","x_province","y_province","edge_color"
"Gruiformes","Shandong",1,-0.631087944326053,0.77571129070442,0.971811568323542,0.235758935509427,"#D8B26E"
"Gruiformes","Shanxi",1,-0.631087944326053,0.77571129070442,0.28173255684143,0.959492973614497,"#D8B26E"
"Gruiformes","Sichuan",2,-0.631087944326053,0.77571129070442,0.971811568323542,-0.235758935509427,"#D8B26E"
"Gruiformes","Tianjin",1,-0.631087944326053,0.77571129070442,0.909631995354518,0.415415013001886,"#D8B26E"
"Gruiformes","Yunnan",7,-0.631087944326053,0.77571129070442,0.0950560433041828,-0.995471922573085,"#D8B26E"
"Otidiformes","Shaanxi",1,-0.519583950035434,-0.854419404546489,0.28173255684143,-0.959492973614497,"#B8C4FE"
"Passeriformes","Anhui",20,6.12323399573677e-17,1,0.540640817455598,-0.841253532831181,"#94A8D1"
"Passeriformes","Beijing",8,6.12323399573677e-17,1,0.690079011482112,0.72373403810507,"#94A8D1"
"Passeriformes","Chongqing",7,6.12323399573677e-17,1,0.371662455660328,0.928367933016073,"#94A8D1"
"Passeriformes","Fujian",2,6.12323399573677e-17,1,0.618158986220605,0.786053094742787,"#94A8D1"
"Passeriformes","Gansu",24,6.12323399573677e-17,1,0.371662455660328,-0.928367933016073,"#94A8D1"
"Passeriformes","Guangdong",4,6.12323399573677e-17,1,0.540640817455598,0.841253532831181,"#94A8D1"
"Passeriformes","Guangxi",22,6.12323399573677e-17,1,0.618158986220605,-0.786053094742788,"#94A8D1"
"Passeriformes","Guizhou",18,6.12323399573677e-17,1,0.866025403784439,-0.5,"#94A8D1"
"Passeriformes","Hainan",15,6.12323399573677e-17,1,0.998867339183008,-0.0475819158237423,"#94A8D1"
"Passeriformes","Hebei",5,6.12323399573677e-17,1,0.45822652172741,0.888835448654923,"#94A8D1"
"Passeriformes","Heilongjiang",14,6.12323399573677e-17,1,0.755749574354258,0.654860733945285,"#94A8D1"
"Passeriformes","Henan",22,6.12323399573677e-17,1,0.690079011482112,-0.72373403810507,"#94A8D1"
"Passeriformes","Hong Kong",1,6.12323399573677e-17,1,0.18925124436041,0.981928697262707,"#94A8D1"
"Passeriformes","Hubei",25,6.12323399573677e-17,1,0.909631995354518,-0.415415013001886,"#94A8D1"
"Passeriformes","Hunan",43,6.12323399573677e-17,1,0.18925124436041,-0.981928697262707,"#94A8D1"
"Passeriformes","Inner Mongolia",20,6.12323399573677e-17,1,0.814575952050336,-0.580056909571198,"#94A8D1"
"Passeriformes","Jiangsu",29,6.12323399573677e-17,1,0.45822652172741,-0.888835448654923,"#94A8D1"
"Passeriformes","Jiangxi",20,6.12323399573677e-17,1,0.998867339183008,0.0475819158237423,"#94A8D1"
"Passeriformes","Jilin",8,6.12323399573677e-17,1,0.945000818714669,0.327067963317421,"#94A8D1"
"Passeriformes","Liaoning",10,6.12323399573677e-17,1,0.945000818714668,-0.327067963317422,"#94A8D1"
"Passeriformes","Ningxia",12,6.12323399573677e-17,1,0.814575952050336,0.580056909571198,"#94A8D1"
"Passeriformes","Qinghai",21,6.12323399573677e-17,1,0.989821441880933,0.142314838273285,"#94A8D1"
"Passeriformes","Shaanxi",26,6.12323399573677e-17,1,0.28173255684143,-0.959492973614497,"#94A8D1"
"Passeriformes","Shandong",14,6.12323399573677e-17,1,0.971811568323542,0.235758935509427,"#94A8D1"
"Passeriformes","Shanghai",17,6.12323399573677e-17,1,0.866025403784439,0.5,"#94A8D1"
"Passeriformes","Shanxi",4,6.12323399573677e-17,1,0.28173255684143,0.959492973614497,"#94A8D1"
"Passeriformes","Sichuan",16,6.12323399573677e-17,1,0.971811568323542,-0.235758935509427,"#94A8D1"
"Passeriformes","Tianjin",11,6.12323399573677e-17,1,0.909631995354518,0.415415013001886,"#94A8D1"
"Passeriformes","Tibet",39,6.12323399573677e-17,1,6.12323399573677e-17,-1,"#94A8D1"
"Passeriformes","Xinjiang",18,6.12323399573677e-17,1,0.989821441880933,-0.142314838273285,"#94A8D1"
"Passeriformes","Yunnan",12,6.12323399573677e-17,1,0.0950560433041828,-0.995471922573085,"#94A8D1"
"Passeriformes","Zhejiang",17,6.12323399573677e-17,1,0.755749574354258,-0.654860733945285,"#94A8D1"
"Pelecaniformes","Anhui",3,-0.519583950035433,0.854419404546489,0.540640817455598,-0.841253532831181,"#8BC34A"
"Pelecaniformes","Gansu",2,-0.519583950035433,0.854419404546489,0.371662455660328,-0.928367933016073,"#8BC34A"
"Pelecaniformes","Guangdong",2,-0.519583950035433,0.854419404546489,0.540640817455598,0.841253532831181,"#8BC34A"
"Pelecaniformes","Guangxi",2,-0.519583950035433,0.854419404546489,0.618158986220605,-0.786053094742788,"#8BC34A"
"Pelecaniformes","Guizhou",4,-0.519583950035433,0.854419404546489,0.866025403784439,-0.5,"#8BC34A"
"Pelecaniformes","Hainan",2,-0.519583950035433,0.854419404546489,0.998867339183008,-0.0475819158237423,"#8BC34A"
"Pelecaniformes","Heilongjiang",1,-0.519583950035433,0.854419404546489,0.755749574354258,0.654860733945285,"#8BC34A"
"Pelecaniformes","Henan",1,-0.519583950035433,0.854419404546489,0.690079011482112,-0.72373403810507,"#8BC34A"
"Pelecaniformes","Hubei",1,-0.519583950035433,0.854419404546489,0.909631995354518,-0.415415013001886,"#8BC34A"
"Pelecaniformes","Hunan",1,-0.519583950035433,0.854419404546489,0.18925124436041,-0.981928697262707,"#8BC34A"
"Pelecaniformes","Jiangsu",4,-0.519583950035433,0.854419404546489,0.45822652172741,-0.888835448654923,"#8BC34A"
"Pelecaniformes","Jiangxi",1,-0.519583950035433,0.854419404546489,0.998867339183008,0.0475819158237423,"#8BC34A"
"Pelecaniformes","Jilin",1,-0.519583950035433,0.854419404546489,0.945000818714669,0.327067963317421,"#8BC34A"
"Pelecaniformes","Liaoning",2,-0.519583950035433,0.854419404546489,0.945000818714668,-0.327067963317422,"#8BC34A"
