scale_id,climate_id,climate_label,climate_var,effort_id,effort_label,effort_var,model,status,aic,convergence,pdHess,marginal_r2,conditional_r2,delta_aic
grid100,temp_grad,Temperature gradient,temp_grad_z,days,Birding days,log_effort_days_z,M4,ok,17.061505580079,0,FALSE,0.000451730368124721,,5.99983755333824
grid100,clim_velocity,Climate velocity,climate_velocity_z,record,Record-based (legacy),log_effort_record_z,M0,ok,11.0616680267408,1,FALSE,6.17562667876825e-08,0.999781020990601,0
grid100,clim_velocity,Climate velocity,climate_velocity_z,record,Record-based (legacy),log_effort_record_z,M1,ok,,0,FALSE,0.00028205487779801,,
grid100,clim_velocity,Climate velocity,climate_velocity_z,record,Record-based (legacy),log_effort_record_z,M2,ok,13.0616404158891,1,FALSE,0.00032015329671381,,1.9999723891483
grid100,clim_velocity,Climate velocity,climate_velocity_z,record,Record-based (legacy),log_effort_record_z,M3,ok,15.0616404983284,0,FALSE,0.000320094327314909,,3.99997247158763
grid100,clim_velocity,Climate velocity,climate_velocity_z,record,Record-based (legacy),log_effort_record_z,M4,ok,17.0616404984266,0,FALSE,0.000320079055145674,,5.99997247168585
grid100,clim_velocity,Climate velocity,climate_velocity_z,visits,Observer visits,log_effort_visits_z,M0,ok,11.0616680267408,1,FALSE,6.17562667876825e-08,0.999781020990601,0
grid100,clim_velocity,Climate velocity,climate_velocity_z,visits,Observer visits,log_effort_visits_z,M1,ok,,0,FALSE,0.00028205487779801,,
grid100,clim_velocity,Climate velocity,climate_velocity_z,visits,Observer visits,log_effort_visits_z,M2,ok,13.0616553405166,0,FALSE,6.22954658402141e-08,0.999781045250497,1.99998731377582
grid100,clim_velocity,Climate velocity,climate_velocity_z,visits,Observer visits,log_effort_visits_z,M3,ok,15.0616548844919,0,FALSE,0.000284436085922071,,3.99998685775108
grid100,clim_velocity,Climate velocity,climate_velocity_z,visits,Observer visits,log_effort_visits_z,M4,ok,17.0616548239359,0,FALSE,0.000284259448502526,,5.99998679719511
grid100,clim_velocity,Climate velocity,climate_velocity_z,pc1,PCA composite (PC1),effort_pc1_z,M0,ok,11.0616680267408,1,FALSE,6.17562667876825e-08,0.999781020990601,0
grid100,clim_velocity,Climate velocity,climate_velocity_z,pc1,PCA composite (PC1),effort_pc1_z,M1,ok,,0,FALSE,0.00028205487779801,,
grid100,clim_velocity,Climate velocity,climate_velocity_z,pc1,PCA composite (PC1),effort_pc1_z,M2,ok,13.0616532418553,0,FALSE,0.00028173324538654,,1.99998521511452
grid100,clim_velocity,Climate velocity,climate_velocity_z,pc1,PCA composite (PC1),effort_pc1_z,M3,ok,15.0616530167445,0,FALSE,0.000281899507477376,,3.99998499000367
grid100,clim_velocity,Climate velocity,climate_velocity_z,pc1,PCA composite (PC1),effort_pc1_z,M4,ok,17.0616521958382,0,FALSE,0.000283882029673226,,5.99998416909739
grid100,clim_velocity,Climate velocity,climate_velocity_z,days,Birding days,log_effort_days_z,M0,ok,11.0616680267408,1,FALSE,6.17562667876825e-08,0.999781020990601,0
grid100,clim_velocity,Climate velocity,climate_velocity_z,days,Birding days,log_effort_days_z,M1,ok,,0,FALSE,0.00028205487779801,,
grid100,clim_velocity,Climate velocity,climate_velocity_z,days,Birding days,log_effort_days_z,M2,ok,,0,FALSE,0.000287870070197545,,
