record_id,species,order,order_group,longitude,latitude,province_std,year
291,Stercorarius parasiticus,Charadriiformes,Charadriiformes,123.081944444444,46.2208333333333,Inner Mongolia,2019
289,Stercorarius longicaudus,Charadriiformes,Charadriiformes,120.640501640717,32.6722923316346,Jiangsu,2019
240,Calidris melanotos,Charadriiformes,Charadriiformes,121.606388888889,40.8622222222222,Liaoning,2019
248,Calidris minuta,Charadriiformes,Charadriiformes,124.083333333333,39.8166666666667,Liaoning,2019
255,Calidris pugnax,Charadriiformes,Charadriiformes,124.116666666667,39.8333333333333,Liaoning,2019
267,Limnodromus scolopaceus,Charadriiformes,Charadriiformes,123.928611111111,39.8197222222222,Liaoning,2019
191,Larus relictus,Charadriiformes,Charadriiformes,106.770277777778,37.7238888888889,Ningxia,2019
218,Rissa tridactyla,Charadriiformes,Charadriiformes,101.783333333333,36.6,Qinghai,2019
268,Limnodromus scolopaceus,Charadriiformes,Charadriiformes,110.204358333333,34.9455527777778,Shaanxi,2019
206,Onychoprion aleuticus,Charadriiformes,Charadriiformes,120.808333333333,36.2041666666667,Shandong,2019
210,Onychoprion anaethetus,Charadriiformes,Charadriiformes,120.680833333333,36.0091666666667,Shandong,2019
231,Calidris alpina,Charadriiformes,Charadriiformes,91.1627777777778,29.8961111111111,Xizang,2019
153,Charadrius hiaticula,Charadriiformes,Charadriiformes,121.268055555556,30.3852777777778,Zhejiang,2019
314,Chalcophaps indica,Columbiformes,Others,120.14045,27.5185611111111,Zhejiang,2019
343,Megaceryle lugubris,Coraciiformes,Others,102.658311111111,36.4078472222222,Qinghai,2019
344,Megaceryle lugubris,Coraciiformes,Others,95.2,29.25,Xizang,2019
394,Grus vipio,Gruiformes,Others,111.732611111111,38.02315,Shanxi,2019
453,Bombycilla japonica,Passeriformes,Passeriformes,104.156477777778,35.93935,Gansu,2019
937,Turdus viscivorus,Passeriformes,Passeriformes,101.333333333333,39.2666666666667,Gansu,2019
505,Emberiza melanocephala,Passeriformes,Passeriformes,109.068611111111,21.4575,Guangxi,2019
640,Ficedula mugimaki,Passeriformes,Passeriformes,106.678577777778,26.5376,Guizhou,2019
624,Eumyias thalassinus,Passeriformes,Passeriformes,109.678444444444,18.8645027777778,Hainan,2019
774,Phylloscopus intermedius,Passeriformes,Passeriformes,110.335044444444,20.0713694444444,Hainan,2019
719,Cephalopyrus flammiceps,Passeriformes,Passeriformes,110.45,31.5166666666667,Hubei,2019
492,Elachura formosa,Passeriformes,Passeriformes,113.85,29.3166666666667,Hubei,2019
771,Phylloscopus emeiensis,Passeriformes,Passeriformes,110.75,30.05,Hunan,2019
851,Abroscopus albogularis,Passeriformes,Passeriformes,118.547222222222,32.0633333333333,Jiangsu,2019
625,Eumyias thalassinus,Passeriformes,Passeriformes,120.396025,31.9918055555556,Jiangsu,2019
882,Sturnia sinensis,Passeriformes,Passeriformes,119.776855555556,33.8610333333333,Jiangsu,2019
683,Phoenicurus frontalis,Passeriformes,Passeriformes,115.556944444444,29.0161111111111,Jiangxi,2019
511,Emberiza siemsseni,Passeriformes,Passeriformes,106.372777777778,35.6583333333333,Ningxia,2019
834,Pycnonotus xanthorrhous,Passeriformes,Passeriformes,106.38696666666701,35.4053833333333,Ningxia,2019
917,Turdus boulboul,Passeriformes,Passeriformes,106.349122222222,35.2734305555556,Ningxia,2019
530,Carduelis carduelis,Passeriformes,Passeriformes,100.487452777778,36.5759027777778,Qinghai,2019
627,Eumyias thalassinus,Passeriformes,Passeriformes,102.677716666667,35.8062083333333,Qinghai,2019
654,Ficedula tricolor,Passeriformes,Passeriformes,102.681430555556,35.7969083333333,Qinghai,2019
663,Monticola solitarius,Passeriformes,Passeriformes,102.659555555556,35.8289916666667,Qinghai,2019
958,Zosterops erythropleurus,Passeriformes,Passeriformes,102.666666666667,35.8,Qinghai,2019
923,Turdus cardis,Passeriformes,Passeriformes,109.049166666667,34.3230555555556,Shaanxi,2019
744,Passer hispaniolensis,Passeriformes,Passeriformes,102.981138888889,30.8959972222222,Sichuan,2019
692,Saxicola ferreus,Passeriformes,Passeriformes,117.630555555556,39.0683333333333,Tianjin,2019
491,Dicrurus remifer,Passeriformes,Passeriformes,95.3405555555556,29.3044444444444,Xizang,2019
493,Elachura formosa,Passeriformes,Passeriformes,95.2833333333333,29.3166666666667,Xizang,2019
948,Erpornis zantholeuca,Passeriformes,Passeriformes,95.3405555555556,29.3044444444444,Xizang,2019
723,Melanochlora sultanea,Passeriformes,Passeriformes,95.2613888888889,29.2855555555556,Xizang,2019
949,Pteruthius rufiventer,Passeriformes,Passeriformes,95.2613888888889,29.2855555555556,Xizang,2019
861,Sitta formosa,Passeriformes,Passeriformes,95.36,29.33,Xizang,2019
895,Erythrogenys hypoleucos,Passeriformes,Passeriformes,97.5833333333333,24.45,Yunnan,2019
569,Lanius sphenocercus,Passeriformes,Passeriformes,103.216666666667,24.6,Yunnan,2019
975,Gorsachius melanolophus,Pelecaniformes,Pelecaniformes,119.365277777778,34.7477777777778,Jiangsu,2019
984,Ixobrychus cinnamomeus,Pelecaniformes,Pelecaniformes,101.894991666667,36.5647555555555,Qinghai,2019
976,Gorsachius melanolophus,Pelecaniformes,Pelecaniformes,118.448055555556,36.6763888888889,Shandong,2019
1004,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,89.0688888888889,31.0052777777778,Xizang,2019
962,Ardea purpurea,Pelecaniformes,Pelecaniformes,74.5727777777778,38.9425,Xinjiang,2019
1014,Phoenicopterus roseus,Phoenicopteriformes,Others,121.861883,31.603876,Shanghai,2019
1027,Picus chlorolophus,Piciformes,Others,95.2833333333333,27.2666666666667,Xizang,2019
1043,Calonectris leucomelas,Procellariiformes,Others,117.417772222222,38.7875916666667,Tianjin,2019
1038,Ardenna pacifica,Procellariiformes,Others,119.115969444444,28.0531444444444,Zhejiang,2019
1049,Bubo nipalensis,Strigiformes,Others,107.333333333333,28.8333333333333,Chongqing,2019
1060,Tyto alba,Strigiformes,Others,107.11063,21.88059,Hainan,2019
4,Accipiter soloensis,Accipitriformes,Accipitriformes,125.250472222222,49.0878333333333,Heilongjiang,2020
15,Aquila fasciata,Accipitriformes,Accipitriformes,110.007222222222,32.8530555555556,Shaanxi,2020
89,Branta bernicla,Anseriformes,Anseriformes,112.660555555556,34.8430555555556,Henan,2020
183,Gelochelidon nilotica,Charadriiformes,Charadriiformes,113.240675,28.184213888888898,Hunan,2020
175,Anous stolidus,Charadriiformes,Charadriiformes,120.620833333333,31.7591666666667,Jiangsu,2020
259,Calidris subminuta,Charadriiformes,Charadriiformes,128.238055555556,42.5738888888889,Jilin,2020
155,Charadrius mongolus,Charadriiformes,Charadriiformes,107.533002777778,33.6059972222222,Shaanxi,2020
270,Limnodromus semipalmatus,Charadriiformes,Charadriiformes,109.418736111111,34.8011583333333,Shaanxi,2020
202,Larus hyperboreus,Charadriiformes,Charadriiformes,111.498333333333,37.7994444444444,Shanxi,2020
334,Ceryle rudis,Coraciiformes,Others,109.008047222222,34.4150361111111,Shaanxi,2020
361,Eudynamys scolopaceus,Cuculiformes,Others,111.916666666667,35.4166666666667,Shanxi,2020
413,Gallicrex cinerea,Gruiformes,Others,108.53,36.08,Gansu,2020
762,Phylloscopus collybita,Passeriformes,Passeriformes,117.236380555556,32.7977166666667,Anhui,2020
913,Turdus boulboul,Passeriformes,Passeriformes,117.783823079207,27.8627283514116,Fujian,2020
438,Aegithalos concinnus,Passeriformes,Passeriformes,107.67,35.73,Gansu,2020
623,Eumyias thalassinus,Passeriformes,Passeriformes,105.380833333333,32.8730555555556,Gansu,2020
682,Phoenicurus erythronotus,Passeriformes,Passeriformes,98.5308888888889,39.7467777777778,Gansu,2020
694,Tarsiger chrysaeus,Passeriformes,Passeriformes,106.5673,26.2910944444444,Guizhou,2020
461,Pericrocotus divaricatus,Passeriformes,Passeriformes,108.819183333333,18.7011194444444,Hainan,2020
838,Spizixos semitorques,Passeriformes,Passeriformes,114.008055555556,37.1405555555556,Hebei,2020
668,Muscicapa muttui,Passeriformes,Passeriformes,111.842711111111,34.2597583333333,Henan,2020
914,Turdus boulboul,Passeriformes,Passeriformes,111.923612725831,33.4952944929414,Henan,2020
932,Turdus rubrocanus,Passeriformes,Passeriformes,114.248333333333,31.9361111111111,Henan,2020
432,Acrocephalus tangorum,Passeriformes,Passeriformes,114.41255,30.4422333333333,Hubei,2020
651,Ficedula superciliaris,Passeriformes,Passeriformes,110.453888888889,31.7172222222222,Hubei,2020
939,Zoothera dixoni,Passeriformes,Passeriformes,109.711111111111,29.9852777777778,Hubei,2020
596,Hypothymis azurea,Passeriformes,Passeriformes,120.848611111111,33.0666666666667,Jiangsu,2020
658,Larvivora brunnea,Passeriformes,Passeriformes,120.848611111111,33.0666666666667,Jiangsu,2020
806,Pitta nympha,Passeriformes,Passeriformes,126.067022222222,44.0724111111111,Jilin,2020
829,Pycnonotus sinensis,Passeriformes,Passeriformes,107.766666666667,33.9166666666667,Jilin,2020
577,Garrulax monileger,Passeriformes,Passeriformes,108.711583333333,32.6683055555556,Shaanxi,2020
705,Panurus biarmicus,Passeriformes,Passeriformes,109.8925,39.0738888888889,Shaanxi,2020
611,Cyornis glaucicomans,Passeriformes,Passeriformes,111.9025,35.3763888888889,Shanxi,2020
437,Aegithalos caudatus,Passeriformes,Passeriformes,117.586388888889,39.2988888888889,Tianjin,2020
898,Pomatorhinus superciliaris,Passeriformes,Passeriformes,88.95,27.46,Xizang,2020
920,Turdus boulboul,Passeriformes,Passeriformes,90.435,27.74,Xizang,2020
944,Zoothera monticola,Passeriformes,Passeriformes,91.96,27.99,Xizang,2020
824,Pycnonotus goiavier,Passeriformes,Passeriformes,101.266388888889,21.9322222222222,Yunnan,2020
690,Phoenicurus ochruros,Passeriformes,Passeriformes,122.19341,29.42679,Zhejiang,2020
947,Tephrodornis virgatus,Passeriformes,Passeriformes,119.870804,27.753049,Zhejiang,2020
986,Ixobrychus minutus,Pelecaniformes,Pelecaniformes,98.5466666666667,39.7340555555556,Gansu,2020
1078,Harpactes wardi,Trogoniformes,Others,89.0075,27.3102777777778,Xizang,2020
26,Circaetus gallicus,Accipitriformes,Accipitriformes,109.05,21.4530555555556,Guangxi,2021
55,Hieraaetus pennatus,Accipitriformes,Accipitriformes,110.873980555556,29.9746777777778,Hunan,2021
11,Accipiter trivirgatus,Accipitriformes,Accipitriformes,121.144419444444,38.7265055555556,Liaoning,2021
14,Aquila fasciata,Accipitriformes,Accipitriformes,121.144419444444,38.7265055555556,Liaoning,2021
37,Elanus caeruleus,Accipitriformes,Accipitriformes,121.144419444444,38.7265055555556,Liaoning,2021
17,Aquila heliaca,Accipitriformes,Accipitriformes,106.514444444444,38.5488888888889,Ningxia,2021
57,Hieraaetus pennatus,Accipitriformes,Accipitriformes,109.062777777778,34.3138888888889,Shaanxi,2021
47,Gyps tenuirostris,Accipitriformes,Accipitriformes,100.630277777778,23.7944444444444,Yunnan,2021
113,Dendrocygna javanica,Anseriformes,Anseriformes,106.650036111111,26.5079055555556,Guizhou,2021
97,Branta ruficollis,Anseriformes,Anseriformes,115.607816666667,37.6676666666667,Hebei,2021
122,Melanitta fusca,Anseriformes,Anseriformes,121.941666666667,30.9069444444444,Shanghai,2021
70,Aix galericulata,Anseriformes,Anseriformes,91.1824277777778,29.6496666666667,Xizang,2021
264,Limnodromus scolopaceus,Charadriiformes,Charadriiformes,108.830116666667,21.6231138888889,Guangxi,2021
220,Thalasseus bengalensis,Charadriiformes,Charadriiformes,108.515461111111,21.5888888888889,Guangxi,2021
253,Calidris pugnax,Charadriiformes,Charadriiformes,106.803055555556,26.5416666666667,Guizhou,2021
178,Chlidonias niger,Charadriiformes,Charadriiformes,114.410555555556,30.445,Hubei,2021
182,Gelochelidon nilotica,Charadriiformes,Charadriiformes,114.359286111111,30.6464416666667,Hubei,2021
186,Hydroprogne caspia,Charadriiformes,Charadriiformes,114.465833333333,30.7141666666667,Hubei,2021
237,Calidris falcinellus,Charadriiformes,Charadriiformes,109.4,34.8,Shaanxi,2021
154,Charadrius mongolus,Charadriiformes,Charadriiformes,109.25,34.6166666666667,Shaanxi,2021
162,Pluvialis apricaria,Charadriiformes,Charadriiformes,117.941666666667,38.2280555555556,Shandong,2021
250,Calidris minuta,Charadriiformes,Charadriiformes,104.545855555556,28.8051777777778,Sichuan,2021
262,Calidris tenuirostris,Charadriiformes,Charadriiformes,104.54,28.81,Sichuan,2021
152,Charadrius hiaticula,Charadriiformes,Charadriiformes,103.303055555556,23.5669444444444,Yunnan,2021
207,Onychoprion aleuticus,Charadriiformes,Charadriiformes,120.695446,27.1447888333333,Zhejiang,2021
302,Anastomus oscitans,Ciconiiformes,Others,107.5325,33.2330555555556,Shaanxi,2021
308,Ciconia nigra,Ciconiiformes,Others,98.8682388888889,29.5520888888889,Xizang,2021
317,Geopelia striata,Columbiformes,Others,101.263888888889,21.9169444444444,Yunnan,2021
329,Treron sieboldii,Columbiformes,Others,119.673055555556,27.7102777777778,Zhejiang,2021
357,Clamator jacobinus,Cuculiformes,Others,98.9,25.0333333333333,Yunnan,2021
376,Syrmaticus reevesii,Galliformes,Others,106.281666666667,24.7966666666667,Guangxi,2021
378,Tragopan temminckii,Galliformes,Others,110.383333333333,34.3833333333333,Henan,2021
374,Phasianus colchicus,Galliformes,Others,116.81,35.47,Shandong,2021
386,Gavia stellata,Gaviiformes,Others,116.196372222222,30.922775,Anhui,2021
400,Grus virgo,Gruiformes,Others,117.267338888889,31.6669861111111,Anhui,2021
398,Grus monacha,Gruiformes,Others,105.913333333333,37.7594444444444,Ningxia,2021
496,Emberiza chrysophrys,Passeriformes,Passeriformes,105.761180555556,33,Gansu,2021
819,Hypsipetes leucocephalus,Passeriformes,Passeriformes,105.753294444444,32.9887972222222,Gansu,2021
609,Cyornis glaucicomans,Passeriformes,Passeriformes,114.240277777778,31.0444444444444,Henan,2021
547,Mycerobas carnipes,Passeriformes,Passeriformes,110.383333333333,34.3833333333333,Henan,2021
607,Calliope obscura,Passeriformes,Passeriformes,110.360833333333,31.4619444444444,Hubei,2021
856,Cettia castaneocoronata,Passeriformes,Passeriformes,110.292086111111,31.4605222222222,Hubei,2021
630,Ficedula elisae,Passeriformes,Passeriformes,112.998816666667,28.2133555555556,Hunan,2021
687,Phoenicurus ochruros,Passeriformes,Passeriformes,110.43804,29.10025,Hunan,2021
908,Otocichla mupinensis,Passeriformes,Passeriformes,119.316666666667,30.9,Jiangsu,2021
791,Phylloscopus soror,Passeriformes,Passeriformes,120.8625,33.0705555555556,Jiangsu,2021
936,Turdus ruficollis,Passeriformes,Passeriformes,119.489166666667,31.5541666666667,Jiangsu,2021
452,Artamus fuscus,Passeriformes,Passeriformes,114.77969,24.941645,Jiangxi,2021
928,Turdus mandarinus,Passeriformes,Passeriformes,106.216666666667,37.35,Ningxia,2021
734,Passerculus sandwichensis,Passeriformes,Passeriformes,100.250833333333,34.4547222222222,Qinghai,2021
845,Remiz consobrinus,Passeriformes,Passeriformes,102.69053,24.810808,Sichuan,2021
604,Anthus roseatus,Passeriformes,Passeriformes,119.9,30.25,Zhejiang,2021
1001,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,120.783333333333,32.9833333333333,Jiangsu,2021
994,Pelecanus onocrotalus,Pelecaniformes,Pelecaniformes,119.05,35.4333333333333,Shandong,2021
1018,Phoenicopterus roseus,Phoenicopteriformes,Others,103.268611111111,26.7027777777778,Yunnan,2021
1030,Podiceps auritus,Podicipediformes,Others,100.437777777778,38.9716666666667,Gansu,2021
1061,Tyto alba,Strigiformes,Others,95.4634416666667,29.4942277777778,Xizang,2021
1065,Fregata andrewsi,Suliformes,Others,121.677744444444,38.8703916666667,Liaoning,2021
1068,Fregata ariel,Suliformes,Others,119.761972222222,41.1034722222222,Liaoning,2021
1072,Sula dactylatra,Suliformes,Others,122.285047194444,30.2507635277778,Zhejiang,2021
9,Accipiter trivirgatus,Accipitriformes,Accipitriformes,105.4,32.6,Gansu,2022
53,Hieraaetus pennatus,Accipitriformes,Accipitriformes,110.35,18.6666666666667,Hainan,2022
127,Mergus serrator,Anseriformes,Anseriformes,114.133333333333,28.1674583333333,Hunan,2022
115,Histrionicus histrionicus,Anseriformes,Anseriformes,120.854577777778,33.1220111111111,Jiangsu,2022
91,Branta canadensis,Anseriformes,Anseriformes,123.8,39.8333333333333,Liaoning,2022
132,Netta rufina,Anseriformes,Anseriformes,123.0175,39.6616666666667,Liaoning,2022
105,Clangula hyemalis,Anseriformes,Anseriformes,106.783333333333,37.75,Ningxia,2022
135,Oxyura leucocephala,Anseriformes,Anseriformes,104.8107601,31.3727799,Sichuan,2022
177,Chlidonias niger,Charadriiformes,Charadriiformes,100.466058333333,39.9908916666667,Gansu,2022
245,Calidris minuta,Charadriiformes,Charadriiformes,114.1025,30.4452777777778,Hubei,2022
196,Larus fuscus,Charadriiformes,Charadriiformes,114.118288888889,30.3340111111111,Hubei,2022
216,Rissa tridactyla,Charadriiformes,Charadriiformes,113.005127777778,28.2203916666667,Hunan,2022
181,Larus genei,Charadriiformes,Charadriiformes,116.3,29.3,Jiangxi,2022
243,Calidris melanotos,Charadriiformes,Charadriiformes,121.281208333333,28.1539361111111,Zhejiang,2022
315,Columba oenas,Columbiformes,Others,98.4442555555556,39.9136666666667,Gansu,2022
321,Spilopelia chinensis,Columbiformes,Others,125.401111111111,43.81,Jilin,2022
326,Treron seimundi,Columbiformes,Others,100.329722222222,24.8994444444444,Yunnan,2022
346,Coracias garrulus,Coraciiformes,Others,97.2940194444444,37.1853833333333,Qinghai,2022
350,Centropus bengalensis,Cuculiformes,Others,124.016666666667,41.8666666666667,Liaoning,2022
356,Clamator coromandus,Cuculiformes,Others,123.633333333333,39.85,Liaoning,2022
377,Tragopan caboti,Galliformes,Others,118.233055555556,29.4302777777778,Anhui,2022
375,Syrmaticus humiae,Galliformes,Others,104.366666666667,23.1,Yunnan,2022
421,Rallus aquaticus,Gruiformes,Others,117.354980555556,31.20475,Anhui,2022
393,Grus vipio,Gruiformes,Others,101.026944444444,38.3527777777778,Gansu,2022
404,Leucogeranus leucogeranus,Gruiformes,Others,102.72,36.59,Shaanxi,2022
418,Rallina eurizonoides,Gruiformes,Others,117.050277777778,36.2238888888889,Shandong,2022
837,Spizixos semitorques,Passeriformes,Passeriformes,116.334380555556,39.9395111111111,Beijing,2022
846,Remiz coronatus,Passeriformes,Passeriformes,103.450111111111,38.9652222222222,Gansu,2022
955,Staphida torqueola,Passeriformes,Passeriformes,105.466666666667,32.8833333333333,Gansu,2022
483,Temnurus temnurus,Passeriformes,Passeriformes,111.433333333333,21.7900083333333,Guangdong,2022
890,Curruca curruca,Passeriformes,Passeriformes,110.330930555556,20.0733027777778,Hainan,2022
558,Hirundo rustica,Passeriformes,Passeriformes,112.34,16.84,Hainan,2022
737,Passer domesticus,Passeriformes,Passeriformes,112.34,16.84,Hainan,2022
775,Phylloscopus intermedius,Passeriformes,Passeriformes,114.240277777778,31.0444444444444,Henan,2022
656,Larvivora akahige,Passeriformes,Passeriformes,114.233333333333,31.2,Hubei,2022
475,Prinia flaviventris,Passeriformes,Passeriformes,114.04,29.5747222222222,Hubei,2022
636,Ficedula hyperythra,Passeriformes,Passeriformes,110.566666666667,30.05,Hunan,2022
776,Phylloscopus intermedius,Passeriformes,Passeriformes,110.566666666667,30.05,Hunan,2022
783,Phylloscopus pulcher,Passeriformes,Passeriformes,112.916666666667,28.1666666666667,Hunan,2022
809,Prunella collaris,Passeriformes,Passeriformes,110.783333333333,30.1,Hunan,2022
847,Remiz coronatus,Passeriformes,Passeriformes,101.649666666667,39.2131388888889,Inner Mongolia,2022
866,Acridotheres tristis,Passeriformes,Passeriformes,115.351111111111,26.2986111111111,Jiangxi,2022
710,Paradoxornis heudei,Passeriformes,Passeriformes,123.576944444444,45.9308333333333,Jilin,2022
643,Ficedula narcissina,Passeriformes,Passeriformes,124.145555555556,39.8711111111111,Liaoning,2022
910,Otocichla mupinensis,Passeriformes,Passeriformes,123.9,39.8166666666667,Liaoning,2022
457,Plectrophenax nivalis,Passeriformes,Passeriformes,123.683333333333,39.8166666666667,Liaoning,2022
454,Bombycilla japonica,Passeriformes,Passeriformes,106.266666666667,38.4833333333333,Ningxia,2022
622,Erithacus rubecula,Passeriformes,Passeriformes,106.933333333333,38.8666666666667,Ningxia,2022
532,Carpodacus vinaceus,Passeriformes,Passeriformes,117.100555555556,36.2588888888889,Shandong,2022
872,Gracupica nigricollis,Passeriformes,Passeriformes,122.689102777778,37.4,Shandong,2022
563,Lanius borealis,Passeriformes,Passeriformes,97.4223305555556,39.1733555555556,Xizang,2022
706,Moupinia poecilotis,Passeriformes,Passeriformes,98.4333333333333,28.3666666666667,Xizang,2022
748,Pellorneum tickelli,Passeriformes,Passeriformes,95.14,29.2305555555556,Xizang,2022
434,Iduna caligata,Passeriformes,Passeriformes,121.533472222222,28.6204583333333,Zhejiang,2022
565,Lanius isabellinus,Passeriformes,Passeriformes,121.538465,28.3372386111111,Zhejiang,2022
680,Oenanthe deserti,Passeriformes,Passeriformes,120.892883333333,27.8554138888889,Zhejiang,2022
921,Turdus boulboul,Passeriformes,Passeriformes,119.716666666667,30.25,Zhejiang,2022
998,Plegadis falcinellus,Pelecaniformes,Pelecaniformes,109.316180555556,19.7474194444444,Hainan,2022
981,Oroanassa magnifica,Pelecaniformes,Pelecaniformes,108.35,33,Shaanxi,2022
1008,Phoenicopterus roseus,Phoenicopteriformes,Others,121.266666666667,40.2666666666667,Liaoning,2022
1019,Indicator xanthonotus,Piciformes,Others,103.0182304,29.1714967,Sichuan,2022
1036,Oceanites oceanicus,Procellariiformes,Others,120.151388888889,30.2477777777778,Zhejiang,2022
1055,Otus semitorques,Strigiformes,Others,110.816666666667,40.8516666666667,Inner Mongolia,2022
33,Clanga clanga,Accipitriformes,Accipitriformes,104.083333333333,35.8166666666667,Gansu,2023
18,Aviceda jerdoni,Accipitriformes,Accipitriformes,111.444166666667,21.8275,Guangdong,2023
16,Aquila heliaca,Accipitriformes,Accipitriformes,110.869652972222,29.977657,Hunan,2023
27,Circaetus gallicus,Accipitriformes,Accipitriformes,110.873888888889,29.9747222222222,Hunan,2023
5,Accipiter soloensis,Accipitriformes,Accipitriformes,105.66,38.11,Inner Mongolia,2023
38,Elanus caeruleus,Accipitriformes,Accipitriformes,106.78,39.73,Inner Mongolia,2023
60,Ictinaetus malaiensis,Accipitriformes,Accipitriformes,118.62,36.1958333333333,Shandong,2023
23,Aviceda leuphotes,Accipitriformes,Accipitriformes,111.380555555556,35.0116666666667,Shanxi,2023
31,Circus macrourus,Accipitriformes,Accipitriformes,120.63,27.86,Zhejiang,2023
73,Anser albifrons,Anseriformes,Anseriformes,105.763888888889,32.9986111111111,Gansu,2023
131,Netta rufina,Anseriformes,Anseriformes,125.35,43.8833333333333,Jilin,2023
72,Anas carolinensis,Anseriformes,Anseriformes,119.426944444444,35.3697222222222,Shandong,2023
84,Aythya collaris,Anseriformes,Anseriformes,120.083333333333,36.25,Shandong,2023
119,Mareca falcata,Anseriformes,Anseriformes,87.6333333333333,44.1833333333333,Xinjiang,2023
169,Ibidorhyncha struthersii,Charadriiformes,Charadriiformes,116.493333333333,30.6622222222222,Anhui,2023
170,Hydrophasianus chirurgus,Charadriiformes,Charadriiformes,107.916666666667,35.4986111111111,Gansu,2023
278,Phalaropus fulicarius,Charadriiformes,Charadriiformes,110.373055555556,20.0208333333333,Hainan,2023
197,Larus fuscus,Charadriiformes,Charadriiformes,100.68725,42.422608,Inner Mongolia,2023
217,Rissa tridactyla,Charadriiformes,Charadriiformes,125.348911111111,43.8122277777778,Jilin,2023
212,Onychoprion fuscatus,Charadriiformes,Charadriiformes,102.001358,23.599059,Yunnan,2023
234,Calidris bairdii,Charadriiformes,Charadriiformes,120.636111111111,27.5441666666667,Zhejiang,2023
297,Turnix suscitator,Charadriiformes,Charadriiformes,121.021666666667,28.8588888888889,Zhejiang,2023
299,Anastomus oscitans,Ciconiiformes,Others,114.161388888889,38.2444444444444,Hebei,2023
311,Chalcophaps indica,Columbiformes,Others,117.90538,31.63939,Anhui,2023
323,Spilopelia senegalensis,Columbiformes,Others,97.1088888888889,40.4672222222222,Gansu,2023
325,Treron curvirostra,Columbiformes,Others,112.552894444444,23.1676138888889,Guangdong,2023
330,Treron sphenurus,Columbiformes,Others,112.55,23.17,Guangdong,2023
347,Merops philippinus,Coraciiformes,Others,111.238,33.0619916666667,Henan,2023
382,Gavia arctica,Gaviiformes,Others,123.333333333333,41.8333333333333,Liaoning,2023
384,Gavia arctica,Gaviiformes,Others,99.7572222222222,27.5894444444444,Yunnan,2023
409,Amaurornis phoenicurus,Gruiformes,Others,105.80718,38.663652,Inner Mongolia,2023
399,Grus nigricollis,Gruiformes,Others,110.335238888889,40.4862861111111,Inner Mongolia,2023
422,Rallus aquaticus,Gruiformes,Others,106.25318,38.27749,Inner Mongolia,2023
423,Rallus aquaticus,Gruiformes,Others,106.27,38.2,Ningxia,2023
395,Grus vipio,Gruiformes,Others,105.511388888889,32.7005555555556,Sichuan,2023
912,Turdus boulboul,Passeriformes,Passeriformes,115.683333333333,31.2666666666667,Anhui,2023
495,Emberiza chrysophrys,Passeriformes,Passeriformes,102.565555555556,34.5669444444444,Gansu,2023
439,Aegithalos concinnus,Passeriformes,Passeriformes,115.656666666667,37.7438888888889,Hebei,2023
695,Tarsiger chrysaeus,Passeriformes,Passeriformes,113.9,35.3166666666667,Henan,2023
538,Fringilla coelebs,Passeriformes,Passeriformes,111.184722222222,29.5025,Hunan,2023
781,Phylloscopus omeiensis,Passeriformes,Passeriformes,110.6,30.05,Hunan,2023
790,Phylloscopus soror,Passeriformes,Passeriformes,110.6,30.05,Hunan,2023
841,Regulus regulus,Passeriformes,Passeriformes,102.94,28.1833333333333,Hunan,2023
696,Tarsiger chrysaeus,Passeriformes,Passeriformes,110.558888888889,29.3377777777778,Hunan,2023
426,Acrocephalus agricola,Passeriformes,Passeriformes,101.12,42.06,Inner Mongolia,2023
443,Alauda gulgula,Passeriformes,Passeriformes,120.26457,30.18534,Inner Mongolia,2023
529,Carduelis carduelis,Passeriformes,Passeriformes,126.66285,45.74208,Inner Mongolia,2023
503,Emberiza hortulana,Passeriformes,Passeriformes,108.57,38.98,Inner Mongolia,2023
626,Eumyias thalassinus,Passeriformes,Passeriformes,105.80718,38.663652,Inner Mongolia,2023
543,Linaria cannabina,Passeriformes,Passeriformes,105.88381,38.97513,Inner Mongolia,2023
768,Phylloscopus collybita,Passeriformes,Passeriformes,105.66899,38.833507,Inner Mongolia,2023
793,Phylloscopus subaffinis,Passeriformes,Passeriformes,105.66,38.83,Inner Mongolia,2023
731,Pseudopodoces humilis,Passeriformes,Passeriformes,105.17885,23.614417,Inner Mongolia,2023
848,Remiz coronatus,Passeriformes,Passeriformes,105.66899,38.833507,Inner Mongolia,2023
934,Turdus rubrocanus,Passeriformes,Passeriformes,103.7,38.3,Inner Mongolia,2023
938,Turdus viscivorus,Passeriformes,Passeriformes,101.07473,42.129931,Inner Mongolia,2023
476,Prinia flaviventris,Passeriformes,Passeriformes,121.435555555556,32.3413888888889,Jiangsu,2023
739,Passer domesticus,Passeriformes,Passeriformes,116.084787334745,29.0647862110635,Jiangxi,2023
864,Acridotheres cristatellus,Passeriformes,Passeriformes,125.55,43.8,Jilin,2023
720,Cyanistes cyanus,Passeriformes,Passeriformes,125.35,43.8333333333333,Jilin,2023
621,Erithacus rubecula,Passeriformes,Passeriformes,125.36465,43.8763222222222,Jilin,2023
478,Prinia inornata,Passeriformes,Passeriformes,108.699182,32.754791,Shaanxi,2023
931,Turdus pilaris,Passeriformes,Passeriformes,108.751666666667,34.1397222222222,Shaanxi,2023
