record_type,species,shp_species,order_occurrence,family_occurrence,longitude,latitude,cell_id,points_used_csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.541245,27.666384,918463,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.55641,27.662712,918464,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.826749,25.206544,1005648,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.890542,25.329521,1001216,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,97.83571,24.39181,1033707,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.2869,25.86998,982011,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.305413,27.604288,919936,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.368965,27.631323,918459,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.6944,25.131935,1007123,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.80288,25.229336,1004170,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.789116,25.304213,1001213,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,104.891667,24.675,1023530,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,101.275,24.475,1030833,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,100.9,22.7,1094378,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,100.716667,23.533333,1064814,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.4,27.6,919938,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.266667,26.5,959841,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,100.3,25.266667,1002728,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.2,27.1,937669,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,101.5,25.033333,1011625,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,101.65,24.683333,1023452,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.516667,25,1013031,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,97.8,24,1048486,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,97.9,24.2,1041098,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,101.5,21.4,1140211,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,100.9,21.875,1123938,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.266667,27.216667,933237,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,105,24.5,1030923,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,100.666667,24.4,1033775,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.6,24.3,1036705,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.566667,24.1,1044094,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.6,24.45,1032247,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.5,24.4,1033723,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,100.7,23.4,1069247,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.5,25.1,1008597,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,100,25.666667,987941,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.891464,25.583332,992372,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,98.48031,25.018572,1011552,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Syrmaticus humiae,Syrmaticus humiae,NA,NA,99.811584,25.567595,992370,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/syrmaticus_humiae_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,116.30407,40.13626,475466,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,116.34245,40.14123,475467,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,116.41338,39.91093,484336,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,120.21892,22.8402,1088930,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,87.39712,47.15816,226468,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,87.36866,47.2037,224989,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,114.01428,30.87252,805005,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,鸻形目,鹬科,106.48184,29.40516,856554,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,110.658315,21.27692,1144864,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,117.3,25.9,980966,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,116.25209,40.10609,476943,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,116.294075,40.124428,476944,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,120.14624,30.243252,827322,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,121.493004,29.124744,867260,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,110.49,20.974,1155206,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,110.177864,20.8846,1158155,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,117.03083,40.510277,462181,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,114.884796,43.415916,360148,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,116.944031,40.493417,463657,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Phalaropus fulicarius,Phalaropus fulicarius,NA,NA,120.95602,27.922482,908631,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/phalaropus_fulicarius_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,121.37756,49.57554,141560,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,121.41427,49.5951,140082,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,121.43165,49.57132,141561,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,116.25524,40.27784,471031,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,116.24868,40.27731,471030,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,116.41338,39.91093,484336,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,114.06444,30.69677,810918,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,114.18007,30.60587,813877,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,鹤形目,秧鸡科,114.18428,30.75006,807965,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,121.497665,49.625374,138606,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,115.8417,40.379883,466587,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,112.997485,23.499441,1066586,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,116.126045,29.368458,858264,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,121.65355,49.655487,138610,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,120.85567,27.909256,910107,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,115.902777,40.4019,466588,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,121.55475,49.636612,138608,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,121.50591,49.626846,138607,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,116.01792,29.17983,864173,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,116.43317,28.870571,876007,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,122.03542,39.1283,511075,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,118.831795,39.138420000000004,510998,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,118.82057,47.839892999999996,202096,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,119.5171,39.82856,487367,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,120.280014,33.405605,714997,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,119.51197,39.84344,485889,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,120.37194,36.09861,618929,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,122.112717,48.830983,168181,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,119.30611,26.06139,975102,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,119.37888,26.02805,976582,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,100.56667,26.23333,968740,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,102.5,30.5,818031,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Coturnicops exquisitus,Coturnicops exquisitus,NA,NA,105.46358,28.905243,874266,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/coturnicops_exquisitus_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,雀形目,燕科,109.27947,19.72567,1199517,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.573411,24.709908,1021876,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,98.124095,24.440379,1032235,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.983187,24.053255,1045534,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.588295,24.76016,1020399,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.87849,23.987038,1048488,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.97447,24.701612,1023364,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.53937,24.44201,1032221,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.5832,24.704788,1023354,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.565125,24.75035,1020398,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,98.063995,24.088182,1044058,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,101.27578,21.921965,1120991,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.79921,23.98464,1048486,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.58451,24.610987,1026311,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.658844,23.872402,1052916,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Hirundo smithii,Hirundo smithii,NA,NA,97.98093,24.11837,1044056,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/hirundo_smithii_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,潜鸟目,潜鸟科,116.62726,40.36713,468084,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,潜鸟目,潜鸟科,113.9409,23.05977,1081389,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,潜鸟目,潜鸟科,113.90323,22.90388,1087300,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,潜鸟目,潜鸟科,113.91663,23.07592,1081388,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,潜鸟目,潜鸟科,113.80918,23.00533,1082864,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,潜鸟目,潜鸟科,113.90117,22.97255,1084344,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,潜鸟目,潜鸟科,113.88612,22.93622,1085822,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,NA,NA,113.26653,23.132191,1078417,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,NA,NA,122.36537,29.93557,837721,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,NA,NA,113.902345,23.014197,1082866,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Gavia pacifica,Gavia pacifica,NA,NA,113.867516,23.086948,1079909,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/gavia_pacifica_points_used.csv
occurrence_point_used_for_modeling,Cyornis rubeculoides,Cyornis rubeculoides,雀形目,鹟科,103.95043,30.84218,804763,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/cyornis_rubeculoides_points_used.csv
occurrence_point_used_for_modeling,Cyornis rubeculoides,Cyornis rubeculoides,雀形目,鹟科,104.09448,30.635,812157,tasks/bird_sdm_distribution_modeling_rescue_1980_2025_gbif/data/points_used/cyornis_rubeculoides_points_used.csv
