species,algorithm,fold,available,auc,tss,threshold
Halcyon coromanda,GAM,3,TRUE,0.7638190954773869,0.5087939698492461,0.006137620366859765
Halcyon coromanda,GAM,4,TRUE,1,0.9504950495049505,0.052723473852359204
Halcyon coromanda,GAM,5,TRUE,0.5251256281407035,0.28308207705192623,0.03592560395854666
Halcyon coromanda,GBM,1,TRUE,0.8181818181818182,0.6616161616161618,5.929602689416808e-4
Halcyon coromanda,GBM,2,TRUE,0.8168316831683168,0.801980198019802,0.0029754214600043885
Halcyon coromanda,GBM,3,TRUE,0.8391959798994976,0.6595477386934674,0.002500323607469193
Halcyon coromanda,GBM,4,TRUE,1,0.9504950495049505,0.0698020441143151
Halcyon coromanda,GBM,5,TRUE,0.5050251256281406,0.28308207705192623,0.006111037652285722
Halcyon coromanda,RF,1,TRUE,0.6232323232323232,0.29898989898989914,0.013333333333333334
Halcyon coromanda,RF,2,TRUE,0.9306930693069307,0.9009900990099009,0.036000000000000136
Halcyon coromanda,RF,3,TRUE,0.6846733668341709,0.4396984924623115,0.02666666666666667
Halcyon coromanda,RF,4,TRUE,1,0.9504950495049505,0.06299999999999993
Halcyon coromanda,RF,5,TRUE,0.5862646566164154,0.2780569514237856,0.03
Halcyon coromanda,MaxEnt,1,TRUE,NA,NA,NA
Halcyon coromanda,MaxEnt,2,TRUE,NA,NA,NA
Halcyon coromanda,MaxEnt,3,TRUE,NA,NA,NA
Halcyon coromanda,MaxEnt,4,TRUE,NA,NA,NA
Halcyon coromanda,MaxEnt,5,TRUE,NA,NA,NA
Branta canadensis,GLM,1,TRUE,0.8872305140961857,0.7611940298507462,0.019841196636241978
Branta canadensis,GLM,2,TRUE,0.8391089108910892,0.6534653465346536,0.017786180430799273
Branta canadensis,GLM,3,TRUE,0.9413265306122449,0.8316326530612246,0.023457830903739124
Branta canadensis,GLM,4,TRUE,0.7029702970297029,0.7029702970297029,0.018878562658900647
Branta canadensis,GLM,5,TRUE,0.6080402010050251,0.3542713567839195,0.01801649912883127
Branta canadensis,GAM,1,TRUE,0.6749585406301825,0.5223880597014925,0.026430366730050704
Branta canadensis,GAM,2,TRUE,0.8688118811881188,0.7079207920792079,0.014295939220372743
Branta canadensis,GAM,3,TRUE,0.9770408163265306,0.8826530612244898,0.0291880458156618
Branta canadensis,GAM,4,TRUE,0.8861386138613861,0.8514851485148514,0.035709585323356725
Branta canadensis,GAM,5,TRUE,0.6199748743718593,0.4547738693467336,0.037256201640549075
Branta canadensis,GBM,1,TRUE,0.6417910447761194,0.47263681592039797,0.0026820466367267265
Branta canadensis,GBM,2,TRUE,0.7586633663366337,0.5,0.0019114216041951858
Branta canadensis,GBM,3,TRUE,0.8354591836734694,0.7015306122448979,0.004348242955900694
Branta canadensis,GBM,4,TRUE,0.9702970297029703,0.9504950495049505,0.03415347267878118
Branta canadensis,GBM,5,TRUE,0.6319095477386935,0.4547738693467336,0.009315878545604797
Branta canadensis,RF,1,TRUE,0.8325041459369817,0.6815920398009951,0.0033333333333333335
Branta canadensis,RF,2,TRUE,0.6707920792079207,0.45049504950495045,0.09699999999999989
Branta canadensis,RF,3,TRUE,0.9534438775510204,0.7806122448979593,0.004166666666666762
Branta canadensis,RF,4,TRUE,0.9777227722772277,0.9504950495049505,0.09866666666666637
Branta canadensis,RF,5,TRUE,0.6909547738693468,0.4547738693467336,0.04633333333333326
Branta canadensis,MaxEnt,1,TRUE,NA,NA,NA
Branta canadensis,MaxEnt,2,TRUE,NA,NA,NA
Branta canadensis,MaxEnt,3,TRUE,NA,NA,NA
Branta canadensis,MaxEnt,4,TRUE,NA,NA,NA
Branta canadensis,MaxEnt,5,TRUE,NA,NA,NA
Pnoepyga immaculata,GLM,1,TRUE,0.9676616915422885,0.9054726368159205,0.0030370636503808993
Pnoepyga immaculata,GLM,2,TRUE,0.9900497512437811,0.955223880597015,0.008123217612202468
Pnoepyga immaculata,GLM,3,TRUE,0.9575,0.905,1.1407325727920138e-4
Pnoepyga immaculata,GLM,4,TRUE,1,0.969543147208122,0.023838437224089834
Pnoepyga immaculata,GLM,5,TRUE,1,0.9502487562189055,0.015556868722271647
Pnoepyga immaculata,GAM,1,TRUE,0.75,0,2.2204460492503126e-16
Pnoepyga immaculata,GAM,2,TRUE,0.9900497512437811,0.955223880597015,1.0474461177496287e-4
Pnoepyga immaculata,GAM,3,TRUE,0.745,0,2.2204460492503126e-16
Pnoepyga immaculata,GAM,4,TRUE,0.9989847715736041,0.969543147208122,0.016886163077453116
Pnoepyga immaculata,GAM,5,TRUE,1,0.9502487562189055,0.010937257474716069
Pnoepyga immaculata,GBM,1,TRUE,1,0.955223880597015,3.650266515126792e-6
Pnoepyga immaculata,GBM,2,TRUE,0.9800995024875623,0.955223880597015,3.2243428730524375e-6
Pnoepyga immaculata,GBM,3,TRUE,0.9924999999999999,0.9550000000000001,4.935126353767092e-6
Pnoepyga immaculata,GBM,4,TRUE,0.9979695431472081,0.969543147208122,2.4405987949727775e-5
Pnoepyga immaculata,GBM,5,TRUE,1,0.9452736318407959,3.5083210387227853e-6
Pnoepyga immaculata,RF,1,TRUE,1,0.955223880597015,0.01933333333333318
Pnoepyga immaculata,RF,2,TRUE,0.9825870646766169,0.9452736318407959,0.01
Pnoepyga immaculata,RF,3,TRUE,0.9875,0.9550000000000001,0.019666666666666593
Pnoepyga immaculata,RF,4,TRUE,0.9969543147208122,0.969543147208122,0.036166666666666555
Pnoepyga immaculata,RF,5,TRUE,1,0.9502487562189055,0.006499999999999962
Pnoepyga immaculata,MaxEnt,1,TRUE,NA,NA,NA
Pnoepyga immaculata,MaxEnt,2,TRUE,NA,NA,NA
Pnoepyga immaculata,MaxEnt,3,TRUE,NA,NA,NA
Pnoepyga immaculata,MaxEnt,4,TRUE,NA,NA,NA
Pnoepyga immaculata,MaxEnt,5,TRUE,NA,NA,NA
Melanitta fusca,GLM,1,TRUE,0.905,0.76,0.01800392805767199
Melanitta fusca,GLM,2,TRUE,0.9752475247524752,0.9504950495049505,0.034774256992056565
Melanitta fusca,GLM,3,TRUE,0.6733333333333333,0.5716666666666668,0.025141020540988497
Melanitta fusca,GLM,4,TRUE,0.6388888888888888,0.4545454545454546,0.03564238750713786
Melanitta fusca,GLM,5,TRUE,0.64,0.44999999999999996,0.03738025954804335
Melanitta fusca,GAM,1,TRUE,0.85,0.6216666666666666,0.04954214851692741
Melanitta fusca,GAM,2,TRUE,0.9851485148514851,0.9504950495049505,0.03748303537778355
Melanitta fusca,GAM,3,TRUE,0.6966666666666667,0.6216666666666666,0.03638690825282249
Melanitta fusca,GAM,4,TRUE,0.6805555555555556,0.4545454545454546,0.035280226509148846
Melanitta fusca,GAM,5,TRUE,0.57,0.44999999999999996,0.04000474047914154
Melanitta fusca,GBM,1,TRUE,0.88,0.6216666666666666,0.013996383814204146
Melanitta fusca,GBM,2,TRUE,1,0.9504950495049505,0.016376704616854955
Melanitta fusca,GBM,3,TRUE,0.6433333333333333,0.5216666666666665,0.0025832397745614577
Melanitta fusca,GBM,4,TRUE,0.5738636363636364,0.4545454545454546,0.02180766431342825
Melanitta fusca,GBM,5,TRUE,0.50625,0.44999999999999996,0.018497751902957663
Melanitta fusca,RF,1,TRUE,0.7799999999999999,0.6216666666666666,0.05266666666666652
Melanitta fusca,RF,2,TRUE,1,0.9504950495049505,0.05633333333333325
Melanitta fusca,RF,3,TRUE,0.7458333333333332,0.5666666666666667,0.02666666666666667
Melanitta fusca,RF,4,TRUE,0.6691919191919191,0.4545454545454546,0.05649999999999996
Melanitta fusca,RF,5,TRUE,0.6675,0.44499999999999984,0.05333333333333334
Melanitta fusca,MaxEnt,1,TRUE,NA,NA,NA
Melanitta fusca,MaxEnt,2,TRUE,NA,NA,NA
Melanitta fusca,MaxEnt,3,TRUE,NA,NA,NA
Melanitta fusca,MaxEnt,4,TRUE,NA,NA,NA
Melanitta fusca,MaxEnt,5,TRUE,NA,NA,NA
Stercorarius parasiticus,GLM,1,TRUE,0.736318407960199,0.6218905472636815,0.0457216508837504
Stercorarius parasiticus,GLM,2,TRUE,0.68375,0.19999999999999996,0.05850058722745876
Stercorarius parasiticus,GLM,3,TRUE,0.8078817733990148,0.8029556650246306,0.019739744952670515
Stercorarius parasiticus,GLM,4,TRUE,0.6362098138747885,0.4593908629441623,0.04174264758596992
Stercorarius parasiticus,GLM,5,TRUE,0.9095477386934674,0.6633165829145728,0.012405301621425984
Stercorarius parasiticus,GAM,1,TRUE,0.7429519071310116,0.6218905472636815,0.035984886177169786
Stercorarius parasiticus,GAM,2,TRUE,0.55625,0.19999999999999996,0.04251061403249215
Stercorarius parasiticus,GAM,3,TRUE,0.5073891625615764,0.45320197044334964,0.0054529391879323385
Stercorarius parasiticus,GAM,4,TRUE,0.7360406091370558,0.5803722504230118,0.021752359648847284
Stercorarius parasiticus,GAM,5,TRUE,0.842964824120603,0.7097989949748744,0.04925328602964262
Stercorarius parasiticus,GBM,1,TRUE,0.9759535655058043,0.9054726368159205,0.0034911988335728722
Stercorarius parasiticus,GBM,2,TRUE,0.89125,0.7650000000000001,7.606407311291673e-4
Stercorarius parasiticus,GBM,3,TRUE,0.770935960591133,0.16748768472906406,9.603345512269654e-4
Stercorarius parasiticus,GBM,4,TRUE,0.7884940778341794,0.5803722504230118,0.004010849567629325
Stercorarius parasiticus,GBM,5,TRUE,0.8121859296482412,0.7097989949748744,0.020581696978643357
Stercorarius parasiticus,RF,1,TRUE,0.9742951907131011,0.9104477611940298,0.015666666666666725
Stercorarius parasiticus,RF,2,TRUE,0.835625,0.7050000000000001,0.03
Stercorarius parasiticus,RF,3,TRUE,0.7561576354679803,0.7339901477832513,0.006666666666666667
Stercorarius parasiticus,RF,4,TRUE,0.793570219966159,0.6311336717428087,0.05833333333333295
Stercorarius parasiticus,RF,5,TRUE,0.8410804020100502,0.7097989949748744,0.07899999999999976
Stercorarius parasiticus,MaxEnt,1,TRUE,NA,NA,NA
Stercorarius parasiticus,MaxEnt,2,TRUE,NA,NA,NA
Stercorarius parasiticus,MaxEnt,3,TRUE,NA,NA,NA
Stercorarius parasiticus,MaxEnt,4,TRUE,NA,NA,NA
Stercorarius parasiticus,MaxEnt,5,TRUE,NA,NA,NA
Anous stolidus,GLM,1,TRUE,NA,NA,NA
Anous stolidus,GLM,2,TRUE,0.8090909090909091,0.509090909090909,0.025728531636124426
Anous stolidus,GLM,3,TRUE,0.9575,0.905,0.024735045979205103
Anous stolidus,GLM,4,TRUE,0.6915422885572139,0.6517412935323383,0.007366146636549694
Anous stolidus,GLM,5,TRUE,0.8547979797979798,0.7095959595959596,0.04380057747133963
Anous stolidus,GAM,1,TRUE,NA,NA,NA
Anous stolidus,GAM,2,TRUE,0.7808080808080808,0.5121212121212122,0.006856616320783473
Anous stolidus,GAM,3,TRUE,0.965,0.9550000000000001,0.04572635542994029
Anous stolidus,GAM,4,TRUE,0.7512437810945274,0.7512437810945274,0.008349582389397746
Anous stolidus,GAM,5,TRUE,0.7803030303030303,0.6085858585858586,0.008600700446014659
Anous stolidus,GBM,1,TRUE,NA,NA,NA
Anous stolidus,GBM,2,TRUE,0.4601010101010101,0.20303030303030312,0.0013585291239805294
Anous stolidus,GBM,3,TRUE,0.9275,0.855,0.003497383794680122
Anous stolidus,GBM,4,TRUE,0.6318407960199005,0.6019900497512438,0.0011336855989804398
Anous stolidus,GBM,5,TRUE,0.5820707070707071,0.10606060606060597,2.467758495873593e-4
Anous stolidus,RF,1,TRUE,NA,NA,NA
Anous stolidus,RF,2,TRUE,0.6994949494949495,0.509090909090909,0.036000000000000136
Anous stolidus,RF,3,TRUE,0.875,0.7149999999999999,0.0033333333333333335
Anous stolidus,RF,4,TRUE,0.7786069651741294,0.616915422885572,0.0033333333333333335
Anous stolidus,RF,5,TRUE,0.6085858585858586,0.297979797979798,0.0033333333333333335
Anous stolidus,MaxEnt,1,TRUE,NA,NA,NA
Anous stolidus,MaxEnt,2,TRUE,NA,NA,NA
Anous stolidus,MaxEnt,3,TRUE,NA,NA,NA
Anous stolidus,MaxEnt,4,TRUE,NA,NA,NA
Anous stolidus,MaxEnt,5,TRUE,NA,NA,NA
Helopsaltes pleskei,GLM,1,TRUE,0.955,0.8599999999999999,0.012663546325869402
Helopsaltes pleskei,GLM,2,TRUE,0.914572864321608,0.7587939698492461,0.0025291519561637995
Helopsaltes pleskei,GLM,3,TRUE,0.9751243781094527,0.9502487562189055,0.04765344806135476
Helopsaltes pleskei,GLM,4,TRUE,0.6875,0.44999999999999996,0.021221379406973908
Helopsaltes pleskei,GLM,5,TRUE,1,0.9550000000000001,0.05518265960425738
Helopsaltes pleskei,GAM,1,TRUE,0.9833333333333333,0.9100000000000001,0.018896516649032004
Helopsaltes pleskei,GAM,2,TRUE,0.8994974874371859,0.708542713567839,4.1984817351025684e-4
Helopsaltes pleskei,GAM,3,TRUE,0.9751243781094527,0.9502487562189055,0.0447459125267467
Helopsaltes pleskei,GAM,4,TRUE,0.6975,0.44999999999999996,0.02274620753734363
Helopsaltes pleskei,GAM,5,TRUE,0.9975,0.9550000000000001,0.03323564089950847
Helopsaltes pleskei,GBM,1,TRUE,0.9974999999999999,0.96,0.003957186622977256
Helopsaltes pleskei,GBM,2,TRUE,0.838358458961474,0.6214405360134003,0.0027328805231640356
Helopsaltes pleskei,GBM,3,TRUE,1,0.9502487562189055,0.0018855838905981969
Helopsaltes pleskei,GBM,4,TRUE,0.54875,0.3500000000000001,1.8923769272097182e-4
Helopsaltes pleskei,GBM,5,TRUE,1,0.9550000000000001,0.0053682872862454035
Helopsaltes pleskei,RF,1,TRUE,0.8025,0.6216666666666666,0.04533333333333303
Helopsaltes pleskei,RF,2,TRUE,0.795644891122278,0.6214405360134003,0.056333333333333256
Helopsaltes pleskei,RF,3,TRUE,0.9950248756218906,0.9452736318407959,0.05
Helopsaltes pleskei,RF,4,TRUE,0.42,0,0
Helopsaltes pleskei,RF,5,TRUE,1,0.9550000000000001,0.04299999999999993
Helopsaltes pleskei,MaxEnt,1,TRUE,NA,NA,NA
Helopsaltes pleskei,MaxEnt,2,TRUE,NA,NA,NA
Helopsaltes pleskei,MaxEnt,3,TRUE,NA,NA,NA
Helopsaltes pleskei,MaxEnt,4,TRUE,NA,NA,NA
Helopsaltes pleskei,MaxEnt,5,TRUE,NA,NA,NA
Leptoptilos javanicus,GLM,1,TRUE,0.9075,0.8050000000000002,0.00995810369635707
Leptoptilos javanicus,GLM,2,TRUE,0.9299999999999999,0.855,0.02427029348949794
Leptoptilos javanicus,GLM,3,TRUE,0.9850746268656716,0.9502487562189055,0.04792155633721076
Leptoptilos javanicus,GLM,4,TRUE,0.7001675041876047,0.5711892797319933,0.040572160038871624
Leptoptilos javanicus,GLM,5,TRUE,0.94,0.905,0.030546714346182377
Leptoptilos javanicus,GAM,1,TRUE,0.76,0.5049999999999999,5.452955173973864e-6
Leptoptilos javanicus,GAM,2,TRUE,0.9099999999999999,0.8050000000000002,0.010898900170280022
Leptoptilos javanicus,GAM,3,TRUE,0.9800995024875622,0.9502487562189055,0.04975910376423929
Leptoptilos javanicus,GAM,4,TRUE,0.6968174204355109,0.5711892797319933,0.018878107729054544
Leptoptilos javanicus,GAM,5,TRUE,0.9575,0.905,0.02177900824116124
Leptoptilos javanicus,GBM,1,TRUE,0.89,0.7050000000000001,3.9972590942536626e-4
Leptoptilos javanicus,GBM,2,TRUE,0.9425,0.855,8.762636620878793e-4
Leptoptilos javanicus,GBM,3,TRUE,1,0.9502487562189055,0.0026732822702621763
Leptoptilos javanicus,GBM,4,TRUE,0.6742043551088777,0.5209380234505863,5.619910760749172e-4
Leptoptilos javanicus,GBM,5,TRUE,0.835,0.655,2.75195172200086e-4
Leptoptilos javanicus,RF,1,TRUE,0.6925,0.44499999999999984,0.04
Leptoptilos javanicus,RF,2,TRUE,0.98,0.9550000000000001,0.05966666666666659
Leptoptilos javanicus,RF,3,TRUE,1,0.9452736318407959,0.023333333333333334
Leptoptilos javanicus,RF,4,TRUE,0.7345058626465661,0.5108877721943048,0.016666666666666666
Leptoptilos javanicus,RF,5,TRUE,0.93375,0.855,0.016166666666666742
Leptoptilos javanicus,MaxEnt,1,TRUE,NA,NA,NA
Leptoptilos javanicus,MaxEnt,2,TRUE,NA,NA,NA
Leptoptilos javanicus,MaxEnt,3,TRUE,NA,NA,NA
Leptoptilos javanicus,MaxEnt,4,TRUE,NA,NA,NA
Leptoptilos javanicus,MaxEnt,5,TRUE,NA,NA,NA
Stercorarius pomarinus,GLM,1,TRUE,0.5615577889447236,0.25376884422110546,0.012689076498402644
Stercorarius pomarinus,GLM,2,TRUE,0.6537900874635568,0.48469387755102034,0.012978064596917173
Stercorarius pomarinus,GLM,3,TRUE,0.9950248756218906,0.955223880597015,0.05514329689739515
Stercorarius pomarinus,GLM,4,TRUE,0.9626865671641791,0.9054726368159205,0.04055499957744662
Stercorarius pomarinus,GLM,5,TRUE,NA,NA,NA
Stercorarius pomarinus,GAM,1,TRUE,0.8391959798994975,0.6633165829145728,0.00409146226891868
Stercorarius pomarinus,GAM,2,TRUE,0.7893586005830903,0.6785714285714284,0.001482672058866178
Stercorarius pomarinus,GAM,3,TRUE,0.927860696517413,0.855721393034826,0.02482729169872658
Stercorarius pomarinus,GAM,4,TRUE,1,0.955223880597015,0.09340356326302894
Stercorarius pomarinus,GAM,5,TRUE,NA,NA,NA
Stercorarius pomarinus,GBM,1,TRUE,0.7688442211055276,0.5087939698492461,0.0020701928559289304
Stercorarius pomarinus,GBM,2,TRUE,0.8341836734693878,0.6326530612244898,9.196641216577109e-4
Stercorarius pomarinus,GBM,3,TRUE,0.9925373134328358,0.9452736318407959,0.045457827980853086
Stercorarius pomarinus,GBM,4,TRUE,0.9701492537313433,0.9054726368159205,0.014574267623803762
Stercorarius pomarinus,GBM,5,TRUE,NA,NA,NA
Stercorarius pomarinus,RF,1,TRUE,0.7770100502512564,0.47361809045226133,0.0033333333333333335
Stercorarius pomarinus,RF,2,TRUE,0.6760204081632654,0.23979591836734704,0.01633333333333326
Stercorarius pomarinus,RF,3,TRUE,0.9514925373134329,0.8955223880597014,0.016666666666666666
Stercorarius pomarinus,RF,4,TRUE,1,0.9502487562189055,0.07666666666666666
Stercorarius pomarinus,RF,5,TRUE,NA,NA,NA
Stercorarius pomarinus,MaxEnt,1,TRUE,NA,NA,NA
Stercorarius pomarinus,MaxEnt,2,TRUE,NA,NA,NA
Stercorarius pomarinus,MaxEnt,3,TRUE,NA,NA,NA
Stercorarius pomarinus,MaxEnt,4,TRUE,NA,NA,NA
Stercorarius pomarinus,MaxEnt,5,TRUE,NA,NA,NA
Harpactes wardi,GLM,1,TRUE,0.8731343283582089,0.8059701492537314,0.016803748811459455
Harpactes wardi,GLM,2,TRUE,0.7626262626262627,0.7121212121212122,0.005942343773783353
Harpactes wardi,GLM,3,TRUE,0.9104477611940298,0.900497512437811,0.04315929305043888
Harpactes wardi,GLM,4,TRUE,0.885,0.8050000000000002,0.018652443360300232
Harpactes wardi,GLM,5,TRUE,0.755,0.655,0.007009005434218488
Harpactes wardi,GAM,1,TRUE,0.9850746268656716,0.955223880597015,0.007577644581127011
Harpactes wardi,GAM,2,TRUE,0.9747474747474747,0.9646464646464645,0.02439566779929107
Harpactes wardi,GAM,3,TRUE,0.9950248756218906,0.9502487562189055,0.0072138306529447
Harpactes wardi,GAM,4,TRUE,0.985,0.9550000000000001,0.06749227078460339
Harpactes wardi,GAM,5,TRUE,0.965,0.9550000000000001,0.030877824520790013
Harpactes wardi,GBM,1,TRUE,0.8557213930348259,0.6965174129353233,2.5051959138977393e-5
Harpactes wardi,GBM,2,TRUE,0.9116161616161615,0.7626262626262625,1.9719478042546485e-4
Harpactes wardi,GBM,3,TRUE,0.9751243781094527,0.9502487562189055,0.0059531387436753385
Harpactes wardi,GBM,4,TRUE,0.985,0.9550000000000001,0.002061262614561874
Harpactes wardi,GBM,5,TRUE,0.9325000000000001,0.905,4.832156295841922e-4
Harpactes wardi,RF,1,TRUE,0.6965174129353234,0.4402985074626866,0.02
Harpactes wardi,RF,2,TRUE,0.8023989898989898,0.6590909090909092,0.029333333333333562
Harpactes wardi,RF,3,TRUE,0.9701492537313433,0.9502487562189055,0.056166666666666545
Harpactes wardi,RF,4,TRUE,0.9975,0.95,0.03
Harpactes wardi,RF,5,TRUE,0.9575,0.9449999999999998,0.05
Harpactes wardi,MaxEnt,1,TRUE,NA,NA,NA
Harpactes wardi,MaxEnt,2,TRUE,NA,NA,NA
Harpactes wardi,MaxEnt,3,TRUE,NA,NA,NA
Harpactes wardi,MaxEnt,4,TRUE,NA,NA,NA
Harpactes wardi,MaxEnt,5,TRUE,NA,NA,NA
Ardenna pacifica,GLM,1,TRUE,0.8159203980099502,0.8009950248756219,0.011038080204640335
Ardenna pacifica,GLM,2,TRUE,0.5075000000000001,0.2549999999999999,1.006005051742798e-6
Ardenna pacifica,GLM,3,TRUE,0.9547738693467337,0.8592964824120601,0.012474219772982425
Ardenna pacifica,GLM,4,TRUE,0.97,0.905,0.016646781746308105
Ardenna pacifica,GLM,5,TRUE,0.6325000000000001,0.3999999999999999,0.02163630529215195
Ardenna pacifica,GAM,1,TRUE,0.9353233830845771,0.900497512437811,0.01425565832561075
Ardenna pacifica,GAM,2,TRUE,0.5700000000000001,0.3500000000000001,7.823830131019394e-4
Ardenna pacifica,GAM,3,TRUE,0.9932998324958124,0.9597989949748744,0.02696667569909278
Ardenna pacifica,GAM,4,TRUE,0.9550000000000001,0.905,0.012543772791417095
Ardenna pacifica,GAM,5,TRUE,0.7125,0.44999999999999996,0.05385671408512562
Ardenna pacifica,GBM,1,TRUE,0.8507462686567164,0.8507462686567164,0.0014210615928660808
Ardenna pacifica,GBM,2,TRUE,0.7525000000000001,-0.05500000000000005,5.81340959059106e-4
Ardenna pacifica,GBM,3,TRUE,0.8291457286432161,0.6214405360134003,0.0047007599258274005
Ardenna pacifica,GBM,4,TRUE,0.9425,0.895,0.0019406519286500497
Ardenna pacifica,GBM,5,TRUE,0.6775,0.44999999999999996,0.006695297979419616
Ardenna pacifica,RF,1,TRUE,0.373134328358209,0,0
Ardenna pacifica,RF,2,TRUE,0.4325,0,0
Ardenna pacifica,RF,3,TRUE,0.9597989949748743,0.7889447236180904,0.0033333333333333335
Ardenna pacifica,RF,4,TRUE,0.67625,0.44499999999999984,0.02666666666666667
Ardenna pacifica,RF,5,TRUE,0.69875,0.44999999999999996,0.08283333333333322
Ardenna pacifica,MaxEnt,1,TRUE,NA,NA,NA
Ardenna pacifica,MaxEnt,2,TRUE,NA,NA,NA
Ardenna pacifica,MaxEnt,3,TRUE,NA,NA,NA
Ardenna pacifica,MaxEnt,4,TRUE,NA,NA,NA
Ardenna pacifica,MaxEnt,5,TRUE,NA,NA,NA
