record_type,species,match_status,model_status,skip_reason,scenario,gcm,province,cell_threshold,suitable_cell_count,suitable_area_km2,province_total_area_km2,suitable_area_prop_of_species,suitable_area_prop_of_province,presence_flag
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,河南省,200,399,7213.922912253077,165591.59008387194,0.009174616972870324,0.043564548831249425,TRUE
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,浙江省,200,1061,19721.51611949982,104159.37596561894,0.009174616972870324,0.1893398067785038,TRUE
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,湖北省,200,560,10340.376628637268,185936.23455607134,0.009174616972870324,0.05561248808402109,TRUE
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,湖南省,200,718,13492.40705378208,212031.06107909585,0.009174616972870324,0.06363410617819286,TRUE
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,西藏自治区,200,2790,51222.59700014508,1202248.13359162,0.009174616972870324,0.042605678119974844,TRUE
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,辽宁省,200,670,10954.941975460426,147221.61155437917,0.009174616972870324,0.07441123527855151,TRUE
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,重庆市,200,682,12706.675589796758,82424.43806740544,0.009174616972870324,0.15416150704485765,TRUE
potential_province,Branta canadensis,matched,modeled,NA,current,ensemble_mean,黑龙江省,200,7353,108083.37472318408,452869.2342680101,0.009174616972870324,0.23866354025546332,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,上海市,3,382,7007.50672869479,7206.952766383157,0.02666156944018288,0.972325885273082,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,云南省,3,404,7650.583090816768,383270.9646060982,0.02666156944018288,0.01996129056809601,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,内蒙古自治区,3,70759,1086313.1020252234,1145885.244530134,0.02666156944018288,0.9480121218164932,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,北京市,3,997,16367.40573043215,16421.41772974949,0.02666156944018288,0.9967108808626499,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,台湾省,3,939,18439.710094743004,36351.44194848129,0.02666156944018288,0.5072621361451493,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,吉林省,3,12270,190858.00753706737,191041.36917796062,0.02666156944018288,0.9990401992946227,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,四川省,3,9030,166704.2936266711,485830.5974072148,0.02666156944018288,0.3431325538497166,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,天津市,3,696,11570.36107590276,11942.558436137431,0.02666156944018288,0.9688343697688406,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,宁夏回族自治区,3,1522,25757.057996151325,51983.14077447038,0.02666156944018288,0.4954886836849412,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,安徽省,3,7517,136960.5672536939,140281.72378677767,0.02666156944018288,0.9763250946493088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山东省,3,9014,155856.3581484055,155733.4041517852,0.02666156944018288,1.0007895158863958,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山西省,3,9003,153092.16162579274,156665.6384184655,0.02666156944018288,0.9771904239580108,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广东省,3,7205,141764.87317375102,178715.97296891178,0.02666156944018288,0.7932412017722192,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广西壮族自治区,3,10883,213188.84316317498,236490.79679029615,0.02666156944018288,0.901467820552088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,新疆维吾尔自治区,3,21748,347830.5688944857,1630319.3783117495,0.02666156944018288,0.21335118352986512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江苏省,3,5687,102350.72458402356,102736.86676680206,0.02666156944018288,0.9962414448198523,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江西省,3,8279,156975.7883629488,167050.58408785737,0.02666156944018288,0.9396901496638294,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河北省,3,11355,188061.79786605467,187988.30824291415,0.02666156944018288,1.0003909265625475,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河南省,3,7189,127956.87815355104,165591.59008387194,0.02666156944018288,0.772725704782115,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,浙江省,3,5471,102378.1622710002,104159.37596561894,0.02666156944018288,0.9828991516307981,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖北省,3,8616,158778.12372724077,185936.23455607134,0.02666156944018288,0.8539385779556555,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖南省,3,10969,208225.652060287,212031.06107909585,0.02666156944018288,0.98205258701512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,甘肃省,3,3370,57851.45865140864,425531.4817733489,0.02666156944018288,0.1359510662062416,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,福建省,3,3057,58484.96043419589,122484.33467498337,0.02666156944018288,0.4774893098728736,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,西藏自治区,3,795,14514.240897061816,1202248.13359162,0.02666156944018288,0.012072583430594884,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,贵州省,3,6010,114561.41829478918,175983.61368899362,0.02666156944018288,0.6509777580613125,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,辽宁省,3,9098,146930.58157212054,147221.61155437917,0.02666156944018288,0.9980231843736398,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,重庆市,3,4307,79961.75645162018,82424.43806740544,0.02666156944018288,0.9701219483744455,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,陕西省,3,8193,142984.07585725738,205650.2106262032,0.02666156944018288,0.6952780423704505,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,青海省,3,350,6043.021128257157,696799.7448540932,0.02666156944018288,0.008672536367708544,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,香港特别行政区,3,55,1088.9000984267582,1081.5917495829606,0.02666156944018288,1.0067570308728921,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,黑龙江省,3,31375,452791.35720471956,452869.2342680101,0.02666156944018288,0.9998280363129184,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,上海市,10,382,7007.50672869479,7206.952766383157,0.02666156944018288,0.972325885273082,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,云南省,10,404,7650.583090816768,383270.9646060982,0.02666156944018288,0.01996129056809601,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,内蒙古自治区,10,70759,1086313.1020252234,1145885.244530134,0.02666156944018288,0.9480121218164932,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,北京市,10,997,16367.40573043215,16421.41772974949,0.02666156944018288,0.9967108808626499,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,台湾省,10,939,18439.710094743004,36351.44194848129,0.02666156944018288,0.5072621361451493,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,吉林省,10,12270,190858.00753706737,191041.36917796062,0.02666156944018288,0.9990401992946227,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,四川省,10,9030,166704.2936266711,485830.5974072148,0.02666156944018288,0.3431325538497166,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,天津市,10,696,11570.36107590276,11942.558436137431,0.02666156944018288,0.9688343697688406,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,宁夏回族自治区,10,1522,25757.057996151325,51983.14077447038,0.02666156944018288,0.4954886836849412,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,安徽省,10,7517,136960.5672536939,140281.72378677767,0.02666156944018288,0.9763250946493088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山东省,10,9014,155856.3581484055,155733.4041517852,0.02666156944018288,1.0007895158863958,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山西省,10,9003,153092.16162579274,156665.6384184655,0.02666156944018288,0.9771904239580108,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广东省,10,7205,141764.87317375102,178715.97296891178,0.02666156944018288,0.7932412017722192,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广西壮族自治区,10,10883,213188.84316317498,236490.79679029615,0.02666156944018288,0.901467820552088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,新疆维吾尔自治区,10,21748,347830.5688944857,1630319.3783117495,0.02666156944018288,0.21335118352986512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江苏省,10,5687,102350.72458402356,102736.86676680206,0.02666156944018288,0.9962414448198523,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江西省,10,8279,156975.7883629488,167050.58408785737,0.02666156944018288,0.9396901496638294,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河北省,10,11355,188061.79786605467,187988.30824291415,0.02666156944018288,1.0003909265625475,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河南省,10,7189,127956.87815355104,165591.59008387194,0.02666156944018288,0.772725704782115,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,浙江省,10,5471,102378.1622710002,104159.37596561894,0.02666156944018288,0.9828991516307981,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖北省,10,8616,158778.12372724077,185936.23455607134,0.02666156944018288,0.8539385779556555,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖南省,10,10969,208225.652060287,212031.06107909585,0.02666156944018288,0.98205258701512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,甘肃省,10,3370,57851.45865140864,425531.4817733489,0.02666156944018288,0.1359510662062416,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,福建省,10,3057,58484.96043419589,122484.33467498337,0.02666156944018288,0.4774893098728736,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,西藏自治区,10,795,14514.240897061816,1202248.13359162,0.02666156944018288,0.012072583430594884,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,贵州省,10,6010,114561.41829478918,175983.61368899362,0.02666156944018288,0.6509777580613125,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,辽宁省,10,9098,146930.58157212054,147221.61155437917,0.02666156944018288,0.9980231843736398,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,重庆市,10,4307,79961.75645162018,82424.43806740544,0.02666156944018288,0.9701219483744455,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,陕西省,10,8193,142984.07585725738,205650.2106262032,0.02666156944018288,0.6952780423704505,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,青海省,10,350,6043.021128257157,696799.7448540932,0.02666156944018288,0.008672536367708544,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,香港特别行政区,10,55,1088.9000984267582,1081.5917495829606,0.02666156944018288,1.0067570308728921,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,黑龙江省,10,31375,452791.35720471956,452869.2342680101,0.02666156944018288,0.9998280363129184,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,上海市,20,382,7007.50672869479,7206.952766383157,0.02666156944018288,0.972325885273082,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,云南省,20,404,7650.583090816768,383270.9646060982,0.02666156944018288,0.01996129056809601,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,内蒙古自治区,20,70759,1086313.1020252234,1145885.244530134,0.02666156944018288,0.9480121218164932,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,北京市,20,997,16367.40573043215,16421.41772974949,0.02666156944018288,0.9967108808626499,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,台湾省,20,939,18439.710094743004,36351.44194848129,0.02666156944018288,0.5072621361451493,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,吉林省,20,12270,190858.00753706737,191041.36917796062,0.02666156944018288,0.9990401992946227,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,四川省,20,9030,166704.2936266711,485830.5974072148,0.02666156944018288,0.3431325538497166,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,天津市,20,696,11570.36107590276,11942.558436137431,0.02666156944018288,0.9688343697688406,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,宁夏回族自治区,20,1522,25757.057996151325,51983.14077447038,0.02666156944018288,0.4954886836849412,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,安徽省,20,7517,136960.5672536939,140281.72378677767,0.02666156944018288,0.9763250946493088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山东省,20,9014,155856.3581484055,155733.4041517852,0.02666156944018288,1.0007895158863958,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山西省,20,9003,153092.16162579274,156665.6384184655,0.02666156944018288,0.9771904239580108,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广东省,20,7205,141764.87317375102,178715.97296891178,0.02666156944018288,0.7932412017722192,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广西壮族自治区,20,10883,213188.84316317498,236490.79679029615,0.02666156944018288,0.901467820552088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,新疆维吾尔自治区,20,21748,347830.5688944857,1630319.3783117495,0.02666156944018288,0.21335118352986512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江苏省,20,5687,102350.72458402356,102736.86676680206,0.02666156944018288,0.9962414448198523,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江西省,20,8279,156975.7883629488,167050.58408785737,0.02666156944018288,0.9396901496638294,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河北省,20,11355,188061.79786605467,187988.30824291415,0.02666156944018288,1.0003909265625475,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河南省,20,7189,127956.87815355104,165591.59008387194,0.02666156944018288,0.772725704782115,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,浙江省,20,5471,102378.1622710002,104159.37596561894,0.02666156944018288,0.9828991516307981,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖北省,20,8616,158778.12372724077,185936.23455607134,0.02666156944018288,0.8539385779556555,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖南省,20,10969,208225.652060287,212031.06107909585,0.02666156944018288,0.98205258701512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,甘肃省,20,3370,57851.45865140864,425531.4817733489,0.02666156944018288,0.1359510662062416,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,福建省,20,3057,58484.96043419589,122484.33467498337,0.02666156944018288,0.4774893098728736,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,西藏自治区,20,795,14514.240897061816,1202248.13359162,0.02666156944018288,0.012072583430594884,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,贵州省,20,6010,114561.41829478918,175983.61368899362,0.02666156944018288,0.6509777580613125,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,辽宁省,20,9098,146930.58157212054,147221.61155437917,0.02666156944018288,0.9980231843736398,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,重庆市,20,4307,79961.75645162018,82424.43806740544,0.02666156944018288,0.9701219483744455,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,陕西省,20,8193,142984.07585725738,205650.2106262032,0.02666156944018288,0.6952780423704505,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,青海省,20,350,6043.021128257157,696799.7448540932,0.02666156944018288,0.008672536367708544,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,香港特别行政区,20,55,1088.9000984267582,1081.5917495829606,0.02666156944018288,1.0067570308728921,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,黑龙江省,20,31375,452791.35720471956,452869.2342680101,0.02666156944018288,0.9998280363129184,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,上海市,50,382,7007.50672869479,7206.952766383157,0.02666156944018288,0.972325885273082,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,云南省,50,404,7650.583090816768,383270.9646060982,0.02666156944018288,0.01996129056809601,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,内蒙古自治区,50,70759,1086313.1020252234,1145885.244530134,0.02666156944018288,0.9480121218164932,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,北京市,50,997,16367.40573043215,16421.41772974949,0.02666156944018288,0.9967108808626499,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,台湾省,50,939,18439.710094743004,36351.44194848129,0.02666156944018288,0.5072621361451493,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,吉林省,50,12270,190858.00753706737,191041.36917796062,0.02666156944018288,0.9990401992946227,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,四川省,50,9030,166704.2936266711,485830.5974072148,0.02666156944018288,0.3431325538497166,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,天津市,50,696,11570.36107590276,11942.558436137431,0.02666156944018288,0.9688343697688406,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,宁夏回族自治区,50,1522,25757.057996151325,51983.14077447038,0.02666156944018288,0.4954886836849412,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,安徽省,50,7517,136960.5672536939,140281.72378677767,0.02666156944018288,0.9763250946493088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山东省,50,9014,155856.3581484055,155733.4041517852,0.02666156944018288,1.0007895158863958,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山西省,50,9003,153092.16162579274,156665.6384184655,0.02666156944018288,0.9771904239580108,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广东省,50,7205,141764.87317375102,178715.97296891178,0.02666156944018288,0.7932412017722192,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广西壮族自治区,50,10883,213188.84316317498,236490.79679029615,0.02666156944018288,0.901467820552088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,新疆维吾尔自治区,50,21748,347830.5688944857,1630319.3783117495,0.02666156944018288,0.21335118352986512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江苏省,50,5687,102350.72458402356,102736.86676680206,0.02666156944018288,0.9962414448198523,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江西省,50,8279,156975.7883629488,167050.58408785737,0.02666156944018288,0.9396901496638294,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河北省,50,11355,188061.79786605467,187988.30824291415,0.02666156944018288,1.0003909265625475,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河南省,50,7189,127956.87815355104,165591.59008387194,0.02666156944018288,0.772725704782115,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,浙江省,50,5471,102378.1622710002,104159.37596561894,0.02666156944018288,0.9828991516307981,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖北省,50,8616,158778.12372724077,185936.23455607134,0.02666156944018288,0.8539385779556555,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖南省,50,10969,208225.652060287,212031.06107909585,0.02666156944018288,0.98205258701512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,甘肃省,50,3370,57851.45865140864,425531.4817733489,0.02666156944018288,0.1359510662062416,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,福建省,50,3057,58484.96043419589,122484.33467498337,0.02666156944018288,0.4774893098728736,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,西藏自治区,50,795,14514.240897061816,1202248.13359162,0.02666156944018288,0.012072583430594884,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,贵州省,50,6010,114561.41829478918,175983.61368899362,0.02666156944018288,0.6509777580613125,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,辽宁省,50,9098,146930.58157212054,147221.61155437917,0.02666156944018288,0.9980231843736398,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,重庆市,50,4307,79961.75645162018,82424.43806740544,0.02666156944018288,0.9701219483744455,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,陕西省,50,8193,142984.07585725738,205650.2106262032,0.02666156944018288,0.6952780423704505,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,青海省,50,350,6043.021128257157,696799.7448540932,0.02666156944018288,0.008672536367708544,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,香港特别行政区,50,55,1088.9000984267582,1081.5917495829606,0.02666156944018288,1.0067570308728921,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,黑龙江省,50,31375,452791.35720471956,452869.2342680101,0.02666156944018288,0.9998280363129184,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,上海市,100,382,7007.50672869479,7206.952766383157,0.02666761998343357,0.972325885273082,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,云南省,100,404,7650.583090816768,383270.9646060982,0.02666761998343357,0.01996129056809601,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,内蒙古自治区,100,70759,1086313.1020252234,1145885.244530134,0.02666761998343357,0.9480121218164932,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,北京市,100,997,16367.40573043215,16421.41772974949,0.02666761998343357,0.9967108808626499,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,台湾省,100,939,18439.710094743004,36351.44194848129,0.02666761998343357,0.5072621361451493,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,吉林省,100,12270,190858.00753706737,191041.36917796062,0.02666761998343357,0.9990401992946227,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,四川省,100,9030,166704.2936266711,485830.5974072148,0.02666761998343357,0.3431325538497166,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,天津市,100,696,11570.36107590276,11942.558436137431,0.02666761998343357,0.9688343697688406,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,宁夏回族自治区,100,1522,25757.057996151325,51983.14077447038,0.02666761998343357,0.4954886836849412,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,安徽省,100,7517,136960.5672536939,140281.72378677767,0.02666761998343357,0.9763250946493088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山东省,100,9014,155856.3581484055,155733.4041517852,0.02666761998343357,1.0007895158863958,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,山西省,100,9003,153092.16162579274,156665.6384184655,0.02666761998343357,0.9771904239580108,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广东省,100,7205,141764.87317375102,178715.97296891178,0.02666761998343357,0.7932412017722192,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,广西壮族自治区,100,10883,213188.84316317498,236490.79679029615,0.02666761998343357,0.901467820552088,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,新疆维吾尔自治区,100,21748,347830.5688944857,1630319.3783117495,0.02666761998343357,0.21335118352986512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江苏省,100,5687,102350.72458402356,102736.86676680206,0.02666761998343357,0.9962414448198523,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,江西省,100,8279,156975.7883629488,167050.58408785737,0.02666761998343357,0.9396901496638294,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河北省,100,11355,188061.79786605467,187988.30824291415,0.02666761998343357,1.0003909265625475,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,河南省,100,7189,127956.87815355104,165591.59008387194,0.02666761998343357,0.772725704782115,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,浙江省,100,5471,102378.1622710002,104159.37596561894,0.02666761998343357,0.9828991516307981,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖北省,100,8616,158778.12372724077,185936.23455607134,0.02666761998343357,0.8539385779556555,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,湖南省,100,10969,208225.652060287,212031.06107909585,0.02666761998343357,0.98205258701512,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,甘肃省,100,3370,57851.45865140864,425531.4817733489,0.02666761998343357,0.1359510662062416,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,福建省,100,3057,58484.96043419589,122484.33467498337,0.02666761998343357,0.4774893098728736,TRUE
potential_province,Coturnicops exquisitus,matched,modeled,NA,current,ensemble_mean,西藏自治区,100,795,14514.240897061816,1202248.13359162,0.02666761998343357,0.012072583430594884,TRUE
