species,order_occurrence,family_occurrence,longitude,latitude
Sitta himalayensis,PASSERIFORMES,Sittidae,98.41,25.57
Spizixos canifrons,PASSERIFORMES,Pycnonotidae,98.41,25.57
Stachyris ruficeps bhamoensis,PASSERIFORMES,Sylviidae,98.41,25.57
Streptopelia orientalis orientalis,COLUMBIFORMES,Columbidae,98.41,25.57
Sylviparus modestus modestus,PASSERIFORMES,Paridae,98.41,25.57
Tarsiger chrysaeus chrysaeus,PASSERIFORMES,Muscicapidae,98.41,25.57
Tarsiger cyanurus cyanurus,PASSERIFORMES,Muscicapidae,98.41,25.57
Tarsiger cyanurus rufilatus,PASSERIFORMES,Muscicapidae,98.41,25.57
Tarsiger hyperythrus,PASSERIFORMES,Muscicapidae,98.41,25.57
Tragopan temminckii,GALLIFORMES,Phasianidae,98.41,25.57
Tragopan temminckii,GALLIFORMES,Phasianidae,98.41,25.57
Treron sphenura sphenura,COLUMBIFORMES,Columbidae,98.41,25.57
Turdus naumanni eunomus,PASSERIFORMES,Muscicapidae,98.41,25.57
Turdus naumanni naumanni,PASSERIFORMES,Muscicapidae,98.41,25.57
Turdus rubrocanus gouldii,PASSERIFORMES,Muscicapidae,98.41,25.57
Urocissa erythrorhyncha alticola,PASSERIFORMES,Corvidae,98.41,25.57
Yuhina diademata,PASSERIFORMES,Sylviidae,98.41,25.57
Yuhina flavicollis flavicollis,PASSERIFORMES,Sylviidae,98.41,25.57
Yuhina flavicollis flavicollis,PASSERIFORMES,Sylviidae,98.41,25.57
Yuhina gularis gularis,PASSERIFORMES,Sylviidae,98.41,25.57
Yuhina zantholeuca zantholeuca,PASSERIFORMES,Sylviidae,98.41,25.57
Zoothera dauma aurea,PASSERIFORMES,Muscicapidae,98.41,25.57
Actinodura waldeni saturatior,PASSERIFORMES,Muscicapidae,98.43,25.57
Aegithalos concinnus talifuensis,PASSERIFORMES,Paridae,98.43,25.57
Aethopyga nipalensis koelzi,PASSERIFORMES,Nectariniidae,98.43,25.57
Alcippe chrysotis forresti,PASSERIFORMES,Sylviidae,98.43,25.57
Alcippe morrisonia fraterculus,PASSERIFORMES,Sylviidae,98.43,25.57
Alcippe vinipectus perstriata,PASSERIFORMES,Sylviidae,98.43,25.57
Arborophila torqueola batemani,GALLIFORMES,Phasianidae,98.43,25.57
Babax lanceolatus lanceolatus,PASSERIFORMES,Sylviidae,98.43,25.57
Blythipicus pyrrhotis pyrrhotis,PICIFORMES,Picidae,98.43,25.57
Carduelis thibetana,PASSERIFORMES,Fringillidae,98.43,25.57
Carpodacus edwardsii rubicunda,PASSERIFORMES,Fringillidae,98.43,25.57
Carpodacus vinaceus vinaceus,PASSERIFORMES,Fringillidae,98.43,25.57
Chaimarrornis leucocephalus,PASSERIFORMES,Muscicapidae,98.43,25.57
Chloropsis hardwickii hardwickii,PASSERIFORMES,Irenidae,98.43,25.57
Cutia nipalensis nipalensis,PASSERIFORMES,Sylviidae,98.43,25.57
Emberiza elegans elegantula,PASSERIFORMES,Fringillidae,98.43,25.57
Emberiza pusilla,PASSERIFORMES,Fringillidae,98.43,25.57
Ficedula strophiata strophiata,PASSERIFORMES,Muscicapidae,98.43,25.57
Garrulax affinis oustaleti,PASSERIFORMES,Sylviidae,98.43,25.57
Garrulax erythrocephalus woodi,PASSERIFORMES,Sylviidae,98.43,25.57
Garrulax milnei sharpei,PASSERIFORMES,Sylviidae,98.43,25.57
Garrulax ocellatus maculipectus,PASSERIFORMES,Sylviidae,98.43,25.57
Garrulax striatus cranbrooki,PASSERIFORMES,Sylviidae,98.43,25.57
Garrulax subunicolor griseatus,PASSERIFORMES,Sylviidae,98.43,25.57
Harpactes erythrocephalus helenae,TROGONIFORMES,Trogonidae,98.43,25.57
Hemipus picatus capitalis,PASSERIFORMES,Motacillidae,98.43,25.57
Heterophasia pulchella,PASSERIFORMES,Sylviidae,98.43,25.57
Hypsipetes mcclellandii similis,PASSERIFORMES,Pycnonotidae,98.43,25.57
Lophura nycthemera occidentalis,GALLIFORMES,Phasianidae,98.43,25.57
Megalaima asiatica asiatica,PICIFORMES,Picidae,98.43,25.57
Megalaima franklinii franklinii,PICIFORMES,Picidae,98.43,25.57
Minla strigula yunnanensis,PASSERIFORMES,Sylviidae,98.43,25.57
Motacilla alba alboides,PASSERIFORMES,Motacillidae,98.43,25.57
Nucifraga caryocatactes macella,PASSERIFORMES,Corvidae,98.43,25.57
Paradoxornis brunneus brunneus,PASSERIFORMES,Sylviidae,98.43,25.57
Paradoxornis guttaticollis,PASSERIFORMES,Sylviidae,98.43,25.57
Paradoxornis nipalensis poliotis,PASSERIFORMES,Sylviidae,98.43,25.57
Paradoxornis unicolor,PASSERIFORMES,Sylviidae,98.43,25.57
Parus monticolus yunnanensis,PASSERIFORMES,Paridae,98.43,25.57
Pericrocotus solaris solaris,PASSERIFORMES,Corvidae,98.43,25.57
Phoenicurus frontalis,PASSERIFORMES,Muscicapidae,98.43,25.57
Picoides darjellensis desmursi,PICIFORMES,Picidae,98.43,25.57
Picus canus sordidior,PICIFORMES,Picidae,98.43,25.57
Prunella immaculata,PASSERIFORMES,Passeridae,98.43,25.57
Pteruthius melanotis melanotis,PASSERIFORMES,Sylviidae,98.43,25.57
Pteruthius rufiventer rufiventer,PASSERIFORMES,Muscicapidae,98.43,25.57
Pycnonotus xanthorrhous xanthorrhous,PASSERIFORMES,Pycnonotidae,98.43,25.57
Saxicola torquata przewalskii,PASSERIFORMES,Muscicapidae,98.43,25.57
Seicercus castaniceps castaniceps,PASSERIFORMES,Sylviidae,98.43,25.57
Sitta europaea,PASSERIFORMES,Sittidae,98.43,25.57
Sitta himalayensis,PASSERIFORMES,Sittidae,98.43,25.57
Stachyris ruficeps bhamoensis,PASSERIFORMES,Sylviidae,98.43,25.57
Sylviparus modestus modestus,PASSERIFORMES,Paridae,98.43,25.57
Tarsiger cyanurus cyanurus,PASSERIFORMES,Muscicapidae,98.43,25.57
Tarsiger cyanurus rufilatus,PASSERIFORMES,Muscicapidae,98.43,25.57
Tarsiger cyanurus rufilatus,PASSERIFORMES,Muscicapidae,98.43,25.57
Tragopan temminckii,GALLIFORMES,Phasianidae,98.43,25.57
Turdus ruficollis ruficollis,PASSERIFORMES,Muscicapidae,98.43,25.57
Urocissa erythrorhyncha alticola,PASSERIFORMES,Corvidae,98.43,25.57
Urocissa flavirostris flavirostris,PASSERIFORMES,Corvidae,98.43,25.57
Yuhina gularis gularis,PASSERIFORMES,Sylviidae,98.43,25.57
Yuhina zantholeuca zantholeuca,PASSERIFORMES,Sylviidae,98.43,25.57
Zoothera dauma aurea,PASSERIFORMES,Muscicapidae,98.43,25.57
Aegithalos concinnus talifuensis,PASSERIFORMES,Paridae,100.2,25.58
Aethopyga gouldiae dabryii,PASSERIFORMES,Nectariniidae,100.2,25.58
Alcedo atthis bengalensis,CORACIIFORMES,Alcedinidae,100.2,25.58
Alcippe dubia genestieri,PASSERIFORMES,Sylviidae,100.2,25.58
Alcippe morrisonia yunnanensis,PASSERIFORMES,Sylviidae,100.2,25.58
Alcippe ruficapilla sordidior,PASSERIFORMES,Sylviidae,100.2,25.58
Carpodacus nipalensis,PASSERIFORMES,Fringillidae,100.2,25.58
Carpodacus vinaceus vinaceus,PASSERIFORMES,Fringillidae,100.2,25.58
Chaimarrornis leucocephalus,PASSERIFORMES,Muscicapidae,100.2,25.58
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,100.2,25.58
Dicaeum ignipectus ignipectus,PASSERIFORMES,Nectariniidae,100.2,25.58
Dicrurus leucophaeus hopwoodi,PASSERIFORMES,Dicruridae,100.2,25.58
Emberiza elegans elegantula,PASSERIFORMES,Fringillidae,100.2,25.58
Emberiza elegans elegantula,PASSERIFORMES,Fringillidae,100.2,25.58
Emberiza pusilla,PASSERIFORMES,Fringillidae,100.2,25.58
Ficedula strophiata strophiata,PASSERIFORMES,Muscicapidae,100.2,25.58
Fringilla montifringilla,PASSERIFORMES,Fringillidae,100.2,25.58
Garrulax cineraceus strenuus,PASSERIFORMES,Sylviidae,100.2,25.58
Garrulax sannio comis,PASSERIFORMES,Sylviidae,100.2,25.58
Garrulax sannio sannio,PASSERIFORMES,Sylviidae,100.2,25.58
Glaucidium brodiei brodiei,STRIGIFORMES,Strigidae,100.2,25.58
Heterophasia melanoleuca desgodinsi,PASSERIFORMES,Sylviidae,100.2,25.58
Hirundo rustica gutturalis,PASSERIFORMES,Hirundinidae,100.2,25.58
Hypsipetes mcclellandii holtii,PASSERIFORMES,Pycnonotidae,100.2,25.58
Lonchura punctulata yunnanensis,PASSERIFORMES,Passeridae,100.2,25.58
Melophus lathami,PASSERIFORMES,Fringillidae,100.2,25.58
Minla cyanouroptera wingatei,PASSERIFORMES,Sylviidae,100.2,25.58
Minla strigula yunnanensis,PASSERIFORMES,Sylviidae,100.2,25.58
Monticola rufiventris,PASSERIFORMES,Muscicapidae,100.2,25.58
Monticola solitarius philippensis,PASSERIFORMES,Muscicapidae,100.2,25.58
Paradoxornis guttaticollis,PASSERIFORMES,Sylviidae,100.2,25.58
Parus monticolus yunnanensis,PASSERIFORMES,Paridae,100.2,25.58
Pericrocotus ethologus ethologus,PASSERIFORMES,Motacillidae,100.2,25.58
Phasianus colchicus elegans,GALLIFORMES,Phasianidae,100.2,25.58
Phoenicurus frontalis,PASSERIFORMES,Muscicapidae,100.2,25.58
Picoides canicapillus omissus,PICIFORMES,Picidae,100.2,25.58
Picoides major stresemanni,PICIFORMES,Picidae,100.2,25.58
Pinicola subhimachala,PASSERIFORMES,Fringillidae,100.2,25.58
Pomatorhinus erythrogenys odicus,PASSERIFORMES,Sylviidae,100.2,25.58
Pomatorhinus ruficollis similis,PASSERIFORMES,Sylviidae,100.2,25.58
Prunella collaris nipalensis,PASSERIFORMES,Prunellidea,100.2,25.58
Prunella immaculata,PASSERIFORMES,Passeridae,100.2,25.58
Prunella strophiata strophiata,PASSERIFORMES,Passeridae,100.2,25.58
Pteruthius xanthochlorus pallidus,PASSERIFORMES,Sylviidae,100.2,25.58
Pycnonotus xanthorrhous xanthorrhous,PASSERIFORMES,Pycnonotidae,100.2,25.58
Rhipidura albicollis albicollis,PASSERIFORMES,Corvidae,100.2,25.58
Rhipidura hypoxantha,PASSERIFORMES,Corvidae,100.2,25.58
Saxicola ferrea haringtoni,PASSERIFORMES,Muscicapidae,100.2,25.58
Saxicola torquata przewalskii,PASSERIFORMES,Muscicapidae,100.2,25.58
Sitta europaea montium,PASSERIFORMES,Sittidae,100.2,25.58
Spizixos canifrons,PASSERIFORMES,Pycnonotidae,100.2,25.58
Spizixos canifrons,PASSERIFORMES,Pycnonotidae,100.2,25.58
Tarsiger chrysaeus chrysaeus,PASSERIFORMES,Muscicapidae,100.2,25.58
Tarsiger cyanurus rufilatus,PASSERIFORMES,Muscicapidae,100.2,25.58
Tarsiger indicus yunnanensis,PASSERIFORMES,Muscicapidae,100.2,25.58
Troglodytes troglodytes talifuensis,PASSERIFORMES,Troglodytidae,100.2,25.58
Turdus naumanni eunomus,PASSERIFORMES,Muscicapidae,100.2,25.58
Urocissa erythrorhyncha alticola,PASSERIFORMES,Corvidae,100.2,25.58
Yuhina diademata,PASSERIFORMES,Sylviidae,100.2,25.58
Zosterops palpebrosa,PASSERIFORMES,Zosteropidae,100.2,25.58
Aethopyga gouldiae dabryii,PASSERIFORMES,Nectariniidae,98.48,25.59
Garrulax sannio sannio,PASSERIFORMES,Sylviidae,98.48,25.59
Parus monticolus yunnanensis,PASSERIFORMES,Paridae,98.48,25.59
Pomatorhinus erythrogenys odicus,PASSERIFORMES,Sylviidae,98.48,25.59
Upupa epops saturata,UPUPIFORMES,Upupidae,98.48,25.59
Tragopan caboti,GALLIFORMES,Phasianidae,113.73282,25.59042
Arborophila rufipectus,GALLIFORMES,Phasianidae,113.73283,25.59042
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.89167,25.59167
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.89167,25.59167
Lophura nycthemera,GALLIFORMES,Phasianidae,109.89167,25.59167
Lophura nycthemera,GALLIFORMES,Phasianidae,109.89167,25.59167
Tragopan temminckii,GALLIFORMES,Phasianidae,109.89167,25.59167
Perisoreus internigrans,PASSERIFORMES,Corvidae,111.33156,25.59449
Syrmaticus humiae,GALLIFORMES,Phasianidae,99.9,25.6
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,100.1,25.6
Phasianus colchicus,GALLIFORMES,Phasianidae,100.1,25.6
Francolinus pintadeanus,GALLIFORMES,Phasianidae,101.9,25.6
Lophura nycthemera,GALLIFORMES,Phasianidae,109.9,25.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.5,25.6
Coturnix japonica,GALLIFORMES,Phasianidae,110.5,25.6
Francolinus pintadeanus,GALLIFORMES,Phasianidae,110.5,25.6
Lophura nycthemera,GALLIFORMES,Phasianidae,110.6,25.6
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.6,25.6
Tragopan caboti,GALLIFORMES,Phasianidae,110.6,25.6
Tragopan temminckii,GALLIFORMES,Phasianidae,110.6,25.6
Tragopan temminckii,GALLIFORMES,Phasianidae,110.6,25.6
Tragopan temminckii,GALLIFORMES,Phasianidae,110.6,25.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,111.1,25.6
Francolinus pintadeanus,GALLIFORMES,Phasianidae,111.1,25.6
Tragopan caboti,GALLIFORMES,Phasianidae,111.1,25.6
Tragopan temminckii,GALLIFORMES,Phasianidae,111.1,25.6
Syrmaticus ellioti,GALLIFORMES,Phasianidae,114.3,25.6
Tragopan caboti,GALLIFORMES,Phasianidae,114.3,25.6
Tragopan caboti,GALLIFORMES,Phasianidae,114.3,25.6
Ithaginis cruentus,GALLIFORMES,Phasianidae,98.48745,25.60365
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.55,25.63333
Coturnix japonica,GALLIFORMES,Phasianidae,108.9,25.63333
Garrulax elliotii,PASSERIFORMES,Sylviidae,100.15277,25.66378
Paradoxornis brunneus,PASSERIFORMES,Sylviidae,100.15277,25.66378
Sitta yunnanensis,PASSERIFORMES,Sittidae,100.15277,25.66378
Yuhina diademata,PASSERIFORMES,Sylviidae,100.15277,25.66378
Bambusicola fytchii,GALLIFORMES,Phasianidae,100,25.66667
Syrmaticus humiae,GALLIFORMES,Phasianidae,100,25.66667
Syrmaticus humiae,GALLIFORMES,Phasianidae,100,25.66667
Syrmaticus humiae,GALLIFORMES,Phasianidae,100,25.66667
Phasianus colchicus,GALLIFORMES,Phasianidae,108.96667,25.66667
Sitta yunnanensis,PASSERIFORMES,Sittidae,98.9964,25.68767
Yellow-rumped Honeyguide,PICIFORMES,Indicatoridae,98.9964,25.68767
Ithaginis cruentus,GALLIFORMES,Phasianidae,98.75,25.69167
Tragopan temminckii,GALLIFORMES,Phasianidae,98.75,25.69167
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,101.3,25.7
Tragopan temminckii,GALLIFORMES,Phasianidae,101.3,25.7
Bambusicola thoracica,GALLIFORMES,Phasianidae,106.66667,25.7
Phasianus colchicus,GALLIFORMES,Phasianidae,106.66667,25.7
Phasianus colchicus,GALLIFORMES,Phasianidae,106.66667,25.7
Syrmaticus reevesii,GALLIFORMES,Phasianidae,106.66667,25.7
Chrysolophus pictus,GALLIFORMES,Phasianidae,108.9,25.7
Lophura nycthemera,GALLIFORMES,Phasianidae,108.9,25.7
Lophura nycthemera,GALLIFORMES,Phasianidae,109.5,25.7
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.6,25.7
Tragopan temminckii,GALLIFORMES,Phasianidae,109.6,25.7
Bambusicola thoracica,GALLIFORMES,Phasianidae,110,25.7
Bambusicola thoracica,GALLIFORMES,Phasianidae,110,25.7
Chrysolophus pictus,GALLIFORMES,Phasianidae,110,25.7
Lophura nycthemera,GALLIFORMES,Phasianidae,110,25.7
Phasianus colchicus,GALLIFORMES,Phasianidae,110,25.7
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110,25.7
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110,25.7
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110,25.7
Tragopan temminckii,GALLIFORMES,Phasianidae,110,25.7
Tragopan temminckii,GALLIFORMES,Phasianidae,110,25.7
Tragopan temminckii,GALLIFORMES,Phasianidae,110,25.7
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.7,25.7
Syrmaticus ellioti,GALLIFORMES,Phasianidae,114.31667,25.7
Lophura nycthemera,GALLIFORMES,Phasianidae,119.38333,25.7
Gyps bengalensis,FALCONIFORMES,Accipitridae,102.69223,25.7081
Arborophila gingica,GALLIFORMES,Phasianidae,119.36667,25.71667
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,99.16667,25.75
Sitta yunnanensis,PASSERIFORMES,Sittidae,100.05785,25.77598
Aythya nyroca,ANSERIFORMES,Anatidae,100.70978,25.79135
Sitta yunnanensis,PASSERIFORMES,Sittidae,100.70978,25.79135
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.70978,25.79136
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,100.125,25.8
Elanus caeruleus,FALCONIFORMES,Accipitridae,100.125,25.8
Falco tinnunculus,CICONIIFORMES,Falconidae,100.125,25.8
Glaucidium brodiei,STRIGIFORMES,Strigidae,100.125,25.8
Psittacula derbiana,PSITTACIFORMES,Psittacidae,100.125,25.8
Syrmaticus humiae,GALLIFORMES,Phasianidae,100.125,25.8
Bambusicola fytchii,GALLIFORMES,Phasianidae,100.5,25.8
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,104.6,25.8
Phasianus colchicus,GALLIFORMES,Phasianidae,104.6,25.8
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.21667,25.8
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.21667,25.8
Phasianus colchicus,GALLIFORMES,Phasianidae,110.8,25.8
Tragopan temminckii,GALLIFORMES,Phasianidae,110.8,25.8
Tragopan caboti,GALLIFORMES,Phasianidae,114.5,25.8
Tragopan caboti,GALLIFORMES,Phasianidae,114.5,25.8
Arborophila gingica,GALLIFORMES,Phasianidae,115,25.8
Latoucheornis siemsseni,PASSERIFORMES,Fringillidae,106.28015,25.81551
Niltara davidi,PASSERIFORMES,Muscicapidae,106.28015,25.81551
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.33333,25.81667
Mergus squamatus,ANSERIFORMES,Anatidae,107.54443,25.82259
Dicrurus remifer,PASSERIFORMES,Corvidae,115.47564,25.82398
Syrmaticus reevesii,GALLIFORMES,Phasianidae,106.76667,25.83333
Syrmaticus reevesii,GALLIFORMES,Phasianidae,106.76667,25.83333
Coturnix chinensis,GALLIFORMES,Phasianidae,107.33333,25.83333
Phasianus colchicus,GALLIFORMES,Phasianidae,108.2,25.83333
Bambusicola thoracica,GALLIFORMES,Phasianidae,114.93333,25.85
Syrmaticus ellioti,GALLIFORMES,Phasianidae,114.93333,25.85
Phasianus colchicus,GALLIFORMES,Phasianidae,107.3,25.86667
Bambusicola thoracica,GALLIFORMES,Phasianidae,118.95,25.86667
Coturnix japonica,GALLIFORMES,Phasianidae,118.95,25.86667
Francolinus pintadeanus,GALLIFORMES,Phasianidae,118.95,25.86667
Lophura nycthemera,GALLIFORMES,Phasianidae,118.95,25.86667
Phasianus colchicus,GALLIFORMES,Phasianidae,118.95,25.86667
Pavo muticus,GALLIFORMES,Phasianidae,98.86667,25.88333
Pavo muticus,GALLIFORMES,Phasianidae,98.86667,25.88333
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.45833,25.88333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,110.45833,25.88333
Tragopan caboti,GALLIFORMES,Phasianidae,110.45833,25.88333
Lophura nycthemera,GALLIFORMES,Phasianidae,111.45833,25.88333
Arborophila torqueola,GALLIFORMES,Phasianidae,98.8,25.9
Arborophila torqueola,GALLIFORMES,Phasianidae,98.8,25.9
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,98.8,25.9
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,98.8,25.9
Francolinus pintadeanus,GALLIFORMES,Phasianidae,98.8,25.9
Gallus gallus,GALLIFORMES,Phasianidae,98.8,25.9
Ithaginis cruentus,GALLIFORMES,Phasianidae,98.8,25.9
Lophura nycthemera,GALLIFORMES,Phasianidae,98.8,25.9
Lophura nycthemera,GALLIFORMES,Phasianidae,98.8,25.9
Pavo muticus,GALLIFORMES,Phasianidae,98.8,25.9
Tragopan temminckii,GALLIFORMES,Phasianidae,98.8,25.9
Tragopan temminckii,GALLIFORMES,Phasianidae,98.8,25.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.9,25.9
Francolinus pintadeanus,GALLIFORMES,Phasianidae,110,25.9
Lophura nycthemera,GALLIFORMES,Phasianidae,110,25.9
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110,25.9
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110,25.9
Tragopan caboti,GALLIFORMES,Phasianidae,110,25.9
Tragopan temminckii,GALLIFORMES,Phasianidae,110,25.9
Tragopan temminckii,GALLIFORMES,Phasianidae,110,25.9
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.2,25.9
Pucrasia macrolopha,GALLIFORMES,Phasianidae,110.2,25.9
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.2,25.9
Tragopan temminckii,GALLIFORMES,Phasianidae,110.2,25.9
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.6,25.9
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.6,25.9
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.6,25.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.9,25.9
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.9,25.9
Lophura nycthemera,GALLIFORMES,Phasianidae,110.9,25.9
Phasianus colchicus,GALLIFORMES,Phasianidae,110.9,25.9
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.9,25.9
Tragopan temminckii,GALLIFORMES,Phasianidae,110.9,25.9
Lophura nycthemera,GALLIFORMES,Phasianidae,113.6,25.9
Accipiter nisus,FALCONIFORMES,Accipitridae,101.202,25.904
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,101.202,25.904
Aythya nyroca,ANSERIFORMES,Anatidae,103.03391,25.91611
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.18333,25.91667
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.18333,25.91667
Coturnix japonica,GALLIFORMES,Phasianidae,110.18333,25.91667
Lophura nycthemera,GALLIFORMES,Phasianidae,110.18333,25.91667
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.18333,25.91667
Tragopan temminckii,GALLIFORMES,Phasianidae,110.18333,25.91667
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,105.6,25.93333
Lophura nycthemera,GALLIFORMES,Phasianidae,108.6,25.93333
Phasianus colchicus,GALLIFORMES,Phasianidae,108.6,25.93333
Sitta magna,PASSERIFORMES,Sittidae,100.375,25.965
Alcippe variegaticeps,PASSERIFORMES,Sylviidae,110.28838,25.96554
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.28838,25.96554
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,110.28838,25.96554
Lophura nycthemera,GALLIFORMES,Phasianidae,107.83333,25.96667
Coturnix japonica,GALLIFORMES,Phasianidae,119.51667,25.96667
Francolinus pintadeanus,GALLIFORMES,Phasianidae,119.51667,25.96667
Phasianus colchicus,GALLIFORMES,Phasianidae,119.51667,25.96667
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,100.36667,25.98333
Phasianus colchicus,GALLIFORMES,Phasianidae,100.36667,25.98333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,107.86667,25.98333
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.4,26
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.6,26
Coturnix japonica,GALLIFORMES,Phasianidae,110.6,26
Francolinus pintadeanus,GALLIFORMES,Phasianidae,110.6,26
Lophura nycthemera,GALLIFORMES,Phasianidae,110.6,26
Phasianus colchicus,GALLIFORMES,Phasianidae,110.6,26
Pucrasia macrolopha,GALLIFORMES,Phasianidae,110.6,26
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.6,26
Tragopan caboti,GALLIFORMES,Phasianidae,110.6,26
Tragopan temminckii,GALLIFORMES,Phasianidae,110.6,26
Tragopan temminckii,GALLIFORMES,Phasianidae,110.6,26
Bambusicola thoracica,GALLIFORMES,Phasianidae,111.1,26
Syrmaticus ellioti,GALLIFORMES,Phasianidae,113.825,26
Tragopan caboti,GALLIFORMES,Phasianidae,113.825,26
Arborophila torqueola,GALLIFORMES,Phasianidae,98.8,26.01667
Bambusicola fytchii,GALLIFORMES,Phasianidae,98.8,26.01667
Tragopan temminckii,GALLIFORMES,Phasianidae,98.8,26.01667
Pavo muticus,GALLIFORMES,Phasianidae,101.71667,26.01667
Parus venustulus,PASSERIFORMES,Paridae,106.45027,26.04398
Yuhina diademata,PASSERIFORMES,Sylviidae,106.45027,26.04398
Thalasseus   bernsteini,CICONIIFORMES,Laridae,119.30733,26.05409
Alcippe ruficapilla,PASSERIFORMES,Sylviidae,104.01962,26.06931
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,104.01962,26.06931
Lophura leucomelana,GALLIFORMES,Phasianidae,98.8,26.08333
Coturnix chinensis,GALLIFORMES,Phasianidae,119.3,26.08333
Coturnix japonica,GALLIFORMES,Phasianidae,119.3,26.08333
Tragopan caboti,GALLIFORMES,Phasianidae,119.3,26.08333
Lophura nycthemera,GALLIFORMES,Phasianidae,112,26.1
Parus venustulus,PASSERIFORMES,Paridae,119.25145,26.1091
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,119.25145,26.1091
Pavo muticus,GALLIFORMES,Phasianidae,101.41667,26.11667
Sitta magna,PASSERIFORMES,Sittidae,102.42505,26.14843
Francolinus pintadeanus,GALLIFORMES,Phasianidae,107.3,26.15
Phasianus colchicus,GALLIFORMES,Phasianidae,107.3,26.15
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.76667,26.15
Bambusicola thoracica,GALLIFORMES,Phasianidae,119.13333,26.15
Coturnix japonica,GALLIFORMES,Phasianidae,119.13333,26.15
Francolinus pintadeanus,GALLIFORMES,Phasianidae,119.13333,26.15
Lophura nycthemera,GALLIFORMES,Phasianidae,119.13333,26.15
Phasianus colchicus,GALLIFORMES,Phasianidae,119.13333,26.15
Arborophila torqueola,GALLIFORMES,Phasianidae,98.8,26.16667
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.25,26.16667
Syrmaticus ellioti,GALLIFORMES,Phasianidae,117.18333,26.16667
Bombycilla japonica,PASSERIFORMES,Bombycillidae,100.47875,26.17403
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.47875,26.17403
Garrulax bieti,PASSERIFORMES,Sylviidae,100.47875,26.17403
Garrulax bieti,PASSERIFORMES,Sylviidae,100.47875,26.17403
