"province","n_records","n_species","current_report_sum","historical_report_sum","current_user_sum","historical_user_sum","historical_report_annual","current_report_annual","historical_user_annual","current_user_annual","gdp_per_capita","area_km2","habitat_heterogeneity","human_density","population_10k","reference_mammal_richness","new_record_density_100k","log_new_record_density","historical_report_density","current_report_density","historical_user_density","current_user_density","z_hist_report_density","z_curr_report_density","z_gdp_per_capita","z_area_km2","z_habitat_heterogeneity","z_curr_user_density","fitted_primary","resid_primary","std_resid_primary","cooks_d_primary","hat_primary","dffits_primary"
"Jiangsu",50,50,47456,5,4796,3,0.25,1898.24,0.15,191.84,144989,107200,1.336322,791,8475,62,46.6417910447761,3.86371033917873,0.233208955223881,1770.74626865672,0.139925373134328,178.955223880597,5.38487529911622,-0.095495362028858,1.67123671113332,-0.525594497876405,-1.01204021865528,-0.0544714317851736,3.88036646020269,-0.0166561210239605,-0.845516333935682,128.333766474755,0.999072425533357,-27.5855564728919
"Tianjin",26,25,9815,0,1055,0,0,392.6,0,42.2,117635,11934,1.3320304,1162,1387,22,217.864923747277,5.38845475298332,0,3289.76034858388,0,353.611530082118,-0.185977938898307,0.0934920627956512,0.915626799835649,-0.77129669143372,-1.02477758555646,0.243444590412587,3.65696198331117,1.73149276967215,2.95691629324275,0.320719874160433,0.180387907188736,1.68549980891539
