"term","estimate","std.error","statistic","p.value","conf.low","conf.high","predictor"
"z_hist_report_density",3.04144132724123,3.14556203765098,0.966899171224899,0.343652311084805,-3.12386026655468,9.20674292103715,"Historical survey effort"
"z_curr_report_density",0.606926627535379,0.168761009048546,3.59636761451686,0.0015235442535604,0.276155049800228,0.937698205270529,"Current survey effort"
"z_gdp_per_capita",-0.0438213989400967,0.177270885365149,-0.247200203518089,0.806946563583215,-0.391272334255789,0.303629536375596,"Per capita GDP"
"z_area_km2",-0.591109178050605,0.113836150820072,-5.19263146014927,2.89641476992746e-05,-0.814228033657947,-0.367990322443263,"Area"
"z_habitat_heterogeneity",0.0635451639294058,0.107600857590568,0.59056373111078,0.56057150794275,-0.147352516948108,0.27444284480692,"Habitat heterogeneity"
