"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group"
"Yuhina nigrimenta","Passeriformes",2,1,9.5,"1","Omnivore",26.12,104.49,"R",7,"LC",0.977723605288848,"Resident/low mobility","LC","LC/NE"
"Yuhina occipitalis","Passeriformes",0,0,13,"1","Omnivore",26.6,95.77,"R",3,"LC",1.11394335230684,"Resident/low mobility","LC","LC/NE"
"Zosterops erythropleurus","Passeriformes",1,1,11,"3","Carnivore",46.62,131.55,"SWP",30,"LC",1.04139268515823,"Full migrant","LC","LC/NE"
"Zosterops japonicus","Passeriformes",0,0,11.29,"1","Omnivore",28.08,130.91,"RSWP",28,"LC",1.05269394192497,"Resident/low mobility","LC","LC/NE"
"Zosterops meyeni","Passeriformes",1,1,10,"1","Omnivore",15.68,121.37,"R",1,"LC",1,"Resident/low mobility","LC","LC/NE"
"Zosterops palpebrosus","Passeriformes",0,0,8.6,"1","Omnivore",22.22,90.83,"RSW",5,"LC",0.934498451243568,"Resident/low mobility","LC","LC/NE"
"Zosterops simplex","Passeriformes",0,0,11.29,"1","Omnivore",23.38,108.97,NA,NA,"LC",1.05269394192497,"Resident/low mobility","LC","LC/NE"
"Ardea alba","Pelecaniformes",0,0,871.33,"2","Carnivore",10.02,28.87,"RSWP",33,"LC",2.94018266710439,"Partial migrant","LC","LC/NE"
"Ardea cinerea","Pelecaniformes",0,0,1443,"1","Carnivore",27.14,60.83,"RSWP",34,"LC",3.15926633109349,"Resident/low mobility","LC","LC/NE"
"Ardea insignis","Pelecaniformes",0,0,2024,"1","Carnivore",27.28,93.73,"R",2,"CR",3.30621050816776,"Resident/low mobility","Threatened","Threatened/DD"
"Ardea intermedia","Pelecaniformes",2,1,458.83,"2","Carnivore",21.5,99.46,"RSWP",26,"LC",2.66165180593479,"Partial migrant","LC","LC/NE"
"Ardea purpurea","Pelecaniformes",1,1,1064.48,"3","Carnivore",14.68,50.93,"RSWP",31,"LC",3.02713750610197,"Full migrant","LC","LC/NE"
"Ardeola bacchus","Pelecaniformes",1,1,304.89,"2","Carnivore",33.13,113.88,"RSW",33,"LC",2.48414318029834,"Partial migrant","LC","LC/NE"
"Ardeola grayii","Pelecaniformes",2,1,253,"2","Carnivore",23.21,79.73,"V",2,"LC",2.40312052117582,"Partial migrant","LC","LC/NE"
"Ardeola speciosa","Pelecaniformes",1,1,253,"2","Carnivore",-0.16,115.46,"V",1,"LC",2.40312052117582,"Partial migrant","LC","LC/NE"
"Botaurus stellaris","Pelecaniformes",0,0,1319.45,"2","Carnivore",50.39,77.93,"SWP",32,"LC",3.12039293746207,"Partial migrant","LC","LC/NE"
"Bubulcus coromandus","Pelecaniformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Butorides striata","Pelecaniformes",0,0,201.5,"1","Carnivore",7.56,7.37,"RSWP",26,"LC",2.30427505047713,"Resident/low mobility","LC","LC/NE"
"Egretta eulophotes","Pelecaniformes",2,1,461.83,"3","Carnivore",39.31,124.18,"SWP",21,"VU",2.66448214081866,"Full migrant","Threatened","Threatened/DD"
"Egretta garzetta","Pelecaniformes",1,1,312,"2","Carnivore",5.46,70.68,"RSW",32,"LC",2.49415459401844,"Partial migrant","LC","LC/NE"
"Egretta novaehollandiae","Pelecaniformes",0,0,558.64,"1","Carnivore",-29.89,144.63,"V",2,"LC",2.74713202903296,"Resident/low mobility","LC","LC/NE"
"Egretta picata","Pelecaniformes",1,1,259,"1","Carnivore",-13.71,131.45,"V",1,"LC",2.41329976408125,"Resident/low mobility","LC","LC/NE"
"Egretta sacra","Pelecaniformes",0,0,502,"2","Carnivore",-3.63,126.33,"RP",9,"LC",2.70070371714502,"Partial migrant","LC","LC/NE"
"Gorsachius goisagi","Pelecaniformes",1,1,527,"3","Carnivore",34.33,134.59,"PW",11,"VU",2.72181061521255,"Full migrant","Threatened","Threatened/DD"
"Gorsachius magnificus","Pelecaniformes",0,0,NA,NA,NA,NA,NA,"R",12,NA,NA,NA,"Unknown","Unknown"
"Gorsachius melanolophus","Pelecaniformes",2,1,412.34,"2","Carnivore",16.76,106.63,"R",6,"LC",2.61525546659048,"Partial migrant","LC","LC/NE"
"Ixobrychus cinnamomeus","Pelecaniformes",1,1,126.49,"1","Carnivore",19.79,105.65,"RSP",25,"LC",2.10205619257519,"Resident/low mobility","LC","LC/NE"
"Ixobrychus eurhythmus","Pelecaniformes",1,1,139,"3","Carnivore",41.99,123.64,"SWP",31,"LC",2.1430148002541,"Full migrant","LC","LC/NE"
"Ixobrychus flavicollis","Pelecaniformes",0,0,321,"1","Carnivore",10.74,113.76,"RSPV",21,"LC",2.50650503240487,"Resident/low mobility","LC","LC/NE"
"Ixobrychus minutus","Pelecaniformes",1,1,99.49,"3","Carnivore",22.56,36.36,"SP",2,"LC",1.9977794308656,"Full migrant","LC","LC/NE"
"Ixobrychus sinensis","Pelecaniformes",0,0,94.29,"3","Carnivore",23.86,108.94,"RSP",31,"LC",1.97446563573724,"Full migrant","LC","LC/NE"
"Nycticorax caledonicus","Pelecaniformes",0,0,856,"2","Carnivore",-20.37,136.05,"V",1,"LC",2.93247376467715,"Partial migrant","LC","LC/NE"
"Nycticorax nycticorax","Pelecaniformes",1,1,810,"3","Carnivore",11.6,-6.01,"RS",34,"LC",2.90848501887865,"Full migrant","LC","LC/NE"
"Pelecanus crispus","Pelecaniformes",1,1,9512.09,"2","Carnivore",49,72.79,"SWPV",26,"NT",3.97827595076943,"Partial migrant","NT","NT"
"Pelecanus onocrotalus","Pelecaniformes",6,1,9322.31,"2","Carnivore",27.38,40.85,"SWPV",9,"LC",3.96952354067454,"Partial migrant","LC","LC/NE"
"Pelecanus philippensis","Pelecaniformes",0,0,5010.98,"1","Carnivore",18.03,82.88,"WP",11,"NT",3.69992266937449,"Resident/low mobility","NT","NT"
"Nipponia nippon","Pelecaniformes",1,1,1900,"1","Carnivore",33.28,107.6,"R",1,"EN",3.27875360095283,"Resident/low mobility","Threatened","Threatened/DD"
"Platalea leucorodia","Pelecaniformes",0,0,1868,"2","Carnivore",41.35,86.27,"SWP",34,"LC",3.27137687189407,"Partial migrant","LC","LC/NE"
"Platalea minor","Pelecaniformes",1,1,1228,"2","Carnivore",38.7,125.46,"SWP",19,"EN",3.08919836680515,"Partial migrant","Threatened","Threatened/DD"
"Plegadis falcinellus","Pelecaniformes",8,1,626.61,"2","Carnivore",-2.86,50.72,"P",17,"LC",2.79699732145881,"Partial migrant","LC","LC/NE"
"Pseudibis davisoni","Pelecaniformes",0,0,1588,"1","Carnivore",6.75,110.45,"P",1,"CR",3.20085049809108,"Resident/low mobility","Threatened","Threatened/DD"
"Threskiornis melanocephalus","Pelecaniformes",0,0,1303,"1","Carnivore",24.71,86.63,"SWP",21,"LC",3.11494441571258,"Resident/low mobility","LC","LC/NE"
"Phaethon aethereus","Phaethontiformes",0,0,749.99,"3","Carnivore",14.4,21.97,"S",1,"LC",2.87505547276,"Full migrant","LC","LC/NE"
"Phaethon lepturus","Phaethontiformes",0,0,328.04,"3","Carnivore",-9,57.91,"V",1,"LC",2.5159268032242,"Full migrant","LC","LC/NE"
"Phaethon rubricauda","Phaethontiformes",0,0,671.87,"3","Carnivore",-19.44,101.16,"V",1,"LC",2.82728524962474,"Full migrant","LC","LC/NE"
"Phoenicopterus roseus","Phoenicopteriformes",13,1,3031.59,"2","Carnivore",-8.68,28.91,NA,NA,"LC",3.4816704658328,"Partial migrant","LC","LC/NE"
"Indicator xanthonotus","Piciformes",1,1,30.38,"1","Carnivore",28.36,90.07,"R",2,"LC",1.48258776952677,"Resident/low mobility","LC","LC/NE"
"Psilopogon asiaticus","Piciformes",0,0,90.5,"1","Herbivore",23.6,96.74,"R",1,"LC",1.9566485792052,"Resident/low mobility","LC","LC/NE"
"Psilopogon duvaucelii","Piciformes",0,0,33.3,"1","Herbivore",1.08,108.71,NA,NA,"LC",1.52244423350632,"Resident/low mobility","LC","LC/NE"
"Psilopogon faber","Piciformes",1,1,87.69,"1","Herbivore",24.06,108.86,"R",6,"LC",1.9429500700771,"Resident/low mobility","LC","LC/NE"
"Psilopogon faiostrictus","Piciformes",2,1,92.95,"1","Herbivore",16.24,104.65,"R",3,"LC",1.96824939410792,"Resident/low mobility","LC","LC/NE"
"Psilopogon franklinii","Piciformes",0,0,63.5,"1","Herbivore",22.88,99.21,"R",3,"LC",1.80277372529198,"Resident/low mobility","LC","LC/NE"
"Psilopogon haemacephalus","Piciformes",0,0,44.49,"1","Omnivore",17.86,90.69,"R",1,"LC",1.64826240574804,"Resident/low mobility","LC","LC/NE"
"Psilopogon lineatus","Piciformes",0,0,148.96,"1","Herbivore",18.46,97.72,"R",1,"LC",2.17306966363727,"Resident/low mobility","LC","LC/NE"
"Psilopogon nuchalis","Piciformes",0,0,87.69,"1","Herbivore",23.76,121.1,"R",1,"LC",1.9429500700771,"Resident/low mobility","LC","LC/NE"
"Psilopogon virens","Piciformes",1,1,202,"1","Herbivore",24.49,101.98,"R",17,"LC",2.30535136944662,"Resident/low mobility","LC","LC/NE"
"Blythipicus pyrrhotis","Piciformes",0,0,132,"1","Carnivore",23.45,104.38,"R",13,"LC",2.12057393120585,"Resident/low mobility","LC","LC/NE"
"Chrysocolaptes guttacristatus","Piciformes",0,0,166,"1","Carnivore",17.65,96.62,NA,NA,"LC",2.22010808804005,"Resident/low mobility","LC","LC/NE"
"Chrysophlegma flavinucha","Piciformes",0,0,176.83,"1","Carnivore",19.8,99.98,NA,NA,"LC",2.24755594692815,"Resident/low mobility","LC","LC/NE"
"Dendrocopos atratus","Piciformes",0,0,46.73,"1","Carnivore",20.89,99.25,"R",1,"LC",1.66959578102431,"Resident/low mobility","LC","LC/NE"
"Dendrocopos darjellensis","Piciformes",0,0,70.66,"1","Carnivore",26.9,96.19,"R",3,"LC",1.84917363309883,"Resident/low mobility","LC","LC/NE"
"Dendrocopos hyperythrus","Piciformes",1,1,46.49,"1","Carnivore",30.24,103.57,"RSWP",25,"LC",1.66735954618309,"Resident/low mobility","LC","LC/NE"
"Dendrocopos leucopterus","Piciformes",0,0,67,"1","Carnivore",42.52,75.7,"R",1,"LC",1.82607480270083,"Resident/low mobility","LC","LC/NE"
"Dendrocopos leucotos","Piciformes",0,0,116.8,"1","Carnivore",52.06,81.1,"R",13,"LC",2.06744284277638,"Resident/low mobility","LC","LC/NE"
"Dendrocopos macei","Piciformes",0,0,44.93,"1","Carnivore",25.03,88.01,"R",1,"LC",1.65253641859303,"Resident/low mobility","LC","LC/NE"
"Dendrocopos major","Piciformes",0,0,74.94,"1","Omnivore",51.97,75.61,"R",24,"LC",1.87471368875778,"Resident/low mobility","LC","LC/NE"
"Dinopium benghalense","Piciformes",0,0,100,"1","Carnivore",23.12,77.52,"R",1,"LC",2,"Resident/low mobility","LC","LC/NE"
"Dinopium javanense","Piciformes",0,0,72.76,"1","Carnivore",9.28,104.9,"R",2,"LC",1.86189269039145,"Resident/low mobility","LC","LC/NE"
"Dinopium shorii","Piciformes",0,0,101,"1","Carnivore",22.84,93.53,"R",1,"LC",2.00432137378264,"Resident/low mobility","LC","LC/NE"
"Dryobates cathpharius","Piciformes",0,0,30.74,"1","Carnivore",27,93.48,NA,NA,"LC",1.48770386316373,"Resident/low mobility","LC","LC/NE"
"Dryobates minor","Piciformes",0,0,19.8,"1","Carnivore",54.79,69.33,NA,NA,"LC",1.29666519026153,"Resident/low mobility","LC","LC/NE"
"Dryocopus javensis","Piciformes",0,0,271.4,"1","Carnivore",10.17,104.65,"R",4,"LC",2.43360984332372,"Resident/low mobility","LC","LC/NE"
"Dryocopus martius","Piciformes",0,0,321,"1","Carnivore",56.28,84.16,"R",13,"LC",2.50650503240487,"Resident/low mobility","LC","LC/NE"
"Gecinulus grantia","Piciformes",0,0,76.02,"1","Carnivore",20.54,102.11,"R",5,"LC",1.88092786526708,"Resident/low mobility","LC","LC/NE"
"Jynx torquilla","Piciformes",0,0,34.96,"3","Carnivore",53.28,69.7,"SWP",34,"LC",1.54357142396237,"Full migrant","LC","LC/NE"
"Leiopicus auriceps","Piciformes",0,0,39.92,"1","Carnivore",29.88,79.25,NA,NA,"LC",1.60119053261533,"Resident/low mobility","LC","LC/NE"
"Micropternus brachyurus","Piciformes",0,0,85.94,"1","Carnivore",17.03,99.44,"R",12,"LC",1.93419534934788,"Resident/low mobility","LC","LC/NE"
"Mulleripicus pulverulentus","Piciformes",0,0,450.19,"1","Carnivore",12.72,103.58,"R",2,"VU",2.6533958438563,"Resident/low mobility","Threatened","Threatened/DD"
"Picoides canicapillus","Piciformes",0,0,25.76,"1","Carnivore",27.99,112.03,NA,NA,"LC",1.41094585868777,"Resident/low mobility","LC","LC/NE"
"Picoides kizuki","Piciformes",0,0,19.19,"1","Carnivore",42.98,132.31,NA,NA,"LC",1.28307497473547,"Resident/low mobility","LC","LC/NE"
"Picoides tridactylus","Piciformes",0,0,65.49,"1","Carnivore",57.66,21.76,"RW",9,"LC",1.8161749904288,"Resident/low mobility","LC","LC/NE"
"Picumnus innominatus","Piciformes",2,1,10.2,"1","Carnivore",24.24,103.72,"R",21,"LC",1.00860017176192,"Resident/low mobility","LC","LC/NE"
"Picus canus","Piciformes",0,0,137,"1","Carnivore",51.73,71.12,"R",31,"LC",2.13672056715641,"Resident/low mobility","LC","LC/NE"
"Picus chlorolophus","Piciformes",1,1,65.41,"1","Carnivore",19.23,94.09,"R",5,"LC",1.81564414913197,"Resident/low mobility","LC","LC/NE"
"Picus rabieri","Piciformes",0,0,111.4,"1","Carnivore",18.35,106.06,"R",1,"NT",2.04688519083771,"Resident/low mobility","NT","NT"
"Picus squamatus","Piciformes",0,0,170,"1","Carnivore",32.58,70.43,"R",1,"LC",2.23044892137827,"Resident/low mobility","LC","LC/NE"
"Picus vittatus","Piciformes",0,0,108.07,"1","Carnivore",12.05,103.77,"R",1,"LC",2.03370515146785,"Resident/low mobility","LC","LC/NE"
"Picus xanthopygaeus","Piciformes",0,0,99.69,"1","Carnivore",20.92,86.32,"R",1,"LC",1.99865159599837,"Resident/low mobility","LC","LC/NE"
"Sasia ochracea","Piciformes",2,1,9.7,"1","Carnivore",20.83,99.6,"R",5,"LC",0.986771734266245,"Resident/low mobility","LC","LC/NE"
"Podiceps auritus","Podicipediformes",2,1,453,"3","Carnivore",57.33,19.63,"SWP",16,"VU",2.65609820201283,"Full migrant","Threatened","Threatened/DD"
"Podiceps cristatus","Podicipediformes",0,0,730.96,"1","Carnivore",44.79,63.48,"SWP",33,"LC",2.86389361190371,"Resident/low mobility","LC","LC/NE"
"Podiceps grisegena","Podicipediformes",1,1,1023,"3","Carnivore",57.11,19.48,"SWP",14,"LC",3.00987563371216,"Full migrant","LC","LC/NE"
"Podiceps nigricollis","Podicipediformes",2,1,412.44,"3","Carnivore",41.93,13.31,"SWP",33,"LC",2.61536077818485,"Full migrant","LC","LC/NE"
"Tachybaptus ruficollis","Podicipediformes",0,0,169.43,"1","Carnivore",16.91,47.36,"R",34,"LC",2.22899031084072,"Resident/low mobility","LC","LC/NE"
"Phoebastria albatrus","Procellariiformes",0,0,4411,"2","Carnivore",34.87,-19.61,"SP",3,"VU",3.64453705777841,"Partial migrant","Threatened","Threatened/DD"
"Phoebastria immutabilis","Procellariiformes",1,1,3145.93,"2","Carnivore",35.54,-24.85,"W",2,"NT",3.49774905492047,"Partial migrant","NT","NT"
"Phoebastria nigripes","Procellariiformes",0,0,3188.41,"2","Carnivore",14.59,-17.36,"S",5,"NT",3.50357416256366,"Partial migrant","NT","NT"
"Hydrobates leucorhous","Procellariiformes",0,0,36.71,"3","Carnivore",24.34,-41.1,"V",2,"VU",1.56478438450399,"Full migrant","Threatened","Threatened/DD"
"Hydrobates monorhis","Procellariiformes",0,0,39.8,"3","Carnivore",13.58,95.46,"S",9,"NT",1.59988307207369,"Full migrant","NT","NT"
"Hydrobates tristrami","Procellariiformes",0,0,89.05,"3","Carnivore",31.32,35.17,"V",1,"LC",1.94963392379926,"Full migrant","LC","LC/NE"
"Oceanites oceanicus","Procellariiformes",1,1,30.41,"3","Carnivore",-54.16,-20.88,"V",1,"LC",1.48301642014413,"Full migrant","LC","LC/NE"
"Ardenna carneipes","Procellariiformes",0,0,609,"3","Carnivore",2.84,28.09,"SV",2,"NT",2.78461729263288,"Full migrant","NT","NT"
"Ardenna grisea","Procellariiformes",0,0,787,"3","Carnivore",-53.33,18.85,"SV",2,"NT",2.89597473235906,"Full migrant","NT","NT"
"Ardenna pacifica","Procellariiformes",2,1,388,"3","Carnivore",-0.72,13.15,NA,NA,"LC",2.58883172559421,"Full migrant","LC","LC/NE"
"Ardenna tenuirostris","Procellariiformes",2,1,559,"3","Carnivore",0.74,4.17,"V",6,"LC",2.74741180788642,"Full migrant","LC","LC/NE"
"Bulweria bulwerii","Procellariiformes",1,1,98.99,"2","Carnivore",7.36,-4.13,"SP",7,"LC",1.99559132425235,"Partial migrant","LC","LC/NE"
"Calonectris leucomelas","Procellariiformes",2,1,579.99,"3","Carnivore",6.96,138.23,"SPR",12,"NT",2.76342050566249,"Full migrant","NT","NT"
"Fulmarus glacialis","Procellariiformes",0,0,611.94,"3","Carnivore",64.81,-12.35,"V",1,"LC",2.78670884216789,"Full migrant","LC","LC/NE"
"Pseudobulweria rostrata","Procellariiformes",0,0,409,"2","Carnivore",-8.04,-47.49,"V",1,"NT",2.61172330800734,"Partial migrant","NT","NT"
"Pterodroma heraldica","Procellariiformes",0,0,394,"2","Carnivore",-12.02,-54.16,NA,NA,"LC",2.59549622182557,"Partial migrant","LC","LC/NE"
"Pterodroma hypoleuca","Procellariiformes",0,0,176,"2","Carnivore",26.91,69.24,"PV",2,"LC",2.24551266781415,"Partial migrant","LC","LC/NE"
"Pterodroma solandri","Procellariiformes",0,0,468.64,"2","Carnivore",13.28,57.96,NA,NA,"LC",2.67083935433752,"Partial migrant","LC","LC/NE"
"Puffinus nativitatis","Procellariiformes",0,0,356,"2","Carnivore",2.39,-102.5,NA,NA,"LC",2.55144999797288,"Partial migrant","LC","LC/NE"
"Loriculus vernalis","Psittaciformes",0,0,35.7,"1","Herbivore",18.78,97.17,"R",2,"LC",1.55266821611219,"Resident/low mobility","LC","LC/NE"
"Psittacula alexandri","Psittaciformes",0,0,147,"1","Herbivore",19.3,99.68,"R",4,"NT",2.16731733474818,"Resident/low mobility","NT","NT"
"Psittacula derbiana","Psittaciformes",0,0,251,"1","Herbivore",28.04,97.99,"R",4,"LC",2.39967372148104,"Resident/low mobility","LC","LC/NE"
"Psittacula eupatria","Psittaciformes",0,0,NA,NA,NA,NA,NA,"R",1,NA,NA,NA,"Unknown","Unknown"
"Psittacula finschii","Psittaciformes",0,0,NA,NA,NA,NA,NA,"R",2,NA,NA,NA,"Unknown","Unknown"
"Psittacula himalayana","Psittaciformes",0,0,NA,NA,NA,NA,NA,"R",1,NA,NA,NA,"Unknown","Unknown"
"Psittacula krameri","Psittaciformes",0,0,NA,NA,NA,NA,NA,"R",4,NA,NA,NA,"Unknown","Unknown"
"Psittacula roseata","Psittaciformes",0,0,NA,NA,NA,NA,NA,"R",3,NA,NA,NA,"Unknown","Unknown"
"Psittinus cyanurus","Psittaciformes",0,0,60.5,"1","Herbivore",1.09,108.22,"R",1,"NT",1.78175537465247,"Resident/low mobility","NT","NT"
"Pterocles orientalis","Pterocliformes",0,0,404.87,"2","Herbivore",39.56,55.06,"S",1,"LC",2.6073155976695,"Partial migrant","LC","LC/NE"
"Syrrhaptes paradoxus","Pterocliformes",1,1,256.43,"2","Herbivore",46.83,91.12,"SWR",14,"LC",2.40896883236121,"Partial migrant","LC","LC/NE"
"Syrrhaptes tibetanus","Pterocliformes",0,0,343.66,"2","Herbivore",33.28,87.56,"RS",4,"LC",2.53612898575892,"Partial migrant","LC","LC/NE"
"Aegolius funereus","Strigiformes",0,0,137.18,"2","Carnivore",57.12,32.73,"R",9,"LC",2.13729079852247,"Partial migrant","LC","LC/NE"
"Asio flammeus","Strigiformes",1,1,322.61,"3","Carnivore",49.62,11.33,"SW",34,"LC",2.50867782516549,"Full migrant","LC","LC/NE"
"Asio otus","Strigiformes",0,0,296.57,"2","Carnivore",50.73,26.52,"RSW",33,"LC",2.47212721717985,"Partial migrant","LC","LC/NE"
"Athene brama","Strigiformes",0,0,112,"1","Carnivore",21.94,82.93,"R",1,"LC",2.04921802267018,"Resident/low mobility","LC","LC/NE"
"Athene noctua","Strigiformes",2,1,168.92,"1","Carnivore",40.42,58.9,"RV",22,"LC",2.22768107275287,"Resident/low mobility","LC","LC/NE"
"Bubo blakistoni","Strigiformes",0,0,3850,"1","Carnivore",51.14,134.2,"R",3,"EN",3.5854607295085,"Resident/low mobility","Threatened","Threatened/DD"
"Bubo bubo","Strigiformes",0,0,2668.51,"1","Carnivore",49.31,80.8,"RW",32,"LC",3.42626883462197,"Resident/low mobility","LC","LC/NE"
"Bubo nipalensis","Strigiformes",2,1,1396.42,"1","Carnivore",22.43,96.9,"R",5,"LC",3.14501606029929,"Resident/low mobility","LC","LC/NE"
"Bubo scandiacus","Strigiformes",0,0,2028.76,"3","Carnivore",71.95,-28.4,"W",6,"VU",3.30723067352886,"Full migrant","Threatened","Threatened/DD"
"Glaucidium brodiei","Strigiformes",0,0,59.39,"1","Carnivore",23.41,103.36,"R",21,"LC",1.77371332527702,"Resident/low mobility","LC","LC/NE"
"Glaucidium cuculoides","Strigiformes",1,1,198.16,"1","Carnivore",23.89,104.33,"R",23,"LC",2.29701599357778,"Resident/low mobility","LC","LC/NE"
"Glaucidium passerinum","Strigiformes",0,0,57.87,"2","Carnivore",56.73,79.69,"R",6,"LC",1.76245348236355,"Partial migrant","LC","LC/NE"
"Ketupa flavipes","Strigiformes",1,1,2315,"1","Carnivore",26.34,109.28,"RS",16,"LC",3.36455099535397,"Resident/low mobility","LC","LC/NE"
"Ketupa zeylonensis","Strigiformes",0,0,1105,"1","Carnivore",20.71,89.06,"R",7,"LC",3.04336227802113,"Resident/low mobility","LC","LC/NE"
"Ninox japonica","Strigiformes",1,1,225,"3","Carnivore",39.35,124.46,"SWR",15,"LC",2.35218251811136,"Full migrant","LC","LC/NE"
"Ninox scutulata","Strigiformes",0,0,191,"3","Carnivore",15.27,97.12,"R",15,"LC",2.28103336724773,"Full migrant","LC","LC/NE"
"Otus brucei","Strigiformes",0,0,84.35,"2","Carnivore",36.55,62.95,"R",1,"LC",1.92608508692514,"Partial migrant","LC","LC/NE"
"Otus elegans","Strigiformes",0,0,124,"1","Carnivore",25.84,126.92,"R",1,"NT",2.09342168516224,"Resident/low mobility","NT","NT"
"Otus lettia","Strigiformes",1,1,139,"1","Carnivore",23.07,104.45,"R",21,"LC",2.1430148002541,"Resident/low mobility","LC","LC/NE"
"Otus scops","Strigiformes",0,0,92,"3","Carnivore",46.4,47.41,"R",1,"LC",1.96378782734556,"Full migrant","LC","LC/NE"
"Otus semitorques","Strigiformes",3,1,121.53,"2","Carnivore",41.38,128.14,"RS",12,"LC",2.08468349790325,"Partial migrant","LC","LC/NE"
"Otus spilocephalus","Strigiformes",2,1,67.5,"1","Carnivore",20.4,102.24,"RS",8,"LC",1.82930377283102,"Resident/low mobility","LC","LC/NE"
"Otus sunia","Strigiformes",0,0,78.09,"1","Carnivore",31.47,111.91,"RSW",29,"LC",1.8925954228289,"Resident/low mobility","LC","LC/NE"
"Strix davidi","Strigiformes",0,0,NA,NA,NA,NA,NA,"R",4,NA,NA,NA,"Unknown","Unknown"
"Strix leptogrammica","Strigiformes",0,0,970,"1","Carnivore",17.85,101.89,"R",19,"LC",2.98677173426624,"Resident/low mobility","LC","LC/NE"
"Strix nebulosa","Strigiformes",0,0,1061.89,"1","Carnivore",58.78,41.47,"R",5,"LC",3.02607953099473,"Resident/low mobility","LC","LC/NE"
"Strix nivicolum","Strigiformes",0,0,472.46,"1","Carnivore",30.99,108.78,NA,NA,"LC",2.67436504561855,"Resident/low mobility","LC","LC/NE"
"Strix uralensis","Strigiformes",0,0,780.56,"1","Carnivore",57.06,91.79,"R",6,"LC",2.8924062919819,"Resident/low mobility","LC","LC/NE"
"Surnia ulula","Strigiformes",0,0,319.9,"2","Carnivore",59.62,27.33,"RW",4,"LC",2.50501424008411,"Partial migrant","LC","LC/NE"
"Phodilus badius","Strigiformes",0,0,280.24,"1","Carnivore",10.95,104.51,"R",3,"LC",2.44753012430964,"Resident/low mobility","LC","LC/NE"
"Tyto javanica","Strigiformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Tyto longimembris","Strigiformes",1,1,423.5,"1","Carnivore",13.43,113.66,"SWR",20,"LC",2.62685341466673,"Resident/low mobility","LC","LC/NE"
"Anhinga melanogaster","Suliformes",1,1,1480.06,"2","Carnivore",15.9,92.29,NA,NA,"LC",3.17027932157113,"Partial migrant","LC","LC/NE"
