"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group","z_log_mass","z_range_size"
"Butorides striata","Pelecaniformes",0,0,201.5,"1","Carnivore",7.56,7.37,"RSWP",26,"LC",2.30427505047713,"Resident/low mobility","LC","LC/NE",0.580382904297306,1.27615513873159
"Egretta eulophotes","Pelecaniformes",2,1,461.83,"3","Carnivore",39.31,124.18,"SWP",21,"VU",2.66448214081866,"Full migrant","Threatened","Threatened/DD",1.05841595628734,0.832256680366178
"Egretta garzetta","Pelecaniformes",1,1,312,"2","Carnivore",5.46,70.68,"RSW",32,"LC",2.49415459401844,"Partial migrant","LC","LC/NE",0.832373218045618,1.80883328877008
"Egretta novaehollandiae","Pelecaniformes",0,0,558.64,"1","Carnivore",-29.89,144.63,"V",2,"LC",2.74713202903296,"Resident/low mobility","LC","LC/NE",1.168101132868,-0.854557461422374
"Egretta picata","Pelecaniformes",1,1,259,"1","Carnivore",-13.71,131.45,"V",1,"LC",2.41329976408125,"Resident/low mobility","LC","LC/NE",0.72507027437962,-0.943337153095455
"Egretta sacra","Pelecaniformes",0,0,502,"2","Carnivore",-3.63,126.33,"RP",9,"LC",2.70070371714502,"Partial migrant","LC","LC/NE",1.10648583370914,-0.233099619710802
"Gorsachius goisagi","Pelecaniformes",1,1,527,"3","Carnivore",34.33,134.59,"PW",11,"VU",2.72181061521255,"Full migrant","Threatened","Threatened/DD",1.13449692835943,-0.0555402363646385
"Gorsachius melanolophus","Pelecaniformes",2,1,412.34,"2","Carnivore",16.76,106.63,"R",6,"LC",2.61525546659048,"Partial migrant","LC","LC/NE",0.993086933201468,-0.499438694730047
"Ixobrychus cinnamomeus","Pelecaniformes",1,1,126.49,"1","Carnivore",19.79,105.65,"RSP",25,"LC",2.10205619257519,"Resident/low mobility","LC","LC/NE",0.312017010330177,1.18737544705851
"Ixobrychus eurhythmus","Pelecaniformes",1,1,139,"3","Carnivore",41.99,123.64,"SWP",31,"LC",2.1430148002541,"Full migrant","LC","LC/NE",0.36637343128637,1.720053597097
"Ixobrychus flavicollis","Pelecaniformes",0,0,321,"1","Carnivore",10.74,113.76,"RSPV",21,"LC",2.50650503240487,"Resident/low mobility","LC","LC/NE",0.848763561027712,0.832256680366178
"Ixobrychus minutus","Pelecaniformes",1,1,99.49,"3","Carnivore",22.56,36.36,"SP",2,"LC",1.9977794308656,"Full migrant","LC","LC/NE",0.173630676500914,-0.854557461422374
"Ixobrychus sinensis","Pelecaniformes",0,0,94.29,"3","Carnivore",23.86,108.94,"RSP",31,"LC",1.97446563573724,"Full migrant","LC","LC/NE",0.142690795145125,1.720053597097
"Nycticorax caledonicus","Pelecaniformes",0,0,856,"2","Carnivore",-20.37,136.05,"V",1,"LC",2.93247376467715,"Partial migrant","LC","LC/NE",1.41406929375878,-0.943337153095455
"Nycticorax nycticorax","Pelecaniformes",1,1,810,"3","Carnivore",11.6,-6.01,"RS",34,"LC",2.90848501887865,"Full migrant","LC","LC/NE",1.38223368120435,1.98639267211624
"Pelecanus crispus","Pelecaniformes",1,1,9512.09,"2","Carnivore",49,72.79,"SWPV",26,"NT",3.97827595076943,"Partial migrant","NT","NT",2.80195982728918,1.27615513873159
"Pelecanus onocrotalus","Pelecaniformes",6,1,9322.31,"2","Carnivore",27.38,40.85,"SWPV",9,"LC",3.96952354067454,"Partial migrant","LC","LC/NE",2.79034444985183,-0.233099619710802
"Pelecanus philippensis","Pelecaniformes",0,0,5010.98,"1","Carnivore",18.03,82.88,"WP",11,"NT",3.69992266937449,"Resident/low mobility","NT","NT",2.432555470172,-0.0555402363646385
"Nipponia nippon","Pelecaniformes",1,1,1900,"1","Carnivore",33.28,107.6,"R",1,"EN",3.27875360095283,"Resident/low mobility","Threatened","Threatened/DD",1.87361940094995,-0.943337153095455
"Platalea leucorodia","Pelecaniformes",0,0,1868,"2","Carnivore",41.35,86.27,"SWP",34,"LC",3.27137687189407,"Partial migrant","LC","LC/NE",1.8638296983033,1.98639267211624
"Platalea minor","Pelecaniformes",1,1,1228,"2","Carnivore",38.7,125.46,"SWP",19,"EN",3.08919836680515,"Partial migrant","Threatened","Threatened/DD",1.62205948019885,0.654697297020015
"Plegadis falcinellus","Pelecaniformes",8,1,626.61,"2","Carnivore",-2.86,50.72,"P",17,"LC",2.79699732145881,"Partial migrant","LC","LC/NE",1.23427767010414,0.477137913673852
"Pseudibis davisoni","Pelecaniformes",0,0,1588,"1","Carnivore",6.75,110.45,"P",1,"CR",3.20085049809108,"Resident/low mobility","Threatened","Threatened/DD",1.77023371249727,-0.943337153095455
"Threskiornis melanocephalus","Pelecaniformes",0,0,1303,"1","Carnivore",24.71,86.63,"SWP",21,"LC",3.11494441571258,"Resident/low mobility","LC","LC/NE",1.65622722055131,0.832256680366178
"Phaethon aethereus","Phaethontiformes",0,0,749.99,"3","Carnivore",14.4,21.97,"S",1,"LC",2.87505547276,"Full migrant","LC","LC/NE",1.33786912429741,-0.943337153095455
"Phaethon lepturus","Phaethontiformes",0,0,328.04,"3","Carnivore",-9,57.91,"V",1,"LC",2.5159268032242,"Full migrant","LC","LC/NE",0.861267251212279,-0.943337153095455
"Phaethon rubricauda","Phaethontiformes",0,0,671.87,"3","Carnivore",-19.44,101.16,"V",1,"LC",2.82728524962474,"Full migrant","LC","LC/NE",1.27447296644293,-0.943337153095455
"Indicator xanthonotus","Piciformes",1,1,30.38,"1","Carnivore",28.36,90.07,"R",2,"LC",1.48258776952677,"Resident/low mobility","LC","LC/NE",-0.510083355880044,-0.854557461422374
"Psilopogon asiaticus","Piciformes",0,0,90.5,"1","Herbivore",23.6,96.74,"R",1,"LC",1.9566485792052,"Resident/low mobility","LC","LC/NE",0.119045669494172,-0.943337153095455
"Psilopogon faber","Piciformes",1,1,87.69,"1","Herbivore",24.06,108.86,"R",6,"LC",1.9429500700771,"Resident/low mobility","LC","LC/NE",0.100866293513504,-0.499438694730047
"Psilopogon faiostrictus","Piciformes",2,1,92.95,"1","Herbivore",16.24,104.65,"R",3,"LC",1.96824939410792,"Resident/low mobility","LC","LC/NE",0.134441182526017,-0.765777769749292
"Psilopogon franklinii","Piciformes",0,0,63.5,"1","Herbivore",22.88,99.21,"R",3,"LC",1.80277372529198,"Resident/low mobility","LC","LC/NE",-0.085162598507764,-0.765777769749292
"Psilopogon haemacephalus","Piciformes",0,0,44.49,"1","Omnivore",17.86,90.69,"R",1,"LC",1.64826240574804,"Resident/low mobility","LC","LC/NE",-0.290215523975059,-0.943337153095455
"Psilopogon lineatus","Piciformes",0,0,148.96,"1","Herbivore",18.46,97.72,"R",1,"LC",2.17306966363727,"Resident/low mobility","LC","LC/NE",0.406259425914014,-0.943337153095455
"Psilopogon nuchalis","Piciformes",0,0,87.69,"1","Herbivore",23.76,121.1,"R",1,"LC",1.9429500700771,"Resident/low mobility","LC","LC/NE",0.100866293513504,-0.943337153095455
"Psilopogon virens","Piciformes",1,1,202,"1","Herbivore",24.49,101.98,"R",17,"LC",2.30535136944662,"Resident/low mobility","LC","LC/NE",0.581811293842372,0.477137913673852
"Blythipicus pyrrhotis","Piciformes",0,0,132,"1","Carnivore",23.45,104.38,"R",13,"LC",2.12057393120585,"Resident/low mobility","LC","LC/NE",0.336592015517264,0.122019146981525
"Dendrocopos atratus","Piciformes",0,0,46.73,"1","Carnivore",20.89,99.25,"R",1,"LC",1.66959578102431,"Resident/low mobility","LC","LC/NE",-0.261903870023732,-0.943337153095455
"Dendrocopos darjellensis","Piciformes",0,0,70.66,"1","Carnivore",26.9,96.19,"R",3,"LC",1.84917363309883,"Resident/low mobility","LC","LC/NE",-0.0235849945801608,-0.765777769749292
"Dendrocopos hyperythrus","Piciformes",1,1,46.49,"1","Carnivore",30.24,103.57,"RSWP",25,"LC",1.66735954618309,"Resident/low mobility","LC","LC/NE",-0.264871591078596,1.18737544705851
"Dendrocopos leucopterus","Piciformes",0,0,67,"1","Carnivore",42.52,75.7,"R",1,"LC",1.82607480270083,"Resident/low mobility","LC","LC/NE",-0.054239594916003,-0.943337153095455
"Dendrocopos leucotos","Piciformes",0,0,116.8,"1","Carnivore",52.06,81.1,"R",13,"LC",2.06744284277638,"Resident/low mobility","LC","LC/NE",0.266081420255493,0.122019146981525
"Dendrocopos macei","Piciformes",0,0,44.93,"1","Carnivore",25.03,88.01,"R",1,"LC",1.65253641859303,"Resident/low mobility","LC","LC/NE",-0.284543455158774,-0.943337153095455
"Dendrocopos major","Piciformes",0,0,74.94,"1","Omnivore",51.97,75.61,"R",24,"LC",1.87471368875778,"Resident/low mobility","LC","LC/NE",0.0103093708613091,1.09859575538542
"Dinopium benghalense","Piciformes",0,0,100,"1","Carnivore",23.12,77.52,"R",1,"LC",2,"Resident/low mobility","LC","LC/NE",0.17657760749959,-0.943337153095455
"Dinopium javanense","Piciformes",0,0,72.76,"1","Carnivore",9.28,104.9,"R",2,"LC",1.86189269039145,"Resident/low mobility","LC","LC/NE",-0.00670545517336567,-0.854557461422374
"Dinopium shorii","Piciformes",0,0,101,"1","Carnivore",22.84,93.53,"R",1,"LC",2.00432137378264,"Resident/low mobility","LC","LC/NE",0.182312529308452,-0.943337153095455
"Dryocopus javensis","Piciformes",0,0,271.4,"1","Carnivore",10.17,104.65,"R",4,"LC",2.43360984332372,"Resident/low mobility","LC","LC/NE",0.752023905850977,-0.67699807807621
"Dryocopus martius","Piciformes",0,0,321,"1","Carnivore",56.28,84.16,"R",13,"LC",2.50650503240487,"Resident/low mobility","LC","LC/NE",0.848763561027712,0.122019146981525
"Gecinulus grantia","Piciformes",0,0,76.02,"1","Carnivore",20.54,102.11,"R",5,"LC",1.88092786526708,"Resident/low mobility","LC","LC/NE",0.0185562428468984,-0.588218386403129
"Jynx torquilla","Piciformes",0,0,34.96,"3","Carnivore",53.28,69.7,"SWP",34,"LC",1.54357142396237,"Full migrant","LC","LC/NE",-0.429151571822951,1.98639267211624
"Micropternus brachyurus","Piciformes",0,0,85.94,"1","Carnivore",17.03,99.44,"R",12,"LC",1.93419534934788,"Resident/low mobility","LC","LC/NE",0.0892478496190798,0.0332394553084432
"Mulleripicus pulverulentus","Piciformes",0,0,450.19,"1","Carnivore",12.72,103.58,"R",2,"VU",2.6533958438563,"Resident/low mobility","Threatened","Threatened/DD",1.0437032631886,-0.854557461422374
"Picoides tridactylus","Piciformes",0,0,65.49,"1","Carnivore",57.66,21.76,"RW",9,"LC",1.8161749904288,"Resident/low mobility","LC","LC/NE",-0.0673776968618513,-0.233099619710802
"Picumnus innominatus","Piciformes",2,1,10.2,"1","Carnivore",24.24,103.72,"R",21,"LC",1.00860017176192,"Resident/low mobility","LC","LC/NE",-1.13911522127204,0.832256680366178
"Picus canus","Piciformes",0,0,137,"1","Carnivore",51.73,71.12,"R",31,"LC",2.13672056715641,"Resident/low mobility","LC","LC/NE",0.358020315708407,1.720053597097
"Picus chlorolophus","Piciformes",1,1,65.41,"1","Carnivore",19.23,94.09,"R",5,"LC",1.81564414913197,"Resident/low mobility","LC","LC/NE",-0.0680821796220558,-0.588218386403129
"Picus rabieri","Piciformes",0,0,111.4,"1","Carnivore",18.35,106.06,"R",1,"NT",2.04688519083771,"Resident/low mobility","NT","NT",0.238799233531535,-0.943337153095455
"Picus squamatus","Piciformes",0,0,170,"1","Carnivore",32.58,70.43,"R",1,"LC",2.23044892137827,"Resident/low mobility","LC","LC/NE",0.482407792879387,-0.943337153095455
"Picus vittatus","Piciformes",0,0,108.07,"1","Carnivore",12.05,103.77,"R",1,"LC",2.03370515146785,"Resident/low mobility","LC","LC/NE",0.221307921965879,-0.943337153095455
"Picus xanthopygaeus","Piciformes",0,0,99.69,"1","Carnivore",20.92,86.32,"R",1,"LC",1.99865159599837,"Resident/low mobility","LC","LC/NE",0.174788132229678,-0.943337153095455
"Sasia ochracea","Piciformes",2,1,9.7,"1","Carnivore",20.83,99.6,"R",5,"LC",0.986771734266245,"Resident/low mobility","LC","LC/NE",-1.16808387534916,-0.588218386403129
"Podiceps auritus","Podicipediformes",2,1,453,"3","Carnivore",57.33,19.63,"SWP",16,"VU",2.65609820201283,"Full migrant","Threatened","Threatened/DD",1.04728957937109,0.38835822200077
"Podiceps cristatus","Podicipediformes",0,0,730.96,"1","Carnivore",44.79,63.48,"SWP",33,"LC",2.86389361190371,"Resident/low mobility","LC","LC/NE",1.32305614988883,1.89761298044316
"Podiceps grisegena","Podicipediformes",1,1,1023,"3","Carnivore",57.11,19.48,"SWP",14,"LC",3.00987563371216,"Full migrant","LC","LC/NE",1.51678979170749,0.210798838654607
"Podiceps nigricollis","Podicipediformes",2,1,412.44,"3","Carnivore",41.93,13.31,"SWP",33,"LC",2.61536077818485,"Full migrant","LC","LC/NE",0.993226692868109,1.89761298044316
"Tachybaptus ruficollis","Podicipediformes",0,0,169.43,"1","Carnivore",16.91,47.36,"R",34,"LC",2.22899031084072,"Resident/low mobility","LC","LC/NE",0.480472061835701,1.98639267211624
"Phoebastria albatrus","Procellariiformes",0,0,4411,"2","Carnivore",34.87,-19.61,"SP",3,"VU",3.64453705777841,"Partial migrant","Threatened","Threatened/DD",2.35905288330591,-0.765777769749292
"Phoebastria immutabilis","Procellariiformes",1,1,3145.93,"2","Carnivore",35.54,-24.85,"W",2,"NT",3.49774905492047,"Partial migrant","NT","NT",2.16424961906374,-0.854557461422374
"Phoebastria nigripes","Procellariiformes",0,0,3188.41,"2","Carnivore",14.59,-17.36,"S",5,"NT",3.50357416256366,"Partial migrant","NT","NT",2.17198015535665,-0.588218386403129
"Hydrobates leucorhous","Procellariiformes",0,0,36.71,"3","Carnivore",24.34,-41.1,"V",2,"VU",1.56478438450399,"Full migrant","Threatened","Threatened/DD",-0.400999721008908,-0.854557461422374
"Hydrobates monorhis","Procellariiformes",0,0,39.8,"3","Carnivore",13.58,95.46,"S",9,"NT",1.59988307207369,"Full migrant","NT","NT",-0.354420036184047,-0.233099619710802
"Hydrobates tristrami","Procellariiformes",0,0,89.05,"3","Carnivore",31.32,35.17,"V",1,"LC",1.94963392379926,"Full migrant","LC","LC/NE",0.109736477026081,-0.943337153095455
"Oceanites oceanicus","Procellariiformes",1,1,30.41,"3","Carnivore",-54.16,-20.88,"V",1,"LC",1.48301642014413,"Full migrant","LC","LC/NE",-0.50951449100106,-0.943337153095455
"Ardenna carneipes","Procellariiformes",0,0,609,"3","Carnivore",2.84,28.09,"SV",2,"NT",2.78461729263288,"Full migrant","NT","NT",1.21784805746721,-0.854557461422374
"Ardenna grisea","Procellariiformes",0,0,787,"3","Carnivore",-53.33,18.85,"SV",2,"NT",2.89597473235906,"Full migrant","NT","NT",1.36563120277852,-0.854557461422374
"Ardenna tenuirostris","Procellariiformes",2,1,559,"3","Carnivore",0.74,4.17,"V",6,"LC",2.74741180788642,"Full migrant","LC","LC/NE",1.16847242911061,-0.499438694730047
"Bulweria bulwerii","Procellariiformes",1,1,98.99,"2","Carnivore",7.36,-4.13,"SP",7,"LC",1.99559132425235,"Partial migrant","LC","LC/NE",0.170726826714337,-0.410659003056965
"Calonectris leucomelas","Procellariiformes",2,1,579.99,"3","Carnivore",6.96,138.23,"SPR",12,"NT",2.76342050566249,"Full migrant","NT","NT",1.18971767069934,0.0332394553084432
"Fulmarus glacialis","Procellariiformes",0,0,611.94,"3","Carnivore",64.81,-12.35,"V",1,"LC",2.78670884216789,"Full migrant","LC","LC/NE",1.22062376575952,-0.943337153095455
"Pseudobulweria rostrata","Procellariiformes",0,0,409,"2","Carnivore",-8.04,-47.49,"V",1,"NT",2.61172330800734,"Partial migrant","NT","NT",0.988399383753154,-0.943337153095455
"Pterodroma hypoleuca","Procellariiformes",0,0,176,"2","Carnivore",26.91,69.24,"PV",2,"LC",2.24551266781415,"Partial migrant","LC","LC/NE",0.50239898371441,-0.854557461422374
"Loriculus vernalis","Psittaciformes",0,0,35.7,"1","Herbivore",18.78,97.17,"R",2,"LC",1.55266821611219,"Resident/low mobility","LC","LC/NE",-0.417079162835727,-0.854557461422374
"Psittacula alexandri","Psittaciformes",0,0,147,"1","Herbivore",19.3,99.68,"R",4,"NT",2.16731733474818,"Resident/low mobility","NT","NT",0.398625474754709,-0.67699807807621
"Psittacula derbiana","Psittaciformes",0,0,251,"1","Herbivore",28.04,97.99,"R",4,"LC",2.39967372148104,"Resident/low mobility","LC","LC/NE",0.706987069175218,-0.67699807807621
"Psittinus cyanurus","Psittaciformes",0,0,60.5,"1","Herbivore",1.09,108.22,"R",1,"NT",1.78175537465247,"Resident/low mobility","NT","NT",-0.113056181320011,-0.943337153095455
"Pterocles orientalis","Pterocliformes",0,0,404.87,"2","Herbivore",39.56,55.06,"S",1,"LC",2.6073155976695,"Partial migrant","LC","LC/NE",0.982549884169211,-0.943337153095455
"Syrrhaptes paradoxus","Pterocliformes",1,1,256.43,"2","Herbivore",46.83,91.12,"SWR",14,"LC",2.40896883236121,"Partial migrant","LC","LC/NE",0.719322668173061,0.210798838654607
"Syrrhaptes tibetanus","Pterocliformes",0,0,343.66,"2","Herbivore",33.28,87.56,"RS",4,"LC",2.53612898575892,"Partial migrant","LC","LC/NE",0.888077692297086,-0.67699807807621
"Aegolius funereus","Strigiformes",0,0,137.18,"2","Carnivore",57.12,32.73,"R",9,"LC",2.13729079852247,"Partial migrant","LC","LC/NE",0.358777073272509,-0.233099619710802
"Asio flammeus","Strigiformes",1,1,322.61,"3","Carnivore",49.62,11.33,"SW",34,"LC",2.50867782516549,"Full migrant","LC","LC/NE",0.851647087705981,1.98639267211624
"Asio otus","Strigiformes",0,0,296.57,"2","Carnivore",50.73,26.52,"RSW",33,"LC",2.47212721717985,"Partial migrant","LC","LC/NE",0.803140550339099,1.89761298044316
"Athene brama","Strigiformes",0,0,112,"1","Carnivore",21.94,82.93,"R",1,"LC",2.04921802267018,"Resident/low mobility","LC","LC/NE",0.241895149049462,-0.943337153095455
"Athene noctua","Strigiformes",2,1,168.92,"1","Carnivore",40.42,58.9,"RV",22,"LC",2.22768107275287,"Resident/low mobility","LC","LC/NE",0.478734563891602,0.92103637203926
"Bubo blakistoni","Strigiformes",0,0,3850,"1","Carnivore",51.14,134.2,"R",3,"EN",3.5854607295085,"Resident/low mobility","Threatened","Threatened/DD",2.28065232357108,-0.765777769749292
"Bubo bubo","Strigiformes",0,0,2668.51,"1","Carnivore",49.31,80.8,"RW",32,"LC",3.42626883462197,"Resident/low mobility","LC","LC/NE",2.06938777768851,1.80883328877008
"Bubo nipalensis","Strigiformes",2,1,1396.42,"1","Carnivore",22.43,96.9,"R",5,"LC",3.14501606029929,"Resident/low mobility","LC","LC/NE",1.69613548561769,-0.588218386403129
"Bubo scandiacus","Strigiformes",0,0,2028.76,"3","Carnivore",71.95,-28.4,"W",6,"VU",3.30723067352886,"Full migrant","Threatened","Threatened/DD",1.91141149966282,-0.499438694730047
"Glaucidium brodiei","Strigiformes",0,0,59.39,"1","Carnivore",23.41,103.36,"R",21,"LC",1.77371332527702,"Resident/low mobility","LC","LC/NE",-0.123728834663827,0.832256680366178
"Glaucidium cuculoides","Strigiformes",1,1,198.16,"1","Carnivore",23.89,104.33,"R",23,"LC",2.29701599357778,"Resident/low mobility","LC","LC/NE",0.570749365099411,1.00981606371234
"Glaucidium passerinum","Strigiformes",0,0,57.87,"2","Carnivore",56.73,79.69,"R",6,"LC",1.76245348236355,"Partial migrant","LC","LC/NE",-0.13867184166503,-0.499438694730047
"Ketupa flavipes","Strigiformes",1,1,2315,"1","Carnivore",26.34,109.28,"RS",16,"LC",3.36455099535397,"Resident/low mobility","LC","LC/NE",1.98748165241059,0.38835822200077
"Ketupa zeylonensis","Strigiformes",0,0,1105,"1","Carnivore",20.71,89.06,"R",7,"LC",3.04336227802113,"Resident/low mobility","LC","LC/NE",1.56123012397508,-0.410659003056965
"Ninox japonica","Strigiformes",1,1,225,"3","Carnivore",39.35,124.46,"SWR",15,"LC",2.35218251811136,"Full migrant","LC","LC/NE",0.643961200173139,0.299578530327688
"Ninox scutulata","Strigiformes",0,0,191,"3","Carnivore",15.27,97.12,"R",15,"LC",2.28103336724773,"Full migrant","LC","LC/NE",0.549538723087542,0.299578530327688
"Otus brucei","Strigiformes",0,0,84.35,"2","Carnivore",36.55,62.95,"R",1,"LC",1.92608508692514,"Partial migrant","LC","LC/NE",0.0784846703193424,-0.943337153095455
"Otus elegans","Strigiformes",0,0,124,"1","Carnivore",25.84,126.92,"R",1,"NT",2.09342168516224,"Resident/low mobility","NT","NT",0.300558102269452,-0.943337153095455
"Otus lettia","Strigiformes",1,1,139,"1","Carnivore",23.07,104.45,"R",21,"LC",2.1430148002541,"Resident/low mobility","LC","LC/NE",0.36637343128637,0.832256680366178
"Otus scops","Strigiformes",0,0,92,"3","Carnivore",46.4,47.41,"R",1,"LC",1.96378782734556,"Full migrant","LC","LC/NE",0.128520209748809,-0.943337153095455
"Otus semitorques","Strigiformes",3,1,121.53,"2","Carnivore",41.38,128.14,"RS",12,"LC",2.08468349790325,"Partial migrant","LC","LC/NE",0.288961600045378,0.0332394553084432
"Otus spilocephalus","Strigiformes",2,1,67.5,"1","Carnivore",20.4,102.24,"RS",8,"LC",1.82930377283102,"Resident/low mobility","LC","LC/NE",-0.0499544087341877,-0.321879311383884
"Otus sunia","Strigiformes",0,0,78.09,"1","Carnivore",31.47,111.91,"RSW",29,"LC",1.8925954228289,"Resident/low mobility","LC","LC/NE",0.034040330473421,1.54249421375083
"Strix leptogrammica","Strigiformes",0,0,970,"1","Carnivore",17.85,101.89,"R",19,"LC",2.98677173426624,"Resident/low mobility","LC","LC/NE",1.48612846420688,0.654697297020015
"Strix nebulosa","Strigiformes",0,0,1061.89,"1","Carnivore",58.78,41.47,"R",5,"LC",3.02607953099473,"Resident/low mobility","LC","LC/NE",1.53829408376563,-0.588218386403129
