"record_id","species","order_raw","order_cn","province_cn","province_en_raw","year","discover_cause_raw","discovery_method_raw","longitude","latitude","order","province","discover_reason"
280,"Phalaropus fulicarius","CHARADRIIFORMES","鸻形目","四川省","Sichuan",2012,"分布变化","观察拍摄",100.765,30.0497222222222,"Charadriiformes","Sichuan","Range shift or distribution change"
285,"Phalaropus lobatus","CHARADRIIFORMES","鸻形目","四川省","Sichuan",2012,"分布变化","观察拍摄",104.073611111111,30.5785277777778,"Charadriiformes","Sichuan","Range shift or distribution change"
165,"Vanellus leucurus","CHARADRIIFORMES","鸻形目","新疆维吾尔自治区","Xinjiang",2012,"分布变化","观察拍摄",77.1166666666667,38.4333333333333,"Charadriiformes","Xinjiang","Range shift or distribution change"
379,"Gavia adamsii","GAVIIFORMES","潜鸟目","吉林省","Jilin",2012,"分布变化","观察拍摄",127.663061111111,42.0517888888889,"Gaviiformes","Jilin","Range shift or distribution change"
412,"Crex crex","GRUIFORMES","鹤形目","云南省","Yunnan",2012,"分布变化","环志网捕",100.329994444444,24.8993472222222,"Gruiformes","Yunnan","Range shift or distribution change"
797,"Phylloscopus tephrocephalus","PASSERIFORMES","雀形目","贵州省","Guizhou",2012,"分布变化","观察，回放鸣声网捕",107.166666666667,28.2166666666667,"Passeriformes","Guizhou","Range shift or distribution change"
930,"Turdus pilaris","PASSERIFORMES","雀形目","黑龙江省","Heilongjiang",2012,"分布变化","环志捕捉",125.1435,51.1388611111111,"Passeriformes","Heilongjiang","Range shift or distribution change"
578,"Heterophasia desgodinsi","PASSERIFORMES","雀形目","湖北省","Hubei",2012,"分布变化","观察拍摄",110.133333333333,30.45,"Passeriformes","Hubei","Range shift or distribution change"
631,"Ficedula elisae","PASSERIFORMES","雀形目","江西省","Jiangxi",2012,"缺乏调查","观察拍摄",114.2,26.61,"Passeriformes","Jiangxi","Survey gap or under-sampling"
801,"Phylloscopus yunnanensis","PASSERIFORMES","雀形目","江西省","Jiangxi",2012,"缺乏调查","网捕",114.17,26.57,"Passeriformes","Jiangxi","Survey gap or under-sampling"
725,"Pardaliparus venustulus","PASSERIFORMES","雀形目","吉林省","Jilin",2012,"分布变化，调查不足","环志网捕",126.558888888889,44.0086388888889,"Passeriformes","Jilin","Mixed: range change + survey/technology"
579,"Heterophasia desgodinsi","PASSERIFORMES","雀形目","陕西省","Shaanxi",2012,"分布变化","观察拍摄",109.258916666667,32.09115,"Passeriformes","Shaanxi","Range shift or distribution change"
780,"Phylloscopus ogilviegranti","PASSERIFORMES","雀形目","陕西省","Shaanxi",2012,"分布变化","观察拍摄，回放鸣声",107.782777777778,34.0616666666667,"Passeriformes","Shaanxi","Range shift or distribution change"
679,"Oenanthe deserti","PASSERIFORMES","雀形目","四川省","Sichuan",2012,"分布变化","观察拍摄",100.7825,30.1658333333333,"Passeriformes","Sichuan","Range shift or distribution change"
926,"Turdus feae","PASSERIFORMES","雀形目","四川省","Sichuan",2012,"分布变化","观察拍摄",104.066388888889,30.64,"Passeriformes","Sichuan","Range shift or distribution change"
1042,"Calonectris leucomelas","PROCELLARIIFORMES","鹱形目","安徽省","Anhui",2012,"分布变化","观察拍摄",117.195625,31.888053,"Procellariiformes","Anhui","Range shift or distribution change"
1054,"Otus semitorques","STRIGIFORMES","鸮形目","河南省","Henan",2012,"分布变化","网捕",114.25,31.95,"Strigiformes","Henan","Range shift or distribution change"
1067,"Fregata ariel","SULIFORMES","鲣鸟目","江西省","Jiangxi",2012,"分布变化","观察拍摄",116.60972,27.667778,"Suliformes","Jiangxi","Range shift or distribution change"
24,"Butastur indicus","ACCIPITRIFORMES","鹰形目","安徽省","Anhui",2013,"分布变化","观察拍摄",116.816666666667,31.4666666666667,"Accipitriformes","Anhui","Range shift or distribution change"
7,"Accipiter trivirgatus","ACCIPITRIFORMES","鹰形目","北京市","Beijing",2013,"分布变化","观察拍摄",116.166752777778,39.9934861111111,"Accipitriformes","Beijing","Range shift or distribution change"
34,"Elanus caeruleus","ACCIPITRIFORMES","鹰形目","北京市","Beijing",2013,"分布变化","观察拍摄",116.166752777778,39.9934861111111,"Accipitriformes","Beijing","Range shift or distribution change"
45,"Gyps himalayensis","ACCIPITRIFORMES","鹰形目","广西壮族自治区","Guangxi",2013,"分布变化","观察拍摄",109.077777777778,21.4386111111111,"Accipitriformes","Guangxi","Range shift or distribution change"
2,"Accipiter gularis","ACCIPITRIFORMES","鹰形目","新疆维吾尔自治区","Xinjiang",2013,"分布变化","鸟类调查",88.36,36.47,"Accipitriformes","Xinjiang","Range shift or distribution change"
208,"Onychoprion anaethetus","CHARADRIIFORMES","鸻形目","广西壮族自治区","Guangxi",2013,"分布变化，调查不足","观察拍摄",109.2,20.9166666666667,"Charadriiformes","Guangxi","Mixed: range change + survey/technology"
222,"Thalasseus bergii","CHARADRIIFORMES","鸻形目","上海市","Shanghai",2013,"分布变化，调查不足","观察拍摄",121.983305555556,31.2946416666667,"Charadriiformes","Shanghai","Mixed: range change + survey/technology"
232,"Calidris alpina","CHARADRIIFORMES","鸻形目","云南省","Yunnan",2013,"分布变化","观察拍摄",102.833333333333,24.8166666666667,"Charadriiformes","Yunnan","Range shift or distribution change"
252,"Calidris minuta","CHARADRIIFORMES","鸻形目","云南省","Yunnan",2013,"分布变化","观察拍摄",102.703611111111,24.9266666666667,"Charadriiformes","Yunnan","Range shift or distribution change"
156,"Charadrius mongolus","CHARADRIIFORMES","鸻形目","云南省","Yunnan",2013,"分布变化","观察拍摄",103.304469444444,23.5910027777778,"Charadriiformes","Yunnan","Range shift or distribution change"
272,"Limosa lapponica","CHARADRIIFORMES","鸻形目","云南省","Yunnan",2013,"分布变化","观察拍摄",102.589080555556,24.6540027777778,"Charadriiformes","Yunnan","Range shift or distribution change"
276,"Numenius phaeopus","CHARADRIIFORMES","鸻形目","云南省","Yunnan",2013,"分布变化","观察拍摄",102.67,24.97,"Charadriiformes","Yunnan","Range shift or distribution change"
354,"Clamator coromandus","CUCULIFORMES","鹃形目","黑龙江省","Heilongjiang",2013,"分布变化","环志网捕",126.26374242608,49.8739376167821,"Cuculiformes","Heilongjiang","Range shift or distribution change"
373,"Perdix hodgsoniae","GALLIFORMES","鸡形目","云南省","Yunnan",2013,"分布变化","观察",99.95,28.04115,"Galliformes","Yunnan","Range shift or distribution change"
391,"Grus canadensis","GRUIFORMES","鹤形目","辽宁省","Liaoning",2013,"分布变化","观察拍摄",122.94,42.37,"Gruiformes","Liaoning","Range shift or distribution change"
405,"Leucogeranus leucogeranus","GRUIFORMES","鹤形目","云南省","Yunnan",2013,"分布变化","观察",103.3,26.6894444444444,"Gruiformes","Yunnan","Range shift or distribution change"
415,"Porphyrio porphyrio","GRUIFORMES","鹤形目","云南省","Yunnan",2013,"分布变化","望远镜观测，长焦距照相机拍照",102.7833,24.9167,"Gruiformes","Yunnan","Range shift or distribution change"
504,"Emberiza leucocephalos","PASSERIFORMES","雀形目","安徽省","Anhui",2013,"分布变化","观察拍摄",115.6,33.2533,"Passeriformes","Anhui","Range shift or distribution change"
588,"Helopsaltes ochotensis","PASSERIFORMES","雀形目","安徽省","Anhui",2013,"分布变化","救助（猫）",117.269815,31.836733,"Passeriformes","Anhui","Range shift or distribution change"
789,"Phylloscopus soror","PASSERIFORMES","雀形目","北京市","Beijing",2013,"分布变化","记录鸣唱，回放鸣声，网捕",115.433333333333,40,"Passeriformes","Beijing","Range shift or distribution change"
718,"Cephalopyrus flammiceps","PASSERIFORMES","雀形目","广西壮族自治区","Guangxi",2013,"分布变化","观察拍摄",106.716666666667,22.8,"Passeriformes","Guangxi","Range shift or distribution change"
836,"Rubigula flaviventris","PASSERIFORMES","雀形目","广西壮族自治区","Guangxi",2013,"分布变化","观察拍摄",106.633333333333,23.4333333333333,"Passeriformes","Guangxi","Range shift or distribution change"
826,"Pycnonotus jocosus","PASSERIFORMES","雀形目","河南省","Henan",2013,"分布变化","观察拍摄",113.7,34.71,"Passeriformes","Henan","Range shift or distribution change"
570,"Lanius tephronotus","PASSERIFORMES","雀形目","湖北省","Hubei",2013,"分布变化","观察拍摄",109.75,31.4166666666667,"Passeriformes","Hubei","Range shift or distribution change"
510,"Emberiza siemsseni","PASSERIFORMES","雀形目","江西省","Jiangxi",2013,"分布变化","观察拍摄",116.25,28.75,"Passeriformes","Jiangxi","Range shift or distribution change"
455,"Bombycilla japonica","PASSERIFORMES","雀形目","青海省","Qinghai",2013,"分布变化","观察拍摄",101.75155,36.6617972222222,"Passeriformes","Qinghai","Range shift or distribution change"
885,"Sturnus vulgaris","PASSERIFORMES","雀形目","陕西省","Shaanxi",2013,"分布变化","观察拍摄",109.536241666667,34.8118416666667,"Passeriformes","Shaanxi","Range shift or distribution change"
647,"Ficedula parva","PASSERIFORMES","雀形目","上海市","Shanghai",2013,"分布变化","观察拍摄",121.517719444444,31.3360694444444,"Passeriformes","Shanghai","Range shift or distribution change"
689,"Phoenicurus ochruros","PASSERIFORMES","雀形目","上海市","Shanghai",2013,"分布变化","观察拍摄",121.968208333333,30.8842166666667,"Passeriformes","Shanghai","Range shift or distribution change"
760,"Phylloscopus castaniceps","PASSERIFORMES","雀形目","上海市","Shanghai",2013,"分布变化","观察拍摄",121.148302777778,31.0783166666667,"Passeriformes","Shanghai","Range shift or distribution change"
792,"Phylloscopus soror","PASSERIFORMES","雀形目","上海市","Shanghai",2013,"分布变化","观察拍摄",121.968208333333,30.8842166666667,"Passeriformes","Shanghai","Range shift or distribution change"
732,"Sittiparus varius","PASSERIFORMES","雀形目","上海市","Shanghai",2013,"分布变化","观察拍摄",121.968208333333,30.8842166666667,"Passeriformes","Shanghai","Range shift or distribution change"
661,"Monticola gularis","PASSERIFORMES","雀形目","四川省","Sichuan",2013,"分布变化","观察拍摄",104.760811111111,32.5806194444444,"Passeriformes","Sichuan","Range shift or distribution change"
555,"Cecropis daurica","PASSERIFORMES","雀形目","新疆维吾尔自治区","Xinjiang",2013,"分布变化","鸟类调查",88.16,39.03,"Passeriformes","Xinjiang","Range shift or distribution change"
513,"Emberiza stewarti","PASSERIFORMES","雀形目","新疆维吾尔自治区","Xinjiang",2013,"分布变化","观察拍摄",75.0833333333333,39.3333333333333,"Passeriformes","Xinjiang","Range shift or distribution change"
770,"Phylloscopus coronatus","PASSERIFORMES","雀形目","新疆维吾尔自治区","Xinjiang",2013,"分布变化","鸟类调查",88.16,39.05,"Passeriformes","Xinjiang","Range shift or distribution change"
891,"Sylvia atricapilla","PASSERIFORMES","雀形目","新疆维吾尔自治区","Xinjiang",2013,"分布变化","观察拍摄",76,39.4666666666667,"Passeriformes","Xinjiang","Range shift or distribution change"
667,"Muscicapa ferruginea","PASSERIFORMES","雀形目","浙江省","Zhejiang",2013,"分布变化","观察拍摄",121.93192,29.202594,"Passeriformes","Zhejiang","Range shift or distribution change"
990,"Pelecanus onocrotalus","PELECANIFORMES","鹈形目","安徽省","Anhui",2013,"分布变化","救护，观察拍摄",117.46,33.77,"Pelecaniformes","Anhui","Range shift or distribution change"
1005,"Plegadis falcinellus","PELECANIFORMES","鹈形目","云南省","Yunnan",2013,"分布变化","观察拍摄",102.5,24.34,"Pelecaniformes","Yunnan","Range shift or distribution change"
1037,"Ardenna pacifica","PROCELLARIIFORMES","鹱形目","上海市","Shanghai",2013,"分布变化","救助",121.324894444444,31.3490833333333,"Procellariiformes","Shanghai","Range shift or distribution change"
52,"Hieraaetus pennatus","ACCIPITRIFORMES","鹰形目","甘肃省","Gansu",2014,"分布变化","观察拍摄",94.1213888888889,39.8752777777778,"Accipitriformes","Gansu","Range shift or distribution change"
36,"Elanus caeruleus","ACCIPITRIFORMES","鹰形目","河南省","Henan",2014,"分布变化","救助，标本采集",113.740555555556,33.5386111111111,"Accipitriformes","Henan","Range shift or distribution change"
116,"Histrionicus histrionicus","ANSERIFORMES","雁形目","内蒙古自治区","Inner Mongolia",2014,"分布变化","观察拍摄",118.719166666667,44.2244444444444,"Anseriformes","Inner Mongolia","Range shift or distribution change"
106,"Clangula hyemalis","ANSERIFORMES","雁形目","山东省","Shandong",2014,"分布变化","观察拍摄",117.644805555556,37.2333333333333,"Anseriformes","Shandong","Range shift or distribution change"
139,"Hirundapus caudacutus","CAPRIMULGIFORMES","夜鹰目","湖南省","Hunan",2014,"分布变化","观察拍摄",110.65,30.0666666666667,"Caprimulgiformes","Hunan","Range shift or distribution change"
238,"Calidris melanotos","CHARADRIIFORMES","鸻形目","海南省","Hainan",2014,"分布变化","观察拍摄",110.58,19.8977222222222,"Charadriiformes","Hainan","Range shift or distribution change"
265,"Limnodromus scolopaceus","CHARADRIIFORMES","鸻形目","黑龙江省","Heilongjiang",2014,"分布变化","观察拍摄",122.05,51.3833333333333,"Charadriiformes","Heilongjiang","Range shift or distribution change"
279,"Phalaropus fulicarius","CHARADRIIFORMES","鸻形目","河南省","Henan",2014,"分布变化","观察拍摄",112.508888888889,32.9505555555556,"Charadriiformes","Henan","Range shift or distribution change"
266,"Limnodromus scolopaceus","CHARADRIIFORMES","鸻形目","湖北省","Hubei",2014,"分布变化","观察拍摄",114.4075,30.4333333333333,"Charadriiformes","Hubei","Range shift or distribution change"
190,"Larus ichthyaetus","CHARADRIIFORMES","鸻形目","辽宁省","Liaoning",2014,"分布变化","观察拍摄",121.666666666667,39.1061111111111,"Charadriiformes","Liaoning","Range shift or distribution change"
286,"Tringa brevipes","CHARADRIIFORMES","鸻形目","四川省","Sichuan",2014,"分布变化","观察拍摄",102.756388888889,30.0530555555556,"Charadriiformes","Sichuan","Range shift or distribution change"
226,"Arenaria interpres","CHARADRIIFORMES","鸻形目","云南省","Yunnan",2014,"分布变化","观察拍摄",103.383333333333,23.4166666666667,"Charadriiformes","Yunnan","Range shift or distribution change"
310,"Leptoptilos javanicus","CICONIIFORMES","鹳形目","云南省","Yunnan",2014,"分布变化","观察拍摄",103.383333333333,23.4166666666667,"Ciconiiformes","Yunnan","Range shift or distribution change"
337,"Halcyon smyrnensis","CORACIIFORMES","佛法僧目","西藏自治区",NA,2014,"分布变化","观察拍摄",95.3166666666667,29.3304444444444,"Coraciiformes","Tibet","Range shift or distribution change"
365,"Falco severus","FALCONIFORMES","隼形目","西藏自治区","Tibet",2014,"分布变化","观察拍摄",95.2833333333333,29.3231138888889,"Falconiformes","Tibet","Range shift or distribution change"
906,"Otocichla mupinensis","PASSERIFORMES","雀形目","安徽省","Anhui",2014,"表明安徽淮北市很有可能已有宝兴歌鸫留居繁殖","观察拍摄",116.85,32.35,"Passeriformes","Anhui","Other"
922,"Turdus cardis","PASSERIFORMES","雀形目","北京市","Beijing",2014,"分布变化","观察拍摄",116.32644,39.999667,"Passeriformes","Beijing","Range shift or distribution change"
613,"Cyornis poliogenys","PASSERIFORMES","雀形目","广西壮族自治区","Guangxi",2014,"分布变化","观察拍摄，记录鸣声",106.855775,22.7333333333333,"Passeriformes","Guangxi","Range shift or distribution change"
755,"Phylloscopus cantator","PASSERIFORMES","雀形目","广西壮族自治区","Guangxi",2014,"分布变化","观察拍摄, 记录鸣声",105.788463888889,23.0166666666667,"Passeriformes","Guangxi","Range shift or distribution change"
506,"Emberiza pallasi","PASSERIFORMES","雀形目","贵州省","Guizhou",2014,"分布变化","观察拍摄",104.25,26.85,"Passeriformes","Guizhou","Range shift or distribution change"
759,"Phylloscopus castaniceps","PASSERIFORMES","雀形目","黑龙江省","Heilongjiang",2014,NA,"环志",125.25,49.1,"Passeriformes","Heilongjiang","Unclear"
517,"Emberiza yessoensis","PASSERIFORMES","雀形目","湖北省","Hubei",2014,"分布变化","观察拍摄",112.3575,30.3666666666667,"Passeriformes","Hubei","Range shift or distribution change"
652,"Ficedula tricolor","PASSERIFORMES","雀形目","湖南省","Hunan",2014,"分布变化","观察拍摄，记录鸣声，网捕",110.65,30.0666666666667,"Passeriformes","Hunan","Range shift or distribution change"
595,"Locustella mandelli","PASSERIFORMES","雀形目","湖南省","Hunan",2014,"分布变化","观察拍摄，记录到繁殖期发出的摩擦声",110.633333333333,30.0166666666667,"Passeriformes","Hunan","Range shift or distribution change"
707,"Paradoxornis guttaticollis","PASSERIFORMES","雀形目","湖南省","Hunan",2014,"分布变化","观察拍摄",110.766666666667,29.9666666666667,"Passeriformes","Hunan","Range shift or distribution change"
462,"Pericrocotus ethologus","PASSERIFORMES","雀形目","湖南省","Hunan",2014,"分布变化","观察拍摄",110.15,32.0833333333333,"Passeriformes","Hunan","Range shift or distribution change"
779,"Phylloscopus magnirostris","PASSERIFORMES","雀形目","湖南省","Hunan",2014,"分布变化","观察拍摄, 记录鸣声",110.65,30.05,"Passeriformes","Hunan","Range shift or distribution change"
952,"Pteruthius xanthochlorus","PASSERIFORMES","雀形目","湖南省","Hunan",2014,"分布变化","观察拍摄，记录鸣声",110.683333333333,29.9833333333333,"Passeriformes","Hunan","Range shift or distribution change"
941,"Zoothera mollissima","PASSERIFORMES","雀形目","湖南省","Hunan",2014,"分布变化","观察拍摄",110.744805555556,29.8678333333333,"Passeriformes","Hunan","Range shift or distribution change"
464,"Pericrocotus ethologus","PASSERIFORMES","雀形目","内蒙古自治区","Inner Mongolia",2014,"分布变化","观察拍摄",111.280277777778,40.5494444444444,"Passeriformes","Inner Mongolia","Range shift or distribution change"
884,"Sturnus vulgaris","PASSERIFORMES","雀形目","内蒙古自治区","Inner Mongolia",2014,"分布变化","拍摄",121.5,51.33,"Passeriformes","Inner Mongolia","Range shift or distribution change"
456,"Plectrophenax nivalis","PASSERIFORMES","雀形目","江苏省","Juangsu",2014,"分布变化","观察拍摄",120.6,21.9,"Passeriformes","Jiangsu","Range shift or distribution change"
459,"Lalage melaschistos","PASSERIFORMES","雀形目","辽宁省","Liaoning",2014,"分布变化","观察拍摄",124.208333333333,39.8833333333333,"Passeriformes","Liaoning","Range shift or distribution change"
878,"Spodiopsar sericeus","PASSERIFORMES","雀形目","辽宁省","Liaoning",2014,"分布变化","观察拍摄",124.15,39.9666666666667,"Passeriformes","Liaoning","Range shift or distribution change"
468,"Certhia himalayana","PASSERIFORMES","雀形目","青海省","Qinghai",2014,"分布变化，调查不足","观察拍摄",101.05,32.7,"Passeriformes","Qinghai","Mixed: range change + survey/technology"
727,"Pardaliparus venustulus","PASSERIFORMES","雀形目","青海省","Qinghai",2014,"分布变化","观察拍摄",102.666666666667,35.8,"Passeriformes","Qinghai","Range shift or distribution change"
546,"Mycerobas affinis","PASSERIFORMES","雀形目","陕西省","Shaanxi",2014,"分布变化","观察拍摄",107.775833333333,33.9269444444444,"Passeriformes","Shaanxi","Range shift or distribution change"
527,"Bucanetes mongolicus","PASSERIFORMES","雀形目","西藏自治区","Tibet",2014,"分布变化","观察拍摄",79.7086666666667,31.7093055555556,"Passeriformes","Tibet","Range shift or distribution change"
507,"Emberiza pusilla","PASSERIFORMES","雀形目","西藏自治区","Tibet",2014,"分布变化","观察拍摄",97.8292055555555,29.68515,"Passeriformes","Tibet","Range shift or distribution change"
953,"Parayuhina diademata","PASSERIFORMES","雀形目","西藏自治区","Tibet",2014,"分布变化","观察拍摄",98.4702638888889,28.8366944444444,"Passeriformes","Tibet","Range shift or distribution change"
978,"Oroanassa magnifica","PELECANIFORMES","鹈形目","贵州省","Guizhou",2014,"分布变化","观察拍摄，标本采集",108.083333333333,26.25,"Pelecaniformes","Guizhou","Range shift or distribution change"
987,"Nycticorax nycticorax","PELECANIFORMES","鹈形目","西藏自治区","Tibet",2014,"分布变化","观察拍摄",91.0869722222222,29.2831666666667,"Pelecaniformes","Tibet","Range shift or distribution change"
1011,"Phoenicopterus roseus","PHOENICOPTERIFORMES","红鹳目","青海省","Qinghai",2014,"分布变化，调查不足","观察拍摄，捡到死尸",97.4166666666667,36.6666666666667,"Phoenicopteriformes","Qinghai","Mixed: range change + survey/technology"
1028,"Sasia ochracea","PICIFORMES","啄木鸟目","广东省","Guangdong",2014,"分布变化","观察拍摄",111.25,23.25,"Piciformes","Guangdong","Range shift or distribution change"
1034,"Podiceps nigricollis","PODICIPEDIFORMES","䴙䴘目","西藏自治区","Tibet",2014,"分布变化","观察拍摄",97.8,29.3,"Podicipediformes","Tibet","Range shift or distribution change"
1040,"Ardenna tenuirostris","PROCELLARIIFORMES","鹱形目","河北省","Hebei",2014,"分布变化","救助，喂养后放飞",118.75,39.1666666666667,"Procellariiformes","Hebei","Range shift or distribution change"
1048,"Bubo nipalensis","STRIGIFORMES","鸮形目","广西壮族自治区","Guangxi",2014,"分布变化","红外相机拍摄",106.88,22.35,"Strigiformes","Guangxi","Range shift or distribution change"
3,"Accipiter soloensis","ACCIPITRIFORMES","鹰形目","甘肃省","Gansu",2015,"分布变化","标本采集，捡到受伤鸟",116.216666666667,33.7,"Accipitriformes","Gansu","Range shift or distribution change"
64,"Nisaetus nipalensis","ACCIPITRIFORMES","鹰形目","甘肃省","Gansu",2015,"分布变化","救助",104.701083333333,32.9255,"Accipitriformes","Gansu","Range shift or distribution change"
32,"Circus spilonotus","ACCIPITRIFORMES","鹰形目","新疆维吾尔自治区","Xinjiang",2015,"分布变化，调查不足","观察拍摄",86.8236111111111,47.7758333333333,"Accipitriformes","Xinjiang","Mixed: range change + survey/technology"
71,"Aix galericulata","ANSERIFORMES","雁形目","新疆维吾尔自治区","Xinjiang",2015,"分布变化","观察拍摄",82.9405555555556,37.2622222222222,"Anseriformes","Xinjiang","Range shift or distribution change"
282,"Phalaropus lobatus","CHARADRIIFORMES","鸻形目","河南省","Henan",2015,"分布变化","观察拍摄",112.505319444444,32.9527916666667,"Charadriiformes","Henan","Range shift or distribution change"
172,"Hydrophasianus chirurgus","CHARADRIIFORMES","鸻形目","天津市","Tianjin",2015,"分布变化","观察拍摄",117.316666666667,39.1166666666667,"Charadriiformes","Tianjin","Range shift or distribution change"
203,"Larus hyperboreus","CHARADRIIFORMES","鸻形目","西藏自治区","Tibet",2015,"分布变化","观察拍摄",91.8436083333333,30.0289972222222,"Charadriiformes","Tibet","Range shift or distribution change"
263,"Calidris tenuirostris","CHARADRIIFORMES","鸻形目","云南省","Yunnan",2015,"分布变化","观察拍摄",102.716988888889,24.7718861111111,"Charadriiformes","Yunnan","Range shift or distribution change"
342,"Megaceryle lugubris","CORACIIFORMES","佛法僧目","内蒙古自治区","Inner Mongolia",2015,"分布变化","观察拍摄",117.232986111111,42.9492944444444,"Coraciiformes","Inner Mongolia","Range shift or distribution change"
410,"Amaurornis phoenicurus","GRUIFORMES","鹤形目","青海省","Qinghai",2015,"分布变化","观察拍摄",101.066666666667,32.6833333333333,"Gruiformes","Qinghai","Range shift or distribution change"
520,"Lonchura striata","PASSERIFORMES","雀形目","甘肃省","Gansu",2015,"分布变化","观察拍摄",104.166666666667,32.1,"Passeriformes","Gansu","Range shift or distribution change"
876,"Spodiopsar sericeus","PASSERIFORMES","雀形目","甘肃省","Gansu",2015,"分布变化","观察拍摄",105.485,32.9983333333333,"Passeriformes","Gansu","Range shift or distribution change"
842,"Remiz consobrinus","PASSERIFORMES","雀形目","广西壮族自治区","Guangxi",2015,"分布变化","观察拍摄",108.316666666667,22.5833333333333,"Passeriformes","Guangxi","Range shift or distribution change"
450,"Artamus fuscus","PASSERIFORMES","雀形目","贵州省","Guizhou",2015,"分布变化","观察拍摄",108.022941666667,25.2279666666667,"Passeriformes","Guizhou","Range shift or distribution change"
782,"Phylloscopus proregulus","PASSERIFORMES","雀形目","黑龙江省","Heilongjiang",2015,NA,"环志",125.25,49.1,"Passeriformes","Heilongjiang","Unclear"
599,"Anthus gustavi","PASSERIFORMES","雀形目","湖北省","Hubei",2015,"分布变化","观察拍摄",112.720555555556,30.4397222222222,"Passeriformes","Hubei","Range shift or distribution change"
669,"Muscicapa muttui","PASSERIFORMES","雀形目","湖南省","Hunan",2015,"分布变化","观察拍摄",111.066666666667,29.8833333333333,"Passeriformes","Hunan","Range shift or distribution change"
677,"Niltava sundara","PASSERIFORMES","雀形目","湖南省","Hunan",2015,"分布变化","观察拍摄",110.375277777778,29.3002777777778,"Passeriformes","Hunan","Range shift or distribution change"
615,"Enicurus leschenaulti","PASSERIFORMES","雀形目","内蒙古自治区","Inner Mongolia",2015,"分布变化","观察拍摄",108.85,38.2,"Passeriformes","Inner Mongolia","Range shift or distribution change"
743,"Passer hispaniolensis","PASSERIFORMES","雀形目","内蒙古自治区","Inner Mongolia",2015,"分布变化","观察拍摄",107.8,38.4,"Passeriformes","Inner Mongolia","Range shift or distribution change"
909,"Otocichla mupinensis","PASSERIFORMES","雀形目","江西省","Jiangxi",2015,"分布变化","红外相机拍摄",114.566666666667,32.3166666666667,"Passeriformes","Jiangxi","Range shift or distribution change"
523,"Acanthis flammea","PASSERIFORMES","雀形目","青海省","Qinghai",2015,"分布变化","观察拍摄",101.316666666667,34.15,"Passeriformes","Qinghai","Range shift or distribution change"
490,"Dicrurus hottentottus","PASSERIFORMES","雀形目","青海省","Qinghai",2015,"分布变化","观察拍摄",100.811286111111,36.6323805555556,"Passeriformes","Qinghai","Range shift or distribution change"
844,"Remiz consobrinus","PASSERIFORMES","雀形目","陕西省","Shaanxi",2015,"分布变化","观察拍摄",109.437777777778,34.7969444444444,"Passeriformes","Shaanxi","Range shift or distribution change"
526,"Bucanetes mongolicus","PASSERIFORMES","雀形目","四川省","Sichuan",2015,"分布变化","观察拍摄",102.754444444444,30.055,"Passeriformes","Sichuan","Range shift or distribution change"
528,"Callacanthis burtoni","PASSERIFORMES","雀形目","西藏自治区","Tibet",2015,"分布变化","观察拍摄",85.9666666666667,27.9333333333333,"Passeriformes","Tibet","Range shift or distribution change"
487,"Dicrurus annectens","PASSERIFORMES","雀形目","西藏自治区","Tibet",2015,"分布变化（游荡）","发现尸体、制成标本",94.8465777777778,30.3509833333333,"Passeriformes","Tibet","Range shift or distribution change"
899,"Stachyris humei","PASSERIFORMES","雀形目","西藏自治区","Tibet",2015,"调查扩大","观察拍摄",95.4736111111111,29.5958333333333,"Passeriformes","Tibet","Survey gap or under-sampling"
741,"Passer domesticus","PASSERIFORMES","雀形目","云南省","Yunnan",2015,"分布变化","观察拍摄",100.98,22.79,"Passeriformes","Yunnan","Range shift or distribution change"
999,"Plegadis falcinellus","PELECANIFORMES","鹈形目","河南省","Henan",2015,"缺乏调查","观察拍摄",114.330555555556,31.95,"Pelecaniformes","Henan","Survey gap or under-sampling"
985,"Ixobrychus eurhythmus","PELECANIFORMES","鹈形目","陕西省","Shaanxi",2015,"分布变化","发现尸体、制成标本",108.733333333333,34.4166666666667,"Pelecaniformes","Shaanxi","Range shift or distribution change"
972,"Egretta garzetta","PELECANIFORMES","鹈形目","西藏自治区","Tibet",2015,"分布变化","观察拍摄",97.8166666666667,30.1666666666667,"Pelecaniformes","Tibet","Range shift or distribution change"
1024,"Dendrocopos hyperythrus","PICIFORMES","啄木鸟目","青海省","Qinghai",2015,"缺乏调查","观察拍摄",101.033333333333,32.6833333333333,"Piciformes","Qinghai","Survey gap or under-sampling"
1056,"Otus semitorques","STRIGIFORMES","鸮形目","浙江省","Zhejiang",2015,"分布变化","观察拍摄，网捕",119.118808333333,30.3010138888889,"Strigiformes","Zhejiang","Range shift or distribution change"
40,"Elanus caeruleus","ACCIPITRIFORMES","鹰形目","陕西省","Shaanxi",2016,"分布变化","观察拍摄",109.057777777778,34.4394444444444,"Accipitriformes","Shaanxi","Range shift or distribution change"
41,"Elanus caeruleus","ACCIPITRIFORMES","鹰形目","四川省","Sichuan",2016,"分布变化","观察拍摄",101.890516666667,26.4744666666667,"Accipitriformes","Sichuan","Range shift or distribution change"
58,"Hieraaetus pennatus","ACCIPITRIFORMES","鹰形目","西藏自治区","Tibet",2016,NA,"观察拍摄",85.35,28.35,"Accipitriformes","Tibet","Unclear"
