"record_id","species","order_raw","order_cn","province_cn","province_en_raw","year","discover_cause_raw","discovery_method_raw","longitude","latitude","order","province","discover_reason"
19,"Aviceda jerdoni","ACCIPITRIFORMES","鹰形目","湖南省","Hunan",2018,NA,"观察和拍摄",110.878416666667,29.9801194444444,"Accipitriformes","Hunan","Unclear"
69,"Spilornis cheela","ACCIPITRIFORMES","鹰形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.970433333333,30.8868833333333,"Accipitriformes","Shanghai","Range shift or distribution change"
66,"Pernis ptilorhynchus","ACCIPITRIFORMES","鹰形目","天津市","Tianjin",2018,"分布变化","红外相机拍摄",117.5575,40.21597,"Accipitriformes","Tianjin","Range shift or distribution change"
104,"Clangula hyemalis","ANSERIFORMES","雁形目","江西省","Jiangxi",2018,NA,"观察和拍摄",117.086388888889,28.0277777777778,"Anseriformes","Jiangxi","Unclear"
111,"Cygnus olor","ANSERIFORMES","雁形目","吉林省","Jilin",2018,NA,"观察拍摄",122.314466666667,44.9959916666667,"Anseriformes","Jilin","Unclear"
77,"Anser caerulescens","ANSERIFORMES","雁形目","辽宁省","Liaoning",2018,"分布变化","观察拍摄",122.27,40.7,"Anseriformes","Liaoning","Range shift or distribution change"
133,"Netta rufina","ANSERIFORMES","雁形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.902094444444,31.048175,"Anseriformes","Shanghai","Range shift or distribution change"
107,"Clangula hyemalis","ANSERIFORMES","雁形目","云南省","Yunnan",2018,"分布变化","观察拍摄",100.129136111111,25.8842944444444,"Anseriformes","Yunnan","Range shift or distribution change"
141,"Hemiprocne coronata","CAPRIMULGIFORMES","夜鹰目","内蒙古自治区","Inner Mongolia",2018,"分布变化，调查不足","观察拍摄",120.7225,51.2789277777778,"Caprimulgiformes","Inner Mongolia","Mixed: range change + survey/technology"
221,"Thalasseus bengalensis","CHARADRIIFORMES","鸻形目","河北省","Hebei",2018,NA,"观察和拍摄",119.366666666667,39.55,"Charadriiformes","Hebei","Unclear"
199,"Larus glaucescens","CHARADRIIFORMES","鸻形目","内蒙古自治区","Inner Mongolia",2018,"分布变化","观察拍摄",112.693930555556,40.5507638888889,"Charadriiformes","Inner Mongolia","Range shift or distribution change"
150,"Charadrius hiaticula","CHARADRIIFORMES","鸻形目","江苏省","Juangsu",2018,"分布变化","观察拍摄",120.805713888889,31.9008777777778,"Charadriiformes","Jiangsu","Range shift or distribution change"
249,"Calidris minuta","CHARADRIIFORMES","鸻形目","陕西省","Shaanxi",2018,"分布变化","观察拍摄",107.513333333333,34.2627777777778,"Charadriiformes","Shaanxi","Range shift or distribution change"
258,"Calidris pygmaea","CHARADRIIFORMES","鸻形目","山东省","Shandong",2018,"分布变化","观察拍摄",117.868055555556,38.2644444444444,"Charadriiformes","Shandong","Range shift or distribution change"
200,"Larus glaucescens","CHARADRIIFORMES","鸻形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.489463888889,31.2421527777778,"Charadriiformes","Shanghai","Range shift or distribution change"
198,"Larus fuscus","CHARADRIIFORMES","鸻形目","西藏自治区","Tibet",2018,NA,"观察和拍摄",91.0842416666667,29.9214222222222,"Charadriiformes","Tibet","Unclear"
305,"Ciconia boyciana","CICONIIFORMES","鹳形目","宁夏回族自治区","Ningxia",2018,NA,"观察拍摄",105.716666666667,37.25,"Ciconiiformes","Ningxia","Unclear"
303,"Anastomus oscitans","CICONIIFORMES","鹳形目","四川省","Sichuan",2018,"分布变化","观察拍摄",103.09,28.41,"Ciconiiformes","Sichuan","Range shift or distribution change"
312,"Chalcophaps indica","COLUMBIFORMES","鸽形目","湖南省","Hunan",2018,NA,"红外相机拍摄",111.593611111111,25.9533333333333,"Columbiformes","Hunan","Unclear"
336,"Halcyon pileata","CORACIIFORMES","佛法僧目","西藏自治区","Tibet",2018,NA,"观察和拍摄",97.4901277777778,28.8238777777778,"Coraciiformes","Tibet","Unclear"
359,"Eudynamys scolopaceus","CUCULIFORMES","鹃形目","辽宁省","Liaoning",2018,NA,"观察并记录鸣声",120.033333333333,31.0833333333333,"Cuculiformes","Liaoning","Unclear"
364,"Falco cherrug","FALCONIFORMES","隼形目","云南省","Yunnan",2018,NA,"观察拍摄",99.9166666666667,26.4666666666667,"Falconiformes","Yunnan","Unclear"
383,"Gavia arctica","GAVIIFORMES","潜鸟目","陕西省","Shaanxi",2018,"分布变化","观察拍摄",109.15,34.4308333333333,"Gaviiformes","Shaanxi","Range shift or distribution change"
698,"Aethopyga christinae","PASSERIFORMES","雀形目","安徽省","Anhui",2018,"分布变化","观察拍摄",117.476317,30.000014,"Passeriformes","Anhui","Range shift or distribution change"
685,"Phoenicurus leucocephalus","PASSERIFORMES","雀形目","甘肃省","Gansu",2018,"缺乏调查","观察拍摄",105.429722222222,32.9838888888889,"Passeriformes","Gansu","Survey gap or under-sampling"
865,"Acridotheres tristis","PASSERIFORMES","雀形目","贵州省","Guizhou",2018,"分布变化","观察拍摄",106.516666666667,26.6833333333333,"Passeriformes","Guizhou","Range shift or distribution change"
951,"Pteruthius xanthochlorus","PASSERIFORMES","雀形目","贵州省","Guizhou",2018,NA,"观察拍摄",106.187086111111,28.3380861111111,"Passeriformes","Guizhou","Unclear"
557,"Delichon dasypus","PASSERIFORMES","雀形目","河南省","Henan",2018,NA,"观察拍摄",111.881372222222,33.4820916666667,"Passeriformes","Henan","Unclear"
902,"Geokichla citrina","PASSERIFORMES","雀形目","江西省",NA,2018,NA,"红外相机",117.661344444444,27.8444805555556,"Passeriformes","Jiangxi","Unclear"
672,"Myiomela leucura","PASSERIFORMES","雀形目","江西省","Jiangxi",2018,NA,"环志时被捉到",113.985833333333,29.0066416666667,"Passeriformes","Jiangxi","Unclear"
916,"Turdus boulboul","PASSERIFORMES","雀形目","江西省","Jiangxi",2018,NA,"观察拍摄",114.042777777778,26.3013888888889,"Passeriformes","Jiangxi","Unclear"
933,"Turdus rubrocanus","PASSERIFORMES","雀形目","江西省","Jiangxi",2018,NA,"红外相机拍摄",115.277191666667,29.0066416666667,"Passeriformes","Jiangxi","Unclear"
580,"Ianthocincla lunulata","PASSERIFORMES","雀形目","宁夏回族自治区","Ningxia",2018,NA,"红外相机拍摄",106.15,35.25,"Passeriformes","Ningxia","Unclear"
855,"Cettia brunnifrons","PASSERIFORMES","雀形目","陕西省","Shaanxi",2018,"分布变化","观察拍摄",107.798611111111,33.9913888888889,"Passeriformes","Shaanxi","Range shift or distribution change"
697,"Tarsiger indicus","PASSERIFORMES","雀形目","陕西省","Shaanxi",2018,NA,"观察和拍摄，捡到尸体",107.833333333333,33.6666666666667,"Passeriformes","Shaanxi","Unclear"
853,"Abroscopus albogularis","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.967933333333,30.8839083333333,"Passeriformes","Shanghai","Range shift or distribution change"
481,"Dendrocitta formosae","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.969461111111,30.9282083333333,"Passeriformes","Shanghai","Range shift or distribution change"
633,"Ficedula elisae","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.483333333333,31.7214833333333,"Passeriformes","Shanghai","Range shift or distribution change"
671,"Muscicapa muttui","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.967933333333,30.8839083333333,"Passeriformes","Shanghai","Range shift or distribution change"
678,"Oenanthe deserti","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.749305555556,31.3780416666667,"Passeriformes","Shanghai","Range shift or distribution change"
911,"Otocichla mupinensis","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察和拍摄，捡到尸体",121.65,31.2,"Passeriformes","Shanghai","Range shift or distribution change"
761,"Phylloscopus claudiae","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分类变动或误认","观察拍摄",121.972161111111,30.9116583333333,"Passeriformes","Shanghai","Taxonomic revision"
777,"Phylloscopus intermedius","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.972097222222,30.9102277777778,"Passeriformes","Shanghai","Range shift or distribution change"
835,"Pycnonotus xanthorrhous","PASSERIFORMES","雀形目","上海市","Shanghai",2018,"分布变化","观察拍摄",121.961080555556,30.8794777777778,"Passeriformes","Shanghai","Range shift or distribution change"
935,"Turdus rubrocanus","PASSERIFORMES","雀形目","山西省","Shanxi",2018,NA,"红外相机拍摄，环志时观测，拍摄并记录鸣声",111.916666666667,37.65,"Passeriformes","Shanxi","Unclear"
655,"Heteroxenicus stellatus","PASSERIFORMES","雀形目","四川省","Sichuan",2018,"分布变化","标本采集",101.991111111111,29.5722222222222,"Passeriformes","Sichuan","Range shift or distribution change"
827,"Pycnonotus jocosus","PASSERIFORMES","雀形目","四川省","Sichuan",2018,"分布变化","观察拍摄",104.67,30.63,"Passeriformes","Sichuan","Range shift or distribution change"
628,"Eumyias thalassinus","PASSERIFORMES","雀形目","天津市","Tianjin",2018,NA,"观察拍摄",117.467152777778,38.7111638888889,"Passeriformes","Tianjin","Unclear"
875,"Spodiopsar cineraceus","PASSERIFORMES","雀形目","西藏自治区","Tibet",2018,NA,"观察拍摄",91.5588166666667,29.8368555555556,"Passeriformes","Tibet","Unclear"
617,"Enicurus maculatus","PASSERIFORMES","雀形目","浙江省","Zhejiang",2018,"分布变化","观察拍摄",119.673055555556,27.7102777777778,"Passeriformes","Zhejiang","Range shift or distribution change"
724,"Melanochlora sultanea","PASSERIFORMES","雀形目","浙江省","Zhejiang",2018,NA,"观察拍摄",119.151813888889,27.89745,"Passeriformes","Zhejiang","Unclear"
674,"Niltava davidi","PASSERIFORMES","雀形目","浙江省","Zhejiang",2018,NA,"观察拍摄",119.151813888889,27.89745,"Passeriformes","Zhejiang","Unclear"
1000,"Plegadis falcinellus","PELECANIFORMES","鹈形目","湖北省","Hubei",2018,NA,"观察拍摄",114.154166666667,30.7502777777778,"Pelecaniformes","Hubei","Unclear"
1015,"Phoenicopterus roseus","PHOENICOPTERIFORMES","红鹳目","四川省","Sichuan",2018,"分布变化","救护",30.97706,30.97706,"Phoenicopteriformes","Sichuan","Range shift or distribution change"
1029,"Sasia ochracea","PICIFORMES","啄木鸟目","湖南省","Hunan",2018,NA,"观察拍摄",109.833111111111,26.0694944444444,"Piciformes","Hunan","Unclear"
1020,"Psilopogon faber","PICIFORMES","啄木鸟目","浙江省","Zhejiang",2018,NA,"观察和拍摄，记录鸣声",119.466666666667,26.2833333333333,"Piciformes","Zhejiang","Unclear"
1075,"Sula sula","SULIFORMES","鲣鸟目","河北省","Hebei",2018,NA,"捡到伤亡个体",118.55199,24.78144,"Suliformes","Hebei","Unclear"
20,"Aviceda leuphotes","ACCIPITRIFORMES","鹰形目","甘肃省","Gansu",2019,NA,"观察和拍摄",105.633333333333,33.55,"Accipitriformes","Gansu","Unclear"
61,"Lophotriorchis kienerii","ACCIPITRIFORMES","鹰形目","西藏自治区","Tibet",2019,NA,"观察和拍摄",95.35,29.45,"Accipitriformes","Tibet","Unclear"
118,"Mareca falcata","ANSERIFORMES","雁形目","甘肃省","Gansu",2019,NA,"观察和拍摄",101.65,37.9833333333333,"Anseriformes","Gansu","Unclear"
81,"Anser indicus","ANSERIFORMES","雁形目","河南省","Henan",2019,NA,"观察和拍摄",111.133333333333,34.7666666666667,"Anseriformes","Henan","Unclear"
96,"Branta leucopsis","ANSERIFORMES","雁形目","吉林省","Jilin",2019,NA,"观察和拍摄",122.297805555556,44.9976388888889,"Anseriformes","Jilin","Unclear"
134,"Oxyura leucocephala","ANSERIFORMES","雁形目","陕西省","Shaanxi",2019,"分布变化","观察拍摄",109.536241666667,34.8118416666667,"Anseriformes","Shaanxi","Range shift or distribution change"
83,"Asarcornis scutulata","ANSERIFORMES","雁形目","云南省","Yunnan",2019,NA,"观察和拍摄",97.5690833333333,24.7162222222222,"Anseriformes","Yunnan","Unclear"
93,"Branta canadensis","ANSERIFORMES","雁形目","浙江省","Zhejiang",2019,"分布变化","观察拍摄",120.706669444444,30.1995722222222,"Anseriformes","Zhejiang","Range shift or distribution change"
140,"Caprimulgus macrurus","CAPRIMULGIFORMES","夜鹰目","贵州省","Guizhou",2019,NA,"网捕，拍摄",106.803055555556,26.5416666666667,"Caprimulgiformes","Guizhou","Unclear"
164,"Vanellus indicus","CHARADRIIFORMES","鸻形目","重庆市","Chongqing",2019,NA,"观察和拍摄",106.68,29.74,"Charadriiformes","Chongqing","Unclear"
168,"Glareola lactea","CHARADRIIFORMES","鸻形目","海南省","Hainan",2019,NA,"观察和拍摄",110.166666666667,20.0611111111111,"Charadriiformes","Hainan","Unclear"
254,"Calidris pugnax","CHARADRIIFORMES","鸻形目","河南省","Henan",2019,NA,"观察拍摄",112.169813888889,32.953625,"Charadriiformes","Henan","Unclear"
290,"Stercorarius parasiticus","CHARADRIIFORMES","鸻形目","湖南省","Hunan",2019,NA,"观察拍摄",110.770527777778,29.9308055555556,"Charadriiformes","Hunan","Unclear"
291,"Stercorarius parasiticus","CHARADRIIFORMES","鸻形目","内蒙古自治区","Inner Mongolia",2019,"分布变化","观察拍摄",123.081944444444,46.2208333333333,"Charadriiformes","Inner Mongolia","Range shift or distribution change"
289,"Stercorarius longicaudus","CHARADRIIFORMES","鸻形目","江苏省","Juangsu",2019,"分布变化，调查不足","观察拍摄",120.640501640717,32.6722923316346,"Charadriiformes","Jiangsu","Mixed: range change + survey/technology"
240,"Calidris melanotos","CHARADRIIFORMES","鸻形目","辽宁省","Liaoning",2019,NA,"观察和拍摄",121.606388888889,40.8622222222222,"Charadriiformes","Liaoning","Unclear"
248,"Calidris minuta","CHARADRIIFORMES","鸻形目","辽宁省","Liaoning",2019,NA,"观察和拍摄",124.083333333333,39.8166666666667,"Charadriiformes","Liaoning","Unclear"
255,"Calidris pugnax","CHARADRIIFORMES","鸻形目","辽宁省","Liaoning",2019,NA,"观察和拍摄",124.116666666667,39.8333333333333,"Charadriiformes","Liaoning","Unclear"
267,"Limnodromus scolopaceus","CHARADRIIFORMES","鸻形目","辽宁省","Liaoning",2019,NA,"观察和捕捉",123.928611111111,39.8197222222222,"Charadriiformes","Liaoning","Unclear"
191,"Larus relictus","CHARADRIIFORMES","鸻形目","宁夏回族自治区","Ningxia",2019,NA,"观察拍摄",106.770277777778,37.7238888888889,"Charadriiformes","Ningxia","Unclear"
218,"Rissa tridactyla","CHARADRIIFORMES","鸻形目","青海省","Qinghai",2019,"分布变化","观察拍摄",101.783333333333,36.6,"Charadriiformes","Qinghai","Range shift or distribution change"
268,"Limnodromus scolopaceus","CHARADRIIFORMES","鸻形目","陕西省","Shaanxi",2019,"分布变化","观察拍摄",110.204358333333,34.9455527777778,"Charadriiformes","Shaanxi","Range shift or distribution change"
206,"Onychoprion aleuticus","CHARADRIIFORMES","鸻形目","山东省","Shandong",2019,NA,"观察和拍摄",120.808333333333,36.2041666666667,"Charadriiformes","Shandong","Unclear"
210,"Onychoprion anaethetus","CHARADRIIFORMES","鸻形目","山东省","Shandong",2019,NA,"观察和拍摄",120.680833333333,36.0091666666667,"Charadriiformes","Shandong","Unclear"
231,"Calidris alpina","CHARADRIIFORMES","鸻形目","西藏自治区","Tibet",2019,NA,"观察和拍摄",91.1627777777778,29.8961111111111,"Charadriiformes","Tibet","Unclear"
153,"Charadrius hiaticula","CHARADRIIFORMES","鸻形目","浙江省","Zhejiang",2019,NA,"观察和拍摄",121.268055555556,30.3852777777778,"Charadriiformes","Zhejiang","Unclear"
314,"Chalcophaps indica","COLUMBIFORMES","鸽形目","浙江省","Zhejiang",2019,NA,"红外相机",120.14045,27.5185611111111,"Columbiformes","Zhejiang","Unclear"
343,"Megaceryle lugubris","CORACIIFORMES","佛法僧目","青海省","Qinghai",2019,NA,"观察和拍摄",102.658311111111,36.4078472222222,"Coraciiformes","Qinghai","Unclear"
344,"Megaceryle lugubris","CORACIIFORMES","佛法僧目","西藏自治区","Tibet",2019,NA,"观察和拍摄",95.2,29.25,"Coraciiformes","Tibet","Unclear"
394,"Grus vipio","GRUIFORMES","鹤形目","山西省",NA,2019,NA,"卫星追踪",111.732611111111,38.02315,"Gruiformes","Shanxi","Unclear"
453,"Bombycilla japonica","PASSERIFORMES","雀形目","甘肃省","Gansu",2019,NA,"观察拍摄",104.156477777778,35.93935,"Passeriformes","Gansu","Unclear"
937,"Turdus viscivorus","PASSERIFORMES","雀形目","甘肃省","Gansu",2019,NA,"观察拍摄",101.333333333333,39.2666666666667,"Passeriformes","Gansu","Unclear"
505,"Emberiza melanocephala","PASSERIFORMES","雀形目","广西壮族自治区","Guangxi",2019,NA,"观察拍摄",109.068611111111,21.4575,"Passeriformes","Guangxi","Unclear"
640,"Ficedula mugimaki","PASSERIFORMES","雀形目","贵州省","Guizhou",2019,"分布变化，调查不足","观察拍摄",106.678577777778,26.5376,"Passeriformes","Guizhou","Mixed: range change + survey/technology"
624,"Eumyias thalassinus","PASSERIFORMES","雀形目","海南省","Hainan",2019,"分布变化","观察拍摄",109.678444444444,18.8645027777778,"Passeriformes","Hainan","Range shift or distribution change"
774,"Phylloscopus intermedius","PASSERIFORMES","雀形目","海南省","Hainan",2019,"分布变化","观察拍摄",110.335044444444,20.0713694444444,"Passeriformes","Hainan","Range shift or distribution change"
719,"Cephalopyrus flammiceps","PASSERIFORMES","雀形目","湖北省","Hubei",2019,NA,"观察拍摄",110.45,31.5166666666667,"Passeriformes","Hubei","Unclear"
492,"Elachura formosa","PASSERIFORMES","雀形目","湖北省","Hubei",2019,NA,"记录到鸣声",113.85,29.3166666666667,"Passeriformes","Hubei","Unclear"
771,"Phylloscopus emeiensis","PASSERIFORMES","雀形目","湖南省","Hunan",2019,NA,"观察拍摄",110.75,30.05,"Passeriformes","Hunan","Unclear"
851,"Abroscopus albogularis","PASSERIFORMES","雀形目","江苏省","Juangsu",2019,NA,"观察拍摄",118.547222222222,32.0633333333333,"Passeriformes","Jiangsu","Unclear"
625,"Eumyias thalassinus","PASSERIFORMES","雀形目","江苏省","Juangsu",2019,"分布变化","观察拍摄",120.396025,31.9918055555556,"Passeriformes","Jiangsu","Range shift or distribution change"
882,"Sturnia sinensis","PASSERIFORMES","雀形目","江苏省","Juangsu",2019,NA,"观察拍摄",119.776855555556,33.8610333333333,"Passeriformes","Jiangsu","Unclear"
683,"Phoenicurus frontalis","PASSERIFORMES","雀形目","江西省","Jiangxi",2019,NA,"观察拍摄",115.556944444444,29.0161111111111,"Passeriformes","Jiangxi","Unclear"
511,"Emberiza siemsseni","PASSERIFORMES","雀形目","宁夏回族自治区","Ningxia",2019,NA,"红外相机拍摄",106.372777777778,35.6583333333333,"Passeriformes","Ningxia","Unclear"
834,"Pycnonotus xanthorrhous","PASSERIFORMES","雀形目","宁夏回族自治区","Ningxia",2019,NA,"红外相机拍摄",106.386966666667,35.4053833333333,"Passeriformes","Ningxia","Unclear"
917,"Turdus boulboul","PASSERIFORMES","雀形目","宁夏回族自治区","Ningxia",2019,NA,"红外相机拍摄",106.349122222222,35.2734305555556,"Passeriformes","Ningxia","Unclear"
530,"Carduelis carduelis","PASSERIFORMES","雀形目","青海省","Qinghai",2019,NA,"观察拍摄",100.487452777778,36.5759027777778,"Passeriformes","Qinghai","Unclear"
627,"Eumyias thalassinus","PASSERIFORMES","雀形目","青海省","Qinghai",2019,NA,"观察拍摄",102.677716666667,35.8062083333333,"Passeriformes","Qinghai","Unclear"
654,"Ficedula tricolor","PASSERIFORMES","雀形目","青海省","Qinghai",2019,NA,"观察拍摄",102.681430555556,35.7969083333333,"Passeriformes","Qinghai","Unclear"
663,"Monticola solitarius","PASSERIFORMES","雀形目","青海省","Qinghai",2019,NA,"观察拍摄",102.659555555556,35.8289916666667,"Passeriformes","Qinghai","Unclear"
958,"Zosterops erythropleurus","PASSERIFORMES","雀形目","青海省","Qinghai",2019,NA,"观察拍摄",102.666666666667,35.8,"Passeriformes","Qinghai","Unclear"
923,"Turdus cardis","PASSERIFORMES","雀形目","陕西省","Shaanxi",2019,"分布变化","观察拍摄",109.049166666667,34.3230555555556,"Passeriformes","Shaanxi","Range shift or distribution change"
744,"Passer hispaniolensis","PASSERIFORMES","雀形目","四川省","Sichuan",2019,NA,"观察拍摄",102.981138888889,30.8959972222222,"Passeriformes","Sichuan","Unclear"
692,"Saxicola ferreus","PASSERIFORMES","雀形目","天津市","Tianjin",2019,NA,"观察拍摄",117.630555555556,39.0683333333333,"Passeriformes","Tianjin","Unclear"
491,"Dicrurus remifer","PASSERIFORMES","雀形目","西藏自治区","Tibet",2019,NA,"观察拍摄",95.3405555555556,29.3044444444444,"Passeriformes","Tibet","Unclear"
493,"Elachura formosa","PASSERIFORMES","雀形目","西藏自治区","Tibet",2019,NA,"记录鸣唱，回放鸣唱诱导其中一只从林中跳出",95.2833333333333,29.3166666666667,"Passeriformes","Tibet","Unclear"
948,"Erpornis zantholeuca","PASSERIFORMES","雀形目","西藏自治区","Tibet",2019,NA,"观察拍摄",95.3405555555556,29.3044444444444,"Passeriformes","Tibet","Unclear"
723,"Melanochlora sultanea","PASSERIFORMES","雀形目","西藏自治区","Tibet",2019,NA,"观察拍摄",95.2613888888889,29.2855555555556,"Passeriformes","Tibet","Unclear"
949,"Pteruthius rufiventer","PASSERIFORMES","雀形目","西藏自治区","Tibet",2019,NA,"观察拍摄",95.2613888888889,29.2855555555556,"Passeriformes","Tibet","Unclear"
861,"Sitta formosa","PASSERIFORMES","雀形目","西藏自治区","Tibet",2019,NA,"观察拍摄",95.36,29.33,"Passeriformes","Tibet","Unclear"
895,"Erythrogenys hypoleucos","PASSERIFORMES","雀形目","云南省","Yunnan",2019,NA,"观察拍摄",97.5833333333333,24.45,"Passeriformes","Yunnan","Unclear"
569,"Lanius sphenocercus","PASSERIFORMES","雀形目","云南省","Yunnan",2019,NA,"观察拍摄",103.216666666667,24.6,"Passeriformes","Yunnan","Unclear"
975,"Gorsachius melanolophus","PELECANIFORMES","鹈形目","江苏省","Juangsu",2019,NA,"观察拍摄",119.365277777778,34.7477777777778,"Pelecaniformes","Jiangsu","Unclear"
984,"Ixobrychus cinnamomeus","PELECANIFORMES","鹈形目","青海省","Qinghai",2019,"分布变化","观察拍摄",101.894991666667,36.5647555555555,"Pelecaniformes","Qinghai","Range shift or distribution change"
976,"Gorsachius melanolophus","PELECANIFORMES","鹈形目","山东省","Shandong",2019,NA,"观察拍摄",118.448055555556,36.6763888888889,"Pelecaniformes","Shandong","Unclear"
1004,"Plegadis falcinellus","PELECANIFORMES","鹈形目","西藏自治区","Tibet",2019,NA,"观察拍摄",89.0688888888889,31.0052777777778,"Pelecaniformes","Tibet","Unclear"
962,"Ardea purpurea","PELECANIFORMES","鹈形目","新疆维吾尔自治区","Xinjiang",2019,NA,"观察拍摄",74.5727777777778,38.9425,"Pelecaniformes","Xinjiang","Unclear"
1014,"Phoenicopterus roseus","PHOENICOPTERIFORMES","红鹳目","上海市","Shanghai",2019,"分布变化","观察拍摄",121.861883,31.603876,"Phoenicopteriformes","Shanghai","Range shift or distribution change"
1027,"Picus chlorolophus","PICIFORMES","啄木鸟目","西藏自治区","Tibet",2019,NA,"观察拍摄",95.2833333333333,27.2666666666667,"Piciformes","Tibet","Unclear"
1043,"Calonectris leucomelas","PROCELLARIIFORMES","鹱形目","天津市","Tianjin",2019,NA,"观察拍摄",117.417772222222,38.7875916666667,"Procellariiformes","Tianjin","Unclear"
1038,"Ardenna pacifica","PROCELLARIIFORMES","鹱形目","浙江省","Zhejiang",2019,"分布变化","救助",119.115969444444,28.0531444444444,"Procellariiformes","Zhejiang","Range shift or distribution change"
1049,"Bubo nipalensis","STRIGIFORMES","鸮形目","重庆市","Chongqing",2019,NA,"观察拍摄",107.333333333333,28.8333333333333,"Strigiformes","Chongqing","Unclear"
1060,"Tyto alba","STRIGIFORMES","鸮形目","海南省","Hainan",2019,"分布变化，调查不足","总结救助记录时发现登记为“白脸猴面鹰”，查阅标本",107.11063,21.88059,"Strigiformes","Hainan","Mixed: range change + survey/technology"
4,"Accipiter soloensis","ACCIPITRIFORMES","鹰形目","黑龙江省","Heilongjiang",2020,NA,"观察拍摄",125.250472222222,49.0878333333333,"Accipitriformes","Heilongjiang","Unclear"
15,"Aquila fasciata","ACCIPITRIFORMES","鹰形目","陕西省","Shaanxi",2020,"分布变化","救助",110.007222222222,32.8530555555556,"Accipitriformes","Shaanxi","Range shift or distribution change"
89,"Branta bernicla","ANSERIFORMES","雁形目","河南省","Henan",2020,NA,"观察和拍摄",112.660555555556,34.8430555555556,"Anseriformes","Henan","Unclear"
183,"Gelochelidon nilotica","CHARADRIIFORMES","鸻形目","湖南省","Hunan",2020,"分布变化","观察拍摄",113.240675,28.1842138888889,"Charadriiformes","Hunan","Range shift or distribution change"
175,"Anous stolidus","CHARADRIIFORMES","鸻形目","江苏省","Juangsu",2020,NA,"观察和拍摄",120.620833333333,31.7591666666667,"Charadriiformes","Jiangsu","Unclear"
259,"Calidris subminuta","CHARADRIIFORMES","鸻形目","吉林省","Jilin",2020,NA,"观察拍摄",128.238055555556,42.5738888888889,"Charadriiformes","Jilin","Unclear"
155,"Charadrius mongolus","CHARADRIIFORMES","鸻形目","陕西省","Shaanxi",2020,"分布变化","观察拍摄",107.533002777778,33.6059972222222,"Charadriiformes","Shaanxi","Range shift or distribution change"
270,"Limnodromus semipalmatus","CHARADRIIFORMES","鸻形目","陕西省","Shaanxi",2020,"分布变化","观察拍摄",109.418736111111,34.8011583333333,"Charadriiformes","Shaanxi","Range shift or distribution change"
202,"Larus hyperboreus","CHARADRIIFORMES","鸻形目","山西省","Shanxi",2020,NA,"观察和拍摄，记录鸣声",111.498333333333,37.7994444444444,"Charadriiformes","Shanxi","Unclear"
334,"Ceryle rudis","CORACIIFORMES","佛法僧目","陕西省",NA,2020,NA,"观察拍摄",109.008047222222,34.4150361111111,"Coraciiformes","Shaanxi","Unclear"
361,"Eudynamys scolopaceus","CUCULIFORMES","鹃形目","山西省","Shanxi",2020,NA,"观察和拍摄，记录鸣声",111.916666666667,35.4166666666667,"Cuculiformes","Shanxi","Unclear"
413,"Gallicrex cinerea","GRUIFORMES","鹤形目","甘肃省","Gansu",2020,"缺乏调查","救助标本采集",108.53,36.08,"Gruiformes","Gansu","Survey gap or under-sampling"
762,"Phylloscopus collybita","PASSERIFORMES","雀形目","安徽省","Anhui",2020,"分布变化","观察拍摄",117.236380555556,32.7977166666667,"Passeriformes","Anhui","Range shift or distribution change"
913,"Turdus boulboul","PASSERIFORMES","雀形目","福建省","Fujian",2020,"分布变化","红外相机拍摄",117.783823079207,27.8627283514116,"Passeriformes","Fujian","Range shift or distribution change"
438,"Aegithalos concinnus","PASSERIFORMES","雀形目","甘肃省","Gansu",2020,"分布变化","观察拍摄",107.67,35.73,"Passeriformes","Gansu","Range shift or distribution change"
623,"Eumyias thalassinus","PASSERIFORMES","雀形目","甘肃省","Gansu",2020,"分布变化","观察拍摄",105.380833333333,32.8730555555556,"Passeriformes","Gansu","Range shift or distribution change"
682,"Phoenicurus erythronotus","PASSERIFORMES","雀形目","甘肃省","Gansu",2020,NA,"观察拍摄",98.5308888888889,39.7467777777778,"Passeriformes","Gansu","Unclear"
694,"Tarsiger chrysaeus","PASSERIFORMES","雀形目","贵州省","Guizhou",2020,NA,"观察拍摄",106.5673,26.2910944444444,"Passeriformes","Guizhou","Unclear"
461,"Pericrocotus divaricatus","PASSERIFORMES","雀形目","海南省","Hainan",2020,"分布变化","观察拍摄",108.819183333333,18.7011194444444,"Passeriformes","Hainan","Range shift or distribution change"
838,"Spizixos semitorques","PASSERIFORMES","雀形目","河北省","Hebei",2020,NA,"观察拍摄",114.008055555556,37.1405555555556,"Passeriformes","Hebei","Unclear"
