"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",-0.317965684926608,0.0626196874714002,-5.07772711372649,3.81976777904357e-07,-0.440700272370552,-0.195231097482663
"z_log_mass",0.011179828439087,0.0701083070108775,0.159465103576848,0.873302449783758,-0.126232453302233,0.148592110180407
"z_log_hwi",0.109572612116084,0.0800988656422117,1.36796708964052,0.171322377784011,-0.0474211645426512,0.266566388774819
"z_log_range_provinces",0.40754491098591,0.0652785063350169,6.24317151030298,4.2878627827571e-10,0.279599038569277,0.535490783402543
"z_log_clutch_size",-0.0734580967748046,0.0609984378903984,-1.20426193383499,0.228488354645852,-0.193015035039985,0.0460988414903762
"z_log_n_congeners",0.0431444917027535,0.0606554297224365,0.711304691108212,0.476895445231639,-0.075740150553222,0.162029133958729
