"model","n_species","n_new_record_species","bayes_r2","phylogenetic_lambda","max_rhat","min_bulk_ess","min_tail_ess"
"Continuous phylogenetic",768,321,0.143360321633125,0.212798231825381,1.00681761884971,563.605013776156,1279.26409778558
"Categorical phylogenetic",827,341,0.0960262444429102,0.14677916036007,1.00711080115916,763.595023168409,1047.16709347527
