"term","estimate","std.error","statistic","p.value","conf.low","conf.high","predictor"
"z_hist_report_density",-0.0703890135196251,0.17194061195868,-0.409379801070737,0.682260960552368,-0.407392612958637,0.266614585919387,"Historical survey effort"
"z_curr_report_density",0.258183200946974,0.245360668937485,1.0522599325516,0.29268030917435,-0.222723710170497,0.739090112064444,"Current survey effort"
"z_gdp_per_capita",0.512564443609914,0.251419118519697,2.0386852305735,0.0414814527311659,0.0197829713113076,1.00534591590852,"Per capita GDP"
"z_habitat_heterogeneity",-0.122229506539047,0.15532357803597,-0.786934656570559,0.431320118576837,-0.426663719489548,0.182204706411455,"Habitat heterogeneity"
