"province_cn","year","report_count","user_count","province"
"青海省",2012,19,9,"Qinghai"
"青海省",2013,38,16,"Qinghai"
"青海省",2014,21,10,"Qinghai"
"青海省",2015,89,13,"Qinghai"
"青海省",2016,85,15,"Qinghai"
"青海省",2017,102,18,"Qinghai"
"青海省",2018,331,42,"Qinghai"
"青海省",2019,114,34,"Qinghai"
"青海省",2020,627,71,"Qinghai"
"青海省",2021,1260,147,"Qinghai"
"青海省",2022,1924,165,"Qinghai"
"青海省",2023,3215,376,"Qinghai"
"青海省",2024,2904,386,"Qinghai"
"香港特别行政区",2003,8,5,"Hong Kong"
"香港特别行政区",2004,11,4,"Hong Kong"
"香港特别行政区",2005,4,3,"Hong Kong"
"香港特别行政区",2006,4,4,"Hong Kong"
"香港特别行政区",2007,5,4,"Hong Kong"
"香港特别行政区",2008,13,9,"Hong Kong"
"香港特别行政区",2009,24,10,"Hong Kong"
"香港特别行政区",2010,67,29,"Hong Kong"
"香港特别行政区",2011,14,6,"Hong Kong"
"香港特别行政区",2012,14,8,"Hong Kong"
"香港特别行政区",2013,25,13,"Hong Kong"
"香港特别行政区",2014,9,7,"Hong Kong"
"香港特别行政区",2015,12,8,"Hong Kong"
"香港特别行政区",2016,30,13,"Hong Kong"
"香港特别行政区",2017,26,12,"Hong Kong"
"香港特别行政区",2018,61,24,"Hong Kong"
"香港特别行政区",2019,104,39,"Hong Kong"
"香港特别行政区",2020,29,14,"Hong Kong"
"香港特别行政区",2021,18,4,"Hong Kong"
"香港特别行政区",2022,301,7,"Hong Kong"
"香港特别行政区",2023,670,170,"Hong Kong"
"香港特别行政区",2024,1131,331,"Hong Kong"
"黑龙江省",2003,4,2,"Heilongjiang"
"黑龙江省",2004,7,3,"Heilongjiang"
"黑龙江省",2005,18,4,"Heilongjiang"
"黑龙江省",2006,8,3,"Heilongjiang"
"黑龙江省",2007,1,1,"Heilongjiang"
"黑龙江省",2008,6,4,"Heilongjiang"
"黑龙江省",2009,5,5,"Heilongjiang"
"黑龙江省",2010,6,4,"Heilongjiang"
"黑龙江省",2011,20,9,"Heilongjiang"
"黑龙江省",2012,32,7,"Heilongjiang"
"黑龙江省",2013,28,8,"Heilongjiang"
"黑龙江省",2014,1,1,"Heilongjiang"
"黑龙江省",2015,10,5,"Heilongjiang"
"黑龙江省",2016,47,4,"Heilongjiang"
"黑龙江省",2017,55,9,"Heilongjiang"
"黑龙江省",2018,80,18,"Heilongjiang"
"黑龙江省",2019,37,17,"Heilongjiang"
"黑龙江省",2020,41,10,"Heilongjiang"
"黑龙江省",2021,136,33,"Heilongjiang"
"黑龙江省",2022,476,54,"Heilongjiang"
"黑龙江省",2023,1231,150,"Heilongjiang"
"黑龙江省",2024,1291,214,"Heilongjiang"
