"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","phylo_species"
"Zoothera dixoni","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera dixoni","Passeriformes","Turdidae","Zoothera",8,7,2,1,90,31.5,"Forest",1,"1","Carnivore","Invertivore",975205.34,27.47,97.95,"否","杂食性","3","WP",7,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.95424250943932,3.48124008933569,2.07944154167984,1.38629436111989,2.07944154167984,"Zoothera_dixoni","Zoothera_dixoni"
"Zoothera marginata","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera marginata","Passeriformes","Turdidae","Zoothera",8,7,0,0,81,25.4,"Forest",1,"2","Carnivore","Invertivore",939864.56,21.61,98.94,"否","食虫","3-4","P",1,3.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.90848501887865,3.27336401015227,0.693147180559945,1.50407739677627,2.07944154167984,"Zoothera_marginata","Zoothera_marginata"
"Zoothera mollissima","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera mollissima","Passeriformes","Turdidae","Zoothera",8,7,2,1,98.19,32.2,"Shrubland",2,"1","Omnivore","Invertivore",358711.11,29.59,92.85,"否","食虫","4","RS",6,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.99206726002767,3.50254987592244,1.94591014905531,1.6094379124341,2.07944154167984,"Zoothera_mollissima","Zoothera_mollissima"
"Zoothera monticola","Aves","PASSERIFORMES","Turdidae","Zoothera","Zoothera monticola","Passeriformes","Turdidae","Zoothera",8,7,2,1,126,24.4,"Forest",1,"1","Carnivore","Invertivore",323451.38,26.9,88.92,"否","NA","NA","R",1,NA,"Non_endemic","Resident_low","Invertebrate","Forest_primary",2.10037054511756,3.23474917402449,0.693147180559945,NA,2.07944154167984,"Zoothera_monticola","Zoothera_monticola"
"Urocynchramus pylzowi","Aves","PASSERIFORMES","Urocynchramidae","Urocynchramus","Urocynchramus pylzowi","Passeriformes","Urocynchramidae","Urocynchramus",1,0,0,0,28.62,14.8,"Shrubland",2,"1","Herbivore","Granivore",627499.68,33.82,100.08,"是","杂食性","NA","R",4,NA,"Endemic","Resident_low","Plant_seed","Non_forest",1.45666962942376,2.76000994003292,1.6094379124341,NA,0,"Urocynchramus_pylzowi","Urocynchramus_pylzowi"
"Hemipus picatus","Aves","PASSERIFORMES","Vangidae","Hemipus","Hemipus picatus","Passeriformes","Vangidae","Hemipus",1,0,0,0,8.98,15.3,"Shrubland",1,"1","Carnivore","Invertivore",4959601.62,16.08,97.88,"否","食虫","2-3","R",5,2.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.953276336667304,2.79116510781272,1.79175946922805,1.25276296849537,0,"Hemipus_picatus","Hemipus_picatus"
"Erpornis zantholeuca","Aves","PASSERIFORMES","Vireonidae","Erpornis","Erpornis zantholeuca","Passeriformes","Vireonidae","Erpornis",1,0,1,1,11.8,17.1,"Forest",1,"1","Omnivore","Invertivore",3629429.65,17.04,104.89,"否","杂食性","2-3","R",9,2.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.07188200730613,2.89591193827178,2.30258509299405,1.25276296849537,0,"Erpornis_zantholeuca","Erpornis_zantholeuca"
"Pteruthius melanotis","Aves","PASSERIFORMES","Vireonidae","Pteruthius","Pteruthius melanotis","Passeriformes","Vireonidae","Pteruthius",5,4,0,0,13.3,17.2,"Forest",1,"1","Carnivore","Invertivore",841041.72,23.62,97.68,"否","食虫","3-5","R",3,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.12385164096709,2.90142159408275,1.38629436111989,1.6094379124341,1.6094379124341,"Pteruthius_melanotis","Pteruthius_melanotis"
"Pteruthius rufiventer","Aves","PASSERIFORMES","Vireonidae","Pteruthius","Pteruthius rufiventer","Passeriformes","Vireonidae","Pteruthius",5,4,1,1,43,16.1,"Forest",1,"1","Carnivore","Invertivore",251147.36,26.59,94.07,"否","食虫","NA","R",1,NA,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.63346845557959,2.83907846350861,0.693147180559945,NA,1.6094379124341,"Pteruthius_rufiventer","Pteruthius_rufiventer"
"Pteruthius xanthochlorus","Aves","PASSERIFORMES","Vireonidae","Pteruthius","Pteruthius xanthochlorus","Passeriformes","Vireonidae","Pteruthius",5,4,3,1,14.3,16.3,"Forest",1,"1","Omnivore","Invertivore",786930.44,29.11,96.27,"否","杂食性","3-4","R",8,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.15533603746506,2.85070650150373,2.19722457733622,1.50407739677627,1.6094379124341,"Pteruthius_xanthochlorus","Pteruthius_xanthochlorus"
"Yuhina brunneiceps","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina brunneiceps","Passeriformes","Zosteropidae","Yuhina",5,4,0,0,12.49,18.7,"Forest",2,"1","Omnivore","Omnivore",13673.61,23.79,121.11,"是","杂食性","4-8","R",1,6,"Endemic","Resident_low","Omnivore","Forest_primary",1.09656243837414,2.98061863574394,0.693147180559945,1.94591014905531,1.6094379124341,"Yuhina_brunneiceps","Yuhina_brunneiceps"
"Yuhina flavicollis","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina flavicollis","Passeriformes","Zosteropidae","Yuhina",5,4,0,0,16.91,16.5,"Forest",1,"1","Carnivore","Invertivore",622981.09,25.82,93.08,"否","杂食性","3-4","R",2,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.22814360759774,2.86220088092947,1.09861228866811,1.50407739677627,1.6094379124341,"Yuhina_flavicollis","Yuhina_flavicollis"
"Yuhina gularis","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina gularis","Passeriformes","Zosteropidae","Yuhina",5,4,0,0,20.78,18.6,"Forest",1,"1","Carnivore","Invertivore",515717.01,26.77,94.62,"否","杂食性","NA","R",4,NA,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.31764554322116,2.97552956623647,1.6094379124341,NA,1.6094379124341,"Yuhina_gularis","Yuhina_gularis"
"Yuhina nigrimenta","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina nigrimenta","Passeriformes","Zosteropidae","Yuhina",5,4,2,1,9.5,21,"Forest",1,"1","Omnivore","Invertivore",2065413.29,26.12,104.49,"否","杂食性","3-4","R",7,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.977723605288848,3.09104245335832,2.07944154167984,1.50407739677627,1.6094379124341,"Yuhina_nigrimenta","Yuhina_nigrimenta"
"Yuhina occipitalis","Aves","PASSERIFORMES","Zosteropidae","Yuhina","Yuhina occipitalis","Passeriformes","Zosteropidae","Yuhina",5,4,0,0,13,15.6,"Forest",1,"1","Omnivore","Invertivore",355046.54,26.6,95.77,"否","杂食性","NA","R",3,NA,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.11394335230684,2.8094026953625,1.38629436111989,NA,1.6094379124341,"Yuhina_occipitalis","Yuhina_occipitalis"
"Zosterops erythropleurus","Aves","PASSERIFORMES","Zosteropidae","Zosterops","Zosterops erythropleurus","Passeriformes","Zosteropidae","Zosterops",5,4,1,1,11,29.5,"Forest",1,"3","Carnivore","Invertivore",1154584.31,46.62,131.55,"否","食虫","4","SWP",30,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.04139268515823,3.41772668361337,3.43398720448515,1.6094379124341,1.6094379124341,"Zosterops_erythropleurus","Zosterops_erythropleurus"
"Zosterops japonicus","Aves","PASSERIFORMES","Zosteropidae","Zosterops","Zosterops japonicus","Passeriformes","Zosteropidae","Zosterops",5,4,0,0,11.29,19.9,"Forest",2,"1","Omnivore","Omnivore",605081.06,28.08,130.91,"否","杂食性","3-4","RSWP",28,3.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.05269394192497,3.03974915897077,3.36729582998647,1.50407739677627,1.6094379124341,"Zosterops_japonicus","Zosterops_japonicus"
"Zosterops palpebrosus","Aves","PASSERIFORMES","Zosteropidae","Zosterops","Zosterops palpebrosus","Passeriformes","Zosteropidae","Zosterops",5,4,0,0,8.6,20.7,"Forest",1,"1","Omnivore","Omnivore",6382482.99,22.22,90.83,"否","杂食性","3","RSW",5,3,"Non_endemic","Resident_low","Omnivore","Forest_primary",0.934498451243568,3.07731226054641,1.79175946922805,1.38629436111989,1.6094379124341,"Zosterops_palpebrosus","Zosterops_palpebrosus"
"Ardea cinerea","Aves","PELECANIFORMES","Ardeidae","Ardea","Ardea cinerea","Pelecaniformes","Ardeidae","Ardea",5,4,0,0,1443,34.6,"Wetland",3,"1","Carnivore","Aquatic predator",46421646.29,27.14,60.83,"否","食肉，食虫","5","RSWP",34,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",3.15926633109349,3.57234563785798,3.55534806148941,1.79175946922805,1.6094379124341,"Ardea_cinerea","Ardea_cinerea"
"Ardeola bacchus","Aves","PELECANIFORMES","Ardeidae","Ardeola","Ardeola bacchus","Pelecaniformes","Ardeidae","Ardeola",3,2,1,1,304.89,26.8,"Wetland",3,"2","Carnivore","Aquatic predator",5458763.13,33.13,113.88,"否","食肉，食虫","3","RSW",33,3,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.48414318029834,3.32503602069659,3.52636052461616,1.38629436111989,1.09861228866811,"Ardeola_bacchus","Ardeola_bacchus"
"Botaurus stellaris","Aves","PELECANIFORMES","Ardeidae","Botaurus","Botaurus stellaris","Pelecaniformes","Ardeidae","Botaurus",1,0,0,0,1319.45,31.2,"Wetland",1,"2","Carnivore","Aquatic predator",18110303.08,50.39,77.93,"否","食肉，食虫","4-6","SWP",32,5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.12039293746207,3.47196645255036,3.49650756146648,1.79175946922805,0,"Botaurus_stellaris","Botaurus_stellaris"
"Butorides striata","Aves","PELECANIFORMES","Ardeidae","Butorides","Butorides striata","Pelecaniformes","Ardeidae","Butorides",1,0,0,0,201.5,29.8,"Wetland",3,"1","Carnivore","Aquatic predator",53556698.29,7.56,7.37,"否","食肉，食虫","5","RSWP",26,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.30427505047713,3.42751468997953,3.29583686600433,1.79175946922805,0,"Butorides_striata","Butorides_striata"
"Egretta eulophotes","Aves","PELECANIFORMES","Ardeidae","Egretta","Egretta eulophotes","Pelecaniformes","Ardeidae","Egretta",5,4,2,1,461.83,36.4,"Coastal",3,"3","Carnivore","Aquatic predator",114002.97,39.31,124.18,"否","食肉，食虫","2-4","SWP",21,3,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.66448214081866,3.62167070442049,3.09104245335832,1.38629436111989,1.6094379124341,"Egretta_eulophotes","Egretta_eulophotes"
"Egretta garzetta","Aves","PELECANIFORMES","Ardeidae","Egretta","Egretta garzetta","Pelecaniformes","Ardeidae","Egretta",5,4,1,1,312,33.1,"Wetland",3,"2","Carnivore","Aquatic predator",34141787.35,5.46,70.68,"否","食肉，食虫","3-6","RSW",32,4.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.49415459401844,3.52929738428947,3.49650756146648,1.70474809223843,1.6094379124341,"Egretta_garzetta","Egretta_garzetta"
"Egretta novaehollandiae","Aves","PELECANIFORMES","Ardeidae","Egretta","Egretta novaehollandiae","Pelecaniformes","Ardeidae","Egretta",5,4,0,0,558.64,37.5,"Wetland",3,"1","Carnivore","Aquatic predator",2680426.22,-29.89,144.63,"否","NA","2-7","V",2,4.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.74713202903296,3.65065824129374,1.09861228866811,1.70474809223843,1.6094379124341,"Egretta_novaehollandiae","Egretta_novaehollandiae"
"Ixobrychus cinnamomeus","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus cinnamomeus","Pelecaniformes","Ardeidae","Ixobrychus",5,4,1,1,126.49,25.6,"Human Modified",1,"1","Carnivore","Aquatic predator",7931366.43,19.79,105.65,"否","食肉，食虫","3-6","RSP",25,4.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.10205619257519,3.28091121578765,3.25809653802148,1.70474809223843,1.6094379124341,"Ixobrychus_cinnamomeus","Ixobrychus_cinnamomeus"
"Ixobrychus eurhythmus","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus eurhythmus","Pelecaniformes","Ardeidae","Ixobrychus",5,4,1,1,139,33.4,"Wetland",1,"3","Carnivore","Aquatic predator",4733640.24,41.99,123.64,"否","食肉，食虫","3-5","SWP",31,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.1430148002541,3.53805656437935,3.46573590279973,1.6094379124341,1.6094379124341,"Ixobrychus_eurhythmus","Ixobrychus_eurhythmus"
"Ixobrychus flavicollis","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus flavicollis","Pelecaniformes","Ardeidae","Ixobrychus",5,4,0,0,321,30.4,"Wetland",1,"1","Carnivore","Aquatic predator",6677261.29,10.74,113.76,"否","食肉，食虫","4-6","RSPV",21,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.50650503240487,3.44680789291421,3.09104245335832,1.79175946922805,1.6094379124341,"Ixobrychus_flavicollis","Ixobrychus_flavicollis"
"Ixobrychus minutus","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus minutus","Pelecaniformes","Ardeidae","Ixobrychus",5,4,1,1,99.49,37.2,"Wetland",1,"3","Carnivore","Aquatic predator",27683039.02,22.56,36.36,"否","食肉，食虫","4-9","SP",2,6.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.9977794308656,3.64283551561253,1.09861228866811,2.01490302054226,1.6094379124341,"Ixobrychus_minutus","Ixobrychus_minutus"
"Ixobrychus sinensis","Aves","PELECANIFORMES","Ardeidae","Ixobrychus","Ixobrychus sinensis","Pelecaniformes","Ardeidae","Ixobrychus",5,4,0,0,94.29,31,"Wetland",1,"3","Carnivore","Aquatic predator",8593201.95,23.86,108.94,"否","食肉，食虫","7","RSP",31,7,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.97446563573724,3.46573590279973,3.46573590279973,2.07944154167984,1.6094379124341,"Ixobrychus_sinensis","Ixobrychus_sinensis"
"Nycticorax caledonicus","Aves","PELECANIFORMES","Ardeidae","Nycticorax","Nycticorax caledonicus","Pelecaniformes","Ardeidae","Nycticorax",2,1,0,0,856,29.8,"Wetland",3,"2","Carnivore","Aquatic predator",7725707.62,-20.37,136.05,"否","食肉，食虫","2-5","V",1,3.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.93247376467715,3.42751468997953,0.693147180559945,1.50407739677627,0.693147180559945,"Nycticorax_caledonicus","Nycticorax_caledonicus"
"Nycticorax nycticorax","Aves","PELECANIFORMES","Ardeidae","Nycticorax","Nycticorax nycticorax","Pelecaniformes","Ardeidae","Nycticorax",2,1,1,1,810,33.1,"Wetland",3,"3","Carnivore","Aquatic predator",50345275.03,11.6,-6.01,"否","食肉，食虫","4","RS",34,4,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.90848501887865,3.52929738428947,3.55534806148941,1.6094379124341,0.693147180559945,"Nycticorax_nycticorax","Nycticorax_nycticorax"
"Pelecanus crispus","Aves","PELECANIFORMES","Pelecanidae","Pelecanus","Pelecanus crispus","Pelecaniformes","Pelecanidae","Pelecanus",3,2,1,1,9512.09,43.3,"Wetland",3,"2","Carnivore","Aquatic predator",3326029.46,49,72.79,"否","食肉","3-4","SWPV",26,3.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.97827595076943,3.79098467705109,3.29583686600433,1.50407739677627,1.09861228866811,"Pelecanus_crispus","Pelecanus_crispus"
"Pelecanus onocrotalus","Aves","PELECANIFORMES","Pelecanidae","Pelecanus","Pelecanus onocrotalus","Pelecaniformes","Pelecanidae","Pelecanus",3,2,6,1,9322.31,42.1,"Wetland",3,"2","Carnivore","Aquatic predator",810182.64,27.38,40.85,"否","食肉","2-3","SWPV",9,2.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.96952354067454,3.7635229971097,2.30258509299405,1.25276296849537,1.09861228866811,"Pelecanus_onocrotalus","Pelecanus_onocrotalus"
"Nipponia nippon","Aves","PELECANIFORMES","Threskiornithidae","Nipponia","Nipponia nippon","Pelecaniformes","Threskiornithidae","Nipponia",1,0,1,1,1900,36.2,"Wetland",2,"1","Carnivore","Aquatic predator",1119.51,33.28,107.6,"否","食肉，食虫","3","R",1,3,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",3.27875360095283,3.6163087612791,0.693147180559945,1.38629436111989,0,"Nipponia_nippon","Nipponia_nippon"
"Platalea leucorodia","Aves","PELECANIFORMES","Threskiornithidae","Platalea","Platalea leucorodia","Pelecaniformes","Threskiornithidae","Platalea",2,1,0,0,1868,40.4,"Wetland",3,"2","Carnivore","Aquatic predator",6276598.58,41.35,86.27,"否","食肉，食虫","3-4","SWP",34,3.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.27137687189407,3.72328088083127,3.55534806148941,1.50407739677627,0.693147180559945,"Platalea_leucorodia","Platalea_leucorodia"
"Platalea minor","Aves","PELECANIFORMES","Threskiornithidae","Platalea","Platalea minor","Pelecaniformes","Threskiornithidae","Platalea",2,1,1,1,1228,40.1,"Coastal",3,"2","Carnivore","Aquatic predator",15430.12,38.7,125.46,"否","食肉，食虫","4-6","SWP",19,5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.08919836680515,3.71600812150219,2.99573227355399,1.79175946922805,0.693147180559945,"Platalea_minor","Platalea_minor"
"Plegadis falcinellus","Aves","PELECANIFORMES","Threskiornithidae","Plegadis","Plegadis falcinellus","Pelecaniformes","Threskiornithidae","Plegadis",1,0,8,1,626.61,38.9,"Wetland",3,"2","Carnivore","Aquatic predator",23712479.58,-2.86,50.72,"否","食肉","3～5","P",17,4,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.79699732145881,3.68637632389582,2.89037175789616,1.6094379124341,0,"Plegadis_falcinellus","Plegadis_falcinellus"
"Phaethon aethereus","Aves","PHAETHONTIFORMES","Phaethontidae","Phaethon","Phaethon aethereus","Phaethontiformes","Phaethontidae","Phaethon",3,2,0,0,749.99,68.4,"Marine",3,"3","Carnivore","Aquatic predator",24455.23,14.4,21.97,"否","食肉","1","S",1,1,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.87505547276,4.23988686751276,0.693147180559945,0.693147180559945,1.09861228866811,"Phaethon_aethereus","Phaethon_aethereus"
"Phaethon lepturus","Aves","PHAETHONTIFORMES","Phaethontidae","Phaethon","Phaethon lepturus","Phaethontiformes","Phaethontidae","Phaethon",3,2,0,0,328.04,70.4,"Marine",3,"3","Carnivore","Aquatic predator",88168.39,-9,57.91,"否","食肉","1","V",1,1,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.5159268032242,4.26829786934554,0.693147180559945,0.693147180559945,1.09861228866811,"Phaethon_lepturus","Phaethon_lepturus"
"Phaethon rubricauda","Aves","PHAETHONTIFORMES","Phaethontidae","Phaethon","Phaethon rubricauda","Phaethontiformes","Phaethontidae","Phaethon",3,2,0,0,671.87,68.8,"Marine",3,"3","Carnivore","Aquatic predator",187720.42,-19.44,101.16,"否","食肉","1～2","V",1,1.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.82728524962474,4.24563400976833,0.693147180559945,0.916290731874155,1.09861228866811,"Phaethon_rubricauda","Phaethon_rubricauda"
"Blythipicus pyrrhotis","Aves","PICIFORMES","Picidae","Blythipicus","Blythipicus pyrrhotis","Piciformes","Picidae","Blythipicus",1,0,0,0,132,12.3,"Forest",1,"1","Carnivore","Invertivore",1622803.09,23.45,104.38,"否","食虫","2-4","R",13,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",2.12057393120585,2.58776403522771,2.63905732961526,1.38629436111989,0,"Blythipicus_pyrrhotis","Blythipicus_pyrrhotis"
"Dendrocopos hyperythrus","Aves","PICIFORMES","Picidae","Dendrocopos","Dendrocopos hyperythrus","Piciformes","Picidae","Dendrocopos",7,6,1,1,46.49,28.9,"Forest",1,"1","Carnivore","Invertivore",1618772.91,30.24,103.57,"否","食虫","3-4","RSWP",25,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.66735954618309,3.39785848039664,3.25809653802148,1.50407739677627,1.94591014905531,"Dendrocopos_hyperythrus","Dendrocopos_hyperythrus"
"Dendrocopos leucotos","Aves","PICIFORMES","Picidae","Dendrocopos","Dendrocopos leucotos","Piciformes","Picidae","Dendrocopos",7,6,0,0,116.8,29.9,"Forest",1,"1","Carnivore","Invertivore",11181511.25,52.06,81.1,"否","食虫","3-6","R",13,4.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",2.06744284277638,3.4307561839037,2.63905732961526,1.70474809223843,1.94591014905531,"Dendrocopos_leucotos","Dendrocopos_leucotos"
"Dendrocopos macei","Aves","PICIFORMES","Picidae","Dendrocopos","Dendrocopos macei","Piciformes","Picidae","Dendrocopos",7,6,0,0,44.93,25.1,"Forest",2,"1","Carnivore","Invertivore",904703.87,25.03,88.01,"否","食虫","NA","R",1,NA,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.65253641859303,3.26193531432865,0.693147180559945,NA,1.94591014905531,"Dendrocopos_macei","Dendrocopos_macei"
"Dendrocopos major","Aves","PICIFORMES","Picidae","Dendrocopos","Dendrocopos major","Piciformes","Picidae","Dendrocopos",7,6,0,0,74.94,29.3,"Woodland",1,"1","Omnivore","Omnivore",24413724.29,51.97,75.61,"否","食虫","4-6","R",24,5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.87471368875778,3.41114771251532,3.2188758248682,1.79175946922805,1.94591014905531,"Dendrocopos_major","Dendrocopos_major"
