"term","independent_r2","percent","iteration","predictor"
"z_habitat_heterogeneity",0.0610010625514359,7.59716194735498,18,"Habitat heterogeneity"
"z_hist_report_density",0.0104690412614079,1.40506065638134,19,"Historical survey effort"
"z_curr_report_density",0.295013759155021,39.5940961287351,19,"Current survey effort"
"z_gdp_per_capita",0.199817485039106,26.8177075316786,19,"Per capita GDP"
"z_area_km2",0.182325230931403,24.4700543488835,19,"Area"
"z_habitat_heterogeneity",0.057469808420635,7.71308133432149,19,"Habitat heterogeneity"
"z_hist_report_density",0.0118834265869471,1.59739925965397,20,"Historical survey effort"
"z_curr_report_density",0.193858048298692,26.0588728818705,20,"Current survey effort"
"z_gdp_per_capita",0.128985594012668,17.3385589479874,20,"Per capita GDP"
"z_area_km2",0.402516261086301,54.1072200643034,20,"Area"
"z_habitat_heterogeneity",0.00668005141981961,0.897948846184747,20,"Habitat heterogeneity"
"z_hist_report_density",0,0,21,"Historical survey effort"
"z_curr_report_density",0.0733591842606525,11.7000184913358,21,"Current survey effort"
"z_gdp_per_capita",0.174156633107746,27.7761516609766,21,"Per capita GDP"
"z_area_km2",0.377126639846157,60.1477334330452,21,"Area"
"z_habitat_heterogeneity",0.00235812671594906,0.376096414642323,21,"Habitat heterogeneity"
"z_hist_report_density",0.0111466764310574,1.35975227016045,22,"Historical survey effort"
"z_curr_report_density",0.227309397480247,27.7288455589672,22,"Current survey effort"
"z_gdp_per_capita",0.158228936318345,19.3019109054315,22,"Per capita GDP"
"z_area_km2",0.399195001655509,48.6966956558808,22,"Area"
"z_habitat_heterogeneity",0.0238778716403545,2.91279560956016,22,"Habitat heterogeneity"
"z_hist_report_density",0.0184995199455203,2.26884723745938,23,"Historical survey effort"
"z_curr_report_density",0.158538383900662,19.4437139668261,23,"Current survey effort"
"z_gdp_per_capita",0.132375233302341,16.2349716787535,23,"Per capita GDP"
"z_area_km2",0.497536294142186,61.0196291484648,23,"Area"
"z_habitat_heterogeneity",0.00842146015087504,1.03283796849625,23,"Habitat heterogeneity"
"z_hist_report_density",0,0,24,"Historical survey effort"
"z_curr_report_density",0.11090641377667,19.9572990279908,24,"Current survey effort"
"z_gdp_per_capita",0.05874321825122,10.5706778587835,24,"Per capita GDP"
"z_area_km2",0.362265379833648,65.1886420868986,24,"Area"
"z_habitat_heterogeneity",0.0238035431449255,4.28338102632702,24,"Habitat heterogeneity"
"z_hist_report_density",0.00487330692105061,0.853460599830215,25,"Historical survey effort"
"z_curr_report_density",0.0999402254774537,17.5024980295652,25,"Current survey effort"
"z_gdp_per_capita",0.153541232643554,26.8896243625853,25,"Per capita GDP"
"z_area_km2",0.280111068703579,49.0557571250408,25,"Area"
"z_habitat_heterogeneity",0.0325396610622182,5.69865988297851,25,"Habitat heterogeneity"
"z_hist_report_density",0.0231545849761806,4.73221890193462,26,"Historical survey effort"
"z_curr_report_density",0.145569626158205,29.7507961020273,26,"Current survey effort"
"z_gdp_per_capita",0.0762055135983718,15.5745038078992,26,"Per capita GDP"
"z_area_km2",0.233302932403142,47.6812928295048,26,"Area"
"z_habitat_heterogeneity",0.0110639171775717,2.26118835863412,26,"Habitat heterogeneity"
"z_hist_report_density",0.0255575211463842,3.49392982185466,27,"Historical survey effort"
"z_curr_report_density",0.0782481634165776,10.6971873406907,27,"Current survey effort"
"z_gdp_per_capita",0.23247863741484,31.7818007292449,27,"Per capita GDP"
"z_area_km2",0.392584602287301,53.6696435337435,27,"Area"
"z_habitat_heterogeneity",0.00261460429694772,0.357438574466264,27,"Habitat heterogeneity"
"z_hist_report_density",0.0172692220372197,2.25787451829172,28,"Historical survey effort"
"z_curr_report_density",0.242693539865402,31.7311085719485,28,"Current survey effort"
"z_gdp_per_capita",0.144461273849071,18.8876735964588,28,"Per capita GDP"
"z_area_km2",0.356512560210228,46.6124428428051,28,"Area"
"z_habitat_heterogeneity",0.00390759255770733,0.5109004704959,28,"Habitat heterogeneity"
"z_hist_report_density",0.0213273866160904,3.55971486186798,29,"Historical survey effort"
"z_curr_report_density",0.115266205194648,19.2388702417459,29,"Current survey effort"
"z_gdp_per_capita",0.0378021233526061,6.30948286026364,29,"Per capita GDP"
"z_area_km2",0.411000229657785,68.5992921720741,29,"Area"
"z_habitat_heterogeneity",0.0137359363458575,2.2926398640484,29,"Habitat heterogeneity"
"z_hist_report_density",0.0186407093584357,3.50539039015141,30,"Historical survey effort"
"z_curr_report_density",0.0611269104767765,11.4949318958171,30,"Current survey effort"
"z_gdp_per_capita",0.149315798704672,28.0788759597432,30,"Per capita GDP"
"z_area_km2",0.224942622596131,42.3005204588471,30,"Area"
"z_habitat_heterogeneity",0.0777466655732808,14.6202812954412,30,"Habitat heterogeneity"
"z_hist_report_density",0.00513404760285478,0.82494957239142,31,"Historical survey effort"
"z_curr_report_density",0.241291709518763,38.7712596350713,31,"Current survey effort"
"z_gdp_per_capita",0.192973785036978,31.0074338540393,31,"Per capita GDP"
"z_area_km2",0.148826841932011,23.9138101376211,31,"Area"
"z_habitat_heterogeneity",0.0341204568165115,5.48254680087687,31,"Habitat heterogeneity"
"z_hist_report_density",0.00559630413942966,0.812336672271023,32,"Historical survey effort"
"z_curr_report_density",0.236059912436045,34.2654936092213,32,"Current survey effort"
"z_gdp_per_capita",0.242440969662088,35.1917418372354,32,"Per capita GDP"
"z_area_km2",0.196053460274955,28.4583202662047,32,"Area"
"z_habitat_heterogeneity",0.00876373227383691,1.27210761506761,32,"Habitat heterogeneity"
"z_hist_report_density",0.00657870014162484,1.022284547788,33,"Historical survey effort"
"z_curr_report_density",0.132591704337568,20.6038347380419,33,"Current survey effort"
"z_gdp_per_capita",0.156523137868314,24.3226141592385,33,"Per capita GDP"
"z_area_km2",0.328715932255012,51.0801846750579,33,"Area"
"z_habitat_heterogeneity",0.0191197811081038,2.9710818798736,33,"Habitat heterogeneity"
"z_hist_report_density",0.0116361766032238,1.72203878765275,34,"Historical survey effort"
"z_curr_report_density",0.131762462259054,19.4995382507223,34,"Current survey effort"
"z_gdp_per_capita",0.266856252736199,39.4920800542066,34,"Per capita GDP"
"z_area_km2",0.181944071751406,26.9259190044085,34,"Area"
"z_habitat_heterogeneity",0.0835219720121274,12.3604239030098,34,"Habitat heterogeneity"
"z_hist_report_density",0.00675261591071401,0.926113033603503,35,"Historical survey effort"
"z_curr_report_density",0.163326901530961,22.4000852774559,35,"Current survey effort"
"z_gdp_per_capita",0.211330388594973,28.9837049614752,35,"Per capita GDP"
"z_area_km2",0.320434607942886,43.9472155320851,35,"Area"
"z_habitat_heterogeneity",0.0272906634447155,3.74288119538037,35,"Habitat heterogeneity"
"z_hist_report_density",0.0666448021817302,9.96603402128227,36,"Historical survey effort"
"z_curr_report_density",0.069935171359389,10.4580743619184,36,"Current survey effort"
"z_gdp_per_capita",0.0221899083737457,3.31826901037017,36,"Per capita GDP"
"z_area_km2",0.496141791452413,74.1928224126407,36,"Area"
"z_habitat_heterogeneity",0.0138077193160257,2.06480019378844,36,"Habitat heterogeneity"
"z_hist_report_density",0.0137830338327734,1.74435462867643,37,"Historical survey effort"
"z_curr_report_density",0.35063613463375,44.375844378706,37,"Current survey effort"
"z_gdp_per_capita",0.248902417502413,31.5006180298784,37,"Per capita GDP"
"z_area_km2",0.164306743153781,20.7943498811955,37,"Area"
"z_habitat_heterogeneity",0.0125225728892006,1.58483308154367,37,"Habitat heterogeneity"
"z_hist_report_density",0,0,38,"Historical survey effort"
"z_curr_report_density",0.204821955305722,29.8615272059644,38,"Current survey effort"
"z_gdp_per_capita",0.110253763607251,16.0741838276256,38,"Per capita GDP"
"z_area_km2",0.309028179554639,45.0540244936462,38,"Area"
"z_habitat_heterogeneity",0.0618019290977368,9.01026447276375,38,"Habitat heterogeneity"
"z_hist_report_density",0.0116463555261612,1.94250298380689,39,"Historical survey effort"
"z_curr_report_density",0.0810505427323391,13.5184711425885,39,"Current survey effort"
"z_gdp_per_capita",0.0981260640223866,16.3665081084416,39,"Per capita GDP"
"z_area_km2",0.368935851541614,61.5350433741343,39,"Area"
"z_habitat_heterogeneity",0.0397952472650589,6.63747439102863,39,"Habitat heterogeneity"
"z_hist_report_density",0.0249643883102391,3.14966877964037,40,"Historical survey effort"
"z_curr_report_density",0.22165529444071,27.9654663301146,40,"Current survey effort"
"z_gdp_per_capita",0.15205151681492,19.1838033224508,40,"Per capita GDP"
"z_area_km2",0.386801553356216,48.8013870551273,40,"Area"
"z_habitat_heterogeneity",0.00713085262559258,0.899674512667057,40,"Habitat heterogeneity"
"z_hist_report_density",0.0179856669342607,2.20474083984819,41,"Historical survey effort"
"z_curr_report_density",0.336279916317148,41.2222725926746,41,"Current survey effort"
"z_gdp_per_capita",0.189564915078652,23.2374763529133,41,"Per capita GDP"
"z_area_km2",0.255596909477488,31.3318903838114,41,"Area"
"z_habitat_heterogeneity",0.0163449772814457,2.0036198307525,41,"Habitat heterogeneity"
"z_hist_report_density",0.019918986968311,2.57993327192637,42,"Historical survey effort"
"z_curr_report_density",0.17277484934685,22.3780247003093,42,"Current survey effort"
"z_gdp_per_capita",0.306637929194759,39.7161460682074,42,"Per capita GDP"
"z_area_km2",0.251587933293836,32.5859985225442,42,"Area"
"z_habitat_heterogeneity",0.021154028259659,2.73989743701271,42,"Habitat heterogeneity"
"z_hist_report_density",0.0478044165782918,6.08937810829715,43,"Historical survey effort"
"z_curr_report_density",0.153703330014398,19.5788958417509,43,"Current survey effort"
"z_gdp_per_capita",0.119283541639939,15.1944661002774,43,"Per capita GDP"
"z_area_km2",0.461265980898301,58.7565578085065,43,"Area"
"z_habitat_heterogeneity",0.00298868676324226,0.380702141168045,43,"Habitat heterogeneity"
"z_hist_report_density",0.00761276112426272,1.31575150472408,44,"Historical survey effort"
"z_curr_report_density",0.177517022269801,30.681153047246,44,"Current survey effort"
"z_gdp_per_capita",0.070211267817817,12.1349638812981,44,"Per capita GDP"
"z_area_km2",0.31691829257944,54.7745704258346,44,"Area"
"z_habitat_heterogeneity",0.00632719758293005,1.09356114089723,44,"Habitat heterogeneity"
"z_hist_report_density",0.0154323365093623,3.37633881320724,45,"Historical survey effort"
"z_curr_report_density",0.108794219697125,23.8023676060428,45,"Current survey effort"
"z_gdp_per_capita",0.105070145431451,22.987602033841,45,"Per capita GDP"
"z_area_km2",0.224754160746169,49.1724759822819,45,"Area"
"z_habitat_heterogeneity",0.00302223848466776,0.661215564627033,45,"Habitat heterogeneity"
"z_hist_report_density",0.0113129392333786,1.6375922853364,46,"Historical survey effort"
"z_curr_report_density",0.163515794035447,23.669551945709,46,"Current survey effort"
"z_gdp_per_capita",0.157509696634372,22.8001458111865,46,"Per capita GDP"
"z_area_km2",0.354369586795649,51.2963863345257,46,"Area"
"z_habitat_heterogeneity",0.00411956808393479,0.59632362324242,46,"Habitat heterogeneity"
"z_hist_report_density",0.0661912798397318,11.1207376982432,47,"Historical survey effort"
"z_curr_report_density",0.0918096543893272,15.4248578831257,47,"Current survey effort"
"z_gdp_per_capita",0.0758314472694589,12.7403736021375,47,"Per capita GDP"
"z_area_km2",0.347659525583233,58.4099658092133,47,"Area"
"z_habitat_heterogeneity",0.0137139293996583,2.30406500728032,47,"Habitat heterogeneity"
"z_hist_report_density",0.00475247415499185,0.783734092905608,48,"Historical survey effort"
"z_curr_report_density",0.196966179557498,32.4818410440874,48,"Current survey effort"
"z_gdp_per_capita",0.119903047914247,19.7733019536749,48,"Per capita GDP"
"z_area_km2",0.228725239566511,37.719251554054,48,"Area"
"z_habitat_heterogeneity",0.056041653868704,9.24187135527812,48,"Habitat heterogeneity"
"z_hist_report_density",0.00686974041586636,0.949465455310896,49,"Historical survey effort"
"z_curr_report_density",0.262777753503398,36.3184610002783,49,"Current survey effort"
"z_gdp_per_capita",0.225210359720806,31.1262789841644,49,"Per capita GDP"
"z_area_km2",0.192815015209409,26.6489248682173,49,"Area"
"z_habitat_heterogeneity",0.0358648204303183,4.95686969202916,49,"Habitat heterogeneity"
"z_hist_report_density",0.0253438313346735,4.10329535651511,50,"Historical survey effort"
"z_curr_report_density",0.2299525226576,37.2304844512186,50,"Current survey effort"
"z_gdp_per_capita",0.0877284685683253,14.2036858183356,50,"Per capita GDP"
"z_area_km2",0.237888561122115,38.5153694928901,50,"Area"
"z_habitat_heterogeneity",0.0367324139670496,5.94716488104056,50,"Habitat heterogeneity"
"z_hist_report_density",0.0160138926518677,2.09673218137356,51,"Historical survey effort"
"z_curr_report_density",0.304101784083495,39.8166773664873,51,"Current survey effort"
"z_gdp_per_capita",0.138179999478499,18.0921939485438,51,"Per capita GDP"
"z_area_km2",0.298256298210527,39.0513157762691,51,"Area"
"z_habitat_heterogeneity",0.00720282431090166,0.943080727326217,51,"Habitat heterogeneity"
"z_hist_report_density",0.00543467952316373,0.794117368753625,52,"Historical survey effort"
"z_curr_report_density",0.119765500759223,17.5001789755964,52,"Current survey effort"
"z_gdp_per_capita",0.150288432864578,21.9602010296733,52,"Per capita GDP"
"z_area_km2",0.403507276458086,58.960631494109,52,"Area"
"z_habitat_heterogeneity",0.00537140130227668,0.784871131867704,52,"Habitat heterogeneity"
"z_hist_report_density",0.0189444625501895,2.21004758127954,53,"Historical survey effort"
"z_curr_report_density",0.388247893545263,45.2927242350301,53,"Current survey effort"
"z_gdp_per_capita",0.126391302674158,14.7447198372486,53,"Per capita GDP"
"z_area_km2",0.312947711537425,36.5082583429286,53,"Area"
"z_habitat_heterogeneity",0.0106656742571043,1.2442500035132,53,"Habitat heterogeneity"
"z_hist_report_density",0.0170488914108533,2.27493537456823,54,"Historical survey effort"
"z_curr_report_density",0.182489228026687,24.3506272819165,54,"Current survey effort"
"z_gdp_per_capita",0.236392124978493,31.5432126595972,54,"Per capita GDP"
"z_area_km2",0.301781647436539,40.2685270616371,54,"Area"
"z_habitat_heterogeneity",0.0117112171044962,1.56269762228097,54,"Habitat heterogeneity"
"z_hist_report_density",0.0154887338654552,2.11077028729994,55,"Historical survey effort"
"z_curr_report_density",0.236347110343358,32.2088598290534,55,"Current survey effort"
"z_gdp_per_capita",0.154424368184575,21.0446102845145,55,"Per capita GDP"
"z_area_km2",0.306500242988253,41.7691731015356,55,"Area"
"z_habitat_heterogeneity",0.0210348779451395,2.8665864975966,55,"Habitat heterogeneity"
"z_hist_report_density",0.00754089641115598,1.05935217527687,56,"Historical survey effort"
"z_curr_report_density",0.226872153240352,31.8712121133716,56,"Current survey effort"
"z_gdp_per_capita",0.20842529982668,29.2797809060848,56,"Per capita GDP"
"z_area_km2",0.253391920341915,35.5967337801743,56,"Area"
"z_habitat_heterogeneity",0.0156100970706419,2.19292102509238,56,"Habitat heterogeneity"
"z_hist_report_density",0.0266416422015831,3.48373353342562,57,"Historical survey effort"
"z_curr_report_density",0.329333962759455,43.0646039414523,57,"Current survey effort"
"z_gdp_per_capita",0.112103725777293,14.6589878265499,57,"Per capita GDP"
"z_area_km2",0.288201931935305,37.6860678138455,57,"Area"
"z_habitat_heterogeneity",0.00846270944600768,1.1066068847266,57,"Habitat heterogeneity"
"z_hist_report_density",0.00788504616989235,1.29681021257636,58,"Historical survey effort"
"z_curr_report_density",0.0726189995916842,11.9432477969701,58,"Current survey effort"
"z_gdp_per_capita",0.15109883948112,24.8503957904189,58,"Per capita GDP"
"z_area_km2",0.368920245213812,60.674285389248,58,"Area"
"z_habitat_heterogeneity",0.00751080491998937,1.2352608107866,58,"Habitat heterogeneity"
"z_hist_report_density",0.0637513330341874,9.48116925678335,59,"Historical survey effort"
"z_curr_report_density",0.295501475943768,43.9473086398007,59,"Current survey effort"
"z_gdp_per_capita",0.0882755892600357,13.1284439584637,59,"Per capita GDP"
"z_area_km2",0.21285908527324,31.6566402499758,59,"Area"
"z_habitat_heterogeneity",0.0120119991641384,1.78643789497645,59,"Habitat heterogeneity"
"z_hist_report_density",0.00709606001047461,0.984525000935963,60,"Historical survey effort"
"z_curr_report_density",0.31088182918496,43.1325175826445,60,"Current survey effort"
"z_gdp_per_capita",0.0722665808509617,10.0264450237045,60,"Per capita GDP"
"z_area_km2",0.3220837810683,44.6867042259579,60,"Area"
"z_habitat_heterogeneity",0.00843150650736164,1.16980816675712,60,"Habitat heterogeneity"
"z_hist_report_density",0.0269567376850809,3.77938168329856,61,"Historical survey effort"
"z_curr_report_density",0.118480901755814,16.6112292647506,61,"Current survey effort"
"z_gdp_per_capita",0.0906267200305006,12.7060243602943,61,"Per capita GDP"
"z_area_km2",0.471073004613013,66.0452576246337,61,"Area"
"z_habitat_heterogeneity",0.00612051627748274,0.858107067022845,61,"Habitat heterogeneity"
"z_hist_report_density",0.0154934524038662,2.28025587026736,62,"Historical survey effort"
"z_curr_report_density",0.234540537779374,34.5186098066577,62,"Current survey effort"
"z_gdp_per_capita",0.0331672767275917,4.88140896473147,62,"Per capita GDP"
"z_area_km2",0.376646899569445,55.4331779240444,62,"Area"
"z_habitat_heterogeneity",0.0196129679427477,2.88654743429915,62,"Habitat heterogeneity"
"z_hist_report_density",0.0167917686207259,2.02120680203187,63,"Historical survey effort"
"z_curr_report_density",0.303765515866242,36.5639225241435,63,"Current survey effort"
"z_gdp_per_capita",0.165748859053271,19.9510086706406,63,"Per capita GDP"
"z_area_km2",0.331742739355579,39.9315102807315,63,"Area"
"z_habitat_heterogeneity",0.0127304615950862,1.53235172245252,63,"Habitat heterogeneity"
"z_hist_report_density",0.0104480264183606,1.31061279821552,64,"Historical survey effort"
"z_curr_report_density",0.196991164826703,24.7108048371273,64,"Current survey effort"
"z_gdp_per_capita",0.179580662609549,22.5268108352494,64,"Per capita GDP"
"z_area_km2",0.402548802192948,50.496198127262,64,"Area"
"z_habitat_heterogeneity",0.00761770079148844,0.955573402145723,64,"Habitat heterogeneity"
"z_hist_report_density",0.00897006539490742,1.11721717722066,65,"Historical survey effort"
"z_curr_report_density",0.404557377530887,50.387419873823,65,"Current survey effort"
"z_gdp_per_capita",0.0672346201926756,8.37403845749103,65,"Per capita GDP"
"z_area_km2",0.317216140278368,39.5091122760191,65,"Area"
"z_habitat_heterogeneity",0.00491541279536668,0.612212215446234,65,"Habitat heterogeneity"
"z_hist_report_density",0.00613178531948654,1.05660994321267,66,"Historical survey effort"
"z_curr_report_density",0.100787164702052,17.367326940487,66,"Current survey effort"
"z_gdp_per_capita",0.152087040724337,26.2071600831226,66,"Per capita GDP"
"z_area_km2",0.315232801282223,54.3199239547858,66,"Area"
"z_habitat_heterogeneity",0.00608750140451542,1.04897907839192,66,"Habitat heterogeneity"
"z_hist_report_density",0.0210132737710024,2.54872582258773,67,"Historical survey effort"
"z_curr_report_density",0.250242255403757,30.3521909627567,67,"Current survey effort"
"z_gdp_per_capita",0.111854858857296,13.5670134153446,67,"Per capita GDP"
"z_area_km2",0.409413460474227,49.6582622107001,67,"Area"
"z_habitat_heterogeneity",0.0319380682983862,3.8738075886109,67,"Habitat heterogeneity"
"z_hist_report_density",0.0241617704068953,4.35652929889013,68,"Historical survey effort"
"z_curr_report_density",0.0762746945411477,13.7528391312573,68,"Current survey effort"
"z_gdp_per_capita",0.125915449245168,22.7034002302637,68,"Per capita GDP"
"z_area_km2",0.327088899960493,58.9763230103772,68,"Area"
"z_habitat_heterogeneity",0.00116971981081593,0.210908329211568,68,"Habitat heterogeneity"
"z_hist_report_density",0.0292880253537582,3.96980607350616,69,"Historical survey effort"
"z_curr_report_density",0.255994868347158,34.6984807229606,69,"Current survey effort"
"z_gdp_per_capita",0.203292849117866,27.5550562859957,69,"Per capita GDP"
"z_area_km2",0.216991045576479,29.4117599333279,69,"Area"
"z_habitat_heterogeneity",0.0322028862803285,4.36489698420969,69,"Habitat heterogeneity"
"z_hist_report_density",0,0,70,"Historical survey effort"
"z_curr_report_density",0.27248536554581,34.8054842429988,70,"Current survey effort"
"z_gdp_per_capita",0.163108764739693,20.8344383180754,70,"Per capita GDP"
"z_area_km2",0.343769575264807,43.9108592534307,70,"Area"
"z_habitat_heterogeneity",0.00351684178935297,0.449218185495053,70,"Habitat heterogeneity"
"z_hist_report_density",0.00903702188452019,1.12378390436158,71,"Historical survey effort"
"z_curr_report_density",0.25052568439697,31.1537069791474,71,"Current survey effort"
"z_gdp_per_capita",0.210486084376484,26.1746487656033,71,"Per capita GDP"
"z_area_km2",0.327597220940158,40.7378103882594,71,"Area"
"z_habitat_heterogeneity",0.00651409867272032,0.810049962628248,71,"Habitat heterogeneity"
"z_hist_report_density",0,0,72,"Historical survey effort"
"z_curr_report_density",0.279227092929863,36.0675015274278,72,"Current survey effort"
"z_gdp_per_capita",0.206419572227666,26.6630224112329,72,"Per capita GDP"
"z_area_km2",0.27458235687258,35.4675453301879,72,"Area"
"z_habitat_heterogeneity",0.0139501728262978,1.80193073115136,72,"Habitat heterogeneity"
"z_hist_report_density",0.0212112789767911,3.74389482231684,73,"Historical survey effort"
"z_curr_report_density",0.143602743424782,25.3465888674983,73,"Current survey effort"
"z_gdp_per_capita",0.218928146910036,38.6418922014435,73,"Per capita GDP"
"z_area_km2",0.136570510327862,24.1053652190003,73,"Area"
