"predictor","vif"
"z_hist_report_density",1.37389163482712
"z_curr_report_density",373.289966961154
"z_curr_user_density",384.668307677377
"z_gdp_per_capita",3.05414199533198
"z_area_km2",1.27089656936045
"z_habitat_heterogeneity",1.16312091158937
